,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
39,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-06-30 14:24:15.000000,2021-06-30 07:08:23.000000,1237,158.0,723.0,7787.0,1585.0,Simple job queues for Python.,242.0,34,True,2021-06-30 07:22:37.000000,1.9.0,66.0,rq,conda-forge/rq,,,,11608.0,8284.0,https://pypi.org/project/rq,2021-06-30 07:21:51.000000,3324.0,478898.0,479822.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099000,55486.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2021-07-08 14:04:05.000000,2021-07-08 09:39:58.000000,9068,573.0,,16620.0,27379.0,Apache Flink Python API.,1315.0,33,True,2021-05-28 14:53:34.000000,1.13.1,18.0,apache-flink,,,,,304.0,304.0,https://pypi.org/project/apache-flink,2021-05-28 14:53:34.000000,0.0,7519.0,7519.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
41,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-07-08 02:31:57.000000,2021-07-08 02:30:10.000000,3742,690.0,5949.0,15281.0,,"Interactive Data Visualization in the browser, from Python.",563.0,33,True,2021-07-07 18:02:49.000000,2.3.3,99.0,bokeh,conda-forge/bokeh,,,,42019.0,36147.0,https://pypi.org/project/bokeh,2021-07-07 18:02:49.000000,5872.0,1865262.0,1959895.0,https://anaconda.org/conda-forge/bokeh,2021-05-11 13:20:48.298000,4826327.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,dash,plotly/dash,,data-viz,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2021-07-08 14:38:53.000000,2021-07-08 14:37:02.000000,1505,451.0,593.0,14818.0,3544.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",79.0,33,True,2021-04-08 22:35:48.000000,1.20.0,137.0,dash,conda-forge/dash,,,,1744.0,136.0,https://pypi.org/project/dash,2021-01-19 23:50:28.000000,1608.0,550752.0,557697.0,https://anaconda.org/conda-forge/dash,2021-04-10 06:31:33.446000,263912.0,,,,,1.0,,,-2.0,,,,,,,,,,,,,,,,,,
43,mlflow,mlflow/mlflow,,ml-experiments,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000000,2021-07-08 14:54:25.000000,2021-07-08 14:25:49.000000,2126,832.0,1090.0,9737.0,2080.0,Open source platform for the machine learning lifecycle.,302.0,33,True,2021-06-18 10:14:56.000000,1.18.0,46.0,mlflow,conda-forge/mlflow,,,,154.0,,https://pypi.org/project/mlflow,2021-06-18 09:24:25.000000,154.0,7681259.0,7694054.0,https://anaconda.org/conda-forge/mlflow,2021-06-18 15:40:23.433000,345480.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
44,StatsModels,statsmodels/statsmodels,,ml-frameworks,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000000,2021-07-08 09:29:45.000000,2021-07-08 09:29:45.000000,2261,2132.0,2351.0,6429.0,,Statsmodels: statistical modeling and econometrics in Python.,322.0,33,True,2021-02-02 11:08:49.000000,0.12.2,25.0,statsmodels,conda-forge/statsmodels,,,,52239.0,45583.0,https://pypi.org/project/statsmodels,2021-02-02 11:08:49.000000,6656.0,5483190.0,5554025.0,https://anaconda.org/conda-forge/statsmodels,2021-02-15 17:38:00.380000,4320987.0,,,,,2.0,25.0,,,,,,,,,,,,,,,,,,,,
45,scikit-image,scikit-image/scikit-image,,image,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000000,2021-07-08 08:32:50.000000,2021-07-08 07:47:04.000000,1822,694.0,1548.0,4411.0,,Image processing in Python.,499.0,33,True,2021-01-19 08:17:34.000000,0.18.1,38.0,scikit-image,conda-forge/scikit-image,,,,88460.0,73686.0,https://pypi.org/project/scikit-image,2021-06-29 01:49:12.000000,14774.0,3462382.0,3504709.0,https://anaconda.org/conda-forge/scikit-image,2021-07-08 03:21:46.788000,2624317.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,TensorFlow Datasets,tensorflow/datasets,,tensorflow-utils,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2021-07-08 15:26:27.000000,2021-07-05 08:46:37.000000,1060,474.0,573.0,2896.0,4085.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",211.0,33,True,2021-05-07 13:09:09.000000,4.3.0,22.0,tensorflow-datasets,,,,['tensorflow'],5416.0,5314.0,https://pypi.org/project/tensorflow-datasets,2021-05-07 11:42:04.000000,102.0,1413999.0,1413999.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,Shapely,Toblerity/Shapely,,geospatial-data,https://github.com/Toblerity/Shapely,https://github.com/Toblerity/Shapely,BSD-3-Clause,2011-12-31 19:43:11.000000,2021-07-07 15:00:34.000000,2021-06-24 01:26:36.000000,410,138.0,622.0,2334.0,1520.0,Manipulation and analysis of geometric objects.,116.0,33,True,2020-12-15 18:27:01.000000,1.7.1,100.0,shapely,conda-forge/shapely,,,,25660.0,20202.0,https://pypi.org/project/shapely,2021-03-04 00:27:13.000000,5458.0,4446804.0,4482832.0,https://anaconda.org/conda-forge/shapely,2021-06-02 19:34:35.262000,2485974.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,TF Addons,tensorflow/addons,,tensorflow-utils,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000000,2021-07-07 10:33:33.000000,2021-07-07 10:33:33.000000,476,217.0,661.0,1316.0,1369.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,168.0,33,True,2021-05-15 16:45:30.000000,0.13.0,26.0,tensorflow-addons,,,,['tensorflow'],3574.0,3556.0,https://pypi.org/project/tensorflow-addons,2021-05-15 17:10:13.000000,18.0,4059038.0,4059038.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
49,Airflow,apache/airflow,,data-pipelines,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000000,2021-07-08 14:56:53.000000,2021-07-08 14:15:20.000000,8728,963.0,2807.0,22562.0,,"Platform to programmatically author, schedule, and monitor workflows.",1923.0,32,True,2021-07-02 20:12:21.000000,2.1.1,80.0,apache-airflow,conda-forge/airflow,apache/airflow,,,294.0,,https://pypi.org/project/apache-airflow,2021-07-02 19:33:48.000000,294.0,2654921.0,3045977.0,https://anaconda.org/conda-forge/airflow,2021-07-04 09:56:21.710000,354239.0,https://hub.docker.com/r/apache/airflow,2021-07-03 03:12:05.527036,263.0,28641193.0,1.0,148412.0,stable/airflow,1.0,,,,,,,,,,,,,,,,,,
50,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2021-06-27 15:08:53.000000,2021-06-22 02:47:08.000000,2909,562.0,667.0,11398.0,4351.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,233.0,32,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1165.0,1001.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,164.0,365676.0,365676.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
51,flair,flairNLP/flair,,nlp,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000000,2021-07-08 11:37:07.000000,2021-07-01 19:16:09.000000,1654,95.0,1482.0,10546.0,3390.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,201.0,32,True,2021-03-05 11:57:03.000000,0.8,21.0,flair,,,,['pytorch'],886.0,838.0,https://pypi.org/project/flair,2021-03-08 23:08:40.000000,48.0,70870.0,70870.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
52,AllenNLP,allenai/allennlp,,nlp,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000000,2021-07-08 13:03:01.000000,2021-07-07 01:34:43.000000,2076,98.0,2294.0,10306.0,2357.0,"An open-source NLP research library, built on PyTorch.",244.0,32,True,2021-06-03 17:35:55.000000,2.5.0,214.0,allennlp,,,,['pytorch'],2022.0,1788.0,https://pypi.org/project/allennlp,2021-07-08 11:52:35.000000,234.0,38668.0,38668.0,,,,,,,,1.0,40.0,,,,,,,,,,,,,,,,,,,,
53,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2021-07-06 15:13:05.000000,2021-06-30 10:43:43.000000,2933,41.0,1879.0,10298.0,7945.0,A toolkit for making real world machine learning and data analysis applications in C++.,167.0,32,False,2021-03-28 13:36:18.000000,19.22,28.0,dlib,conda-forge/dlib,,,,11998.0,10640.0,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,115622.0,121707.0,https://anaconda.org/conda-forge/dlib,2021-04-03 09:47:47.788000,333423.0,,,,,2.0,24628.0,,,,,,,,,,,,,,,,,,,,
54,DVC,iterative/dvc,,ml-experiments,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000000,2021-07-08 14:52:14.000000,2021-07-08 14:48:15.000000,787,566.0,2538.0,8238.0,6681.0,Data Version Control | Git for Data & Models | ML Experiments Management.,229.0,32,True,2021-07-08 14:52:14.000000,2.5.1,324.0,dvc,conda-forge/dvc,,,,1254.0,1208.0,https://pypi.org/project/dvc,2021-07-03 20:05:05.000000,46.0,304095.0,338344.0,https://anaconda.org/conda-forge/dvc,2021-07-07 12:43:20.947000,765882.0,,,,,1.0,30397.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,
55,pandas-profiling,pandas-profiling/pandas-profiling,,data-viz,https://github.com/pandas-profiling/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,MIT,2016-01-09 23:47:55.000000,2021-07-05 21:44:02.000000,2021-06-27 20:16:39.000000,1110,71.0,400.0,7576.0,852.0,Create HTML profiling reports from pandas DataFrame objects.,79.0,32,True,2021-05-11 22:24:40.000000,3.0.0,30.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",4748.0,4588.0,https://pypi.org/project/pandas-profiling,2021-05-11 22:24:40.000000,160.0,476571.0,478975.0,https://anaconda.org/conda-forge/pandas-profiling,2021-05-12 01:17:17.354000,141850.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
56,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2021-06-10 09:05:27.000000,2021-06-10 08:30:31.000000,1374,18.0,2025.0,5591.0,30595.0,A flexible framework of neural networks for deep learning.,318.0,32,True,2021-06-10 09:05:28.000000,7.8.0,110.0,chainer,,,,,3066.0,2324.0,https://pypi.org/project/chainer,2021-06-10 08:29:05.000000,742.0,30131.0,30131.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
57,folium,python-visualization/folium,,geospatial-data,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000000,2021-06-28 15:44:27.000000,2021-06-19 11:04:19.000000,1951,167.0,699.0,5326.0,1475.0,Python Data. Leaflet.js Maps.,122.0,32,True,2021-01-18 17:29:40.000000,0.12.1,25.0,folium,conda-forge/folium,,,,11734.0,10766.0,https://pypi.org/project/folium,2021-01-18 17:29:40.000000,968.0,536641.0,542518.0,https://anaconda.org/conda-forge/folium,2021-03-12 17:41:57.124000,376161.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,,sklearn-utils,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000000,2021-06-18 13:14:13.000000,2021-05-25 16:10:30.000000,1099,39.0,431.0,5322.0,740.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,58.0,32,True,2021-02-18 14:00:33.000000,0.8.0,27.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],6463.0,6183.0,https://pypi.org/project/imbalanced-learn,2021-02-18 13:50:00.000000,280.0,1858864.0,1861996.0,https://anaconda.org/conda-forge/imbalanced-learn,2021-02-18 15:40:00.937000,140949.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,CuPy,cupy/cupy,,gpu-utilities,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000000,2021-07-08 13:18:57.000000,2021-07-08 09:30:55.000000,481,351.0,1074.0,5207.0,22221.0,NumPy & SciPy for GPU.,266.0,32,True,2021-06-24 08:32:19.000000,9.2.0,96.0,cupy,conda-forge/cupy,cupy/cupy,,,957.0,765.0,https://pypi.org/project/cupy,2021-06-24 06:54:30.000000,192.0,78361.0,114331.0,https://anaconda.org/conda-forge/cupy,2021-06-26 12:55:54.483000,729429.0,https://hub.docker.com/r/cupy/cupy,2021-07-08 09:37:30.182043,6.0,51396.0,1.0,16909.0,,,,,,,,,,,,,,,,,,,,
60,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-07-08 14:21:34.000000,2021-07-08 14:21:34.000000,3086,170.0,,4893.0,32433.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1085.0,32,True,2021-06-09 21:48:14.000000,2.30.0,36.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-06-22 00:08:37.000000,186.0,2849239.0,2849239.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2021-07-08 11:23:56.000000,2021-07-07 02:33:20.000000,528,162.0,729.0,4779.0,10212.0,A hyperparameter optimization framework.,141.0,32,True,2021-06-07 07:07:08.000000,2.8.0,38.0,optuna,conda-forge/optuna,,,,1628.0,1576.0,https://pypi.org/project/optuna,2021-06-07 07:07:08.000000,52.0,602662.0,604240.0,https://anaconda.org/conda-forge/optuna,2021-06-07 09:30:29.517000,31564.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,geopy,geopy/geopy,,geospatial-data,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2021-06-14 20:47:10.000000,2021-04-17 15:44:06.000000,535,25.0,223.0,3355.0,1061.0,Geocoding library for Python.,122.0,32,True,2020-12-27 13:15:23.000000,2.1.0,57.0,geopy,conda-forge/geopy,,,,30452.0,23208.0,https://pypi.org/project/geopy,2020-12-27 13:12:21.000000,7244.0,5192283.0,5201039.0,https://anaconda.org/conda-forge/geopy,2020-12-27 14:22:55.127000,560437.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
63,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2021-07-01 06:49:19.000000,2021-07-01 06:49:16.000000,1502,34.0,583.0,2877.0,911.0,A library for transfer learning by reusing parts of TensorFlow models.,73.0,32,True,2021-04-14 13:17:26.000000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],7775.0,7461.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000000,314.0,3032543.0,3034014.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779000,54430.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
64,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2021-07-08 08:49:24.000000,2021-07-08 08:22:48.000000,594,324.0,751.0,2687.0,1408.0,Python tools for geographic data.,144.0,32,True,2021-02-28 21:10:46.000000,0.9.0,37.0,geopandas,conda-forge/geopandas,,,['pandas'],10305.0,9139.0,https://pypi.org/project/geopandas,2021-02-28 21:10:43.000000,1166.0,1224169.0,1240489.0,https://anaconda.org/conda-forge/geopandas,2021-06-09 14:45:13.341000,1043421.0,,,,,1.0,1070.0,,,,,,,,,,,,,,,,,,,,
65,Thinc,explosion/thinc,,ml-frameworks,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2021-07-04 09:45:08.908000,2021-07-01 11:05:13.000000,210,17.0,94.0,2315.0,4949.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",39.0,32,True,2021-07-01 12:13:50.000000,8.0.7,193.0,thinc,conda-forge/thinc,,,,15592.0,14454.0,https://pypi.org/project/thinc,2021-07-01 12:12:11.000000,1138.0,2523754.0,2552273.0,https://anaconda.org/conda-forge/thinc,2021-07-04 09:45:08.908000,1511517.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
66,Rasterio,mapbox/rasterio,,geospatial-data,https://github.com/mapbox/rasterio,https://github.com/mapbox/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000000,2021-07-01 20:12:41.000000,2021-06-28 15:31:43.000000,420,147.0,1272.0,1528.0,3368.0,Rasterio reads and writes geospatial raster datasets.,111.0,32,True,2021-06-23 00:38:10.000000,1.2.6,127.0,rasterio,conda-forge/rasterio,,,,4237.0,3387.0,https://pypi.org/project/rasterio,2021-06-23 00:38:10.000000,850.0,583082.0,600680.0,https://anaconda.org/conda-forge/rasterio,2021-06-24 09:36:51.700000,1125669.0,,,,,1.0,733.0,,,,,,,,,,,,,,,,,,,,
67,dask.distributed,dask/distributed,,distributed-ml,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000000,2021-07-08 14:17:42.000000,2021-07-08 13:13:38.000000,535,843.0,1417.0,1219.0,,A distributed task scheduler for Dask.,245.0,32,True,2021-06-18 17:00:44.000000,2021.6.1,152.0,distributed,conda-forge/distributed,,,,20890.0,19112.0,https://pypi.org/project/distributed,2021-06-22 16:58:07.000000,1778.0,3513234.0,3588167.0,https://anaconda.org/conda-forge/distributed,2021-06-23 00:14:27.888000,4645897.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,imageio,imageio/imageio,,image,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000000,2021-07-06 13:02:51.000000,2021-07-05 07:53:41.000000,180,67.0,305.0,889.0,1270.0,Python library for reading and writing image data.,79.0,32,True,2020-07-10 07:45:22.000000,2.9.0,31.0,imageio,conda-forge/imageio,,,,48289.0,44451.0,https://pypi.org/project/imageio,2020-07-06 13:20:41.000000,3838.0,8147200.0,8185395.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:25.518000,2062566.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
69,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2021-05-30 19:33:02.597000,2020-02-15 08:33:35.000000,6284,611.0,205.0,26586.0,523.0,Chinese Words Segmentation Utilities.,48.0,31,False,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,13112.0,10596.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,432131.0,433782.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597000,84227.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,
70,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-07-08 11:44:52.000000,2021-07-02 21:40:08.000000,7047,94.0,1391.0,21114.0,1768.0,The fastai deep learning library.,472.0,31,True,2021-06-16 01:12:27.000000,2.4,121.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-06-16 01:13:03.000000,368.0,164147.0,164147.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
71,PaddlePaddle,PaddlePaddle/Paddle,,ml-frameworks,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000000,2021-07-08 13:55:13.000000,2021-07-08 13:20:26.000000,3866,2612.0,10998.0,15967.0,15069.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,573.0,31,True,2021-07-01 08:43:33.000000,2.1.1,46.0,paddlepaddle,,,,['paddle'],71.0,55.0,https://pypi.org/project/paddlepaddle,2021-06-25 07:07:45.000000,16.0,22793.0,23052.0,,,,,,,,2.0,15285.0,,,,,,,,,,,,,,,,,,,,
72,jax,google/jax,,ml-frameworks,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2021-07-08 11:54:09.000000,2021-07-08 11:54:03.000000,1197,761.0,1722.0,13265.0,,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",305.0,31,True,2021-06-23 22:41:37.000000,0.2.16,95.0,jax,conda-forge/jaxlib,,,,1994.0,1948.0,https://pypi.org/project/jax,2021-06-23 22:41:37.000000,46.0,445175.0,451617.0,https://anaconda.org/conda-forge/jaxlib,2021-05-18 05:56:35.288000,154617.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
73,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2021-04-15 01:52:46.000000,2020-06-01 14:58:26.000000,2082,242.0,214.0,11433.0,2913.0,Image augmentation for machine learning experiments.,36.0,31,False,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,7473.0,6917.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,556.0,214169.0,215967.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,44951.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
74,ChatterBot,gunthercox/ChatterBot,,nlp,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2021-07-06 18:11:57.000000,2021-06-01 10:43:00.000000,3802,275.0,1238.0,11282.0,1848.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,31,True,2020-08-22 18:42:43.000000,1.0.8,86.0,chatterbot,,,,,4293.0,3613.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,680.0,38198.0,38198.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
75,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2021-07-08 07:48:29.000000,2021-07-07 21:16:31.000000,1055,223.0,283.0,8304.0,645.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,79.0,31,True,2021-07-06 13:14:40.000000,1.0.1,46.0,albumentations,conda-forge/albumentations,,,['pytorch'],4443.0,4315.0,https://pypi.org/project/albumentations,2021-07-06 13:14:40.000000,128.0,186417.0,187245.0,https://anaconda.org/conda-forge/albumentations,2021-07-06 15:25:33.004000,20708.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
