,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
38,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-04-29 13:55:07.000000,2022-04-03 15:40:10,2821,7.0,1519,249.0,780.0,107.0,1894.0,9368,Statistical data visualization in Python.,166.0,41,True,2021-08-16 00:42:18.000,0.11.2,25.0,seaborn,conda-forge/seaborn,,,,163007.0,154165.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000,8842.0,8473663.0,8527879.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619,3686611.0,,,,,1.0,218.0,,,,,,,,,,,,,,,,,,,,
39,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-04-29 17:21:03.000000,2022-04-29 13:20:33,4561,237.0,618,61.0,3580.0,1018.0,1775.0,1344,A distributed task scheduler for Dask.,267.0,41,True,2022-04-15 20:57:41.000,2022.4.1,171.0,distributed,conda-forge/distributed,,,,24396.0,23229.0,https://pypi.org/project/distributed,2022-04-15 20:57:41.000,1167.0,4769627.0,4863961.0,https://anaconda.org/conda-forge/distributed,2022-04-16 02:35:56.057,6697752.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-04-29 09:01:42.000000,2022-04-01 19:36:07,2142,107.0,2390,249.0,449.0,1340.0,581.0,16149,A game theoretic approach to explain the output of any machine learning model.,182.0,40,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,5416.0,5195.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4213866.0,4239338.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,1120770.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
41,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-04-29 14:47:16.000000,2022-04-29 14:47:13,22988,1875.0,998,194.0,292.0,378.0,1422.0,6485,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",991.0,40,True,2022-04-07 07:35:23.000,1.0.5,102.0,catboost,conda-forge/catboost,,,,220.0,,https://pypi.org/project/catboost,2022-04-07 05:23:24.000,220.0,3182877.0,3204825.0,https://anaconda.org/conda-forge/catboost,2022-04-07 19:25:52.486,964590.0,,,,,2.0,78388.0,,-1.0,,,,,,,,,,,,,,,,,,
42,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-04-29 06:25:05.000000,2022-04-28 11:32:58,11832,56.0,6907,1099.0,11004.0,1974.0,7724.0,19957,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,39,True,2022-03-22 00:13:06.000,2.0.0.beta1,982.0,mxnet,mxnet,,,['mxnet'],289.0,,https://pypi.org/project/mxnet,2022-03-25 17:06:28.000,284.0,253664.0,254154.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007,7294.0,,,,,2.0,24878.0,,,,,,,,5.0,,,,,,,,,,,,
43,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-04-28 18:56:20.000000,2022-04-28 18:56:17,5955,295.0,1687,401.0,721.0,597.0,654.0,16327,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",111.0,39,True,2022-03-29 22:50:27.000,2.3.1,147.0,dash,conda-forge/dash,,,,1385.0,190.0,https://pypi.org/project/dash,2022-03-29 22:29:51.000,1195.0,859149.0,868091.0,https://anaconda.org/conda-forge/dash,2022-03-30 10:37:04.517,420297.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
44,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-04-29 16:08:06.000000,2022-04-26 10:20:46,30106,310.0,3926,337.0,4564.0,987.0,5681.0,13897,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",537.0,39,True,2022-04-05 14:41:42.000,2.8.27,250.0,rasa,,,,['tensorflow'],57.0,,https://pypi.org/project/rasa,2022-04-05 14:41:31.000,57.0,176051.0,176051.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-04-29 16:14:42.000000,2022-04-29 13:43:50,8072,60.0,3050,479.0,551.0,53.0,1982.0,11098,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,39,False,2022-03-14 12:07:11.000,19.23.1,31.0,dlib,conda-forge/dlib,,,,14705.0,13938.0,https://pypi.org/project/dlib,2022-03-14 12:07:11.000,767.0,137603.0,143915.0,https://anaconda.org/conda-forge/dlib,2022-03-15 00:20:39.618,402562.0,,,,,2.0,24942.0,,,,,,,,,,,,,,,,,,,,
46,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-04-20 04:58:00.000000,2022-03-25 20:01:52,3150,20.0,665,152.0,974.0,230.0,1402.0,7440,Declarative statistical visualization library for Python.,136.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,26152.0,25808.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,6470096.0,6486531.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1134019.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-04-29 15:30:09.000000,2022-04-29 15:30:08,8607,220.0,1562,230.0,3042.0,213.0,2455.0,6535,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,383.0,39,True,2022-03-15 10:10:19.000,3.11.5,36.0,pymc3,conda-forge/pymc3,,,,847.0,612.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,235.0,360170.0,366276.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553,401657.0,,,,,1.0,1903.0,,,,,,,,,,,,,,,,,,,,
48,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-04-29 17:22:07.000000,2022-04-29 16:28:06,35491,1073.0,3464,258.0,17489.0,135.0,,5473,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1256.0,39,True,2022-04-20 23:03:40.000,2.38.0,61.0,apache-beam,conda-forge/apache-beam-with-aws,,,,149.0,,https://pypi.org/project/apache-beam,2022-04-20 20:51:29.000,149.0,6283372.0,6284482.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-04-21 05:29:42.235,7772.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-04-29 02:28:11.000000,2022-04-24 22:56:53,1912,50.0,7232,627.0,2034.0,117.0,1471.0,22196,The fastai deep learning library.,613.0,38,True,2022-04-24 22:37:11.000,2.6.0,130.0,fastai,,,,['pytorch'],298.0,,https://pypi.org/project/fastai,2022-04-24 22:37:11.000,298.0,241884.0,241884.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
50,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-04-29 15:51:34.000000,2022-04-22 18:59:57,4666,108.0,1684,264.0,2216.0,572.0,1804.0,18798,Streamlit The fastest way to build data apps in Python.,139.0,38,True,2022-03-29 19:26:47.000,1.8.1,157.0,streamlit,,,,,642.0,280.0,https://pypi.org/project/streamlit,2022-03-29 19:26:41.000,362.0,1013495.0,1013495.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
51,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-04-29 00:17:10.000000,2022-04-29 00:17:10,4035,13.0,2314,488.0,2223.0,103.0,867.0,15629,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",587.0,38,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,,2125.0,1726.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,575091.0,575222.0,https://anaconda.org/anaconda/luigi,2022-03-05 07:01:28.404,9738.0,,,,,1.0,,stable/luigi,,,,,,,2.0,,,,,,,,,,,,
52,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-04-29 14:14:33.698696,2022-04-29 13:48:47,7404,430.0,1875,182.0,3239.0,64.0,1380.0,14483,Cloud-native neural search framework for kind of data.,146.0,38,True,2022-04-29 13:49:26.000,3.3.20,1760.0,jina,conda-forge/jina-core,jinaai/jina,,,272.0,272.0,https://pypi.org/project/jina,2022-04-29 13:52:28.000,,41373.0,82416.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,4079.0,https://hub.docker.com/r/jinaai/jina,2022-04-29 14:14:33.698696,7.0,1051990.0,2.0,,,,,,,,,,,,,,,,,,,,,
53,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-04-28 13:19:50.000000,2022-04-10 14:05:57,4440,180.0,1848,201.0,913.0,95.0,1739.0,11534,A very simple framework for state-of-the-art Natural Language Processing (NLP).,222.0,38,True,2022-04-10 20:35:57.000,0.11,25.0,flair,conda-forge/python-flair,,,['pytorch'],1385.0,1318.0,https://pypi.org/project/flair,2022-04-10 18:35:05.000,67.0,77277.0,77616.0,https://anaconda.org/conda-forge/python-flair,2021-11-18 16:11:16.757,7132.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-04-29 15:12:11.000000,2022-04-29 12:00:46,14603,491.0,1495,197.0,11225.0,300.0,4629.0,10209,An open-source vector database for scalable similarity search and AI applications.,203.0,38,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,36878.0,71868.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-04-02 06:39:20.199435,18.0,922753.0,1.0,20896.0,,,,,,,,,,,,,,,,,,,,
55,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127,,2509,557.0,4114.0,679.0,2086.0,9564,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15250.0,12412.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,255668.0,283791.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,1940535.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
56,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-04-27 22:23:09.000000,2022-04-02 01:06:55,1628,8.0,1264,216.0,677.0,175.0,778.0,8266,Simple job queues for Python.,256.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,11925.0,10190.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,521715.0,522733.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,70292.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
57,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-04-29 15:43:25.000000,2022-04-28 07:00:55,12397,914.0,694,128.0,2381.0,142.0,1030.0,6302,A hyperparameter optimization framework.,189.0,38,True,2021-10-04 06:37:16.000,2.10.0,45.0,optuna,conda-forge/optuna,,,,3358.0,3156.0,https://pypi.org/project/optuna,2022-04-12 04:16:37.000,202.0,2204955.0,2214266.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,270027.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-04-28 18:15:24.000000,2022-04-27 05:13:01,25090,550.0,594,121.0,5008.0,390.0,1343.0,5976,NumPy & SciPy for GPU.,303.0,38,True,2022-04-27 07:44:39.000,10.4.0,114.0,cupy,conda-forge/cupy,cupy/cupy,,,1171.0,1012.0,https://pypi.org/project/cupy,2022-04-27 01:15:30.000,159.0,25991.0,70764.0,https://anaconda.org/conda-forge/cupy,2022-04-28 12:55:14.537,1301079.0,https://hub.docker.com/r/cupy/cupy,2022-04-27 07:48:42.139200,7.0,54628.0,1.0,29377.0,,,,,,,,,,,,,,,,,,,,
59,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-04-29 13:36:29.000000,2022-04-28 14:06:24,2054,141.0,7125,357.0,2151.0,546.0,5183.0,19452,OpenMMLab Detection Toolbox and Benchmark.,334.0,37,True,2022-04-29 13:36:29.000,2.24.1,33.0,mmdet,,,,['pytorch'],361.0,352.0,https://pypi.org/project/mmdet,2022-04-26 16:38:34.000,9.0,42033.0,42033.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
60,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-04-29 16:13:06.000000,2022-04-29 13:20:13,30748,1092.0,10403,932.0,19598.0,690.0,,18748,Apache Flink Python API.,1521.0,37,True,2022-04-26 08:03:16.000,1.15.0,31.0,apache-flink,,,,,15.0,,https://pypi.org/project/apache-flink,2022-04-26 08:03:16.000,15.0,13950.0,13950.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
61,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-04-28 14:43:22.000000,2022-04-27 00:32:49,1353,63.0,3020,271.0,221.0,57.0,437.0,18130,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",73.0,37,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],2862.0,2772.0,https://pypi.org/project/timm,2022-01-17 04:57:50.000,90.0,1639875.0,1673017.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,15263.0,,,,,1.0,1134583.0,,,,,,,,,,,,,,,,,,,,
62,fairseq,pytorch/fairseq,nlp,,https://github.com/pytorch/fairseq,https://github.com/pytorch/fairseq,MIT,2017-08-29 16:26:12.000,2022-04-28 21:18:59.000000,2022-04-28 21:17:09,2164,55.0,4426,330.0,1039.0,878.0,2567.0,16793,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,384.0,37,True,2021-01-05 20:26:45.000,0.10.2,13.0,fairseq,conda-forge/fairseq,,,['pytorch'],806.0,771.0,https://pypi.org/project/fairseq,2021-01-05 20:26:45.000,35.0,67071.0,67732.0,https://anaconda.org/conda-forge/fairseq,2021-04-28 18:08:39.753,13798.0,,,,,1.0,211.0,,,,,,,,,,,,,,,,,,,,
63,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-04-29 13:05:09.000000,2022-04-28 20:17:27,2686,38.0,2180,277.0,3052.0,88.0,2428.0,10955,"An open-source NLP research library, built on PyTorch.",262.0,37,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,,,['pytorch'],2615.0,2437.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,178.0,38665.0,40013.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,53936.0,,,,,1.0,46.0,,,,,,,,,,,,,,,,,,,,
64,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-04-29 07:44:06.000000,2022-04-28 19:12:27,14495,153.0,870,146.0,3104.0,500.0,1709.0,8765,The easiest way to automate your data.,320.0,37,True,2022-04-27 21:09:20.000,1.2.1,129.0,prefect,conda-forge/prefect,,,,794.0,735.0,https://pypi.org/project/prefect,2022-04-27 21:09:20.000,59.0,225292.0,232177.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,254757.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
65,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-04-29 14:17:17.000000,2022-04-27 08:04:59,2288,121.0,1271,116.0,657.0,237.0,1239.0,5546,"An open-source, low-code machine learning library in Python.",78.0,37,True,2022-04-10 22:13:37.000,2.3.10,79.0,pycaret,conda-forge/pycaret,,,,2071.0,2059.0,https://pypi.org/project/pycaret,2022-04-10 22:13:37.000,12.0,497782.0,498253.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,8900.0,,,,,1.0,557.0,,,,,,,,,,,,,,,,,,,,
66,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-04-29 16:45:56.000000,2022-04-29 16:36:24,10264,718.0,586,83.0,3472.0,988.0,3023.0,4638,"An orchestration platform for the development, production, and observation of data assets.",202.0,37,True,2022-04-28 21:27:22.000,0.14.13,448.0,dagster,conda-forge/dagster,,,,446.0,359.0,https://pypi.org/project/dagster,2022-04-28 20:45:15.000,87.0,209198.0,225981.0,https://anaconda.org/conda-forge/dagster,2022-04-23 00:46:04.130,486716.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
67,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-04-29 03:45:46.000000,2022-04-29 03:45:43,11414,159.0,967,167.0,397.0,550.0,668.0,3671,Probabilistic reasoning and statistical analysis in TensorFlow.,444.0,37,True,2022-02-14 17:24:33.000,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],311.0,,https://pypi.org/project/tensorflow-probability,2022-02-14 17:03:04.000,311.0,824114.0,825547.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,54462.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-04-29 17:44:33.000000,2022-04-28 14:31:52,1405,20.0,316,63.0,602.0,332.0,395.0,2774,Computing with Python functions.,110.0,37,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,185000.0,180109.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,23786733.0,23907229.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,8314243.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
69,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-04-29 12:21:18.000000,2022-04-26 09:53:19,5059,44.0,240,84.0,532.0,23.0,101.0,2517,"A refreshing functional take on deep learning, compatible with your favorite libraries.",51.0,37,True,2022-03-15 13:37:06.000,8.0.15,202.0,thinc,conda-forge/thinc,,,,21532.0,20918.0,https://pypi.org/project/thinc,2022-03-15 13:37:06.000,614.0,3969218.0,4000810.0,https://anaconda.org/conda-forge/thinc,2022-03-15 17:15:05.102,1958719.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
70,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-04-29 16:23:55.000000,2022-04-29 16:23:55,16812,196.0,1026,78.0,6567.0,391.0,3638.0,1914,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,286.0,37,True,2022-04-15 15:00:55.000,1.0.2,61.0,mne,conda-forge/mne,,,,1776.0,1565.0,https://pypi.org/project/mne,2022-04-15 15:00:55.000,211.0,44043.0,47135.0,https://anaconda.org/conda-forge/mne,2022-04-26 16:53:34.945,191717.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-04-29 16:51:44.000000,2022-04-27 22:37:29,2472,138.0,766,100.0,1951.0,355.0,676.0,1609,A library for training and deploying machine learning models on Amazon SageMaker.,256.0,37,True,2022-04-27 04:18:17.000,2.88.1,422.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1362.0,1315.0,https://pypi.org/project/sagemaker,2022-04-27 04:18:17.000,47.0,5502043.0,5510714.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-04-27 11:38:07.825,251468.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523,,6437,1292.0,163.0,630.0,210.0,28412,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,14616.0,13109.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1507.0,670356.0,672098.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,104520.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-04-29 14:22:06.000000,2022-04-29 12:17:26,5500,184.0,2551,243.0,780.0,937.0,1585.0,14483,Graph Neural Network Library for PyTorch.,264.0,36,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],39.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,39.0,70774.0,71063.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-01-19 15:40:54.095,6078.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
74,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-04-28 18:00:51.000000,2022-04-27 17:24:18,1179,46.0,2048,334.0,1376.0,310.0,1706.0,12353,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",145.0,36,True,2022-04-21 08:29:28.000,0.24.3,71.0,horovod,,,,,598.0,568.0,https://pypi.org/project/horovod,2022-04-21 08:29:28.000,30.0,54811.0,54811.0,,,,,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,,,
