,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
40,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-06-08 10:25:48.000000,2023-01-30 18:15:21,1757,,8452,1041.0,1442.0,55.0,1712.0,32194,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,45681.0,43052.0,https://pypi.org/project/gym,2022-10-04 23:58:42.348,2629.0,448579.0,454624.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,229713.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-06-14 14:39:31.000000,2023-06-14 02:29:37,2385,108.0,2840,257.0,547.0,1517.0,708.0,19450,A game theoretic approach to explain the output of any machine learning model.,213.0,40,True,2022-06-16 00:43:28.000,0.41.0,96.0,shap,conda-forge/shap,,,,12122.0,11754.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,368.0,4155716.0,4189362.0,https://anaconda.org/conda-forge/shap,2023-06-11 05:50:42.032,1951474.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-06-15 14:17:53.000000,2023-05-31 15:42:32,6850,139.0,1891,408.0,952.0,747.0,808.0,18852,Data Apps & Dashboards for Python. No JavaScript Required.,136.0,40,True,2023-05-31 16:21:43.000,2.10.2,166.0,dash,conda-forge/dash,,,,49144.0,47814.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1330.0,1581133.0,1597263.0,https://anaconda.org/conda-forge/dash,2023-06-05 08:50:32.313,983970.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-06-14 20:45:35.000000,2023-06-14 20:45:34,9548,105.0,1794,227.0,3622.0,201.0,2874.0,7617,Bayesian Modeling in Python.,460.0,40,True,2023-06-09 14:56:03.000,5.5.0,62.0,pymc3,conda-forge/pymc3,,,,1876.0,1631.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,245.0,441789.0,448296.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,519147.0,,,,,1.0,1911.0,,,,,,,,,,,,,,,,,,,
44,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-06-15 09:38:01.000000,2023-06-15 07:59:02,46036,534.0,1117,193.0,334.0,500.0,1587.0,7187,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1136.0,40,True,2023-05-01 23:11:47.000,1.2,106.0,catboost,conda-forge/catboost,,,,301.0,,https://pypi.org/project/catboost,2022-11-01 14:25:39.961,301.0,2001806.0,2025669.0,https://anaconda.org/conda-forge/catboost,2023-05-02 12:26:07.128,1320399.0,,,,,2.0,153101.0,,,,,,,,,,,,,,,,,,,
45,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-06-15 13:06:24.000000,2023-06-14 17:39:25,5407,222.0,494,49.0,3177.0,628.0,1919.0,6205,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,149.0,40,True,2023-06-06 21:21:04.600,0.15.4,255.0,wandb,conda-forge/wandb,,,,24961.0,24523.0,https://pypi.org/project/wandb,2021-02-01 20:56:31.000,438.0,2317211.0,2324683.0,https://anaconda.org/conda-forge/wandb,2023-06-06 23:51:30.435,261542.0,,,,,1.0,,,,,,,,,,,,wandb/wandb,,,,,,,,
46,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-06-14 14:53:39.000000,2023-06-11 02:52:00,1760,46.0,790,107.0,1394.0,339.0,1120.0,3712,Python tools for geographic data.,202.0,40,True,2023-06-06 09:00:28.000,0.13.2,31.0,geopandas,conda-forge/geopandas,,,['pandas'],23086.0,23086.0,https://pypi.org/project/geopandas,,,5166599.0,5200002.0,https://anaconda.org/conda-forge/geopandas,2023-06-06 13:24:28.136,2904101.0,,,,,1.0,1986.0,,,,,,,,,,,,,,,,,,,
47,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-06-15 14:27:11.000000,2023-06-15 14:01:49,5346,124.0,696,58.0,4525.0,1386.0,2183.0,1471,A distributed task scheduler for Dask.,310.0,40,True,2023-06-09 16:44:05.417,2023.6.0,204.0,distributed,conda-forge/distributed,,,,30493.0,29258.0,https://pypi.org/project/distributed,2023-01-27 23:28:03.605,1235.0,4853869.0,4983012.0,https://anaconda.org/conda-forge/distributed,2023-06-09 17:51:47.181,10977231.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-06-15 11:50:34.000000,2023-06-14 23:20:50,1587,205.0,3083,287.0,1853.0,889.0,983.0,25855,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",205.0,39,True,2023-06-09 19:33:01.477,0.9.4,66.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1706.0,1657.0,https://pypi.org/project/deepspeed,2023-01-17 18:45:01.408,49.0,269692.0,270097.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16629.0,1.0,,,,,,,,,,,,,,,,,,,,
49,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-26 22:59:26.000000,2023-05-26 22:59:26,2668,19.0,7185,611.0,2179.0,147.0,1575.0,24035,The fastai deep learning library.,238.0,39,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],13822.0,13822.0,https://pypi.org/project/fastai,,,340459.0,340459.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
50,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-06-15 13:09:00.221712,2023-06-15 12:54:43,17297,596.0,2175,330.0,15705.0,560.0,7487.0,19948,"A cloud-native vector database, storage for next generation AI applications.",247.0,39,True,2023-06-14 11:28:10.000,2.2.10,100.0,pymilvus,,milvusdb/milvus,,,25.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,25.0,389842.0,476217.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-06-15 13:09:00.221712,28.0,3768070.0,1.0,26414.0,,,,,,,,,,,,,,,,,,,
51,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-06-15 14:02:14.000000,2023-06-15 10:57:20,8342,102.0,2082,199.0,3998.0,40.0,1840.0,18573,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-06-06 15:33:49.246,3.17.0,2397.0,jina,conda-forge/jina-core,jinaai/jina,,,685.0,673.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,12.0,355714.0,389237.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,47755.0,https://hub.docker.com/r/jinaai/jina,2023-06-15 12:36:01.331799,8.0,1249995.0,2.0,,,,,,,,,,,,,,,,,,,,
52,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-06-15 13:55:09.000000,2023-06-08 20:26:31,934,72.0,1902,224.0,414.0,186.0,915.0,9652,Download market data from Yahoo! Finances API.,84.0,39,True,2023-06-07 15:54:00.968,0.2.20,88.0,yfinance,ranaroussi/yfinance,,,,24190.0,23959.0,https://pypi.org/project/yfinance,2022-06-16 15:33:16.000,231.0,648419.0,651778.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,77264.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-06-15 11:31:22.000000,2023-06-15 02:47:19,15977,510.0,832,123.0,3116.0,128.0,1316.0,8218,A hyperparameter optimization framework.,232.0,39,False,2023-05-30 06:01:04.139,3.2.0,59.0,optuna,conda-forge/optuna,,,,8619.0,8286.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,333.0,1592297.0,1602776.0,https://anaconda.org/conda-forge/optuna,2023-05-30 09:42:55.678,450631.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-06-15 12:24:17.000000,2023-06-13 21:42:39,3125,194.0,993,129.0,2515.0,453.0,804.0,1866,A library for training and deploying machine learning models on Amazon SageMaker.,371.0,39,True,2023-06-13 16:55:01.476,2.165.0,516.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2740.0,2667.0,https://pypi.org/project/sagemaker,2023-01-31 01:06:02.086,73.0,24804964.0,24819463.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-06-13 19:05:51.044,623483.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
55,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-06-15 13:46:31.000000,2023-06-15 12:13:33,37044,862.0,25891,2041.0,41583.0,,,35975,Apache Spark Python API.,2886.0,38,True,,,31.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,25127708.0,25162455.0,https://anaconda.org/conda-forge/pyspark,2023-04-16 06:33:25.403,2606028.0,,,,,2.0,,stable/spark,,,,,,-7.0,,,,,,,,,,,,
56,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-06-14 14:09:46.000000,2023-06-14 14:09:42,2308,24.0,5652,411.0,1278.0,922.0,2996.0,26455,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,417.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1606.0,1606.0,https://pypi.org/project/fairseq,,,597471.0,598493.0,https://anaconda.org/conda-forge/fairseq,2023-05-12 10:37:16.727,35598.0,,,,,1.0,314.0,,,,,,,,,,,,,,,,,,,
57,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-06-06 07:22:23.000000,2023-01-26 21:28:45,11896,,6872,1083.0,11116.0,1795.0,7762.0,20438,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],6789.0,6499.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,285.0,347368.0,347821.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,9674.0,,,,,2.0,26114.0,,,,,,,,,,,apache/mxnet,5.0,,,,,,,
58,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-06-15 12:29:01.000000,2023-06-15 11:54:05,6768,295.0,3265,254.0,2126.0,801.0,2382.0,17868,Graph Neural Network Library for PyTorch.,424.0,38,True,2023-04-27 10:39:41.624,2.3.1,39.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],74.0,,https://pypi.org/project/torch-geometric,2022-12-01 06:49:00.984,74.0,193521.0,194265.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-04-28 15:41:29.223,26066.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-06-13 12:58:36.000000,2023-06-12 09:21:57,1324,24.0,2192,333.0,1556.0,345.0,1836.0,13364,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",169.0,38,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,956.0,927.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,29.0,68155.0,68155.0,,,,,,,,2.0,,stable/horovod,,,,,,,,,,,,,,,,,,
60,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-06-14 11:14:16.000000,2023-06-09 09:05:24,5537,214.0,1687,200.0,1124.0,58.0,2085.0,12870,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,38,False,2023-03-30 15:49:56.000,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2541.0,2541.0,https://pypi.org/project/flair,,,78655.0,79191.0,https://anaconda.org/conda-forge/python-flair,2023-04-13 03:14:21.111,18788.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-06-14 12:10:08.000000,2023-06-14 11:49:16,2456,82.0,823,126.0,1529.0,212.0,549.0,8276,Differentiable Computer Vision Library.,218.0,38,True,2023-04-20 21:02:06.000,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],4740.0,4740.0,https://pypi.org/project/kornia,,,2591832.0,2594107.0,https://anaconda.org/conda-forge/kornia,2023-04-21 03:46:10.761,83740.0,,,,,1.0,681.0,,,,,,,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-06-14 05:04:54.000000,2023-06-14 04:46:38,3623,201.0,1095,104.0,2658.0,600.0,1126.0,6558,A unified framework for machine learning with time series.,259.0,38,True,2023-05-31 23:55:41.939,0.19.1,46.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1369.0,1331.0,https://pypi.org/project/sktime,2022-06-29 00:58:26.000,38.0,1353386.0,1378459.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-05-31 12:50:59.857,576670.0,,,,,1.0,81.0,,,,,,,,,,,sktime/sktime,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-05-28 19:34:26.000000,2023-05-24 13:16:11,1672,15.0,2193,168.0,759.0,52.0,958.0,6271,Python Data. Leaflet.js Maps.,151.0,38,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,26810.0,26056.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,754.0,657095.0,680771.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,2059838.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-06-14 19:38:23.000000,2023-06-14 17:38:59,17436,101.0,1198,86.0,7255.0,503.0,4002.0,2269,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,341.0,38,True,2023-06-06 15:29:15.630,1.4.2,73.0,mne,conda-forge/mne,,,,3001.0,2748.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,253.0,59470.0,63400.0,https://anaconda.org/conda-forge/mne,2023-06-06 15:49:33.314,298733.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2023-06-08 19:39:52.000000,2023-05-31 23:31:45,3756,52.0,521,149.0,1071.0,127.0,1556.0,1971,Rasterio reads and writes geospatial raster datasets.,148.0,38,True,2023-05-22 22:47:26.000,1.3.7,149.0,rasterio,conda-forge/rasterio,,,,8843.0,7962.0,https://pypi.org/project/rasterio,2019-02-27 20:54:09.000,881.0,1580571.0,1607615.0,https://anaconda.org/conda-forge/rasterio,2023-06-02 23:44:22.976,2352132.0,,,,,1.0,809.0,,,,,,,,,,,,,,,,,,,
66,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-06-12 06:54:47.545000,2023-06-12 03:02:41,1490,30.0,257,32.0,453.0,82.0,471.0,1268,Python library for reading and writing image data.,103.0,38,True,2023-06-12 03:03:46.673,2.31.1,81.0,imageio,conda-forge/imageio,,,,95862.0,93017.0,https://pypi.org/project/imageio,2022-05-30 03:37:43.000,2845.0,15603327.0,15669352.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5082941.0,,,,,1.0,742.0,,,,,,,,,,,,,,,,,,,
67,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-06-15 09:54:01.000000,2023-06-14 14:58:44,837,74.0,2996,450.0,749.0,315.0,1795.0,22566,A library for efficient similarity search and clustering of dense vectors.,130.0,37,True,2023-06-14 10:01:01.071,2.2.11,78.0,pymilvus,conda-forge/faiss,,,,1181.0,1156.0,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,25.0,389842.0,410816.0,https://anaconda.org/conda-forge/faiss,2023-05-29 16:35:58.793,776048.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-06-05 03:56:36.000000,2023-04-10 01:12:31,1618,17.0,2750,381.0,452.0,5.0,1727.0,13623,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59.000,2.0.3,2.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3234.0,3234.0,https://pypi.org/project/pyecharts,,,111475.0,111475.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-06-14 00:40:42.000000,2023-06-09 02:31:05,2997,59.0,1797,283.0,3486.0,283.0,1656.0,12994,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",191.0,37,True,2023-05-16 23:50:39.741,2.10.1,54.0,nni,,,,,444.0,410.0,https://pypi.org/project/nni,2022-06-22 05:07:14.000,34.0,12767.0,12767.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-06-15 13:11:31.000000,2023-06-15 09:31:05,3124,189.0,2832,169.0,3609.0,416.0,1940.0,11873,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",268.0,37,True,2023-05-05 08:50:34.000,1.1.0,444.0,dgl,,,,,164.0,99.0,https://pypi.org/project/dgl,2022-09-20 03:47:24.680,65.0,66992.0,66992.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-05-26 02:38:21.000000,2023-05-26 02:38:21,1093,5.0,1331,251.0,641.0,318.0,999.0,10557,Video editing with Python.,158.0,37,True,2020-05-07 16:29:35.000,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,25677.0,25677.0,https://pypi.org/project/moviepy,,,617859.0,620444.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,183558.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-06-07 16:28:04.000000,2023-05-25 07:31:30,882,48.0,942,119.0,254.0,17.0,610.0,7619,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,37,True,2023-05-02 03:20:40.000,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,31736.0,31736.0,https://pypi.org/project/sentencepiece,,,10521229.0,10535397.0,https://anaconda.org/conda-forge/sentencepiece,2023-06-06 08:02:29.817,479287.0,,,,,1.0,27595.0,,,,,,,,,,,,,,,,,,,
73,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-06-12 00:08:02.000000,2023-06-11 10:58:33,4854,180.0,1604,127.0,906.0,285.0,1805.0,7394,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-05-18 16:48:01.811,3.0.2,91.0,pycaret,conda-forge/pycaret,,,,3837.0,3823.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,14.0,208311.0,209323.0,https://anaconda.org/conda-forge/pycaret,2023-03-16 01:07:14.896,33803.0,,,,,2.0,642.0,,,,,,,,,,,,,,,,,,,
74,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-06-15 14:09:10.000000,2023-06-15 05:52:25,27032,318.0,686,129.0,5681.0,501.0,1513.0,6974,NumPy & SciPy for GPU.,342.0,37,True,2023-06-13 11:06:28.000,12.1.0.post1,134.0,cupy,conda-forge/cupy,cupy/cupy,,,1801.0,1625.0,https://pypi.org/project/cupy,2023-01-19 07:50:52.374,176.0,24973.0,90980.0,https://anaconda.org/conda-forge/cupy,2023-06-08 07:31:10.589,2796939.0,https://hub.docker.com/r/cupy/cupy,2023-06-13 11:09:20.366689,11.0,57122.0,1.0,97929.0,,,,,,,12.0,,,,,,,,,,,,
75,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-06-15 14:11:51.000000,2023-06-14 22:29:26,18092,779.0,1937,179.0,2964.0,474.0,1714.0,6687,End-to-End Speech Processing Toolkit.,353.0,37,True,2023-05-01 12:53:04.000,.202304,49.0,espnet,,,,,195.0,192.0,https://pypi.org/project/espnet,2022-05-28 02:21:31.000,3.0,18609.0,18610.0,,,,,,,,1.0,78.0,,,,,,,,,,,,,,,,,,,
76,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-06-15 09:42:08.000000,2023-06-15 08:28:50,19967,345.0,1097,237.0,6620.0,750.0,1166.0,4232,"Fast, distributed, secure AI for Big Data.",177.0,37,True,2023-04-24 02:17:43.000,2.3.0,583.0,bigdl,,,,,48.0,43.0,https://pypi.org/project/bigdl,2022-07-07 01:48:22.000,1.0,10248.0,10248.0,,,,,,,,2.0,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,
