,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
39,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-02-04 17:03:58.000000,2024-02-04 17:03:57,3622.0,29.0,778.0,141.0,1321.0,175.0,1745.0,8703.0,Declarative statistical visualization library for Python.,161.0,41,True,2023-11-28 06:23:39.000,5.2.0,39.0,altair,conda-forge/altair,,,,105922.0,105260.0,https://pypi.org/project/altair,2023-11-28 05:41:35.000,662.0,17552091.0,17634196.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2134715.0,,,,,1.0,101.0,,,,,,,,,,,,,,,,,,,,
40,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-02-08 13:20:08.000000,2024-02-08 13:20:04,47369.0,542.0,1139.0,195.0,379.0,519.0,1680.0,7586.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1206.0,41,True,2023-09-19 20:01:10.000,1.2.2,109.0,catboost,conda-forge/catboost,,,,368.0,13.0,https://pypi.org/project/catboost,2023-09-19 18:13:58.000,355.0,1750421.0,1790263.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1443590.0,,,,,2.0,217689.0,,,,,,,,,,,,,,,,,,,,
41,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-02-07 23:22:01.000000,2024-01-30 16:38:21,13802.0,28.0,2249.0,186.0,4348.0,762.0,2043.0,5768.0,Image processing in Python.,647.0,41,False,2023-10-03 21:36:37.000,0.22.0,59.0,scikit-image,conda-forge/scikit-image,,,,179773.0,169269.0,https://pypi.org/project/scikit-image,2023-10-03 21:35:27.000,10504.0,15294111.0,15429039.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5936832.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-02-08 12:22:44.000000,2024-02-07 22:16:34,2129.0,187.0,3798.0,313.0,2496.0,939.0,1516.0,31273.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",287.0,40,True,2024-01-23 23:02:47.000,0.13.1,83.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],5801.0,5699.0,https://pypi.org/project/deepspeed,2024-01-23 23:02:47.000,102.0,412661.0,413022.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17695.0,1.0,,,,,,,,,,,,,,,,,,,,,
43,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-02-08 12:19:57.000000,2024-02-07 11:04:42,2597.0,37.0,3028.0,248.0,797.0,1423.0,971.0,21113.0,A game theoretic approach to explain the output of any machine learning model.,229.0,40,True,2024-01-25 13:08:31.000,0.44.1,52.0,shap,conda-forge/shap,,,,15622.0,15622.0,https://pypi.org/project/shap,,,7399269.0,7458984.0,https://anaconda.org/conda-forge/shap,2024-01-08 16:40:58.890,2269186.0,,,,,1.0,,,shap/shap,,,,,,,,,,,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-02-08 09:54:53.000000,2024-02-06 17:02:18,7138.0,69.0,2034.0,418.0,1022.0,818.0,858.0,20069.0,Data Apps & Dashboards for Python. No JavaScript Required.,144.0,40,True,2024-01-31 18:19:00.000,2.15.0,175.0,dash,conda-forge/dash,,,,59489.0,58020.0,https://pypi.org/project/dash,2024-01-31 18:15:05.000,1469.0,2532912.0,2559985.0,https://anaconda.org/conda-forge/dash,2024-02-01 06:48:09.240,1191187.0,,,,,1.0,66.0,,,,,,,,,,,,,,,,,,,,
45,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-02-08 13:45:14.000000,2024-02-06 12:45:39,1318.0,86.0,2237.0,125.0,328.0,1012.0,896.0,13077.0,Multilingual Sentence & Image Embeddings with BERT.,138.0,40,True,2024-01-30 19:43:59.000,2.3.1,45.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],24682.0,24001.0,https://pypi.org/project/sentence-transformers,2024-01-30 19:39:08.000,681.0,3484185.0,3489036.0,https://anaconda.org/conda-forge/sentence-transformers,2024-01-31 01:17:33.880,198912.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-02-07 23:11:52.000000,2024-02-01 21:28:38,1173.0,87.0,2128.0,234.0,530.0,183.0,1057.0,11236.0,Download market data from Yahoo! Finances API.,106.0,40,True,2024-01-21 18:12:42.000,0.2.36,108.0,yfinance,ranaroussi/yfinance,,,,33293.0,32968.0,https://pypi.org/project/yfinance,2024-01-21 18:12:42.000,325.0,1461646.0,1464417.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,85909.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-02-08 14:11:22.000000,2024-02-08 14:11:21,9746.0,65.0,1926.0,227.0,3828.0,263.0,2975.0,8008.0,Bayesian Modeling and Probabilistic Programming in Python.,480.0,40,True,2023-12-21 11:15:57.000,5.10.3,77.0,pymc3,conda-forge/pymc3,,,,2954.0,2704.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,700286.0,706547.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,549488.0,,,,,1.0,1936.0,,,,,,,,,,,,,,,,,,,,
48,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-02-08 12:51:10.000000,2024-02-08 01:33:49,6105.0,168.0,598.0,56.0,4000.0,841.0,2127.0,7822.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,173.0,40,True,2024-02-06 18:50:34.000,0.16.3,268.0,wandb,conda-forge/wandb,,,,38715.0,37995.0,https://pypi.org/project/wandb,2024-02-06 18:26:24.000,720.0,11577816.0,11588313.0,https://anaconda.org/conda-forge/wandb,2024-02-06 19:13:02.985,451388.0,,,,,1.0,,,wandb/wandb,,,,,,,,,,,,,,,,,,
49,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-02-08 11:36:29.000000,2024-02-06 18:10:43,1266.0,116.0,702.0,95.0,1210.0,104.0,1105.0,6465.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",219.0,40,True,2024-01-11 15:26:04.000,0.26.1,39.0,accelerate,conda-forge/accelerate,,,['pytorch'],25423.0,25423.0,https://pypi.org/project/accelerate,,,8988635.0,8992246.0,https://anaconda.org/conda-forge/accelerate,2024-01-11 22:35:05.818,101125.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-02-06 14:29:10.000000,2024-02-05 08:25:45,1878.0,53.0,914.0,106.0,1538.0,440.0,1187.0,4050.0,Python tools for geographic data.,218.0,40,True,2024-01-31 19:22:01.000,0.14.3,52.0,geopandas,conda-forge/geopandas,,,['pandas'],32967.0,31088.0,https://pypi.org/project/geopandas,2024-01-31 19:21:57.000,1879.0,5963297.0,6040415.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3392062.0,,,,,1.0,2439.0,,,,,,,,,,,,,,,,,,,,
51,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-02-08 14:25:56.000000,2024-02-07 23:44:54,3500.0,148.0,1115.0,132.0,2825.0,267.0,1156.0,2006.0,A library for training and deploying machine learning models on Amazon SageMaker.,423.0,40,True,2024-02-06 22:33:33.000,2.207.1,568.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3645.0,3553.0,https://pypi.org/project/sagemaker,2024-02-06 22:33:33.000,92.0,28912731.0,28929648.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-02-01 22:46:20.403,710551.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
52,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-02-08 08:09:59.000000,2024-02-02 20:24:08,5677.0,92.0,706.0,55.0,4912.0,1476.0,2301.0,1519.0,A distributed task scheduler for Dask.,323.0,40,True,2024-01-26 23:12:42.000,2024.1.1,220.0,distributed,conda-forge/distributed,,,,33980.0,32651.0,https://pypi.org/project/distributed,2024-01-26 23:12:42.000,1329.0,3443855.0,3732032.0,https://anaconda.org/conda-forge/distributed,2024-01-27 00:32:45.552,12968004.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
53,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-10-22 22:49:37.000000,2023-01-30 18:15:21,1757.0,,8561.0,1064.0,1449.0,76.0,1717.0,33508.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,52635.0,49933.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2702.0,572695.0,578441.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,264351.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-02-06 07:27:54.000000,2024-02-05 13:23:18,2706.0,20.0,8201.0,372.0,3115.0,1245.0,6629.0,26995.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,39,True,2024-01-05 06:24:15.000,3.3.0,53.0,mmdet,,,,['pytorch'],2157.0,2157.0,https://pypi.org/project/mmdet,,,166413.0,166413.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-02-07 23:55:06.000000,2024-02-02 17:01:10,1003.0,95.0,3307.0,473.0,860.0,423.0,1878.0,26709.0,A library for efficient similarity search and clustering of dense vectors.,151.0,39,True,2024-01-24 02:49:14.000,2.3.6,91.0,pymilvus,conda-forge/faiss,,,,3492.0,3410.0,https://pypi.org/project/pymilvus,2024-01-24 02:49:14.000,82.0,472487.0,495118.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1018406.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
56,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-02-01 06:53:56.000000,2024-01-10 17:54:15,8511.0,20.0,2147.0,207.0,4156.0,12.0,1911.0,19669.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33.000,3.23.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1545.0,1545.0,https://pypi.org/project/jina,,,140975.0,170207.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60018.0,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1303871.0,2.0,,,,,,,,,,,,,,,,,,,,,
57,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-02-05 09:40:27.000000,2023-11-29 14:40:08,32592.0,8.0,4500.0,350.0,6330.0,113.0,6641.0,17577.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,39,True,2024-01-19 13:39:29.000,3.6.16,369.0,rasa,,,,['tensorflow'],4003.0,3936.0,https://pypi.org/project/rasa,2024-01-19 13:39:16.000,67.0,170227.0,170227.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-02-08 03:02:42.101000,2024-02-08 02:27:50,4512.0,3.0,4155.0,434.0,1685.0,378.0,1444.0,14984.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,55466.0,55466.0,https://pypi.org/project/gensim,,,3887642.0,3921974.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1200051.0,,,,,1.0,4553.0,,piskvorky/gensim,,,,,,,,,,,,,,,,,,
59,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-02-08 11:19:40.000000,2024-02-08 11:15:35,5848.0,87.0,2065.0,204.0,1171.0,62.0,2175.0,13395.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,257.0,39,True,2023-12-18 09:34:55.000,0.13.1,32.0,flair,conda-forge/python-flair,,,['pytorch'],3111.0,3014.0,https://pypi.org/project/flair,2023-12-18 09:34:55.000,97.0,120947.0,121473.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22623.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
60,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-02-08 05:43:54.000000,2024-02-08 04:01:03,3936.0,366.0,2846.0,170.0,4519.0,355.0,2223.0,12746.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,39,True,2024-01-12 03:51:43.000,2.0.0,35.0,dgl,,,,,191.0,191.0,https://pypi.org/project/dgl,,,68748.0,68748.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-02-08 12:06:51.000000,2024-02-08 08:01:37,17000.0,222.0,915.0,120.0,3391.0,88.0,1485.0,9217.0,A hyperparameter optimization framework.,255.0,39,False,2023-12-11 05:04:29.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,12251.0,12251.0,https://pypi.org/project/optuna,,,2117052.0,2131095.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,617894.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-02-08 12:31:39.000000,2024-02-08 02:59:53,4258.0,204.0,1192.0,102.0,3391.0,769.0,1355.0,7197.0,A unified framework for machine learning with time series.,318.0,39,True,2024-01-27 05:22:50.000,0.26.0,61.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2256.0,2196.0,https://pypi.org/project/sktime,2024-01-27 05:22:50.000,60.0,744882.0,774877.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-01-27 10:37:50.794,929832.0,,,,,1.0,84.0,,sktime/sktime,,,,,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-02-08 11:23:05.000000,2024-02-08 11:19:12,1781.0,23.0,2246.0,164.0,807.0,74.0,989.0,6579.0,Python Data. Leaflet.js Maps.,161.0,39,True,2023-12-04 11:12:36.000,0.15.1,30.0,folium,conda-forge/folium,,,,34605.0,33776.0,https://pypi.org/project/folium,2023-12-04 11:12:36.000,829.0,925402.0,994019.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2538846.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
64,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-02-08 13:01:12.000000,2024-02-08 01:56:15,4170.0,210.0,586.0,83.0,2184.0,194.0,682.0,5187.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,39,True,2024-02-07 21:53:16.000,0.8.1,42.0,flax,conda-forge/flax,,,['jax'],6157.0,5945.0,https://pypi.org/project/flax,2024-02-07 21:53:16.000,212.0,3445021.0,3446159.0,https://anaconda.org/conda-forge/flax,2024-02-08 03:12:06.588,39828.0,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,,,
65,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-02-08 13:58:42.000000,2024-02-08 12:29:09,39809.0,1074.0,26457.0,2033.0,45040.0,,,37784.0,Apache Spark Python API.,3006.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,29913933.0,29981797.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2986047.0,,,,,2.0,,,,,,,stable/spark,,,,,,,,,,,,,,
66,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-02-08 12:38:39.000000,2024-01-24 03:54:03,6127.0,15.0,7088.0,424.0,2824.0,1055.0,7501.0,36354.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",190.0,38,True,2023-10-18 12:32:48.000,2.7.1,40.0,paddleocr,,,,['paddle'],2246.0,2208.0,https://pypi.org/project/paddleocr,2023-09-15 08:35:48.000,38.0,192584.0,192584.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
67,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-02-04 04:51:50.000000,2023-12-27 16:23:43,4667.0,112.0,2939.0,248.0,708.0,67.0,894.0,26581.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",163.0,38,True,2023-12-12 15:11:16.000,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",857.0,857.0,https://pypi.org/project/tts,,,137851.0,193054.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,10376.0,,,,,1.0,1919169.0,,,,,,,,,,,,,,,,,,,,
68,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-02-01 00:30:31.000000,2024-02-01 00:26:01,2738.0,9.0,7517.0,614.0,2217.0,202.0,1585.0,25188.0,The fastai deep learning library.,665.0,38,True,2024-02-01 00:30:31.000,2.7.14,148.0,fastai,,,,['pytorch'],16487.0,16141.0,https://pypi.org/project/fastai,2024-02-01 00:30:31.000,346.0,423294.0,423294.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
69,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-02-08 13:08:44.000000,2024-02-05 13:07:16,8237.0,6.0,2828.0,477.0,686.0,41.0,2125.0,12616.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-05-14 13:10:44.000,19.24.2,26.0,dlib,conda-forge/dlib,,,,24829.0,24829.0,https://pypi.org/project/dlib,,,371658.0,386801.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,655627.0,,,,,2.0,25373.0,,,,,,,,,,,,,,,,,,,,
70,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,1.0,2511.0,543.0,4118.0,685.0,2088.0,9842.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17557.0,14718.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2839.0,385951.0,412225.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2391005.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
71,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2024-02-08 14:37:05.000000,2024-02-08 14:25:58,1692.0,228.0,1053.0,170.0,1946.0,435.0,598.0,9748.0,Development repository for the Triton language and compiler.,211.0,38,True,2024-01-10 03:11:56.000,2.2.0,192.0,triton,,,,,106.0,21.0,https://pypi.org/project/triton,2024-01-10 03:11:56.000,85.0,9148845.0,9148845.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-02-08 11:22:38.000000,2024-02-07 09:40:21,2660.0,62.0,892.0,128.0,1773.0,242.0,620.0,9099.0,Geometric Computer Vision Library for Spatial AI.,247.0,38,True,2023-12-27 10:47:21.000,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],8297.0,8297.0,https://pypi.org/project/kornia,,,2552390.0,2555381.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,113146.0,,,,,1.0,934.0,,,,,,,,,,,,,,,,,,,,
73,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-02-04 09:47:21.000000,2024-02-02 00:07:41,5079.0,55.0,1725.0,132.0,975.0,333.0,1912.0,8168.0,"An open-source, low-code machine learning library in Python.",130.0,38,True,2023-11-12 21:46:01.000,3.2.0,95.0,pycaret,conda-forge/pycaret,,,,5107.0,5089.0,https://pypi.org/project/pycaret,2023-11-12 21:44:47.000,18.0,301107.0,302130.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42363.0,,,,,2.0,679.0,,,,,,,,,,,,,,,,,,,,
74,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-02-07 16:00:41.000000,2024-02-06 13:36:44,1757.0,16.0,662.0,118.0,559.0,194.0,688.0,8111.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-01-22 16:49:29.000,0.15.1,83.0,tokenizers,conda-forge/tokenizers,,,,59517.0,59517.0,https://pypi.org/project/tokenizers,,,18035453.0,18068872.0,https://anaconda.org/conda-forge/tokenizers,2024-01-26 13:36:43.691,1437020.0,,,,,1.0,33.0,,,,,,,,,,,,,,,,,,,,
75,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-02-08 13:24:40.000000,2024-02-07 05:05:00,28212.0,245.0,738.0,125.0,6059.0,548.0,1623.0,7546.0,NumPy & SciPy for GPU.,357.0,38,True,2024-01-18 05:54:29.000,13.0.0,138.0,cupy,conda-forge/cupy,cupy/cupy,,,2119.0,1908.0,https://pypi.org/project/cupy,2023-12-07 05:15:09.000,211.0,21485.0,98156.0,https://anaconda.org/conda-forge/cupy,2024-02-05 02:05:27.119,3295010.0,https://hub.docker.com/r/cupy/cupy,2024-01-18 05:56:19.967362,11.0,59058.0,1.0,169048.0,12.0,,,,,,,,,,,,,,,,,,,
