,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
38,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-10-19 06:35:47.000000,2023-10-19 01:41:31,5883.0,257.0,2422.0,304.0,3829.0,662.0,2990.0,27979.0,Streamlit A faster way to build and share data apps.,201.0,41,True,2023-10-03 23:30:45.000,1.27.2,208.0,streamlit,,,,,2114.0,1020.0,https://pypi.org/project/streamlit,2023-10-03 23:30:37.000,1094.0,2341672.0,2341672.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-10-19 14:16:29.000000,2023-10-19 12:58:52,2040.0,122.0,4269.0,302.0,396.0,69.0,739.0,27190.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",115.0,41,True,2023-09-02 19:49:58.000,0.9.7,50.0,timm,conda-forge/timm,,,['pytorch'],17638.0,17345.0,https://pypi.org/project/timm,2023-09-02 18:21:09.000,293.0,3300677.0,3408934.0,https://anaconda.org/conda-forge/timm,2023-09-05 19:27:45.010,102819.0,,,,,1.0,5597920.0,,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,
40,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-10-19 14:37:30.000000,2023-10-19 14:28:58,5792.0,348.0,1563.0,139.0,2679.0,421.0,2532.0,22765.0,"Wrap UIs around any model, share with anyone.",215.0,41,True,2023-10-19 14:37:30.000,3.50.1,518.0,gradio,,,,,15439.0,15266.0,https://pypi.org/project/gradio,2023-10-19 14:37:30.000,173.0,2743261.0,2743261.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-10-19 13:25:08.000000,2023-10-15 09:37:41,2548.0,104.0,3019.0,258.0,744.0,1403.0,926.0,20284.0,A game theoretic approach to explain the output of any machine learning model.,224.0,41,True,2023-10-09 10:28:05.000,0.43.0,99.0,shap,conda-forge/shap,,,,14181.0,13762.0,https://pypi.org/project/shap,2023-10-09 10:28:05.000,419.0,7410298.0,7473150.0,https://anaconda.org/conda-forge/shap,2023-10-09 21:10:21.871,2136992.0,,,,,1.0,,,,,,,,,shap/shap,,,,,,,,,,,
42,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-10-01 14:51:01.000000,2023-10-01 14:51:00,4509.0,40.0,4376.0,435.0,1679.0,395.0,1443.0,14701.0,Topic Modelling for Humans.,447.0,41,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,54307.0,51186.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,3121.0,3962793.0,4000190.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1157868.0,,,,,1.0,4532.0,,,,,,,,,,,,,,,,,,,
43,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-10-19 07:39:48.000000,2023-10-18 20:44:34,1394.0,289.0,880.0,162.0,1557.0,338.0,510.0,8516.0,Development repository for the Triton language and compiler.,176.0,41,True,2023-09-01 07:26:13.000,2.1.0,191.0,triton,,,,,8947.0,8889.0,https://pypi.org/project/triton,2023-09-01 07:26:13.000,58.0,5649395.0,5649395.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
44,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-10-19 10:07:08.000000,2023-10-19 10:07:03,46733.0,560.0,1139.0,196.0,369.0,514.0,1625.0,7397.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1179.0,41,True,2023-09-19 20:01:10.000,1.2.2,109.0,catboost,conda-forge/catboost,,,,346.0,11.0,https://pypi.org/project/catboost,2023-09-19 18:13:58.000,335.0,2072802.0,2115494.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1405116.0,,,,,2.0,185877.0,,,,,,,,,,,,,,,,,,,
45,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-10-19 15:06:03.000000,2023-10-16 20:28:30,5881.0,366.0,547.0,54.0,3680.0,750.0,2040.0,7353.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,159.0,41,True,2023-10-04 17:31:06.000,0.15.12,264.0,wandb,conda-forge/wandb,,,,31520.0,30925.0,https://pypi.org/project/wandb,2023-10-04 17:29:18.000,595.0,6902910.0,6913050.0,https://anaconda.org/conda-forge/wandb,2023-10-04 19:30:33.577,395498.0,,,,,1.0,,,,,,,,,wandb/wandb,,,,,,,,,,,
46,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-08-01 15:41:14.000000,2023-01-30 18:15:21,1757.0,,8561.0,1061.0,1448.0,69.0,1715.0,32898.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,49083.0,46410.0,https://pypi.org/project/gym,2022-10-04 23:58:42.348,2673.0,395136.0,401150.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,252597.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-10-18 13:03:36.000000,2023-10-12 07:43:04,2677.0,59.0,8981.0,376.0,3050.0,1011.0,6554.0,25797.0,OpenMMLab Detection Toolbox and Benchmark.,439.0,40,True,2023-10-12 07:46:52.000,3.2.0,52.0,mmdet,,,,['pytorch'],1841.0,1813.0,https://pypi.org/project/mmdet,2023-10-12 07:46:52.000,28.0,153400.0,153400.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-10-17 08:16:05.000000,2023-10-15 04:38:05,2720.0,51.0,7453.0,612.0,2202.0,183.0,1580.0,24651.0,The fastai deep learning library.,662.0,40,True,2023-10-15 04:04:44.000,2.7.13,147.0,fastai,,,,['pytorch'],15307.0,14969.0,https://pypi.org/project/fastai,2023-10-15 04:04:44.000,338.0,333206.0,333206.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
49,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-10-19 14:51:37.860324,2023-10-19 13:52:10,18212.0,665.0,2451.0,347.0,17198.0,674.0,8665.0,23547.0,"A cloud-native vector database, storage for next generation AI applications.",256.0,40,True,2023-09-22 13:37:36.000,2.3.1,100.0,pymilvus,,milvusdb/milvus,,,34.0,,https://pypi.org/project/pymilvus,2023-09-22 11:31:52.000,34.0,456077.0,593875.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-10-19 14:51:37.860324,37.0,6538457.0,1.0,47978.0,,,,,,,,,,,,,,,,,,,
50,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-10-17 15:33:34.000000,2023-10-11 14:14:05,7058.0,110.0,1936.0,415.0,997.0,764.0,830.0,19491.0,Data Apps & Dashboards for Python. No JavaScript Required.,141.0,40,True,2023-10-11 15:59:34.000,2.14.0,172.0,dash,conda-forge/dash,,,,54259.0,52846.0,https://pypi.org/project/dash,2023-10-11 15:55:16.000,1413.0,2244499.0,2272602.0,https://anaconda.org/conda-forge/dash,2023-10-12 07:33:38.338,1124148.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-10-18 10:23:01.000000,2023-10-18 07:07:39,8476.0,90.0,2157.0,206.0,4123.0,18.0,1893.0,19211.0,Build multimodal AI applications with cloud-native stack.,175.0,40,True,2023-10-06 13:54:08.000,3.22.1,2432.0,jina,conda-forge/jina-core,jinaai/jina,,,1212.0,1197.0,https://pypi.org/project/jina,2023-10-06 13:52:49.000,15.0,82406.0,113265.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,56374.0,https://hub.docker.com/r/jinaai/jina,2023-10-18 07:25:21.791790,8.0,1258634.0,2.0,,,,,,,,,,,,,,,,,,,,
52,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-10-19 11:46:07.000000,2023-10-11 08:40:44,32572.0,201.0,4420.0,348.0,6251.0,122.0,6642.0,17115.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",594.0,40,True,2023-10-18 10:17:32.000,3.8.0a12,364.0,rasa,,,,['tensorflow'],3777.0,3711.0,https://pypi.org/project/rasa,2023-10-18 10:17:19.000,66.0,112350.0,112350.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-10-17 10:36:07.545000,2023-10-11 23:39:48,8231.0,21.0,3243.0,481.0,678.0,47.0,2113.0,12326.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,40,False,2023-06-03 20:05:00.841,19.24.2,34.0,dlib,conda-forge/dlib,,,,23347.0,22555.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,792.0,131601.0,147502.0,https://anaconda.org/conda-forge/dlib,2023-10-17 10:36:07.545,625926.0,,,,,2.0,25323.0,,,,,,,,,,,,,,,,,,,
54,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-10-19 12:24:13.000000,2023-10-19 11:31:34,9034.0,154.0,1077.0,135.0,5212.0,568.0,3926.0,12093.0,Data Version Control | Git for Data & Models | ML Experiments Management.,289.0,40,True,2023-10-18 19:59:54.000,3.27.0,481.0,dvc,conda-forge/dvc,,,,10121.0,10038.0,https://pypi.org/project/dvc,2023-10-18 20:01:24.000,83.0,748319.0,794264.0,https://anaconda.org/conda-forge/dvc,2023-09-24 23:15:48.537,1710624.0,,,,,1.0,38160.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,
55,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-10-19 10:29:47.000000,2023-10-17 16:01:10,9662.0,82.0,1800.0,228.0,3729.0,207.0,2918.0,7829.0,Bayesian Modeling in Python.,468.0,40,True,2023-10-04 10:21:32.000,5.9.0,71.0,pymc3,conda-forge/pymc3,,,,2378.0,2130.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,248.0,474137.0,480592.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,540835.0,,,,,1.0,1923.0,,,,,,,,,,,,,,,,,,,
56,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-10-19 14:08:21.000000,2023-10-19 12:11:11,5562.0,164.0,702.0,58.0,4774.0,1419.0,2260.0,1494.0,A distributed task scheduler for Dask.,317.0,40,True,2023-10-14 01:01:40.000,2023.10.0,214.0,distributed,conda-forge/distributed,,,,32183.0,30888.0,https://pypi.org/project/distributed,2023-10-14 01:01:40.000,1295.0,4473803.0,4774797.0,https://anaconda.org/conda-forge/distributed,2023-10-14 02:09:03.172,12340760.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-10-19 07:00:12.000000,2023-10-19 02:45:10,6110.0,63.0,6599.0,416.0,2753.0,876.0,7226.0,33792.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,39,True,2023-10-18 12:32:48.000,2.7.1,8.0,paddleocr,,,,['paddle'],1868.0,1868.0,https://pypi.org/project/paddleocr,,,80575.0,80575.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-10-19 09:25:58.000000,2023-10-19 09:25:58,3515.0,304.0,2884.0,171.0,4066.0,417.0,2069.0,12314.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",278.0,39,True,2023-08-15 07:31:40.000,1.1.2,448.0,dgl,,,,,231.0,155.0,https://pypi.org/project/dgl,2023-08-30 08:45:26.000,76.0,62331.0,62331.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-10-19 10:49:00.000000,2023-10-04 21:03:24,1076.0,64.0,2001.0,227.0,473.0,172.0,1011.0,10413.0,Download market data from Yahoo! Finances API.,93.0,39,True,2023-10-04 21:06:36.000,0.2.31,102.0,yfinance,ranaroussi/yfinance,,,,28642.0,28369.0,https://pypi.org/project/yfinance,2023-10-04 21:06:36.000,273.0,1123733.0,1126740.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,81214.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
60,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-10-19 14:30:50.000000,2023-10-18 07:04:10,16624.0,351.0,891.0,125.0,3290.0,115.0,1428.0,8783.0,A hyperparameter optimization framework.,249.0,39,False,2023-10-17 07:05:49.000,3.4.0,61.0,optuna,conda-forge/optuna,,,,10557.0,10133.0,https://pypi.org/project/optuna,2023-10-17 07:05:49.000,424.0,2040561.0,2054137.0,https://anaconda.org/conda-forge/optuna,2023-08-07 10:47:33.490,543048.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-10-19 10:57:19.000000,2023-10-16 13:03:49,3994.0,266.0,1158.0,104.0,3110.0,693.0,1288.0,6966.0,A unified framework for machine learning with time series.,300.0,39,True,2023-10-13 20:25:21.000,0.24.0,56.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1810.0,1755.0,https://pypi.org/project/sktime,2023-10-13 20:25:21.000,55.0,760822.0,794527.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-10-19 09:53:56.410,910016.0,,,,,1.0,84.0,,,,,,,,sktime/sktime,,,,,,,,,,,
62,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-10-17 08:25:37.000000,2023-10-17 08:25:37,1818.0,42.0,825.0,106.0,1458.0,354.0,1146.0,3885.0,Python tools for geographic data.,211.0,39,True,2023-09-15 08:26:19.000,0.14.0,32.0,geopandas,conda-forge/geopandas,,,['pandas'],26800.0,26800.0,https://pypi.org/project/geopandas,,,6065430.0,6146228.0,https://anaconda.org/conda-forge/geopandas,2023-10-11 13:51:09.571,3230944.0,,,,,1.0,2195.0,,,,,,,,,,,,,,,,,,,
63,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-10-19 09:16:39.000000,2023-10-17 20:56:02,899.0,46.0,3089.0,468.0,809.0,358.0,1844.0,24933.0,A library for efficient similarity search and clustering of dense vectors.,140.0,38,True,2023-09-22 11:31:52.000,2.3.1,85.0,pymilvus,conda-forge/faiss,,,,3227.0,3193.0,https://pypi.org/project/pymilvus,2023-09-22 11:31:52.000,34.0,456077.0,479169.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,946784.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-11 20:37:58.000000,2023-01-26 21:28:45,11896.0,,6880.0,1076.0,11123.0,1803.0,7763.0,20598.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7091.0,6796.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,290.0,340056.0,340499.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10287.0,,,,,2.0,26468.0,,,,,,,,apache/mxnet,,,,5.0,,,,,,,
65,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2023-10-16 12:57:51.000000,2023-10-12 11:24:03,5697.0,147.0,2027.0,205.0,1147.0,77.0,2147.0,13153.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,249.0,38,True,2023-03-30 15:49:56.000,0.12.2,30.0,flair,conda-forge/python-flair,,,['pytorch'],2860.0,2773.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,87.0,81487.0,82031.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21225.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2023-07-01 12:19:02.000000,2022-12-20 16:49:55,28132.0,,2511.0,544.0,4118.0,685.0,2088.0,9790.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17183.0,14345.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,382104.0,409447.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2378896.0,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,
67,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-10-19 12:30:33.000000,2023-10-16 21:11:02,2580.0,86.0,874.0,124.0,1670.0,252.0,592.0,8721.0,Computer Vision and Robotics Library for AI.,236.0,38,True,2023-08-02 10:18:58.000,0.7.0,37.0,kornia,conda-forge/kornia,,,['pytorch'],6776.0,6670.0,https://pypi.org/project/kornia,2023-08-02 10:18:58.000,106.0,2031185.0,2034263.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,104199.0,,,,,1.0,845.0,,,,,,,,,,,,,,,,,,,
68,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-10-19 12:29:03.000000,2023-10-19 12:29:01,1738.0,58.0,624.0,117.0,530.0,258.0,576.0,7681.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,80.0,38,True,2023-10-06 11:10:29.000,0.14.1,80.0,tokenizers,conda-forge/tokenizers,,,,45231.0,45231.0,https://pypi.org/project/tokenizers,,,14189480.0,14223306.0,https://anaconda.org/conda-forge/tokenizers,2023-10-16 16:09:23.075,1319250.0,,,,,1.0,33.0,,,,,,,,,,,,,,,,,,,
69,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-10-19 10:07:15.000000,2023-10-17 19:41:58,9538.0,540.0,1126.0,123.0,1006.0,168.0,859.0,6701.0,A PyTorch-based Speech Toolkit.,223.0,38,True,2023-07-22 18:07:47.000,0.5.15,14.0,speechbrain,,,,['pytorch'],1030.0,1016.0,https://pypi.org/project/speechbrain,2023-07-22 18:08:45.000,14.0,221274.0,221274.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-10-17 08:38:33.000000,2023-10-17 08:33:15,1746.0,24.0,2159.0,170.0,780.0,62.0,972.0,6434.0,Python Data. Leaflet.js Maps.,155.0,38,True,2022-12-12 20:36:08.000,0.14.0,24.0,folium,conda-forge/folium,,,,29750.0,29750.0,https://pypi.org/project/folium,,,681884.0,708170.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2392082.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-10-19 12:29:56.000000,2023-10-19 12:29:55,1118.0,118.0,615.0,91.0,1039.0,107.0,916.0,5876.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",185.0,38,True,2023-09-14 19:23:12.000,0.23.0,35.0,accelerate,conda-forge/accelerate,,,['pytorch'],16264.0,15936.0,https://pypi.org/project/accelerate,2023-09-14 18:56:27.000,328.0,7075535.0,7078706.0,https://anaconda.org/conda-forge/accelerate,2023-09-15 15:58:36.098,76106.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-10-18 20:13:58.000000,2023-10-18 20:13:53,6040.0,84.0,1459.0,112.0,4003.0,643.0,694.0,4027.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",296.0,38,True,2023-09-08 09:07:53.000,4.9.3,36.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],14908.0,14698.0,https://pypi.org/project/tensorflow-datasets,2023-09-08 09:07:47.000,210.0,1928190.0,1929018.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,24028.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
73,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-10-15 14:39:15.000000,2023-10-15 14:39:15,2223.0,22.0,543.0,90.0,760.0,229.0,888.0,3455.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:19.000,2.0.2,121.0,shapely,conda-forge/shapely,,,,55110.0,54037.0,https://pypi.org/project/shapely,2023-10-12 20:37:19.000,1073.0,15442725.0,15666615.0,https://anaconda.org/conda-forge/shapely,2023-10-13 10:53:16.010,8503665.0,,,,,1.0,2656.0,,,,,,,,,,,,,,,,,,,
74,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-10-19 08:51:56.000000,2023-10-19 00:24:53,17667.0,190.0,1217.0,85.0,7513.0,531.0,4170.0,2364.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,355.0,38,True,2023-09-06 17:49:45.000,1.5.1,75.0,mne,conda-forge/mne,,,,3349.0,3074.0,https://pypi.org/project/mne,2023-09-06 17:48:48.000,275.0,110546.0,118666.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,332940.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
