,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
39,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2022-06-16 14:37:30.000000,2022-06-15 19:03:57,1975,65.0,2715,427.0,2249.0,277.0,1736.0,12707,Open standard for machine learning interoperability.,237.0,41,True,2022-02-17 21:58:59.000,1.11.0,25.0,onnx,conda-forge/onnx,,,,7541.0,7168.0,https://pypi.org/project/onnx,2022-02-17 19:16:40.000,373.0,1165298.0,1173438.0,https://anaconda.org/conda-forge/onnx,2022-04-24 20:16:13.541,430437.0,,,,,1.0,,17628.0,,,,,,,,,,,,,,,,,,
40,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-06-16 09:59:56.000000,2022-06-16 09:59:56,2834,278.0,2768,274.0,3780.0,906.0,1479.0,12055,Open source platform for the machine learning lifecycle.,434.0,41,True,2022-05-28 01:18:34.000,1.26.1,59.0,mlflow,conda-forge/mlflow,,,,317.0,,https://pypi.org/project/mlflow,2022-05-28 01:10:58.000,317.0,11139384.0,11155139.0,https://anaconda.org/conda-forge/mlflow,2022-05-28 13:03:41.958,598707.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-06-16 14:58:26.000000,2022-06-16 14:57:04,36292,1018.0,3496,257.0,17970.0,3726.0,197.0,5593,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1287.0,41,True,2022-05-25 18:47:33.000,2.39.0,64.0,apache-beam,conda-forge/apache-beam-with-aws,,,,154.0,,https://pypi.org/project/apache-beam,2022-05-25 18:33:27.000,154.0,6839798.0,6841294.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-05-27 15:46:39.689,13465.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-06-16 14:30:14.000000,2022-06-16 13:24:50,4707,278.0,626,59.0,3764.0,1142.0,1852.0,1371,A distributed task scheduler for Dask.,276.0,41,True,2022-06-10 21:53:31.000,2022.6.0,176.0,distributed,conda-forge/distributed,,,,25028.0,23845.0,https://pypi.org/project/distributed,2022-06-10 21:53:31.000,1183.0,4819469.0,4917050.0,https://anaconda.org/conda-forge/distributed,2022-06-10 23:03:47.479,7123469.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-06-16 07:29:07.000000,2022-06-14 18:51:46,8712,191.0,1596,231.0,3121.0,200.0,2529.0,6702,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,387.0,40,True,2022-06-03 15:55:47.000,4.0.0,36.0,pymc3,conda-forge/pymc3,,,,875.0,638.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,237.0,372105.0,378258.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,417073.0,,,,,1.0,,1903.0,,,,,,,,,,,,,,,,,,
44,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-13 11:49:59.000000,2022-06-13 11:49:57,23311,1135.0,1016,193.0,297.0,409.0,1429.0,6577,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",995.0,40,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,,,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2539282.0,2562249.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1055323.0,,,,,2.0,,81542.0,,,,,,,,,,,,,,,,,,
45,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-06-16 14:41:17.000000,2022-06-16 10:10:40,13066,1089.0,704,127.0,2490.0,125.0,1076.0,6533,A hyperparameter optimization framework.,199.0,40,True,2022-06-13 05:38:25.000,2.10.1,47.0,optuna,conda-forge/optuna,,,,3735.0,3505.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,230.0,4371475.0,4380616.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,283380.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-06-16 04:49:58.000000,2022-06-16 04:48:41,2193,54.0,4535,330.0,1070.0,560.0,2859.0,17239,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,388.0,39,True,2022-06-13 15:07:55.000,0.12.1,15.0,fairseq,conda-forge/fairseq,,,['pytorch'],866.0,828.0,https://pypi.org/project/fairseq,2022-06-13 15:07:37.000,38.0,67924.0,68599.0,https://anaconda.org/conda-forge/fairseq,2022-05-28 17:39:59.245,15455.0,,,,,1.0,,238.0,,facebookresearch/fairseq,,,,,,,,,,,,,,,,
47,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-06-15 20:53:19.000000,2022-06-13 17:49:37,6156,328.0,1714,402.0,754.0,614.0,665.0,16652,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",117.0,39,True,2022-06-13 18:21:02.000,2.5.1,151.0,dash,conda-forge/dash,,,,1404.0,195.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1209.0,890131.0,900094.0,https://anaconda.org/conda-forge/dash,2022-06-14 01:55:09.921,488207.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-06-16 14:08:42.529347,2022-06-16 13:58:09,7627,423.0,1921,179.0,3351.0,66.0,1489.0,14941,Build cross-modal and multi-modal applications on the cloud.,149.0,39,True,2022-06-13 18:40:19.000,3.6.3,1871.0,jina,conda-forge/jina-core,jinaai/jina,,,302.0,300.0,https://pypi.org/project/jina,2022-06-16 14:00:02.000,2.0,76555.0,115634.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,7316.0,https://hub.docker.com/r/jinaai/jina,2022-06-16 14:08:42.529347,7.0,1071493.0,2.0,,,,,,,,,,,,,,,,,,,,
49,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-06-16 14:10:51.000000,2022-06-15 13:32:22,4491,109.0,1865,201.0,934.0,113.0,1769.0,11705,A very simple framework for state-of-the-art Natural Language Processing (NLP).,226.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,,,['pytorch'],1497.0,1425.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,72.0,112433.0,112798.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,8395.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-06-16 13:52:07.000000,2022-06-16 05:21:58,4967,675.0,4592,368.0,1968.0,1119.0,3558.0,22734,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",108.0,38,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,,,['paddle'],685.0,679.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,6.0,60353.0,60353.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-06-15 17:22:41.000000,2022-06-14 13:27:26,11846,37.0,6901,1093.0,11047.0,1989.0,7728.0,20007,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,346970.0,347453.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7640.0,,,,,2.0,,25038.0,,,,,,,,5.0,,,,,,,,,,
52,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-06-16 08:44:09.000000,2022-06-13 16:50:51,4751,122.0,1739,266.0,2333.0,581.0,1877.0,19561,Streamlit The fastest way to build data apps in Python.,141.0,38,True,2022-06-02 17:46:00.000,1.10.0,167.0,streamlit,,,,,717.0,319.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,398.0,943656.0,943656.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-06-13 05:39:41.000000,2022-06-13 05:39:41,1390,83.0,3093,275.0,236.0,64.0,453.0,19066,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",76.0,38,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],3401.0,3307.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,94.0,3374409.0,3410920.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,19310.0,,,,,1.0,,1319883.0,,,,,,,,,,,,,,,,,,
54,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-06-16 12:20:25.000000,2022-06-16 10:15:31,30219,158.0,3992,340.0,4631.0,942.0,5743.0,14442,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",543.0,38,True,2022-06-14 16:13:11.000,3.2.0,254.0,rasa,,,,['tensorflow'],60.0,,https://pypi.org/project/rasa,2022-06-14 16:13:01.000,60.0,181433.0,181433.0,,,,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,
55,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-14 01:08:39.000000,2022-06-02 00:19:11,2691,20.0,2188,278.0,3073.0,91.0,2431.0,11046,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,,,['pytorch'],2728.0,2549.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,179.0,76900.0,78511.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,67692.0,,,,,1.0,,46.0,,,,,,,,,,,,,,,,,,
56,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-06-16 14:01:21.000000,2022-06-16 13:20:11,14959,611.0,1548,201.0,11644.0,286.0,5010.0,10607,Vector database for scalable similarity search and AI applications.,210.0,38,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,25266.0,60221.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,20.0,974865.0,1.0,,32486.0,,,,,,,,,,,,,,,,,,
57,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-06-15 21:29:24.000000,2022-06-07 17:39:32,14532,82.0,903,147.0,3169.0,554.0,1748.0,9277,The easiest way to automate your data.,332.0,38,True,2022-05-24 22:39:13.000,1.2.2,133.0,prefect,conda-forge/prefect,,,,958.0,891.0,https://pypi.org/project/prefect,2022-06-07 21:32:17.000,67.0,286181.0,293218.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,274452.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-08 09:57:34.000000,2022-06-03 15:43:48,1006,58.0,1306,154.0,413.0,111.0,465.0,9105,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",8323.0,8165.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1212056.0,1215097.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,212883.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-06-08 19:39:33.000000,2022-05-30 06:19:22,1641,16.0,1267,214.0,689.0,182.0,778.0,8357,Simple job queues for Python.,262.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,12201.0,10466.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,575336.0,576358.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,72631.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
60,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-06-14 03:30:50.000000,2022-03-25 20:01:52,3150,10.0,665,150.0,980.0,230.0,1403.0,7562,Declarative statistical visualization library for Python.,136.0,38,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,28620.0,28276.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,8892428.0,8909433.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1207401.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-16 10:10:38.000000,2022-06-16 10:10:38,25263,420.0,598,120.0,5078.0,402.0,1356.0,6081,NumPy & SciPy for GPU.,306.0,38,True,2022-05-26 07:35:42.000,10.5.0,116.0,cupy,conda-forge/cupy,cupy/cupy,,,1221.0,1059.0,https://pypi.org/project/cupy,2022-05-26 05:27:01.000,162.0,26987.0,76112.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1526705.0,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54830.0,1.0,,32333.0,,,,,,,,,,,,,,,,,,
62,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-16 14:12:51.000000,2022-06-01 14:14:31,2091,112.0,7297,357.0,2207.0,559.0,5403.0,20088,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,,,['pytorch'],424.0,415.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,9.0,35032.0,35032.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-06-15 15:01:43.000000,2022-06-15 15:01:43,5573,161.0,2613,239.0,847.0,948.0,1619.0,14825,Graph Neural Network Library for PyTorch.,272.0,37,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],43.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,43.0,86330.0,86641.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,7172.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-06-16 10:28:10.000000,2022-06-14 11:59:38,8084,37.0,3069,477.0,555.0,47.0,2001.0,11201,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,15616.0,14847.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,137497.0,144017.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,429445.0,,,,,2.0,,24972.0,,,,,,,,,,,,,,,,,,
65,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-06-16 14:07:23.000000,2022-06-16 04:47:09,7595,261.0,939,137.0,3974.0,655.0,3076.0,9875,Data Version Control | Git for Data & Models | ML Experiments Management.,268.0,37,True,2022-06-07 21:15:21.000,2.11.0,350.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-06-07 21:15:21.000,47.0,545945.0,581280.0,https://anaconda.org/conda-forge/dvc,2022-06-08 11:15:03.873,1093310.0,,,,,1.0,,90164.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127,,2509,555.0,4114.0,679.0,2086.0,9584,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15445.0,12607.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,262166.0,290506.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2012156.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
67,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2022-06-16 14:54:50.000000,2022-06-16 14:54:25,9048,643.0,968,64.0,4000.0,214.0,1120.0,6724,Always know what to expect from your data.,300.0,37,True,2022-06-15 23:15:46.000,0.15.10,164.0,great_expectations,conda-forge/great-expectations,,,,34.0,,https://pypi.org/project/great_expectations,2022-06-15 23:15:46.000,34.0,7086286.0,7094057.0,https://anaconda.org/conda-forge/great-expectations,2022-06-16 03:08:09.580,396340.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-06-14 17:20:53.000000,2022-06-14 17:20:53,3799,483.0,1319,114.0,705.0,247.0,1342.0,5814,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:13:37.000,2.3.10,81.0,pycaret,conda-forge/pycaret,,,,2208.0,2195.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,437221.0,437760.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,11345.0,,,,,1.0,,573.0,,,,,,,,,,,,,,,,,,
69,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-06-16 14:27:51.000000,2022-06-16 14:14:15,10771,805.0,612,86.0,4040.0,979.0,3194.0,4876,"An orchestration platform for the development, production, and observation of data assets.",215.0,37,True,2022-06-14 21:15:18.000,0.15.0,473.0,dagster,conda-forge/dagster,,,,497.0,407.0,https://pypi.org/project/dagster,2022-06-14 20:10:07.000,90.0,367855.0,385310.0,https://anaconda.org/conda-forge/dagster,2022-06-15 01:45:13.670,541120.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-06-15 22:01:21.000000,2022-06-15 22:01:18,11480,130.0,990,166.0,401.0,552.0,683.0,3718,Probabilistic reasoning and statistical analysis in TensorFlow.,452.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],333.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,333.0,849816.0,851325.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-06-09 10:00:06.955,60397.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-20 16:57:04.000000,2022-05-20 16:57:04,1407,4.0,322,63.0,603.0,332.0,398.0,2829,Computing with Python functions.,110.0,37,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,196522.0,191631.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,26113549.0,26245203.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,9347484.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
72,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-06-15 12:12:18.000000,2022-06-13 17:37:39,2021,25.0,455,86.0,527.0,162.0,720.0,2813,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,,,34050.0,30273.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,7071761.0,7119617.0,https://anaconda.org/conda-forge/shapely,2022-06-04 20:23:43.749,3828072.0,,,,,1.0,,48.0,,,,,,,,,,,,,,,,,,
73,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-16 11:44:22.000000,2022-06-15 13:25:44,5125,66.0,253,83.0,584.0,21.0,104.0,2536,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08.000,8.0.17,207.0,thinc,conda-forge/thinc,,,,22605.0,21986.0,https://pypi.org/project/thinc,2022-06-16 08:17:06.000,619.0,5988149.0,6020872.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2094307.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
74,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-16 09:49:44.000000,2022-06-15 23:51:27,2537,137.0,791,100.0,2004.0,355.0,703.0,1637,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-06-07 18:30:56.000,2.94.0,433.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1468.0,1417.0,https://pypi.org/project/sagemaker,2022-06-07 18:30:56.000,51.0,10321650.0,10331215.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-08 01:54:57.323,296536.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
