,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
38,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-01-15 22:35:57.000000,2024-12-19 22:46:16,1386.0,60.0,2477.0,244.0,658.0,196.0,1233.0,15399.0,Download market data from Yahoo! Finances API.,129.0,42,True,2024-12-19 22:51:55.000,0.2.51,123.0,yfinance,ranaroussi/yfinance,,,,58213.0,57470.0,https://pypi.org/project/yfinance,2024-12-19 22:51:55.000,743.0,3540858.0,3543180.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,97543.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
39,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-12-16 00:47:34.151000,2024-11-11 06:24:40,14683.0,2.0,2887.0,460.0,1501.0,276.0,1572.0,13773.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,462.0,42,True,2024-08-18 19:48:21.000,3.9.1,63.0,nltk,conda-forge/nltk,,,,343669.0,338972.0,https://pypi.org/project/nltk,2024-08-18 19:48:21.000,4697.0,20299410.0,20363903.0,https://anaconda.org/conda-forge/nltk,2024-12-16 00:47:34.151,2966710.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
40,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-01-14 21:04:38.000000,2025-01-14 21:03:17,1363.0,168.0,1616.0,250.0,721.0,475.0,1528.0,12899.0,Video editing with Python.,178.0,42,True,2025-01-10 11:54:12.000,2.1.2,89.0,moviepy,conda-forge/moviepy,,,,53320.0,52272.0,https://pypi.org/project/moviepy,2025-01-10 11:54:12.000,1048.0,2254898.0,2258038.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,282620.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
41,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-01-16 14:22:33.000000,2025-01-13 17:06:30,3848.0,57.0,795.0,139.0,1551.0,127.0,1927.0,9514.0,Declarative visualization library for Python.,173.0,42,True,2024-11-24 00:12:10.000,5.5.0,43.0,altair,conda-forge/altair,,,,192081.0,191165.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,22663265.0,22732562.0,https://anaconda.org/conda-forge/altair,2024-12-15 06:41:29.283,2563924.0,,,,,1.0,223.0,vega/altair,,,,,,,,,,,,,,,,,,
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-01-16 06:55:53.000000,2025-01-16 00:03:38,7583.0,415.0,689.0,63.0,5806.0,608.0,2846.0,9375.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",204.0,42,True,2025-01-14 00:35:05.000,0.19.3,300.0,wandb,conda-forge/wandb,,,,64917.0,63306.0,https://pypi.org/project/wandb,2025-01-15 20:01:34.000,1611.0,15668351.0,15683865.0,https://anaconda.org/conda-forge/wandb,2025-01-08 19:40:34.083,837244.0,,,,,1.0,462.0,wandb/wandb,,,,,,,,,,,,,,,,,,
43,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-12-18 21:39:43.000000,2024-12-18 21:39:43,5882.0,13.0,1659.0,190.0,5060.0,688.0,1241.0,6774.0,TensorFlows Visualization Toolkit.,322.0,42,True,2024-09-25 21:21:50.000,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],288682.0,286456.0,https://pypi.org/project/tensorboard,2024-09-25 21:21:50.000,2226.0,21718006.0,21814103.0,https://anaconda.org/conda-forge/tensorboard,2024-12-10 08:54:23.547,5285364.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
44,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-01-13 17:24:25.000000,2025-01-13 17:24:25,14238.0,73.0,2240.0,186.0,4563.0,808.0,2135.0,6147.0,Image processing in Python.,679.0,42,False,2024-12-13 21:31:26.000,0.25.0,71.0,scikit-image,conda-forge/scikit-image,,,,217349.0,210661.0,https://pypi.org/project/scikit-image,2024-12-13 21:31:26.000,6688.0,10403015.0,10537330.0,https://anaconda.org/conda-forge/scikit-image,2025-01-08 00:19:30.135,7387331.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
45,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-01-16 07:57:55.000000,2025-01-16 07:56:13,6391.0,75.0,7849.0,447.0,3204.0,169.0,9351.0,45784.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",266.0,41,True,2024-10-22 05:57:58.000,2.9.1,48.0,paddleocr,,,,['paddle'],4214.0,4106.0,https://pypi.org/project/paddleocr,2024-10-22 05:57:58.000,108.0,300993.0,321570.0,,,,,,,,1.0,1070007.0,,,,,,,,,,,,,,,,,,,
46,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-01-16 00:40:08.000000,2025-01-15 22:08:56,2649.0,126.0,4169.0,349.0,3132.0,1110.0,1933.0,36252.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",367.0,41,True,2024-12-18 17:52:34.000,0.16.2,101.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],10775.0,10539.0,https://pypi.org/project/deepspeed,2024-12-18 17:52:34.000,236.0,668068.0,668426.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,21481.0,1.0,,,,,,,,,,,,,,,,,,,,
47,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-01-15 00:07:15.000000,2025-01-15 00:01:50,1362.0,81.0,3649.0,479.0,1323.0,254.0,2330.0,32398.0,A library for efficient similarity search and clustering of dense vectors.,202.0,41,True,2025-01-02 11:19:58.000,2.5.3,111.0,pymilvus,conda-forge/faiss,,,,4532.0,4327.0,https://pypi.org/project/pymilvus,2025-01-02 11:19:58.000,205.0,1037591.0,1075140.0,https://anaconda.org/conda-forge/faiss,2024-12-20 08:17:21.787,2065245.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-01-16 11:09:42.000000,2025-01-16 11:09:33,2785.0,14.0,3289.0,246.0,1005.0,703.0,1863.0,23232.0,A game theoretic approach to explain the output of any machine learning model.,254.0,41,True,2024-06-27 10:16:34.000,0.46.0,104.0,shap,conda-forge/shap,,,,24883.0,24135.0,https://pypi.org/project/shap,2024-06-27 10:16:34.000,748.0,6887477.0,6984533.0,https://anaconda.org/conda-forge/shap,2024-12-10 12:59:40.676,4755766.0,,,,,1.0,,shap/shap,,,,,,,,,,,,,,,,,,
49,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-01-13 05:29:47.000000,2025-01-11 04:25:13,3626.0,42.0,3840.0,435.0,3324.0,383.0,3095.0,16872.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",324.0,41,True,2024-07-26 14:38:57.000,4.5.0,38.0,lightgbm,conda-forge/lightgbm,,,,43992.0,42915.0,https://pypi.org/project/lightgbm,2024-07-26 14:38:57.000,1077.0,8021652.0,8082299.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2997549.0,,,,,2.0,279241.0,,,,,,,-1.0,,,,,,,,,,,,
50,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-01-16 11:35:05.000000,2025-01-13 10:37:55,3980.0,31.0,6966.0,448.0,5480.0,1048.0,2500.0,16469.0,"Datasets, Transforms and Models specific to Computer Vision.",617.0,41,True,2024-10-29 17:40:34.000,0.20.1,49.0,torchvision,conda-forge/torchvision,,,['pytorch'],5875.0,21.0,https://pypi.org/project/torchvision,2024-10-29 17:40:34.000,5854.0,13447576.0,13492705.0,https://anaconda.org/conda-forge/torchvision,2024-12-28 03:50:55.334,2056338.0,,,,,1.0,39704.0,,,,,,,,,,,,,,,,,,,
51,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-01-10 14:37:09.000000,2025-01-10 14:37:09,1623.0,55.0,2496.0,143.0,623.0,1193.0,1085.0,15767.0,State-of-the-Art Text Embeddings.,202.0,41,True,2024-11-18 14:38:20.000,3.3.1,59.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],66992.0,65155.0,https://pypi.org/project/sentence-transformers,2024-11-18 14:37:38.000,1837.0,6847147.0,6857126.0,https://anaconda.org/conda-forge/sentence-transformers,2024-12-21 19:23:58.994,518935.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
52,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-01-15 20:29:32.000000,2025-01-15 20:29:27,1190.0,163.0,1656.0,128.0,1099.0,153.0,973.0,14483.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,159.0,41,True,2025-01-08 20:24:20.000,2.0.0,80.0,albumentations,conda-forge/albumentations,,,['pytorch'],31803.0,31167.0,https://pypi.org/project/albumentations,2025-01-08 20:24:42.000,636.0,5350526.0,5354654.0,https://anaconda.org/conda-forge/albumentations,2025-01-11 21:17:29.247,222923.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-01-13 21:37:33.000000,2025-01-13 21:37:31,9380.0,38.0,1194.0,135.0,5561.0,247.0,4491.0,14085.0,Data Versioning and ML Experiments.,308.0,41,True,2025-01-13 07:04:20.000,3.59.0,542.0,dvc,conda-forge/dvc,,,,20558.0,20421.0,https://pypi.org/project/dvc,2025-01-13 07:04:20.000,137.0,460832.0,506570.0,https://anaconda.org/conda-forge/dvc,2025-01-13 10:29:16.907,2515636.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
54,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-01-15 00:53:16.000000,2025-01-11 15:28:11,6524.0,375.0,2106.0,203.0,1254.0,113.0,2235.0,14014.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,274.0,41,True,2024-12-20 08:57:44.000,0.15.0,34.0,flair,conda-forge/python-flair,,,['pytorch'],3881.0,3733.0,https://pypi.org/project/flair,2024-12-20 08:37:28.000,148.0,92685.0,93362.0,https://anaconda.org/conda-forge/python-flair,2024-12-26 18:30:16.572,36590.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-12-16 12:54:03.000000,2024-12-16 12:54:02,3238.0,1.0,1929.0,263.0,1133.0,185.0,2434.0,12760.0,Statistical data visualization in Python.,213.0,41,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,554074.0,543231.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,18094643.0,18300852.0,https://anaconda.org/conda-forge/seaborn,2024-12-09 07:42:09.249,11341372.0,,,,,1.0,464.0,,,,,,,,,,,,,,,,,,,
56,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-01-14 13:08:07.000000,2025-01-14 13:08:07,10170.0,76.0,2038.0,225.0,4136.0,337.0,3086.0,8827.0,Bayesian Modeling and Probabilistic Programming in Python.,507.0,41,True,2025-01-07 20:55:33.000,5.20.0,96.0,pymc3,conda-forge/pymc3,,,,5430.0,5238.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,251971.0,263451.0,https://anaconda.org/conda-forge/pymc3,2024-12-21 13:26:06.624,630622.0,,,,,1.0,1964.0,,,,,,,,,,,,,,,,,,,
57,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-01-16 10:45:46.000000,2025-01-16 10:45:41,48987.0,287.0,1189.0,191.0,404.0,575.0,1797.0,8195.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1300.0,41,True,2024-12-07 11:22:32.000,node-package-v1.26.0,113.0,catboost,conda-forge/catboost,,,,551.0,16.0,https://pypi.org/project/catboost,2024-09-07 16:51:57.000,535.0,2879553.0,2920227.0,https://anaconda.org/conda-forge/catboost,2024-09-07 21:05:39.027,1838246.0,,,,,2.0,344082.0,,,,,,,,,,,,,,,,,,,
58,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-01-16 13:56:36.000000,2025-01-15 22:55:31,1650.0,59.0,992.0,97.0,1643.0,123.0,1589.0,8180.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",312.0,41,True,2024-12-13 18:56:09.000,1.2.1,66.0,accelerate,conda-forge/accelerate,,,['pytorch'],68327.0,66626.0,https://pypi.org/project/accelerate,2024-12-13 18:54:30.000,1701.0,7478814.0,7485944.0,https://anaconda.org/conda-forge/accelerate,2024-12-16 20:09:03.263,278071.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-12-14 04:24:44.000000,2024-12-14 04:24:41,2802.0,11.0,7565.0,604.0,2240.0,226.0,1594.0,26505.0,The fastai deep learning library.,670.0,40,True,2024-10-19 03:20:25.000,2.7.18,152.0,fastai,,,,['pytorch'],20607.0,20299.0,https://pypi.org/project/fastai,2024-10-19 03:20:25.000,308.0,351080.0,351080.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
60,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-01-16 11:29:52.000000,2025-01-16 11:29:32,36405.0,365.0,13420.0,935.0,25983.0,1257.0,,24401.0,Apache Flink Python API.,1965.0,40,True,2024-06-14 14:43:26.000,1.19.1,49.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2024-08-01 04:14:17.000,35.0,29300308.0,29300308.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-01-16 00:48:30.000000,2025-01-15 06:33:54,7686.0,55.0,3728.0,254.0,3264.0,1125.0,2685.0,21752.0,Graph Neural Network Library for PyTorch.,534.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],7896.0,7541.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,359487.0,361955.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-12-19 10:54:16.536,133281.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
62,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-01-16 02:35:47.000000,2025-01-09 16:41:32,1855.0,31.0,807.0,122.0,685.0,58.0,967.0,9258.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,104.0,40,True,2024-11-27 13:11:07.000,0.21.0,108.0,tokenizers,conda-forge/tokenizers,,,,130383.0,129287.0,https://pypi.org/project/tokenizers,2024-11-27 13:11:07.000,1096.0,30061812.0,30106957.0,https://anaconda.org/conda-forge/tokenizers,2024-11-27 19:20:00.476,2437790.0,,,,,1.0,71.0,,,,,,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-01-07 11:07:31.883000,2025-01-06 18:35:10,1937.0,50.0,2229.0,163.0,915.0,85.0,1058.0,6995.0,Python Data. Leaflet.js Maps.,173.0,40,True,2025-01-06 09:17:10.000,0.19.4,38.0,folium,conda-forge/folium,,,,50464.0,49647.0,https://pypi.org/project/folium,2025-01-06 09:17:10.000,817.0,1448515.0,1518829.0,https://anaconda.org/conda-forge/folium,2025-01-07 11:07:31.883,3375098.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-01-15 23:38:58.000000,2025-01-15 23:38:58,2330.0,11.0,571.0,89.0,894.0,294.0,963.0,3980.0,Manipulation and analysis of geometric objects.,164.0,40,True,2024-08-19 21:56:13.000,2.0.6,125.0,shapely,conda-forge/shapely,,,,93902.0,90967.0,https://pypi.org/project/shapely,2024-08-19 21:56:13.000,2935.0,28396318.0,28604818.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,11045492.0,,,,,1.0,3738.0,,,,,,,,,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-01-16 01:47:27.000000,2025-01-13 21:01:00,4023.0,165.0,1141.0,139.0,3271.0,350.0,1209.0,2121.0,A library for training and deploying machine learning models on Amazon SageMaker.,465.0,40,True,2025-01-09 21:56:09.000,2.237.3,616.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",5260.0,5100.0,https://pypi.org/project/sagemaker,2025-01-09 21:56:09.000,160.0,22245836.0,22270296.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-01-15 20:24:24.925,1296412.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
66,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-01-16 12:15:14.000000,2025-01-16 12:15:13,5968.0,61.0,719.0,57.0,5226.0,1574.0,2393.0,1589.0,A distributed task scheduler for Dask.,331.0,40,True,2024-12-17 20:26:42.000,2024.12.1,246.0,distributed,conda-forge/distributed,,,,38913.0,38024.0,https://pypi.org/project/distributed,2024-12-17 20:26:42.000,889.0,3713015.0,4001302.0,https://anaconda.org/conda-forge/distributed,2024-12-17 22:07:27.324,16144098.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
67,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-10-11 20:07:05.000000,2023-01-30 18:15:21,1757.0,,8614.0,1059.0,1458.0,121.0,1725.0,35153.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,39,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,62416.0,60868.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,499879.0,505979.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,347714.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-01-14 10:40:10.000000,2025-01-14 10:26:14,32383.0,8.0,4670.0,358.0,6399.0,134.0,6642.0,19210.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21.000,3.6.21,374.0,rasa,,,,['tensorflow'],4779.0,4719.0,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,241143.0,241143.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,
69,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-01-10 17:16:28.000000,2025-01-10 17:16:28,1759.0,90.0,2346.0,160.0,265.0,6.0,1150.0,16827.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",78.0,39,True,2024-08-17 07:30:49.000,0.0.93,92.0,deepface,,,,,5198.0,5154.0,https://pypi.org/project/deepface,2024-08-17 07:24:30.000,44.0,309445.0,309445.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-12-28 16:27:19.000000,2024-12-28 16:27:13,8290.0,4.0,3366.0,480.0,731.0,53.0,2185.0,13698.0,A toolkit for making real world machine learning and data analysis applications in C++.,197.0,39,False,2024-08-09 19:26:11.000,19.24.6,39.0,dlib,conda-forge/dlib,,,,33540.0,33327.0,https://pypi.org/project/dlib,2024-08-09 19:21:06.000,213.0,134116.0,152421.0,https://anaconda.org/conda-forge/dlib,2024-09-11 22:57:26.780,994589.0,,,,,2.0,25553.0,,,,,,,,,,,,,,,,,,,
71,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2025-01-16 10:13:02.000000,2025-01-16 10:13:02,29438.0,209.0,856.0,128.0,6495.0,617.0,1805.0,9698.0,NumPy & SciPy for GPU.,396.0,39,True,2024-08-22 07:42:45.000,13.3.0,141.0,cupy,conda-forge/cupy,cupy/cupy,,,2717.0,2448.0,https://pypi.org/project/cupy,2024-08-22 07:08:16.000,269.0,27044.0,126801.0,https://anaconda.org/conda-forge/cupy,2024-10-18 20:21:57.477,5391998.0,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,73980.0,1.0,192998.0,,,,,,,,,,,,,,,,,,,
72,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-01-16 14:29:48.000000,2025-01-16 14:29:47,10379.0,114.0,1404.0,134.0,1314.0,146.0,1017.0,9194.0,A PyTorch-based Speech Toolkit.,251.0,39,True,2024-10-31 10:06:07.000,1.0.2,18.0,speechbrain,,,,['pytorch'],2793.0,2726.0,https://pypi.org/project/speechbrain,2024-10-30 18:31:32.000,67.0,1926634.0,1926634.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
73,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-01-15 20:41:00.000000,2025-01-15 20:38:16,5128.0,145.0,1403.0,109.0,4534.0,1013.0,1641.0,8095.0,A unified framework for machine learning with time series.,434.0,39,True,2024-12-09 16:14:44.000,0.35.0,85.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],3916.0,3786.0,https://pypi.org/project/sktime,2024-12-09 16:14:44.000,130.0,777394.0,802510.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-01-04 09:52:20.569,1054863.0,,,,,1.0,111.0,sktime/sktime,,,,,,,,,,,,,,,,,,
