,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
38,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-04-18 05:15:30.000000,2024-04-10 19:31:40,3447.0,35.0,3795.0,436.0,3116.0,347.0,2944.0,16036.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",297.0,42,True,2024-01-26 03:29:02.000,4.3.0,36.0,lightgbm,conda-forge/lightgbm,,,,32669.0,31793.0,https://pypi.org/project/lightgbm,2024-01-26 03:29:02.000,876.0,7561663.0,7616614.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2250598.0,,,,,2.0,,219408.0,,,,,,,,,,,,,,,,,,
39,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-04-18 12:47:01.000000,2024-04-18 11:17:00,3830.0,53.0,6843.0,408.0,5225.0,991.0,2359.0,15407.0,"Datasets, Transforms and Models specific to Computer Vision.",583.0,42,True,2024-03-28 15:37:14.000,0.17.2,43.0,torchvision,conda-forge/torchvision,,,['pytorch'],5313.0,21.0,https://pypi.org/project/torchvision,2024-03-27 21:10:50.000,5292.0,11281461.0,11310131.0,https://anaconda.org/conda-forge/torchvision,2024-02-26 00:12:18.834,1044304.0,,,,,1.0,,37498.0,,,,,,,,,,,,,,,,,,
40,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-04-12 13:47:41.000000,2024-04-05 06:11:40,14511.0,3.0,2832.0,467.0,1455.0,266.0,1514.0,13004.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,42,True,2023-07-20 15:52:53.307,0.9.9,59.0,nltk,conda-forge/nltk,,,,279379.0,266301.0,https://pypi.org/project/nltk,2023-07-20 15:52:53.307,13078.0,18926495.0,18953465.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2481252.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-04-18 15:33:13.000000,2024-04-18 07:29:14,6349.0,287.0,602.0,54.0,4322.0,814.0,2268.0,8178.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,175.0,42,True,2024-04-03 20:37:46.000,0.16.6,272.0,wandb,conda-forge/wandb,,,,43850.0,43052.0,https://pypi.org/project/wandb,2024-04-18 00:25:22.000,798.0,12541542.0,12552242.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,481514.0,,,,,1.0,,,,wandb/wandb,,,,,,,,,,,,,,,,
42,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-04-18 09:56:45.000000,2024-04-14 01:28:07,13923.0,103.0,2190.0,186.0,4398.0,764.0,2068.0,5864.0,Image processing in Python.,658.0,42,False,2024-04-10 19:19:26.000,0.23.1,64.0,scikit-image,conda-forge/scikit-image,,,,188015.0,177329.0,https://pypi.org/project/scikit-image,2024-04-14 02:16:49.000,10686.0,14263632.0,14396629.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6117869.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-04-11 17:16:39.000000,2024-04-11 17:16:39,2209.0,76.0,4566.0,304.0,459.0,65.0,797.0,29669.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",134.0,41,True,2024-02-19 19:35:21.000,0.9.16,56.0,timm,conda-forge/timm,,,['pytorch'],27203.0,26765.0,https://pypi.org/project/timm,2024-02-19 19:33:42.000,438.0,4825142.0,4937277.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,135621.0,,,,,1.0,,6438248.0,,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,
44,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-04-18 14:29:43.402196,2024-04-18 13:07:23,19606.0,691.0,2554.0,273.0,19977.0,691.0,9973.0,26694.0,"A cloud-native vector database, storage for next generation AI applications.",269.0,41,True,2024-04-16 15:00:53.000,2.4.0,93.0,pymilvus,,milvusdb/milvus,,,89.0,,https://pypi.org/project/pymilvus,2024-03-20 10:41:55.000,89.0,621911.0,880871.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-04-18 14:29:43.402196,43.0,14030022.0,1.0,,208944.0,,,,,,,,,,,,,,,,,,
45,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-04-18 13:28:08.000000,2024-04-17 11:42:03,1375.0,70.0,2322.0,131.0,389.0,1049.0,920.0,13708.0,Multilingual Sentence & Image Embeddings with BERT.,153.0,41,True,2024-04-17 13:16:06.000,2.7.0,51.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],30887.0,30066.0,https://pypi.org/project/sentence-transformers,2024-04-17 13:15:42.000,821.0,4202293.0,4207487.0,https://anaconda.org/conda-forge/sentence-transformers,2024-04-17 14:59:51.983,223375.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-04-17 00:08:53.461000,2024-04-16 15:28:02,9253.0,98.0,1133.0,138.0,5432.0,233.0,4375.0,13095.0,ML Experiments and Data Management with Git.,292.0,41,True,2024-04-16 15:45:20.000,3.50.0,522.0,dvc,conda-forge/dvc,,,,14463.0,14364.0,https://pypi.org/project/dvc,2024-04-16 15:45:20.000,99.0,451280.0,493936.0,https://anaconda.org/conda-forge/dvc,2024-04-17 00:08:53.461,1796602.0,,,,,1.0,,43205.0,,,,,,,,dvc,dvc,dvc,,,,,,,,
47,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-04-12 11:59:46.000000,2024-04-12 11:59:46,8258.0,23.0,3316.0,477.0,702.0,53.0,2134.0,13000.0,A toolkit for making real world machine learning and data analysis applications in C++.,193.0,41,False,2024-04-03 23:33:43.000,19.24.4,37.0,dlib,conda-forge/dlib,,,,27146.0,26341.0,https://pypi.org/project/dlib,2024-04-03 23:33:43.000,805.0,516835.0,531796.0,https://anaconda.org/conda-forge/dlib,2024-04-04 08:17:12.401,677226.0,,,,,2.0,,25418.0,,,,,,,,,,,,,,,,,,
48,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-04-14 13:46:37.000000,2024-04-14 06:39:40,3660.0,41.0,760.0,142.0,1355.0,168.0,1769.0,8893.0,Declarative statistical visualization library for Python.,163.0,41,True,2024-03-30 15:36:52.000,5.3.0,40.0,altair,conda-forge/altair,,,,123773.0,123086.0,https://pypi.org/project/altair,2024-03-30 15:24:57.000,687.0,23099313.0,23177882.0,https://anaconda.org/conda-forge/altair,2024-03-30 18:57:22.082,2199926.0,,,,,1.0,,120.0,,vega/altair,,,,,,,,,,,,,,,,
49,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-04-18 12:13:34.000000,2024-04-16 16:14:35,9842.0,121.0,1921.0,225.0,3902.0,255.0,3005.0,8142.0,Bayesian Modeling and Probabilistic Programming in Python.,487.0,41,True,2024-04-15 09:11:30.000,5.13.1,82.0,pymc3,conda-forge/pymc3,,,,3333.0,3083.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,881360.0,887539.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,554699.0,,,,,1.0,,1937.0,,,,,,,,,,,,,,,,,,
50,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-04-18 15:33:05.000000,2024-04-18 15:16:24,10170.0,4259.0,865.0,57.0,1038.0,531.0,1559.0,7997.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",187.0,41,True,2024-04-18 04:33:15.000,1.35.12,763.0,litellm,,,,others,1558.0,1458.0,https://pypi.org/project/litellm,2024-04-18 04:21:36.000,100.0,548134.0,548350.0,,,,,,,,1.0,,216.0,,,,,,,,,,,,,,,,,,
51,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-04-18 08:29:45.000000,2024-04-18 08:29:42,47754.0,543.0,1143.0,192.0,383.0,501.0,1751.0,7732.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1226.0,41,True,2024-02-23 14:10:41.000,1.2.3,110.0,catboost,conda-forge/catboost,,,,384.0,13.0,https://pypi.org/project/catboost,2024-02-23 10:17:27.000,371.0,2120155.0,2159051.0,https://anaconda.org/conda-forge/catboost,2024-02-24 13:08:44.587,1470137.0,,,,,2.0,,240139.0,,,,,,,,,,,,,,,,,,
52,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-04-06 17:21:54.000000,2023-01-30 18:15:21,1757.0,,8546.0,1062.0,1451.0,90.0,1721.0,33846.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,54891.0,52174.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2717.0,507036.0,512701.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,271961.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-04-17 03:08:02.000000,2024-04-17 03:08:02,2762.0,20.0,7495.0,611.0,2223.0,208.0,1586.0,25572.0,The fastai deep learning library.,665.0,40,True,2024-02-01 00:30:31.000,2.7.14,148.0,fastai,,,,['pytorch'],17243.0,16892.0,https://pypi.org/project/fastai,2024-02-01 00:30:31.000,351.0,387065.0,387065.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
54,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-04-17 20:43:22.000000,2024-03-21 15:05:22,32610.0,18.0,4509.0,350.0,6355.0,114.0,6642.0,17928.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2024-03-04 17:27:13.000,3.6.19,372.0,rasa,,,,['tensorflow'],4153.0,4086.0,https://pypi.org/project/rasa,2024-03-04 17:26:58.000,67.0,117924.0,117924.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-04-16 21:20:42.000000,2024-04-16 21:18:37,1192.0,22.0,2197.0,240.0,543.0,139.0,1134.0,11763.0,Download market data from Yahoo! Finances API.,110.0,40,True,2024-04-16 21:20:42.000,0.2.38,110.0,yfinance,ranaroussi/yfinance,,,,36850.0,36489.0,https://pypi.org/project/yfinance,2024-04-16 21:20:42.000,361.0,1667118.0,1669810.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,88848.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-04-18 14:32:20.000000,2024-04-18 14:14:35,1390.0,145.0,788.0,98.0,1334.0,128.0,1226.0,6918.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",244.0,40,True,2024-04-17 15:46:08.000,0.29.3,48.0,accelerate,conda-forge/accelerate,,,['pytorch'],33364.0,32681.0,https://pypi.org/project/accelerate,2024-04-17 15:42:33.000,683.0,7698240.0,7702211.0,https://anaconda.org/conda-forge/accelerate,2024-04-11 13:57:39.766,119147.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-04-17 18:11:07.000000,2024-04-17 18:07:12,1823.0,47.0,2202.0,164.0,842.0,86.0,1005.0,6664.0,Python Data. Leaflet.js Maps.,166.0,40,True,2024-02-29 08:58:17.000,0.16.0,31.0,folium,conda-forge/folium,,,,37085.0,36227.0,https://pypi.org/project/folium,2024-02-29 08:58:17.000,858.0,1047196.0,1114900.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2640460.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-04-18 14:47:36.000000,2024-04-18 11:08:13,1923.0,53.0,891.0,105.0,1589.0,441.0,1212.0,4169.0,Python tools for geographic data.,223.0,40,True,2024-01-31 19:22:01.000,0.14.3,53.0,geopandas,conda-forge/geopandas,,,['pandas'],35807.0,33800.0,https://pypi.org/project/geopandas,2024-04-13 20:59:29.000,2007.0,6773380.0,6849739.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3511339.0,,,,,1.0,,2478.0,,,,,,,,,,,,,,,,,,
59,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-04-18 14:57:56.000000,2024-04-18 14:57:56,3634.0,167.0,1087.0,135.0,2964.0,278.0,1177.0,2038.0,A library for training and deploying machine learning models on Amazon SageMaker.,436.0,40,True,2024-04-17 23:52:42.000,2.216.0,579.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3943.0,3844.0,https://pypi.org/project/sagemaker,2024-04-17 23:52:42.000,99.0,28335810.0,28352456.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-04-18 02:22:28.870,732446.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
60,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-04-18 12:30:18.000000,2024-04-18 12:29:52,5751.0,88.0,703.0,55.0,4985.0,1507.0,2327.0,1539.0,A distributed task scheduler for Dask.,323.0,40,True,2024-04-04 16:15:32.000,2024.4.1,226.0,distributed,conda-forge/distributed,,,,35135.0,33785.0,https://pypi.org/project/distributed,2024-04-04 16:15:32.000,1350.0,3631699.0,3916203.0,https://anaconda.org/conda-forge/distributed,2024-04-05 14:35:00.803,13371692.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-04-18 00:44:08.000000,2024-04-17 10:43:57,1060.0,94.0,3382.0,472.0,916.0,447.0,1926.0,28028.0,A library for efficient similarity search and clustering of dense vectors.,168.0,39,True,2024-03-20 10:41:55.000,2.4.0,93.0,pymilvus,conda-forge/faiss,,,,3657.0,3568.0,https://pypi.org/project/pymilvus,2024-03-20 10:41:55.000,89.0,621911.0,645256.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1097218.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
62,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-04-08 03:19:54.000000,2024-04-08 03:19:54,4515.0,6.0,4375.0,436.0,1690.0,381.0,1452.0,15213.0,Topic Modelling for Humans.,451.0,39,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,61397.0,58200.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,3197.0,5065593.0,5098885.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1230150.0,,,,,1.0,,4556.0,,piskvorky/gensim,,,,,,,,,,,,,,,,
63,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-04-07 18:27:51.000000,2024-04-05 10:50:52,5935.0,139.0,2066.0,202.0,1187.0,73.0,2184.0,13553.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,260.0,39,True,2023-12-18 09:34:55.000,0.13.1,32.0,flair,conda-forge/python-flair,,,['pytorch'],3265.0,3166.0,https://pypi.org/project/flair,2023-12-18 09:34:55.000,99.0,151583.0,152099.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,23235.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-04-18 11:23:17.000000,2024-04-18 10:12:00,4063.0,191.0,2943.0,168.0,4654.0,479.0,2270.0,12978.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",289.0,39,True,2024-03-06 03:29:59.000,2.1.0,451.0,dgl,,,,,318.0,229.0,https://pypi.org/project/dgl,2024-03-05 07:16:21.000,89.0,93847.0,93847.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-04-18 08:23:19.000000,2024-04-17 09:25:04,17456.0,553.0,948.0,118.0,3485.0,104.0,1522.0,9616.0,A hyperparameter optimization framework.,263.0,39,False,2024-04-01 06:04:15.000,3.6.1,64.0,optuna,conda-forge/optuna,,,,14294.0,13764.0,https://pypi.org/project/optuna,2024-04-01 06:04:15.000,530.0,2240995.0,2258888.0,https://anaconda.org/conda-forge/optuna,2024-03-29 06:40:40.525,823097.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
66,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-04-18 14:38:56.000000,2024-04-18 14:38:56,9775.0,151.0,1276.0,127.0,1179.0,128.0,939.0,7854.0,A PyTorch-based Speech Toolkit.,233.0,39,True,2024-02-26 20:55:33.000,1.0.0,16.0,speechbrain,,,,['pytorch'],1772.0,1741.0,https://pypi.org/project/speechbrain,2024-02-26 20:55:33.000,31.0,3608689.0,3608689.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
67,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-04-18 14:14:02.000000,2024-04-18 14:14:01,4464.0,278.0,1265.0,102.0,3662.0,794.0,1447.0,7391.0,A unified framework for machine learning with time series.,354.0,39,True,2024-03-28 01:36:35.000,0.28.0,65.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2596.0,2526.0,https://pypi.org/project/sktime,2024-03-28 01:36:35.000,70.0,864160.0,892724.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-03-28 10:15:16.543,942601.0,,,,,1.0,,87.0,,sktime/sktime,,,,,,,,,,,,,,,,
68,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-04-18 10:27:38.000000,2024-04-17 20:33:07,4364.0,243.0,588.0,82.0,2316.0,216.0,703.0,5489.0,Flax is a neural network library for JAX that is designed for flexibility.,217.0,39,True,2024-03-14 11:35:04.000,0.8.2,43.0,flax,conda-forge/flax,,,['jax'],7150.0,6915.0,https://pypi.org/project/flax,2024-03-14 11:35:04.000,235.0,3281828.0,3283053.0,https://anaconda.org/conda-forge/flax,2024-03-14 12:49:40.118,45319.0,,,,,2.0,1.0,50.0,,,,,,,,,,,,,,,,,,
69,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-04-17 20:37:41.000000,2024-04-17 20:37:36,6240.0,92.0,1509.0,105.0,4221.0,666.0,716.0,4161.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",304.0,39,True,2023-12-18 13:28:11.000,4.9.4,37.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],17357.0,17131.0,https://pypi.org/project/tensorflow-datasets,2023-12-18 13:28:06.000,226.0,3182952.0,3183751.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,27966.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-04-18 13:46:11.000000,2024-04-18 07:24:50,17927.0,117.0,1302.0,83.0,7788.0,512.0,4278.0,2545.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,369.0,39,True,2024-01-16 18:38:53.000,1.6.1,77.0,mne,conda-forge/mne,,,,4033.0,3726.0,https://pypi.org/project/mne,2024-01-16 18:38:53.000,307.0,106521.0,114058.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,354281.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-04-17 02:54:59.000000,2024-04-17 02:54:59,6147.0,15.0,7175.0,432.0,2871.0,1207.0,7615.0,38293.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",195.0,38,True,2024-03-29 09:49:07.000,2.7.5,44.0,paddleocr,,,,['paddle'],2504.0,2458.0,https://pypi.org/project/paddleocr,2024-03-29 09:49:07.000,46.0,177294.0,177294.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-04-18 06:31:28.000000,2024-02-05 13:23:18,2706.0,5.0,9163.0,371.0,3136.0,1496.0,6658.0,27708.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,38,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],2425.0,2386.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,39.0,217817.0,217817.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
73,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-04-18 14:13:58.000000,2024-04-18 13:09:50,35182.0,465.0,12856.0,948.0,24666.0,1139.0,,23129.0,Apache Flink Python API.,1848.0,38,True,2024-01-15 16:28:13.000,1.18.1,47.0,apache-flink,,,,,45.0,21.0,https://pypi.org/project/apache-flink,2024-03-15 08:32:38.000,24.0,71221.0,71221.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
74,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6891.0,1070.0,11124.0,1805.0,7758.0,20707.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7490.0,7189.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,296.0,582629.0,583050.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10699.0,,,,,2.0,,26784.0,,apache/mxnet,,,,,,,,,5.0,,,,,,,
