,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
38,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-03-10 13:32:43.000000,2022-03-10 13:32:40,22012.0,2265.0,954,194.0,283.0,354.0,1389.0,6400,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",967.0,41,True,2022-01-14 11:45:18.000,1.0.4,101.0,catboost,conda-forge/catboost,,,,212.0,,https://pypi.org/project/catboost,2022-01-14 00:21:12.000,212.0,3574862.0,3596556.0,https://anaconda.org/conda-forge/catboost,2022-02-04 07:12:46.792,933945.0,,,,,2.0,75154.0,,,,,,,,,,,,,,,,,,,
39,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-03-10 14:00:24.000000,2022-03-08 23:00:20,11804.0,54.0,6882,1099.0,10965.0,1953.0,7709.0,19906,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,40,True,2021-12-18 21:55:54.000,1.9.0,981.0,mxnet,mxnet,,,['mxnet'],286.0,,https://pypi.org/project/mxnet,2021-12-18 21:55:54.000,281.0,295652.0,296142.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007,7060.0,,,,,2.0,24655.0,,,,,,,5.0,,,,,,,,,,,,
40,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-03-10 09:18:01.000000,2022-02-26 07:29:26,4305.0,12.0,4094,432.0,1586.0,380.0,1364.0,12984,Topic Modelling for Humans.,418.0,40,True,2021-09-18 14:21:47.000,4.1.2,89.0,gensim,conda-forge/gensim,,,,33940.0,31119.0,https://pypi.org/project/gensim,2021-09-17 00:24:57.000,2821.0,5132564.0,5146888.0,https://anaconda.org/conda-forge/gensim,2021-11-09 13:39:50.380,771037.0,,,,,1.0,3506.0,,,,,,,,,,,,,,,,,,,
41,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-03-10 04:11:42.000000,2022-03-09 19:21:19,2541.0,146.0,2539,279.0,3402.0,1001.0,1225.0,11415,Open source platform for the machine learning lifecycle.,364.0,40,True,2022-02-28 09:33:08.000,1.24.0,55.0,mlflow,conda-forge/mlflow,,,,286.0,,https://pypi.org/project/mlflow,2022-02-28 07:17:09.000,286.0,9847472.0,9861462.0,https://anaconda.org/conda-forge/mlflow,2022-02-28 12:03:58.138,489682.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-03-09 17:34:03.000000,2022-01-18 12:50:58,2814.0,2.0,1499,248.0,774.0,102.0,1876.0,9212,Statistical data visualization in Python.,162.0,40,True,2021-08-16 00:42:18.000,0.11.2,25.0,seaborn,conda-forge/seaborn,,,,152667.0,143825.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000,8842.0,7216276.0,7267009.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619,3399006.0,,,,,1.0,211.0,,,,,,,,,,,,,,,,,,,
43,h5py,h5py/h5py,data-containers,,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000,2022-03-07 19:49:59.000000,2022-02-28 17:38:33,3893.0,46.0,431,52.0,776.0,221.0,1070.0,1691,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,178.0,40,True,2021-11-16 13:35:22.000,3.6.0,31.0,h5py,conda-forge/h5py,,,,166415.0,152885.0,https://pypi.org/project/h5py,2021-11-16 13:35:22.000,13530.0,11616318.0,11715748.0,https://anaconda.org/conda-forge/h5py,2021-11-26 22:25:41.747,7156953.0,,,,,1.0,1738.0,,,,,,,,,,,,,,,,,,,
44,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-03-10 14:37:19.000000,2022-03-10 09:54:09,4412.0,157.0,594,65.0,3384.0,926.0,1727.0,1314,A distributed task scheduler for Dask.,263.0,40,True,2022-02-11 17:53:23.000,2022.2.0,168.0,distributed,conda-forge/distributed,,,,23625.0,22469.0,https://pypi.org/project/distributed,2022-02-25 17:40:49.000,1156.0,5163252.0,5254066.0,https://anaconda.org/conda-forge/distributed,2022-02-25 20:05:48.412,6357007.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
45,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-03-01 17:13:57.000000,2021-12-04 17:24:08,2011.0,,2309,249.0,425.0,1281.0,572.0,15684,A game theoretic approach to explain the output of any machine learning model.,162.0,39,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,4922.0,4701.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4280324.0,4303348.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,990047.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-03-10 14:08:41.000000,2022-03-10 13:56:13,29944.0,375.0,3851,337.0,4479.0,979.0,5590.0,13682,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",528.0,39,True,2022-02-21 09:53:54.000,3.0.7,246.0,rasa,,,,['tensorflow'],57.0,,https://pypi.org/project/rasa,2022-02-11 14:26:24.000,57.0,254955.0,254955.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-03-10 12:38:25.000000,2022-03-09 14:32:01,4338.0,266.0,1769,202.0,887.0,88.0,1696.0,11350,A very simple framework for state-of-the-art Natural Language Processing (NLP).,219.0,39,True,2021-11-18 08:33:59.000,0.10,23.0,flair,conda-forge/python-flair,,,['pytorch'],1264.0,1198.0,https://pypi.org/project/flair,2021-11-18 08:22:02.000,66.0,81174.0,81513.0,https://anaconda.org/conda-forge/python-flair,2021-11-18 16:11:16.757,6785.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-03-10 13:09:53.000000,2022-03-10 13:09:53,8046.0,53.0,3038,480.0,535.0,45.0,1953.0,10982,A toolkit for making real world machine learning and data analysis applications in C++.,174.0,39,False,2022-01-25 03:42:43.000,19.23.0,30.0,dlib,conda-forge/dlib,,,,14080.0,13314.0,https://pypi.org/project/dlib,2022-01-25 03:42:43.000,766.0,124927.0,131124.0,https://anaconda.org/conda-forge/dlib,2022-02-21 22:15:12.630,388763.0,,,,,2.0,24901.0,,,,,,,,,,,,,,,,,,,
49,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-03-10 14:43:57.000000,2022-03-10 08:33:59,14308.0,1949.0,1440,194.0,10842.0,280.0,4347.0,9708,An open-source vector database for scalable similarity search and AI applications.,194.0,39,True,2022-02-23 10:39:40.000,2.0.1,100.0,pymilvus,,milvusdb/milvus,,,15.0,,https://pypi.org/project/pymilvus,2022-02-23 08:41:19.000,15.0,34189.0,65712.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-02-23 06:45:57.476160,18.0,858344.0,1.0,11650.0,,,,,,,,,,,,,,,,,,,
50,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-03-04 22:37:14.000000,2022-02-24 20:28:26,3113.0,15.0,630,152.0,961.0,240.0,1359.0,7327,Declarative statistical visualization library for Python.,136.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,23630.0,23286.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,5595076.0,5611005.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1083189.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-03-10 12:46:22.000000,2022-03-10 04:29:29,34838.0,964.0,3395,256.0,17047.0,128.0,,5354,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1230.0,39,True,2022-03-04 19:21:39.000,2.37.0,59.0,apache-beam,conda-forge/apache-beam-with-aws,,,,147.0,,https://pypi.org/project/apache-beam,2022-03-04 16:24:20.000,147.0,20294487.0,20295229.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-03-05 07:40:22.263,4456.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
52,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-03-10 06:34:18.000000,2022-03-08 21:36:39,4619.0,133.0,1631,260.0,2131.0,551.0,1737.0,18200,Streamlit The fastest way to build data apps in Python.,137.0,38,True,2022-03-02 20:42:23.000,1.7.0,153.0,streamlit,,,,,561.0,239.0,https://pypi.org/project/streamlit,2022-03-02 20:42:16.000,322.0,867154.0,867154.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-03-10 14:40:17.000000,2022-03-09 23:31:54,5721.0,139.0,1647,401.0,686.0,584.0,634.0,16047,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",108.0,38,True,2022-02-18 20:34:34.000,2.2.0,145.0,dash,conda-forge/dash,,,,1339.0,179.0,https://pypi.org/project/dash,2022-02-18 20:30:12.000,1160.0,889485.0,897542.0,https://anaconda.org/conda-forge/dash,2022-02-19 13:46:45.593,370633.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
54,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-03-10 03:18:56.000000,2022-03-10 03:18:56,4023.0,12.0,2314,488.0,2215.0,103.0,865.0,15455,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",581.0,38,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,,2071.0,1672.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,642994.0,643118.0,https://anaconda.org/anaconda/luigi,2022-03-05 07:01:28.404,9085.0,,,,,1.0,,stable/luigi,,,,,,2.0,,,,,,,,,,,,
55,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-03-10 13:55:26.000000,2022-03-09 23:07:10,7149.0,320.0,1804,183.0,3091.0,33.0,1296.0,13951,Cloud-native neural search framework for kind of data.,139.0,38,True,2022-03-07 17:55:16.000,3.1.1,1633.0,jina,conda-forge/jina-core,jinaai/jina,,,238.0,238.0,https://pypi.org/project/jina,2022-03-08 20:06:00.000,,64419.0,106421.0,https://anaconda.org/conda-forge/jina-core,2022-03-02 17:25:55.115,2518.0,https://hub.docker.com/r/jinaai/jina,2022-03-08 20:32:09.129038,6.0,1039587.0,2.0,,,,,,,,,,,,,,,,,,,,
56,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-03-10 08:21:05.000000,2022-03-08 17:33:29,14438.0,202.0,813,146.0,3031.0,429.0,1657.0,8508,The easiest way to automate your data.,306.0,38,True,2022-02-23 22:06:49.000,1.0.0,123.0,prefect,conda-forge/prefect,,,,693.0,650.0,https://pypi.org/project/prefect,2022-03-01 00:18:22.000,43.0,200070.0,206862.0,https://anaconda.org/conda-forge/prefect,2022-01-25 22:44:23.145,244541.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-03-10 01:42:32.000000,2022-03-10 01:04:24,1625.0,9.0,1261,217.0,671.0,169.0,778.0,8180,Simple job queues for Python.,253.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,11539.0,9804.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,555759.0,556766.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,68512.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-03-10 14:09:56.000000,2022-03-10 09:13:44,8479.0,219.0,1544,230.0,2957.0,220.0,2384.0,6422,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,374.0,38,True,2021-08-24 01:17:21.000,3.11.4,35.0,pymc3,conda-forge/pymc3,,,,234.0,,https://pypi.org/project/pymc3,2021-08-24 01:17:21.000,234.0,314803.0,320805.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553,388810.0,,,,,1.0,1903.0,,,,,,,,,,,,,,,,,,,
59,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-03-10 14:36:50.000000,2022-03-10 08:33:02,11710.0,539.0,664,133.0,2289.0,142.0,981.0,6056,A hyperparameter optimization framework.,182.0,38,True,2021-10-04 06:37:16.000,2.10.0,44.0,optuna,conda-forge/optuna,,,,2988.0,2808.0,https://pypi.org/project/optuna,2022-02-14 04:42:41.000,180.0,1108015.0,1115266.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,203032.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
60,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-03-10 09:19:55.000000,2022-03-10 07:39:48,24745.0,649.0,577,122.0,4896.0,397.0,1311.0,5836,NumPy & SciPy for GPU.,298.0,38,True,2022-02-25 07:05:52.000,10.2.0,109.0,cupy,conda-forge/cupy,cupy/cupy,,,1105.0,953.0,https://pypi.org/project/cupy,2022-02-25 02:05:13.000,152.0,54654.0,97289.0,https://anaconda.org/conda-forge/cupy,2022-02-27 03:39:45.931,1198073.0,https://hub.docker.com/r/cupy/cupy,2022-02-25 07:09:30.024501,7.0,54446.0,1.0,25573.0,,,,,,,,,,,,,,,,,,,
61,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-03-10 08:56:01.000000,2022-03-01 15:56:42,1403.0,18.0,315,63.0,599.0,332.0,391.0,2703,Computing with Python functions.,109.0,38,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,172062.0,167171.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,22597176.0,22706332.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,7422648.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
62,xarray,pydata/xarray,data-containers,,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000,2022-03-10 14:12:21.000000,2022-03-08 14:58:07,4047.0,117.0,775,106.0,2841.0,942.0,2247.0,2431,N-D labeled arrays and datasets in Python.,366.0,38,True,2022-03-02 15:57:11.000,2022.3.0,66.0,xarray,conda-forge/xarray,,,,10808.0,9462.0,https://pypi.org/project/xarray,2022-03-02 15:57:11.000,1346.0,1090559.0,1155977.0,https://anaconda.org/conda-forge/xarray,2022-03-02 20:58:31.246,4710156.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
63,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-03-04 02:13:01.000000,2022-03-04 02:13:01,1880.0,29.0,7126,629.0,2027.0,103.0,1459.0,22030,The fastai deep learning library.,605.0,37,True,2021-10-23 07:16:08.000,2.5.3,126.0,fastai,,,,['pytorch'],288.0,,https://pypi.org/project/fastai,2021-10-23 07:16:08.000,288.0,274012.0,274012.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-03-10 09:10:48.000000,2022-03-09 15:22:35,1962.0,123.0,6733,352.0,2026.0,494.0,4830.0,18612,OpenMMLab Detection Toolbox and Benchmark.,315.0,37,True,2022-02-26 02:28:30.000,2.22.0,30.0,mmdet,,,,['pytorch'],293.0,285.0,https://pypi.org/project/mmdet,2022-02-26 03:06:59.000,8.0,42883.0,42883.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-03-10 14:07:19.000000,2022-03-10 13:54:57,30237.0,1102.0,10141,932.0,19032.0,690.0,,18321,Apache Flink Python API.,1479.0,37,True,2022-01-17 18:51:51.000,1.14.3,29.0,apache-flink,,,,,13.0,,https://pypi.org/project/apache-flink,2022-01-17 18:51:51.000,13.0,12809.0,12809.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
66,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-03-09 18:17:50.000000,2022-02-02 17:15:20,1266.0,51.0,2733,267.0,209.0,68.0,401.0,16901,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",65.0,37,True,2022-01-31 23:25:04.000,0.1-mit-weights,29.0,timm,conda-forge/timm,,,['pytorch'],2245.0,2178.0,https://pypi.org/project/timm,2022-01-17 04:57:50.000,67.0,1051784.0,1080855.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,12904.0,,,,,1.0,966486.0,,,,,,,,,,,,,,,,,,,
67,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-03-10 12:07:08.000000,2022-03-08 13:04:38,1154.0,47.0,2017,334.0,1345.0,291.0,1687.0,12198,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",140.0,37,True,2022-03-03 20:55:55.000,0.24.1,69.0,horovod,,,,,553.0,524.0,https://pypi.org/project/horovod,2022-03-03 20:55:55.000,29.0,67185.0,67185.0,,,,,,,,1.0,,stable/horovod,,,,,,,2.0,,,,,,,,,,,
68,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-03-10 09:55:36.000000,2022-03-07 08:22:50,2515.0,99.0,1565,271.0,2951.0,277.0,1250.0,11119,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",160.0,37,True,2022-02-18 09:41:45.000,2.6.1,48.0,nni,,,,,230.0,202.0,https://pypi.org/project/nni,2022-02-18 09:41:45.000,28.0,33617.0,33617.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-03-10 13:03:36.000000,2022-03-09 21:54:37,2666.0,41.0,2156,279.0,3032.0,108.0,2414.0,10855,"An open-source NLP research library, built on PyTorch.",260.0,37,True,2022-03-09 22:21:09.000,2.9.1,261.0,allennlp,conda-forge/allennlp,,,['pytorch'],2470.0,2294.0,https://pypi.org/project/allennlp,2022-03-09 22:21:09.000,176.0,48391.0,49459.0,https://anaconda.org/conda-forge/allennlp,2022-02-06 21:44:10.661,41682.0,,,,,1.0,44.0,,,,,,,,,,,,,,,,,,,
70,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2021-12-01 00:24:43.000000,2021-11-23 08:52:10,28127.0,,2509,560.0,4114.0,679.0,2086.0,9535,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15023.0,12185.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,287194.0,314589.0,https://anaconda.org/conda-forge/theano,2021-11-10 16:59:17.809,1862908.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
71,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-03-10 13:55:03.000000,2022-03-10 13:55:01,9882.0,638.0,541,80.0,3048.0,937.0,2887.0,4444,"An orchestration platform for the development, production, and observation of data assets.",191.0,37,True,2022-03-08 15:32:12.000,0.14.3,432.0,dagster,conda-forge/dagster,,,,411.0,326.0,https://pypi.org/project/dagster,2022-03-04 00:26:17.000,85.0,204366.0,220805.0,https://anaconda.org/conda-forge/dagster,2022-03-04 15:28:38.246,460315.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
72,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-03-09 06:02:05.000000,2022-03-09 06:02:03,11325.0,135.0,967,170.0,394.0,550.0,646.0,3616,Probabilistic reasoning and statistical analysis in TensorFlow.,441.0,37,True,2022-02-14 17:24:33.000,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],311.0,,https://pypi.org/project/tensorflow-probability,2022-02-14 17:03:04.000,311.0,779458.0,780822.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,50502.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
73,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-03-08 15:20:32.000000,2022-03-06 08:23:01,1552.0,48.0,682,108.0,1150.0,400.0,902.0,3037,Python tools for geographic data.,165.0,37,True,2021-10-16 06:59:55.000,0.10.2,40.0,geopandas,conda-forge/geopandas,,,['pandas'],13590.0,12500.0,https://pypi.org/project/geopandas,2021-10-16 06:59:50.000,1090.0,2205564.0,2224872.0,https://anaconda.org/conda-forge/geopandas,2021-12-01 18:19:27.710,1388733.0,,,,,1.0,1449.0,,,,,,,,,,,,,,,,,,,
74,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-03-10 13:39:41.000000,2022-03-09 19:19:00,16718.0,201.0,973,78.0,6471.0,354.0,3609.0,1855,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,280.0,37,True,2021-12-01 22:27:11.000,0.24.1,58.0,mne,conda-forge/mne,,,,1634.0,1442.0,https://pypi.org/project/mne,2021-12-01 22:27:11.000,192.0,35568.0,38610.0,https://anaconda.org/conda-forge/mne,2022-03-08 10:18:14.769,185573.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
