,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-04-04 11:45:39.000000,2024-04-03 07:55:38,19470.0,684.0,2699.0,275.0,19647.0,612.0,9857.0,26429.0,"A cloud-native vector database, storage for next generation AI applications.",268.0,41,True,2024-03-20 11:14:39.000,2.4.0-rc.1,93.0,pymilvus,,milvusdb/milvus,,,89.0,,https://pypi.org/project/pymilvus,2024-03-20 10:41:55.000,89.0,642446.0,873552.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-04-03 10:05:24.225331,43.0,12503039.0,1.0,204112.0,,,,,,,,,,,,,,,,,,
40,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-04-04 14:00:30.000000,2024-04-04 08:20:18,1361.0,70.0,2241.0,130.0,376.0,998.0,918.0,13554.0,Multilingual Sentence & Image Embeddings with BERT.,149.0,41,True,2024-03-26 09:01:26.000,2.6.1,39.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],28747.0,28747.0,https://pypi.org/project/sentence-transformers,,,3957962.0,3962939.0,https://anaconda.org/conda-forge/sentence-transformers,2024-03-26 11:59:18.003,214052.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
41,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-04-02 01:07:10.000000,2024-04-02 01:07:09,9247.0,103.0,1130.0,137.0,5424.0,234.0,4371.0,13058.0,ML Experiments and Data Management with Git.,292.0,41,True,2024-03-26 08:40:01.000,3.49.0,521.0,dvc,conda-forge/dvc,,,,14142.0,14045.0,https://pypi.org/project/dvc,2024-03-26 08:40:01.000,97.0,482758.0,524714.0,https://anaconda.org/conda-forge/dvc,2024-03-26 09:56:58.374,1777386.0,,,,,1.0,43141.0,,,,,,,,dvc,dvc,dvc,,,,,,,,
42,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-04-04 08:17:12.401000,2024-04-03 23:26:02,8254.0,20.0,3306.0,478.0,701.0,51.0,2131.0,12959.0,A toolkit for making real world machine learning and data analysis applications in C++.,193.0,41,False,2024-04-03 23:33:43.000,19.24.4,37.0,dlib,conda-forge/dlib,,,,26810.0,26007.0,https://pypi.org/project/dlib,2024-04-03 23:33:43.000,803.0,439033.0,453773.0,https://anaconda.org/conda-forge/dlib,2024-04-04 08:17:12.401,667059.0,,,,,2.0,25409.0,,,,,,,,,,,,,,,,,,
43,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-04-02 19:17:33.000000,2024-02-25 13:25:28,1189.0,46.0,2142.0,237.0,540.0,185.0,1128.0,11663.0,Download market data from Yahoo! Finances API.,108.0,41,True,2024-02-25 13:35:19.000,0.2.37,109.0,yfinance,ranaroussi/yfinance,,,,36012.0,35675.0,https://pypi.org/project/yfinance,2024-02-25 13:35:19.000,337.0,1832605.0,1835281.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,88332.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
44,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-03-30 18:57:22.082000,2024-03-30 16:57:26,3656.0,39.0,724.0,140.0,1349.0,162.0,1768.0,8863.0,Declarative statistical visualization library for Python.,163.0,41,True,2024-03-30 15:36:52.000,5.3.0,28.0,altair,conda-forge/altair,,,,119295.0,119295.0,https://pypi.org/project/altair,,,22914904.0,22992750.0,https://anaconda.org/conda-forge/altair,2024-03-30 18:57:22.082,2179671.0,,,,,1.0,119.0,,,,,,,,,,,,,,,,,,
45,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-04-04 00:40:59.000000,2024-04-03 18:15:35,9812.0,97.0,1905.0,225.0,3887.0,253.0,2998.0,8113.0,Bayesian Modeling and Probabilistic Programming in Python.,484.0,41,True,2024-03-28 18:52:49.000,5.12.0,80.0,pymc3,conda-forge/pymc3,,,,3237.0,2987.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,883096.0,889251.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,552537.0,,,,,1.0,1936.0,,,,,,,,,,,,,,,,,,
46,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-04-04 05:55:06.000000,2024-04-04 05:55:05,6291.0,252.0,600.0,54.0,4242.0,866.0,2190.0,8102.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,175.0,41,True,2024-04-03 20:37:46.000,0.16.6,271.0,wandb,conda-forge/wandb,,,,42660.0,41881.0,https://pypi.org/project/wandb,2024-04-03 20:08:57.000,779.0,12592733.0,12603215.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,471725.0,,,,,1.0,,wandb/wandb,,,,,,,,,,,,,,,,,
47,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-04-04 14:30:57.000000,2024-04-04 14:30:57,9549.0,4275.0,797.0,49.0,895.0,456.0,1461.0,7321.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",167.0,41,True,2024-04-04 04:40:27.000,1.34.25,736.0,litellm,,,,others,1410.0,1323.0,https://pypi.org/project/litellm,2024-04-04 04:29:06.000,87.0,495056.0,495111.0,,,,,,,,1.0,110.0,,,,,,,,,,,,,,,,,,
48,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-04-04 10:18:52.000000,2024-04-04 10:18:52,13895.0,104.0,2189.0,186.0,4380.0,767.0,2058.0,5845.0,Image processing in Python.,657.0,41,False,2023-10-03 21:36:37.000,0.22.0,61.0,scikit-image,conda-forge/scikit-image,,,,186222.0,175571.0,https://pypi.org/project/scikit-image,2024-04-04 03:45:25.000,10651.0,13962326.0,14094127.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6062848.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
49,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-02-23 04:21:13.000000,2023-01-30 18:15:21,1757.0,,8542.0,1062.0,1450.0,87.0,1719.0,33789.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,54370.0,51655.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2715.0,534859.0,540467.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,269196.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
50,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-03-29 10:31:13.000000,2024-03-21 15:05:22,32610.0,18.0,4375.0,348.0,6350.0,3.0,6641.0,17847.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2024-03-04 17:27:13.000,3.6.19,100.0,rasa,,,,['tensorflow'],4062.0,4062.0,https://pypi.org/project/rasa,,,134866.0,134866.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
51,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-03-25 08:13:19.000000,2024-01-29 09:04:39,14509.0,1.0,2723.0,468.0,1455.0,246.0,1513.0,12967.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,40,True,,,17.0,nltk,conda-forge/nltk,,,,262672.0,262672.0,https://pypi.org/project/nltk,,,18324069.0,18350775.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2457007.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
52,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-04-04 14:33:50.000000,2024-04-04 14:33:49,1365.0,145.0,762.0,97.0,1306.0,128.0,1194.0,6834.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",236.0,40,True,2024-03-12 16:58:44.000,0.28.0,44.0,accelerate,conda-forge/accelerate,,,['pytorch'],31675.0,31037.0,https://pypi.org/project/accelerate,2024-03-12 15:54:38.000,638.0,7628795.0,7632560.0,https://anaconda.org/conda-forge/accelerate,2024-03-13 13:00:50.817,112968.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-04-04 07:31:48.000000,2024-04-04 07:31:48,1912.0,56.0,884.0,106.0,1580.0,454.0,1207.0,4141.0,Python tools for geographic data.,222.0,40,True,2024-01-31 19:22:01.000,0.14.3,52.0,geopandas,conda-forge/geopandas,,,['pandas'],35147.0,33171.0,https://pypi.org/project/geopandas,2024-01-31 19:21:57.000,1976.0,6284658.0,6360299.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3478331.0,,,,,1.0,2470.0,,,,,,,,,,,,,,,,,,
54,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-04-04 02:12:39.000000,2024-04-04 02:12:33,3603.0,148.0,1082.0,133.0,2933.0,274.0,1174.0,2029.0,A library for training and deploying machine learning models on Amazon SageMaker.,433.0,40,True,2024-04-04 02:12:39.000,2.214.3,577.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3879.0,3782.0,https://pypi.org/project/sagemaker,2024-04-04 02:12:39.000,97.0,28108064.0,28124429.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-04-01 18:42:13.016,720079.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
55,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-04-04 13:31:06.000000,2024-04-04 13:31:05,5740.0,94.0,702.0,55.0,4974.0,1504.0,2323.0,1535.0,A distributed task scheduler for Dask.,323.0,40,True,2024-04-01 19:43:02.000,2024.4.0,225.0,distributed,conda-forge/distributed,,,,34888.0,33547.0,https://pypi.org/project/distributed,2024-04-01 19:43:02.000,1341.0,3450446.0,3732386.0,https://anaconda.org/conda-forge/distributed,2024-04-01 23:40:44.225,13251196.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
56,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-04-04 14:29:00.000000,2024-04-03 17:36:56,1049.0,107.0,3345.0,474.0,899.0,448.0,1914.0,27743.0,A library for efficient similarity search and clustering of dense vectors.,165.0,39,True,2024-03-20 10:41:55.000,2.4.0,93.0,pymilvus,conda-forge/faiss,,,,3621.0,3532.0,https://pypi.org/project/pymilvus,2024-03-20 10:41:55.000,89.0,642446.0,665115.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1065488.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
57,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-03-07 16:39:48.000000,2024-03-04 02:10:25,2754.0,13.0,7495.0,610.0,2219.0,208.0,1586.0,25529.0,The fastai deep learning library.,665.0,39,True,2024-02-01 00:30:31.000,2.7.14,148.0,fastai,,,,['pytorch'],17073.0,16722.0,https://pypi.org/project/fastai,2024-02-01 00:30:31.000,351.0,371192.0,371192.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
58,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-04-03 08:50:57.000000,2024-02-08 02:27:50,4512.0,3.0,4171.0,434.0,1689.0,382.0,1450.0,15164.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,57586.0,57586.0,https://pypi.org/project/gensim,,,5081213.0,5114227.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1219887.0,,,,,1.0,4556.0,piskvorky/gensim,,,,,,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-04-03 23:16:05.000000,2024-04-03 09:04:14,4035.0,203.0,2943.0,169.0,4626.0,479.0,2253.0,12940.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",289.0,39,True,2024-03-06 03:29:59.000,2.1.0,451.0,dgl,,,,,309.0,220.0,https://pypi.org/project/dgl,2024-03-05 07:16:21.000,89.0,90523.0,90523.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
60,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-04-04 05:41:01.000000,2024-04-04 05:41:00,17443.0,564.0,940.0,118.0,3475.0,92.0,1517.0,9524.0,A hyperparameter optimization framework.,263.0,39,False,2024-04-01 06:02:58.000,3.6.1,64.0,optuna,conda-forge/optuna,,,,13455.0,13455.0,https://pypi.org/project/optuna,,,2322227.0,2338784.0,https://anaconda.org/conda-forge/optuna,2024-03-29 06:40:40.525,761666.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
61,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-04-04 08:46:09.000000,2024-04-04 08:46:00,47685.0,534.0,1130.0,192.0,381.0,488.0,1741.0,7702.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1223.0,39,True,2024-02-23 14:10:41.000,1.2.3,85.0,catboost,conda-forge/catboost,,,,13.0,13.0,https://pypi.org/project/catboost,,,2153096.0,2191689.0,https://anaconda.org/conda-forge/catboost,2024-02-24 13:08:44.587,1460159.0,,,,,2.0,235442.0,,,,,,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-04-04 09:41:14.000000,2024-04-03 14:12:11,4428.0,281.0,1265.0,101.0,3627.0,790.0,1434.0,7350.0,A unified framework for machine learning with time series.,347.0,39,True,2024-03-28 01:36:35.000,0.28.0,65.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2505.0,2435.0,https://pypi.org/project/sktime,2024-03-28 01:36:35.000,70.0,859650.0,888096.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-03-28 10:15:16.543,938704.0,,,,,1.0,86.0,sktime/sktime,,,,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-04-04 14:14:45.000000,2024-04-04 14:10:48,1810.0,35.0,2202.0,164.0,829.0,86.0,1004.0,6642.0,Python Data. Leaflet.js Maps.,166.0,39,True,2024-02-29 08:58:17.000,0.16.0,31.0,folium,conda-forge/folium,,,,36591.0,35739.0,https://pypi.org/project/folium,2024-02-29 08:58:17.000,852.0,992039.0,1058937.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2609028.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
64,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-04-04 12:32:27.000000,2024-04-02 19:20:43,17904.0,108.0,1302.0,83.0,7772.0,512.0,4268.0,2533.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,368.0,39,True,2024-01-16 18:38:53.000,1.6.1,77.0,mne,conda-forge/mne,,,,3968.0,3666.0,https://pypi.org/project/mne,2024-01-16 18:38:53.000,302.0,103973.0,111453.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,351588.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
65,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-04-04 14:05:15.000000,2024-04-04 14:05:09,40417.0,986.0,26570.0,2031.0,45849.0,,,38185.0,Apache Spark Python API.,3046.0,38,True,,,34.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,30309419.0,30375818.0,https://anaconda.org/conda-forge/pyspark,2024-03-03 13:07:40.821,3054363.0,,,,,2.0,,,,,,,,stable/spark,,,,-7.0,,,,,,,
66,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-04-03 17:31:13.000000,2024-04-01 07:22:11,6142.0,18.0,7175.0,431.0,2861.0,1207.0,7587.0,37913.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",195.0,38,True,2024-03-29 09:49:07.000,2.7.5,44.0,paddleocr,,,,['paddle'],2452.0,2406.0,https://pypi.org/project/paddleocr,2024-03-29 09:49:07.000,46.0,203266.0,203266.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
67,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-04-04 06:44:00.000000,2024-02-05 13:23:18,2706.0,5.0,8295.0,371.0,3131.0,1344.0,6656.0,27543.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,38,True,2024-01-05 06:24:15.000,3.3.0,53.0,mmdet,,,,['pytorch'],2336.0,2336.0,https://pypi.org/project/mmdet,,,217897.0,217897.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
68,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6523.0,1071.0,11124.0,1805.0,7758.0,20711.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,False,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],7144.0,7144.0,https://pypi.org/project/mxnet,,,568079.0,568500.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10675.0,,,,,2.0,26725.0,apache/mxnet,,,,,,,,,,,,,,,,,
69,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-04-03 07:57:21.000000,2024-04-03 07:57:20,8536.0,27.0,2157.0,206.0,4170.0,13.0,1921.0,19853.0,Build multimodal AI applications with cloud-native stack.,176.0,38,True,2024-04-02 13:05:38.000,3.25.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1707.0,1707.0,https://pypi.org/project/jina,,,29243.0,57298.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60406.0,https://hub.docker.com/r/jinaai/jina,2024-04-02 13:15:00.605102,8.0,1305375.0,2.0,,,,,,,,,,,,,,,,,,,
70,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-04-04 11:34:22.000000,2024-04-02 10:26:52,3829.0,62.0,6699.0,406.0,5218.0,775.0,2356.0,15310.0,"Datasets, Transforms and Models specific to Computer Vision.",582.0,38,True,2024-03-28 15:37:14.000,0.17.2,40.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,,,10825588.0,10853394.0,https://anaconda.org/conda-forge/torchvision,2024-02-26 00:12:18.834,1012391.0,,,,,1.0,37398.0,,,,,,,,,,,-4.0,,,,,,,
71,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-04-03 19:03:07.000000,2024-04-03 19:03:04,833.0,47.0,1558.0,129.0,715.0,395.0,471.0,13324.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,139.0,38,True,2024-04-03 01:50:38.000,1.4.3,21.0,albumentations,conda-forge/albumentations,,,['pytorch'],22025.0,22025.0,https://pypi.org/project/albumentations,,,1573223.0,1576704.0,https://anaconda.org/conda-forge/albumentations,2024-03-05 20:01:04.905,156660.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
72,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2024-04-02 22:21:25.000000,2024-03-29 12:18:31,4810.0,129.0,4872.0,383.0,693.0,583.0,1336.0,12123.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",199.0,38,False,2024-02-24 10:01:09.000,2.7.0,58.0,glfw,conda-forge/glfw,,,,1525.0,1324.0,https://pypi.org/project/glfw,2024-02-24 10:01:09.000,201.0,237566.0,276344.0,https://anaconda.org/conda-forge/glfw,2024-02-24 15:41:47.790,186503.0,,,,,1.0,3692016.0,,,,,,,,,,,,,,,,,,
73,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-04-04 14:14:24.000000,2024-04-03 17:31:22,2715.0,91.0,903.0,127.0,1831.0,247.0,634.0,9283.0,Geometric Computer Vision Library for Spatial AI.,256.0,38,True,2024-03-14 09:13:46.000,0.7.2,38.0,kornia,conda-forge/kornia,,,['pytorch'],9106.0,9106.0,https://pypi.org/project/kornia,,,2029188.0,2032142.0,https://anaconda.org/conda-forge/kornia,2024-02-20 17:25:27.727,117562.0,,,,,1.0,1025.0,,,,,,,,,,,,,,,,,,
74,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-03-27 18:13:02.000000,2024-03-04 05:00:38,5194.0,105.0,1728.0,131.0,984.0,338.0,1925.0,8350.0,"An open-source, low-code machine learning library in Python.",134.0,38,True,2024-02-20 04:09:05.000,3.3.0,96.0,pycaret,conda-forge/pycaret,,,,5369.0,5351.0,https://pypi.org/project/pycaret,2024-02-20 04:08:49.000,18.0,314178.0,315177.0,https://anaconda.org/conda-forge/pycaret,2024-03-10 21:35:37.045,43329.0,,,,,2.0,683.0,,,,,,,,,,,,,,,,,,
75,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-04-03 15:16:29.000000,2024-04-02 07:51:14,1764.0,16.0,683.0,117.0,572.0,104.0,799.0,8309.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-02-12 02:35:06.000,0.15.2,84.0,tokenizers,conda-forge/tokenizers,,,,68714.0,68714.0,https://pypi.org/project/tokenizers,,,21237594.0,21271010.0,https://anaconda.org/conda-forge/tokenizers,2024-02-12 11:07:11.714,1503743.0,,,,,1.0,47.0,,,,,,,,,,,,,,,,,,
