,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-12-22 12:01:47.000000,2022-12-22 12:01:46,8240.0,268.0,1010,137.0,4427.0,657.0,3409.0,10816,Data Version Control | Git for Data & Models | ML Experiments Management.,276.0,41,True,2022-12-15 07:19:01.084,2.38.1,397.0,dvc,conda-forge/dvc,,114299.0,1701711.0,5738.0,5691.0,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1663105.0,https://anaconda.org/conda-forge/dvc,2022-12-16 11:26:34.758,1359763.0,1.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,,,,,,
40,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-12-22 09:29:31.000000,2022-12-15 00:15:04,2600.0,64.0,7319,610.0,2148.0,131.0,1563.0,23137,The fastai deep learning library.,647.0,40,True,2022-11-02 03:05:36.811,2.7.10,144.0,fastai,,['pytorch'],,349774.0,12181.0,11880.0,https://pypi.org/project/fastai,2022-07-04 04:05:22.000,301.0,349774.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
41,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-12-22 00:22:42.000000,2022-12-17 15:12:48,6518.0,97.0,1816,409.0,868.0,724.0,725.0,17843,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",132.0,40,True,2022-12-12 16:06:19.000,2.7.1,156.0,dash,conda-forge/dash,,,999384.0,39725.0,38508.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1217.0,985794.0,https://anaconda.org/conda-forge/dash,2022-12-13 01:45:25.956,747474.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-12-22 14:25:56.000000,2022-12-22 11:43:08,8126.0,230.0,1992,183.0,3751.0,40.0,1721.0,16960,Build multimodal AI services via cloud native technologies Neural Search Generative AI Cloud Native.,161.0,40,True,2022-12-21 13:00:10.156,3.13.1,2198.0,jina,conda-forge/jina-core,,,93834.0,424.0,422.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,57283.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,34265.0,2.0,,,,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2022-12-22 14:14:31.526543,7.0,1165088.0,,,,,,,,,
43,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-12-22 10:36:23.000000,2022-12-22 07:26:05,14755.0,740.0,785,120.0,2846.0,99.0,1238.0,7323,A hyperparameter optimization framework.,221.0,40,True,2022-12-19 08:03:02.691,3.0.5,55.0,optuna,conda-forge/optuna,,,1735186.0,5249.0,5009.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,240.0,1725318.0,https://anaconda.org/conda-forge/optuna,2022-12-20 01:55:52.642,365142.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-12-21 19:36:43.000000,2022-12-20 18:23:25,9313.0,224.0,1711,225.0,3404.0,169.0,2753.0,7193,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with PyTensor.,429.0,40,True,2022-12-21 09:52:07.000,5.0.1,52.0,pymc3,conda-forge/pymc3,,1905.0,378874.0,1210.0,972.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,372365.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,480274.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
45,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-12-22 14:08:54.000000,2022-12-22 14:08:50,26381.0,2439.0,1059,192.0,320.0,451.0,1483.0,6851,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1038.0,40,True,2022-11-01 19:55:14.000,1.1.1,105.0,catboost,conda-forge/catboost,,107178.0,2266115.0,238.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,238.0,2242618.0,https://anaconda.org/conda-forge/catboost,2022-11-01 21:17:44.021,1198788.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
46,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-12-22 13:06:25.000000,2022-12-21 18:54:41,5102.0,186.0,666,59.0,4237.0,1311.0,2066.0,1431,A distributed task scheduler for Dask.,302.0,40,True,2022-12-16 22:19:04.075,2022.12.1,191.0,distributed,conda-forge/distributed,,,4477319.0,27363.0,26178.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1185.0,4363247.0,https://anaconda.org/conda-forge/distributed,2022-12-16 23:06:36.734,9011719.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-12-17 05:50:36.000000,2022-12-15 04:43:12,1637.0,112.0,3764,293.0,288.0,88.0,562.0,22612,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",89.0,39,True,2022-11-23 22:11:26.000,0.6.12,37.0,timm,conda-forge/timm,['pytorch'],2650936.0,1457398.0,6680.0,6574.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1394356.0,https://anaconda.org/conda-forge/timm,2022-11-24 16:33:10.061,40400.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
48,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-12-21 16:18:59.000000,2022-12-21 10:18:02,1206.0,95.0,1416,149.0,578.0,136.0,496.0,9958,Create HTML profiling reports from pandas DataFrame objects.,106.0,39,True,2022-12-21 10:26:04.986,3.6.0,36.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1022514.0,10285.0,10121.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,1018312.0,https://anaconda.org/conda-forge/pandas-profiling,2022-11-23 13:57:11.205,319368.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-12-22 14:00:11.000000,2022-12-20 11:57:04,724.0,244.0,1745,211.0,333.0,445.0,467.0,8296,Download market data from Yahoo! Finances API.,69.0,39,True,2022-12-20 20:54:02.999,0.1.96,65.0,yfinance,ranaroussi/yfinance,,,533127.0,15864.0,15721.0,https://pypi.org/project/yfinance,2022-06-16 15:33:16.000,143.0,529205.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,66679.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
50,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-12-21 23:18:30.000000,2022-12-19 19:18:38,3332.0,78.0,695,150.0,1052.0,253.0,1445.0,7954,Declarative statistical visualization library for Python.,147.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,8795553.0,40587.0,40243.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,8775817.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1519687.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-12-21 17:05:59.000000,2022-12-21 17:05:59,1621.0,93.0,2156,166.0,718.0,45.0,914.0,6026,Python Data. Leaflet.js Maps.,147.0,39,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,995771.0,20700.0,20025.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,675.0,977727.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1461596.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-12-22 12:37:09.000000,2022-12-22 12:35:58,5959.0,223.0,5602,404.0,2430.0,1349.0,4866.0,27281,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",142.0,38,True,2022-08-24 09:04:27.000,2.6.0,34.0,paddleocr,,['paddle'],,42127.0,1031.0,1022.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,42127.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-12-22 08:43:32.000000,2022-11-23 14:23:53,2162.0,25.0,8179,362.0,2632.0,616.0,6070.0,22454,OpenMMLab Detection Toolbox and Benchmark.,377.0,38,True,2022-11-23 15:04:00.847,2.26.0,43.0,mmdet,,['pytorch'],,94912.0,797.0,787.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,94912.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
54,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-12-20 14:07:03.000000,2022-06-16 14:46:20,2277.0,,2671,259.0,501.0,1498.0,625.0,18203,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:31:04.000,0.41.0,95.0,shap,conda-forge/shap,,,6675043.0,8054.0,7779.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,275.0,6642520.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1691227.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
55,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-12-22 13:57:17.000000,2022-12-22 10:24:54,6124.0,294.0,2997,246.0,1435.0,687.0,2220.0,16406,Graph Neural Network Library for PyTorch.,353.0,38,True,2022-12-01 07:31:52.000,2.2.0,36.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,100726.0,50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,100213.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-12-16 09:30:37.218,14884.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-12-22 11:38:37.575010,2022-12-22 09:47:27,16267.0,714.0,1905,307.0,13691.0,301.0,6407.0,14534,Vector database for scalable similarity search and AI applications.,229.0,38,True,2022-12-22 11:00:02.000,2.2.2,100.0,pymilvus,,,24404.0,265151.0,17.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,198217.0,,,,1.0,,,,,,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2022-12-22 11:38:37.575010,23.0,2515301.0,,,,,,,,,
57,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-12-20 15:03:03.000000,2022-12-20 15:03:00,4945.0,167.0,1960,206.0,1008.0,97.0,1930.0,12313,A very simple framework for state-of-the-art Natural Language Processing (NLP).,237.0,38,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,99676.0,1849.0,1773.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,99162.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,14929.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-12-16 03:15:29.000000,2022-12-16 03:15:18,8137.0,14.0,3152,472.0,596.0,42.0,2059.0,11604,A toolkit for making real world machine learning and data analysis applications in C++.,180.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,25107.0,133727.0,17916.0,17147.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,126576.0,https://anaconda.org/conda-forge/dlib,2022-12-03 02:02:47.387,515490.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-12-20 16:49:55.000000,2022-12-20 16:49:55,28132.0,5.0,2509,550.0,4116.0,679.0,2086.0,9636,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,286025.0,16080.0,13242.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,256604.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2265480.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-12-22 14:12:38.000000,2022-12-22 04:14:00,26386.0,516.0,642,128.0,5421.0,451.0,1437.0,6548,NumPy & SciPy for GPU.,321.0,38,True,2022-12-08 08:31:27.000,11.4.0,126.0,cupy,conda-forge/cupy,,51113.0,77296.0,1473.0,1308.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,16607.0,https://anaconda.org/conda-forge/cupy,2022-12-09 05:33:36.626,2241229.0,1.0,,,13.0,,,,,,,,,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2022-12-08 08:45:08.632665,8.0,55806.0,,,,,,,,,
61,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-12-22 09:54:17.000000,2022-12-19 21:08:08,2151.0,77.0,497,82.0,670.0,169.0,811.0,3110,Manipulation and analysis of geometric objects.,141.0,38,True,2022-12-12 13:18:01.253,2.0.0,115.0,shapely,conda-forge/shapely,,362.0,9437049.0,36527.0,36527.0,https://pypi.org/project/shapely,2022-08-03 10:59:58.000,,9377277.0,https://anaconda.org/conda-forge/shapely,2022-12-12 15:00:24.005,5138286.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-12-21 22:06:30.000000,2022-12-17 13:15:02,3647.0,48.0,490,152.0,1004.0,158.0,1488.0,1860,Rasterio reads and writes geospatial raster datasets.,140.0,38,True,2022-11-17 03:51:43.000,1.3.4,144.0,rasterio,conda-forge/rasterio,,763.0,957901.0,6876.0,6075.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,933592.0,https://anaconda.org/conda-forge/rasterio,2022-11-17 03:45:10.234,1968425.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
63,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-12-20 16:23:03.000000,2022-12-19 02:44:40,1443.0,25.0,235,31.0,419.0,72.0,434.0,1172,Python library for reading and writing image data.,95.0,38,True,2022-12-19 02:46:04.879,2.23.0,69.0,imageio,conda-forge/imageio,,425.0,11508262.0,77409.0,74760.0,https://pypi.org/project/imageio,2022-05-30 03:37:43.000,2649.0,11450826.0,https://anaconda.org/conda-forge/imageio,2022-12-20 10:42:11.759,4077417.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
64,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-12-22 14:07:45.000000,2022-12-22 14:07:45,32454.0,515.0,11484,950.0,21539.0,924.0,,20354,Apache Flink Python API.,1668.0,37,True,2022-10-26 10:00:15.052,1.16.0,37.0,apache-flink,,,,63489.0,16.0,,https://pypi.org/project/apache-flink,2022-07-05 17:28:53.000,16.0,63489.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-12-14 17:44:16.000000,2022-12-10 09:53:59,1276.0,32.0,2142,332.0,1499.0,343.0,1775.0,12902,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",163.0,37,True,2022-10-14 08:23:01.251,0.26.1,74.0,horovod,,,,86467.0,755.0,725.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,86467.0,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,,,,,,,
66,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-12-22 14:14:04.000000,2022-12-22 08:49:29,2687.0,205.0,2648,174.0,3106.0,345.0,1691.0,10892,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",240.0,37,True,2022-09-20 07:13:00.000,0.9.1,441.0,dgl,,,,35133.0,92.0,46.0,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,46.0,35133.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-12-15 23:13:36.000000,2022-10-10 15:42:36,1084.0,5.0,1305,247.0,623.0,273.0,980.0,9925,Video editing with Python.,152.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,1306106.0,20792.0,20010.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,782.0,1303832.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,147822.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-12-20 07:45:57.000000,2022-12-18 19:41:05,4290.0,194.0,1522,124.0,799.0,260.0,1603.0,6679,"An open-source, low-code machine learning library in Python.",107.0,37,True,2022-04-10 22:13:37.000,2.3.10,84.0,pycaret,conda-forge/pycaret,,619.0,822833.0,2965.0,2952.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,821921.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,24951.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
69,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-12-22 07:18:16.000000,2022-12-22 03:36:31,4957.0,135.0,385,38.0,2529.0,573.0,1580.0,5088,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,135.0,37,True,2022-12-14 19:49:33.469,0.13.7,241.0,wandb,conda-forge/wandb,,,1464149.0,14721.0,14450.0,https://pypi.org/project/wandb,2022-07-05 19:33:55.000,271.0,1459455.0,https://anaconda.org/conda-forge/wandb,2022-12-15 01:26:32.610,136127.0,1.0,,,,,,,,,,,,,,,,,wandb/wandb,,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-12-21 22:27:41.000000,2022-12-21 22:27:40,11733.0,84.0,1040,172.0,426.0,600.0,706.0,3825,Probabilistic reasoning and statistical analysis in TensorFlow.,462.0,37,True,2022-12-06 22:34:10.000,0.19.0,45.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,771156.0,338.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,338.0,769306.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-12-07 15:29:11.499,85115.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
71,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-12-22 14:30:53.000000,2022-12-21 20:55:30,17259.0,111.0,1141,82.0,7049.0,459.0,3900.0,2093,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,324.0,37,True,2022-12-02 21:38:21.866,1.2.3,68.0,mne,conda-forge/mne,,,50029.0,2281.0,2059.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,222.0,46360.0,https://anaconda.org/conda-forge/mne,2022-12-03 01:59:22.463,256849.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
72,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-12-22 09:47:56.000000,2022-12-21 23:19:26,2813.0,145.0,905,131.0,2252.0,444.0,752.0,1749,A library for training and deploying machine learning models on Amazon SageMaker.,309.0,37,True,2022-12-19 18:31:55.385,2.125.0,468.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,17682397.0,1907.0,1855.0,https://pypi.org/project/sagemaker,2022-07-05 18:31:54.000,52.0,17669039.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-11-03 16:48:39.476,494264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2022-12-21 13:58:04.000000,2022-12-21 13:55:55,1438.0,49.0,188,30.0,603.0,22.0,511.0,830,Python interface to PROJ (cartographic projections and coordinate transformations library).,58.0,37,True,2022-12-13 02:06:03.231,3.4.1,50.0,pyproj,conda-forge/pyproj,,,5002112.0,18900.0,17186.0,https://pypi.org/project/pyproj,2022-04-22 02:02:50.000,1714.0,4943651.0,https://anaconda.org/conda-forge/pyproj,2022-12-13 11:47:16.815,4910748.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6616,1290.0,164.0,651.0,212.0,29725,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,662992.0,17976.0,16417.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1559.0,661119.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,127398.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
75,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-12-22 04:59:59.000000,2022-12-20 18:34:07,2278.0,40.0,5101,357.0,1225.0,845.0,2932.0,20374,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,412.0,36,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],280.0,59616.0,1122.0,1083.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,58830.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,22671.0,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,
