,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-02-15 08:16:51.000000,2024-02-15 03:18:30,9186.0,120.0,1146.0,137.0,5376.0,519.0,4065.0,12881.0,ML Experiments Management with Git.,290.0,41,True,2024-02-09 00:19:07.000,3.44.0,512.0,dvc,conda-forge/dvc,,,,12886.0,12792.0,https://pypi.org/project/dvc,779418.0,823216.0,https://anaconda.org/conda-forge/dvc,2024-02-09 02:01:19.112,1766422.0,,,,,1.0,43844.0,2024-02-09 00:19:07.000,94.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
40,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-02-04 17:03:58.000000,2024-02-04 17:03:57,3622.0,25.0,778.0,141.0,1321.0,175.0,1745.0,8712.0,Declarative statistical visualization library for Python.,161.0,41,True,2023-11-28 06:23:39.000,5.2.0,39.0,altair,conda-forge/altair,,,,107369.0,106702.0,https://pypi.org/project/altair,18947992.0,19030249.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2138659.0,,,,,1.0,102.0,2023-11-28 05:41:35.000,667.0,,,,,,,,,,,,,,,,,,
41,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-02-15 13:20:26.000000,2024-02-09 08:34:28,13803.0,28.0,2120.0,186.0,4350.0,535.0,2044.0,5772.0,Image processing in Python.,649.0,41,False,2023-10-03 21:36:37.000,0.22.0,23.0,scikit-image,conda-forge/scikit-image,,,,169890.0,169890.0,https://pypi.org/project/scikit-image,15272547.0,15407791.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5950776.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-02-15 09:55:54.000000,2024-02-14 03:22:29,7244.0,175.0,2034.0,419.0,1025.0,818.0,860.0,20112.0,Data Apps & Dashboards for Python. No JavaScript Required.,146.0,40,True,2024-01-31 18:19:00.000,2.15.0,175.0,dash,conda-forge/dash,,,,59734.0,58265.0,https://pypi.org/project/dash,2581175.0,2608324.0,https://anaconda.org/conda-forge/dash,2024-02-01 06:48:09.240,1194531.0,,,,,1.0,70.0,2024-01-31 18:15:05.000,1469.0,,,,,,,,,,,,,,,,,,
43,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-02-15 10:25:09.000000,2024-02-15 10:11:57,1323.0,88.0,2254.0,126.0,333.0,1006.0,898.0,13114.0,Multilingual Sentence & Image Embeddings with BERT.,139.0,40,True,2024-01-30 19:43:59.000,2.3.1,45.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],25186.0,24487.0,https://pypi.org/project/sentence-transformers,3643673.0,3648559.0,https://anaconda.org/conda-forge/sentence-transformers,2024-01-31 01:17:33.880,200348.0,,,,,1.0,,2024-01-30 19:39:08.000,699.0,,,,,,,,,,,,,,,,,,
44,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-02-14 23:43:02.000000,2024-02-11 13:47:36,1174.0,85.0,2128.0,235.0,532.0,183.0,1059.0,11278.0,Download market data from Yahoo! Finances API.,106.0,40,True,2024-01-21 18:12:42.000,0.2.36,108.0,yfinance,ranaroussi/yfinance,,,,33595.0,33270.0,https://pypi.org/project/yfinance,1549797.0,1552577.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,86193.0,,,,,1.0,,2024-01-21 18:12:42.000,325.0,,,,,,,,,,,,,,,,,,
45,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-02-14 10:23:42.000000,2024-02-13 18:47:17,9756.0,72.0,1929.0,227.0,3835.0,263.0,2977.0,8023.0,Bayesian Modeling and Probabilistic Programming in Python.,480.0,40,True,2024-02-14 10:23:42.000,5.10.4,78.0,pymc3,conda-forge/pymc3,,,,2995.0,2745.0,https://pypi.org/project/pymc3,722631.0,728896.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,549909.0,,,,,1.0,1936.0,2022-03-15 10:10:19.000,250.0,,,,,,,,,,,,,,,,,,
46,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-02-15 12:26:03.000000,2024-02-15 01:20:41,6124.0,170.0,598.0,56.0,4023.0,839.0,2140.0,7840.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,174.0,40,True,2024-02-06 18:50:34.000,0.16.3,268.0,wandb,conda-forge/wandb,,,,39134.0,38407.0,https://pypi.org/project/wandb,11525351.0,11535900.0,https://anaconda.org/conda-forge/wandb,2024-02-06 19:13:02.985,453612.0,,,,,1.0,,2024-02-06 18:26:24.000,727.0,,wandb/wandb,,,,,,,,,,,,,,,,
47,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-02-15 14:30:42.000000,2024-02-14 19:38:01,1288.0,124.0,731.0,96.0,1228.0,116.0,1112.0,6505.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",220.0,40,True,2024-02-13 15:16:50.000,0.27.2,43.0,accelerate,conda-forge/accelerate,,,['pytorch'],26538.0,25973.0,https://pypi.org/project/accelerate,8793869.0,8797528.0,https://anaconda.org/conda-forge/accelerate,2024-02-09 18:05:07.779,102457.0,,,,,1.0,,2024-02-13 15:16:50.000,565.0,,,,,,,,,,,,,,,,,,
48,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-02-13 11:08:49.000000,2024-02-13 11:08:48,1883.0,55.0,914.0,106.0,1543.0,440.0,1188.0,4062.0,Python tools for geographic data.,218.0,40,True,2024-01-31 19:22:01.000,0.14.3,52.0,geopandas,conda-forge/geopandas,,,['pandas'],33204.0,31308.0,https://pypi.org/project/geopandas,5981274.0,6058602.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3401315.0,,,,,1.0,2441.0,2024-01-31 19:21:57.000,1896.0,,,,,,,,,,,,,,,,,,
49,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-02-15 00:37:08.000000,2024-02-14 16:53:48,3510.0,158.0,1115.0,133.0,2833.0,267.0,1156.0,2009.0,A library for training and deploying machine learning models on Amazon SageMaker.,425.0,40,True,2024-02-06 22:33:33.000,2.207.1,568.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3681.0,3589.0,https://pypi.org/project/sagemaker,25600002.0,25616974.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-02-13 23:51:46.957,712857.0,,,,,1.0,,2024-02-06 22:33:33.000,92.0,,,,,,,,,,,,,,,,,,
50,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-02-15 14:03:57.000000,2024-02-15 14:00:13,5688.0,87.0,705.0,55.0,4919.0,1482.0,2301.0,1519.0,A distributed task scheduler for Dask.,323.0,40,True,2024-02-09 23:11:22.000,2024.2.0,221.0,distributed,conda-forge/distributed,,,,34101.0,32771.0,https://pypi.org/project/distributed,4465901.0,4754800.0,https://anaconda.org/conda-forge/distributed,2024-02-10 00:54:34.054,13000473.0,,,,,1.0,,2024-02-09 23:11:22.000,1330.0,,,,,,,,,,,,,,,,,,
51,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-10-22 22:49:37.000000,2023-01-30 18:15:21,1757.0,,8561.0,1065.0,1449.0,76.0,1717.0,33518.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,52824.0,50121.0,https://pypi.org/project/gym,660538.0,666297.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,264944.0,,,,,1.0,,2023-07-20 15:30:49.667,2703.0,,,,,,,,,,,,,,,,,,
52,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-02-11 05:11:59.000000,2024-02-05 13:23:18,2706.0,18.0,9142.0,373.0,3116.0,1395.0,6631.0,27016.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,39,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],2206.0,2171.0,https://pypi.org/project/mmdet,165796.0,165796.0,,,,,,,,1.0,,2024-01-05 06:25:30.000,35.0,,,,,,,,,,,,,,,,,,
53,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-02-15 12:13:29.000000,2024-02-15 12:08:09,1016.0,105.0,3335.0,473.0,865.0,431.0,1878.0,26807.0,A library for efficient similarity search and clustering of dense vectors.,152.0,39,True,2024-01-24 02:49:14.000,2.3.6,91.0,pymilvus,conda-forge/faiss,,,,3507.0,3425.0,https://pypi.org/project/pymilvus,521088.0,543838.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1023768.0,,,,,1.0,,2024-01-24 02:49:14.000,82.0,,,,,,,,,,,,,,,,,,
54,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-02-01 06:53:56.000000,2024-01-10 17:54:15,8511.0,19.0,2148.0,207.0,4156.0,12.0,1912.0,19683.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33.000,3.23.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1564.0,1564.0,https://pypi.org/project/jina,148006.0,177245.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60064.0,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1304067.0,2.0,,,,,,,,,,,,,,,,,,,,,
55,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-02-13 20:01:27.000000,2023-11-29 14:40:08,32592.0,8.0,4346.0,350.0,6335.0,2.0,6641.0,17595.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,39,True,2024-02-13 13:39:05.000,3.6.17,100.0,rasa,,,,['tensorflow'],3948.0,3948.0,https://pypi.org/project/rasa,165693.0,165693.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
56,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-02-08 03:02:42.101000,2024-02-08 02:27:50,4512.0,3.0,4375.0,435.0,1685.0,378.0,1444.0,15001.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,58889.0,55712.0,https://pypi.org/project/gensim,3886616.0,3921018.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1202506.0,,,,,1.0,4553.0,2023-08-24 08:48:21.000,3177.0,,piskvorky/gensim,,,,,,,,,,,,,,,,
57,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-02-15 00:13:37.000000,2024-02-14 15:36:00,3942.0,353.0,2942.0,170.0,4524.0,470.0,2227.0,12761.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",284.0,39,True,2024-01-12 03:51:43.000,2.0.0,450.0,dgl,,,,,285.0,198.0,https://pypi.org/project/dgl,67671.0,67671.0,,,,,,,,1.0,,2024-01-12 03:38:25.000,87.0,,,,,,,,,,,,,,,,,,
58,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2024-02-15 15:05:39.000000,2024-02-15 02:24:33,1722.0,237.0,1098.0,171.0,1980.0,458.0,602.0,9837.0,Development repository for the Triton language and compiler.,211.0,39,True,2024-01-10 03:11:56.000,2.2.0,192.0,triton,,,,,109.0,21.0,https://pypi.org/project/triton,9171504.0,9171504.0,,,,,,,,1.0,,2024-01-10 03:11:56.000,88.0,,,,,,,,,,,,,,,,,,
59,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-02-15 10:16:52.000000,2024-02-15 10:13:54,17038.0,248.0,926.0,119.0,3404.0,85.0,1490.0,9273.0,A hyperparameter optimization framework.,257.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,12874.0,12393.0,https://pypi.org/project/optuna,2135899.0,2150181.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,628409.0,,,,,1.0,,2023-12-11 05:05:36.000,481.0,,,,,,,,,,,,,,,,,,
60,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-02-15 13:08:20.000000,2024-02-15 13:08:16,47421.0,552.0,1129.0,195.0,379.0,519.0,1684.0,7598.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1209.0,39,True,2023-09-19 20:01:10.000,1.2.2,84.0,catboost,conda-forge/catboost,,,,13.0,13.0,https://pypi.org/project/catboost,1744135.0,1784057.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1445688.0,,,,,2.0,219809.0,,,-2.0,,,,,,,,,,,,,,,,,
61,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-02-15 13:32:59.000000,2024-02-15 04:01:30,4278.0,215.0,1192.0,102.0,3416.0,761.0,1375.0,7202.0,A unified framework for machine learning with time series.,319.0,39,True,2024-01-27 05:22:50.000,0.26.0,61.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2279.0,2219.0,https://pypi.org/project/sktime,736433.0,766468.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-01-27 10:37:50.794,931074.0,,,,,1.0,84.0,2024-01-27 05:22:50.000,60.0,,sktime/sktime,,,,,,,,,,,,,,,,
62,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-02-14 02:52:57.000000,2024-02-08 11:19:12,1781.0,22.0,2246.0,164.0,809.0,75.0,990.0,6585.0,Python Data. Leaflet.js Maps.,161.0,39,True,2023-12-04 11:12:36.000,0.15.1,30.0,folium,conda-forge/folium,,,,34857.0,34023.0,https://pypi.org/project/folium,935517.0,1004315.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2545543.0,,,,,1.0,,2023-12-04 11:12:36.000,834.0,,,,,,,,,,,,,,,,,,
63,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-02-15 14:10:15.000000,2024-02-15 13:39:12,4192.0,212.0,556.0,83.0,2194.0,110.0,684.0,5201.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,39,True,2024-02-07 21:52:34.000,0.8.1,38.0,flax,conda-forge/flax,,,['jax'],6043.0,6043.0,https://pypi.org/project/flax,3600204.0,3601350.0,https://anaconda.org/conda-forge/flax,2024-02-08 03:12:06.588,40102.0,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,,,
64,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-02-15 12:36:22.000000,2024-02-15 09:26:59,39840.0,1012.0,26469.0,2033.0,45093.0,,,37815.0,Apache Spark Python API.,3007.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,29465017.0,29533021.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2992181.0,,,,,2.0,,,,,,,,,,,stable/spark,,,,,,,,,,
65,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-02-08 12:38:39.000000,2024-01-24 03:54:03,6127.0,10.0,7088.0,424.0,2824.0,1055.0,7502.0,36421.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",190.0,38,True,2023-10-18 12:32:48.000,2.7.1,40.0,paddleocr,,,,['paddle'],2259.0,2221.0,https://pypi.org/project/paddleocr,195235.0,195235.0,,,,,,,,1.0,,2023-09-15 08:35:48.000,38.0,,,,,,,,,,,,,,,,,,
66,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-02-01 00:26:04.000000,2024-02-01 00:26:01,2738.0,9.0,7291.0,615.0,2217.0,184.0,1585.0,25214.0,The fastai deep learning library.,246.0,38,True,2024-02-01 00:26:04.000,2.7.14,51.0,fastai,,,,['pytorch'],16226.0,16226.0,https://pypi.org/project/fastai,420871.0,420871.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
67,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-02-15 14:13:35.000000,2024-02-15 14:13:34,7377.0,269.0,3498.0,252.0,2822.0,919.0,2554.0,19541.0,Graph Neural Network Library for PyTorch.,482.0,38,True,2023-10-12 08:28:59.000,2.4.0,40.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],147.0,,https://pypi.org/project/torch-geometric,219453.0,220302.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-11-08 13:56:02.983,36535.0,,,,,1.0,,2023-10-12 08:27:10.000,147.0,,,,,,,,,,,,,,,,,,
68,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-02-15 11:34:34.000000,2024-02-14 11:10:37,3791.0,56.0,6670.0,399.0,5162.0,766.0,2327.0,15123.0,"Datasets, Transforms and Models specific to Computer Vision.",574.0,38,True,2024-01-30 18:31:39.000,0.17.0,38.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,11109183.0,11137587.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,978364.0,,,,,1.0,36989.0,,,-4.0,,,,,,,,,,,,,,,,,
69,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-02-15 10:48:40.000000,2024-02-05 13:07:16,8237.0,5.0,3315.0,477.0,686.0,45.0,2125.0,12627.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,,25771.0,24968.0,https://pypi.org/project/dlib,368435.0,383619.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,657427.0,,,,,2.0,25375.0,2023-06-03 20:05:00.841,803.0,,,,,,,,,,,,,,,,,,
70,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,1.0,2511.0,543.0,4118.0,685.0,2088.0,9842.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17583.0,14744.0,https://pypi.org/project/theano,360393.0,386675.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2391749.0,,,,,2.0,,2020-07-27 16:13:54.000,2839.0,,,,,,,,,,,,,,,,,,
71,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-02-15 13:33:35.000000,2024-02-15 13:31:42,2672.0,71.0,912.0,128.0,1787.0,271.0,622.0,9111.0,Geometric Computer Vision Library for Spatial AI.,249.0,38,True,2023-12-27 11:10:14.000,0.7.1,38.0,kornia,conda-forge/kornia,,,['pytorch'],8495.0,8367.0,https://pypi.org/project/kornia,2222040.0,2225041.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,113507.0,,,,,1.0,940.0,2023-12-27 11:10:14.000,128.0,,,,,,,,,,,,,,,,,,
72,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-02-15 13:19:11.000000,2024-02-02 00:07:41,5079.0,45.0,1728.0,132.0,975.0,329.0,1912.0,8206.0,"An open-source, low-code machine learning library in Python.",130.0,38,True,2023-11-12 21:46:01.000,3.2.0,95.0,pycaret,conda-forge/pycaret,,,,5133.0,5115.0,https://pypi.org/project/pycaret,285300.0,286325.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42458.0,,,,,2.0,679.0,2023-11-12 21:44:47.000,18.0,,,,,,,,,,,,,,,,,,
73,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-02-13 03:05:44.000000,2024-02-13 03:05:43,1759.0,16.0,662.0,118.0,560.0,183.0,701.0,8126.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-02-12 02:35:06.000,0.15.2,84.0,tokenizers,conda-forge/tokenizers,,,,60435.0,60435.0,https://pypi.org/project/tokenizers,18336481.0,18370075.0,https://anaconda.org/conda-forge/tokenizers,2024-02-12 11:07:11.714,1444582.0,,,,,1.0,33.0,,,,,,,,,,,,,,,,,,,,
74,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-02-15 12:41:20.000000,2024-02-15 06:18:01,28290.0,282.0,738.0,125.0,6068.0,548.0,1630.0,7559.0,NumPy & SciPy for GPU.,357.0,38,True,2024-01-18 05:54:29.000,13.0.0,138.0,cupy,conda-forge/cupy,cupy/cupy,,,2125.0,1913.0,https://pypi.org/project/cupy,21003.0,97917.0,https://anaconda.org/conda-forge/cupy,2024-02-05 02:05:27.119,3305672.0,https://hub.docker.com/r/cupy/cupy,2024-01-18 05:56:19.967362,11.0,59104.0,1.0,169355.0,2023-12-07 05:15:09.000,212.0,,,,,,,,,,,,,,,,,,
75,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-02-15 06:02:35.000000,2024-02-15 06:02:35,7326.0,3979.0,538.0,40.0,483.0,284.0,1205.0,5397.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",117.0,38,True,2024-02-15 05:19:02.000,1.23.16,589.0,litellm,,,,others,982.0,912.0,https://pypi.org/project/litellm,290838.0,290838.0,,,,,,,,1.0,,2024-02-15 05:15:58.000,70.0,,,,,,,,,,,,,,,,,,
