,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
39,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-07-29 12:16:04.000000,2021-07-29 03:07:47.000000,3751,701.0,5958.0,15327.0,,"Interactive Data Visualization in the browser, from Python.",564.0,33,True,2021-07-07 18:02:49.000000,2.3.3,100.0,bokeh,conda-forge/bokeh,,,,42827.0,36955.0,https://pypi.org/project/bokeh,2021-07-26 03:58:59.000000,5872.0,1638825.0,1736608.0,https://anaconda.org/conda-forge/bokeh,2021-07-08 16:05:38.712000,4986951.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,dash,plotly/dash,,data-viz,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2021-07-29 06:02:39.000000,2021-07-28 19:24:14.000000,1516,454.0,595.0,14885.0,3772.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",80.0,33,True,2021-07-13 16:17:17.000000,1.21.0,138.0,dash,conda-forge/dash,,,,1746.0,138.0,https://pypi.org/project/dash,2021-07-13 05:49:28.000000,1608.0,591852.0,598991.0,https://anaconda.org/conda-forge/dash,2021-07-25 05:00:57.468000,271300.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
41,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2021-06-27 15:08:53.000000,2021-06-22 02:47:08.000000,2929,563.0,667.0,11436.0,4351.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,233.0,33,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1173.0,1009.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,164.0,1838296.0,1838296.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,mlflow,mlflow/mlflow,,ml-experiments,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000000,2021-07-29 13:24:15.000000,2021-07-29 13:24:15.000000,2174,849.0,1104.0,9850.0,2126.0,Open source platform for the machine learning lifecycle.,306.0,33,True,2021-07-14 09:35:29.000000,1.19.0,47.0,mlflow,conda-forge/mlflow,,,,154.0,,https://pypi.org/project/mlflow,2021-07-14 09:02:28.000000,154.0,8704606.0,8718170.0,https://anaconda.org/conda-forge/mlflow,2021-07-14 13:59:19.774000,366231.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
43,StatsModels,statsmodels/statsmodels,,ml-frameworks,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000000,2021-07-28 16:19:00.000000,2021-07-26 13:02:54.000000,2278,2137.0,2366.0,6492.0,,Statsmodels: statistical modeling and econometrics in Python.,325.0,33,True,2021-02-02 11:08:49.000000,0.12.2,25.0,statsmodels,conda-forge/statsmodels,,,,53428.0,46772.0,https://pypi.org/project/statsmodels,2021-02-02 11:08:49.000000,6656.0,4972479.0,5045397.0,https://anaconda.org/conda-forge/statsmodels,2021-02-15 17:38:00.380000,4448021.0,,,,,2.0,25.0,,,,,,,,,,,,,,,,,,,,
44,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-07-29 13:16:40.000000,2021-07-29 00:18:15.000000,3116,161.0,,4917.0,32564.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1096.0,33,True,2021-07-08 17:30:57.000000,2.31.0,37.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-07-08 17:10:05.000000,186.0,3273144.0,3273144.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
45,scikit-image,scikit-image/scikit-image,,image,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000000,2021-07-26 22:13:56.000000,2021-07-23 22:59:27.000000,1824,699.0,1554.0,4437.0,,Image processing in Python.,504.0,33,True,2021-06-29 01:49:12.000000,0.18.2,38.0,scikit-image,conda-forge/scikit-image,,,,90273.0,75499.0,https://pypi.org/project/scikit-image,2021-06-29 01:49:12.000000,14774.0,3090896.0,3134260.0,https://anaconda.org/conda-forge/scikit-image,2021-07-08 03:21:46.788000,2688619.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,geopy,geopy/geopy,,geospatial-data,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2021-07-12 18:34:05.605000,2021-07-11 12:02:41.000000,549,23.0,224.0,3380.0,1064.0,Geocoding library for Python.,122.0,33,True,2021-07-11 12:18:10.000000,2.2.0,58.0,geopy,conda-forge/geopy,,,,31527.0,24283.0,https://pypi.org/project/geopy,2021-07-11 12:15:26.000000,7244.0,5275326.0,5284231.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605000,569947.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2021-07-29 09:54:15.000000,2021-07-29 09:54:11.000000,1515,34.0,586.0,2892.0,954.0,A library for transfer learning by reusing parts of TensorFlow models.,75.0,33,True,2021-04-14 13:17:26.000000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],8070.0,7756.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000000,314.0,5326276.0,5327771.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779000,55315.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,Shapely,Toblerity/Shapely,,geospatial-data,https://github.com/Toblerity/Shapely,https://github.com/Toblerity/Shapely,BSD-3-Clause,2011-12-31 19:43:11.000000,2021-07-28 16:15:22.000000,2021-07-26 20:32:01.000000,415,145.0,624.0,2360.0,1528.0,Manipulation and analysis of geometric objects.,118.0,33,True,2020-12-15 18:27:01.000000,1.7.1,101.0,shapely,conda-forge/shapely,,,,26204.0,20746.0,https://pypi.org/project/shapely,2021-07-15 17:46:09.000000,5458.0,4685125.0,4722049.0,https://anaconda.org/conda-forge/shapely,2021-07-22 12:54:41.064000,2547780.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,TF Addons,tensorflow/addons,,tensorflow-utils,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000000,2021-07-29 01:42:50.000000,2021-07-27 09:59:17.000000,480,218.0,663.0,1338.0,1372.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,170.0,33,True,2021-05-15 16:45:30.000000,0.13.0,26.0,tensorflow-addons,,,,['tensorflow'],3772.0,3754.0,https://pypi.org/project/tensorflow-addons,2021-05-15 17:10:13.000000,18.0,6576126.0,6576126.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,Airflow,apache/airflow,,data-pipelines,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000000,2021-07-29 13:03:24.000000,2021-07-29 13:03:24.000000,8911,1009.0,2927.0,22847.0,,"Platform to programmatically author, schedule, and monitor workflows.",1959.0,32,True,2021-07-28 20:37:11.000000,helm-chart/1.1.0,82.0,apache-airflow,conda-forge/airflow,apache/airflow,,,294.0,,https://pypi.org/project/apache-airflow,2021-07-14 20:11:37.000000,294.0,3132359.0,3570686.0,https://anaconda.org/conda-forge/airflow,2021-07-16 19:58:00.135000,366257.0,https://hub.docker.com/r/apache/airflow,2021-07-20 17:17:57.436120,273.0,32159804.0,2.0,156584.0,,stable/airflow,,,,,,,,,,,,,,,,,,
51,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-07-28 18:33:34.000000,2021-07-26 11:19:45.000000,7051,95.0,1402.0,21192.0,1780.0,The fastai deep learning library.,472.0,32,True,2021-07-14 03:15:10.000000,2.4.1,122.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-07-14 03:15:10.000000,368.0,161124.0,161124.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
52,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2021-07-09 08:52:02.000000,2020-06-01 14:58:26.000000,2100,244.0,215.0,11547.0,2913.0,Image augmentation for machine learning experiments.,36.0,32,False,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,7681.0,7125.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,556.0,230735.0,232598.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,46593.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
53,ChatterBot,gunthercox/ChatterBot,,nlp,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2021-07-13 08:06:20.000000,2021-06-01 10:43:00.000000,3810,276.0,1239.0,11364.0,1848.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,32,True,2020-08-22 18:42:43.000000,1.0.8,86.0,chatterbot,,,,,4358.0,3678.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,680.0,65445.0,65445.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
54,flair,flairNLP/flair,,nlp,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000000,2021-07-29 09:53:02.000000,2021-07-29 09:52:59.000000,1654,95.0,1504.0,10617.0,3509.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,203.0,32,True,2021-03-05 11:57:03.000000,0.8,21.0,flair,,,,['pytorch'],916.0,868.0,https://pypi.org/project/flair,2021-03-08 23:08:40.000000,48.0,72690.0,72690.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2021-07-29 13:11:56.000000,2021-07-27 00:46:36.000000,2944,47.0,1886.0,10400.0,7948.0,A toolkit for making real world machine learning and data analysis applications in C++.,167.0,32,False,2021-03-28 13:36:18.000000,19.22,28.0,dlib,conda-forge/dlib,,,,12262.0,10904.0,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,106448.0,112681.0,https://anaconda.org/conda-forge/dlib,2021-04-03 09:47:47.788000,342000.0,,,,,2.0,24662.0,,,,,,,,,,,,,,,,,,,,
56,AllenNLP,allenai/allennlp,,nlp,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000000,2021-07-29 01:53:26.000000,2021-07-27 20:45:17.000000,2100,100.0,2306.0,10352.0,2357.0,"An open-source NLP research library, built on PyTorch.",246.0,32,True,2021-07-19 23:03:10.000000,2.6.0,219.0,allennlp,,,,['pytorch'],2069.0,1835.0,https://pypi.org/project/allennlp,2021-07-19 23:03:10.000000,234.0,38685.0,38685.0,,,,,,,,1.0,42.0,,,,,,,,,,,,,,,,,,,,
57,DVC,iterative/dvc,,ml-experiments,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000000,2021-07-29 12:17:09.000000,2021-07-29 11:40:49.000000,789,564.0,2563.0,8314.0,6727.0,Data Version Control | Git for Data & Models | ML Experiments Management.,232.0,32,True,2021-07-08 20:05:07.000000,2.5.4,328.0,dvc,conda-forge/dvc,,,,1397.0,1351.0,https://pypi.org/project/dvc,2021-07-08 20:05:07.000000,46.0,373855.0,410023.0,https://anaconda.org/conda-forge/dvc,2021-07-09 06:25:26.275000,809744.0,,,,,1.0,31589.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,
58,MoviePy,Zulko/moviepy,,image,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000000,2021-07-28 21:25:57.000000,2021-07-28 21:25:57.000000,1067,337.0,752.0,8205.0,1062.0,Video editing with Python.,143.0,32,True,2020-05-07 16:29:35.000000,1.0.3,84.0,moviepy,conda-forge/moviepy,,,,10050.0,8920.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000000,1130.0,4278996.0,4280799.0,https://anaconda.org/conda-forge/moviepy,2020-02-23 19:57:49.975000,86583.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
59,pandas-profiling,pandas-profiling/pandas-profiling,,data-viz,https://github.com/pandas-profiling/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,MIT,2016-01-09 23:47:55.000000,2021-07-26 17:34:12.000000,2021-06-27 20:16:39.000000,1114,77.0,401.0,7677.0,852.0,Create HTML profiling reports from pandas DataFrame objects.,79.0,32,True,2021-05-11 22:24:40.000000,3.0.0,30.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",4927.0,4767.0,https://pypi.org/project/pandas-profiling,2021-05-11 22:24:40.000000,160.0,495288.0,497819.0,https://anaconda.org/conda-forge/pandas-profiling,2021-05-12 01:17:17.354000,149350.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
60,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2021-06-10 09:05:27.000000,2021-06-10 08:30:31.000000,1374,18.0,2026.0,5596.0,30595.0,A flexible framework of neural networks for deep learning.,318.0,32,True,2021-06-10 09:05:28.000000,7.8.0,110.0,chainer,,,,,3091.0,2349.0,https://pypi.org/project/chainer,2021-06-10 08:29:05.000000,742.0,28370.0,28370.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
61,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,,sklearn-utils,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000000,2021-06-18 13:14:13.000000,2021-05-25 16:10:30.000000,1110,42.0,433.0,5362.0,740.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,58.0,32,True,2021-02-18 14:00:33.000000,0.8.0,27.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],6755.0,6475.0,https://pypi.org/project/imbalanced-learn,2021-02-18 13:50:00.000000,280.0,1705598.0,1708836.0,https://anaconda.org/conda-forge/imbalanced-learn,2021-02-18 15:40:00.937000,145714.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,folium,python-visualization/folium,,geospatial-data,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000000,2021-06-28 15:44:27.000000,2021-06-19 11:04:19.000000,1951,167.0,700.0,5350.0,1475.0,Python Data. Leaflet.js Maps.,122.0,32,True,2021-01-18 17:29:40.000000,0.12.1,25.0,folium,conda-forge/folium,,,,12083.0,11115.0,https://pypi.org/project/folium,2021-01-18 17:29:40.000000,968.0,533183.0,539175.0,https://anaconda.org/conda-forge/folium,2021-03-12 17:41:57.124000,383490.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
63,CuPy,cupy/cupy,,gpu-utilities,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000000,2021-07-29 12:46:53.000000,2021-07-29 06:51:24.000000,481,351.0,1102.0,5248.0,22512.0,NumPy & SciPy for GPU.,267.0,32,True,2021-06-24 08:32:19.000000,9.2.0,96.0,cupy,conda-forge/cupy,cupy/cupy,,,975.0,783.0,https://pypi.org/project/cupy,2021-06-24 06:54:30.000000,192.0,73763.0,112347.0,https://anaconda.org/conda-forge/cupy,2021-06-26 12:55:54.483000,783951.0,https://hub.docker.com/r/cupy/cupy,2021-07-27 04:29:07.501874,6.0,51961.0,1.0,17323.0,,,,,,,,,,,,,,,,,,,,
64,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2021-07-29 00:22:01.000000,2021-07-28 02:09:48.000000,535,162.0,749.0,4857.0,10311.0,A hyperparameter optimization framework.,144.0,32,True,2021-06-07 07:07:08.000000,2.8.0,38.0,optuna,conda-forge/optuna,,,,1707.0,1655.0,https://pypi.org/project/optuna,2021-06-07 07:07:08.000000,52.0,500898.0,502594.0,https://anaconda.org/conda-forge/optuna,2021-06-07 09:30:29.517000,33931.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
65,wandb client,wandb/client,,ml-experiments,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000000,2021-07-29 06:53:27.000000,2021-07-28 02:20:23.000000,232,342.0,875.0,3156.0,4088.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,84.0,32,True,2021-07-15 23:31:07.000000,0.11.0,204.0,wandb,,,,,3901.0,3823.0,https://pypi.org/project/wandb,2021-07-15 23:31:07.000000,78.0,558275.0,558275.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
66,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2021-07-29 00:21:18.000000,2021-07-27 13:05:15.000000,604,338.0,758.0,2722.0,1417.0,Python tools for geographic data.,145.0,32,True,2021-02-28 21:10:46.000000,0.9.0,37.0,geopandas,conda-forge/geopandas,,,['pandas'],10548.0,9382.0,https://pypi.org/project/geopandas,2021-02-28 21:10:43.000000,1166.0,1200327.0,1217081.0,https://anaconda.org/conda-forge/geopandas,2021-06-09 14:45:13.341000,1071119.0,,,,,2.0,1106.0,,,,,,,,,,,,,,,,,,,,
67,Thinc,explosion/thinc,,ml-frameworks,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2021-07-19 14:12:53.809000,2021-07-19 08:13:55.000000,211,17.0,94.0,2326.0,4951.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",39.0,32,True,2021-07-19 09:15:18.000000,8.0.8,194.0,thinc,conda-forge/thinc,,,,16057.0,14919.0,https://pypi.org/project/thinc,2021-07-19 09:10:52.000000,1138.0,2475553.0,2504632.0,https://anaconda.org/conda-forge/thinc,2021-07-19 14:12:53.809000,1541239.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
68,Rasterio,mapbox/rasterio,,geospatial-data,https://github.com/mapbox/rasterio,https://github.com/mapbox/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000000,2021-07-28 23:22:29.000000,2021-07-27 19:38:36.000000,427,157.0,1277.0,1538.0,3375.0,Rasterio reads and writes geospatial raster datasets.,111.0,32,True,2021-06-23 00:38:10.000000,1.2.6,127.0,rasterio,conda-forge/rasterio,,,,4328.0,3478.0,https://pypi.org/project/rasterio,2021-06-23 00:38:10.000000,850.0,660873.0,679010.0,https://anaconda.org/conda-forge/rasterio,2021-06-24 09:36:51.700000,1160136.0,,,,,2.0,740.0,,,,,,,,,,,,,,,,,,,,
69,dask.distributed,dask/distributed,,distributed-ml,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000000,2021-07-29 14:07:47.000000,2021-07-29 00:22:12.000000,538,874.0,1445.0,1224.0,,A distributed task scheduler for Dask.,246.0,32,True,2021-07-09 19:43:38.000000,2021.7.0,154.0,distributed,conda-forge/distributed,,,,21205.0,19427.0,https://pypi.org/project/distributed,2021-07-23 19:04:42.000000,1778.0,3236897.0,3314297.0,https://anaconda.org/conda-forge/distributed,2021-07-24 01:28:33.187000,4798805.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
70,imageio,imageio/imageio,,image,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000000,2021-07-15 07:20:49.000000,2021-07-05 07:53:41.000000,180,69.0,305.0,898.0,1270.0,Python library for reading and writing image data.,79.0,32,True,2020-07-10 07:45:22.000000,2.9.0,31.0,imageio,conda-forge/imageio,,,,49379.0,45541.0,https://pypi.org/project/imageio,2020-07-06 13:20:41.000000,3838.0,7677018.0,7716035.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:25.518000,2106935.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2021-07-25 14:17:48.000000,2020-02-15 08:33:35.000000,6293,617.0,206.0,26717.0,523.0,Chinese Words Segmentation Utilities.,48.0,31,False,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,13290.0,10774.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,361650.0,363345.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597000,86447.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-07-29 14:59:52.000000,2021-07-29 09:39:38.000000,2791,1716.0,5717.0,16758.0,8867.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",530.0,31,True,2021-07-26 18:43:09.000000,ray-1.5.0,50.0,ray,,,,,160.0,,https://pypi.org/project/ray,2021-07-26 17:07:02.000000,160.0,430862.0,430862.0,,,,,,,,1.0,,-4.0,,,,,,,,,,,,,,,,,,,
73,PaddlePaddle,PaddlePaddle/Paddle,,ml-frameworks,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000000,2021-07-29 13:53:24.000000,2021-07-29 13:10:48.000000,3905,2711.0,11037.0,16120.0,15069.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,583.0,31,True,2021-07-01 08:43:33.000000,2.1.1,46.0,paddlepaddle,,,,['paddle'],75.0,59.0,https://pypi.org/project/paddlepaddle,2021-06-25 07:07:45.000000,16.0,26323.0,26582.0,,,,,,,,2.0,15300.0,,,,,,,,,,,,,,,,,,,,
74,jax,google/jax,,ml-frameworks,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2021-07-29 14:04:30.000000,2021-07-29 13:35:05.000000,1242,796.0,1745.0,13565.0,,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",311.0,31,True,2021-07-21 23:56:31.000000,0.2.18,97.0,jax,conda-forge/jaxlib,,,,2166.0,2120.0,https://pypi.org/project/jax,2021-07-21 23:56:31.000000,46.0,1362313.0,1369366.0,https://anaconda.org/conda-forge/jaxlib,2021-05-18 05:56:35.288000,169286.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
75,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2021-07-28 16:48:09.000000,2021-07-16 11:09:14.000000,1069,219.0,290.0,8441.0,650.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,81.0,31,True,2021-07-15 10:14:24.000000,1.0.3,48.0,albumentations,conda-forge/albumentations,,,['pytorch'],4645.0,4517.0,https://pypi.org/project/albumentations,2021-07-15 10:14:24.000000,128.0,184147.0,185022.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638000,21886.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
