,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-10-02 15:05:30.000000,2022-10-02 15:05:30,4391,8.0,4272,434.0,1625.0,396.0,1402.0,13603,Topic Modelling for Humans.,431.0,40,True,2022-05-01 16:17:56.000,4.2.0,90.0,gensim,conda-forge/gensim,,,,39897.0,36996.0,https://pypi.org/project/gensim,2022-05-01 16:17:56.000,2901.0,4874857.0,4889571.0,https://anaconda.org/conda-forge/gensim,2022-07-29 07:43:10.680,894779.0,,,,,1.0,,3831.0,,,,,,,,,,,,,,,,,,
40,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-10-13 14:04:20.000000,2022-10-13 09:46:11,8986,194.0,1679,226.0,3299.0,184.0,2663.0,7054,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,418.0,40,True,2022-10-10 19:32:09.000,4.2.2,48.0,pymc3,conda-forge/pymc3,,,,1026.0,788.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,339386.0,345720.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,454724.0,,,,,1.0,,1904.0,,,,,,,,,,,,,,,,,,
41,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-10-13 09:11:06.000000,2022-10-13 06:26:10,14014,480.0,760,123.0,2720.0,108.0,1194.0,7027,A hyperparameter optimization framework.,205.0,40,True,2022-10-11 07:19:02.279,3.0.3,52.0,optuna,conda-forge/optuna,,,,4627.0,4387.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,240.0,1853431.0,1863049.0,https://anaconda.org/conda-forge/optuna,2022-10-13 04:36:59.724,336648.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-10-13 11:16:23.000000,2022-10-12 16:10:29,4956,169.0,650,59.0,4065.0,1255.0,1992.0,1406,A distributed task scheduler for Dask.,291.0,40,True,2022-09-30 18:57:47.288,2022.9.2,184.0,distributed,conda-forge/distributed,,,,26435.0,25248.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,3895497.0,4003353.0,https://anaconda.org/conda-forge/distributed,2022-10-01 02:31:38.034,8304919.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-10-12 17:08:19.000000,2022-10-12 17:08:19,1552,113.0,3531,288.0,262.0,81.0,533.0,21334,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",80.0,39,True,2022-10-03 21:44:35.000,0.6.11,36.0,timm,conda-forge/timm,,,['pytorch'],5177.0,5071.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1360988.0,1412808.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,31496.0,,,,,1.0,,2076840.0,,,,,,,,,,,,,,,,,,
44,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-10-13 14:25:27.000000,2022-10-13 14:15:48,7854,666.0,2619,227.0,7284.0,638.0,4958.0,20285,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling..",778.0,39,True,2022-10-07 20:45:08.000,app/0.6.3,221.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],489.0,93.0,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,3095590.0,3116185.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-09-23 22:18:39.548,569339.0,,,,,2.0,-1.0,8671.0,,,,,,,,,,,,,,,,,,
45,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-10-05 04:21:22.000000,2022-06-16 14:46:20,2277,,2603,257.0,487.0,1445.0,618.0,17674,A game theoretic approach to explain the output of any machine learning model.,205.0,39,True,2022-06-16 00:31:04.000,0.41.0,95.0,shap,conda-forge/shap,,,,7154.0,6879.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,275.0,3801081.0,3831888.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1540377.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-10-13 14:31:05.000000,2022-10-11 15:30:31,7936,239.0,1976,183.0,3559.0,36.0,1633.0,16276,Build cross-modal and multimodal applications on the cloud Neural Search Creative AI Cloud Native MLOps.,156.0,39,True,2022-10-06 15:07:03.049,3.10.1,2052.0,jina,conda-forge/jina-core,jinaai/jina,,,370.0,368.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,68516.0,105682.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,26971.0,https://hub.docker.com/r/jinaai/jina,2022-10-11 15:53:38.336182,7.0,1122964.0,2.0,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-10-13 14:34:30.000000,2022-09-03 21:04:49,4705,114.0,1893,202.0,978.0,121.0,1861.0,12103,A very simple framework for state-of-the-art Natural Language Processing (NLP).,233.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,,,['pytorch'],1708.0,1632.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,199318.0,199787.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,12663.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-10-11 17:17:08.000000,2022-10-10 10:55:03,1123,107.0,1371,154.0,485.0,130.0,484.0,9711,Create HTML profiling reports from pandas DataFrame objects.,96.0,39,True,2022-09-07 14:35:41.482,3.3.0,33.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",9425.0,9261.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,1132671.0,1136631.0,https://anaconda.org/conda-forge/pandas-profiling,2022-09-13 12:49:40.455,293046.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
49,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-10-13 06:55:42.000000,2022-10-11 09:04:57,5689,423.0,5203,385.0,2299.0,1088.0,4513.0,25373,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",135.0,38,True,2022-08-24 09:04:27.000,2.6.0,30.0,paddleocr,,,,['paddle'],884.0,875.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,36268.0,36268.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-09-26 12:15:07.000000,2022-09-26 12:15:06,11893,24.0,6883,1092.0,11095.0,1988.0,7746.0,20104,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",980.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],290.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,285.0,365399.0,365873.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,8277.0,,,,,2.0,,25581.0,,,,,,,5.0,,,,,,,,,,,
51,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-10-13 06:28:37.000000,2022-10-12 06:28:08,2249,37.0,4887,347.0,1170.0,761.0,2913.0,19419,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,407.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1016.0,977.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,102801.0,103534.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,19660.0,,,,,1.0,,266.0,,,,,,,,,,,,,,,,,,
52,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-10-13 12:24:34.000000,2022-10-13 12:24:33,5875,226.0,2862,241.0,1170.0,1049.0,1742.0,15788,Graph Neural Network Library for PyTorch.,321.0,38,True,2022-08-17 10:35:01.175,2.1.0,35.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,104120.0,104567.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-08-19 23:46:40.777,12071.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-10-13 14:34:08.000000,2022-10-10 11:40:54,30567,240.0,4119,343.0,5034.0,884.0,5957.0,14929,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",555.0,38,True,2022-10-11 09:52:51.000,3.3.0a1,276.0,rasa,,,,['tensorflow'],60.0,,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,206196.0,206196.0,,,,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,
54,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-10-13 14:12:56.000000,2022-10-13 12:57:23,15694,497.0,1854,304.0,12779.0,361.0,5782.0,13965,Vector database for scalable similarity search and AI applications.,224.0,38,True,2022-09-29 11:28:14.000,2.1.4,100.0,pymilvus,,milvusdb/milvus,,,17.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,187438.0,237454.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-10-13 13:11:20.868055,22.0,1651689.0,1.0,,48386.0,,,,,,,,,,,,,,,,,,
55,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-10-13 13:41:11.000000,2022-10-13 12:44:58,1255,52.0,2122,332.0,1476.0,332.0,1758.0,12779,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",158.0,38,True,2022-10-13 13:40:03.604,0.26.0,73.0,horovod,,,,,709.0,679.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,75830.0,75830.0,,,,,,,,1.0,,,stable/horovod,,,,,,,,,,,,,,,,,
56,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-10-09 17:04:57.000000,2022-10-09 01:36:54,8124,26.0,3069,470.0,585.0,47.0,2049.0,11456,A toolkit for making real world machine learning and data analysis applications in C++.,178.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,16970.0,16201.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,105721.0,112613.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,482403.0,,,,,2.0,,25040.0,,,,,,,,,,,,,,,,,,
57,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-10-13 09:03:58.000000,2022-10-13 09:03:56,24049,544.0,1053,194.0,311.0,438.0,1462.0,6757,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1027.0,38,True,2022-09-26 19:30:12.000,1.1,104.0,catboost,conda-forge/catboost,,,,238.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,238.0,2418111.0,2441158.0,https://anaconda.org/conda-forge/catboost,2022-09-26 20:30:55.793,1143455.0,,,,,2.0,,89871.0,,,,,,,,,,,,,,,,,,
58,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-10-13 09:53:21.000000,2022-10-13 09:16:06,25952,452.0,636,123.0,5317.0,447.0,1413.0,6397,NumPy & SciPy for GPU.,315.0,38,True,2022-10-06 07:15:07.000,11.2.0,122.0,cupy,conda-forge/cupy,cupy/cupy,,,1390.0,1225.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,18873.0,74843.0,https://anaconda.org/conda-forge/cupy,2022-10-12 16:16:01.311,1955777.0,https://hub.docker.com/r/cupy/cupy,2022-10-06 08:15:29.464754,8.0,55271.0,1.0,,46724.0,,,,,,,,,,,,,,,,,,
59,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-10-13 14:22:42.000000,2022-10-10 15:03:40,1547,19.0,2132,171.0,686.0,239.0,735.0,5923,Python Data. Leaflet.js Maps.,131.0,38,True,2022-10-07 19:35:37.609,0.13.0,27.0,folium,conda-forge/folium,,,,19062.0,18387.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,675.0,900557.0,915877.0,https://anaconda.org/conda-forge/folium,2022-10-07 23:31:22.691,1210349.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,
60,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-10-13 01:56:47.961000,2022-10-12 07:33:53,2088,52.0,486,84.0,608.0,184.0,770.0,3009,Manipulation and analysis of geometric objects.,136.0,38,True,2022-10-12 18:46:39.000,1.8.5,110.0,shapely,conda-forge/shapely,,,,33841.0,33841.0,https://pypi.org/project/shapely,2022-08-03 10:59:58.000,,8353010.0,8407821.0,https://anaconda.org/conda-forge/shapely,2022-10-13 01:56:47.961,4602124.0,,,,,1.0,,288.0,,,,,,,,,,,,,,,,,,
61,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-10-13 10:56:10.000000,2022-10-13 09:37:00,25422,4511.0,607,93.0,12082.0,51.0,682.0,2957,State of the Art Natural Language Processing.,131.0,38,True,2022-10-12 16:40:34.000,4.2.1,108.0,spark-nlp,,,,['spark'],197.0,184.0,https://pypi.org/project/spark-nlp,2022-07-01 14:01:34.000,13.0,2755287.0,2755287.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
62,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-10-13 14:37:21.000000,2022-10-13 10:37:30,17177,196.0,1112,79.0,6965.0,455.0,3845.0,2039,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,315.0,38,True,2022-10-11 19:46:07.391,1.2.0,65.0,mne,conda-forge/mne,,,,2119.0,1897.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,222.0,40263.0,43756.0,https://anaconda.org/conda-forge/mne,2022-10-11 21:01:29.028,237524.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-10-13 13:34:04.000000,2022-09-16 08:23:46,2132,26.0,7857,361.0,2477.0,702.0,5783.0,21675,OpenMMLab Detection Toolbox and Benchmark.,364.0,37,True,2022-09-20 02:19:34.460,2.25.2,38.0,mmdet,,,,['pytorch'],652.0,642.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,75718.0,75718.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-10-13 14:32:09.000000,2022-10-13 12:54:09,32053,785.0,11266,940.0,21042.0,971.0,,19936,Apache Flink Python API.,1631.0,37,True,2022-08-23 12:20:22.952,1.15.2,35.0,apache-flink,,,,,16.0,,https://pypi.org/project/apache-flink,2022-07-05 17:28:53.000,16.0,62962.0,62962.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
65,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-10-12 18:02:20.000000,2022-10-12 18:02:20,2717,7.0,2188,280.0,3094.0,91.0,2462.0,11233,"An open-source NLP research library, built on PyTorch.",264.0,37,True,2022-07-14 18:35:21.000,2.10.0,264.0,allennlp,conda-forge/allennlp,,,['pytorch'],2967.0,2783.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,184.0,88843.0,90694.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,85161.0,,,,,1.0,,47.0,,,,,,,,,,,,,,,,,,
66,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-10-13 11:01:08.000000,2022-10-13 11:00:19,8032,294.0,983,136.0,4262.0,656.0,3297.0,10500,Data Version Control | Git for Data & Models | ML Experiments Management.,274.0,37,True,2022-10-10 10:30:06.975,2.30.0,379.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1455094.0,1492821.0,https://anaconda.org/conda-forge/dvc,2022-10-10 17:05:15.539,1244902.0,,,,,1.0,,127769.0,,,,,,,,dvc,dvc,dvc,,,,,,,,
67,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-10-13 09:03:59.000000,2022-10-10 15:42:36,1084,5.0,1287,249.0,618.0,322.0,973.0,9684,Video editing with Python.,152.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,19335.0,18553.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,782.0,1901396.0,1903540.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,135102.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127,,2509,551.0,4114.0,679.0,2086.0,9623,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15786.0,12948.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,308985.0,337874.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2166747.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-10-13 09:12:52.000000,2022-10-13 09:12:52,1170,29.0,1695,112.0,185.0,806.0,743.0,8598,Multilingual Sentence & Image Embeddings with BERT.,101.0,37,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],4460.0,4333.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,127.0,1574896.0,1576415.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,37997.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-10-13 14:11:13.000000,2022-08-23 02:54:34,3232,3.0,695,152.0,1021.0,253.0,1418.0,7784,Declarative statistical visualization library for Python.,138.0,37,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,34689.0,34345.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,8496569.0,8515253.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1401360.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
71,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-10-11 17:18:33.000000,2022-10-11 17:18:30,4121,208.0,1461,117.0,766.0,304.0,1487.0,6381,"An open-source, low-code machine learning library in Python.",103.0,37,True,2022-04-10 22:13:37.000,2.3.10,83.0,pycaret,conda-forge/pycaret,,,,2619.0,2606.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,965972.0,966770.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,20178.0,,,,,1.0,,612.0,,,,,,,,,,,,,,,,,,
72,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-10-13 05:55:40.000000,2022-10-10 22:38:05,4852,177.0,367,36.0,2344.0,516.0,1507.0,4845,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,131.0,37,True,2022-10-05 22:11:22.980,0.13.4,238.0,wandb,conda-forge/wandb,,,,12634.0,12363.0,https://pypi.org/project/wandb,2022-07-05 19:33:55.000,271.0,2072942.0,2076935.0,https://anaconda.org/conda-forge/wandb,2022-10-06 21:34:19.473,107834.0,,,,,1.0,,,,,,,,,,,,,wandb/wandb,,,,,,,
73,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-10-12 20:58:49.000000,2022-10-12 20:58:47,11677,154.0,1020,169.0,417.0,590.0,694.0,3785,Probabilistic reasoning and statistical analysis in TensorFlow.,460.0,37,True,2022-09-19 18:56:12.656,0.18.0,44.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],339.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,339.0,1132174.0,1133901.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-08-08 13:42:52.189,76008.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
74,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-10-13 13:16:42.000000,2022-10-13 13:16:42,1622,30.0,746,106.0,1235.0,454.0,976.0,3369,Python tools for geographic data.,178.0,37,True,2022-07-24 11:20:27.908,0.11.1,42.0,geopandas,conda-forge/geopandas,,,['pandas'],17143.0,15898.0,https://pypi.org/project/geopandas,2022-06-21 06:10:17.000,1245.0,3527839.0,3554050.0,https://anaconda.org/conda-forge/geopandas,2022-07-24 18:57:53.018,2069042.0,,,,,2.0,,1612.0,,,,,,,,,,,,,,,,,,
75,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-10-12 18:39:12.000000,2022-09-27 00:58:42,3593,21.0,478,154.0,968.0,142.0,1442.0,1830,Rasterio reads and writes geospatial raster datasets.,132.0,37,True,2022-08-19 18:48:01.000,1.3.2,142.0,rasterio,conda-forge/rasterio,,,,6450.0,5649.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,1354555.0,1377416.0,https://anaconda.org/conda-forge/rasterio,2022-08-19 22:33:35.528,1805394.0,,,,,2.0,,762.0,,,,,,,,,,,,,,,,,,
