,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
39,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-12-28 13:33:57.000000,2023-12-28 10:18:54,18736.0,638.0,2451.0,349.0,18277.0,674.0,9219.0,24838.0,"A cloud-native vector database, storage for next generation AI applications.",261.0,41,True,2023-12-04 09:02:10.000,2.3.4,100.0,pymilvus,,milvusdb/milvus,,,76.0,,https://pypi.org/project/pymilvus,414137.0,613878.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-12-28 12:13:37.298345,38.0,9944378.0,1.0,61807.0,2023-12-04 09:02:10.000,76.0,,,,,,,,,,,,,,,,
40,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-12-26 19:41:15.000000,2023-12-08 12:55:11,2582.0,70.0,2993.0,252.0,781.0,1412.0,955.0,20796.0,A game theoretic approach to explain the output of any machine learning model.,229.0,41,True,2023-12-07 12:14:26.000,0.44.0,51.0,shap,conda-forge/shap,,,,15073.0,15073.0,https://pypi.org/project/shap,7061735.0,7123874.0,https://anaconda.org/conda-forge/shap,2023-12-21 19:21:37.314,2237032.0,,,,,1.0,,,,,,shap/shap,,,,,,,,,,,,,
41,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-12-28 08:33:15.189000,2023-12-28 06:08:45,9135.0,127.0,1104.0,137.0,5317.0,518.0,4029.0,12700.0,ML Experiments Management with Git.,290.0,41,True,2023-12-28 07:08:55.000,3.37.0,289.0,dvc,conda-forge/dvc,,,,11481.0,11481.0,https://pypi.org/project/dvc,803896.0,849706.0,https://anaconda.org/conda-forge/dvc,2023-12-28 08:33:15.189,1743851.0,,,,,1.0,47199.0,,,,,,,,,,,dvc,dvc,dvc,,,,,
42,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-12-22 21:12:11.000000,2023-12-20 22:02:14,7960.0,87.0,1615.0,213.0,5575.0,845.0,4062.0,11654.0,Parallel computing with task scheduling.,592.0,41,True,,,162.0,dask,conda-forge/dask,,,,55834.0,55834.0,https://pypi.org/project/dask,6575083.0,6821505.0,https://anaconda.org/conda-forge/dask,2023-12-15 22:47:54.178,10596166.0,,,,,1.0,,,,stable/dask,,,,,,,,,,,,,,,
43,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-12-28 13:08:28.000000,2023-12-26 16:00:11,2012.0,175.0,3485.0,307.0,2385.0,782.0,1469.0,30411.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",273.0,40,True,2023-12-21 00:46:35.000,0.12.6,65.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],5230.0,5230.0,https://pypi.org/project/deepspeed,339210.0,339579.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17361.0,1.0,,,,,,,,,,,,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-12-16 18:16:41.000000,2023-12-16 18:16:41,7091.0,60.0,2018.0,414.0,1006.0,806.0,849.0,19853.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,40,True,2023-11-28 00:56:54.000,2.14.2,174.0,dash,conda-forge/dash,,,,57702.0,56253.0,https://pypi.org/project/dash,2241108.0,2268900.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1167294.0,,,,,1.0,30.0,2023-11-28 00:51:13.000,1449.0,,,,,,,,,,,,,,,,
45,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-12-22 19:00:35.000000,2023-12-14 23:03:21,8509.0,52.0,2194.0,206.0,4152.0,18.0,1910.0,19509.0,Build multimodal AI applications with cloud-native stack.,176.0,40,True,2023-12-14 15:31:33.000,3.23.2,2454.0,jina,conda-forge/jina-core,jinaai/jina,,,1428.0,1411.0,https://pypi.org/project/jina,102560.0,132138.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,58761.0,https://hub.docker.com/r/jinaai/jina,2023-12-14 15:39:49.833835,8.0,1260537.0,2.0,,2023-12-14 15:28:30.000,17.0,,,,,,,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-12-25 12:02:10.000000,2023-11-29 14:40:08,32592.0,40.0,4494.0,349.0,6304.0,111.0,6641.0,17380.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,40,True,2023-12-05 16:10:28.000,3.5.17,368.0,rasa,,,,['tensorflow'],3918.0,3851.0,https://pypi.org/project/rasa,160135.0,160135.0,,,,,,,,1.0,,2023-12-05 16:10:15.000,67.0,,,,,,,,,,,,,,,,
47,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-12-02 15:25:20.000000,2023-10-01 14:51:00,4509.0,3.0,4153.0,433.0,1682.0,375.0,1444.0,14885.0,Topic Modelling for Humans.,449.0,40,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,54111.0,54111.0,https://pypi.org/project/gensim,3888823.0,3924844.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1187197.0,,,,,1.0,4553.0,,,,,piskvorky/gensim,,,,,,,,,,,,,
48,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-12-25 07:03:00.000000,2023-12-21 11:15:13,9714.0,70.0,1904.0,227.0,3789.0,250.0,2951.0,7941.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,40,True,2023-12-21 11:15:57.000,5.10.3,77.0,pymc3,conda-forge/pymc3,,,,2777.0,2528.0,https://pypi.org/project/pymc3,538043.0,544413.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,546428.0,,,,,1.0,1935.0,2022-03-15 10:10:19.000,249.0,,,,,,,,,,,,,,,,
49,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-12-27 23:51:51.000000,2023-12-26 22:59:10,6028.0,180.0,582.0,55.0,3872.0,802.0,2098.0,7635.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,168.0,40,True,2023-12-05 18:58:08.000,0.16.1,266.0,wandb,conda-forge/wandb,,,,36196.0,35518.0,https://pypi.org/project/wandb,10089847.0,10100501.0,https://anaconda.org/conda-forge/wandb,2023-12-05 22:51:30.208,436842.0,,,,,1.0,,2023-12-05 18:51:59.000,678.0,,,wandb/wandb,,,,,,,,,,,,,
50,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-12-28 01:05:10.000000,2023-12-26 19:40:16,3449.0,176.0,1097.0,133.0,2778.0,373.0,1101.0,1978.0,A library for training and deploying machine learning models on Amazon SageMaker.,417.0,40,True,2023-12-22 18:29:07.000,2.202.1,559.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3488.0,3398.0,https://pypi.org/project/sagemaker,47731331.0,47748844.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,700539.0,,,,,1.0,,2023-12-22 18:29:07.000,90.0,,2.0,,,,,,,,,,,,,,
51,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-12-27 01:47:02.000000,2023-10-12 07:43:04,2677.0,11.0,8140.0,377.0,3090.0,1157.0,6596.0,26558.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,39,True,2023-10-12 07:45:00.000,3.2.0,52.0,mmdet,,,,['pytorch'],2016.0,2016.0,https://pypi.org/project/mmdet,161020.0,161020.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
52,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-12-15 06:59:56.000000,2023-12-02 00:09:58,2731.0,26.0,7280.0,619.0,2214.0,182.0,1582.0,25006.0,The fastai deep learning library.,245.0,39,True,2023-10-15 04:03:45.000,2.7.13,50.0,fastai,,,,['pytorch'],15757.0,15757.0,https://pypi.org/project/fastai,393293.0,393293.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
53,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-12-28 14:06:47.000000,2023-12-28 08:13:39,3792.0,335.0,2918.0,169.0,4356.0,447.0,2153.0,12586.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,39,True,2023-12-11 09:43:07.000,1.1.3,449.0,dgl,,,,,257.0,174.0,https://pypi.org/project/dgl,75544.0,75544.0,,,,,,,,1.0,,2023-12-08 07:56:43.000,83.0,,,,,,,,,,,,,,,,
54,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-12-28 09:06:07.000000,2023-12-28 09:06:06,16849.0,359.0,910.0,121.0,3356.0,81.0,1474.0,9064.0,A hyperparameter optimization framework.,255.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,11965.0,11503.0,https://pypi.org/project/optuna,2288682.0,2302782.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,592200.0,,,,,1.0,,2023-12-11 05:05:36.000,462.0,,,,,,,,,,,,,,,,
55,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-12-28 09:19:48.000000,2023-12-28 09:19:44,47114.0,512.0,1113.0,197.0,374.0,530.0,1646.0,7517.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1190.0,39,True,2023-09-19 20:01:10.000,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,1729078.0,1770473.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1430391.0,,,,,2.0,205216.0,,,,,,,,,,,,,,,,,,
56,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-12-28 14:07:04.000000,2023-12-28 13:45:14,4138.0,219.0,1185.0,103.0,3249.0,731.0,1321.0,7110.0,A unified framework for machine learning with time series.,313.0,39,True,2023-12-27 02:41:28.000,0.25.0,59.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2081.0,2023.0,https://pypi.org/project/sktime,747165.0,779060.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,924942.0,,,,,1.0,84.0,2023-12-27 02:41:28.000,58.0,,,sktime/sktime,,,,,,,,,,,,,
57,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-12-28 09:19:16.000000,2023-12-24 14:07:14,1769.0,27.0,2166.0,167.0,794.0,66.0,986.0,6513.0,Python Data. Leaflet.js Maps.,158.0,39,True,2023-12-04 11:11:32.000,0.15.1,26.0,folium,conda-forge/folium,,,,32478.0,32478.0,https://pypi.org/project/folium,776631.0,848015.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2498457.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
58,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-12-27 18:09:34.000000,2023-12-27 15:11:29,1214.0,118.0,675.0,94.0,1142.0,114.0,1032.0,6241.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",203.0,39,True,2023-12-01 15:24:43.000,0.25.0,38.0,accelerate,conda-forge/accelerate,,,['pytorch'],22289.0,21839.0,https://pypi.org/project/accelerate,7782889.0,7786484.0,https://anaconda.org/conda-forge/accelerate,2023-12-01 17:19:39.752,93476.0,,,,,1.0,,2023-12-01 14:33:27.000,450.0,,,,,,,,,,,,,,,,
59,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-12-27 14:25:49.000000,2023-12-22 11:11:05,1840.0,31.0,836.0,108.0,1496.0,365.0,1160.0,3978.0,Python tools for geographic data.,214.0,39,True,2023-11-11 09:30:40.000,0.14.1,33.0,geopandas,conda-forge/geopandas,,,['pandas'],29688.0,29688.0,https://pypi.org/project/geopandas,5857474.0,5937034.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3340446.0,,,,,1.0,2362.0,,,,,,,,,,,,,,,,,,
60,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-12-28 09:36:15.000000,2023-12-28 06:24:54,6123.0,17.0,6821.0,414.0,2806.0,1096.0,7263.0,35427.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",184.0,38,True,2023-10-18 12:32:48.000,2.7.1,40.0,paddleocr,,,,['paddle'],2133.0,2103.0,https://pypi.org/project/paddleocr,109480.0,109480.0,,,,,,,,1.0,,2023-09-15 08:35:48.000,30.0,,,,,,,,,,,,,,,,
61,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-12-27 22:39:27.000000,2023-12-27 22:34:55,940.0,48.0,3149.0,469.0,840.0,386.0,1859.0,26017.0,A library for efficient similarity search and clustering of dense vectors.,150.0,38,True,2023-12-04 09:02:10.000,2.3.4,89.0,pymilvus,conda-forge/faiss,,,,3409.0,3333.0,https://pypi.org/project/pymilvus,414137.0,437317.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,996778.0,,,,,1.0,,2023-12-04 09:02:10.000,76.0,,,,,,,,,,,,,,,,
62,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6534.0,1074.0,11124.0,1805.0,7763.0,20655.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6955.0,6955.0,https://pypi.org/project/mxnet,357475.0,357912.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10530.0,,,,,2.0,26515.0,,,,,apache/mxnet,,,,,,,,,,,,,
63,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2023-12-22 06:30:03.000000,2023-12-18 15:04:52,1291.0,76.0,2148.0,130.0,297.0,1029.0,829.0,12710.0,Multilingual Sentence & Image Embeddings with BERT.,130.0,38,True,2022-06-26 19:52:06.000,2.2.2,43.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],21813.0,21220.0,https://pypi.org/project/sentence-transformers,2902177.0,2907075.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,191035.0,,,,,1.0,,2022-06-26 19:50:11.000,593.0,,,,,,,,,,,,,,,,
64,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-12-19 03:56:23.792000,2023-12-08 03:28:12,8234.0,8.0,2813.0,481.0,681.0,43.0,2120.0,12510.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-05-14 13:10:44.000,19.24.2,26.0,dlib,conda-forge/dlib,,,,24071.0,24071.0,https://pypi.org/project/dlib,272520.0,288074.0,https://anaconda.org/conda-forge/dlib,2023-12-19 03:56:23.792,642856.0,,,,,2.0,25359.0,,,,,,,,,,,,,,,,,,
65,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-12-22 20:34:26.000000,2023-12-16 13:36:40,1094.0,30.0,2058.0,236.0,508.0,177.0,1040.0,10923.0,Download market data from Yahoo! Finances API.,96.0,38,True,2023-12-06 19:50:59.000,0.2.33,105.0,yfinance,ranaroussi/yfinance,,,,31516.0,31220.0,https://pypi.org/project/yfinance,1128718.0,1131597.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,83509.0,,,,,1.0,,2023-12-06 19:50:59.000,296.0,,,,,,,,,,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2023-07-01 12:19:02.000000,2022-12-20 16:49:55,28132.0,,2511.0,543.0,4118.0,685.0,2088.0,9823.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17449.0,14611.0,https://pypi.org/project/theano,388131.0,414950.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2386954.0,,,,,2.0,,2020-07-27 16:13:54.000,2838.0,,4.0,,,,,,,,,,,,,,
67,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-12-28 11:24:58.000000,2023-12-28 09:10:25,1570.0,226.0,971.0,168.0,1777.0,398.0,563.0,9329.0,Development repository for the Triton language and compiler.,198.0,38,True,2023-09-01 07:26:13.000,2.1.0,191.0,triton,,,,,102.0,21.0,https://pypi.org/project/triton,7445682.0,7445682.0,,,,,,,,1.0,,2023-09-01 07:26:13.000,81.0,,,,,,,,,,,,,,,,
68,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-12-28 10:38:18.000000,2023-12-28 10:38:18,2623.0,76.0,890.0,126.0,1717.0,237.0,602.0,8952.0,Geometric Computer Vision Library for AI.,245.0,38,True,2023-12-27 10:47:21.000,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],7753.0,7753.0,https://pypi.org/project/kornia,2040981.0,2044064.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,110510.0,,,,,1.0,886.0,,,,,,,,,,,,,,,,,,
69,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-12-28 13:19:44.000000,2023-12-28 07:32:47,28093.0,410.0,725.0,126.0,5991.0,529.0,1602.0,7426.0,NumPy & SciPy for GPU.,356.0,38,True,2023-12-07 07:57:50.000,12.3.0,138.0,cupy,conda-forge/cupy,cupy/cupy,,,2051.0,1845.0,https://pypi.org/project/cupy,22186.0,101022.0,https://anaconda.org/conda-forge/cupy,2023-12-07 23:56:31.187,3240513.0,https://hub.docker.com/r/cupy/cupy,2023-12-07 08:04:13.783114,11.0,58348.0,1.0,167436.0,2023-12-07 05:15:09.000,206.0,,,,,,,,,,,,,,,,
70,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-12-27 22:38:22.000000,2023-12-21 05:58:35,4074.0,230.0,552.0,82.0,2126.0,165.0,672.0,5060.0,Flax is a neural network library for JAX that is designed for flexibility.,214.0,38,True,2023-10-28 02:08:03.000,0.7.5,40.0,flax,conda-forge/flax,,,['jax'],5710.0,5510.0,https://pypi.org/project/flax,2895379.0,2896543.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,38388.0,,,,,2.0,50.0,2023-10-28 02:08:03.000,200.0,,,,,,,,,,,,,,,,
71,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-12-28 14:12:40.000000,2023-12-27 05:19:21,6129.0,109.0,1431.0,109.0,4098.0,395.0,701.0,4082.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",301.0,38,True,2023-12-18 13:28:11.000,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15710.0,15710.0,https://pypi.org/project/tensorflow-datasets,2139436.0,2140262.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25617.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
72,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-12-19 01:41:58.000000,2023-12-12 08:21:10,2229.0,19.0,543.0,88.0,776.0,229.0,895.0,3538.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:19.000,2.0.2,121.0,shapely,conda-forge/shapely,,,,60183.0,58965.0,https://pypi.org/project/shapely,15811219.0,16030341.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8760538.0,,,,,2.0,2838.0,2023-10-12 20:37:19.000,1218.0,,,,,,,,,,,,,,,,
73,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-12-28 08:28:35.000000,2023-12-25 21:34:11,17793.0,179.0,1294.0,84.0,7651.0,471.0,4215.0,2428.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,360.0,38,True,2023-11-20 20:29:52.000,1.6.0,76.0,mne,conda-forge/mne,,,,3613.0,3323.0,https://pypi.org/project/mne,84563.0,92535.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,342822.0,,,,,1.0,,2023-11-20 20:29:52.000,290.0,,,,,,,,,,,,,,,,
74,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-12-28 14:06:01.000000,2023-12-21 16:46:21,5645.0,135.0,682.0,56.0,4864.0,1178.0,2291.0,1509.0,A distributed task scheduler for Dask.,319.0,38,True,,,183.0,distributed,conda-forge/distributed,,,,32080.0,32080.0,https://pypi.org/project/distributed,3557069.0,3854687.0,https://anaconda.org/conda-forge/distributed,2023-12-15 21:59:40.423,12797601.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
75,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,14.0,270.0,32.0,475.0,89.0,487.0,1357.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46.000,2.33.1,64.0,imageio,conda-forge/imageio,,,,111537.0,111537.0,https://pypi.org/project/imageio,19251618.0,19397101.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,5964228.0,,,,,1.0,942.0,,,,,,,,,,,,,,,,,,
76,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-11-27 07:34:13.000000,2023-08-21 03:59:26,1627.0,,2814.0,379.0,456.0,4.0,1807.0,14125.0,Python Echarts Plotting Library.,39.0,37,True,2023-08-21 08:24:32.000,2.0.4,72.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3973.0,3724.0,https://pypi.org/project/pyecharts,147124.0,147124.0,,,,,,,,2.0,,2023-08-21 03:40:32.000,249.0,,,,,,,,,,,,,,,,
