,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-01-26 16:55:15.000000,2025-01-26 16:55:13,3242.0,5.0,1929.0,262.0,1136.0,185.0,2445.0,12798.0,Statistical data visualization in Python.,215.0,42,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,563296.0,552453.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,19917874.0,20126583.0,https://anaconda.org/conda-forge/seaborn,2024-12-09 07:42:09.249,11478837.0,,,,,1.0,465.0,,,,,,,,1.0,,,,,,,,,,,
40,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-01-30 02:35:06.000000,2025-01-29 19:40:50,7633.0,415.0,693.0,62.0,5877.0,618.0,2854.0,9415.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",206.0,42,True,2025-01-29 01:52:29.000,0.19.5,302.0,wandb,conda-forge/wandb,,,,66103.0,64473.0,https://pypi.org/project/wandb,2025-01-29 01:21:54.000,1630.0,16362243.0,16378675.0,https://anaconda.org/conda-forge/wandb,2025-01-29 18:20:33.535,886822.0,,,,,1.0,484.0,,,,,,wandb/wandb,,,,,,,,,,,,,
41,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-12-18 21:39:43.000000,2024-12-18 21:39:43,5882.0,13.0,1660.0,189.0,5061.0,691.0,1241.0,6774.0,TensorFlows Visualization Toolkit.,322.0,42,True,2024-09-25 21:21:50.000,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],291871.0,289645.0,https://pypi.org/project/tensorboard,2024-09-25 21:21:50.000,2226.0,23376125.0,23472702.0,https://anaconda.org/conda-forge/tensorboard,2024-12-10 08:54:23.547,5311780.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-01-30 10:17:36.000000,2025-01-30 10:17:35,14251.0,74.0,2252.0,185.0,4581.0,816.0,2138.0,6160.0,Image processing in Python.,680.0,42,False,2025-01-26 18:59:19.000,0.25.1,72.0,scikit-image,conda-forge/scikit-image,,,,219207.0,212345.0,https://pypi.org/project/scikit-image,2025-01-26 18:58:29.000,6862.0,10751889.0,10887476.0,https://anaconda.org/conda-forge/scikit-image,2025-01-28 08:07:03.882,7457315.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-01-29 23:00:59.000000,2025-01-29 22:59:08,6397.0,64.0,7871.0,446.0,3210.0,169.0,9367.0,46036.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",266.0,41,True,2024-10-22 05:57:58.000,2.9.1,48.0,paddleocr,,,,['paddle'],4290.0,4182.0,https://pypi.org/project/paddleocr,2024-10-22 05:57:58.000,108.0,283426.0,305354.0,,,,,,,,1.0,1140296.0,,,,,,,,,,,,,,,,,,,
44,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-01-30 13:31:26.000000,2025-01-30 04:53:16,2662.0,117.0,4204.0,348.0,3148.0,1099.0,1948.0,36437.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",369.0,41,True,2025-01-21 22:31:21.000,0.16.3,102.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],10969.0,10726.0,https://pypi.org/project/deepspeed,2025-01-21 22:31:21.000,243.0,652104.0,652463.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,21596.0,1.0,,,,,,,,,,,,,,,,,,,,
45,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-01-29 22:34:19.000000,2025-01-29 22:28:03,1372.0,72.0,3649.0,479.0,1344.0,254.0,2334.0,32629.0,A library for efficient similarity search and clustering of dense vectors.,204.0,41,True,2025-01-22 07:29:16.000,2.5.4,113.0,pymilvus,conda-forge/faiss,,,,4572.0,4365.0,https://pypi.org/project/pymilvus,2025-01-22 07:29:16.000,207.0,1223076.0,1261963.0,https://anaconda.org/conda-forge/faiss,2024-12-20 08:17:21.787,2138835.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-01-29 09:40:50.000000,2025-01-29 09:40:44,2794.0,23.0,3289.0,246.0,1010.0,700.0,1879.0,23305.0,A game theoretic approach to explain the output of any machine learning model.,256.0,41,True,2024-06-27 10:16:34.000,0.46.0,104.0,shap,conda-forge/shap,,,,25375.0,24627.0,https://pypi.org/project/shap,2024-06-27 10:16:34.000,748.0,7604543.0,7704726.0,https://anaconda.org/conda-forge/shap,2024-12-10 12:59:40.676,4908977.0,,,,,1.0,,,,,,,shap/shap,,,,,,,,,,,,,
47,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-01-30 10:17:15.000000,2025-01-30 08:55:59,20676.0,40.0,4203.0,437.0,6247.0,811.0,7032.0,19562.0,"Interactive Data Visualization in the browser, from Python.",707.0,41,True,2024-12-03 15:39:22.000,3.6.2,224.0,bokeh,conda-forge/bokeh,,,,1823.0,,https://pypi.org/project/bokeh,2025-01-09 16:55:15.000,1823.0,3927314.0,4214262.0,https://anaconda.org/conda-forge/bokeh,2024-12-09 14:35:07.548,15782175.0,,,,,1.0,,,,,,,,,-4.0,,,,,,,,,,,
48,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-01-30 09:21:07.000000,2025-01-30 09:21:05,3634.0,38.0,3840.0,435.0,3331.0,383.0,3098.0,16921.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",325.0,41,True,2024-07-26 14:38:57.000,4.5.0,38.0,lightgbm,conda-forge/lightgbm,,,,44737.0,43660.0,https://pypi.org/project/lightgbm,2024-07-26 14:38:57.000,1077.0,8229973.0,8291746.0,https://anaconda.org/conda-forge/lightgbm,2025-01-26 17:45:12.439,3055301.0,,,,,2.0,280707.0,,,,,,,,,,,,,,,,,,,
49,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-01-30 11:34:45.000000,2025-01-29 01:03:49,3984.0,33.0,6994.0,449.0,5488.0,1102.0,2509.0,16496.0,"Datasets, Transforms and Models specific to Computer Vision.",618.0,41,True,2025-01-29 17:46:46.000,0.21.0,50.0,torchvision,conda-forge/torchvision,,,['pytorch'],6367.0,21.0,https://pypi.org/project/torchvision,2025-01-29 16:28:54.000,6346.0,13823085.0,13870409.0,https://anaconda.org/conda-forge/torchvision,2025-01-20 03:33:56.009,2157290.0,,,,,1.0,39793.0,,,,,,,,,,,,,,,,,,,
50,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-01-30 04:29:36.337000,2025-01-29 12:12:42,1640.0,63.0,2533.0,142.0,639.0,1222.0,1094.0,15879.0,State-of-the-Art Text Embeddings.,206.0,41,True,2025-01-29 14:26:29.000,3.4.1,61.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],69784.0,67704.0,https://pypi.org/project/sentence-transformers,2025-01-29 14:25:53.000,2080.0,7488511.0,7498772.0,https://anaconda.org/conda-forge/sentence-transformers,2025-01-30 04:29:36.337,533597.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-01-27 20:07:49.000000,2025-01-21 09:49:13,9381.0,29.0,1194.0,134.0,5564.0,250.0,4492.0,14118.0,Data Versioning and ML Experiments.,308.0,41,True,2025-01-13 07:04:20.000,3.59.0,542.0,dvc,conda-forge/dvc,,,,20929.0,20792.0,https://pypi.org/project/dvc,2025-01-13 07:04:20.000,137.0,641853.0,688312.0,https://anaconda.org/conda-forge/dvc,2025-01-13 10:29:16.907,2555297.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
52,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-01-26 21:06:05.000000,2025-01-26 21:06:05,1403.0,193.0,1616.0,251.0,728.0,475.0,1546.0,12955.0,Video editing with Python.,181.0,41,True,2025-01-10 11:54:12.000,2.1.2,89.0,moviepy,conda-forge/moviepy,,,,1048.0,,https://pypi.org/project/moviepy,2025-01-10 11:54:12.000,1048.0,2551468.0,2554628.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,284433.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-01-29 17:49:31.000000,2025-01-29 17:49:31,10183.0,80.0,2038.0,224.0,4150.0,337.0,3089.0,8848.0,Bayesian Modeling and Probabilistic Programming in Python.,509.0,41,True,2025-01-07 20:55:33.000,5.20.0,96.0,pymc3,conda-forge/pymc3,,,,5561.0,5369.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,285916.0,297486.0,https://anaconda.org/conda-forge/pymc3,2024-12-21 13:26:06.624,635549.0,,,,,1.0,1965.0,,,,,,,,,,,,,,,,,,,
54,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-01-29 15:06:26.000000,2025-01-29 14:44:18,1659.0,51.0,1012.0,95.0,1657.0,125.0,1603.0,8221.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",313.0,41,True,2025-01-17 15:56:18.000,1.3.0,67.0,accelerate,conda-forge/accelerate,,,['pytorch'],70437.0,68660.0,https://pypi.org/project/accelerate,2025-01-17 15:42:18.000,1777.0,8467600.0,8475000.0,https://anaconda.org/conda-forge/accelerate,2025-01-20 18:52:19.301,288613.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-01-29 22:51:25.556000,2025-01-28 19:15:13,49020.0,279.0,1189.0,190.0,406.0,575.0,1798.0,8216.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1302.0,41,True,2024-12-07 11:22:32.000,node-package-v1.26.0,113.0,catboost,conda-forge/catboost,,,,551.0,16.0,https://pypi.org/project/catboost,2024-09-07 16:51:57.000,535.0,3024249.0,3065541.0,https://anaconda.org/conda-forge/catboost,2025-01-29 22:51:25.556,1865793.0,,,,,2.0,349992.0,,,,,,,,,,,,,,,,,,,
56,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-01-29 04:56:30.000000,2025-01-29 04:56:30,2685.0,163.0,4812.0,319.0,588.0,46.0,907.0,33020.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",168.0,40,True,2025-01-19 23:08:56.000,1.0.14,65.0,timm,conda-forge/timm,,,['pytorch'],1069.0,,https://pypi.org/project/timm,2025-01-19 23:08:56.000,1069.0,5607693.0,5723109.0,https://anaconda.org/conda-forge/timm,2025-01-20 17:34:15.209,308602.0,,,,,1.0,7459760.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,,,
57,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-01-30 05:38:32.000000,2025-01-29 19:55:17,7699.0,60.0,3742.0,254.0,3284.0,1130.0,2688.0,21810.0,Graph Neural Network Library for PyTorch.,536.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],8032.0,7677.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,387884.0,390410.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-12-19 10:54:16.536,136411.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-01-30 13:52:11.000000,2025-01-30 13:52:09,5155.0,157.0,1418.0,108.0,4580.0,1025.0,1653.0,8154.0,A unified framework for machine learning with time series.,441.0,40,True,2024-12-09 16:14:44.000,0.35.0,85.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],3983.0,3853.0,https://pypi.org/project/sktime,2024-12-09 16:14:44.000,130.0,850990.0,876254.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-01-04 09:52:20.569,1061087.0,,,,,1.0,111.0,,,,,,sktime/sktime,,,,,,,,,,,,,
59,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-01-30 12:35:55.000000,2025-01-30 06:24:53,2332.0,12.0,571.0,90.0,898.0,294.0,965.0,3992.0,Manipulation and analysis of geometric objects.,165.0,40,True,2024-08-19 21:56:13.000,2.0.6,125.0,shapely,conda-forge/shapely,,,,95222.0,92287.0,https://pypi.org/project/shapely,2024-08-19 21:56:13.000,2935.0,32931890.0,33142559.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,11160420.0,,,,,1.0,3748.0,,,,,,,,,,,,,,,,,,,
60,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-01-30 00:20:45.000000,2025-01-30 00:20:43,4037.0,161.0,1147.0,138.0,3281.0,355.0,1210.0,2123.0,A library for training and deploying machine learning models on Amazon SageMaker.,467.0,40,True,2025-01-29 19:25:52.000,2.238.0,617.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",5337.0,5174.0,https://pypi.org/project/sagemaker,2025-01-29 19:25:52.000,163.0,23620755.0,23645742.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-01-29 21:58:35.739,1324330.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-01-30 08:13:46.000000,2025-01-27 17:28:14,5972.0,52.0,719.0,57.0,5233.0,1560.0,2410.0,1596.0,A distributed task scheduler for Dask.,331.0,40,True,2025-01-17 16:54:37.000,2025.1.0,247.0,distributed,conda-forge/distributed,,,,39093.0,38190.0,https://pypi.org/project/distributed,2025-01-17 16:54:37.000,903.0,4173264.0,4464315.0,https://anaconda.org/conda-forge/distributed,2025-01-19 14:06:02.577,16298858.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
62,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-10-11 20:07:05.000000,2023-01-30 18:15:21,1757.0,,8614.0,1056.0,1458.0,121.0,1725.0,35232.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,39,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,62848.0,61300.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,1006639.0,1012848.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,353939.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-12-14 04:24:44.000000,2024-12-14 04:24:41,2802.0,3.0,7565.0,604.0,2241.0,226.0,1594.0,26552.0,The fastai deep learning library.,670.0,39,True,2024-10-19 03:20:25.000,2.7.18,152.0,fastai,,,,['pytorch'],20789.0,20481.0,https://pypi.org/project/fastai,2024-10-19 03:20:25.000,308.0,401981.0,401981.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-01-29 19:22:10.000000,2025-01-29 09:19:12,36477.0,399.0,13420.0,935.0,26075.0,1257.0,,24454.0,Apache Flink Python API.,1975.0,39,True,2024-06-14 14:43:26.000,1.19.1,49.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2024-08-01 04:14:17.000,35.0,22890176.0,22890176.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
65,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-01-20 16:40:22.000000,2025-01-20 16:40:22,1764.0,91.0,2383.0,164.0,265.0,7.0,1152.0,17368.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",78.0,39,True,2024-08-17 07:30:49.000,0.0.93,92.0,deepface,,,,,5368.0,5324.0,https://pypi.org/project/deepface,2024-08-17 07:24:30.000,44.0,339279.0,339279.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
66,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-01-24 02:36:44.000000,2025-01-24 02:36:44,8294.0,7.0,3366.0,480.0,733.0,53.0,2188.0,13726.0,A toolkit for making real world machine learning and data analysis applications in C++.,199.0,39,False,2024-08-09 19:26:11.000,19.24.6,39.0,dlib,conda-forge/dlib,,,,33983.0,33770.0,https://pypi.org/project/dlib,2024-08-09 19:21:06.000,213.0,141575.0,160190.0,https://anaconda.org/conda-forge/dlib,2024-09-11 22:57:26.780,1011648.0,,,,,2.0,25557.0,,,,,,,,,,,,,,,,,,,
67,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2025-01-30 14:04:19.000000,2025-01-30 14:04:19,29531.0,238.0,856.0,126.0,6528.0,617.0,1809.0,9734.0,NumPy & SciPy for GPU.,397.0,39,True,2024-08-22 07:42:45.000,13.3.0,141.0,cupy,conda-forge/cupy,cupy/cupy,,,2738.0,2469.0,https://pypi.org/project/cupy,2024-08-22 07:08:16.000,269.0,30793.0,133302.0,https://anaconda.org/conda-forge/cupy,2024-10-18 20:21:57.477,5545269.0,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,74895.0,1.0,193361.0,,,,,,,,12.0,,,,,,,,,,,
68,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-01-22 14:42:39.000000,2025-01-22 14:42:39,10382.0,84.0,1404.0,135.0,1317.0,146.0,1019.0,9277.0,A PyTorch-based Speech Toolkit.,254.0,39,True,2024-10-31 10:06:07.000,1.0.2,18.0,speechbrain,,,,['pytorch'],2847.0,2780.0,https://pypi.org/project/speechbrain,2024-10-30 18:31:32.000,67.0,2673183.0,2673183.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-01-24 13:10:36.000000,2025-01-24 13:06:09,1939.0,36.0,2229.0,163.0,921.0,85.0,1059.0,7019.0,Python Data. Leaflet.js Maps.,173.0,39,True,2025-01-06 09:17:10.000,0.19.4,38.0,folium,conda-forge/folium,,,,51273.0,50456.0,https://pypi.org/project/folium,2025-01-06 09:17:10.000,817.0,1626617.0,1697631.0,https://anaconda.org/conda-forge/folium,2025-01-07 11:07:31.883,3408692.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2025-01-30 10:57:02.000000,2025-01-30 09:49:29,6651.0,93.0,1561.0,108.0,4614.0,701.0,763.0,4350.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",418.0,39,True,2024-10-30 12:58:53.000,4.9.7,40.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],21782.0,21453.0,https://pypi.org/project/tensorflow-datasets,2024-10-30 12:58:48.000,329.0,1805743.0,1806707.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,42424.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-01-28 18:44:50.000000,2025-01-28 18:44:50,18266.0,98.0,1331.0,82.0,8161.0,552.0,4416.0,2824.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,385.0,39,True,2024-12-18 21:23:23.000,1.9.0,81.0,mne,conda-forge/mne,,,,5412.0,4993.0,https://pypi.org/project/mne,2024-12-18 21:23:23.000,419.0,127395.0,135918.0,https://anaconda.org/conda-forge/mne,2025-01-07 16:17:58.654,477290.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2025-01-30 09:52:25.000000,2025-01-30 09:52:24,10758.0,304.0,595.0,64.0,2904.0,298.0,1963.0,1231.0,Machine learning for NeuroImaging in Python.,253.0,39,True,2024-12-23 09:33:25.000,0.11.1,49.0,nilearn,conda-forge/nilearn,,,['sklearn'],4059.0,3750.0,https://pypi.org/project/nilearn,2024-12-23 09:28:14.000,309.0,69305.0,75585.0,https://anaconda.org/conda-forge/nilearn,2024-12-23 13:35:55.827,313702.0,,,,,1.0,287.0,,,,,,,,,,,,,,,,,,,
73,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6788.0,1069.0,11124.0,1805.0,7758.0,20787.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7820.0,7694.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,120.0,568198.0,568601.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,11528.0,,,,,2.0,27925.0,,,,,,apache/mxnet,,,,,,6.0,,,,,,,
