,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
39,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-07-28 10:42:24.000000,2022-07-28 10:42:24,13558,953.0,723,127.0,2585.0,125.0,1125.0,6720,A hyperparameter optimization framework.,202.0,41,True,2022-06-13 05:38:25.000,2.10.1,47.0,optuna,conda-forge/optuna,,,,4069.0,3839.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,230.0,1478608.0,1488100.0,https://anaconda.org/conda-forge/optuna,2022-07-06 03:46:47.901,303757.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
40,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-07-28 08:12:24.000000,2022-07-27 16:42:14,4801,237.0,630,58.0,3882.0,1202.0,1891.0,1380,A distributed task scheduler for Dask.,280.0,41,True,2022-07-22 21:12:01.550,2022.7.1,179.0,distributed,conda-forge/distributed,,,,25615.0,24428.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,5302907.0,5404020.0,https://anaconda.org/conda-forge/distributed,2022-07-22 23:14:29.748,7482418.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-07-27 12:24:19.000000,2022-07-27 12:24:16,8809,202.0,1652,230.0,3187.0,198.0,2587.0,6860,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,401.0,40,True,2022-07-26 16:21:52.000,4.1.4,42.0,pymc3,conda-forge/pymc3,,,,914.0,676.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,398751.0,405013.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,430746.0,,,,,1.0,,1904.0,,,,,,,,,,,,,,,,,,
42,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-07-28 08:30:54.000000,2022-07-22 12:43:37,11875,43.0,6901,1093.0,11076.0,1989.0,7739.0,20038,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",976.0,39,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],290.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,285.0,354584.0,355068.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7873.0,,,,,2.0,,25296.0,,,,,,,5.0,,,,,,,,,,,
43,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-07-27 21:12:16.000000,2022-07-27 21:07:37,1465,112.0,3293,278.0,248.0,66.0,494.0,19932,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",79.0,39,True,2022-07-27 21:12:16.000,0.6.7,33.0,timm,conda-forge/timm,,,['pytorch'],4000.0,3894.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1001445.0,1042264.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,23839.0,,,,,1.0,,1513389.0,,,,,,,,,,,,,,,,,,
44,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-07-28 14:33:11.000000,2022-07-28 14:27:58,7271,368.0,2520,226.0,6574.0,554.0,4730.0,19533,"The most intuitive, flexible, way for researchers, ML engineers and data scientists to build models (with PyTorch) and..",720.0,39,True,2022-07-27 14:51:17.000,1.7.0rc0,212.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],396.0,,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,1693612.0,1713614.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-07-17 06:43:47.260,494943.0,,,,,2.0,,7385.0,,,,,,,,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-07-26 17:23:06.000000,2022-07-21 13:14:03,6286,258.0,1731,405.0,790.0,627.0,678.0,17052,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",121.0,39,True,2022-07-15 00:57:52.000,2.6.0,152.0,dash,conda-forge/dash,,,,1424.0,207.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1217.0,967705.0,978688.0,https://anaconda.org/conda-forge/dash,2022-07-15 11:00:46.838,549180.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-07-28 14:46:58.317943,2022-07-28 14:29:29,7728,322.0,1928,178.0,3420.0,54.0,1542.0,15154,Build cross-modal and multimodal applications on the cloud.,151.0,39,True,2022-07-28 14:30:17.000,3.7.3,1930.0,jina,conda-forge/jina-core,jinaai/jina,,,329.0,327.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,68090.0,107082.0,https://anaconda.org/conda-forge/jina-core,2022-07-28 13:14:20.957,15798.0,https://hub.docker.com/r/jinaai/jina,2022-07-28 14:46:58.317943,7.0,1084986.0,2.0,,,,,,,,,,,,,,,,,,,,
47,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-07-28 10:28:50.000000,2022-07-28 10:19:12,30372,252.0,4051,338.0,4806.0,892.0,5762.0,14623,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",548.0,39,True,2022-07-21 16:00:49.000,3.2.4,266.0,rasa,,,,['tensorflow'],60.0,,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,167141.0,167141.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-07-26 11:48:57.000000,2022-07-26 11:48:57,4589,137.0,1893,201.0,957.0,104.0,1814.0,11861,A very simple framework for state-of-the-art Natural Language Processing (NLP).,232.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,,,['pytorch'],1584.0,1508.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,206264.0,206687.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,10174.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
49,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-07-18 20:56:33.000000,2022-07-12 05:07:11,3229,79.0,665,151.0,1011.0,230.0,1411.0,7661,Declarative statistical visualization library for Python.,137.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,30733.0,30389.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,7580193.0,7597785.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1266636.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-07-28 14:23:54.000000,2022-07-28 14:23:52,23591,600.0,1016,193.0,300.0,409.0,1437.0,6654,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1007.0,39,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,,,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2440510.0,2463636.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1083866.0,,,,,2.0,,84056.0,,,,,,,,,,,,,,,,,,
51,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-07-28 15:20:10.000000,2022-07-28 06:57:27,2113,59.0,7537,358.0,2266.0,634.0,5543.0,20710,OpenMMLab Detection Toolbox and Benchmark.,350.0,38,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,,,['pytorch'],513.0,503.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,65688.0,65688.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
52,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-07-28 16:37:20.000000,2022-07-28 15:56:51,4819,153.0,1801,273.0,2418.0,594.0,1975.0,20085,Streamlit The fastest way to build data apps in Python.,144.0,38,True,2022-07-27 21:22:03.770,1.11.1,171.0,streamlit,,,,,769.0,348.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,421.0,843023.0,843023.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-07-28 12:08:27.000000,2022-07-28 02:16:04,2219,55.0,4688,346.0,1114.0,648.0,2886.0,18696,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,398.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],930.0,891.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,47507.0,48220.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,17001.0,,,,,1.0,,260.0,,,,,,,,,,,,,,,,,,
54,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-07-28 14:32:24.000000,2022-07-28 12:26:32,15249,646.0,1616,206.0,12134.0,304.0,5289.0,11448,Vector database for scalable similarity search and AI applications.,216.0,38,True,2022-07-27 11:33:05.000,2.1.0,100.0,pymilvus,,milvusdb/milvus,,,17.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,48678.0,86650.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-07-28 07:00:25.496950,21.0,1102688.0,1.0,,38781.0,,,,,,,,,,,,,,,,,,
55,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-07-22 11:05:13.000000,2022-07-15 23:01:06,2711,25.0,2188,279.0,3088.0,91.0,2444.0,11124,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-07-14 18:35:21.000,2.10.0,264.0,allennlp,conda-forge/allennlp,,,['pytorch'],2838.0,2654.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,184.0,81070.0,82829.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,75679.0,,,,,1.0,,47.0,,,,,,,,,,,,,,,,,,
56,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-07-27 14:23:52.000000,2022-07-08 09:49:41,1014,54.0,1316,153.0,420.0,114.0,465.0,9295,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",8730.0,8572.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1316599.0,1320036.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,244036.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
57,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-07-28 12:20:12.000000,2022-07-18 12:19:47,1140,55.0,1616,110.0,170.0,773.0,724.0,8145,Multilingual Sentence & Image Embeddings with BERT.,93.0,38,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],3862.0,3735.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,127.0,1378691.0,1380032.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,29522.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-07-28 16:21:52.634000,2022-07-28 07:11:02,25503,381.0,610,121.0,5181.0,438.0,1374.0,6218,NumPy & SciPy for GPU.,305.0,38,True,2022-07-28 07:58:34.000,11.0.0,119.0,cupy,conda-forge/cupy,cupy/cupy,,,1273.0,1108.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,23793.0,76067.0,https://anaconda.org/conda-forge/cupy,2022-07-28 16:21:52.634,1673945.0,https://hub.docker.com/r/cupy/cupy,2022-07-28 08:01:43.084374,7.0,55004.0,1.0,,39320.0,,,,,,,,,,,,,,,,,,
59,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-07-27 09:56:43.000000,2022-07-26 20:00:35,3947,408.0,1386,114.0,731.0,259.0,1409.0,6015,"An open-source, low-code machine learning library in Python.",97.0,38,True,2022-04-10 22:13:37.000,2.3.10,82.0,pycaret,conda-forge/pycaret,,,,2360.0,2347.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,475295.0,475953.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,14595.0,,,,,1.0,,598.0,,,,,,,,,,,,,,,,,,
60,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-07-28 07:58:07.000000,2022-07-24 00:46:25,3575,46.0,468,153.0,943.0,150.0,1413.0,1771,Rasterio reads and writes geospatial raster datasets.,128.0,38,True,2022-07-06 01:50:13.000,1.3.0,139.0,rasterio,conda-forge/rasterio,,,,6055.0,5254.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,683859.0,705615.0,https://anaconda.org/conda-forge/rasterio,2022-07-06 11:11:40.160,1652794.0,,,,,1.0,,761.0,,,,,,,,,,,,,,,,,,
61,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-07-28 09:10:24.000000,2022-07-28 03:44:33,5044,380.0,4784,376.0,2066.0,1234.0,3728.0,23657,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",118.0,37,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,,,['paddle'],745.0,736.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,37459.0,37459.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
62,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-07-28 15:35:23.000000,2022-07-27 12:52:24,5672,171.0,2700,245.0,962.0,981.0,1661.0,15153,Graph Neural Network Library for PyTorch.,288.0,37,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,96809.0,97183.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,8987.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-07-28 15:53:26.000000,2022-07-26 08:10:58,1208,29.0,2076,333.0,1419.0,312.0,1728.0,12607,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",151.0,37,True,2022-06-21 09:28:07.000,0.25.0,72.0,horovod,,,,,663.0,633.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,110536.0,110536.0,,,,,,,,1.0,,,stable/horovod,,,,,,,,,,,,,,,,,
64,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-07-27 21:35:02.000000,2022-07-23 14:54:28,8100,28.0,3069,474.0,568.0,47.0,2015.0,11304,A toolkit for making real world machine learning and data analysis applications in C++.,176.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,16197.0,15428.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,103362.0,110065.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,448630.0,,,,,2.0,,24995.0,,,,,,,,,,,,,,,,,,
65,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-07-28 16:00:24.000000,2022-07-28 16:00:23,7780,320.0,960,135.0,4056.0,636.0,3172.0,10062,Data Version Control | Git for Data & Models | ML Experiments Management.,270.0,37,True,2022-07-22 13:35:37.669,2.15.0,354.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,522148.0,558638.0,https://anaconda.org/conda-forge/dvc,2022-07-23 15:05:55.945,1141110.0,,,,,1.0,,105459.0,,,,,,,,dvc,dvc,dvc,,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127,,2509,555.0,4114.0,679.0,2086.0,9595,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15580.0,12742.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,278186.0,306812.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2061114.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
67,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-07-06 10:06:00.000000,2022-06-01 11:58:49,1079,5.0,1260,245.0,614.0,308.0,894.0,9442,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,17980.0,17198.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,782.0,1751063.0,1753129.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,123990.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-07-28 16:47:50.000000,2022-07-28 15:24:26,4698,153.0,332,34.0,2136.0,558.0,1422.0,4063,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,118.0,37,True,2022-07-05 19:36:36.000,0.12.21,231.0,wandb,conda-forge/wandb,,,,10983.0,10712.0,https://pypi.org/project/wandb,2022-07-05 19:33:55.000,271.0,1444317.0,1447611.0,https://anaconda.org/conda-forge/wandb,2022-07-08 12:16:48.570,79061.0,,,,,1.0,2.0,,,,,,,,,,,,wandb/wandb,,,,,,,
69,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-07-28 06:21:46.000000,2022-07-28 06:21:44,11528,105.0,990,165.0,408.0,552.0,686.0,3741,Probabilistic reasoning and statistical analysis in TensorFlow.,455.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],333.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,333.0,955835.0,957455.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-06-09 10:00:06.955,66429.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-07-28 01:02:08.000000,2022-07-27 23:03:17,2042,36.0,459,87.0,543.0,162.0,730.0,2884,Manipulation and analysis of geometric objects.,133.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,,,35388.0,31611.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,7349989.0,7400430.0,https://anaconda.org/conda-forge/shapely,2022-07-02 17:46:15.161,4085046.0,,,,,1.0,,89.0,,,,,,,,,,,,,,,,,,
71,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-07-28 12:47:47.000000,2022-07-28 12:47:47,5146,65.0,255,84.0,612.0,25.0,105.0,2562,"A refreshing functional take on deep learning, compatible with your favorite libraries.",53.0,37,True,2022-07-08 13:54:53.000,8.1.0,209.0,thinc,conda-forge/thinc,,,,23507.0,22887.0,https://pypi.org/project/thinc,2022-06-22 20:24:21.000,620.0,3834485.0,3867937.0,https://anaconda.org/conda-forge/thinc,2022-07-08 17:40:18.742,2174390.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-07-28 15:53:24.000000,2022-07-28 15:53:24,17005,193.0,1073,79.0,6790.0,451.0,3756.0,1986,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,301.0,37,True,2022-05-12 13:39:57.000,1.0.3,62.0,mne,conda-forge/mne,,,,1977.0,1755.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,222.0,33537.0,36862.0,https://anaconda.org/conda-forge/mne,2022-07-28 04:19:01.647,216177.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
73,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-07-28 16:15:10.000000,2022-07-28 16:15:10,2595,122.0,810,114.0,2064.0,369.0,715.0,1670,A library for training and deploying machine learning models on Amazon SageMaker.,269.0,37,True,2022-07-27 21:10:57.000,2.101.0,438.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1615.0,1563.0,https://pypi.org/project/sagemaker,2022-07-05 18:31:54.000,52.0,10100608.0,10111091.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-07-27 23:55:32.525,335482.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
74,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523,,6557,1294.0,164.0,642.0,211.0,28982,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,15611.0,14071.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1540.0,559271.0,561075.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,113691.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
