,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,dnf_id,yay_id
38,elasticsearch,elastic/elasticsearch-py,elasticsearch,conda-forge/elasticsearch,,db-clients,,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000000,2020-12-24 19:59:17.000000,2020-12-22 20:25:27.000000,957.0,71.0,771.0,3044.0,1259.0,2020-12-09 17:27:30.000000,7.10.1,64.0,Official Python low-level client for Elasticsearch.,29640.0,19066.0,168.0,35,https://pypi.org/project/elasticsearch,2020-12-09 17:25:00.000000,10574.0,3705030.0,3711431.0,https://anaconda.org/conda-forge/elasticsearch,2020-12-11 18:29:47.476000,344240.0,True,1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,
39,psycopg2,psycopg/psycopg2,psycopg2,psycopg2,,db-clients,,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000000,2020-12-25 15:42:39.583000,2020-12-16 23:41:45.000000,361.0,44.0,925.0,2013.0,2871.0,2020-12-25 13:51:59.000000,2.8.6,45.0,PostgreSQL database adapter for the Python programming language.,404820.0,285608.0,111.0,35,https://pypi.org/project/psycopg2,2020-09-06 22:41:27.000000,119212.0,5015209.0,5015662.0,https://anaconda.org/anaconda/psycopg2,2020-12-16 23:03:43.011000,27684.0,False,1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
40,MXNet,apache/incubator-mxnet,mxnet,mxnet,,ml-frameworks,['mxnet'],https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2020-12-24 14:27:09.000000,2020-12-24 14:27:07.000000,6790.0,1807.0,7540.0,19195.0,11491.0,2020-08-28 05:08:24.000000,1.7.0,976.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",2122.0,1678.0,946.0,34,https://pypi.org/project/mxnet,2020-08-28 06:18:15.000000,444.0,131236.0,131815.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,5636.0,True,2,23299.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
41,dash,plotly/dash,dash,conda-forge/dash,,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2020-12-27 00:20:17.000000,2020-12-18 15:14:48.000000,1377.0,387.0,549.0,13593.0,3542.0,2020-12-09 22:01:52.000000,1.18.1,136.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",17548.0,15940.0,68.0,34,https://pypi.org/project/dash,2020-12-09 21:34:25.000000,1608.0,244728.0,251268.0,https://anaconda.org/conda-forge/dash,2020-12-11 15:37:58.126000,202763.0,True,1,,,,,,,,,,,,,,,True,,,,,,,,,,,
42,nltk,nltk/nltk,nltk,conda-forge/nltk,,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2020-12-23 09:08:07.000000,2020-12-23 09:08:06.000000,2397.0,243.0,1218.0,9507.0,,2019-08-20 10:55:21.000000,3.4.5,39.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,104804.0,83812.0,384.0,34,https://pypi.org/project/nltk,2020-04-12 23:46:10.000000,20992.0,4201791.0,4213479.0,https://anaconda.org/conda-forge/nltk,2019-08-08 17:07:46.504000,607816.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
43,kafka-python,dpkp/kafka-python,kafka-python,conda-forge/kafka-python,,db-clients,,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000000,2020-12-23 14:52:53.000000,2020-12-02 14:45:13.000000,1099.0,135.0,1148.0,4142.0,2152.0,2020-09-30 07:33:37.000000,2.0.1,36.0,Python client for Apache Kafka.,7576.0,5556.0,202.0,34,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000000,2020.0,1974945.0,1980369.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284000,232332.0,True,2,1666.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,Bokeh,bokeh/bokeh,bokeh,conda-forge/bokeh,,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2020-12-26 21:40:51.000000,2020-12-22 10:39:03.000000,3591.0,590.0,5713.0,14436.0,,2020-10-21 02:39:03.000000,2.2.3,81.0,"Interactive Data Visualization in the browser, from Python.",35073.0,29201.0,541.0,33,https://pypi.org/project/bokeh,2020-12-08 11:21:40.000000,5872.0,1040315.0,1119693.0,https://anaconda.org/conda-forge/bokeh,2020-11-23 14:37:30.508000,3492659.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Ray,ray-project/ray,ray,,,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2020-12-27 15:27:01.000000,2020-12-27 14:46:03.000000,2258.0,1173.0,4373.0,14193.0,6791.0,2020-12-24 10:13:39.000000,1.1.0,43.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",1551.0,1391.0,410.0,33,https://pypi.org/project/ray,2020-12-24 10:13:39.000000,160.0,215279.0,215279.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
46,luigi,spotify/luigi,luigi,luigi,,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2020-12-24 05:44:15.000000,2020-12-10 19:36:46.000000,2208.0,67.0,835.0,14050.0,3939.0,2020-09-23 11:57:43.000000,3.0.2,72.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",1967.0,1291.0,546.0,33,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,385446.0,385553.0,https://anaconda.org/anaconda/luigi,2020-07-21 19:50:10.849000,6215.0,True,1,,stable/luigi,,,,,,,,,,,,,,,,,,,,,,,,
47,shap,slundberg/shap,shap,conda-forge/shap,,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2020-12-24 23:28:23.000000,2020-12-24 23:28:15.000000,1603.0,866.0,490.0,11234.0,1743.0,2020-11-04 21:38:32.000000,0.37.0,92.0,A game theoretic approach to explain the output of any machine learning model.,1929.0,1793.0,141.0,33,https://pypi.org/project/shap,2020-11-04 21:38:32.000000,136.0,712365.0,724458.0,https://anaconda.org/conda-forge/shap,2020-12-16 19:26:39.477000,338612.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
48,pytorch-lightning,PyTorchLightning/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,ml-frameworks,['pytorch'],https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2020-12-27 13:05:55.000000,2020-12-26 23:22:53.000000,1255.0,359.0,2293.0,10992.0,4010.0,2020-12-23 09:49:58.000000,1.1.2,144.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",1528.0,1514.0,351.0,33,https://pypi.org/project/pytorch-lightning,2020-12-23 09:49:58.000000,14.0,106378.0,108442.0,https://anaconda.org/conda-forge/pytorch-lightning,2020-12-23 13:11:44.339000,12389.0,True,2,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,dlib,davisking/dlib,dlib,conda-forge/dlib,,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2020-12-27 14:19:23.000000,2020-12-19 01:12:12.000000,2832.0,46.0,1796.0,9747.0,7894.0,2020-12-04 19:23:04.000000,19.21.1,28.0,A toolkit for making real world machine learning and data analysis applications in C++.,9050.0,7692.0,162.0,33,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,79525.0,84909.0,https://anaconda.org/conda-forge/dlib,2020-12-05 11:14:31.456000,255916.0,False,2,24279.0,,,,,,,,,,,,,,True,,,,,,,,,,,
50,onnx,onnx/onnx,onnx,conda-forge/onnx,,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,MIT,2017-09-07 04:53:45.000000,2020-12-24 01:20:25.000000,2020-12-20 04:37:49.000000,1723.0,501.0,909.0,9549.0,1653.0,2020-11-07 00:55:30.000000,1.8.0,19.0,Open standard for machine learning interoperability.,2589.0,2293.0,188.0,33,https://pypi.org/project/onnx,2020-11-06 22:46:10.000000,296.0,326363.0,331401.0,https://anaconda.org/conda-forge/onnx,2020-11-10 11:04:34.755000,177297.0,True,1,9403.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,mlflow,mlflow/mlflow,mlflow,conda-forge/mlflow,,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000000,2020-12-27 10:46:38.000000,2020-12-25 08:58:16.000000,1815.0,651.0,1015.0,8058.0,1821.0,2020-12-25 07:36:45.000000,1.13.0,39.0,Open source platform for the machine learning lifecycle.,1861.0,1707.0,268.0,33,https://pypi.org/project/mlflow,2020-12-25 06:39:50.000000,154.0,2571886.0,2581425.0,https://anaconda.org/conda-forge/mlflow,2020-12-16 08:15:02.743000,190798.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52,peewee,coleifer/peewee,peewee,conda-forge/peewee,,db-clients,,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000000,2020-11-26 16:40:21.000000,2020-11-26 16:31:52.000000,1254.0,1.0,1908.0,8029.0,4280.0,2020-11-07 18:48:43.000000,3.14.0,165.0,"a small, expressive orm -- supports postgresql, mysql and sqlite.",18096.0,11632.0,144.0,33,https://pypi.org/project/peewee,2020-11-07 18:47:45.000000,6464.0,178644.0,183704.0,https://anaconda.org/conda-forge/peewee,2020-11-11 21:24:13.453000,268195.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
53,python-bigquery,googleapis/python-bigquery,google-cloud-bigquery,,,db-clients,,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000000,2020-12-26 17:06:14.000000,2020-12-22 22:20:48.000000,1333.0,43.0,161.0,3426.0,1068.0,2020-12-09 21:06:40.000000,2.6.1,74.0,Google BigQuery API client library.,7394.0,6144.0,86.0,33,https://pypi.org/project/google-cloud-bigquery,2020-12-09 21:06:40.000000,1250.0,9448700.0,9448700.0,,,,True,2,,,,,,,,,,,,,,,True,,,,,,,,,,,
54,xlrd,python-excel/xlrd,xlrd,conda-forge/xlrd,,data-loading,,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2020-12-12 15:24:26.000000,2020-12-12 15:24:25.000000,406.0,3.0,,1834.0,502.0,2020-12-11 10:14:20.000000,2.0.1,24.0,Please use openpyxl where you can...,73573.0,59999.0,50.0,33,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,5573837.0,5598623.0,https://anaconda.org/conda-forge/xlrd,2020-07-25 21:25:25.518000,1115401.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Fastai,fastai/fastai,fastai,,,ml-frameworks,['pytorch'],https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2020-12-27 02:43:40.000000,2020-12-27 02:43:37.000000,6874.0,59.0,1275.0,20187.0,1612.0,2020-12-22 20:02:47.000000,2.1.10,110.0,"The fastai deep learning library, plus lessons and tutorials.",368.0,,472.0,32,https://pypi.org/project/fastai,2020-12-22 20:02:53.000000,368.0,107271.0,107271.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
56,jax,google/jax,jax,conda-forge/jaxlib,,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2020-12-27 15:03:53.000000,2020-12-24 06:42:10.000000,891.0,685.0,1321.0,10834.0,6377.0,2020-12-05 06:20:45.000000,0.2.7,86.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",958.0,912.0,239.0,32,https://pypi.org/project/jax,2020-12-05 06:20:45.000000,46.0,79121.0,82876.0,https://anaconda.org/conda-forge/jaxlib,2020-10-14 04:33:18.732000,63849.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
57,tensor2tensor,tensorflow/tensor2tensor,tensor2tensor,,,tensorflow-utils,['tensorflow'],https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2020-12-15 01:23:04.000000,2020-11-16 14:28:10.000000,2688.0,545.0,662.0,10722.0,4345.0,2020-06-17 16:15:36.000000,1.15.7,79.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,950.0,868.0,230.0,32,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,82.0,61991.0,61991.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
58,imgaug,aleju/imgaug,imgaug,conda-forge/imgaug,,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2020-10-19 12:23:22.000000,2020-06-01 14:58:26.000000,1943.0,212.0,203.0,10451.0,2913.0,2020-02-06 06:18:40.000000,0.4.0,11.0,Image augmentation for machine learning experiments.,5148.0,4870.0,36.0,32,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,278.0,149505.0,151174.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,30042.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Rasa,RasaHQ/rasa,rasa,,,nlp,['tensorflow'],https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000000,2020-12-24 17:57:56.000000,2020-12-22 11:49:25.000000,3153.0,499.0,4292.0,10411.0,24092.0,2020-12-21 18:34:10.000000,2.2.2,174.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",64.0,,452.0,32,https://pypi.org/project/rasa,2020-12-21 18:34:01.000000,64.0,69423.0,69423.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Chainer,chainer/chainer,chainer,,,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2020-12-23 09:08:21.000000,2020-12-23 09:08:19.000000,1371.0,16.0,2016.0,5508.0,30550.0,2020-07-30 09:01:53.000000,7.7.0,108.0,A flexible framework of neural networks for deep learning.,2505.0,1763.0,319.0,32,https://pypi.org/project/chainer,2020-07-30 09:01:53.000000,742.0,20060.0,20060.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PyMC3,pymc-devs/pymc3,pymc3,conda-forge/pymc3,,probabilistics,,https://github.com/pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,Apache-2.0,2009-05-05 09:43:50.000000,2020-12-27 10:30:12.000000,2020-12-26 15:19:31.000000,1316.0,152.0,1944.0,5451.0,7608.0,2020-12-07 15:59:43.000000,3.10.0,30.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Theano.,2156.0,1870.0,301.0,32,https://pypi.org/project/pymc3,2020-12-07 15:45:00.000000,286.0,124431.0,129168.0,https://anaconda.org/conda-forge/pymc3,2020-12-07 20:54:14.048000,236825.0,True,1,145.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,Beam,apache/beam,apache-beam,,,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2020-12-27 01:57:51.000000,2020-12-25 21:27:01.000000,2739.0,115.0,,4470.0,30066.0,2020-12-11 21:24:20.000000,2.26.0,29.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",186.0,,985.0,32,https://pypi.org/project/apache-beam,2020-12-11 19:58:03.000000,186.0,1712114.0,1712114.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
63,xmltodict,martinblech/xmltodict,xmltodict,conda-forge/xmltodict,,data-loading,,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2020-11-05 01:54:38.000000,2020-04-26 05:15:03.000000,393.0,63.0,134.0,4210.0,205.0,2019-02-11 07:00:26.000000,0.12.0,27.0,Python module that makes working with XML feel like you are working with JSON.,27834.0,19600.0,41.0,32,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000000,8234.0,4083879.0,4094931.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,574746.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Tablib,jazzband/tablib,tablib,conda-forge/tablib,,data-loading,,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2020-12-13 06:03:08.000000,2020-12-11 07:22:54.000000,557.0,34.0,197.0,3822.0,1123.0,2020-12-05 14:56:28.000000,3.0.0,38.0,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",11204.0,8846.0,110.0,32,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,595316.0,596449.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,55556.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
65,geopy,geopy/geopy,geopy,conda-forge/geopy,,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2020-12-27 14:22:55.127000,2020-12-27 13:01:17.000000,524.0,24.0,211.0,3118.0,1002.0,2020-12-27 13:15:23.000000,2.1.0,57.0,Geocoding library for Python.,22166.0,14922.0,117.0,32,https://pypi.org/project/geopy,2020-12-27 13:12:21.000000,7244.0,2824775.0,2833374.0,https://anaconda.org/conda-forge/geopy,2020-12-27 14:22:55.127000,490150.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66,tensorflow-hub,tensorflow/hub,tensorflow-hub,conda-forge/tensorflow-hub,,tensorflow-utils,['tensorflow'],https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2020-12-19 09:36:10.000000,2020-12-16 13:50:57.000000,1409.0,44.0,490.0,2664.0,805.0,2020-10-29 15:10:15.000000,0.10.0,13.0,A library for transfer learning by reusing parts of TensorFlow models.,5121.0,4807.0,65.0,32,https://pypi.org/project/tensorflow-hub,2020-10-29 14:53:02.000000,314.0,1105944.0,1107546.0,https://anaconda.org/conda-forge/tensorflow-hub,2020-08-24 16:43:36.561000,48074.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
67,TensorFlow Datasets,tensorflow/datasets,tensorflow-datasets,,,data-loading,['tensorflow'],https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2020-12-22 23:06:13.000000,2020-12-18 21:04:47.000000,888.0,380.0,497.0,2582.0,3639.0,2020-11-04 12:02:52.000000,4.1.0,19.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",3296.0,3194.0,177.0,32,https://pypi.org/project/tensorflow-datasets,2020-10-09 17:47:49.000000,102.0,544399.0,544399.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Thinc,explosion/thinc,thinc,conda-forge/thinc,,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2020-12-23 17:07:54.000000,2020-12-16 11:39:31.000000,185.0,14.0,80.0,2126.0,4865.0,2020-12-11 09:45:43.000000,7.4.5,182.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",11380.0,10242.0,33.0,32,https://pypi.org/project/thinc,2020-12-16 23:18:41.000000,1138.0,889542.0,907624.0,https://anaconda.org/conda-forge/thinc,2020-12-18 09:40:27.092000,831775.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
69,xarray,pydata/xarray,xarray,conda-forge/xarray,,data-containers,,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2020-12-26 15:47:44.000000,2020-12-24 16:29:44.000000,609.0,766.0,1853.0,1880.0,3444.0,2020-11-30 21:28:55.000000,0.16.2,55.0,N-D labeled arrays and datasets in Python.,5851.0,4719.0,286.0,32,https://pypi.org/project/xarray,2020-11-30 21:26:20.000000,1132.0,290554.0,329039.0,https://anaconda.org/conda-forge/xarray,2020-12-01 04:59:09.242000,2193671.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
70,imageio,imageio/imageio,imageio,conda-forge/imageio,,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000000,2020-12-11 13:32:14.000000,2020-12-07 13:48:21.000000,160.0,60.0,269.0,817.0,1125.0,2020-07-10 07:45:22.000000,2.9.0,31.0,Python library for reading and writing image data.,37755.0,33917.0,69.0,32,https://pypi.org/project/imageio,2020-07-06 13:20:41.000000,3838.0,1840746.0,1874271.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:25.518000,1575676.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
71,DeepSpeech,mozilla/DeepSpeech,deepspeech,,,audio,['tensorflow'],https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2020-12-23 13:07:42.000000,2020-12-19 09:28:21.000000,2971.0,85.0,1820.0,16138.0,3329.0,2020-12-10 17:22:09.000000,0.9.3,100.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",399.0,370.0,152.0,31,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,29.0,16945.0,31096.0,,,,True,1,382080.0,,,,,,,,,,,,,,,,,,,,,,,,,
72,ChatterBot,gunthercox/ChatterBot,chatterbot,,,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2020-12-23 21:20:40.000000,2020-08-20 21:16:14.000000,3563.0,200.0,1218.0,10666.0,1847.0,2020-08-22 18:42:43.000000,1.0.8,86.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",3678.0,2998.0,103.0,31,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,680.0,23464.0,23464.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
73,pyecharts,pyecharts/pyecharts,pyecharts,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,data-viz,['jupyter'],https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2020-12-23 04:48:43.000000,2020-12-23 04:48:42.000000,2291.0,28.0,1317.0,10272.0,1510.0,2020-10-29 15:14:08.000000,1.9.0,66.0,Python Echarts Plotting Library.,1677.0,1395.0,29.0,31,https://pypi.org/project/pyecharts,2020-10-29 15:14:08.000000,282.0,32313.0,32313.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
74,wordcloud,amueller/word_cloud,wordcloud,conda-forge/wordcloud,,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000000,2020-11-16 19:55:57.630000,2020-11-11 21:35:51.000000,2001.0,91.0,343.0,7748.0,540.0,2020-11-11 21:41:02.000000,1.8.1,16.0,A little word cloud generator in Python.,9195.0,8091.0,58.0,31,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000000,1104.0,245727.0,249162.0,https://anaconda.org/conda-forge/wordcloud,2020-11-16 19:55:57.630000,178642.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
