,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id
39,dask.distributed,dask/distributed,,distributed-ml,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000000,2021-01-17 01:13:57.000000,2021-01-15 21:35:04.000000,505,709.0,1255.0,1131,3767.0,A distributed task scheduler for Dask.,226.0,34,True,2020-12-11 02:10:35.000000,2021.1.0,141.0,distributed,conda-forge/distributed,,,,17972.0,16194.0,https://pypi.org/project/distributed,2021-01-15 21:36:03.000000,1778.0,735439.0,798362.0,https://anaconda.org/conda-forge/distributed,2021-01-16 01:33:48.518000,3523741.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-01-17 14:36:36.000000,2021-01-17 14:36:35.000000,3618,607.0,5732.0,14529,,"Interactive Data Visualization in the browser, from Python.",544.0,33,True,2020-10-21 02:39:03.000000,2.2.3,82.0,bokeh,conda-forge/bokeh,,,,35681.0,29809.0,https://pypi.org/project/bokeh,2021-01-11 23:41:48.000000,5872.0,994970.0,1074425.0,https://anaconda.org/conda-forge/bokeh,2021-01-13 10:22:16.472000,3575506.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
41,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-01-17 14:49:43.000000,2021-01-17 04:00:01.000000,2310,1235.0,4512.0,14477,6962.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",415.0,33,True,2020-12-24 10:13:39.000000,1.1.0,43.0,ray,,,,,1646.0,1486.0,https://pypi.org/project/ray,2020-12-24 10:13:39.000000,160.0,149774.0,149774.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-01-16 19:51:32.000000,2021-01-14 12:33:44.000000,2207,63.0,836.0,14124,3943.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",551.0,33,True,2020-09-23 11:57:43.000000,3.0.2,72.0,luigi,luigi,,,,1981.0,1305.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,347903.0,348008.0,https://anaconda.org/anaconda/luigi,2020-07-21 19:50:10.849000,6251.0,,,,,1.0,,,stable/luigi,,,,,,,,,,,,,,,,,,
43,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-01-17 11:12:23.000000,2021-01-16 10:57:30.000000,1310,346.0,2416.0,11462,4070.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",365.0,33,True,2021-01-12 20:45:54.000000,1.1.4,146.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],1679.0,1665.0,https://pypi.org/project/pytorch-lightning,2021-01-12 20:45:54.000000,14.0,90461.0,92501.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-01-12 23:11:01.475000,14273.0,,,,,2.0,34.0,,,,,,,,,,,,,,,,,,,,
44,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-01-16 02:34:32.000000,2021-01-15 17:47:40.000000,1643,897.0,495.0,11426,1775.0,A game theoretic approach to explain the output of any machine learning model.,142.0,33,True,2021-01-15 18:02:54.000000,0.38.1,92.0,shap,conda-forge/shap,,,,2015.0,1879.0,https://pypi.org/project/shap,2020-11-04 21:38:32.000000,136.0,759303.0,771611.0,https://anaconda.org/conda-forge/shap,2020-12-16 19:26:39.477000,356936.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2021-01-17 03:14:06.000000,2021-01-16 15:13:52.000000,2832,46.0,1809.0,9804,7905.0,A toolkit for making real world machine learning and data analysis applications in C++.,164.0,33,False,2020-12-04 19:23:04.000000,19.21.1,28.0,dlib,conda-forge/dlib,,,,9329.0,7971.0,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,63126.0,68490.0,https://anaconda.org/conda-forge/dlib,2021-01-14 21:24:20.585000,260144.0,,,,,2.0,24302.0,,,,,,,,,,,,,,,,,,,,
46,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-01-17 07:29:12.000000,2021-01-15 23:52:46.000000,1768,508.0,925.0,9635,1664.0,Open standard for machine learning interoperability.,191.0,33,True,2020-11-07 00:55:30.000000,1.8.0,19.0,onnx,conda-forge/onnx,,,,2690.0,2394.0,https://pypi.org/project/onnx,2020-11-06 22:46:10.000000,296.0,309098.0,314107.0,https://anaconda.org/conda-forge/onnx,2021-01-13 07:24:33.224000,180761.0,,,,,1.0,9902.0,,,,,,,,,,,,,,,,,,,,
47,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-01-15 17:01:33.000000,2021-01-14 07:31:41.000000,1192,139.0,669.0,7478,1548.0,Simple job queues for Python.,222.0,33,True,2020-11-29 09:48:18.000000,1.7.0,63.0,rq,conda-forge/rq,,,,10419.0,7095.0,https://pypi.org/project/rq,2020-11-29 09:47:08.000000,3324.0,215894.0,216689.0,https://anaconda.org/conda-forge/rq,2020-11-29 15:11:15.371000,42946.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,geopy,geopy/geopy,,geospatial-data,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2021-01-15 21:49:19.000000,2020-12-27 16:15:28.000000,524,24.0,212.0,3174,1004.0,Geocoding library for Python.,117.0,33,True,2020-12-27 13:15:23.000000,2.1.0,57.0,geopy,conda-forge/geopy,,,,22820.0,15576.0,https://pypi.org/project/geopy,2020-12-27 13:12:21.000000,7244.0,3824053.0,3832634.0,https://anaconda.org/conda-forge/geopy,2020-12-27 14:22:55.127000,497745.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,Shapely,Toblerity/Shapely,,geospatial-data,https://github.com/Toblerity/Shapely,https://github.com/Toblerity/Shapely,BSD-3-Clause,2011-12-31 19:43:11.000000,2021-01-15 13:05:12.000000,2020-12-15 22:43:38.000000,367,134.0,569.0,2107,1481.0,Manipulation and analysis of geometric objects.,104.0,33,True,2020-08-20 23:31:01.000000,1.7.1,99.0,shapely,conda-forge/shapely,,,,20988.0,15530.0,https://pypi.org/project/shapely,2020-08-20 23:31:01.000000,5458.0,1906427.0,1937689.0,https://anaconda.org/conda-forge/shapely,2020-10-13 00:26:59.387000,1969523.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,xlrd,python-excel/xlrd,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-01-09 20:35:27.639000,2020-12-12 15:24:25.000000,406,3.0,,1843,502.0,Please use openpyxl where you can...,50.0,33,True,2020-12-11 10:14:20.000000,2.0.1,24.0,xlrd,conda-forge/xlrd,,,,75206.0,61632.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,5008821.0,5033803.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1149199.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
51,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-01-17 02:53:13.000000,2021-01-13 13:41:52.000000,6903,64.0,1300.0,20286,1648.0,The fastai deep learning library.,472.0,32,True,2021-01-13 19:38:43.000000,2.2.5,116.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-01-13 19:38:43.000000,368.0,133616.0,133616.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
52,jax,google/jax,,ml-frameworks,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2021-01-17 05:38:25.000000,2021-01-16 19:33:30.000000,944,708.0,1374.0,11077,6605.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",245.0,32,True,2021-01-12 17:00:28.000000,0.2.8,87.0,jax,conda-forge/jaxlib,,,,1041.0,995.0,https://pypi.org/project/jax,2021-01-12 17:00:28.000000,46.0,69926.0,73706.0,https://anaconda.org/conda-forge/jaxlib,2020-10-14 04:33:18.732000,68040.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
53,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2020-12-15 01:23:04.000000,2020-11-16 14:28:10.000000,2707,545.0,663.0,10812,4345.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,230.0,32,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],965.0,883.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,82.0,80895.0,80895.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54,Rasa,RasaHQ/rasa,,nlp,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000000,2021-01-17 07:27:05.000000,2021-01-14 14:30:10.000000,3223,564.0,4330.0,10538,24258.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",453.0,32,True,2021-01-12 22:16:23.000000,2.2.5,177.0,rasa,,,,['tensorflow'],64.0,,https://pypi.org/project/rasa,2021-01-12 22:16:11.000000,64.0,69035.0,69035.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55,PyMC3,pymc-devs/pymc3,,probabilistics,https://github.com/pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,Apache-2.0,2009-05-05 09:43:50.000000,2021-01-17 12:09:23.000000,2021-01-16 15:35:51.000000,1316,150.0,1960.0,5490,7628.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Theano.,303.0,32,True,2020-12-07 15:59:43.000000,3.10.0,30.0,pymc3,conda-forge/pymc3,,,,2244.0,1958.0,https://pypi.org/project/pymc3,2020-12-07 15:45:00.000000,286.0,111791.0,116499.0,https://anaconda.org/conda-forge/pymc3,2020-12-07 20:54:14.048000,240057.0,,,,,1.0,145.0,,,,,,,,,,,,,,,,,,,,
56,folium,python-visualization/folium,,geospatial-data,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000000,2021-01-15 20:45:45.000000,2021-01-15 20:14:41.000000,1896,146.0,685.0,5086,1469.0,Python Data. Leaflet.js Maps.,120.0,32,True,2021-01-06 19:37:18.000000,0.12.0,24.0,folium,conda-forge/folium,,,,9022.0,8054.0,https://pypi.org/project/folium,2021-01-06 19:37:18.000000,968.0,198935.0,204342.0,https://anaconda.org/conda-forge/folium,2021-01-06 21:06:10.173000,313612.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
57,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-01-17 14:25:06.000000,2021-01-16 09:20:53.000000,2817,124.0,,4513,30246.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",997.0,32,True,2021-01-08 20:56:28.000000,2.27.0,30.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-01-08 20:08:17.000000,186.0,1446952.0,1446952.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
58,xmltodict,martinblech/xmltodict,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2020-11-05 01:54:38.000000,2020-04-26 05:15:03.000000,395,63.0,134.0,4237,205.0,Python module that makes working with XML feel like you are working with JSON.,41.0,32,True,2019-02-11 07:00:26.000000,0.12.0,27.0,xmltodict,conda-forge/xmltodict,,,,28556.0,20322.0,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000000,8234.0,3754551.0,3765963.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,604868.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,Tablib,jazzband/tablib,,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2020-12-13 06:03:08.000000,2020-12-11 07:22:54.000000,560,34.0,197.0,3836,1123.0,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",110.0,32,True,2020-12-05 14:56:28.000000,3.0.0,38.0,tablib,conda-forge/tablib,,,,11414.0,9056.0,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,520308.0,521425.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,55879.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
60,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2021-01-15 15:38:42.000000,2021-01-15 15:38:36.000000,1438,45.0,494.0,2679,822.0,A library for transfer learning by reusing parts of TensorFlow models.,66.0,32,True,2021-01-06 16:20:30.000000,0.11.0,14.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],5336.0,5022.0,https://pypi.org/project/tensorflow-hub,2021-01-06 16:20:30.000000,314.0,722509.0,724071.0,https://anaconda.org/conda-forge/tensorflow-hub,2020-08-24 16:43:36.561000,48426.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,TensorFlow Datasets,tensorflow/datasets,,data-loading,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2021-01-15 22:05:45.000000,2021-01-14 11:02:58.000000,938,401.0,523.0,2619,3692.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",180.0,32,True,2021-01-07 09:50:58.000000,4.2.0,21.0,tensorflow-datasets,,,,['tensorflow'],3488.0,3386.0,https://pypi.org/project/tensorflow-datasets,2021-01-07 09:50:58.000000,102.0,518261.0,518261.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,Thinc,explosion/thinc,,ml-frameworks,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2021-01-05 02:39:31.000000,2021-01-05 02:39:30.000000,198,17.0,81.0,2153,4869.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",36.0,32,True,2020-12-11 09:45:43.000000,7.4.5,182.0,thinc,conda-forge/thinc,,,,11764.0,10626.0,https://pypi.org/project/thinc,2020-12-16 23:18:41.000000,1138.0,791081.0,809073.0,https://anaconda.org/conda-forge/thinc,2020-12-18 09:40:27.092000,845642.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
63,xarray,pydata/xarray,,data-containers,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2021-01-17 14:54:14.000000,2021-01-15 18:19:55.000000,625,785.0,1877.0,1899,3480.0,N-D labeled arrays and datasets in Python.,288.0,32,True,2020-11-30 21:28:55.000000,0.16.2,55.0,xarray,conda-forge/xarray,,,,6026.0,4894.0,https://pypi.org/project/xarray,2020-11-30 21:26:20.000000,1132.0,260582.0,299960.0,https://anaconda.org/conda-forge/xarray,2020-12-01 04:59:09.242000,2283961.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
64,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2020-12-05 18:32:32.000000,2020-02-15 08:33:35.000000,6065,592.0,196.0,25275,523.0,Chinese Words Segmentation Utilities.,48.0,31,True,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,11533.0,9017.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,150815.0,152253.0,https://anaconda.org/conda-forge/jieba,2020-03-25 20:57:40.090000,64721.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
65,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-01-12 18:33:12.000000,2021-01-03 09:56:24.000000,3020,96.0,1829.0,16318,3331.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",152.0,31,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,,,['tensorflow'],411.0,382.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,29.0,11641.0,26059.0,,,,,,,,1.0,403726.0,,,,,,,,,,,,,,,,,,,,
66,fairseq,pytorch/fairseq,,nlp,https://github.com/pytorch/fairseq,https://github.com/pytorch/fairseq,MIT,2017-08-29 16:26:12.000000,2021-01-17 03:10:06.000000,2021-01-17 03:09:59.000000,2748,602.0,1749.0,10989,1708.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,284.0,31,True,2021-01-05 20:26:45.000000,0.10.2,13.0,fairseq,,,,['pytorch'],289.0,269.0,https://pypi.org/project/fairseq,2021-01-05 20:26:45.000000,20.0,8446.0,8447.0,,,,,,,,1.0,57.0,,,,,,,,,,,,,,,,,,,,
67,ChatterBot,gunthercox/ChatterBot,,nlp,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2021-01-03 01:13:36.000000,2020-08-20 21:16:14.000000,3659,219.0,1221.0,10726,1847.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,31,True,2020-08-22 18:42:43.000000,1.0.8,86.0,chatterbot,,,,,3748.0,3068.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,680.0,23986.0,23986.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2020-10-19 12:23:22.000000,2020-06-01 14:58:26.000000,1952,213.0,203.0,10554,2913.0,Image augmentation for machine learning experiments.,36.0,31,True,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,5325.0,5047.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,278.0,119685.0,121323.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,31133.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
69,pyecharts,pyecharts/pyecharts,,data-viz,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2021-01-16 10:03:17.000000,2020-12-23 04:48:42.000000,2322,20.0,1336.0,10382,1510.0,Python Echarts Plotting Library.,29.0,31,True,2020-10-29 15:14:08.000000,1.9.0,66.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],1716.0,1434.0,https://pypi.org/project/pyecharts,2020-10-29 15:14:08.000000,282.0,31538.0,31538.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
70,wordcloud,amueller/word_cloud,,data-viz,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000000,2021-01-14 18:03:24.960000,2020-11-11 21:35:51.000000,2023,96.0,343.0,7800,540.0,A little word cloud generator in Python.,58.0,31,True,2020-11-11 21:41:02.000000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,9517.0,8413.0,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000000,1104.0,222913.0,226341.0,https://anaconda.org/conda-forge/wordcloud,2021-01-14 18:03:24.960000,181712.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
71,Altair,altair-viz/altair,,data-viz,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000000,2021-01-12 16:59:04.000000,2021-01-12 16:59:02.000000,570,287.0,1202.0,6342,3047.0,Declarative statistical visualization library for Python.,121.0,31,True,2020-04-01 13:29:16.000000,4.1.0,26.0,altair,conda-forge/altair,,,,7700.0,7330.0,https://pypi.org/project/altair,2020-04-01 13:23:10.000000,370.0,630504.0,641237.0,https://anaconda.org/conda-forge/altair,2020-04-01 16:49:36.519000,579613.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
72,Catboost,catboost/catboost,,ml-frameworks,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000000,2021-01-17 14:27:55.000000,2021-01-17 14:27:50.000000,858,299.0,1028.0,5641,14290.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",718.0,31,True,2020-12-27 09:12:53.000000,0.24.4,91.0,catboost,conda-forge/catboost,,,,162.0,,https://pypi.org/project/catboost,2020-12-27 06:58:33.000000,162.0,710326.0,728769.0,https://anaconda.org/conda-forge/catboost,2020-12-29 11:38:06.128000,552384.0,,,,,2.0,47249.0,,,,,,,,,,,,,,,,,,,,
73,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2021-01-13 10:14:54.000000,2020-12-23 09:08:19.000000,1371,16.0,2016.0,5518,30550.0,A flexible framework of neural networks for deep learning.,319.0,31,True,2021-01-13 10:14:54.000000,7.0.0.post1,109.0,chainer,,,,,2547.0,1805.0,https://pypi.org/project/chainer,2021-01-13 09:29:55.000000,742.0,17811.0,17811.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
74,sentencepiece,google/sentencepiece,,nlp,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000000,2021-01-12 17:23:26.000000,2021-01-12 17:23:24.000000,633,22.0,389.0,4725,662.0,Unsupervised text tokenizer for Neural Network-based text generation.,48.0,31,True,2021-01-10 06:29:42.000000,0.1.95,30.0,sentencepiece,conda-forge/sentencepiece,,,,5636.0,5396.0,https://pypi.org/project/sentencepiece,2021-01-10 06:29:42.000000,240.0,978698.0,982896.0,https://anaconda.org/conda-forge/sentencepiece,2021-01-08 22:01:24.349000,23207.0,,,,,1.0,9614.0,,,,,,,,,,,,,,,,,,,,
75,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2021-01-15 11:40:31.000000,2021-01-15 03:30:32.000000,444,190.0,465.0,3913,8732.0,A hyperparameter optimization framework.,120.0,31,True,2021-01-12 07:33:47.000000,2.4.0,34.0,optuna,conda-forge/optuna,,,,915.0,863.0,https://pypi.org/project/optuna,2020-11-04 04:29:39.000000,52.0,149931.0,151120.0,https://anaconda.org/conda-forge/optuna,2021-01-13 04:21:59.552000,16646.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
