,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-09-22 17:28:29.000000,2024-09-22 17:28:29,2464.0,114.0,4708.0,310.0,515.0,49.0,862.0,31616.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",150.0,42,True,2024-08-23 23:42:07.000,1.0.9,60.0,timm,conda-forge/timm,,['pytorch'],7040901.0,6154650.0,37847.0,36928.0,https://pypi.org/project/timm,2024-08-23 23:31:27.000,919.0,6039975.0,https://anaconda.org/conda-forge/timm,2024-08-24 14:28:50.700,233077.0,1.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,,
40,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-09-26 11:34:57.000000,2024-09-12 15:48:47,3939.0,58.0,6910.0,432.0,5395.0,1007.0,2439.0,16025.0,"Datasets, Transforms and Models specific to Computer Vision.",606.0,42,True,2024-09-04 20:08:34.000,0.19.1,47.0,torchvision,conda-forge/torchvision,,['pytorch'],38770.0,13985767.0,5521.0,21.0,https://pypi.org/project/torchvision,2024-09-04 19:14:53.000,5500.0,13946720.0,https://anaconda.org/conda-forge/torchvision,2024-09-19 12:55:42.854,1621704.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
41,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-09-26 10:11:53.000000,2024-09-26 02:28:06,9337.0,50.0,1172.0,136.0,5515.0,222.0,4464.0,13643.0,ML Experiments and Data Management with Git.,303.0,42,True,2024-09-02 15:02:10.000,3.55.2,538.0,dvc,conda-forge/dvc,,,,652977.0,18050.0,17924.0,https://pypi.org/project/dvc,2024-09-02 15:02:10.000,126.0,609256.0,https://anaconda.org/conda-forge/dvc,2024-09-02 18:55:30.141,2229788.0,1.0,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
42,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-09-26 12:52:13.000000,2024-09-26 12:51:18,3778.0,100.0,782.0,141.0,1478.0,191.0,1813.0,9249.0,Declarative statistical visualization library for Python.,172.0,42,True,2024-08-27 04:41:23.000,5.4.1,42.0,altair,conda-forge/altair,,,191.0,22631907.0,163812.0,162968.0,https://pypi.org/project/altair,2024-08-27 04:31:06.000,844.0,22558292.0,https://anaconda.org/conda-forge/altair,2024-08-27 10:22:34.589,2429231.0,1.0,,,,,,vega/altair,,,,,,,,,,,,,,,,,,
43,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-09-26 07:09:01.000000,2024-09-26 07:08:59,7056.0,406.0,654.0,59.0,5173.0,872.0,2444.0,8932.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",192.0,42,True,2024-09-16 22:31:52.000,0.18.1,287.0,wandb,conda-forge/wandb,,,319.0,14211747.0,55696.0,54286.0,https://pypi.org/project/wandb,2024-09-16 21:34:39.000,1410.0,14199106.0,https://anaconda.org/conda-forge/wandb,2024-09-24 22:40:55.346,631700.0,1.0,,,,,,wandb/wandb,,,,,,,,,,,,,,,,,,
44,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-09-26 09:30:58.000000,2024-09-26 09:30:53,48614.0,462.0,1176.0,191.0,396.0,553.0,1780.0,8015.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1276.0,42,True,2024-09-07 20:11:05.000,1.2.7,113.0,catboost,conda-forge/catboost,,,306312.0,3311384.0,550.0,15.0,https://pypi.org/project/catboost,2024-09-07 16:51:57.000,535.0,3270602.0,https://anaconda.org/conda-forge/catboost,2024-09-07 21:05:39.027,1708293.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
45,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-09-25 21:42:16.000000,2024-09-25 21:42:16,5863.0,23.0,1650.0,191.0,5039.0,682.0,1238.0,6680.0,TensorFlows Visualization Toolkit.,321.0,42,True,2024-09-25 21:21:50.000,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,['tensorflow'],,21331384.0,263402.0,261189.0,https://pypi.org/project/tensorboard,2024-09-25 21:21:50.000,2213.0,21233035.0,https://anaconda.org/conda-forge/tensorboard,2024-08-15 09:13:38.483,5015810.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
46,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-09-25 15:43:10.000000,2024-09-24 17:49:49,14116.0,83.0,2216.0,185.0,4492.0,791.0,2103.0,6046.0,Image processing in Python.,671.0,42,False,2024-06-18 19:05:37.000,0.24.0,67.0,scikit-image,conda-forge/scikit-image,,,,21138496.0,202876.0,196751.0,https://pypi.org/project/scikit-image,2024-06-18 19:03:37.000,6125.0,21003202.0,https://anaconda.org/conda-forge/scikit-image,2024-08-17 02:34:14.270,6900036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
47,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-09-26 03:43:14.000000,2024-09-24 17:11:01,6286.0,79.0,7697.0,440.0,3071.0,178.0,9151.0,42887.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",255.0,41,True,2024-07-17 10:49:23.000,2.8.1,46.0,paddleocr,,,['paddle'],357320.0,582773.0,3420.0,3320.0,https://pypi.org/project/paddleocr,2024-07-17 10:49:23.000,100.0,575329.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
48,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-09-26 14:54:47.000000,2024-09-26 13:10:52,2484.0,129.0,4042.0,342.0,2950.0,1123.0,1751.0,34885.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",342.0,41,True,2024-09-05 01:33:59.000,0.15.1,95.0,deepspeed,,,['pytorch'],,484619.0,9027.0,8830.0,https://pypi.org/project/deepspeed,2024-09-05 01:33:59.000,197.0,484286.0,,,,1.0,deepspeed/deepspeed,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,18696.0,,,,,,,,,,,,,,,,,,,
49,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-09-26 02:15:57.000000,2024-09-26 02:12:41,1253.0,111.0,3572.0,481.0,1186.0,240.0,2261.0,30657.0,A library for efficient similarity search and clustering of dense vectors.,191.0,41,True,2024-09-25 11:24:52.000,2.4.7,101.0,pymilvus,conda-forge/faiss,,,,960435.0,4172.0,4005.0,https://pypi.org/project/pymilvus,2024-09-25 11:24:52.000,167.0,927662.0,https://anaconda.org/conda-forge/faiss,2024-08-09 18:17:48.122,1671468.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
50,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-09-26 13:23:16.000000,2024-09-26 13:23:16,20816.0,653.0,2834.0,276.0,22443.0,747.0,11137.0,29669.0,"A cloud-native vector database, storage for next generation AI applications.",289.0,41,True,2024-09-25 11:24:52.000,2.4.7,101.0,pymilvus,,,,266335.0,2043934.0,167.0,,https://pypi.org/project/pymilvus,2024-09-25 11:24:52.000,167.0,927662.0,,,,1.0,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2024-09-25 06:52:07.958133,62.0,66705494.0,,,,,,,,,,,,,,,,,,,
51,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-09-26 10:50:54.000000,2024-09-26 10:50:54,1550.0,46.0,2437.0,139.0,541.0,1155.0,1006.0,14921.0,State-of-the-Art Text Embeddings.,181.0,41,True,2024-09-19 14:18:18.000,3.1.1,55.0,sentence-transformers,conda-forge/sentence-transformers,,['pytorch'],,5136690.0,49747.0,48113.0,https://pypi.org/project/sentence-transformers,2024-09-19 14:18:03.000,1634.0,5128534.0,https://anaconda.org/conda-forge/sentence-transformers,2024-09-24 16:14:33.235,391503.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
52,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-09-22 16:53:39.000000,2024-09-21 10:56:54,1295.0,60.0,2284.0,242.0,594.0,177.0,1175.0,13076.0,Download market data from Yahoo! Finances API.,122.0,41,True,2024-08-24 20:39:46.000,0.2.43,115.0,yfinance,ranaroussi/yfinance,,,,2299315.0,47637.0,47010.0,https://pypi.org/project/yfinance,2024-08-24 20:39:46.000,627.0,2296808.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,95288.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
53,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-08-14 20:01:50.000000,2024-07-22 11:32:48,3237.0,2.0,1904.0,263.0,1121.0,176.0,2404.0,12428.0,Statistical data visualization in Python.,213.0,41,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,432.0,19028794.0,484831.0,474077.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10754.0,18828373.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,10221344.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-09-23 17:29:03.000000,2024-09-18 14:29:39,10049.0,75.0,1986.0,224.0,4058.0,298.0,3059.0,8651.0,Bayesian Modeling and Probabilistic Programming in Python.,505.0,41,True,2024-07-11 13:49:51.000,5.16.2,89.0,pymc3,conda-forge/pymc3,,,1955.0,291155.0,4332.0,4140.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,279365.0,https://anaconda.org/conda-forge/pymc3,2024-06-02 18:14:42.309,600495.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
55,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-09-24 15:16:35.000000,2024-09-24 14:18:00,3843.0,107.0,1132.0,137.0,3181.0,314.0,1203.0,2092.0,A library for training and deploying machine learning models on Amazon SageMaker.,458.0,41,True,2024-09-19 17:38:01.000,2.232.1,606.0,sagemaker,conda-forge/sagemaker-python-sdk,,"['mxnet', 'tensorflow']",,31271601.0,4562.0,4419.0,https://pypi.org/project/sagemaker,2024-09-19 17:38:01.000,143.0,31249789.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-07-31 06:30:51.886,1068834.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
56,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-05-02 16:09:06.000000,2023-01-30 18:15:21,1757.0,,8590.0,1058.0,1454.0,102.0,1723.0,34551.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,11078178.0,58621.0,57073.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,11072169.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,318517.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
57,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-09-25 15:53:49.000000,2024-09-25 15:53:46,2789.0,16.0,7546.0,607.0,2234.0,222.0,1593.0,26147.0,The fastai deep learning library.,670.0,40,True,2024-08-27 06:50:53.000,2.7.17,151.0,fastai,,,['pytorch'],,359966.0,19032.0,18728.0,https://pypi.org/project/fastai,2024-08-27 06:50:53.000,304.0,359966.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
58,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-09-26 08:11:27.000000,2024-09-24 15:27:12,7624.0,58.0,3625.0,252.0,3127.0,1026.0,2654.0,21044.0,Graph Neural Network Library for PyTorch.,519.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,['pytorch'],,410590.0,6861.0,6515.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,346.0,408840.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-09-13 10:30:18.649,87543.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
59,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-09-25 23:03:49.000000,2024-09-25 23:03:47,8599.0,54.0,2216.0,211.0,4204.0,22.0,1936.0,20974.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2024-09-25 11:08:12.000,3.27.15,2479.0,jina,conda-forge/jina-core,,,,117241.0,1792.0,1765.0,https://pypi.org/project/jina,2024-09-25 11:07:16.000,27.0,83409.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,74735.0,2.0,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2024-09-25 15:15:01.283262,8.0,1746687.0,,,,,,,,1.0,,,,,,,,,,,
60,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-09-03 16:06:08.530000,2024-08-10 11:58:54,4534.0,8.0,4374.0,430.0,1708.0,384.0,1465.0,15581.0,Topic Modelling for Humans.,458.0,40,True,2024-07-19 14:39:26.000,4.3.3,94.0,gensim,conda-forge/gensim,,,4877.0,4477993.0,66006.0,64635.0,https://pypi.org/project/gensim,2024-07-19 14:39:26.000,1371.0,4444966.0,https://anaconda.org/conda-forge/gensim,2024-09-03 16:06:08.530,1385207.0,1.0,,,,,,piskvorky/gensim,,,,,,,,,,,,,,,,,,
61,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-09-24 19:41:55.000000,2024-09-24 19:41:54,1000.0,72.0,1636.0,129.0,908.0,351.0,668.0,14077.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,150.0,40,True,2024-09-22 20:42:28.000,1.4.16,71.0,albumentations,conda-forge/albumentations,,['pytorch'],,4455068.0,27772.0,27199.0,https://pypi.org/project/albumentations,2024-09-22 20:42:28.000,573.0,4451172.0,https://anaconda.org/conda-forge/albumentations,2024-09-22 17:25:30.224,194816.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
62,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-09-23 11:44:21.000000,2024-09-23 11:44:21,8280.0,14.0,3366.0,480.0,721.0,53.0,2173.0,13449.0,A toolkit for making real world machine learning and data analysis applications in C++.,197.0,40,False,2024-08-09 19:26:11.000,19.24.6,39.0,dlib,conda-forge/dlib,,,25497.0,196533.0,30494.0,30281.0,https://pypi.org/project/dlib,2024-08-09 19:21:06.000,213.0,179421.0,https://anaconda.org/conda-forge/dlib,2024-09-11 22:57:26.780,861041.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
63,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-09-17 04:50:52.000000,2024-08-12 05:35:33,1813.0,32.0,762.0,119.0,642.0,38.0,943.0,8907.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,93.0,40,True,2024-08-08 16:56:21.000,0.20.0,97.0,tokenizers,conda-forge/tokenizers,,,63.0,29977897.0,104483.0,103571.0,https://pypi.org/project/tokenizers,2024-08-08 16:55:26.000,912.0,29936813.0,https://anaconda.org/conda-forge/tokenizers,2024-08-12 03:17:57.893,2054185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
64,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-09-26 11:45:12.000000,2024-09-18 17:13:16,1568.0,95.0,928.0,97.0,1539.0,130.0,1457.0,7750.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",290.0,40,True,2024-09-05 16:45:17.000,0.34.2,60.0,accelerate,conda-forge/accelerate,,['pytorch'],,7271473.0,53066.0,51615.0,https://pypi.org/project/accelerate,2024-09-13 12:50:42.000,1451.0,7265426.0,https://anaconda.org/conda-forge/accelerate,2024-09-06 14:22:25.390,211666.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
65,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-09-25 14:46:10.973000,2024-09-24 07:58:22,2316.0,42.0,565.0,90.0,881.0,288.0,951.0,3846.0,Manipulation and analysis of geometric objects.,160.0,40,True,2024-08-19 21:56:13.000,2.0.6,125.0,shapely,conda-forge/shapely,,,3675.0,32792082.0,82945.0,80010.0,https://pypi.org/project/shapely,2024-08-19 21:56:13.000,2935.0,32581592.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,10308905.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
66,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-09-26 08:11:44.000000,2024-09-24 18:45:36,5891.0,85.0,717.0,56.0,5147.0,1575.0,2368.0,1569.0,A distributed task scheduler for Dask.,329.0,40,True,2024-09-13 21:27:35.000,2024.9.0,239.0,distributed,conda-forge/distributed,,,,5235633.0,37342.0,36521.0,https://pypi.org/project/distributed,2024-09-13 21:27:35.000,821.0,4948730.0,https://anaconda.org/conda-forge/distributed,2024-09-13 22:57:54.097,14918974.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
67,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-09-16 12:14:44.000000,2024-03-21 15:05:22,32610.0,,4599.0,352.0,6373.0,125.0,6642.0,18681.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",597.0,39,True,2024-04-18 15:06:29.000,3.6.20,373.0,rasa,,,['tensorflow'],,156356.0,4526.0,4466.0,https://pypi.org/project/rasa,2024-04-18 15:06:12.000,60.0,156356.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
68,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-09-17 20:06:54.000000,2024-08-30 09:20:57,6142.0,140.0,2088.0,202.0,1228.0,110.0,2215.0,13838.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,270.0,39,True,2024-07-25 12:21:58.000,0.14.0,33.0,flair,conda-forge/python-flair,,['pytorch'],,92738.0,3672.0,3531.0,https://pypi.org/project/flair,2024-07-25 12:15:28.000,141.0,92112.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,31326.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
69,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-09-25 02:40:08.000000,2024-09-25 02:40:07,4404.0,249.0,2997.0,173.0,5035.0,524.0,2355.0,13385.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",295.0,39,True,2024-09-03 04:16:25.000,2.4.0,453.0,dgl,,,,,107198.0,449.0,301.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,107198.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
70,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-09-26 11:09:47.000000,2024-09-26 05:33:29,28994.0,338.0,806.0,127.0,6341.0,636.0,1757.0,9167.0,NumPy & SciPy for GPU.,388.0,39,True,2024-08-22 07:42:45.000,13.3.0,141.0,cupy,conda-forge/cupy,,,188379.0,137730.0,2524.0,2255.0,https://pypi.org/project/cupy,2024-08-22 07:08:16.000,269.0,44372.0,https://anaconda.org/conda-forge/cupy,2024-08-22 12:51:10.755,4671219.0,1.0,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,67341.0,,,,,,,,,,,,,,,,,,,
71,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-09-25 10:32:25.000000,2024-09-25 10:32:25,10119.0,253.0,1368.0,133.0,1266.0,136.0,993.0,8608.0,A PyTorch-based Speech Toolkit.,242.0,39,True,2024-02-26 20:55:33.000,1.0.0,17.0,speechbrain,,,['pytorch'],,2814422.0,2334.0,2272.0,https://pypi.org/project/speechbrain,2024-09-02 14:25:26.000,62.0,2814422.0,,,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,,
72,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-09-26 13:05:53.000000,2024-09-26 12:42:41,4924.0,276.0,1326.0,104.0,4218.0,939.0,1574.0,7773.0,A unified framework for machine learning with time series.,391.0,39,True,2024-09-26 08:11:08.000,0.33.1,81.0,sktime,conda-forge/sktime-all-extras,,['sklearn'],101.0,751387.0,3396.0,3272.0,https://pypi.org/project/sktime,2024-09-26 08:11:08.000,124.0,724747.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-09-25 06:57:14.828,1012285.0,1.0,,,,,,sktime/sktime,,,,,,,,,,,,,,,,,,
73,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-09-24 21:46:31.000000,2024-09-24 21:46:31,2022.0,24.0,919.0,104.0,1689.0,440.0,1262.0,4457.0,Python tools for geographic data.,234.0,39,True,2024-07-02 12:26:55.000,1.0.1,57.0,geopandas,conda-forge/geopandas,,['pandas'],2716.0,7216637.0,43610.0,40808.0,https://pypi.org/project/geopandas,2024-07-02 12:26:50.000,2802.0,7138467.0,https://anaconda.org/conda-forge/geopandas,2024-09-21 05:55:22.256,3985297.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
