,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
39,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-06-09 15:08:15.000000,2022-06-09 14:06:58,36176.0,989.0,3496,257.0,17863.0,3731.0,156.0,5572,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1281.0,41,True,2022-05-25 18:47:33.000,2.39.0,64.0,apache-beam,conda-forge/apache-beam-with-aws,,,6899201.0,154.0,,https://pypi.org/project/apache-beam,2022-05-25 18:33:27.000,154.0,6897859.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-05-27 15:46:39.689,12083.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
40,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-06-09 14:34:23.000000,2022-06-09 11:33:42,4680.0,266.0,623,59.0,3745.0,1126.0,1832.0,1369,A distributed task scheduler for Dask.,273.0,41,True,2022-05-26 22:05:44.000,2022.5.2,175.0,distributed,conda-forge/distributed,,,5230873.0,24919.0,23743.0,https://pypi.org/project/distributed,2022-05-26 22:05:44.000,1176.0,5134198.0,https://anaconda.org/conda-forge/distributed,2022-05-26 23:34:01.893,7057307.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-06-09 11:01:18.000000,2022-05-24 21:22:03,2151.0,105.0,2453,249.0,464.0,1368.0,590.0,16542,A game theoretic approach to explain the output of any machine learning model.,182.0,40,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,5161679.0,5787.0,5566.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,5135278.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,1214477.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-06-09 15:11:52.000000,2022-06-08 20:36:31,8701.0,213.0,1596,231.0,3111.0,200.0,2522.0,6677,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,385.0,40,True,2022-06-03 15:55:47.000,4.0.0,36.0,pymc3,conda-forge/pymc3,,1903.0,368376.0,874.0,637.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,237.0,362267.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,414107.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-08 15:16:15.000000,2022-06-07 08:54:51,23263.0,1211.0,1004,193.0,297.0,397.0,1429.0,6554,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",994.0,40,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,81189.0,2653527.0,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2630709.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1048317.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-06-09 13:31:48.000000,2022-06-07 13:42:22,6137.0,338.0,1709,402.0,746.0,615.0,664.0,16603,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",116.0,39,True,2022-06-07 14:58:08.000,2.5.0,150.0,dash,conda-forge/dash,,,880657.0,1400.0,194.0,https://pypi.org/project/dash,2022-06-07 14:48:54.000,1206.0,870924.0,https://anaconda.org/conda-forge/dash,2022-06-09 02:13:41.642,476948.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
45,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-06-09 14:09:04.000000,2022-06-09 08:42:14,30192.0,205.0,3992,337.0,4622.0,942.0,5739.0,14138,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",541.0,39,True,2022-06-08 13:14:24.000,3.1.2,253.0,rasa,,['tensorflow'],,171965.0,59.0,,https://pypi.org/project/rasa,2022-06-08 13:14:14.000,59.0,171965.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
46,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-06-09 11:12:08.000000,2022-05-20 02:30:38,4489.0,129.0,1865,203.0,930.0,110.0,1768.0,11682,A very simple framework for state-of-the-art Natural Language Processing (NLP).,226.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,106496.0,1484.0,1412.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,72.0,106143.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,8124.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-06-09 13:09:05.000000,2022-06-09 11:45:53,13001.0,1084.0,704,127.0,2470.0,125.0,1071.0,6500,A hyperparameter optimization framework.,196.0,39,True,2021-10-04 06:37:16.000,2.10.0,46.0,optuna,conda-forge/optuna,,,4437211.0,3690.0,3466.0,https://pypi.org/project/optuna,2022-06-06 07:09:48.000,224.0,4428148.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,280956.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
48,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-06-09 09:22:49.000000,2022-06-08 12:14:34,4958.0,681.0,4592,364.0,1948.0,1119.0,3520.0,22576,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",108.0,38,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,['paddle'],,64851.0,675.0,669.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,6.0,64851.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-06-09 13:46:58.000000,2022-06-07 07:15:21,11843.0,39.0,6901,1093.0,11043.0,1989.0,7727.0,19998,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,['mxnet'],25012.0,352958.0,289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,352476.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7603.0,2.0,,,,,,,,,,,,,-1.0,5.0,,,,,,,,,,,
50,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-06-09 14:46:41.000000,2022-06-09 00:55:02,4745.0,124.0,1739,265.0,2324.0,577.0,1868.0,19497,Streamlit The fastest way to build data apps in Python.,141.0,38,True,2022-06-02 17:46:00.000,1.10.0,167.0,streamlit,,,,959712.0,712.0,314.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,398.0,959712.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-06-08 01:04:44.000000,2022-05-24 17:40:23,1385.0,78.0,3081,272.0,236.0,64.0,449.0,18948,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",75.0,38,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,['pytorch'],1292686.0,4020665.0,3314.0,3220.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,94.0,3984920.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,18595.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-06-09 05:43:32.000000,2022-06-08 23:23:48,2180.0,43.0,4454,332.0,1057.0,563.0,2851.0,17178,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,386.0,38,True,2022-06-08 00:35:25.000,0.11.1,14.0,fairseq,conda-forge/fairseq,['pytorch'],238.0,59474.0,858.0,821.0,https://pypi.org/project/fairseq,2021-01-05 20:26:45.000,37.0,58814.0,https://anaconda.org/conda-forge/fairseq,2022-05-28 17:39:59.245,15102.0,1.0,,,,,,,,,,,,,2.0,,facebookresearch/fairseq,,,,,,,,,,
53,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-06-09 13:53:37.914770,2022-06-09 13:25:20,7589.0,429.0,1921,180.0,3334.0,66.0,1462.0,14897,Build cross-modal and multi-modal applications on the cloud.,147.0,38,True,2022-06-09 13:25:57.000,3.6.1,1858.0,jina,conda-forge/jina-core,,,99872.0,296.0,294.0,https://pypi.org/project/jina,2022-06-09 13:25:34.000,2.0,60983.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,6512.0,2.0,,jinaai/jina,,https://hub.docker.com/r/jinaai/jina,2022-06-09 13:53:37.914770,7.0,1068661.0,,,,,,,,,,,,,,,,,,
54,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-09 12:54:33.000000,2022-06-02 00:19:11,2691.0,21.0,2188,278.0,3072.0,91.0,2430.0,11030,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,['pytorch'],46.0,75511.0,2713.0,2534.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,179.0,73975.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,64523.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
55,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-06-09 13:15:34.000000,2022-06-09 13:08:07,14903.0,587.0,1548,201.0,11578.0,286.0,4951.0,10553,Vector database for scalable similarity search and AI applications.,209.0,38,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,,31621.0,68257.0,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,33572.0,,,,1.0,,milvusdb/milvus,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,19.0,970699.0,,,,,,,,,,,,,,,,,,
56,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-06-08 16:18:43.000000,2022-06-07 17:39:32,14532.0,87.0,898,147.0,3162.0,546.0,1741.0,9238,The easiest way to automate your data.,331.0,38,True,2022-05-24 22:39:13.000,1.2.2,133.0,prefect,conda-forge/prefect,,,253420.0,905.0,838.0,https://pypi.org/project/prefect,2022-06-07 21:32:17.000,67.0,246473.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,270952.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-08 09:57:34.000000,2022-06-03 15:43:48,1006.0,58.0,1306,154.0,413.0,111.0,465.0,9067,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1159090.0,8257.0,8099.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1156083.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,210530.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-06-08 19:39:33.000000,2022-05-30 06:19:22,1641.0,16.0,1267,214.0,689.0,182.0,778.0,8350,Simple job queues for Python.,262.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,582356.0,12166.0,10431.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,581340.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,72153.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-06-09 04:30:16.000000,2022-03-25 20:01:52,3150.0,10.0,665,150.0,979.0,230.0,1403.0,7549,Declarative statistical visualization library for Python.,136.0,38,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,9305766.0,28224.0,27880.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,9288901.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1197437.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-09 03:23:39.000000,2022-06-06 07:16:11,25204.0,406.0,598,120.0,5070.0,402.0,1353.0,6072,NumPy & SciPy for GPU.,303.0,38,True,2022-05-26 07:35:42.000,10.5.0,116.0,cupy,conda-forge/cupy,,31896.0,74411.0,1216.0,1054.0,https://pypi.org/project/cupy,2022-05-26 05:27:01.000,162.0,26248.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1496222.0,1.0,,cupy/cupy,,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54804.0,,,,,,,,,,,,,,,,,,
61,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-08 12:59:30.000000,2022-06-01 14:14:31,2091.0,129.0,7297,356.0,2198.0,559.0,5392.0,19997,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,['pytorch'],,34299.0,410.0,401.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,9.0,34299.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-06-08 07:12:11.000000,2022-06-04 03:23:39,4037.0,14.0,2314,490.0,2230.0,103.0,870.0,15752,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",588.0,37,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,573086.0,2151.0,1752.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,572950.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10357.0,2.0,,,stable/luigi,,,,,,,,,,,2.0,,,,,,,,,,,
63,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-06-09 10:52:45.000000,2022-06-08 10:38:58,5570.0,179.0,2613,242.0,843.0,948.0,1616.0,14786,Graph Neural Network Library for PyTorch.,271.0,37,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,85528.0,43.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,43.0,85227.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,6931.0,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,,,
64,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-06-07 02:02:15.000000,2022-06-07 02:01:59,8083.0,37.0,3069,478.0,553.0,47.0,2000.0,11189,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,24969.0,149469.0,15517.0,14748.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,143024.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,424222.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-06-09 11:19:40.000000,2022-06-09 02:47:41,7570.0,241.0,939,138.0,3957.0,655.0,3066.0,9816,Data Version Control | Git for Data & Models | ML Experiments Management.,268.0,37,True,2022-06-07 21:15:21.000,2.11.0,350.0,dvc,conda-forge/dvc,,87953.0,544893.0,47.0,,https://pypi.org/project/dvc,2022-06-07 21:15:21.000,47.0,510089.0,https://anaconda.org/conda-forge/dvc,2022-06-08 11:15:03.873,1078279.0,1.0,,,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,556.0,4114.0,679.0,2086.0,9582,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,289684.0,15415.0,12577.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,261520.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,1999677.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2022-06-09 15:19:35.000000,2022-06-09 15:16:35,9007.0,660.0,961,64.0,3959.0,212.0,1118.0,6691,Always know what to expect from your data.,300.0,37,True,2022-06-02 19:01:20.000,0.15.8,162.0,great_expectations,conda-forge/great-expectations,,,7404125.0,32.0,,https://pypi.org/project/great_expectations,2022-06-02 18:51:53.000,32.0,7396474.0,https://anaconda.org/conda-forge/great-expectations,2022-06-03 02:16:55.894,390214.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-06-08 16:38:55.000000,2022-06-07 01:56:45,3797.0,527.0,1314,114.0,704.0,252.0,1328.0,5778,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:13:37.000,2.3.10,81.0,pycaret,conda-forge/pycaret,,571.0,423233.0,2198.0,2185.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,422715.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,10875.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
69,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-06-09 15:01:06.000000,2022-06-09 15:01:05,10662.0,766.0,608,86.0,3933.0,997.0,3167.0,4845,"An orchestration platform for the development, production, and observation of data assets.",214.0,37,True,2022-06-03 22:26:29.000,0.14.19,470.0,dagster,conda-forge/dagster,,,342195.0,490.0,400.0,https://pypi.org/project/dagster,2022-06-03 20:26:06.000,90.0,325140.0,https://anaconda.org/conda-forge/dagster,2022-06-03 20:30:18.696,528723.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-06-09 10:00:06.955000,2022-06-07 18:48:59,11476.0,140.0,990,166.0,401.0,552.0,682.0,3710,Probabilistic reasoning and statistical analysis in TensorFlow.,452.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,897990.0,333.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,333.0,896509.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-06-09 10:00:06.955,59270.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
71,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-20 16:57:04.000000,2022-05-20 16:57:04,1407.0,4.0,321,63.0,603.0,332.0,398.0,2817,Computing with Python functions.,110.0,37,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,26163187.0,194886.0,189995.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,26033859.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,9182295.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
72,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-06-09 02:37:27.000000,2022-06-07 18:11:29,2019.0,23.0,455,86.0,518.0,162.0,719.0,2804,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,46.0,7004727.0,33794.0,30017.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,6957542.0,https://anaconda.org/conda-forge/shapely,2022-06-04 20:23:43.749,3774463.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-09 14:06:32.000000,2022-06-09 14:04:29,5119.0,74.0,253,83.0,576.0,22.0,104.0,2535,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08.000,8.0.17,205.0,thinc,conda-forge/thinc,,,6690987.0,22447.0,21829.0,https://pypi.org/project/thinc,2022-06-02 14:03:39.000,618.0,6658614.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2071889.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-09 05:52:20.000000,2022-06-08 18:50:44,2532.0,147.0,791,99.0,1999.0,355.0,703.0,1634,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-06-07 18:30:56.000,2.94.0,433.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,10259410.0,1454.0,1403.0,https://pypi.org/project/sagemaker,2022-06-07 18:30:56.000,51.0,10250178.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-08 01:54:57.323,286200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
