,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
39,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-06-30 14:18:30.000000,2022-06-30 13:57:21,4748.0,278.0,629,58.0,3816.0,1147.0,1869.0,1373,A distributed task scheduler for Dask.,278.0,41,True,2022-06-24 16:00:19.000,2022.6.1,177.0,distributed,conda-forge/distributed,,,4609398.0,25268.0,24081.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,4510093.0,https://anaconda.org/conda-forge/distributed,2022-06-24 21:24:11.359,7249273.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
40,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-06-30 13:09:52.000000,2022-06-30 13:02:57,7109.0,329.0,2472,226.0,6342.0,473.0,4651.0,19196,Build high-performance AI models with PyTorch Lightning (organized PyTorch). Deploy models with Lightning Apps..,694.0,40,True,2022-06-01 14:43:53.000,1.6.4,210.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],7112.0,2827322.0,388.0,,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,388.0,2807622.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-06-07 13:19:15.354,467943.0,2.0,,-3.0,,,,,,,,,,,,,,,,,,,,,,,
41,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-29 13:59:42.000000,2022-06-29 13:59:40,23408.0,884.0,1016,193.0,299.0,409.0,1431.0,6614,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",997.0,40,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,82616.0,2433756.0,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2410565.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1065367.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-06-30 09:51:53.000000,2022-06-29 14:04:00,2208.0,59.0,4574,329.0,1081.0,617.0,2869.0,17342,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,395.0,39,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],241.0,60438.0,895.0,856.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,59745.0,https://anaconda.org/conda-forge/fairseq,2022-05-28 17:39:59.245,15843.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-06-29 14:47:47.000000,2022-06-28 13:26:18,6174.0,317.0,1714,402.0,761.0,614.0,670.0,16737,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",117.0,39,True,2022-06-13 18:21:02.000,2.5.1,151.0,dash,conda-forge/dash,,,924507.0,1407.0,198.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1209.0,914129.0,https://anaconda.org/conda-forge/dash,2022-06-14 01:55:09.921,508540.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-06-30 13:59:29.000000,2022-06-30 08:15:48,7669.0,404.0,1928,179.0,3386.0,54.0,1513.0,15019,Build cross-modal and multi-modal applications on the cloud.,151.0,39,True,2022-06-29 15:23:37.000,3.6.9,1899.0,jina,conda-forge/jina-core,,,126689.0,308.0,306.0,https://pypi.org/project/jina,2022-06-30 08:18:29.000,2.0,87172.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,9405.0,2.0,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2022-06-30 08:45:50.889230,7.0,1077233.0,,,,,,,,,,,,
45,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-06-30 08:03:21.000000,2022-06-30 08:03:21,4547.0,151.0,1889,200.0,952.0,99.0,1805.0,11761,A very simple framework for state-of-the-art Natural Language Processing (NLP).,231.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,143257.0,1522.0,1447.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,75.0,142870.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,8915.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
46,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-06-30 13:04:25.000000,2022-06-29 09:22:35,8749.0,184.0,1609,229.0,3139.0,203.0,2545.0,6748,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,388.0,39,True,2022-06-20 12:53:39.000,4.0.1,37.0,pymc3,conda-forge/pymc3,,1903.0,398130.0,885.0,647.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,391907.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,421854.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
47,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-06-30 13:44:04.000000,2022-06-29 08:34:31,11860.0,35.0,6901,1093.0,11055.0,1989.0,7732.0,20010,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,['mxnet'],25105.0,340446.0,289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,339960.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7741.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,
48,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-06-30 15:09:44.000000,2022-06-29 12:46:53,4763.0,118.0,1755,266.0,2346.0,589.0,1895.0,19711,Streamlit The fastest way to build data apps in Python.,142.0,38,True,2022-06-02 17:46:00.000,1.10.0,167.0,streamlit,,,,885002.0,730.0,332.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,398.0,885002.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-06-30 09:12:27.000000,2022-06-29 16:06:31,30259.0,169.0,3992,341.0,4719.0,942.0,5750.0,14498,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",544.0,38,True,2022-06-23 09:54:10.000,2.8.29,259.0,rasa,,['tensorflow'],,198135.0,60.0,,https://pypi.org/project/rasa,2022-06-23 09:54:00.000,60.0,198135.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
50,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-29 21:21:15.000000,2022-06-29 20:44:13,2706.0,31.0,2188,279.0,3085.0,91.0,2439.0,11073,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,['pytorch'],46.0,79274.0,2778.0,2599.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,179.0,77548.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,72519.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-24 09:11:47.000000,2022-06-03 15:43:48,1006.0,58.0,1306,154.0,415.0,111.0,465.0,9171,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1229672.0,8467.0,8309.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1226558.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,218036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-30 08:36:03.000000,2022-06-30 06:17:04,25405.0,437.0,603,120.0,5122.0,413.0,1362.0,6134,NumPy & SciPy for GPU.,305.0,38,True,2022-06-30 06:53:59.000,10.6.0,118.0,cupy,conda-forge/cupy,,36144.0,198705.0,1243.0,1078.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,148095.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1571547.0,1.0,,,,,,,,,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2022-06-30 06:57:22.472169,7.0,54907.0,,,,,,,,,,,,
53,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-06-27 23:35:45.000000,2022-06-27 19:32:48,3559.0,70.0,468,152.0,930.0,147.0,1399.0,1749,Rasterio reads and writes geospatial raster datasets.,127.0,38,True,2022-06-22 15:59:20.000,1.2.10,138.0,rasterio,conda-forge/rasterio,,756.0,800963.0,5900.0,5102.0,https://pypi.org/project/rasterio,2022-06-27 23:35:45.000,798.0,779621.0,https://anaconda.org/conda-forge/rasterio,2022-06-17 21:46:17.583,1600020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
54,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-06-30 09:12:36.000000,2022-06-28 07:31:40,5002.0,647.0,4634,367.0,2007.0,1119.0,3613.0,23019,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",114.0,37,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,['paddle'],,51558.0,710.0,704.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,6.0,51558.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
55,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-29 03:06:59.000000,2022-06-29 03:06:58,2092.0,78.0,7417,360.0,2218.0,634.0,5424.0,20253,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,['pytorch'],,43878.0,454.0,445.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,9.0,43878.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
56,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-06-28 20:28:01.000000,2022-06-25 14:37:59,1400.0,62.0,3141,278.0,238.0,64.0,465.0,19379,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",76.0,37,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,['pytorch'],1379639.0,2077699.0,3615.0,3521.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,94.0,2039496.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,21072.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-06-30 14:27:40.000000,2022-06-30 11:32:52,5611.0,153.0,2613,239.0,892.0,948.0,1630.0,14930,Graph Neural Network Library for PyTorch.,278.0,37,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,88303.0,43.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,43.0,87970.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,7659.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-06-30 15:08:18.000000,2022-06-28 10:55:34,8087.0,32.0,3069,478.0,559.0,47.0,2005.0,11240,A toolkit for making real world machine learning and data analysis applications in C++.,176.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,24981.0,124519.0,15830.0,15061.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,117895.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,436579.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-06-30 14:32:19.000000,2022-06-30 13:34:18,15097.0,647.0,1548,206.0,11870.0,286.0,5120.0,11174,Vector database for scalable similarity search and AI applications.,211.0,37,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,,34356.0,58475.0,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,22856.0,,,,1.0,,,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2022-06-30 13:42:35.794081,21.0,986469.0,,,,,,,,,,,,
60,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-06-30 12:41:58.000000,2022-06-30 12:25:24,7631.0,258.0,939,136.0,4002.0,655.0,3104.0,9943,Data Version Control | Git for Data & Models | ML Experiments Management.,268.0,37,True,2022-06-30 08:39:45.000,2.12.0,350.0,dvc,conda-forge/dvc,,95034.0,613727.0,47.0,,https://pypi.org/project/dvc,2022-06-07 21:15:21.000,47.0,577678.0,https://anaconda.org/conda-forge/dvc,2022-06-08 11:15:03.873,1110573.0,1.0,,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
61,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,555.0,4114.0,679.0,2086.0,9590,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,296374.0,15497.0,12659.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,267786.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2029758.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-06-04 16:37:32.000000,2022-06-01 11:58:49,1079.0,5.0,1238,245.0,613.0,286.0,891.0,9360,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,986355.0,17394.0,16644.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,750.0,984370.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,117123.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
63,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-06-29 16:22:52.000000,2022-06-14 17:20:53,3799.0,416.0,1340,115.0,712.0,245.0,1363.0,5881,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:13:37.000,2.3.10,81.0,pycaret,conda-forge/pycaret,,586.0,434153.0,2245.0,2232.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,433569.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,12309.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
64,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-06-29 00:33:42.000000,2022-06-29 00:33:39,11492.0,116.0,990,165.0,403.0,552.0,684.0,3717,Probabilistic reasoning and statistical analysis in TensorFlow.,452.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,829393.0,333.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,333.0,827832.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-06-09 10:00:06.955,62474.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-06-26 08:27:46.000000,2022-06-20 19:40:12,2030.0,28.0,455,87.0,532.0,162.0,723.0,2826,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,53.0,7305386.0,34511.0,30734.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,7256417.0,https://anaconda.org/conda-forge/shapely,2022-06-04 20:23:43.749,3917042.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
66,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-30 12:51:40.000000,2022-06-30 11:44:45,5131.0,63.0,253,83.0,592.0,22.0,104.0,2536,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08.000,8.0.17,208.0,thinc,conda-forge/thinc,,,4773248.0,22940.0,22321.0,https://pypi.org/project/thinc,2022-06-22 20:24:21.000,619.0,4740029.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2126071.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-06-30 14:28:15.000000,2022-06-30 13:34:56,16957.0,207.0,1040,79.0,6739.0,406.0,3722.0,1963,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,295.0,37,True,2022-05-12 13:39:57.000,1.0.3,62.0,mne,conda-forge/mne,,,44729.0,1910.0,1697.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,213.0,41483.0,https://anaconda.org/conda-forge/mne,2022-06-19 00:52:47.756,207771.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
68,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-30 14:13:35.000000,2022-06-28 22:17:39,2553.0,124.0,810,99.0,2025.0,369.0,710.0,1653,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-06-28 21:00:06.000,2.97.0,436.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,10083429.0,1540.0,1488.0,https://pypi.org/project/sagemaker,2022-06-28 21:00:06.000,52.0,10073426.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-29 01:20:39.718,310116.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
69,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523.0,,6557,1296.0,163.0,642.0,210.0,28827,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,632750.0,15232.0,13692.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1540.0,630953.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,111443.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-06-30 13:35:21.000000,2022-06-30 12:08:24,31130.0,624.0,10893,936.0,20103.0,942.0,,19233,Apache Flink Python API.,1561.0,36,True,2022-06-20 12:27:12.000,1.14.5,32.0,apache-flink,,,,48242.0,15.0,,https://pypi.org/project/apache-flink,2022-06-20 12:27:12.000,15.0,48242.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
71,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-06-30 00:44:17.000000,2022-06-24 09:25:07,1199.0,31.0,2076,334.0,1407.0,312.0,1719.0,12550,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",147.0,36,True,2022-06-21 09:28:07.000,0.25.0,72.0,horovod,,,,79419.0,647.0,617.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,79419.0,,,,1.0,,,stable/horovod,,,,,,,,,,,,,,,,,,,,,,
72,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848.0,,4077,555.0,695.0,330.0,1253.0,12363,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,True,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,75940.0,4806.0,4456.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,350.0,75940.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-06-30 10:34:10.000000,2022-06-30 01:43:15,2731.0,137.0,1637,276.0,3158.0,300.0,1356.0,11641,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",171.0,36,True,2022-06-22 04:57:13.000,2.8,50.0,nni,,,,8679.0,270.0,240.0,https://pypi.org/project/nni,2022-06-22 05:07:14.000,30.0,8679.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-06-30 13:56:13.000000,2022-06-30 13:56:13,2336.0,141.0,2270,174.0,2663.0,238.0,1377.0,9890,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",217.0,36,True,2022-05-30 15:06:10.000,0.8.2,439.0,dgl,,,,29208.0,64.0,19.0,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,45.0,29208.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
75,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2022-06-26 19:02:13.000000,2022-06-21 19:50:51,4545.0,101.0,3568,375.0,562.0,464.0,1159.0,9233,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",179.0,36,False,2022-04-09 06:23:40.000,2.5.3,45.0,glfw,conda-forge/glfw,,2798785.0,95074.0,150.0,1.0,https://pypi.org/project/glfw,2022-04-09 06:23:40.000,149.0,61386.0,https://anaconda.org/conda-forge/glfw,2022-06-22 21:43:30.520,60770.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
