,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
38,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-02-22 14:26:45.566125,2024-02-22 12:40:53,19111.0,620.0,2699.0,312.0,18956.0,612.0,9526.0,25635.0,"A cloud-native vector database, storage for next generation AI applications.",264.0,41,True,2024-02-19 08:30:54.000,2.3.9,100.0,pymilvus,,milvusdb/milvus,,,82.0,,https://pypi.org/project/pymilvus,2024-01-24 02:49:14.000,82.0,609402.0,826265.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-02-22 14:26:45.566125,39.0,11214741.0,1.0,73713.0,,,,,,,,,,,,,,,,,,
39,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-02-22 07:51:27.000000,2024-02-20 11:49:56,2609.0,49.0,3127.0,245.0,805.0,1420.0,982.0,21187.0,A game theoretic approach to explain the output of any machine learning model.,233.0,41,True,2024-01-25 13:23:34.000,0.44.1,101.0,shap,conda-forge/shap,,,,16302.0,15840.0,https://pypi.org/project/shap,2024-01-25 13:23:34.000,462.0,7625280.0,7685985.0,https://anaconda.org/conda-forge/shap,2024-01-08 16:40:58.890,2306819.0,,,,,1.0,,,,shap/shap,,,,,,,,,,,,,,,
40,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-02-22 14:04:07.000000,2024-02-21 01:05:31,9191.0,119.0,1144.0,136.0,5380.0,520.0,4067.0,12904.0,ML Experiments Management with Git.,290.0,41,True,2024-02-21 01:10:47.000,3.47.0,515.0,dvc,conda-forge/dvc,,,,13044.0,12949.0,https://pypi.org/project/dvc,2024-02-21 01:10:47.000,95.0,684063.0,728192.0,https://anaconda.org/conda-forge/dvc,2024-02-21 02:55:44.747,1768401.0,,,,,1.0,43337.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
41,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-02-20 19:38:01.000000,2024-02-20 19:38:00,3623.0,22.0,778.0,141.0,1322.0,175.0,1746.0,8725.0,Declarative statistical visualization library for Python.,161.0,41,True,2023-11-28 06:23:39.000,5.2.0,39.0,altair,conda-forge/altair,,,,109060.0,108393.0,https://pypi.org/project/altair,2023-11-28 05:41:35.000,667.0,20469350.0,20551787.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2143345.0,,,,,1.0,102.0,,,,,,,,,,,,,,,,,,
42,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-02-22 12:43:32.000000,2024-02-22 12:43:32,13806.0,25.0,2249.0,186.0,4354.0,762.0,2049.0,5781.0,Image processing in Python.,650.0,41,False,2023-10-03 21:36:37.000,0.22.0,59.0,scikit-image,conda-forge/scikit-image,,,,181165.0,170618.0,https://pypi.org/project/scikit-image,2023-10-03 21:35:27.000,10547.0,15203642.0,15339188.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5964059.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
43,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-02-22 07:46:07.000000,2024-02-15 15:09:03,7247.0,171.0,2034.0,419.0,1028.0,818.0,861.0,20161.0,Data Apps & Dashboards for Python. No JavaScript Required.,147.0,40,True,2024-01-31 18:19:00.000,2.15.0,175.0,dash,conda-forge/dash,,,,60068.0,58592.0,https://pypi.org/project/dash,2024-01-31 18:15:05.000,1476.0,2642226.0,2669455.0,https://anaconda.org/conda-forge/dash,2024-02-01 06:48:09.240,1198032.0,,,,,1.0,70.0,,,,,,,,,,,,,,,,,,
44,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-02-22 09:33:16.000000,2024-02-20 16:16:19,32599.0,11.0,4517.0,349.0,6339.0,116.0,6641.0,17624.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,40,True,2024-02-13 13:39:05.000,3.6.17,370.0,rasa,,,,['tensorflow'],4028.0,3961.0,https://pypi.org/project/rasa,2024-02-13 13:38:51.000,67.0,156755.0,156755.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
45,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-02-22 13:37:10.000000,2024-02-22 08:37:55,1330.0,95.0,2254.0,126.0,343.0,1006.0,903.0,13154.0,Multilingual Sentence & Image Embeddings with BERT.,140.0,40,True,2024-01-30 19:43:59.000,2.3.1,45.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],25769.0,25070.0,https://pypi.org/project/sentence-transformers,2024-01-30 19:39:08.000,699.0,3691367.0,3696290.0,https://anaconda.org/conda-forge/sentence-transformers,2024-01-31 01:17:33.880,201879.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
46,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-02-19 22:19:44.000000,2024-02-11 13:47:36,1174.0,81.0,2128.0,237.0,534.0,183.0,1064.0,11337.0,Download market data from Yahoo! Finances API.,106.0,40,True,2024-01-21 18:12:42.000,0.2.36,108.0,yfinance,ranaroussi/yfinance,,,,33985.0,33660.0,https://pypi.org/project/yfinance,2024-01-21 18:12:42.000,325.0,1592632.0,1595423.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,86550.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
47,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-02-22 13:23:12.000000,2024-02-20 11:24:01,9761.0,63.0,1929.0,227.0,3843.0,263.0,2981.0,8034.0,Bayesian Modeling and Probabilistic Programming in Python.,480.0,40,True,2024-02-14 10:23:42.000,5.10.4,78.0,pymc3,conda-forge/pymc3,,,,3037.0,2787.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,745630.0,751900.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,550279.0,,,,,1.0,1936.0,,,,,,,,,,,,,,,,,,
48,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-02-22 14:48:35.000000,2024-02-22 04:54:55,6141.0,182.0,598.0,56.0,4054.0,841.0,2148.0,7878.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,174.0,40,True,2024-02-06 18:50:34.000,0.16.3,268.0,wandb,conda-forge/wandb,,,,39582.0,38847.0,https://pypi.org/project/wandb,2024-02-06 18:26:24.000,735.0,11135981.0,11146581.0,https://anaconda.org/conda-forge/wandb,2024-02-06 19:13:02.985,455836.0,,,,,1.0,,,,wandb/wandb,,,,,,,,,,,,,,,
49,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-02-21 17:39:31.000000,2024-02-15 15:38:54,1289.0,112.0,731.0,98.0,1238.0,116.0,1120.0,6546.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",219.0,40,True,2024-02-13 15:16:50.000,0.27.2,43.0,accelerate,conda-forge/accelerate,,,['pytorch'],27171.0,26606.0,https://pypi.org/project/accelerate,2024-02-13 15:16:50.000,565.0,8414448.0,8418150.0,https://anaconda.org/conda-forge/accelerate,2024-02-09 18:05:07.779,103668.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
50,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-02-21 10:19:10.000000,2024-02-19 12:54:36,1884.0,52.0,914.0,107.0,1548.0,440.0,1188.0,4069.0,Python tools for geographic data.,219.0,40,True,2024-01-31 19:22:01.000,0.14.3,52.0,geopandas,conda-forge/geopandas,,,['pandas'],33476.0,31568.0,https://pypi.org/project/geopandas,2024-01-31 19:21:57.000,1908.0,5976828.0,6054382.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3411244.0,,,,,1.0,2443.0,,,,,,,,,,,,,,,,,,
51,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-02-22 06:56:10.000000,2024-02-21 18:00:22,3516.0,164.0,1117.0,133.0,2846.0,266.0,1157.0,2009.0,A library for training and deploying machine learning models on Amazon SageMaker.,425.0,40,True,2024-02-15 22:26:14.000,2.208.0,569.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3709.0,3615.0,https://pypi.org/project/sagemaker,2024-02-15 22:26:14.000,94.0,25025071.0,25042085.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-02-16 00:15:43.269,714618.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
52,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-02-22 13:14:38.000000,2024-02-22 12:47:24,5695.0,88.0,705.0,55.0,4929.0,1482.0,2302.0,1522.0,A distributed task scheduler for Dask.,323.0,40,True,2024-02-09 23:11:22.000,2024.2.0,221.0,distributed,conda-forge/distributed,,,,34214.0,32883.0,https://pypi.org/project/distributed,2024-02-09 23:11:22.000,1331.0,4665049.0,4954624.0,https://anaconda.org/conda-forge/distributed,2024-02-10 00:54:34.054,13030919.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-10-22 22:49:37.000000,2023-01-30 18:15:21,1757.0,,8561.0,1062.0,1449.0,78.0,1717.0,33550.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,53026.0,50321.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2705.0,832055.0,837825.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,265423.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
54,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-02-21 13:36:16.000000,2024-02-05 13:23:18,2706.0,17.0,9144.0,372.0,3119.0,1402.0,6634.0,27077.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,39,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],2228.0,2192.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,36.0,165308.0,165308.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
55,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-02-22 00:35:35.000000,2024-02-21 19:38:57,1022.0,111.0,3335.0,476.0,867.0,431.0,1881.0,26939.0,A library for efficient similarity search and clustering of dense vectors.,154.0,39,True,2024-01-24 02:49:14.000,2.3.6,91.0,pymilvus,conda-forge/faiss,,,,3525.0,3443.0,https://pypi.org/project/pymilvus,2024-01-24 02:49:14.000,82.0,609402.0,632257.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1028490.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
56,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-02-19 10:12:25.000000,2024-02-16 23:03:14,8515.0,16.0,2152.0,207.0,4158.0,12.0,1915.0,19698.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2024-02-16 10:59:33.000,3.23.3,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1595.0,1595.0,https://pypi.org/project/jina,,,149817.0,179061.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60064.0,https://hub.docker.com/r/jinaai/jina,2024-02-16 11:07:23.702645,8.0,1304314.0,2.0,,,,,,,,,,,,,,,,,,,
57,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-02-08 03:02:42.101000,2024-02-08 02:27:50,4512.0,3.0,4159.0,435.0,1685.0,378.0,1445.0,15011.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,55951.0,55951.0,https://pypi.org/project/gensim,,,3857551.0,3892024.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1204984.0,,,,,1.0,4553.0,,,piskvorky/gensim,,,,,,,,,,,,,,,
58,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-02-22 06:25:36.000000,2024-02-22 06:25:36,3958.0,336.0,2942.0,170.0,4541.0,470.0,2231.0,12774.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",285.0,39,True,2024-01-12 03:51:43.000,2.0.0,450.0,dgl,,,,,287.0,200.0,https://pypi.org/project/dgl,2024-01-12 03:38:25.000,87.0,69567.0,69567.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2024-02-22 14:31:02.000000,2024-02-22 14:21:38,1745.0,254.0,1120.0,175.0,2010.0,459.0,603.0,10013.0,Development repository for the Triton language and compiler.,211.0,39,True,2024-01-10 03:11:56.000,2.2.0,192.0,triton,,,,,116.0,21.0,https://pypi.org/project/triton,2024-01-10 03:11:56.000,95.0,9011760.0,9011760.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
60,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-02-22 13:53:51.000000,2024-02-22 09:47:07,17139.0,330.0,942.0,120.0,3412.0,95.0,1491.0,9300.0,A hyperparameter optimization framework.,258.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,13042.0,12537.0,https://pypi.org/project/optuna,2023-12-11 05:05:36.000,505.0,2113672.0,2128297.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,643542.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
61,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-02-22 09:42:44.000000,2024-02-22 09:42:40,47465.0,559.0,1128.0,195.0,379.0,519.0,1688.0,7605.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1214.0,39,True,2023-09-19 20:01:10.000,1.2.2,84.0,catboost,conda-forge/catboost,,,,13.0,13.0,https://pypi.org/project/catboost,,,1762196.0,1802199.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1447677.0,,,,,2.0,222073.0,,,,,,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-02-22 13:47:03.000000,2024-02-22 01:10:17,4299.0,231.0,1192.0,102.0,3439.0,762.0,1383.0,7214.0,A unified framework for machine learning with time series.,320.0,39,True,2024-01-27 05:22:50.000,0.26.0,61.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2305.0,2245.0,https://pypi.org/project/sktime,2024-01-27 05:22:50.000,60.0,741273.0,771340.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-01-27 10:37:50.794,932054.0,,,,,1.0,84.0,,,sktime/sktime,,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-02-20 08:15:24.000000,2024-02-19 10:15:39,1782.0,23.0,2246.0,164.0,811.0,75.0,990.0,6595.0,Python Data. Leaflet.js Maps.,162.0,39,True,2023-12-04 11:12:36.000,0.15.1,30.0,folium,conda-forge/folium,,,,35122.0,34283.0,https://pypi.org/project/folium,2023-12-04 11:12:36.000,839.0,946859.0,1015855.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2552858.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
64,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-02-22 05:12:10.000000,2024-02-21 23:14:57,4200.0,212.0,587.0,83.0,2200.0,191.0,684.0,5222.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,39,True,2024-02-07 21:53:16.000,0.8.1,42.0,flax,conda-forge/flax,,,['jax'],6357.0,6138.0,https://pypi.org/project/flax,2024-02-07 21:53:16.000,219.0,3584544.0,3585696.0,https://anaconda.org/conda-forge/flax,2024-02-08 03:12:06.588,40318.0,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,
65,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-02-22 14:04:29.000000,2024-02-22 09:09:02,39919.0,995.0,26479.0,2034.0,45189.0,,,37868.0,Apache Spark Python API.,3011.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,29076233.0,29144352.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2997269.0,,,,,2.0,,,stable/spark,,,,,,,,,,,,,,,,
66,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-02-01 00:26:04.000000,2024-02-01 00:26:01,2738.0,9.0,7295.0,617.0,2217.0,186.0,1585.0,25245.0,The fastai deep learning library.,246.0,38,True,2024-02-01 00:26:04.000,2.7.14,51.0,fastai,,,,['pytorch'],16308.0,16308.0,https://pypi.org/project/fastai,,,417601.0,417601.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
67,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-02-22 14:21:17.000000,2024-02-21 16:11:33,7390.0,263.0,3478.0,252.0,2836.0,927.0,2558.0,19614.0,Graph Neural Network Library for PyTorch.,484.0,38,True,2024-02-16 07:16:56.000,2.5.0,41.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],147.0,,https://pypi.org/project/torch-geometric,2024-02-16 07:13:42.000,147.0,221509.0,222364.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-02-20 21:51:46.481,36806.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
68,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-02-21 11:44:15.000000,2024-02-21 11:44:15,8238.0,6.0,3268.0,478.0,687.0,47.0,2126.0,12649.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,,25922.0,25119.0,https://pypi.org/project/dlib,2023-06-03 20:05:00.841,803.0,368368.0,383585.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,658832.0,,,,,2.0,25378.0,,,,,,,,,,,,,,,,,,
69,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-02-22 13:18:48.000000,2024-02-18 19:47:12,2676.0,69.0,922.0,128.0,1789.0,264.0,625.0,9119.0,Geometric Computer Vision Library for Spatial AI.,250.0,38,True,2023-12-27 11:10:14.000,0.7.1,38.0,kornia,conda-forge/kornia,,,['pytorch'],8582.0,8446.0,https://pypi.org/project/kornia,2023-12-27 11:10:14.000,136.0,2093438.0,2096449.0,https://anaconda.org/conda-forge/kornia,2024-02-20 17:25:27.727,113907.0,,,,,1.0,951.0,,,,,,,,,,,,,,,,,,
70,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-02-22 07:56:17.000000,2024-02-22 07:56:11,934.0,45.0,1056.0,124.0,276.0,25.0,679.0,9019.0,Unsupervised text tokenizer for Neural Network-based text generation.,84.0,38,True,2024-02-19 16:08:39.000,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,55681.0,55681.0,https://pypi.org/project/sentencepiece,,,12791280.0,12808529.0,https://anaconda.org/conda-forge/sentencepiece,2024-01-23 02:02:02.802,719383.0,,,,,1.0,34355.0,2.0,,,,,,,,,,,,,,,,,
71,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-02-20 12:55:08.000000,2024-02-20 12:55:07,5164.0,128.0,1728.0,132.0,976.0,331.0,1917.0,8224.0,"An open-source, low-code machine learning library in Python.",132.0,38,True,2024-02-20 04:09:05.000,3.3.0,96.0,pycaret,conda-forge/pycaret,,,,5174.0,5156.0,https://pypi.org/project/pycaret,2024-02-20 04:08:49.000,18.0,284178.0,285206.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42580.0,,,,,2.0,679.0,,,,,,,,,,,,,,,,,,
72,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-02-21 01:06:52.000000,2024-02-13 03:05:43,1759.0,15.0,691.0,118.0,561.0,189.0,717.0,8157.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-02-12 02:35:06.000,0.15.2,90.0,tokenizers,conda-forge/tokenizers,,,,61915.0,61507.0,https://pypi.org/project/tokenizers,2024-02-12 02:24:30.000,408.0,18500060.0,18533829.0,https://anaconda.org/conda-forge/tokenizers,2024-02-12 11:07:11.714,1452076.0,,,,,1.0,33.0,,,,,,,,,,,,,,,,,,
73,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-02-22 05:24:54.000000,2024-02-19 09:00:56,28303.0,285.0,747.0,126.0,6078.0,544.0,1632.0,7583.0,NumPy & SciPy for GPU.,360.0,38,True,2024-01-18 05:54:29.000,13.0.0,138.0,cupy,conda-forge/cupy,cupy/cupy,,,2132.0,1920.0,https://pypi.org/project/cupy,2023-12-07 05:15:09.000,212.0,23610.0,100692.0,https://anaconda.org/conda-forge/cupy,2024-02-05 02:05:27.119,3313084.0,https://hub.docker.com/r/cupy/cupy,2024-01-18 05:56:19.967362,11.0,59126.0,1.0,169545.0,,,,,,,,,,,,,,,,,,
74,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-02-22 13:37:51.000000,2024-02-22 06:33:20,7681.0,4005.0,553.0,40.0,540.0,316.0,1250.0,5564.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",124.0,38,True,2024-02-22 07:15:51.000,1.26.8,608.0,litellm,,,,others,1030.0,959.0,https://pypi.org/project/litellm,2024-02-22 07:04:54.000,71.0,323797.0,323797.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
