,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
40,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-06-22 13:47:21.000000,2023-06-22 10:19:03,2394,117.0,2844.0,256.0,565.0,1500.0,731.0,19505.0,A game theoretic approach to explain the output of any machine learning model.,213.0,40,True,2022-06-16 00:43:28.000,0.41.0,96.0,shap,conda-forge/shap,,,,12244.0,11873.0,https://pypi.org/project/shap,4629968.0,4663746.0,https://anaconda.org/conda-forge/shap,2023-06-11 05:50:42.032,1959150.0,,,,,1.0,,2022-06-16 00:43:28.000,371.0,,,,,,,,,,,,,,,,
41,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-06-22 14:18:03.000000,2023-06-22 14:17:08,6884,165.0,1894.0,408.0,956.0,749.0,812.0,18879.0,Data Apps & Dashboards for Python. No JavaScript Required.,137.0,40,True,2023-05-31 16:21:43.000,2.10.2,166.0,dash,conda-forge/dash,,,,49490.0,48163.0,https://pypi.org/project/dash,1601579.0,1617848.0,https://anaconda.org/conda-forge/dash,2023-06-05 08:50:32.313,992428.0,,,,,1.0,,2022-06-13 18:17:06.000,1327.0,,,,,,,,,,,,,,,,
42,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-06-20 22:17:49.000000,2023-05-25 15:50:03,4469,10.0,4140.0,432.0,1672.0,368.0,1437.0,14438.0,Topic Modelling for Humans.,446.0,40,True,2022-12-21 00:42:57.000,4.3.0,42.0,gensim,conda-forge/gensim,,,,47322.0,47322.0,https://pypi.org/project/gensim,3822930.0,3838646.0,https://anaconda.org/conda-forge/gensim,2023-06-16 13:22:43.559,1081112.0,,,,,1.0,4422.0,,,,,,,,,,,,,,,,,,
43,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-06-12 00:21:05.000000,2023-06-12 00:21:05,8202,39.0,3220.0,475.0,655.0,34.0,2097.0,12050.0,A toolkit for making real world machine learning and data analysis applications in C++.,188.0,40,False,2023-06-03 20:05:00.841,19.24.2,34.0,dlib,conda-forge/dlib,,,,21400.0,20617.0,https://pypi.org/project/dlib,170695.0,178252.0,https://anaconda.org/conda-forge/dlib,2023-06-05 15:05:40.278,590817.0,,,,,2.0,25262.0,2022-05-08 14:40:14.000,783.0,,,,,,,,,,,,,,,,
44,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-06-22 13:31:26.000000,2023-06-22 11:04:26,9557,110.0,1794.0,228.0,3628.0,201.0,2880.0,7632.0,Bayesian Modeling in Python.,461.0,40,True,2023-06-09 14:56:03.000,5.5.0,62.0,pymc3,conda-forge/pymc3,,,,1908.0,1664.0,https://pypi.org/project/pymc3,444505.0,451038.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,521270.0,,,,,1.0,1913.0,2022-03-15 10:10:19.000,244.0,,,,,,,,,,,,,,,,
45,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-06-22 14:07:11.000000,2023-06-22 01:17:56,5420,226.0,494.0,51.0,3196.0,638.0,1925.0,6237.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,151.0,40,True,2023-06-06 21:21:04.600,0.15.4,255.0,wandb,conda-forge/wandb,,,,25421.0,24983.0,https://pypi.org/project/wandb,2247459.0,2255137.0,https://anaconda.org/conda-forge/wandb,2023-06-06 23:51:30.435,268744.0,,,,,1.0,,2021-02-01 20:56:31.000,438.0,,,,,,,,,,,wandb/wandb,,,,,
46,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-06-22 07:00:33.000000,2023-06-22 07:00:32,1765,48.0,791.0,107.0,1396.0,339.0,1123.0,3717.0,Python tools for geographic data.,204.0,40,True,2023-06-06 09:00:28.000,0.13.2,31.0,geopandas,conda-forge/geopandas,,,['pandas'],23325.0,23325.0,https://pypi.org/project/geopandas,5250560.0,5284207.0,https://anaconda.org/conda-forge/geopandas,2023-06-06 13:24:28.136,2925256.0,,,,,1.0,1992.0,,,,,,,,,,,,,,,,,,
47,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-06-22 13:22:51.000000,2023-06-22 13:20:34,5363,130.0,695.0,58.0,4545.0,1386.0,2188.0,1473.0,A distributed task scheduler for Dask.,310.0,40,True,2023-06-09 16:44:05.417,2023.6.0,204.0,distributed,conda-forge/distributed,,,,30606.0,29366.0,https://pypi.org/project/distributed,4699826.0,4829980.0,https://anaconda.org/conda-forge/distributed,2023-06-09 17:51:47.181,11063153.0,,,,,1.0,,2023-01-27 23:28:03.605,1240.0,,,,,,,,,,,,,,,,
48,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-06-21 06:02:22.000000,2023-01-30 18:15:21,1757,,8452.0,1040.0,1443.0,56.0,1712.0,32245.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,45929.0,43304.0,https://pypi.org/project/gym,426034.0,432128.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,231599.0,,,,,1.0,,2022-10-04 23:58:42.348,2625.0,,,,,,,,,,,,,,,,
49,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-06-22 08:11:44.000000,2023-06-22 05:00:30,1596,201.0,3136.0,290.0,1864.0,888.0,995.0,26264.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",209.0,39,True,2023-06-09 19:33:01.477,0.9.4,66.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1759.0,1709.0,https://pypi.org/project/deepspeed,269580.0,269986.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16681.0,1.0,,2023-01-17 18:45:01.408,50.0,,,,,,,,,,,,,,,,
50,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-26 22:59:26.000000,2023-05-26 22:59:26,2668,17.0,7187.0,609.0,2179.0,148.0,1575.0,24063.0,The fastai deep learning library.,238.0,39,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],13919.0,13919.0,https://pypi.org/project/fastai,333822.0,333822.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
51,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-06-22 14:12:50.000000,2023-06-22 14:12:29,8357,115.0,2132.0,199.0,4010.0,18.0,1844.0,18617.0,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-06-22 13:35:05.910,3.18.0,2398.0,jina,conda-forge/jina-core,jinaai/jina,,,720.0,707.0,https://pypi.org/project/jina,363672.0,397265.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,48599.0,https://hub.docker.com/r/jinaai/jina,2023-06-22 13:47:37.700595,8.0,1251190.0,2.0,,2022-07-06 04:21:41.000,13.0,,,,,,,,,,,,,,,,
52,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-06-21 22:19:14.000000,2023-06-21 22:15:37,959,87.0,1850.0,224.0,417.0,175.0,918.0,9687.0,Download market data from Yahoo! Finances API.,84.0,39,True,2023-06-21 22:19:14.000,0.2.21,56.0,yfinance,ranaroussi/yfinance,,,,24233.0,24233.0,https://pypi.org/project/yfinance,641934.0,645301.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,77463.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-06-22 13:02:37.000000,2023-06-22 06:46:04,16042,495.0,832.0,123.0,3124.0,128.0,1320.0,8245.0,A hyperparameter optimization framework.,233.0,39,False,2023-05-30 06:01:04.139,3.2.0,59.0,optuna,conda-forge/optuna,,,,8741.0,8408.0,https://pypi.org/project/optuna,1558163.0,1568732.0,https://anaconda.org/conda-forge/optuna,2023-06-16 16:19:02.890,454484.0,,,,,1.0,,2022-06-13 05:39:20.000,333.0,,,,,,,,,,,,,,,,
54,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-06-22 14:17:19.000000,2023-06-22 14:17:18,3644,201.0,1103.0,104.0,2681.0,604.0,1135.0,6580.0,A unified framework for machine learning with time series.,259.0,39,True,2023-06-22 00:52:04.418,0.19.2,47.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1396.0,1356.0,https://pypi.org/project/sktime,1202013.0,1228369.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-06-17 20:19:58.613,606177.0,,,,,1.0,82.0,2022-06-29 00:58:26.000,40.0,,,,,,,,,,,sktime/sktime,,,,,
55,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-06-22 07:02:47.000000,2023-06-22 04:37:47,3143,193.0,998.0,131.0,2530.0,460.0,804.0,1869.0,A library for training and deploying machine learning models on Amazon SageMaker.,373.0,39,True,2023-06-22 04:38:01.670,2.168.0,519.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2755.0,2682.0,https://pypi.org/project/sagemaker,25584693.0,25603238.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-06-20 02:33:08.763,630533.0,,,,,2.0,,2023-01-31 01:06:02.086,73.0,,,,,,,,,,,,,,,,
56,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-06-20 17:15:06.000000,2023-06-20 17:15:05,2310,26.0,5676.0,411.0,1281.0,925.0,2997.0,26579.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,417.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1635.0,1635.0,https://pypi.org/project/fairseq,570506.0,571553.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,36475.0,,,,,1.0,314.0,,,,,,,,,,,,,,,,,,
57,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-06-22 14:10:42.000000,2023-06-22 13:05:18,9360,313.0,2861.0,233.0,9021.0,657.0,5561.0,23787.0,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",879.0,38,True,2023-06-07 17:09:43.000,2.0.3,100.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],,,https://pypi.org/project/pytorch-lightning,3854141.0,3877930.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-06-08 17:05:50.847,841431.0,,,,,2.0,12494.0,,,-4.0,,,,,,,,,,,,,,,
58,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-06-16 13:24:22.589000,2023-01-26 21:28:45,11896,,6519.0,1083.0,11116.0,1795.0,7763.0,20446.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6513.0,6513.0,https://pypi.org/project/mxnet,344671.0,345124.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,9696.0,,,,,2.0,26126.0,,,,,,,,,,,,,apache/mxnet,,,,,
59,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-06-22 12:29:53.000000,2023-06-21 13:26:42,17352,596.0,2269.0,331.0,15792.0,581.0,7535.0,20181.0,"A cloud-native vector database, storage for next generation AI applications.",249.0,38,True,2023-06-16 09:14:01.504,2.2.12,100.0,pymilvus,,milvusdb/milvus,,,26.0,,https://pypi.org/project/pymilvus,342417.0,430448.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-06-21 13:38:47.166577,28.0,3833841.0,1.0,28359.0,2022-04-02 07:36:26.000,26.0,,,,,,,,,,,,,,,,
60,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-06-22 13:38:17.000000,2023-06-22 13:24:00,6789,269.0,3277.0,254.0,2149.0,800.0,2386.0,17914.0,Graph Neural Network Library for PyTorch.,426.0,38,True,2023-04-27 10:39:41.624,2.3.1,39.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],78.0,,https://pypi.org/project/torch-geometric,191965.0,192721.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-06-16 19:20:42.736,26487.0,,,,,1.0,,2022-12-01 06:49:00.984,78.0,,,,,,,,,,,,,,,,
61,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-06-21 09:53:22.000000,2023-06-12 09:21:57,1324,20.0,2192.0,333.0,1557.0,345.0,1836.0,13379.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",169.0,38,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,961.0,932.0,https://pypi.org/project/horovod,67997.0,67997.0,,,,,,,,2.0,,2022-06-21 09:28:07.000,29.0,,stable/horovod,,,,,,,,,,,,,,
62,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-06-21 11:48:23.000000,2023-06-20 10:24:22,2459,78.0,824.0,125.0,1531.0,212.0,550.0,8290.0,Differentiable Computer Vision Library.,218.0,38,True,2023-04-20 21:02:06.000,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],4868.0,4868.0,https://pypi.org/project/kornia,2522982.0,2525300.0,https://anaconda.org/conda-forge/kornia,2023-06-16 19:19:05.197,85356.0,,,,,1.0,698.0,,,,,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-06-21 15:26:15.000000,2023-06-21 13:35:16,1677,19.0,2157.0,168.0,760.0,48.0,958.0,6282.0,Python Data. Leaflet.js Maps.,151.0,38,True,2022-12-12 20:36:08.000,0.14.0,24.0,folium,conda-forge/folium,,,,26321.0,26321.0,https://pypi.org/project/folium,656209.0,680123.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2080569.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
64,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-06-22 13:58:47.000000,2023-06-21 14:09:27,17440,86.0,1198.0,86.0,7265.0,503.0,4002.0,2278.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,342.0,38,True,2023-06-06 15:29:15.630,1.4.2,73.0,mne,conda-forge/mne,,,,3016.0,2765.0,https://pypi.org/project/mne,60241.0,64209.0,https://anaconda.org/conda-forge/mne,2023-06-06 15:49:33.314,301571.0,,,,,1.0,,2022-05-12 13:36:41.000,251.0,,,,,,,,,,,,,,,,
65,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-06-12 06:54:47.545000,2023-06-12 03:02:41,1490,27.0,257.0,32.0,453.0,84.0,473.0,1272.0,Python library for reading and writing image data.,103.0,38,True,2023-06-12 03:03:46.673,2.31.1,81.0,imageio,conda-forge/imageio,,,,96638.0,93787.0,https://pypi.org/project/imageio,15207141.0,15273670.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5121750.0,,,,,1.0,754.0,2022-05-30 03:37:43.000,2851.0,,,,,,,,,,,,,,,,
66,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2023-06-16 13:21:35.778000,2020-02-15 08:33:35,523,,6679.0,1284.0,164.0,658.0,217.0,30791.0,Chinese Words Segmentation Utilities.,48.0,37,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,24470.0,22851.0,https://pypi.org/project/jieba,589707.0,591620.0,https://anaconda.org/conda-forge/jieba,2023-06-16 13:21:35.778,141605.0,,,,,1.0,,2020-01-20 14:27:23.000,1619.0,,,,,,,,,,,,,,,,
67,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-06-21 22:25:28.000000,2023-06-15 18:12:53,1912,118.0,4149.0,298.0,354.0,67.0,680.0,25730.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",102.0,37,True,2023-05-14 15:08:21.000,0.9.2,47.0,timm,conda-forge/timm,,,['pytorch'],256.0,,https://pypi.org/project/timm,2875573.0,2974802.0,https://anaconda.org/conda-forge/timm,2023-06-16 19:20:50.732,73914.0,,,,,1.0,4758820.0,2023-01-12 05:36:03.120,256.0,4.0,,,,,,,,,,huggingface/pytorch-image-models,,,,,
68,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-06-22 03:03:42.000000,2023-06-21 15:04:58,842,67.0,3008.0,453.0,753.0,316.0,1798.0,22715.0,A library for efficient similarity search and clustering of dense vectors.,130.0,37,True,2023-06-16 09:14:01.504,2.2.12,79.0,pymilvus,conda-forge/faiss,,,,1203.0,1177.0,https://pypi.org/project/pymilvus,342417.0,363649.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,785603.0,,,,,1.0,,2022-04-02 07:36:26.000,26.0,,,,,,,,,,,,,,,,
69,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-06-22 12:58:44.000000,2023-06-22 08:03:53,33525,464.0,12037.0,945.0,22833.0,1037.0,,21443.0,Apache Flink Python API.,1737.0,37,True,2023-05-25 09:34:01.691,1.17.1,42.0,apache-flink,,,,,22.0,,https://pypi.org/project/apache-flink,62402.0,62402.0,,,,,,,,2.0,,2022-09-27 20:53:12.584,22.0,5.0,,,,,,,,,,,,,,,
70,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-06-05 03:56:36.000000,2023-04-10 01:12:31,1618,14.0,2782.0,381.0,452.0,7.0,1727.0,13635.0,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59.000,2.0.3,71.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3501.0,3262.0,https://pypi.org/project/pyecharts,111347.0,111347.0,,,,,,,,2.0,,2021-11-16 06:27:35.000,239.0,,,,,,,,,,,,,,,,
71,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-06-21 16:45:48.000000,2023-06-21 02:36:44,2999,51.0,1797.0,284.0,3487.0,283.0,1658.0,13019.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",191.0,37,True,2023-05-16 23:50:39.741,2.10.1,54.0,nni,,,,,452.0,418.0,https://pypi.org/project/nni,12179.0,12179.0,,,,,,,,1.0,,2022-06-22 05:07:14.000,34.0,,,,,,,,,,,,,,,,
72,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-06-21 16:12:16.000000,2023-06-09 09:05:24,5537,187.0,1687.0,200.0,1127.0,58.0,2088.0,12887.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,37,False,2023-03-30 15:49:56.000,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2565.0,2565.0,https://pypi.org/project/flair,76320.0,76863.0,https://anaconda.org/conda-forge/python-flair,2023-06-16 19:21:04.281,19034.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
73,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-06-22 11:38:12.000000,2023-06-20 02:00:40,3129,179.0,2836.0,169.0,3625.0,411.0,1943.0,11886.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",268.0,37,True,2023-05-05 08:50:34.000,1.1.0,444.0,dgl,,,,,172.0,106.0,https://pypi.org/project/dgl,70357.0,70357.0,,,,,,,,1.0,,2022-09-20 03:47:24.680,66.0,,,,,,,,,,,,,,,,
74,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-06-22 12:51:58.000000,2023-05-26 02:38:21,1093,5.0,1333.0,251.0,643.0,314.0,1008.0,10584.0,Video editing with Python.,158.0,37,True,2020-05-07 16:29:35.000,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,25944.0,25944.0,https://pypi.org/project/moviepy,600925.0,603527.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,184775.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
75,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-06-20 17:29:30.000000,2023-06-14 18:57:16,10382,52.0,1953.0,351.0,3366.0,127.0,1122.0,8232.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,329.0,37,True,2023-03-15 21:02:03.563,9.8.0,28.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,32.0,,https://pypi.org/project/vowpalwabbit,98847.0,101430.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-06-16 16:16:01.101,121409.0,,,,,2.0,,2022-11-09 15:43:07.686,32.0,2.0,,,,,,,,,,,,,,,
76,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-06-07 16:28:04.000000,2023-05-25 07:31:30,882,48.0,947.0,120.0,254.0,18.0,611.0,7657.0,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,37,True,2023-05-02 03:20:40.000,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,32386.0,32386.0,https://pypi.org/project/sentencepiece,10495063.0,10509554.0,https://anaconda.org/conda-forge/sentencepiece,2023-06-06 08:02:29.817,490483.0,,,,,1.0,27736.0,,,,,,,,,,,,,,,,,,
