,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
40,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-04-27 12:34:18.000000,2023-04-27 12:34:18,3469.0,99.0,689,148.0,1186.0,199.0,1582.0,8218,Declarative statistical visualization library for Python.,154.0,41,True,2023-01-27 23:10:18.000,4.2.2,21.0,altair,conda-forge/altair,,,,52848.0,52848.0,https://pypi.org/project/altair,,,11258376.0,11279759.0,https://anaconda.org/conda-forge/altair,2023-01-31 16:04:09.212,1732089.0,,,,,1.0,24.0,,,,,,,,,,,,,,,,,,,
41,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-03-28 21:27:28.000000,2023-03-28 21:27:25,2659.0,43.0,7182,614.0,2174.0,142.0,1572.0,23813,The fastai deep learning library.,236.0,40,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],13141.0,13141.0,https://pypi.org/project/fastai,,,258036.0,258036.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
42,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2023-04-27 08:29:01.000000,2023-04-27 06:34:23,15605.0,640.0,814,122.0,3060.0,120.0,1297.0,8007,A hyperparameter optimization framework.,228.0,40,True,2023-04-07 08:24:04.210,3.1.1,58.0,optuna,conda-forge/optuna,,,,7731.0,7381.0,https://pypi.org/project/optuna,2023-01-18 05:41:08.855,350.0,1544393.0,1554802.0,https://anaconda.org/conda-forge/optuna,2023-04-10 08:33:36.791,426792.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-04-27 06:58:45.000000,2023-04-27 06:27:48,45790.0,492.0,1095,193.0,331.0,503.0,1553.0,7101,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1107.0,40,True,2022-11-01 19:55:14.000,1.1.1,105.0,catboost,conda-forge/catboost,,,,296.0,,https://pypi.org/project/catboost,2022-11-01 14:25:39.961,296.0,1867158.0,1890919.0,https://anaconda.org/conda-forge/catboost,2023-01-30 08:58:16.542,1278315.0,,,,,2.0,140407.0,,,,,,,,,,4.0,,,,,,,,,
44,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-04-26 19:57:44.000000,2023-04-25 02:30:59,1739.0,46.0,809,108.0,1370.0,419.0,1102.0,3659,Python tools for geographic data.,197.0,40,True,2022-12-10 18:41:03.313,0.12.2,45.0,geopandas,conda-forge/geopandas,,,['pandas'],22877.0,21374.0,https://pypi.org/project/geopandas,2022-12-10 18:41:03.313,1503.0,4045029.0,4077448.0,https://anaconda.org/conda-forge/geopandas,2022-12-10 19:00:54.177,2753797.0,,,,,1.0,1790.0,,,,,,,,,,,,,,,,,,,
45,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-04-27 13:42:08.000000,2023-04-27 13:42:08,5283.0,145.0,683,58.0,4461.0,1385.0,2148.0,1461,A distributed task scheduler for Dask.,310.0,40,True,2023-04-14 18:45:36.756,2023.4.0,200.0,distributed,conda-forge/distributed,,,,29537.0,28275.0,https://pypi.org/project/distributed,2023-01-27 23:28:03.605,1262.0,4704739.0,4829626.0,https://anaconda.org/conda-forge/distributed,2023-04-14 20:10:56.118,10365651.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-04-02 11:28:15.000000,2023-01-30 18:15:21,1757.0,1.0,8334,1024.0,1439.0,53.0,1709.0,30977,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,43280.0,40614.0,https://pypi.org/project/gym,2022-10-04 23:58:42.348,2666.0,556167.0,562157.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,215645.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-04-27 13:55:37.957435,2023-04-27 13:42:28,8279.0,112.0,2066,198.0,3937.0,24.0,1813.0,18221,Build multimodal AI services via cloud native technologies.,168.0,39,True,2023-04-14 09:55:59.000,3.15.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,497.0,497.0,https://pypi.org/project/jina,,,72366.0,107106.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,42884.0,https://hub.docker.com/r/jinaai/jina,2023-04-27 13:55:37.957435,8.0,1234363.0,2.0,,,,,,,,,,,,,,,,,,,,
48,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-04-27 14:26:38.054075,2023-04-27 14:20:35,16965.0,561.0,2064,315.0,15034.0,461.0,7141.0,17835,"A cloud-native vector database, storage for next generation AI applications.",238.0,39,True,2023-04-18 06:40:09.000,2.2.6,100.0,pymilvus,,milvusdb/milvus,,,24.0,,https://pypi.org/project/pymilvus,2022-12-15 08:27:00.978,24.0,453241.0,533204.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-04-27 14:26:38.054075,27.0,3307717.0,1.0,30406.0,,,,,,,,,,,,,,,,,,,
49,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-04-27 11:07:33.000000,2023-04-24 16:25:52,20090.0,161.0,4005,447.0,5687.0,677.0,6577.0,17517,"Interactive Data Visualization in the browser, from Python.",652.0,39,True,,,49.0,bokeh,conda-forge/bokeh,,,,213.0,213.0,https://pypi.org/project/bokeh,,,3463926.0,3615604.0,https://anaconda.org/conda-forge/bokeh,2023-03-14 12:50:41.968,10920861.0,,,,,1.0,,,,,,,,,,,-4.0,,,,,,,,,
50,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-04-26 20:29:33.000000,2023-04-26 20:29:33,874.0,77.0,1868,227.0,400.0,213.0,859.0,9390,Download market data from Yahoo! Finances API.,80.0,39,True,2023-04-16 18:05:37.780,0.2.18,83.0,yfinance,ranaroussi/yfinance,,,,22191.0,21961.0,https://pypi.org/project/yfinance,2022-06-16 15:33:16.000,230.0,646783.0,650367.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,75266.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-04-27 12:07:47.000000,2023-04-27 12:07:46,9493.0,137.0,1774,225.0,3572.0,191.0,2842.0,7513,Bayesian Modeling in Python.,450.0,39,True,2023-04-26 17:34:17.000,5.3.1,59.0,pymc3,conda-forge/pymc3,,,,1649.0,1400.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,249.0,300395.0,306906.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,506460.0,,,,,1.0,1909.0,,,,,,,,,,,,,,,,,,,
52,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-04-09 08:13:02.000000,2023-04-09 08:13:02,1663.0,25.0,2176,167.0,750.0,52.0,948.0,6210,Python Data. Leaflet.js Maps.,150.0,39,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,24883.0,24123.0,https://pypi.org/project/folium,2022-12-12 20:39:34.303,760.0,818495.0,840922.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1906354.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-04-27 06:08:30.000000,2023-04-27 02:46:43,5281.0,243.0,466,48.0,2991.0,574.0,1871.0,5894,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,145.0,39,True,2023-04-19 22:39:07.000,0.15.0,251.0,wandb,conda-forge/wandb,,,,21716.0,21277.0,https://pypi.org/project/wandb,2023-03-07 21:24:03.627,439.0,1920330.0,1926828.0,https://anaconda.org/conda-forge/wandb,2023-04-20 00:52:40.792,214438.0,,,,,1.0,,,,,,,,,,,,wandb/wandb,,,,,,,,
54,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-04-27 14:07:37.000000,2023-04-27 12:01:37,36556.0,925.0,25765,2047.0,40949.0,,,35602,Apache Spark Python API.,2858.0,38,True,,,31.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,24525205.0,24559370.0,https://anaconda.org/conda-forge/pyspark,2023-04-16 06:33:25.403,2494103.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,,,,,,
55,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-04-27 06:16:19.000000,2023-04-22 00:58:26,1848.0,145.0,4087,299.0,339.0,56.0,655.0,24977,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",98.0,38,True,2023-04-16 15:27:19.000,0.6.13,43.0,timm,conda-forge/timm,,,['pytorch'],229.0,,https://pypi.org/project/timm,2023-01-12 05:36:03.120,229.0,3274984.0,3364652.0,https://anaconda.org/conda-forge/timm,2023-03-26 19:01:02.672,62211.0,,,,,1.0,4125834.0,,,,,,,,,,4.0,huggingface/pytorch-image-models,,,,,,,,
56,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-04-27 05:41:51.000000,2023-04-26 18:38:12,1486.0,176.0,2698,264.0,1707.0,811.0,844.0,23197,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",184.0,38,True,2023-04-21 00:50:00.901,0.9.1,63.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1291.0,1255.0,https://pypi.org/project/deepspeed,2023-01-17 18:45:01.408,36.0,316127.0,316542.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16203.0,1.0,,,,,,,,,,,,,,,,,,,,
57,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-04-26 21:21:36.000000,2023-04-26 09:07:11,800.0,70.0,2884,449.0,709.0,310.0,1756.0,21165,A library for efficient similarity search and clustering of dense vectors.,130.0,38,True,2023-04-20 13:45:29.000,1.7.4,74.0,pymilvus,conda-forge/faiss,,,,1035.0,1011.0,https://pypi.org/project/pymilvus,2022-12-15 08:27:00.978,24.0,453241.0,473755.0,https://anaconda.org/conda-forge/faiss,2023-01-10 05:31:46.982,718001.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-03-28 23:10:00.000000,2023-01-26 21:28:45,11896.0,,6872,1083.0,11111.0,1793.0,7760.0,20387,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],6588.0,6290.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,293.0,419841.0,420298.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,9368.0,,,,,2.0,25890.0,,,,,,,,,,,apache/mxnet,5.0,,,,,,,
59,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-03-31 07:29:14.000000,2022-06-16 14:46:20,2277.0,,2795,263.0,514.0,1561.0,632.0,19076,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:43:28.000,0.41.0,96.0,shap,conda-forge/shap,,,,11158.0,10777.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,381.0,5943848.0,5977602.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1890273.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
60,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-04-27 09:24:45.000000,2023-04-25 07:43:33,1311.0,26.0,2173,330.0,1540.0,349.0,1820.0,13223,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",166.0,38,True,2023-02-01 18:05:00.771,0.27.0,75.0,horovod,,,,,898.0,863.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,35.0,86786.0,86786.0,,,,,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,,
61,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-04-27 11:55:54.000000,2023-04-27 11:55:31,5506.0,475.0,1680,199.0,1106.0,65.0,2050.0,12714,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,38,False,2023-03-30 15:49:56.000,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2394.0,2394.0,https://pypi.org/project/flair,,,88458.0,88982.0,https://anaconda.org/conda-forge/python-flair,2023-04-13 03:14:21.111,17317.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
62,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-04-25 03:59:37.000000,2023-04-22 12:27:35,1090.0,6.0,1362,247.0,638.0,322.0,993.0,10387,Video editing with Python.,156.0,38,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,24728.0,23858.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,870.0,6277914.0,6280405.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,171893.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-04-27 04:28:51.000000,2023-04-26 11:21:24,2422.0,102.0,813,124.0,1488.0,211.0,534.0,8108,Differentiable Computer Vision Library.,216.0,38,True,2023-04-20 21:02:06.000,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],3919.0,3919.0,https://pypi.org/project/kornia,,,2594030.0,2596190.0,https://anaconda.org/conda-forge/kornia,2023-04-21 03:46:10.761,75233.0,,,,,1.0,609.0,,,,,,,,,,,,,,,,,,,
64,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-04-26 11:13:54.000000,2023-04-26 11:09:47,3526.0,207.0,1068,106.0,2540.0,561.0,1100.0,6421,A unified framework for machine learning with time series.,247.0,38,True,2023-04-25 01:31:33.519,0.17.2,42.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1170.0,1129.0,https://pypi.org/project/sktime,2023-01-30 10:01:15.197,41.0,837409.0,856830.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-04-25 06:22:02.500,407821.0,,,,,1.0,79.0,,,,,,,,,,,sktime/sktime,,,,,,,,
65,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2023-04-27 14:43:15.000000,2023-04-25 18:18:31,8557.0,520.0,1484,149.0,1804.0,455.0,1186.0,4281,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",213.0,38,True,2022-12-01 14:00:47.111,2.7.1,590.0,deepchem,conda-forge/deepchem,,,['tensorflow'],194.0,186.0,https://pypi.org/project/deepchem,2022-07-06 16:36:45.000,8.0,21339.0,23918.0,https://anaconda.org/conda-forge/deepchem,2022-12-02 15:08:43.839,98035.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
66,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-04-27 05:57:42.000000,2023-04-25 18:58:42,17385.0,100.0,1160,85.0,7211.0,485.0,3977.0,2216,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,335.0,38,True,2023-02-23 20:21:01.277,1.3.1,70.0,mne,conda-forge/mne,,,,2845.0,2574.0,https://pypi.org/project/mne,2022-12-22 16:38:01.174,271.0,72234.0,76073.0,https://anaconda.org/conda-forge/mne,2023-04-10 15:47:13.291,284093.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
67,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-04-27 12:16:44.000000,2023-04-27 00:11:32,3009.0,165.0,964,134.0,2433.0,484.0,783.0,1824,A library for training and deploying machine learning models on Amazon SageMaker.,351.0,38,True,2023-04-26 00:29:02.254,2.150.0,501.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2553.0,2482.0,https://pypi.org/project/sagemaker,2023-01-31 01:06:02.086,71.0,26257932.0,26271824.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-11-03 16:48:39.476,569583.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-04-27 11:59:25.000000,2023-04-26 19:50:42,1468.0,20.0,250,33.0,440.0,77.0,458.0,1234,Python library for reading and writing image data.,99.0,38,True,2023-04-24 02:44:40.000,2.28.0,51.0,imageio,conda-forge/imageio,,,,87302.0,87302.0,https://pypi.org/project/imageio,,,21054901.0,21118688.0,https://anaconda.org/conda-forge/imageio,2023-04-24 06:59:04.921,4783243.0,,,,,1.0,596.0,,,,,,,,,,,,,,,,,,,
69,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-04-10 01:17:15.000000,2023-04-10 01:12:31,1618.0,35.0,2740,382.0,452.0,3.0,1715.0,13475,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59.000,2.0.3,2.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3013.0,3013.0,https://pypi.org/project/pyecharts,,,111738.0,111738.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-04-27 13:56:24.000000,2023-04-27 00:56:01,2996.0,188.0,2714,171.0,3444.0,299.0,1879.0,11643,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",258.0,37,True,2023-03-31 09:24:03.000,1.0.2,30.0,dgl,,,,,84.0,84.0,https://pypi.org/project/dgl,,,65433.0,65433.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-04-25 16:49:29.000000,2023-04-25 16:49:28,4759.0,268.0,1591,127.0,885.0,272.0,1765.0,7235,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-03-18 23:05:00.482,3.0.0,89.0,pycaret,conda-forge/pycaret,,,,3529.0,3515.0,https://pypi.org/project/pycaret,2023-01-09 23:06:25.903,14.0,225159.0,226155.0,https://anaconda.org/conda-forge/pycaret,2023-03-16 01:07:14.896,31269.0,,,,,2.0,638.0,,,,,,,,,,,,,,,,,,,
72,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-04-27 13:32:54.000000,2023-04-27 11:39:38,17660.0,921.0,1878,174.0,2914.0,449.0,1704.0,6430,End-to-End Speech Processing Toolkit.,343.0,37,True,2023-02-01 10:50:13.000,.202301,48.0,espnet,,,,,161.0,156.0,https://pypi.org/project/espnet,2022-05-28 02:21:31.000,5.0,16779.0,16780.0,,,,,,,,1.0,78.0,,,,,,,,,,,,,,,,,,,
73,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-04-26 23:04:36.000000,2023-04-26 23:04:31,3568.0,196.0,473,78.0,1784.0,78.0,596.0,4268,Flax is a neural network library for JAX that is designed for flexibility.,194.0,37,True,2023-04-18 21:02:13.000,0.6.9,28.0,flax,conda-forge/flax,,,['jax'],2885.0,2885.0,https://pypi.org/project/flax,,,618138.0,619093.0,https://anaconda.org/conda-forge/flax,2023-03-16 08:47:43.339,23869.0,,,,,2.0,43.0,,,,,,,,,,,,,,,,,,,
74,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-04-26 21:14:03.000000,2023-04-26 21:14:02,11866.0,90.0,1068,170.0,439.0,627.0,718.0,3904,Probabilistic reasoning and statistical analysis in TensorFlow.,472.0,37,True,2022-12-06 22:34:10.000,0.19.0,45.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],401.0,,https://pypi.org/project/tensorflow-probability,2022-12-06 22:30:03.065,401.0,928989.0,930986.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-02-16 21:27:29.767,99873.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
75,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-04-27 12:12:50.000000,2023-04-25 23:54:30,2188.0,17.0,520,87.0,715.0,212.0,853.0,3269,Manipulation and analysis of geometric objects.,144.0,37,True,2023-01-30 08:58:01.143,2.0.1,120.0,shapely,conda-forge/shapely,,,,44828.0,44059.0,https://pypi.org/project/shapely,2023-01-30 08:58:01.143,769.0,11145900.0,11219301.0,https://anaconda.org/conda-forge/shapely,2023-03-17 20:19:14.578,6600113.0,,,,,2.0,1212.0,,,,,,,,,,,,,,,,,,,
76,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2023-04-27 01:00:32.000000,2023-04-27 01:00:31,3712.0,29.0,509,150.0,1059.0,142.0,1540.0,1938,Rasterio reads and writes geospatial raster datasets.,145.0,37,True,2023-02-13 17:19:13.000,1.3.6,148.0,rasterio,conda-forge/rasterio,,,,8318.0,7390.0,https://pypi.org/project/rasterio,2023-02-13 17:19:04.179,928.0,914597.0,940896.0,https://anaconda.org/conda-forge/rasterio,2023-02-26 23:45:44.228,2234814.0,,,,,2.0,793.0,,,,,,,,,,,,,,,,,,,
