,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-01-17 16:25:26.000000,2024-01-16 16:57:18,13798.0,35.0,2214.0,186.0,4340.0,742.0,2038.0,5742.0,Image processing in Python.,645.0,41,False,2023-10-03 21:36:37.000,0.22.0,59.0,scikit-image,conda-forge/scikit-image,,,,12587514.0,177569.0,167121.0,https://pypi.org/project/scikit-image,2023-10-03 21:35:27.000,10448.0,12450452.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5893705.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
40,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-01-18 14:35:37.000000,2024-01-18 00:43:59,2060.0,170.0,3733.0,310.0,2430.0,904.0,1495.0,30851.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",281.0,40,True,2023-12-21 00:47:46.000,0.12.6,81.0,deepspeed,,,['pytorch'],,353903.0,5552.0,5451.0,https://pypi.org/project/deepspeed,2023-12-21 00:47:46.000,101.0,353536.0,,,,1.0,,,,,,,,,deepspeed/deepspeed,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17646.0,,,,,,,,,,
41,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-01-18 14:39:31.000000,2024-01-17 19:14:33,6031.0,143.0,2696.0,306.0,4035.0,710.0,3143.0,29639.0,Streamlit A faster way to build and share data apps.,217.0,40,True,2024-01-11 18:50:58.000,1.30.0,213.0,streamlit,,,,,2775068.0,1337.0,,https://pypi.org/project/streamlit,2024-01-11 18:50:51.000,1337.0,2775068.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
42,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-01-16 00:03:21.000000,2024-01-09 16:34:26,2585.0,35.0,3064.0,251.0,787.0,1421.0,957.0,20977.0,A game theoretic approach to explain the output of any machine learning model.,229.0,40,True,2023-12-07 12:26:48.000,0.44.0,100.0,shap,conda-forge/shap,,,,6697332.0,15772.0,15323.0,https://pypi.org/project/shap,2023-12-07 12:26:48.000,449.0,6636486.0,https://anaconda.org/conda-forge/shap,2024-01-08 16:40:58.890,2251332.0,1.0,,,shap/shap,,,,,,,,,,,,,,,,,,,,
43,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-01-17 09:59:20.000000,2023-11-29 14:40:08,32592.0,13.0,4494.0,351.0,6321.0,111.0,6641.0,17473.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,40,True,2023-12-05 16:10:28.000,3.5.17,368.0,rasa,,,['tensorflow'],,156914.0,3952.0,3885.0,https://pypi.org/project/rasa,2023-12-05 16:10:15.000,67.0,156914.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
44,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-01-01 12:37:49.000000,2023-10-01 14:51:00,4509.0,,4375.0,433.0,1685.0,376.0,1444.0,14926.0,Topic Modelling for Humans.,449.0,40,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,4553.0,3554049.0,57932.0,54771.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,3161.0,3518913.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1193087.0,1.0,,,piskvorky/gensim,,,,,,,,,,,,,,,,,,,,
45,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-01-16 10:09:28.000000,2024-01-15 19:27:37,1145.0,66.0,2100.0,234.0,523.0,177.0,1050.0,11061.0,Download market data from Yahoo! Finances API.,102.0,40,True,2024-01-07 00:36:29.000,0.2.35,107.0,yfinance,ranaroussi/yfinance,,,,1199849.0,32371.0,32065.0,https://pypi.org/project/yfinance,2024-01-07 00:36:29.000,306.0,1197022.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,84813.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
46,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-01-17 08:43:41.000000,2024-01-16 09:58:49,9721.0,56.0,1916.0,227.0,3804.0,269.0,2957.0,7982.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,40,True,2023-12-21 11:15:57.000,5.10.3,77.0,pymc3,conda-forge/pymc3,,,1935.0,596456.0,2861.0,2611.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,590145.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,547626.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
47,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-01-18 13:34:24.000000,2024-01-17 18:54:19,6055.0,172.0,594.0,55.0,3924.0,811.0,2110.0,7721.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,171.0,40,True,2024-01-09 21:46:16.000,0.16.2,267.0,wandb,conda-forge/wandb,,,,10548982.0,37392.0,36689.0,https://pypi.org/project/wandb,2024-01-09 21:20:59.000,703.0,10538427.0,https://anaconda.org/conda-forge/wandb,2024-01-10 00:10:20.527,443337.0,1.0,,,wandb/wandb,,,,,,,,,,,,,,,,,,,,
48,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-01-18 09:00:13.000000,2024-01-17 09:22:25,1869.0,51.0,910.0,106.0,1516.0,444.0,1179.0,4025.0,Python tools for geographic data.,216.0,40,True,2024-01-04 21:40:30.000,0.14.2,51.0,geopandas,conda-forge/geopandas,,['pandas'],2422.0,5444646.0,32164.0,30307.0,https://pypi.org/project/geopandas,2024-01-04 21:40:25.000,1857.0,5366454.0,https://anaconda.org/conda-forge/geopandas,2024-01-05 07:21:01.270,3361146.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
49,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-01-18 03:15:19.000000,2024-01-16 19:47:55,3463.0,132.0,1101.0,132.0,2803.0,271.0,1145.0,1995.0,A library for training and deploying machine learning models on Amazon SageMaker.,417.0,40,True,2024-01-09 20:03:38.000,2.203.1,561.0,sagemaker,conda-forge/sagemaker-python-sdk,,"['mxnet', 'tensorflow']",,43061735.0,3567.0,3476.0,https://pypi.org/project/sagemaker,2024-01-09 20:03:38.000,91.0,43044562.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,704100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
50,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-10-22 22:49:37.000000,2023-01-30 18:15:21,1757.0,,8561.0,1061.0,1449.0,76.0,1716.0,33401.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,1034474.0,52060.0,49362.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2698.0,1028643.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,262409.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
51,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-01-18 10:37:33.000000,2024-01-05 06:10:48,2701.0,21.0,9109.0,375.0,3102.0,1355.0,6611.0,26810.0,OpenMMLab Detection Toolbox and Benchmark.,478.0,39,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,['pytorch'],,136961.0,2128.0,2094.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,34.0,136961.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
52,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-01-07 05:14:04.000000,2024-01-07 05:14:04,2733.0,13.0,7501.0,619.0,2215.0,200.0,1583.0,25094.0,The fastai deep learning library.,662.0,39,True,2023-10-15 04:04:44.000,2.7.13,147.0,fastai,,,['pytorch'],,348181.0,16292.0,15947.0,https://pypi.org/project/fastai,2023-10-15 04:04:44.000,345.0,348181.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
53,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-01-12 19:03:42.000000,2024-01-09 17:54:08,7097.0,39.0,2018.0,413.0,1008.0,806.0,851.0,19943.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,39,True,2023-11-28 00:56:54.000,2.14.2,174.0,dash,conda-forge/dash,,,62.0,2077281.0,58534.0,57078.0,https://pypi.org/project/dash,2023-11-28 00:51:13.000,1456.0,2049844.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1179779.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
54,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-01-17 05:57:59.000000,2024-01-10 17:54:15,8511.0,33.0,2194.0,205.0,4156.0,18.0,1911.0,19581.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33.000,3.23.2,2454.0,jina,conda-forge/jina-core,,,,154481.0,1501.0,1484.0,https://pypi.org/project/jina,2023-12-14 15:28:30.000,17.0,124632.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,59312.0,2.0,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1303366.0,,,,,,,,,,
55,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-01-15 16:03:26.000000,2023-12-18 06:57:31,5779.0,65.0,2054.0,204.0,1169.0,54.0,2172.0,13352.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,251.0,39,True,2023-12-18 09:34:55.000,0.13.1,32.0,flair,conda-forge/python-flair,,['pytorch'],,117401.0,3077.0,2981.0,https://pypi.org/project/flair,2023-12-18 09:34:55.000,96.0,116870.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22343.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
56,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-01-18 10:59:59.000000,2024-01-18 10:59:58,3870.0,352.0,2922.0,169.0,4444.0,462.0,2185.0,12658.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,39,True,2024-01-12 03:51:43.000,2.0.0,450.0,dgl,,,,,61153.0,266.0,180.0,https://pypi.org/project/dgl,2024-01-12 03:38:25.000,86.0,61153.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
57,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-01-17 08:29:06.000000,2024-01-17 08:29:05,16868.0,191.0,910.0,120.0,3362.0,81.0,1481.0,9148.0,A hyperparameter optimization framework.,255.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,1792505.0,12323.0,11850.0,https://pypi.org/project/optuna,2023-12-11 05:05:36.000,473.0,1778391.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,606940.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
58,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-17 17:44:03.000000,2024-01-16 12:37:52,1776.0,30.0,2246.0,167.0,799.0,71.0,988.0,6549.0,Python Data. Leaflet.js Maps.,160.0,39,True,2023-12-04 11:12:36.000,0.15.1,30.0,folium,conda-forge/folium,,,,782036.0,33890.0,33067.0,https://pypi.org/project/folium,2023-12-04 11:12:36.000,823.0,712128.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2516691.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
59,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-01-18 14:17:07.000000,2024-01-18 14:03:20,1241.0,123.0,707.0,94.0,1173.0,97.0,1079.0,6361.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",211.0,39,True,2024-01-11 15:26:04.000,0.26.1,40.0,accelerate,conda-forge/accelerate,,['pytorch'],,6687540.0,24057.0,23539.0,https://pypi.org/project/accelerate,2024-01-11 15:25:26.000,518.0,6683957.0,https://anaconda.org/conda-forge/accelerate,2024-01-11 22:35:05.818,96757.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
60,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-01-18 08:08:22.000000,2024-01-16 10:28:47,5663.0,100.0,706.0,57.0,4885.0,1464.0,2300.0,1514.0,A distributed task scheduler for Dask.,322.0,39,True,2024-01-12 21:50:32.000,2024.1.0,219.0,distributed,conda-forge/distributed,,,,3108827.0,33644.0,32320.0,https://pypi.org/project/distributed,2024-01-12 21:50:32.000,1324.0,2816262.0,https://anaconda.org/conda-forge/distributed,2024-01-13 00:00:13.369,12872899.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
61,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-18 08:01:21.000000,2024-01-18 08:01:21,6126.0,16.0,7009.0,417.0,2818.0,1183.0,7302.0,35912.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",184.0,38,True,2023-10-18 12:32:48.000,2.7.1,40.0,paddleocr,,,['paddle'],,121494.0,2189.0,2152.0,https://pypi.org/project/paddleocr,2023-09-15 08:35:48.000,37.0,121494.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
62,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-01-18 14:21:30.000000,2024-01-18 00:48:14,963.0,63.0,3182.0,470.0,845.0,394.0,1870.0,26341.0,A library for efficient similarity search and clustering of dense vectors.,150.0,38,True,2024-01-03 03:52:59.000,2.3.5,90.0,pymilvus,conda-forge/faiss,,,,387444.0,3454.0,3372.0,https://pypi.org/project/pymilvus,2024-01-03 03:52:59.000,82.0,364590.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1005604.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
63,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-01-18 14:22:55.000000,2024-01-18 08:22:28,7325.0,286.0,3472.0,252.0,2767.0,906.0,2538.0,19385.0,Graph Neural Network Library for PyTorch.,477.0,38,True,2023-10-12 08:28:59.000,2.4.0,40.0,torch-geometric,conda-forge/pytorch_geometric,,['pytorch'],,213166.0,139.0,,https://pypi.org/project/torch-geometric,2023-10-12 08:27:10.000,139.0,212323.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-11-08 13:56:02.983,35415.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
64,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-01-18 15:09:06.000000,2024-01-18 15:09:06,1305.0,89.0,2231.0,129.0,309.0,1015.0,851.0,12887.0,Multilingual Sentence & Image Embeddings with BERT.,133.0,38,True,2022-06-26 19:52:06.000,2.2.2,43.0,sentence-transformers,conda-forge/sentence-transformers,,['pytorch'],,2787007.0,23238.0,22573.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,665.0,2782146.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,194464.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
65,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-01-11 01:14:47.895000,2024-01-09 02:59:09,8235.0,4.0,3310.0,477.0,682.0,45.0,2122.0,12547.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,25362.0,373507.0,25196.0,24398.0,https://pypi.org/project/dlib,2023-06-03 20:05:00.841,798.0,358160.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,649367.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,1.0,2511.0,543.0,4118.0,685.0,2088.0,9834.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,362340.0,17502.0,14663.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2839.0,335800.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2388677.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
67,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2024-01-18 14:26:11.000000,2024-01-18 14:26:10,1617.0,217.0,1053.0,171.0,1845.0,435.0,584.0,9562.0,Development repository for the Triton language and compiler.,209.0,38,True,2024-01-10 03:11:56.000,2.2.0,192.0,triton,,,,,7433002.0,105.0,21.0,https://pypi.org/project/triton,2024-01-10 03:11:56.000,84.0,7433002.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
68,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-01-18 09:23:37.000000,2024-01-16 22:03:02,2633.0,51.0,912.0,128.0,1735.0,271.0,606.0,9023.0,Geometric Computer Vision Library for SpatialAI.,246.0,38,True,2023-12-27 11:10:14.000,0.7.1,38.0,kornia,conda-forge/kornia,,['pytorch'],911.0,2341548.0,8151.0,8024.0,https://pypi.org/project/kornia,2023-12-27 11:10:14.000,127.0,2338517.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,111665.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
69,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-01-14 14:08:24.000000,2024-01-14 09:05:32,5076.0,87.0,1714.0,133.0,972.0,328.0,1908.0,8105.0,"An open-source, low-code machine learning library in Python.",131.0,38,True,2023-11-12 21:46:01.000,3.2.0,95.0,pycaret,conda-forge/pycaret,,,679.0,277298.0,5015.0,4999.0,https://pypi.org/project/pycaret,2023-11-12 21:44:47.000,16.0,276262.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,41855.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
70,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-01-18 13:32:07.000000,2024-01-17 23:39:53,4183.0,187.0,1185.0,102.0,3313.0,750.0,1332.0,7157.0,A unified framework for machine learning with time series.,318.0,38,True,2023-12-27 02:41:28.000,0.25.0,59.0,sktime,conda-forge/sktime-all-extras,,['sklearn'],84.0,665104.0,2141.0,2082.0,https://pypi.org/project/sktime,2023-12-27 02:41:28.000,59.0,634205.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,926946.0,1.0,,,sktime/sktime,,,,,,,,,,,,,,,,,,,,
71,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-01-18 13:07:51.000000,2024-01-17 02:16:30,4116.0,229.0,553.0,83.0,2146.0,105.0,676.0,5117.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,38,True,2023-10-28 02:07:21.000,0.7.5,36.0,flax,conda-forge/flax,,['jax'],50.0,2846908.0,5708.0,5708.0,https://pypi.org/project/flax,,,2845761.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,38974.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
72,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-01-18 14:22:46.000000,2024-01-18 13:02:47,6146.0,104.0,1504.0,109.0,4111.0,647.0,705.0,4091.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",302.0,38,True,2023-12-18 13:28:11.000,4.9.4,37.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,['tensorflow'],,2070654.0,16170.0,15953.0,https://pypi.org/project/tensorflow-datasets,2023-12-18 13:28:06.000,217.0,2069843.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25973.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
73,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-01-17 02:57:49.000000,2024-01-04 10:02:48,2233.0,10.0,543.0,88.0,779.0,229.0,896.0,3556.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:19.000,2.0.2,121.0,shapely,conda-forge/shapely,,,2875.0,15215197.0,61444.0,60113.0,https://pypi.org/project/shapely,2023-10-12 20:37:19.000,1331.0,15000280.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8807282.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
74,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-01-18 00:06:56.000000,2024-01-17 15:38:17,17810.0,142.0,1298.0,84.0,7675.0,509.0,4221.0,2442.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,360.0,38,True,2024-01-16 18:38:53.000,1.6.1,77.0,mne,conda-forge/mne,,,,93528.0,3683.0,3391.0,https://pypi.org/project/mne,2024-01-16 18:38:53.000,292.0,85692.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,344793.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
75,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,11.0,270.0,32.0,475.0,93.0,489.0,1366.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46.000,2.33.1,89.0,imageio,conda-forge/imageio,,,950.0,19843811.0,116493.0,113376.0,https://pypi.org/project/imageio,2023-12-11 02:26:42.000,3117.0,19701077.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,5994213.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
