,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
38,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-03-25 16:00:27.352000,2025-03-24 16:50:16,5892.0,10.0,1661.0,187.0,5067.0,694.0,1243.0,6827.0,TensorFlows Visualization Toolkit.,322.0,43,True,2025-02-12 08:17:27.000,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],307560.0,305106.0,https://pypi.org/project/tensorboard,2025-02-12 08:17:27.000,2454.0,24758258.0,24853520.0,https://anaconda.org/conda-forge/tensorboard,2025-03-25 16:00:27.352,5429964.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
39,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-03-25 03:17:35.000000,2025-03-25 03:15:56,6445.0,64.0,8051.0,450.0,3276.0,93.0,9437.0,47819.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",284.0,42,True,2025-03-07 07:04:27.000,2.10.0,49.0,paddleocr,,,,['paddle'],4925.0,4790.0,https://pypi.org/project/paddleocr,2025-03-07 07:04:27.000,135.0,446970.0,476127.0,,,,,,,,1.0,1574480.0,,,,,,,,,,,,,,,,,,,
40,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-03-27 13:06:29.136841,2025-03-27 09:50:20,22061.0,522.0,3116.0,297.0,24991.0,803.0,12352.0,33707.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",306.0,42,True,2025-03-23 10:31:07.000,2.5.7,116.0,pymilvus,,milvusdb/milvus,,,242.0,,https://pypi.org/project/pymilvus,2025-03-21 07:38:38.000,242.0,1808211.0,2845165.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-03-27 13:06:29.136841,76.0,68056237.0,1.0,330554.0,,,,,,,,,,,,,,,,,,,
41,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-03-25 16:01:13.852000,2025-02-23 05:04:13,2705.0,96.0,4867.0,318.0,596.0,50.0,912.0,33625.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",169.0,42,True,2025-02-23 05:07:06.000,1.0.15,66.0,timm,conda-forge/timm,,,['pytorch'],52126.0,51025.0,https://pypi.org/project/timm,2025-02-23 05:05:53.000,1101.0,7546619.0,7661602.0,https://anaconda.org/conda-forge/timm,2025-03-25 16:01:13.852,342703.0,,,,,1.0,7620493.0,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,,
42,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-03-26 07:26:23.000000,2025-03-23 20:16:03,2819.0,39.0,3347.0,244.0,1038.0,685.0,1921.0,23600.0,A game theoretic approach to explain the output of any machine learning model.,264.0,42,True,2025-03-22 21:04:49.000,0.47.1,106.0,shap,conda-forge/shap,,,,28553.0,27625.0,https://pypi.org/project/shap,2025-03-22 21:04:49.000,928.0,6948511.0,7055248.0,https://anaconda.org/conda-forge/shap,2025-03-25 16:01:01.086,5443606.0,,,,,1.0,,shap/shap,,,,,,,,,,,,,,,,,,
43,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-03-26 03:43:36.000000,2025-03-04 16:57:39,3650.0,30.0,3873.0,435.0,3357.0,422.0,3115.0,17069.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",326.0,42,True,2025-02-15 04:02:50.000,4.6.0,39.0,lightgbm,conda-forge/lightgbm,,,,48691.0,47443.0,https://pypi.org/project/lightgbm,2025-02-15 04:02:50.000,1248.0,9693173.0,9756965.0,https://anaconda.org/conda-forge/lightgbm,2025-03-26 01:35:30.757,3282373.0,,,,,2.0,285763.0,,,,,,,,,,,,,,,,,,,
44,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-03-27 11:35:05.000000,2025-03-27 09:39:31,4039.0,60.0,7022.0,464.0,5554.0,1103.0,2572.0,16696.0,"Datasets, Transforms and Models specific to Computer Vision.",633.0,42,True,2025-01-29 17:46:46.000,0.21.0,50.0,torchvision,conda-forge/torchvision,,,['pytorch'],6718.0,21.0,https://pypi.org/project/torchvision,2025-01-29 16:28:54.000,6697.0,16911228.0,16963066.0,https://anaconda.org/conda-forge/torchvision,2025-03-25 16:00:27.956,2467935.0,,,,,1.0,40236.0,,,,,,,,,,,,,,,,,,,
45,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-03-25 16:00:22.309000,2025-02-06 21:30:01,1425.0,125.0,1674.0,251.0,739.0,475.0,1565.0,13208.0,Video editing with Python.,182.0,42,True,2025-01-10 11:54:12.000,2.1.2,89.0,moviepy,conda-forge/moviepy,,,,58762.0,57714.0,https://pypi.org/project/moviepy,2025-01-10 11:54:12.000,1048.0,2778488.0,2781677.0,https://anaconda.org/conda-forge/moviepy,2025-03-25 16:00:22.309,293461.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-03-26 07:55:02.000000,2025-03-26 07:55:02,18954.0,154.0,1067.0,117.0,3888.0,61.0,1662.0,11624.0,A hyperparameter optimization framework.,289.0,42,True,2025-02-12 07:57:23.000,4.2.1,72.0,optuna,conda-forge/optuna,,,,25088.0,23932.0,https://pypi.org/project/optuna,2025-02-12 07:57:23.000,1156.0,3809924.0,3852291.0,https://anaconda.org/conda-forge/optuna,2025-03-25 16:01:00.378,2414965.0,,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,
47,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-03-27 04:22:27.000000,2025-03-26 22:24:28,7812.0,315.0,720.0,62.0,6102.0,640.0,2887.0,9672.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",210.0,42,True,2025-03-05 01:43:01.000,0.19.8,306.0,wandb,conda-forge/wandb,,,,72624.0,70903.0,https://pypi.org/project/wandb,2025-03-04 22:15:36.000,1721.0,17563615.0,17581390.0,https://anaconda.org/conda-forge/wandb,2025-03-25 16:01:16.922,994641.0,,,,,1.0,667.0,wandb/wandb,,,,,,,,,,,,,,,,,,
48,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-03-25 16:00:07.783000,2025-03-08 18:49:42,3870.0,37.0,802.0,137.0,1572.0,135.0,1943.0,9670.0,Declarative visualization library for Python.,175.0,42,True,2024-11-24 00:12:10.000,5.5.0,43.0,altair,conda-forge/altair,,,,213089.0,212173.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,27134649.0,27202569.0,https://anaconda.org/conda-forge/altair,2025-03-25 16:00:07.783,2648821.0,,,,,1.0,224.0,vega/altair,,,,,,,,,,,,,,,,,,
49,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-03-27 14:35:58.000000,2025-03-25 15:25:02,1691.0,53.0,1048.0,96.0,1696.0,125.0,1651.0,8539.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",328.0,42,True,2025-03-14 14:16:16.000,1.5.2,71.0,accelerate,conda-forge/accelerate,,,['pytorch'],81871.0,79930.0,https://pypi.org/project/accelerate,2025-03-14 14:14:53.000,1941.0,11266873.0,11275071.0,https://anaconda.org/conda-forge/accelerate,2025-03-25 16:01:52.693,336137.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-03-25 16:00:05.989000,2025-03-18 18:06:28,14319.0,88.0,2254.0,183.0,4633.0,809.0,2159.0,6207.0,Image processing in Python.,682.0,42,False,2025-02-18 18:05:27.000,0.25.2,74.0,scikit-image,conda-forge/scikit-image,,,,228086.0,221135.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,13564292.0,13700018.0,https://anaconda.org/conda-forge/scikit-image,2025-03-25 16:00:05.989,7736429.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-03-27 00:54:49.000000,2025-03-26 23:32:17,2734.0,107.0,4315.0,347.0,3244.0,1022.0,2012.0,37646.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",378.0,41,True,2025-02-20 15:26:25.000,0.16.4,103.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],12274.0,12018.0,https://pypi.org/project/deepspeed,2025-02-20 15:26:25.000,256.0,626815.0,627167.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,21868.0,1.0,,deepspeedai/DeepSpeed,,,,,,,,,,,,,,,,,,
52,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2025-03-25 16:01:07.664000,2023-01-30 18:15:21,1757.0,,8614.0,1058.0,1459.0,121.0,1726.0,35681.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,41,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,65225.0,63677.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,5625553.0,5631885.0,https://anaconda.org/conda-forge/gym,2025-03-25 16:01:07.664,373598.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,
53,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-03-26 08:30:13.000000,2025-03-26 08:26:39,1419.0,65.0,3732.0,481.0,1401.0,254.0,2364.0,33951.0,A library for efficient similarity search and clustering of dense vectors.,215.0,41,True,2025-03-21 07:38:38.000,2.5.6,116.0,pymilvus,conda-forge/faiss,,,,4857.0,4615.0,https://pypi.org/project/pymilvus,2025-03-21 07:38:38.000,242.0,1808211.0,1849340.0,https://anaconda.org/conda-forge/faiss,2025-03-25 16:01:09.690,2344376.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-03-26 21:03:02.000000,2025-03-22 13:21:44,1475.0,86.0,2595.0,250.0,709.0,170.0,1365.0,16448.0,Download market data from Yahoo! Finances API.,132.0,41,True,2025-03-20 20:42:47.000,0.2.55,127.0,yfinance,ranaroussi/yfinance,,,,68177.0,67285.0,https://pypi.org/project/yfinance,2025-03-20 20:42:47.000,892.0,2915489.0,2917713.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,97880.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-03-25 16:00:50.259000,2025-03-21 01:51:51,1279.0,137.0,1670.0,126.0,1196.0,237.0,999.0,14744.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,167.0,41,True,2025-02-28 18:16:14.000,2.0.5,85.0,albumentations,conda-forge/albumentations,,,['pytorch'],34854.0,34198.0,https://pypi.org/project/albumentations,2025-02-28 18:16:35.000,656.0,6931864.0,6936368.0,https://anaconda.org/conda-forge/albumentations,2025-03-25 16:00:50.259,252232.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-03-25 16:00:52.691000,2025-03-25 04:03:50,9389.0,17.0,1202.0,133.0,5571.0,257.0,4507.0,14313.0,Data Versioning and ML Experiments.,309.0,41,True,2025-02-15 11:14:43.000,3.59.1,543.0,dvc,conda-forge/dvc,,,,22193.0,22056.0,https://pypi.org/project/dvc,2025-02-15 11:14:43.000,137.0,1373729.0,1420999.0,https://anaconda.org/conda-forge/dvc,2025-03-25 16:00:52.691,2694432.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
57,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-03-25 16:00:11.839000,2025-03-24 10:11:30,10229.0,77.0,2060.0,224.0,4196.0,346.0,3102.0,8938.0,Bayesian Modeling and Probabilistic Programming in Python.,514.0,41,True,2025-03-07 08:59:51.000,5.21.1,99.0,pymc3,conda-forge/pymc3,,,,6274.0,6082.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,291993.0,303440.0,https://anaconda.org/conda-forge/pymc3,2025-03-25 16:00:11.839,651674.0,,,,,1.0,1971.0,,,,,,,,,,,,,,,,,,,
58,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-03-27 12:08:09.000000,2025-03-27 12:08:04,49276.0,329.0,1212.0,189.0,411.0,602.0,1804.0,8314.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1313.0,41,True,2024-12-07 11:22:32.000,node-package-v1.26.0,113.0,catboost,conda-forge/catboost,,,,551.0,16.0,https://pypi.org/project/catboost,2024-09-07 16:51:57.000,535.0,3035559.0,3077235.0,https://anaconda.org/conda-forge/catboost,2025-03-25 16:00:34.057,1954325.0,,,,,2.0,368455.0,,,,,,,,,,,,,,,,,,,
59,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-03-25 22:28:04.000000,2025-03-25 22:28:03,2383.0,56.0,576.0,88.0,940.0,253.0,1010.0,4064.0,Manipulation and analysis of geometric objects.,168.0,41,True,2025-01-31 02:55:48.000,2.0.7,127.0,shapely,conda-forge/shapely,,,,103233.0,99402.0,https://pypi.org/project/shapely,2025-03-15 14:55:20.000,3831.0,40695514.0,40906755.0,https://anaconda.org/conda-forge/shapely,2025-03-25 16:00:02.137,11613217.0,,,,,1.0,3790.0,,,,,,,,,,,,,,,,,,,
60,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2025-03-24 18:01:26.000000,2025-03-20 13:50:18,2834.0,31.0,7589.0,605.0,2251.0,243.0,1595.0,26800.0,The fastai deep learning library.,673.0,40,True,2025-03-18 05:35:05.000,2.8.0,154.0,fastai,,,,['pytorch'],21723.0,21398.0,https://pypi.org/project/fastai,2025-03-18 05:35:05.000,325.0,406924.0,406924.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-03-27 10:28:27.000000,2025-03-27 10:28:27,36687.0,429.0,13469.0,930.0,26348.0,1239.0,,24676.0,Apache Flink Python API.,1996.0,40,True,2025-02-12 19:13:03.000,1.19.2,52.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2025-02-12 19:13:03.000,35.0,3834125.0,3834125.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
62,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-03-26 15:24:18.000000,2025-03-26 06:57:23,7756.0,91.0,3787.0,254.0,3383.0,1174.0,2699.0,22099.0,Graph Neural Network Library for PyTorch.,539.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],8795.0,8440.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,501596.0,504196.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-03-25 16:01:13.312,145654.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-03-26 17:01:37.000000,2025-03-26 17:01:37,1966.0,242.0,2507.0,174.0,275.0,7.0,1166.0,18388.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",85.0,40,True,2024-08-17 07:30:49.000,0.0.93,92.0,deepface,,,,,6358.0,6314.0,https://pypi.org/project/deepface,2024-08-17 07:24:30.000,44.0,679575.0,679575.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-03-27 13:40:15.000000,2025-03-27 11:25:19,6633.0,124.0,2108.0,200.0,1283.0,115.0,2295.0,14118.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,40,True,2025-02-05 14:46:22.000,0.15.1,35.0,flair,conda-forge/python-flair,,,['pytorch'],4028.0,3879.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,149.0,145994.0,146714.0,https://anaconda.org/conda-forge/python-flair,2025-03-25 16:01:16.928,40348.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-03-25 16:00:10.577000,2025-03-24 01:23:33,8307.0,18.0,3366.0,479.0,744.0,53.0,2189.0,13900.0,A toolkit for making real world machine learning and data analysis applications in C++.,202.0,40,False,2025-03-03 13:27:01.000,19.24.8,39.0,dlib,conda-forge/dlib,,,,36064.0,35851.0,https://pypi.org/project/dlib,2024-08-09 19:21:06.000,213.0,188369.0,207316.0,https://anaconda.org/conda-forge/dlib,2025-03-25 16:00:10.577,1067571.0,,,,,2.0,25568.0,,,,,,,,,,,,,,,,,,,
66,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-03-25 16:01:15.286000,2025-03-18 16:33:44,1860.0,14.0,857.0,121.0,700.0,78.0,978.0,9536.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,106.0,40,True,2025-03-13 10:50:56.000,0.21.1,110.0,tokenizers,conda-forge/tokenizers,,,,151687.0,150393.0,https://pypi.org/project/tokenizers,2025-03-13 10:50:56.000,1294.0,44072150.0,44121281.0,https://anaconda.org/conda-forge/tokenizers,2025-03-25 16:01:15.286,2751297.0,,,,,1.0,74.0,,,,,,,,,,,,,,,,,,,
67,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-03-26 20:18:18.000000,2025-03-25 23:47:37,5286.0,182.0,1481.0,106.0,4773.0,1085.0,1721.0,8277.0,A unified framework for machine learning with time series.,452.0,40,True,2025-02-05 08:20:19.000,0.36.0,87.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4259.0,4128.0,https://pypi.org/project/sktime,2025-02-05 08:20:19.000,131.0,972289.0,996913.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-03-25 16:01:48.384,1083424.0,,,,,1.0,111.0,sktime/sktime,,,,,,,,,,,,,,,,,,
68,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-03-27 04:55:45.000000,2025-03-27 04:55:45,4116.0,104.0,1160.0,137.0,3356.0,341.0,1251.0,2148.0,A library for training and deploying machine learning models on Amazon SageMaker.,476.0,40,True,2025-03-14 03:28:19.000,2.242.0,625.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",5756.0,5582.0,https://pypi.org/project/sagemaker,2025-03-14 03:28:19.000,174.0,22328237.0,22354112.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-03-25 16:01:00.305,1423138.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2025-03-25 16:22:20.052000,2023-01-26 21:28:45,11896.0,,6788.0,1067.0,11124.0,1805.0,7758.0,20794.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,39,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7948.0,7822.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,120.0,718676.0,719077.0,https://anaconda.org/anaconda/mxnet,2025-03-25 16:22:20.052,11755.0,,,,,2.0,28265.0,apache/mxnet,,,,,,,,,,,6.0,,,,,,,
70,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-03-17 12:25:11.000000,2025-01-14 10:26:14,32383.0,6.0,4731.0,358.0,6431.0,139.0,6644.0,19787.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21.000,3.6.21,374.0,rasa,,,,['tensorflow'],5035.0,4975.0,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,280817.0,280817.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-03-25 14:46:16.000000,2025-03-25 14:46:14,10485.0,92.0,1427.0,134.0,1337.0,146.0,1028.0,9588.0,A PyTorch-based Speech Toolkit.,257.0,39,True,2024-10-31 10:06:07.000,1.0.2,18.0,speechbrain,,,,['pytorch'],3175.0,3108.0,https://pypi.org/project/speechbrain,2024-10-30 18:31:32.000,67.0,1720845.0,1720845.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2025-03-27 12:07:18.000000,2025-03-26 21:31:42,23080.0,723.0,608.0,65.0,4034.0,553.0,1110.0,9312.0,"Visualize, create, and debug image and video datasets and model predictions.",152.0,39,True,2025-03-22 00:28:03.000,1.4.0,156.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",909.0,883.0,https://pypi.org/project/fiftyone,2025-03-21 22:49:42.000,26.0,81856.0,81856.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
73,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-03-25 16:00:02.785000,2025-03-22 13:38:03,1959.0,34.0,2230.0,162.0,938.0,96.0,1076.0,7067.0,Python Data. Leaflet.js Maps.,174.0,39,True,2025-02-27 20:00:19.000,0.19.5,39.0,folium,conda-forge/folium,,,,55840.0,54977.0,https://pypi.org/project/folium,2025-02-27 20:00:19.000,863.0,2040007.0,2111372.0,https://anaconda.org/conda-forge/folium,2025-03-25 16:00:02.785,3568272.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
