,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
39,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-07-21 14:38:02.000000,2022-07-21 14:38:02,4792.0,258.0,629,59.0,3870.0,1156.0,1884.0,1376,A distributed task scheduler for Dask.,279.0,41,True,2022-07-08 21:15:19.197,2022.7.0,178.0,distributed,conda-forge/distributed,,,5286074.0,25541.0,24354.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,5185696.0,https://anaconda.org/conda-forge/distributed,2022-07-08 22:39:14.703,7427992.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
40,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-07-21 08:16:39.000000,2022-07-19 13:03:42,8798.0,197.0,1646,229.0,3175.0,192.0,2576.0,6837,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,401.0,40,True,2022-07-15 10:37:05.000,4.1.3,41.0,pymc3,conda-forge/pymc3,,1904.0,409955.0,910.0,672.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,403729.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,428264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
41,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-07-21 10:31:27.000000,2022-07-21 07:43:23,11874.0,46.0,6901,1094.0,11071.0,1989.0,7738.0,20035,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",976.0,39,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,['mxnet'],25279.0,347468.0,289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,346985.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7842.0,2.0,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,
42,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-07-20 19:38:06.000000,2022-07-20 19:37:41,1449.0,104.0,3243,278.0,246.0,68.0,489.0,19807,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",77.0,39,True,2022-07-10 23:53:09.000,0.6.5,32.0,timm,conda-forge/timm,['pytorch'],1478144.0,1046110.0,3916.0,3810.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1006245.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,23212.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
43,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-07-21 14:10:57.000000,2022-07-21 13:53:46,7221.0,352.0,2502,225.0,6500.0,534.0,4698.0,19440,"The most intuitive, flexible, way for researchers, ML engineers and data scientists to build models (with PyTorch) and..",712.0,39,True,2022-07-18 16:36:46.000,app/0.5.2,211.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],7301.0,1712824.0,396.0,,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,1693051.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-07-17 06:43:47.260,489279.0,2.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-07-21 15:16:33.000000,2022-07-21 13:14:03,6286.0,308.0,1731,403.0,787.0,627.0,677.0,17001,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",119.0,39,True,2022-07-15 00:57:52.000,2.6.0,152.0,dash,conda-forge/dash,,,951603.0,1422.0,205.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1217.0,940820.0,https://anaconda.org/conda-forge/dash,2022-07-15 11:00:46.838,539163.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
45,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-07-21 12:28:35.000000,2022-07-21 08:51:03,7711.0,364.0,1928,178.0,3410.0,54.0,1540.0,15117,Build cross-modal and multimodal applications on the cloud.,151.0,39,True,2022-07-21 08:52:00.000,3.7.0,1919.0,jina,conda-forge/jina-core,,,102180.0,325.0,323.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,63343.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,15155.0,2.0,,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2022-07-21 09:06:02.270027,7.0,1082353.0,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-07-21 14:17:14.000000,2022-07-20 12:31:00,30328.0,211.0,4051,339.0,4797.0,892.0,5760.0,14585,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",547.0,39,True,2022-07-20 08:42:28.000,3.1.6,265.0,rasa,,['tensorflow'],,181807.0,60.0,,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,181807.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-07-18 14:59:50.000000,2022-07-12 12:19:49,4587.0,140.0,1893,201.0,957.0,104.0,1814.0,11822,A very simple framework for state-of-the-art Natural Language Processing (NLP).,231.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,201975.0,1573.0,1497.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,201560.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,9972.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
48,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-07-18 20:56:33.000000,2022-07-12 05:07:11,3229.0,79.0,665,151.0,1011.0,230.0,1411.0,7647,Declarative statistical visualization library for Python.,137.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,7308209.0,30383.0,30039.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,7290751.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1256978.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
49,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-07-21 14:23:44.000000,2022-07-21 14:23:42,23524.0,593.0,1016,193.0,300.0,409.0,1435.0,6639,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1002.0,39,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,83723.0,2445640.0,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2422618.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1078989.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
50,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-07-21 15:32:09.000000,2022-07-21 15:32:08,4800.0,134.0,1788,268.0,2393.0,610.0,1944.0,20013,Streamlit The fastest way to build data apps in Python.,143.0,38,True,2022-07-14 18:30:03.273,1.11.0,169.0,streamlit,,,,834911.0,769.0,348.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,421.0,834911.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
51,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-07-20 21:36:55.000000,2022-07-20 21:20:14,2215.0,55.0,4688,344.0,1104.0,648.0,2880.0,18552,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,397.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],256.0,49928.0,918.0,879.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,49224.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,16794.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
52,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-07-21 15:04:28.000000,2022-07-21 12:52:27,15227.0,688.0,1608,207.0,12088.0,323.0,5240.0,11387,Vector database for scalable similarity search and AI applications.,215.0,38,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,,37485.0,74841.0,17.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,38035.0,,,,1.0,,,1.0,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2022-07-21 13:00:28.384939,21.0,1069364.0,,,,,,,,,,
53,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-07-18 18:49:53.000000,2022-07-15 23:01:06,2711.0,27.0,2188,279.0,3087.0,91.0,2441.0,11110,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-07-14 18:35:21.000,2.10.0,264.0,allennlp,conda-forge/allennlp,['pytorch'],46.0,83679.0,2826.0,2642.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,184.0,81938.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,74897.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-07-14 07:26:57.000000,2022-07-08 09:49:41,1014.0,54.0,1312,153.0,420.0,112.0,465.0,9251,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1294111.0,8663.0,8505.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1290767.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,237453.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
55,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-07-21 08:24:54.000000,2022-07-21 07:01:17,25472.0,396.0,603,121.0,5150.0,413.0,1366.0,6204,NumPy & SciPy for GPU.,305.0,38,True,2022-06-30 06:53:59.000,10.6.0,118.0,cupy,conda-forge/cupy,,37545.0,198675.0,1264.0,1099.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,147183.0,https://anaconda.org/conda-forge/cupy,2022-07-04 00:37:32.410,1649637.0,1.0,,,,,,,,,,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2022-06-30 06:57:22.472169,7.0,54986.0,,,,,,,,,,
56,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-07-20 15:15:57.000000,2022-07-20 14:15:56,3923.0,421.0,1386,115.0,728.0,259.0,1398.0,5980,"An open-source, low-code machine learning library in Python.",97.0,38,True,2022-04-10 22:13:37.000,2.3.10,82.0,pycaret,conda-forge/pycaret,,594.0,459951.0,2331.0,2318.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,459308.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,14237.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
57,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-07-19 19:58:16.000000,2022-07-19 19:58:16,3573.0,45.0,468,153.0,941.0,150.0,1412.0,1769,Rasterio reads and writes geospatial raster datasets.,128.0,38,True,2022-07-06 01:50:13.000,1.3.0,139.0,rasterio,conda-forge/rasterio,,761.0,706089.0,6013.0,5212.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,684496.0,https://anaconda.org/conda-forge/rasterio,2022-07-06 11:11:40.160,1640388.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-07-21 09:24:09.000000,2022-07-21 01:55:42,5036.0,562.0,4784,375.0,2056.0,1234.0,3698.0,23533,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",118.0,37,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,['paddle'],,40523.0,741.0,732.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,40523.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
59,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-07-21 11:13:27.000000,2022-06-29 03:06:58,2092.0,47.0,7503,360.0,2241.0,641.0,5511.0,20627,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,['pytorch'],,53531.0,497.0,487.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,53531.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
60,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-07-21 14:19:33.000000,2022-07-21 13:20:20,31298.0,604.0,10990,939.0,20322.0,980.0,,19382,Apache Flink Python API.,1575.0,37,True,2022-07-05 17:28:53.000,1.15.1,33.0,apache-flink,,,,63948.0,16.0,,https://pypi.org/project/apache-flink,2022-07-05 17:28:53.000,16.0,63948.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-07-21 14:11:40.000000,2022-07-21 14:11:40,5658.0,163.0,2700,245.0,941.0,981.0,1651.0,15095,Graph Neural Network Library for PyTorch.,285.0,37,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,93713.0,50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,93348.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,8780.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
62,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-07-21 11:27:39.000000,2022-07-18 10:46:05,1204.0,27.0,2076,332.0,1414.0,312.0,1721.0,12599,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",151.0,37,True,2022-06-21 09:28:07.000,0.25.0,72.0,horovod,,,,101052.0,657.0,627.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,101052.0,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,,,,,,
63,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-07-21 09:56:56.000000,2022-07-19 01:50:45,8099.0,32.0,3069,476.0,566.0,47.0,2012.0,11288,A toolkit for making real world machine learning and data analysis applications in C++.,176.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,24990.0,114758.0,16100.0,15331.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,108095.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,445842.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
64,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-07-21 14:13:22.000000,2022-07-21 11:21:06,7754.0,325.0,957,135.0,4042.0,637.0,3153.0,10030,Data Version Control | Git for Data & Models | ML Experiments Management.,270.0,37,True,2022-07-10 22:35:25.871,2.13.0,352.0,dvc,conda-forge/dvc,,102740.0,579506.0,47.0,,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,543550.0,https://anaconda.org/conda-forge/dvc,2022-07-11 12:39:25.770,1133656.0,1.0,,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,
65,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,555.0,4114.0,679.0,2086.0,9596,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,303480.0,15562.0,12724.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,274947.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2054421.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
66,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-07-06 10:06:00.000000,2022-06-01 11:58:49,1079.0,5.0,1238,245.0,614.0,287.0,892.0,9420,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,1561605.0,17788.0,17038.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,750.0,1559551.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,123241.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
67,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-07-20 18:13:10.000000,2022-07-18 12:19:47,1140.0,55.0,1616,110.0,168.0,773.0,720.0,8106,Multilingual Sentence & Image Embeddings with BERT.,93.0,37,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,['pytorch'],,1410019.0,3796.0,3669.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,127.0,1408737.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,28213.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-07-21 02:39:06.000000,2022-07-21 02:39:02,11513.0,99.0,990,165.0,405.0,552.0,686.0,3734,Probabilistic reasoning and statistical analysis in TensorFlow.,455.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,928854.0,333.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,333.0,927254.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-06-09 10:00:06.955,65614.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
69,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-07-20 23:02:37.000000,2022-07-18 06:16:26,2040.0,38.0,458,87.0,541.0,162.0,728.0,2866,Manipulation and analysis of geometric objects.,133.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,64.0,7349118.0,35153.0,31376.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,7299190.0,https://anaconda.org/conda-forge/shapely,2022-07-02 17:46:15.161,4043646.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
70,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-07-19 14:17:11.000000,2022-07-18 15:07:42,5144.0,65.0,255,84.0,611.0,25.0,105.0,2553,"A refreshing functional take on deep learning, compatible with your favorite libraries.",53.0,37,True,2022-07-08 13:54:53.000,8.1.0,209.0,thinc,conda-forge/thinc,,,3931057.0,23349.0,22729.0,https://pypi.org/project/thinc,2022-06-22 20:24:21.000,620.0,3897690.0,https://anaconda.org/conda-forge/thinc,2022-07-08 17:40:18.742,2168917.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
71,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-07-20 19:34:29.000000,2022-07-18 19:15:18,2581.0,115.0,810,99.0,2056.0,369.0,715.0,1665,A library for training and deploying machine learning models on Amazon SageMaker.,268.0,37,True,2022-07-18 19:15:21.000,2.100.0,438.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,10107268.0,1591.0,1539.0,https://pypi.org/project/sagemaker,2022-07-05 18:31:54.000,52.0,10096964.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-07-19 10:20:06.614,329753.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
72,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6557,1294.0,164.0,642.0,211.0,28937,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,589724.0,15518.0,13978.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1540.0,587930.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,113045.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
73,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-07-21 04:00:08.000000,2021-06-01 10:43:00,1848.0,,4105,557.0,698.0,340.0,1253.0,12415,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,62548.0,4840.0,4489.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,351.0,62548.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
74,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-07-21 08:51:28.000000,2022-07-21 05:56:25,2744.0,101.0,1637,275.0,3175.0,306.0,1359.0,11727,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",176.0,36,True,2022-06-22 04:57:13.000,2.8,50.0,nni,,,,10205.0,277.0,247.0,https://pypi.org/project/nni,2022-06-22 05:07:14.000,30.0,10205.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
75,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-07-21 13:19:43.000000,2022-07-21 05:27:42,2370.0,157.0,2390,175.0,2711.0,231.0,1406.0,10005,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",221.0,36,True,2022-07-20 02:59:00.512,0.9.0,440.0,dgl,,,,32164.0,72.0,26.0,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,46.0,32164.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
