,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
40,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-07-27 10:05:45.000000,2023-07-27 07:09:36,8393,113.0,2132,204.0,4051.0,18.0,1866.0,18874,"Multimodal AI services & pipelines with cloud-native stack: gRPC, Kubernetes, Docker, OpenTelemetry, Prometheus,..",170.0,40,True,2023-07-19 07:55:45.000,3.19.1,2415.0,jina,conda-forge/jina-core,jinaai/jina,,,836.0,823.0,https://pypi.org/project/jina,2023-07-27 07:29:27.000,13.0,439046.0,472003.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,51897.0,https://hub.docker.com/r/jinaai/jina,2023-07-27 07:39:04.673945,8.0,1254570.0,2.0,,,,,,,,,,,,,,,,,,,
41,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-07-27 13:27:04.000000,2023-07-21 14:38:52,32368,574.0,4240,348.0,6025.0,1.0,6642.0,16747,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",588.0,40,True,2023-07-25 21:46:06.000,3.8.0a1,100.0,rasa,,,,['tensorflow'],3553.0,3553.0,https://pypi.org/project/rasa,,,110665.0,110665.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
42,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-07-01 12:19:31.000000,2023-05-25 15:50:03,4469,9.0,4369,433.0,1673.0,402.0,1438.0,14524,Topic Modelling for Humans.,446.0,40,True,2023-03-10 06:20:03.685,4.3.1,92.0,gensim,conda-forge/gensim,,,,51504.0,48421.0,https://pypi.org/project/gensim,2023-03-10 06:20:03.685,3083.0,3922441.0,3938286.0,https://anaconda.org/conda-forge/gensim,2023-06-16 13:22:43.559,1105841.0,,,,,1.0,4446.0,,,,,,,,,,,,,,,,,,
43,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-07-27 06:29:51.000000,2023-07-23 13:02:21,8211,24.0,3227,478.0,667.0,40.0,2098.0,12123,A toolkit for making real world machine learning and data analysis applications in C++.,188.0,40,False,2023-06-03 20:05:00.841,19.24.2,34.0,dlib,conda-forge/dlib,,,,22011.0,21227.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,784.0,151349.0,158988.0,https://anaconda.org/conda-forge/dlib,2023-06-05 15:05:40.278,605145.0,,,,,2.0,25283.0,,,,,,,,,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-07-27 04:59:05.000000,2023-07-26 20:27:04,5527,245.0,530,53.0,3331.0,671.0,1960.0,6999,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,154.0,40,True,2023-07-25 15:21:04.000,0.15.7,258.0,wandb,conda-forge/wandb,,,,27245.0,26754.0,https://pypi.org/project/wandb,2023-07-25 15:20:16.000,491.0,2464491.0,2472932.0,https://anaconda.org/conda-forge/wandb,2023-07-25 18:00:13.758,303906.0,,,,,1.0,,,,,,,,,wandb/wandb,,,,,,,,,,
45,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-07-27 12:29:37.000000,2023-07-27 09:36:57,5407,123.0,700,57.0,4599.0,1419.0,2210.0,1479,A distributed task scheduler for Dask.,312.0,40,True,2023-07-20 21:08:58.000,2023.7.1,207.0,distributed,conda-forge/distributed,,,,31084.0,29822.0,https://pypi.org/project/distributed,2023-07-20 21:08:58.000,1262.0,4556721.0,4858275.0,https://anaconda.org/conda-forge/distributed,2023-07-20 22:14:33.840,11459063.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
46,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-07-21 17:14:18.000000,2023-01-30 18:15:21,1757,,8518,1044.0,1447.0,64.0,1713.0,32455,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 23:58:42.348,0.26.2,108.0,gym,conda-forge/gym,,,,46865.0,44228.0,https://pypi.org/project/gym,2022-10-04 23:58:42.348,2637.0,369193.0,375326.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,239201.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
47,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-07-27 08:56:56.000000,2023-07-26 22:18:12,1696,209.0,3255,298.0,1980.0,940.0,1081.0,27248,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",226.0,39,True,2023-07-17 17:55:55.000,0.10.0,68.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],2001.0,1948.0,https://pypi.org/project/deepspeed,2023-07-17 17:50:40.815,53.0,358080.0,358481.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16877.0,1.0,,,,,,,,,,,,,,,,,,,
48,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-07-25 23:14:51.000000,2023-07-24 03:02:11,2671,12.0,7212,612.0,2183.0,153.0,1575.0,24247,The fastai deep learning library.,239.0,39,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],14241.0,14241.0,https://pypi.org/project/fastai,,,309883.0,309883.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
49,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-07-27 14:09:13.000000,2023-07-27 11:49:02,17596,624.0,2373,335.0,16233.0,676.0,7820.0,21682,"A cloud-native vector database, storage for next generation AI applications.",250.0,39,True,2023-07-25 02:58:58.000,2.2.12,100.0,pymilvus,,milvusdb/milvus,,,31.0,,https://pypi.org/project/pymilvus,2023-07-24 13:18:37.000,31.0,414236.0,507456.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-07-27 11:57:07.096652,30.0,4147056.0,1.0,30670.0,,,,,,,,,,,,,,,,,,
50,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-07-27 13:12:16.000000,2023-07-27 12:31:08,3229,230.0,2858,168.0,3740.0,432.0,1982.0,12016,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",271.0,39,True,2023-06-28 14:50:04.936,1.0.4,446.0,dgl,,,,,191.0,124.0,https://pypi.org/project/dgl,2022-09-20 03:47:24.680,67.0,78035.0,78035.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
51,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-07-27 14:10:13.000000,2023-07-21 11:56:10,1008,93.0,1870,225.0,441.0,159.0,968.0,9931,Download market data from Yahoo! Finances API.,89.0,39,True,2023-07-21 11:57:16.000,0.2.26,61.0,yfinance,ranaroussi/yfinance,,,,25478.0,25478.0,https://pypi.org/project/yfinance,,,736184.0,739459.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,78601.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
52,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-07-27 07:57:27.000000,2023-07-26 06:40:58,16239,479.0,839,124.0,3166.0,124.0,1339.0,8406,A hyperparameter optimization framework.,235.0,39,False,2023-05-30 05:59:24.000,3.2.0,59.0,optuna,conda-forge/optuna,,,,8873.0,8873.0,https://pypi.org/project/optuna,,,1450099.0,1460819.0,https://anaconda.org/conda-forge/optuna,2023-06-16 16:19:02.890,471714.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-07-27 12:36:14.000000,2023-07-26 19:53:20,3743,213.0,1109,103.0,2800.0,657.0,1174.0,6687,A unified framework for machine learning with time series.,274.0,39,True,2023-07-20 11:38:47.000,0.21.0,50.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1510.0,1470.0,https://pypi.org/project/sktime,2023-07-20 11:38:47.000,40.0,814470.0,844672.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-07-22 20:03:34.420,724828.0,,,,,1.0,84.0,,,,,,,,sktime/sktime,,,,,,,,,,
54,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-07-26 10:33:27.000000,2023-07-26 10:19:53,1779,39.0,804,107.0,1413.0,345.0,1129.0,3759,Python tools for geographic data.,210.0,39,True,2023-06-06 09:00:28.000,0.13.2,31.0,geopandas,conda-forge/geopandas,,,['pandas'],24289.0,24289.0,https://pypi.org/project/geopandas,,,5186194.0,5220570.0,https://anaconda.org/conda-forge/geopandas,2023-06-06 13:24:28.136,3022910.0,,,,,1.0,2100.0,,,,,,,,,,,,,,,,,,
55,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-06-23 19:06:24.000000,2023-01-26 21:28:45,11896,,6521,1081.0,11116.0,1799.0,7763.0,20496,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6594.0,6594.0,https://pypi.org/project/mxnet,,,345101.0,345554.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,9902.0,,,,,2.0,26326.0,,,,,,,,apache/mxnet,,,,,,,,,,
56,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-07-27 10:43:49.000000,2023-07-24 06:59:42,6846,220.0,3322,256.0,2226.0,819.0,2414.0,18142,Graph Neural Network Library for PyTorch.,429.0,38,True,2023-04-27 10:39:41.624,2.3.1,39.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],87.0,,https://pypi.org/project/torch-geometric,2022-12-01 06:49:00.984,87.0,185819.0,186603.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-06-16 19:20:42.736,28248.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,
57,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-07-18 10:59:29.000000,2023-06-26 06:46:56,1325,11.0,2204,334.0,1562.0,356.0,1838.0,13460,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",170.0,38,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,984.0,953.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,31.0,67300.0,67300.0,,,,,,,,2.0,,stable/horovod,,,,,,,,,,,,,,,,,
58,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-07-27 12:55:08.000000,2023-07-27 12:55:06,2502,80.0,833,124.0,1572.0,220.0,563.0,8407,Computer Vision and Robotics Library for AI.,222.0,38,True,2023-04-20 21:02:06.000,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],5414.0,5414.0,https://pypi.org/project/kornia,,,2263238.0,2265640.0,https://anaconda.org/conda-forge/kornia,2023-06-16 19:19:05.197,90783.0,,,,,1.0,750.0,,,,,,,,,,,,,,,,,,
59,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-07-27 14:31:15.000000,2023-07-27 11:48:43,18971,1057.0,1937,178.0,3061.0,474.0,2008.0,6828,End-to-End Speech Processing Toolkit.,364.0,38,True,2023-05-01 12:53:04.000,.202304,49.0,espnet,,,,,207.0,204.0,https://pypi.org/project/espnet,2022-05-28 02:21:31.000,3.0,36522.0,36523.0,,,,,,,,1.0,79.0,,,,,,,,,,,,,,,,,,
60,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-07-13 16:05:47.000000,2023-07-13 16:05:47,1689,26.0,2158,168.0,764.0,52.0,963.0,6331,Python Data. Leaflet.js Maps.,152.0,38,True,2022-12-12 20:36:08.000,0.14.0,24.0,folium,conda-forge/folium,,,,27297.0,27297.0,https://pypi.org/project/folium,,,673935.0,698677.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2177311.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
61,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-07-26 23:22:09.000000,2023-07-26 16:20:13,1010,207.0,564,89.0,920.0,98.0,765.0,5322,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",163.0,38,True,2023-07-13 16:51:17.000,0.21.0,33.0,accelerate,conda-forge/accelerate,,,['pytorch'],10663.0,10430.0,https://pypi.org/project/accelerate,2023-07-13 15:20:01.952,233.0,3680427.0,3682767.0,https://anaconda.org/conda-forge/accelerate,2023-07-15 16:19:09.164,49145.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
62,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-07-27 08:00:15.000000,2023-07-26 21:58:07,17484,93.0,1198,85.0,7317.0,477.0,4020.0,2302,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,346.0,38,True,2023-06-06 15:29:15.630,1.4.2,73.0,mne,conda-forge/mne,,,,3110.0,2855.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,255.0,65535.0,69592.0,https://anaconda.org/conda-forge/mne,2023-06-06 15:49:33.314,312394.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
63,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-07-27 05:45:00.000000,2023-07-27 00:27:57,3186,171.0,1010,132.0,2572.0,475.0,814.0,1891,A library for training and deploying machine learning models on Amazon SageMaker.,382.0,38,True,2023-07-15 23:23:01.535,2.173.0,524.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2859.0,2783.0,https://pypi.org/project/sagemaker,2023-07-15 23:23:01.535,76.0,31033073.0,31052028.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-07-19 21:43:41.154,663426.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
64,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-07-27 09:00:33.000000,2023-07-27 09:00:33,1494,21.0,260,32.0,457.0,90.0,474.0,1287,Python library for reading and writing image data.,105.0,38,True,2023-06-12 03:03:46.673,2.31.1,81.0,imageio,conda-forge/imageio,,,,99648.0,96761.0,https://pypi.org/project/imageio,2023-06-12 03:03:46.673,2887.0,14398537.0,14466446.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5295883.0,,,,,1.0,800.0,,,,,,,,,,,,,,,,,,
65,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2023-06-16 13:21:35.778000,2020-02-15 08:33:35,523,,6701,1285.0,164.0,662.0,218.0,30979,Chinese Words Segmentation Utilities.,49.0,37,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,24941.0,23309.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1632.0,547105.0,549014.0,https://anaconda.org/conda-forge/jieba,2023-06-16 13:21:35.778,143181.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
66,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-07-26 18:11:27.000000,2023-07-07 06:08:01,2312,26.0,5978,412.0,1292.0,1075.0,3004.0,26986,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,37,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1836.0,1775.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,61.0,308458.0,309589.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,40554.0,,,,,1.0,314.0,,,,,,,,,,,,,,,,,,
67,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-07-27 11:20:56.000000,2023-07-19 17:05:46,853,51.0,3044,460.0,768.0,325.0,1813.0,23526,A library for efficient similarity search and clustering of dense vectors.,132.0,37,True,2023-07-24 13:18:37.000,2.2.14,81.0,pymilvus,conda-forge/faiss,,,,1272.0,1241.0,https://pypi.org/project/pymilvus,2023-07-24 13:18:37.000,31.0,414236.0,435995.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,826874.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
68,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-07-25 17:36:12.000000,2023-07-25 15:57:05,6101,211.0,2326,281.0,1529.0,1316.0,1343.0,13855,The interactive graphing library for Python This project now includes Plotly Express!.,240.0,37,True,2023-06-08 16:08:55.000,5.15.0,93.0,plotly,conda-forge/plotly,,,,,,https://pypi.org/project/plotly,,,10135441.0,10236951.0,https://anaconda.org/conda-forge/plotly,2023-06-08 23:46:03.363,4538772.0,,,,,1.0,,,-5.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,,,46826.0,,,,,,,,,,,
69,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-07-27 14:04:37.000000,2023-07-26 11:35:38,1316,41.0,1481,152.0,679.0,173.0,523.0,10935,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,111.0,37,True,2023-07-19 17:50:30.000,4.3.2,47.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",990.0,990.0,https://pypi.org/project/pandas-profiling,,,929414.0,934057.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,385426.0,,,,,1.0,,,,,,,,,ydataai/ydata-profiling,,,,,,,,,,
70,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-07-19 08:24:46.000000,2023-07-11 16:23:35,1095,5.0,1346,250.0,645.0,328.0,1012.0,10702,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35.000,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,26964.0,26964.0,https://pypi.org/project/moviepy,,,617492.0,620139.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,190636.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
71,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-07-27 14:31:47.000000,2023-07-27 08:40:40,2415,260.0,1321,112.0,2505.0,403.0,2016.0,10187,"Haystack is an open source NLP framework to interact with your data using Transformer models and LLMs (GPT-4, Falcon..",186.0,37,True,2023-07-26 16:22:23.000,1.19.0,60.0,haystack,,,,,896.0,810.0,https://pypi.org/project/haystack,2017-07-03 04:44:52.000,86.0,2610.0,2610.0,,,,,,,,1.0,23.0,,,,,,,,,,,,,,,,,,
72,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-07-27 13:16:27.000000,2023-07-27 07:58:48,9586,88.0,1719,228.0,3658.0,172.0,2888.0,7683,Bayesian Modeling in Python.,461.0,37,False,2023-07-14 07:22:39.000,5.6.1,64.0,pymc3,conda-forge/pymc3,,,,1787.0,1787.0,https://pypi.org/project/pymc3,,,361986.0,368540.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,529496.0,,,,,1.0,1921.0,,,,,,,,,,,,,,,,,,
73,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-07-27 12:48:10.000000,2023-07-26 01:49:45,1113,214.0,776,148.0,1224.0,260.0,434.0,7625,Development repository for the Triton language and compiler.,138.0,37,True,2023-03-03 02:41:05.821,2.0.0,190.0,triton,,,,,5313.0,5285.0,https://pypi.org/project/triton,2023-03-17 16:48:01.607,28.0,3255365.0,3255365.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
74,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-07-27 13:40:33.000000,2023-07-27 13:32:55,4900,135.0,1615,127.0,925.0,292.0,1829.0,7521,"An open-source, low-code machine learning library in Python.",121.0,37,True,2023-07-02 04:09:52.000,3.0.4,93.0,pycaret,conda-forge/pycaret,,,,4076.0,4062.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,14.0,242182.0,243224.0,https://anaconda.org/conda-forge/pycaret,2023-06-16 19:21:17.524,35874.0,,,,,2.0,654.0,,,,,,,,,,,,,,,,,,
75,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-07-27 13:27:57.000000,2023-07-26 07:30:20,27286,403.0,694,130.0,5773.0,509.0,1542.0,7071,NumPy & SciPy for GPU.,345.0,37,True,2023-06-13 11:06:28.000,12.1.0.post1,134.0,cupy,conda-forge/cupy,cupy/cupy,,,1852.0,1669.0,https://pypi.org/project/cupy,2023-05-25 03:03:01.036,183.0,20359.0,101180.0,https://anaconda.org/conda-forge/cupy,2023-07-26 22:58:35.121,2959634.0,https://hub.docker.com/r/cupy/cupy,2023-06-13 11:09:20.366689,11.0,57479.0,1.0,128647.0,,12.0,,,,,,,,,,,,,,,,
76,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-07-27 02:49:05.000000,2023-07-25 08:35:32,8717,490.0,1094,124.0,937.0,168.0,803.0,6337,A PyTorch-based Speech Toolkit.,213.0,37,True,2023-07-22 18:07:47.000,0.5.15,14.0,speechbrain,,,,['pytorch'],858.0,844.0,https://pypi.org/project/speechbrain,2023-07-22 18:08:45.000,14.0,241533.0,241533.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
77,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-07-26 23:55:29.000000,2023-07-26 23:55:23,3716,145.0,492,78.0,1879.0,92.0,622.0,4532,Flax is a neural network library for JAX that is designed for flexibility.,197.0,37,True,2023-07-08 01:21:13.000,0.7.0,31.0,flax,conda-forge/flax,,,['jax'],3840.0,3840.0,https://pypi.org/project/flax,,,713571.0,714674.0,https://anaconda.org/conda-forge/flax,2023-06-16 19:25:28.189,30865.0,,,,,2.0,49.0,,,,,,,,,,,,,,,,,,
