,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-03-07 14:28:20.679144,2024-03-07 13:43:03,19235.0,645.0,2699.0,302.0,19156.0,612.0,9652.0,25883.0,"A cloud-native vector database, storage for next generation AI applications.",265.0,41,True,2024-02-24 03:46:51.000,2.3.10,100.0,pymilvus,,milvusdb/milvus,,,82.0,,https://pypi.org/project/pymilvus,2024-01-24 02:49:14.000,82.0,692678.0,911743.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-03-07 14:28:20.679144,41.0,11553541.0,1.0,76677.0,,,,,,,,3.0,,,,,,,,,,,
40,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-03-07 11:50:22.000000,2024-03-07 11:00:15,2627.0,45.0,3048.0,244.0,828.0,1422.0,989.0,21287.0,A game theoretic approach to explain the output of any machine learning model.,236.0,41,True,2024-01-25 13:08:31.000,0.44.1,52.0,shap,conda-forge/shap,,,,16085.0,16085.0,https://pypi.org/project/shap,,,8039782.0,8100181.0,https://anaconda.org/conda-forge/shap,2024-01-08 16:40:58.890,2355588.0,,,,,1.0,,shap/shap,,,,,,,,,,,,,,,,,,
41,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-03-06 19:59:05.000000,2024-03-06 19:20:29,7328.0,245.0,1967.0,417.0,1037.0,826.0,871.0,20223.0,Data Apps & Dashboards for Python. No JavaScript Required.,147.0,41,True,2024-03-06 20:00:34.000,2.16.1,176.0,dash,conda-forge/dash,,,,60726.0,59230.0,https://pypi.org/project/dash,2024-03-06 19:54:50.000,1496.0,2788773.0,2815580.0,https://anaconda.org/conda-forge/dash,2024-03-02 06:09:46.944,1206295.0,,,,,1.0,70.0,,,,,,,,,,,,,,,,,,,
42,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-03-07 12:39:54.000000,2024-03-07 12:39:53,9222.0,122.0,1126.0,136.0,5402.0,353.0,4293.0,12952.0,ML Experiments Management with Git.,291.0,41,True,2024-03-04 16:59:18.000,3.48.2,518.0,dvc,conda-forge/dvc,,,,13378.0,13283.0,https://pypi.org/project/dvc,2024-03-04 16:59:18.000,95.0,626191.0,669146.0,https://anaconda.org/conda-forge/dvc,2024-03-04 19:34:16.967,1770390.0,,,,,1.0,43359.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,
43,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-03-06 17:01:29.000000,2024-03-06 01:47:21,3628.0,21.0,778.0,141.0,1328.0,175.0,1752.0,8809.0,Declarative statistical visualization library for Python.,162.0,41,True,2023-11-28 06:23:39.000,5.2.0,39.0,altair,conda-forge/altair,,,,112756.0,112088.0,https://pypi.org/project/altair,2023-11-28 05:41:35.000,668.0,21980502.0,22060237.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2152836.0,,,,,1.0,106.0,,,,,,,,,,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-03-07 02:30:47.000000,2024-03-07 01:22:21,6181.0,193.0,588.0,57.0,4101.0,856.0,2151.0,7967.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,174.0,41,True,2024-03-05 21:28:02.000,0.16.4,269.0,wandb,conda-forge/wandb,,,,40554.0,39807.0,https://pypi.org/project/wandb,2024-03-05 21:19:33.000,747.0,12347669.0,12358132.0,https://anaconda.org/conda-forge/wandb,2024-02-06 19:13:02.985,460397.0,,,,,1.0,,wandb/wandb,,,,,,,,,,,,,,,,,,
45,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-03-06 20:42:33.000000,2024-03-06 20:42:29,47540.0,541.0,1142.0,193.0,380.0,523.0,1714.0,7654.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1215.0,41,True,2024-02-23 14:10:41.000,1.2.3,110.0,catboost,conda-forge/catboost,,,,384.0,13.0,https://pypi.org/project/catboost,2024-02-23 10:17:27.000,371.0,1923411.0,1962612.0,https://anaconda.org/conda-forge/catboost,2024-02-24 13:08:44.587,1452058.0,,,,,2.0,226267.0,,,,,,,,,,,,,,,,,,,
46,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-02-23 04:21:13.000000,2023-01-30 18:15:21,1757.0,,8561.0,1064.0,1450.0,79.0,1717.0,33639.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,53499.0,50791.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2708.0,1099719.0,1105387.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,266440.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-03-04 02:10:25.000000,2024-03-04 02:10:25,2754.0,15.0,7303.0,614.0,2218.0,190.0,1586.0,25311.0,The fastai deep learning library.,247.0,40,True,2024-02-01 00:26:04.000,2.7.14,51.0,fastai,,,,['pytorch'],16458.0,16458.0,https://pypi.org/project/fastai,,,461636.0,461636.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
48,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-03-06 15:24:57.000000,2024-03-06 15:19:44,32608.0,16.0,4353.0,347.0,6345.0,2.0,6641.0,17704.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2024-03-04 17:27:13.000,3.6.19,100.0,rasa,,,,['tensorflow'],3994.0,3994.0,https://pypi.org/project/rasa,,,140581.0,140581.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
49,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-03-05 11:04:28.000000,2024-03-01 07:58:37,1344.0,82.0,2269.0,130.0,356.0,1010.0,912.0,13270.0,Multilingual Sentence & Image Embeddings with BERT.,144.0,40,True,2024-03-01 08:18:33.000,2.5.1,48.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],26929.0,26196.0,https://pypi.org/project/sentence-transformers,2024-03-01 08:18:32.000,733.0,3666976.0,3671860.0,https://anaconda.org/conda-forge/sentence-transformers,2024-03-01 13:46:07.960,205158.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-03-06 18:45:12.000000,2024-02-25 13:25:28,1189.0,86.0,2142.0,238.0,540.0,185.0,1066.0,11463.0,Download market data from Yahoo! Finances API.,108.0,40,True,2024-02-25 13:35:19.000,0.2.37,109.0,yfinance,ranaroussi/yfinance,,,,34706.0,34369.0,https://pypi.org/project/yfinance,2024-02-25 13:35:19.000,337.0,1684098.0,1686823.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,87216.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-03-06 09:28:47.000000,2024-03-04 23:16:32,9781.0,79.0,1929.0,227.0,3854.0,263.0,2988.0,8062.0,Bayesian Modeling and Probabilistic Programming in Python.,482.0,40,True,2024-02-14 10:23:42.000,5.10.4,78.0,pymc3,conda-forge/pymc3,,,,3114.0,2864.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,813732.0,819937.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,550811.0,,,,,1.0,1936.0,,,,,,,,,,,,,,,,,,,
52,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-03-07 14:53:42.000000,2024-03-07 14:36:43,1323.0,126.0,738.0,102.0,1266.0,132.0,1143.0,6655.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",227.0,40,True,2024-02-13 15:16:50.000,0.27.2,43.0,accelerate,conda-forge/accelerate,,,['pytorch'],28644.0,28051.0,https://pypi.org/project/accelerate,2024-02-13 15:16:50.000,593.0,7586637.0,7590297.0,https://anaconda.org/conda-forge/accelerate,2024-02-09 18:05:07.779,106153.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-03-07 14:03:13.000000,2024-03-04 15:11:22,1891.0,56.0,914.0,106.0,1559.0,440.0,1195.0,4086.0,Python tools for geographic data.,219.0,40,True,2024-01-31 19:22:01.000,0.14.3,52.0,geopandas,conda-forge/geopandas,,,['pandas'],34059.0,32125.0,https://pypi.org/project/geopandas,2024-01-31 19:21:57.000,1934.0,6081115.0,6157379.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3430728.0,,,,,1.0,2453.0,,,,,,,,,,,,,,,,,,,
54,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-03-07 13:41:41.000000,2024-03-05 17:55:32,5713.0,98.0,699.0,55.0,4948.0,1489.0,2312.0,1526.0,A distributed task scheduler for Dask.,323.0,40,True,2024-02-23 18:13:48.000,2024.2.1,222.0,distributed,conda-forge/distributed,,,,34472.0,33138.0,https://pypi.org/project/distributed,2024-02-23 18:13:48.000,1334.0,4795591.0,5080224.0,https://anaconda.org/conda-forge/distributed,2024-02-26 17:07:39.761,13093140.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-03-05 01:09:26.000000,2024-03-04 11:07:49,1025.0,99.0,3302.0,474.0,872.0,428.0,1886.0,27241.0,A library for efficient similarity search and clustering of dense vectors.,156.0,39,True,2024-03-01 01:04:25.000,1.8.0,91.0,pymilvus,conda-forge/faiss,,,,3558.0,3476.0,https://pypi.org/project/pymilvus,2024-01-24 02:49:14.000,82.0,692678.0,715237.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1037727.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-03-07 14:07:00.000000,2024-02-05 13:23:18,2706.0,17.0,8243.0,372.0,3124.0,1281.0,6641.0,27224.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,39,True,2024-01-05 06:24:15.000,3.3.0,53.0,mmdet,,,,['pytorch'],2242.0,2242.0,https://pypi.org/project/mmdet,,,173827.0,173827.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-03-07 13:30:23.000000,2024-02-29 23:03:24,8522.0,17.0,2149.0,207.0,4163.0,12.0,1917.0,19742.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2024-02-29 14:39:24.000,3.23.5,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1632.0,1632.0,https://pypi.org/project/jina,,,103642.0,132271.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60162.0,https://hub.docker.com/r/jinaai/jina,2024-02-29 14:50:34.822329,8.0,1304623.0,2.0,,,,,,,,,,,,,,,,,,,,
58,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-03-01 12:26:36.000000,2024-02-08 02:27:50,4512.0,3.0,4375.0,434.0,1687.0,378.0,1446.0,15056.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,59648.0,56467.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,3181.0,4455409.0,4489046.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1209337.0,,,,,1.0,4554.0,piskvorky/gensim,,,,,,,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-03-07 08:40:19.000000,2024-03-07 08:29:16,4002.0,327.0,2931.0,170.0,4583.0,479.0,2244.0,12825.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",286.0,39,True,2024-03-06 03:29:59.000,2.1.0,451.0,dgl,,,,,299.0,210.0,https://pypi.org/project/dgl,2024-03-05 07:16:21.000,89.0,76550.0,76550.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
60,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-03-06 01:17:36.000000,2024-03-06 01:17:36,8244.0,10.0,3268.0,478.0,694.0,47.0,2128.0,12689.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,39,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,,26223.0,25420.0,https://pypi.org/project/dlib,2023-06-03 20:05:00.841,803.0,377687.0,392619.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,661100.0,,,,,2.0,25387.0,,,,,,,,,,,,,,,,,,,
61,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-03-07 11:07:52.000000,2024-03-07 07:26:34,17309.0,477.0,942.0,119.0,3424.0,95.0,1500.0,9350.0,A hyperparameter optimization framework.,260.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,13343.0,12838.0,https://pypi.org/project/optuna,2023-12-11 05:05:36.000,505.0,2329293.0,2344348.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,677516.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-03-07 14:08:49.000000,2024-03-07 12:45:45,4344.0,270.0,1207.0,101.0,3510.0,767.0,1402.0,7253.0,A unified framework for machine learning with time series.,325.0,39,True,2024-02-28 12:02:55.000,0.27.0,63.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2377.0,2315.0,https://pypi.org/project/sktime,2024-02-28 12:02:55.000,62.0,872772.0,901963.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-02-28 22:27:58.715,934098.0,,,,,1.0,84.0,sktime/sktime,,,,,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-03-07 09:46:22.000000,2024-03-06 10:00:55,1795.0,27.0,2202.0,163.0,816.0,86.0,994.0,6608.0,Python Data. Leaflet.js Maps.,165.0,39,True,2024-02-29 08:58:17.000,0.16.0,31.0,folium,conda-forge/folium,,,,35611.0,34768.0,https://pypi.org/project/folium,2024-02-29 08:58:17.000,843.0,921451.0,989030.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2568033.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-03-07 06:31:30.000000,2024-03-07 06:16:59,8321.0,4004.0,592.0,40.0,652.0,355.0,1320.0,5889.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",134.0,39,True,2024-03-07 06:31:30.000,1.30.0,656.0,litellm,,,,others,1120.0,1046.0,https://pypi.org/project/litellm,2024-03-07 06:20:42.000,74.0,349586.0,349586.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-03-07 01:31:11.000000,2024-03-07 01:31:07,4235.0,206.0,560.0,83.0,2225.0,117.0,686.0,5278.0,Flax is a neural network library for JAX that is designed for flexibility.,217.0,39,True,2024-02-07 21:52:34.000,0.8.1,38.0,flax,conda-forge/flax,,,['jax'],6333.0,6333.0,https://pypi.org/project/flax,,,3687964.0,3689107.0,https://anaconda.org/conda-forge/flax,2024-02-08 03:12:06.588,41131.0,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,,
66,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-03-06 20:34:26.000000,2024-03-06 16:49:19,17874.0,108.0,1302.0,84.0,7744.0,512.0,4255.0,2486.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,366.0,39,True,2024-01-16 18:38:53.000,1.6.1,77.0,mne,conda-forge/mne,,,,3864.0,3567.0,https://pypi.org/project/mne,2024-01-16 18:38:53.000,297.0,104725.0,112321.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,349455.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
67,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-03-07 02:35:51.000000,2024-03-07 02:35:50,3552.0,148.0,1071.0,131.0,2874.0,269.0,1162.0,2016.0,A library for training and deploying machine learning models on Amazon SageMaker.,427.0,39,True,2024-03-06 19:57:33.000,2.212.0,572.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3778.0,3681.0,https://pypi.org/project/sagemaker,2024-03-05 18:25:33.000,97.0,26597540.0,26614177.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-03-06 22:10:37.385,715433.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-03-07 14:09:46.000000,2024-03-07 11:34:22,40074.0,922.0,26508.0,2033.0,45390.0,,,37985.0,Apache Spark Python API.,3025.0,38,True,,,34.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,28793484.0,28860369.0,https://anaconda.org/conda-forge/pyspark,2024-03-03 13:07:40.821,3009851.0,,,,,2.0,,,stable/spark,,,,,,,,,,,,,,,,,
69,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-03-07 07:39:51.000000,2024-03-07 03:23:05,6131.0,11.0,6996.0,430.0,2842.0,1050.0,7519.0,36914.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",153.0,38,True,2023-10-18 12:32:48.000,2.7.1,8.0,paddleocr,,,,['paddle'],2290.0,2290.0,https://pypi.org/project/paddleocr,,,201761.0,201761.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6891.0,1071.0,11124.0,1805.0,7758.0,20696.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7387.0,7088.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,294.0,453445.0,453869.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10645.0,,,,,2.0,26635.0,apache/mxnet,,,,,,,,,,,5.0,,,,,,,
71,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-03-07 14:09:53.000000,2024-03-05 14:01:07,7413.0,201.0,3491.0,252.0,2870.0,937.0,2571.0,19720.0,Graph Neural Network Library for PyTorch.,484.0,38,True,2024-02-16 07:16:56.000,2.5.0,41.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],149.0,,https://pypi.org/project/torch-geometric,2024-02-16 07:13:42.000,149.0,227063.0,227910.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-02-22 16:44:15.527,37284.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-03-07 13:23:28.000000,2024-03-06 15:46:46,3800.0,50.0,6680.0,399.0,5175.0,771.0,2337.0,15186.0,"Datasets, Transforms and Models specific to Computer Vision.",576.0,38,True,2024-02-22 21:54:54.000,0.17.1,39.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,,,10055858.0,10083865.0,https://anaconda.org/conda-forge/torchvision,2024-02-26 00:12:18.834,992193.0,,,,,1.0,37157.0,,,,,,,,-4.0,,,,,,,,,,,
73,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-03-06 23:14:00.324000,2024-03-03 00:53:10,941.0,50.0,1067.0,123.0,278.0,23.0,683.0,9174.0,Unsupervised text tokenizer for Neural Network-based text generation.,84.0,38,True,2024-02-19 16:08:39.000,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,57195.0,57195.0,https://pypi.org/project/sentencepiece,,,14389811.0,14406826.0,https://anaconda.org/conda-forge/sentencepiece,2024-03-06 23:14:00.324,725896.0,,,,,1.0,34758.0,,,,,,,,,,,,,,,,,,,
74,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-03-07 13:22:17.000000,2024-03-07 13:22:16,2684.0,71.0,899.0,128.0,1797.0,242.0,629.0,9156.0,Geometric Computer Vision Library for Spatial AI.,253.0,38,True,2023-12-27 10:47:21.000,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],8676.0,8676.0,https://pypi.org/project/kornia,,,2206078.0,2209039.0,https://anaconda.org/conda-forge/kornia,2024-02-20 17:25:27.727,114938.0,,,,,1.0,966.0,,,,,,,,,,,,,,,,,,,
