,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,brew_id,apt_id,yum_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,dnf_id,yay_id,snap_id,new_addition
40,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-06-20 22:17:49.000000,2023-05-25 15:50:03,4469.0,10.0,4140,433.0,1672.0,368.0,1438.0,14452,Topic Modelling for Humans.,446.0,40,True,2022-12-21 00:42:57.000,4.3.0,42.0,gensim,conda-forge/gensim,,,,47578.0,47578.0,https://pypi.org/project/gensim,3856642.0,3872426.0,https://anaconda.org/conda-forge/gensim,2023-06-16 13:22:43.559,1085786.0,,,,,1.0,4422.0,,,,,,,,,,,,,,,,,,,,,
41,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-06-29 12:24:08.000000,2023-06-29 12:24:07,8203.0,35.0,3224,475.0,657.0,36.0,2097.0,12064,A toolkit for making real world machine learning and data analysis applications in C++.,188.0,40,False,2023-06-03 20:05:00.841,19.24.2,34.0,dlib,conda-forge/dlib,,,,21509.0,20726.0,https://pypi.org/project/dlib,165416.0,173007.0,https://anaconda.org/conda-forge/dlib,2023-06-05 15:05:40.278,593614.0,,,,,2.0,25264.0,2022-05-08 14:40:14.000,783.0,,,,,,,,,,,,,,,,,,,
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-06-29 07:18:08.000000,2023-06-28 22:54:36,5449.0,251.0,494,51.0,3232.0,641.0,1932.0,6261,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,151.0,40,True,2023-06-06 21:21:04.600,0.15.4,255.0,wandb,conda-forge/wandb,,,,25790.0,25346.0,https://pypi.org/project/wandb,2303593.0,2311508.0,https://anaconda.org/conda-forge/wandb,2023-06-06 23:51:30.435,277032.0,,,,,1.0,,2021-02-01 20:56:31.000,444.0,,,,,,,,,,wandb/wandb,,,,,,,,,
43,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-06-28 12:50:42.000000,2023-06-28 12:50:40,1770.0,50.0,826,108.0,1401.0,419.0,1125.0,3724,Python tools for geographic data.,205.0,40,True,2023-06-06 14:56:58.336,0.13.2,48.0,geopandas,conda-forge/geopandas,,,['pandas'],25048.0,23567.0,https://pypi.org/project/geopandas,5095193.0,5129077.0,https://anaconda.org/conda-forge/geopandas,2023-06-06 13:24:28.136,2945894.0,,,,,1.0,1998.0,2022-12-10 18:41:03.313,1481.0,,,,,,,,,,,,,,,,,,,
44,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-06-29 14:01:53.000000,2023-06-28 16:12:54,5370.0,120.0,696,57.0,4551.0,1391.0,2191.0,1473,A distributed task scheduler for Dask.,310.0,40,True,2023-06-26 20:39:04.562,2023.6.1,205.0,distributed,conda-forge/distributed,,,,30707.0,29460.0,https://pypi.org/project/distributed,4673395.0,4974667.0,https://anaconda.org/conda-forge/distributed,2023-06-26 22:21:02.384,11147091.0,,,,,1.0,,2023-01-27 23:28:03.605,1247.0,,,,,,,,,,,,,,,,,,,
45,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-06-26 15:03:50.000000,2023-01-30 18:15:21,1757.0,,8518,1041.0,1444.0,60.0,1712.0,32279,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,46171.0,43541.0,https://pypi.org/project/gym,413617.0,419751.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,233123.0,,,,,1.0,,2022-10-04 23:58:42.348,2630.0,,,,,,,,,,,,,,,,,,,
46,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-06-29 14:17:47.000000,2023-06-29 00:43:29,1619.0,217.0,3161,292.0,1893.0,891.0,1005.0,26525,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",211.0,39,True,2023-06-22 19:01:31.000,0.9.5,67.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1815.0,1764.0,https://pypi.org/project/deepspeed,272098.0,272505.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16710.0,1.0,,2023-01-17 18:45:01.408,51.0,,,,,,,,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-06-29 13:59:36.000000,2023-06-29 09:39:09,8361.0,113.0,2132,199.0,4019.0,18.0,1847.0,18670,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-06-22 13:35:05.910,3.18.0,2401.0,jina,conda-forge/jina-core,jinaai/jina,,,731.0,718.0,https://pypi.org/project/jina,392847.0,426494.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,49222.0,https://hub.docker.com/r/jinaai/jina,2023-06-29 10:44:52.420639,8.0,1252193.0,2.0,,2022-07-06 04:21:41.000,13.0,,,,,,,,,,,,,,,,,,,
48,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-06-27 12:54:09.000000,2023-06-27 12:54:08,964.0,90.0,1917,224.0,421.0,186.0,927.0,9720,Download market data from Yahoo! Finances API.,85.0,39,True,2023-06-24 18:46:03.140,0.2.22,90.0,yfinance,ranaroussi/yfinance,,,,24711.0,24474.0,https://pypi.org/project/yfinance,659390.0,662765.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,77631.0,,,,,1.0,,2022-06-16 15:33:16.000,237.0,,,,,,,,,,,,,,,,,,,
49,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-06-29 07:30:33.000000,2023-06-29 06:56:31,16063.0,469.0,832,123.0,3133.0,128.0,1320.0,8280,A hyperparameter optimization framework.,233.0,39,False,2023-05-30 06:01:04.139,3.2.0,59.0,optuna,conda-forge/optuna,,,,8859.0,8526.0,https://pypi.org/project/optuna,1525261.0,1535910.0,https://anaconda.org/conda-forge/optuna,2023-06-16 16:19:02.890,457940.0,,,,,1.0,,2022-06-13 05:39:20.000,333.0,,,,,,,,,,,,,,,,,,,
50,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-06-29 13:40:10.000000,2023-06-29 13:16:16,9562.0,98.0,1794,228.0,3637.0,201.0,2882.0,7636,Bayesian Modeling in Python.,461.0,39,True,2023-06-09 14:56:03.000,5.5.0,62.0,pymc3,conda-forge/pymc3,,,,1932.0,1688.0,https://pypi.org/project/pymc3,423659.0,430213.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,522902.0,,,,,1.0,1913.0,2022-03-15 10:10:19.000,244.0,,,,,,,,,,,,,,,,,,,
51,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-06-29 13:52:02.000000,2023-06-29 00:39:52,3658.0,204.0,1106,104.0,2711.0,623.0,1136.0,6611,A unified framework for machine learning with time series.,263.0,39,True,2023-06-24 16:24:00.970,0.20.0,48.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1429.0,1389.0,https://pypi.org/project/sktime,1052987.0,1080736.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-06-25 16:43:47.590,638204.0,,,,,1.0,82.0,2022-06-29 00:58:26.000,40.0,,,,,,,,,,sktime/sktime,,,,,,,,,
52,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-06-27 07:44:36.000000,2023-06-23 17:31:52,2311.0,26.0,5692,411.0,1284.0,934.0,2997.0,26679,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,417.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1667.0,1667.0,https://pypi.org/project/fairseq,499530.0,500596.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,37140.0,,,,,1.0,314.0,,,,,,,,,,,,,,,,,,,,,
53,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-26 22:59:26.000000,2023-05-26 22:59:26,2668.0,9.0,7193,609.0,2179.0,150.0,1575.0,24100,The fastai deep learning library.,238.0,38,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],13987.0,13987.0,https://pypi.org/project/fastai,327157.0,327157.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
54,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-06-29 13:38:39.000000,2023-06-28 15:48:27,9372.0,305.0,2865,234.0,9046.0,674.0,5566.0,23875,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",880.0,38,True,2023-06-22 18:23:35.000,2.0.4,100.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],,,https://pypi.org/project/pytorch-lightning,3817712.0,3841743.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-06-25 08:38:46.707,850043.0,,,,,2.0,12590.0,,,,,,,,,,,,,,,,,,,,,
55,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-06-29 13:55:24.008664,2023-06-29 09:10:23,17394.0,596.0,2284,336.0,15867.0,600.0,7609.0,20618,"A cloud-native vector database, storage for next generation AI applications.",249.0,38,True,2023-06-28 12:20:05.271,2.2.13,100.0,pymilvus,,milvusdb/milvus,,,27.0,,https://pypi.org/project/pymilvus,348593.0,438725.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-06-29 13:55:24.008664,30.0,3905361.0,1.0,30129.0,2022-04-02 07:36:26.000,27.0,,,,,,,,,,,,,,,,,,,
56,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-06-23 19:06:24.000000,2023-01-26 21:28:45,11896.0,,6520,1083.0,11116.0,1795.0,7763.0,20460,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6532.0,6532.0,https://pypi.org/project/mxnet,358454.0,358908.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,9718.0,,,,,2.0,26146.0,,,,,,,,,,,,apache/mxnet,,,,,,,,,
57,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-06-28 18:44:17.000000,2023-06-28 18:34:54,6902.0,159.0,1897,409.0,961.0,749.0,814.0,18918,Data Apps & Dashboards for Python. No JavaScript Required.,137.0,38,True,2023-06-23 19:04:05.000,2.11.0,167.0,dash,conda-forge/dash,,,,1621.0,286.0,https://pypi.org/project/dash,1688578.0,1716379.0,https://anaconda.org/conda-forge/dash,2023-06-25 11:50:38.287,1000860.0,,,,,1.0,,2022-06-13 18:17:06.000,1335.0,,,,,,,,,,,,,,,,,,,
58,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-06-26 06:46:57.000000,2023-06-26 06:46:56,1325.0,21.0,2192,334.0,1557.0,345.0,1838.0,13396,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",170.0,38,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,965.0,936.0,https://pypi.org/project/horovod,69950.0,69950.0,,,,,,,,2.0,,2022-06-21 09:28:07.000,29.0,stable/horovod,,,,,,,,,,,,,,,,,,
59,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2023-06-16 13:23:49.668000,2022-12-20 16:49:55,28132.0,,2511,549.0,4117.0,685.0,2087.0,9746,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,16892.0,14056.0,https://pypi.org/project/theano,266170.0,294384.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2341780.0,,,,,2.0,,2020-07-27 16:13:54.000,2836.0,,,,,,,,,,,,,,,,,,,
60,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-06-29 12:59:22.000000,2023-06-29 12:39:00,2463.0,70.0,826,125.0,1536.0,212.0,550.0,8313,Differentiable Computer Vision Library.,218.0,38,True,2023-04-20 21:02:06.000,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],5010.0,5010.0,https://pypi.org/project/kornia,2455497.0,2457843.0,https://anaconda.org/conda-forge/kornia,2023-06-16 19:19:05.197,86380.0,,,,,1.0,704.0,,,,,,,,,,,,,,,,,,,,,
61,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-06-27 10:28:18.000000,2023-06-27 10:28:14,1679.0,21.0,2193,168.0,761.0,52.0,958.0,6293,Python Data. Leaflet.js Maps.,151.0,38,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,27314.0,26555.0,https://pypi.org/project/folium,657451.0,681595.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2100568.0,,,,,1.0,,2021-11-19 21:08:10.000,759.0,,,,,,,,,,,,,,,,,,,
62,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-06-29 13:56:11.000000,2023-06-28 16:19:04,17452.0,87.0,1153,86.0,7275.0,459.0,4006.0,2282,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,342.0,38,True,2023-06-06 14:43:08.000,1.4.2,55.0,mne,conda-forge/mne,,,,2791.0,2791.0,https://pypi.org/project/mne,60326.0,64323.0,https://anaconda.org/conda-forge/mne,2023-06-06 15:49:33.314,303795.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
63,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-06-29 00:50:58.000000,2023-06-26 19:54:01,3147.0,187.0,998,131.0,2540.0,460.0,806.0,1876,A library for training and deploying machine learning models on Amazon SageMaker.,374.0,38,True,2023-06-22 04:38:01.670,2.168.0,519.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2774.0,2701.0,https://pypi.org/project/sagemaker,28270101.0,28288840.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-06-20 02:33:08.763,637150.0,,,,,2.0,,2023-01-31 01:06:02.086,73.0,,,,,,,,,,,,,,,,,,,
64,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-06-12 06:54:47.545000,2023-06-12 03:02:41,1490.0,25.0,257,32.0,453.0,84.0,473.0,1273,Python library for reading and writing image data.,103.0,38,True,2023-06-12 03:03:46.673,2.31.1,81.0,imageio,conda-forge/imageio,,,,97305.0,94444.0,https://pypi.org/project/imageio,14703698.0,14770690.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5157390.0,,,,,1.0,754.0,2022-05-30 03:37:43.000,2861.0,,,,,,,,,,,,,,,,,,,
65,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2023-06-16 13:21:35.778000,2020-02-15 08:33:35,523.0,,6687,1285.0,164.0,660.0,217.0,30831,Chinese Words Segmentation Utilities.,48.0,37,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,24558.0,22937.0,https://pypi.org/project/jieba,578416.0,580334.0,https://anaconda.org/conda-forge/jieba,2023-06-16 13:21:35.778,141958.0,,,,,1.0,,2020-01-20 14:27:23.000,1621.0,,,,,,,,,,,,,,,,,,,
66,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-06-27 16:07:26.000000,2023-06-24 05:56:08,1915.0,105.0,4181,299.0,354.0,65.0,684.0,25827,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",102.0,37,True,2023-05-14 15:08:21.000,0.9.2,47.0,timm,conda-forge/timm,,,['pytorch'],231.0,,https://pypi.org/project/timm,2823844.0,2924174.0,https://anaconda.org/conda-forge/timm,2023-06-16 19:20:50.732,75431.0,,,,,1.0,4810608.0,2023-01-12 05:36:03.120,231.0,,,,,,,,,,huggingface/pytorch-image-models,,,,,,,,,
67,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-06-28 23:22:17.000000,2023-06-26 21:06:10,847.0,59.0,3008,454.0,756.0,316.0,1800.0,22873,A library for efficient similarity search and clustering of dense vectors.,131.0,37,True,2023-06-28 12:20:05.271,2.2.13,80.0,pymilvus,conda-forge/faiss,,,,1216.0,1189.0,https://pypi.org/project/pymilvus,348593.0,370023.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,792914.0,,,,,1.0,,2022-04-02 07:36:26.000,27.0,,,,,,,,,,,,,,,,,,,
68,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2023-06-25 15:19:04.000000,2023-06-10 16:42:09,2251.0,57.0,4479,479.0,142.0,914.0,1316.0,16346,State-of-the-art 2D and 3D Face Analysis Project.,54.0,37,True,2023-04-02 08:03:01.222,0.7.3,28.0,insightface,,,,['mxnet'],447.0,437.0,https://pypi.org/project/insightface,190757.0,246807.0,,,,,,,,1.0,112100.0,2022-12-17 02:14:00.699,10.0,,,,,,,,,,,,,,,,,,,
69,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-06-29 08:38:01.000000,2023-06-29 08:37:59,3006.0,51.0,1797,284.0,3489.0,283.0,1660.0,13050,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,37,True,2023-05-16 23:50:39.741,2.10.1,54.0,nni,,,,,456.0,422.0,https://pypi.org/project/nni,11860.0,11860.0,,,,,,,,1.0,,2022-06-22 05:07:14.000,34.0,,,,,,,,,,,,,,,,,,,
70,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-06-28 10:22:29.000000,2023-06-09 09:05:24,5537.0,155.0,1688,199.0,1128.0,59.0,2088.0,12902,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,37,False,2023-03-30 15:49:56.000,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2574.0,2574.0,https://pypi.org/project/flair,76109.0,76657.0,https://anaconda.org/conda-forge/python-flair,2023-06-16 19:21:04.281,19208.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
71,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-06-29 13:52:59.000000,2023-06-29 09:20:51,3140.0,181.0,2760,168.0,3651.0,319.0,1950.0,11907,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",268.0,37,True,2023-06-27 03:26:45.000,1.1.1,32.0,dgl,,,,,112.0,112.0,https://pypi.org/project/dgl,75559.0,75559.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
72,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-06-27 10:11:50.000000,2023-06-21 12:32:35,1308.0,33.0,1489,152.0,666.0,163.0,522.0,10788,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,110.0,37,True,2023-06-21 12:39:17.000,4.3.1,46.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",963.0,777.0,https://pypi.org/project/pandas-profiling,967180.0,971790.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,378020.0,,,,,1.0,,2021-09-27 23:12:22.000,186.0,,,,,,,,,,ydataai/ydata-profiling,,,,,,,,,
73,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-06-22 12:51:58.000000,2023-05-26 02:38:21,1093.0,5.0,1362,251.0,643.0,322.0,1008.0,10605,Video editing with Python.,158.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,27041.0,26164.0,https://pypi.org/project/moviepy,617552.0,620167.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,185696.0,,,,,1.0,,2020-10-05 00:26:29.000,877.0,,,,,,,,,,,,,,,,,,,
74,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-06-28 13:46:24.000000,2023-06-22 19:57:32,10384.0,54.0,1953,351.0,3368.0,127.0,1123.0,8237,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,329.0,37,True,2023-03-15 21:02:03.563,9.8.0,28.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,32.0,,https://pypi.org/project/vowpalwabbit,101534.0,104140.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-06-16 16:16:01.101,122492.0,,,,,2.0,,2022-11-09 15:43:07.686,32.0,,,,,,,,,,,,,,,,,,,
75,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-06-07 16:28:04.000000,2023-05-25 07:31:30,882.0,46.0,951,122.0,254.0,21.0,612.0,7707,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,37,True,2023-05-02 03:20:40.000,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,32890.0,32890.0,https://pypi.org/project/sentencepiece,10398601.0,10413395.0,https://anaconda.org/conda-forge/sentencepiece,2023-06-06 08:02:29.817,500818.0,,,,,1.0,28165.0,,,,,,,,,,,,,,,,,,,,,
76,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-06-26 02:17:50.000000,2023-06-26 02:12:04,4865.0,160.0,1610,127.0,911.0,281.0,1814.0,7435,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-06-26 02:18:00.665,3.0.3,92.0,pycaret,conda-forge/pycaret,,,,3933.0,3919.0,https://pypi.org/project/pycaret,197358.0,198390.0,https://anaconda.org/conda-forge/pycaret,2023-06-16 19:21:17.524,34509.0,,,,,2.0,650.0,2022-06-06 15:35:50.000,14.0,,,,,,,,,,,,,,,,,,,
