,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
39,dask.distributed,dask/distributed,,distributed-ml,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000000,2021-01-28 11:42:17.000000,2021-01-25 23:30:07.000000,506,713.0,1259.0,1139,3782.0,A distributed task scheduler for Dask.,226.0,34,True,2021-01-15 21:36:03.000000,2021.1.1,142.0,distributed,conda-forge/distributed,,,,18176.0,16398.0,https://pypi.org/project/distributed,2021-01-22 18:29:47.000000,1778.0,701962.0,765882.0,https://anaconda.org/conda-forge/distributed,2021-01-23 01:04:22.184000,3579572.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
40,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2021-01-28 13:44:55.000000,2021-01-28 13:10:17.000000,8492,476.0,,15382,25477.0,Apache Flink Python API.,1185.0,33,True,2021-01-15 01:51:44.000000,1.12.1,12.0,apache-flink,,,,,244.0,244.0,https://pypi.org/project/apache-flink,2021-01-15 01:51:44.000000,0.0,1774.0,1774.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
41,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-01-28 14:20:02.000000,2021-01-28 12:28:08.000000,2345,1235.0,4612.0,14615,7086.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",423.0,33,True,2020-12-24 10:13:39.000000,1.1.0,43.0,ray,,,,,1697.0,1537.0,https://pypi.org/project/ray,2020-12-24 10:13:39.000000,160.0,147958.0,147958.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
42,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-01-27 22:58:13.000000,2021-01-27 22:58:09.000000,3621,605.0,5748.0,14575,,"Interactive Data Visualization in the browser, from Python.",546.0,33,True,2020-10-21 02:39:03.000000,2.2.3,83.0,bokeh,conda-forge/bokeh,,,,36037.0,30165.0,https://pypi.org/project/bokeh,2021-01-19 00:27:21.000000,5872.0,844971.0,925754.0,https://anaconda.org/conda-forge/bokeh,2021-01-13 10:22:16.472000,3635252.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
43,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-01-17 18:35:42.000000,2021-01-14 12:33:44.000000,2207,63.0,838.0,14151,3943.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",551.0,33,True,2020-09-23 11:57:43.000000,3.0.2,72.0,luigi,luigi,,,,1993.0,1317.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,321278.0,321384.0,https://anaconda.org/anaconda/luigi,2020-07-21 19:50:10.849000,6272.0,,,,,1.0,,stable/luigi,,,,,,,,,,,,,,,,,,,,,
44,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-01-28 12:53:49.000000,2021-01-28 09:49:21.000000,1342,322.0,2495.0,11671,4108.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",372.0,33,True,2021-01-26 22:00:17.000000,1.1.6,148.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],1778.0,1764.0,https://pypi.org/project/pytorch-lightning,2021-01-26 22:00:17.000000,14.0,88636.0,91489.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-01-26 23:09:14.668000,19952.0,,,,,2.0,69.0,,,,,,,,,,,,,,,,,,,,,,
45,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-01-28 02:37:28.000000,2021-01-26 16:41:15.000000,1657,925.0,501.0,11527,1785.0,A game theoretic approach to explain the output of any machine learning model.,142.0,33,True,2021-01-15 18:02:54.000000,0.38.1,92.0,shap,conda-forge/shap,,,,2067.0,1931.0,https://pypi.org/project/shap,2020-11-04 21:38:32.000000,136.0,694313.0,706982.0,https://anaconda.org/conda-forge/shap,2020-12-16 19:26:39.477000,367414.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
46,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-01-28 15:13:29.000000,2021-01-28 01:43:01.000000,1769,509.0,932.0,9686,1671.0,Open standard for machine learning interoperability.,191.0,33,True,2020-11-07 00:55:30.000000,1.8.0,19.0,onnx,conda-forge/onnx,,,,2747.0,2451.0,https://pypi.org/project/onnx,2020-11-06 22:46:10.000000,296.0,269103.0,274167.0,https://anaconda.org/conda-forge/onnx,2021-01-13 07:24:33.224000,182607.0,,,,,1.0,10112.0,,,,,,,,,,,,,,,,,,,,,,
47,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-01-28 11:03:57.000000,2021-01-28 11:00:55.000000,1501,92.0,1952.0,8375,3517.0,WebGL2 powered geospatial visualization layers.,151.0,33,True,2021-01-27 05:45:18.889000,8.3.15,444.0,pydeck,conda-forge/pydeck,,,['jupyter'],1958.0,1396.0,https://pypi.org/project/pydeck,2020-10-26 06:55:35.000000,2.0,91925.0,249046.0,https://anaconda.org/conda-forge/pydeck,2020-10-26 12:26:44.805000,12595.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-01-22 22:24:01.370000,560.0,155976.0,,,,,,,,,,,,,,,
48,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-01-27 23:10:18.000000,2021-01-26 00:19:03.000000,1192,139.0,670.0,7496,1551.0,Simple job queues for Python.,224.0,33,True,2020-11-29 09:48:18.000000,1.7.0,63.0,rq,conda-forge/rq,,,,10506.0,7182.0,https://pypi.org/project/rq,2020-11-29 09:47:08.000000,3324.0,194425.0,195228.0,https://anaconda.org/conda-forge/rq,2020-11-29 15:11:15.371000,43380.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
49,geopy,geopy/geopy,,geospatial-data,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2021-01-15 21:49:19.000000,2020-12-27 16:15:28.000000,535,25.0,212.0,3192,1004.0,Geocoding library for Python.,117.0,33,True,2020-12-27 13:15:23.000000,2.1.0,57.0,geopy,conda-forge/geopy,,,,23252.0,16008.0,https://pypi.org/project/geopy,2020-12-27 13:12:21.000000,7244.0,3325613.0,3334283.0,https://anaconda.org/conda-forge/geopy,2020-12-27 14:22:55.127000,502860.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
50,Shapely,Toblerity/Shapely,,geospatial-data,https://github.com/Toblerity/Shapely,https://github.com/Toblerity/Shapely,BSD-3-Clause,2011-12-31 19:43:11.000000,2021-01-28 06:14:14.000000,2021-01-27 03:06:05.000000,375,137.0,571.0,2123,1482.0,Manipulation and analysis of geometric objects.,104.0,33,True,2020-08-20 23:31:01.000000,1.7.1,99.0,shapely,conda-forge/shapely,,,,21302.0,15844.0,https://pypi.org/project/shapely,2020-08-20 23:31:01.000000,5458.0,1704816.0,1736572.0,https://anaconda.org/conda-forge/shapely,2021-01-24 21:27:29.350000,2000686.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
51,xlrd,python-excel/xlrd,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-01-09 20:35:27.639000,2020-12-12 15:24:25.000000,406,3.0,,1851,502.0,Please use openpyxl where you can...,50.0,33,True,2020-12-11 10:14:20.000000,2.0.1,24.0,xlrd,conda-forge/xlrd,,,,76205.0,62631.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,4285618.0,4311069.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1170771.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
52,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-01-27 14:20:49.000000,2021-01-27 14:20:48.000000,6915,66.0,1310.0,20328,1659.0,The fastai deep learning library.,472.0,32,True,2021-01-13 19:38:43.000000,2.2.5,116.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-01-13 19:38:43.000000,368.0,111261.0,111261.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
53,jax,google/jax,,ml-frameworks,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2021-01-28 04:00:43.000000,2021-01-28 01:50:53.000000,961,718.0,1390.0,11174,6718.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",248.0,32,True,2021-01-27 04:52:22.000000,0.2.9,88.0,jax,conda-forge/jaxlib,,,,1078.0,1032.0,https://pypi.org/project/jax,2021-01-27 04:52:22.000000,46.0,59758.0,63700.0,https://anaconda.org/conda-forge/jaxlib,2021-01-18 19:48:22.594000,70969.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
54,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2020-12-15 01:23:04.000000,2020-11-16 14:28:10.000000,2722,546.0,663.0,10859,4345.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,230.0,32,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],976.0,894.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,82.0,75750.0,75750.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
55,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2021-01-28 13:35:32.000000,2021-01-28 13:35:17.000000,2832,46.0,1812.0,9842,7911.0,A toolkit for making real world machine learning and data analysis applications in C++.,164.0,32,False,2020-12-04 19:23:04.000000,19.21.1,28.0,dlib,conda-forge/dlib,,,,9490.0,8132.0,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,49973.0,55387.0,https://anaconda.org/conda-forge/dlib,2021-01-14 21:24:20.585000,262699.0,,,,,2.0,24329.0,,-1.0,,,,,,,,,,,,,,,,,,,,
56,AllenNLP,allenai/allennlp,,nlp,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000000,2021-01-27 23:42:30.000000,2021-01-27 23:10:00.000000,1975,99.0,2134.0,9621,2357.0,"An open-source NLP research library, built on PyTorch.",231.0,32,True,2021-01-27 23:30:29.000000,2.0.0,158.0,allennlp,,,,['pytorch'],1643.0,1409.0,https://pypi.org/project/allennlp,2021-01-27 23:42:30.000000,234.0,12908.0,12908.0,,,,,,,,1.0,36.0,,3.0,,,,,,,,,,,,,,,,,,,,
57,PyMC3,pymc-devs/pymc3,,probabilistics,https://github.com/pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,Apache-2.0,2009-05-05 09:43:50.000000,2021-01-28 15:12:12.000000,2021-01-28 15:12:11.000000,1338,148.0,1985.0,5514,7653.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Theano.,304.0,32,True,2021-01-21 08:37:19.000000,3.11.0,31.0,pymc3,conda-forge/pymc3,,,,2291.0,2005.0,https://pypi.org/project/pymc3,2021-01-21 08:37:19.000000,286.0,100552.0,105304.0,https://anaconda.org/conda-forge/pymc3,2021-01-21 21:05:06.553000,242322.0,,,,,1.0,149.0,,,,,,,,,,,,,,,,,,,,,,
58,folium,python-visualization/folium,,geospatial-data,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000000,2021-01-18 18:15:18.000000,2021-01-18 17:35:27.000000,1899,148.0,685.0,5104,1473.0,Python Data. Leaflet.js Maps.,120.0,32,True,2021-01-18 17:29:40.000000,0.12.1,25.0,folium,conda-forge/folium,,,,9185.0,8217.0,https://pypi.org/project/folium,2021-01-18 17:29:40.000000,968.0,187192.0,192677.0,https://anaconda.org/conda-forge/folium,2021-01-06 21:06:10.173000,318131.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
59,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-01-28 13:38:23.000000,2021-01-28 03:18:32.000000,2844,129.0,,4538,30392.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1008.0,32,True,2021-01-08 20:56:28.000000,2.27.0,30.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-01-08 20:08:17.000000,186.0,1165542.0,1165542.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
60,xmltodict,martinblech/xmltodict,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2020-11-05 01:54:38.000000,2020-04-26 05:15:03.000000,398,63.0,135.0,4250,205.0,Python module that makes working with XML feel like you are working with JSON.,41.0,32,True,2019-02-11 07:00:26.000000,0.12.0,27.0,xmltodict,conda-forge/xmltodict,,,,28973.0,20739.0,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000000,8234.0,3343623.0,3355462.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,627509.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
61,Tablib,jazzband/tablib,,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2020-12-13 06:03:08.000000,2020-12-11 07:22:54.000000,560,34.0,197.0,3851,1123.0,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",110.0,32,True,2020-12-05 14:56:28.000000,3.0.0,38.0,tablib,conda-forge/tablib,,,,11562.0,9204.0,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,447767.0,448888.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,56058.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
62,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2021-01-28 11:48:22.000000,2021-01-28 11:48:18.000000,1438,45.0,503.0,2694,828.0,A library for transfer learning by reusing parts of TensorFlow models.,67.0,32,True,2021-01-06 16:20:30.000000,0.11.0,14.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],5490.0,5176.0,https://pypi.org/project/tensorflow-hub,2021-01-06 16:20:30.000000,314.0,667060.0,668630.0,https://anaconda.org/conda-forge/tensorflow-hub,2020-08-24 16:43:36.561000,48672.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
63,TensorFlow Datasets,tensorflow/datasets,,data-loading,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2021-01-28 14:26:12.000000,2021-01-28 14:15:47.000000,945,391.0,533.0,2643,3748.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",181.0,32,True,2021-01-07 09:50:58.000000,4.2.0,21.0,tensorflow-datasets,,,,['tensorflow'],3605.0,3503.0,https://pypi.org/project/tensorflow-datasets,2021-01-07 09:50:58.000000,102.0,444817.0,444817.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
64,Thinc,explosion/thinc,,ml-frameworks,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2021-01-25 09:12:54.024000,2021-01-24 03:34:33.000000,197,9.0,87.0,2165,4901.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",36.0,32,True,2021-01-24 04:05:27.000000,8.0.1,188.0,thinc,conda-forge/thinc,,,,11989.0,10851.0,https://pypi.org/project/thinc,2021-01-24 04:05:27.000000,1138.0,702808.0,721013.0,https://anaconda.org/conda-forge/thinc,2021-01-25 09:12:54.024000,855671.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
65,xarray,pydata/xarray,,data-containers,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2021-01-27 16:10:27.000000,2021-01-27 08:05:30.000000,625,785.0,1887.0,1912,3491.0,N-D labeled arrays and datasets in Python.,289.0,32,True,2020-11-30 21:28:55.000000,0.16.2,55.0,xarray,conda-forge/xarray,,,,6143.0,5011.0,https://pypi.org/project/xarray,2020-11-30 21:26:20.000000,1132.0,234031.0,274546.0,https://anaconda.org/conda-forge/xarray,2020-12-01 04:59:09.242000,2349886.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
66,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2020-12-05 18:32:32.000000,2020-02-15 08:33:35.000000,6065,592.0,196.0,25386,523.0,Chinese Words Segmentation Utilities.,48.0,31,True,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,11654.0,9138.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,118077.0,119535.0,https://anaconda.org/conda-forge/jieba,2020-03-25 20:57:40.090000,65629.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
67,ChatterBot,gunthercox/ChatterBot,,nlp,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2021-01-03 01:13:36.000000,2020-08-20 21:16:14.000000,3665,222.0,1223.0,10769,1847.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,31,True,2020-08-22 18:42:43.000000,1.0.8,86.0,chatterbot,,,,,3802.0,3122.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,680.0,19037.0,19037.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
68,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2020-10-19 12:23:22.000000,2020-06-01 14:58:26.000000,1956,214.0,203.0,10604,2913.0,Image augmentation for machine learning experiments.,36.0,31,True,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,5441.0,5163.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,278.0,103501.0,105190.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,32104.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
69,pyecharts,pyecharts/pyecharts,,data-viz,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2021-01-19 10:14:14.000000,2021-01-19 10:14:13.000000,2340,23.0,1337.0,10456,1512.0,Python Echarts Plotting Library.,30.0,31,True,2020-10-29 15:14:08.000000,1.9.0,66.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],1739.0,1457.0,https://pypi.org/project/pyecharts,2020-10-29 15:14:08.000000,282.0,20176.0,20176.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
70,wordcloud,amueller/word_cloud,,data-viz,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000000,2021-01-21 10:00:39.000000,2020-11-11 21:35:51.000000,2025,97.0,343.0,7830,540.0,A little word cloud generator in Python.,58.0,31,True,2020-11-11 21:41:02.000000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,9742.0,8638.0,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000000,1104.0,190056.0,193518.0,https://anaconda.org/conda-forge/wordcloud,2021-01-14 18:03:24.960000,183530.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
71,Altair,altair-viz/altair,,data-viz,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000000,2021-01-12 16:59:04.000000,2021-01-12 16:59:02.000000,570,287.0,1203.0,6363,3047.0,Declarative statistical visualization library for Python.,121.0,31,True,2020-04-01 13:29:16.000000,4.1.0,26.0,altair,conda-forge/altair,,,,8009.0,7639.0,https://pypi.org/project/altair,2020-04-01 13:23:10.000000,370.0,535618.0,546557.0,https://anaconda.org/conda-forge/altair,2020-04-01 16:49:36.519000,590706.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
72,Catboost,catboost/catboost,,ml-frameworks,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000000,2021-01-28 14:11:56.000000,2021-01-28 14:11:51.000000,859,314.0,1035.0,5659,14465.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",729.0,31,True,2020-12-27 09:12:53.000000,0.24.4,91.0,catboost,conda-forge/catboost,,,,162.0,,https://pypi.org/project/catboost,2020-12-27 06:58:33.000000,162.0,543142.0,561788.0,https://anaconda.org/conda-forge/catboost,2020-12-29 11:38:06.128000,558299.0,,,,,2.0,48012.0,,,,,,,,,,,,,,,,,,,,,,
73,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2021-01-27 02:02:22.000000,2020-12-23 09:08:19.000000,1371,16.0,2016.0,5521,30550.0,A flexible framework of neural networks for deep learning.,319.0,31,True,2021-01-13 10:14:54.000000,7.0.0.post1,109.0,chainer,,,,,2590.0,1848.0,https://pypi.org/project/chainer,2021-01-13 09:29:55.000000,742.0,14307.0,14307.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
74,sentencepiece,google/sentencepiece,,nlp,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000000,2021-01-12 17:23:26.000000,2021-01-12 17:23:24.000000,633,22.0,390.0,4762,662.0,Unsupervised text tokenizer for Neural Network-based text generation.,48.0,31,True,2021-01-10 06:29:42.000000,0.1.95,30.0,sentencepiece,conda-forge/sentencepiece,,,,5826.0,5586.0,https://pypi.org/project/sentencepiece,2021-01-10 06:29:42.000000,240.0,809051.0,813550.0,https://anaconda.org/conda-forge/sentencepiece,2021-01-08 22:01:24.349000,24911.0,,,,,1.0,10098.0,,,,,,,,,,,,,,,,,,,,,,
75,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2021-01-28 14:47:49.000000,2021-01-28 12:14:16.000000,448,190.0,471.0,3982,8887.0,A hyperparameter optimization framework.,121.0,31,True,2021-01-12 07:33:47.000000,2.4.0,34.0,optuna,conda-forge/optuna,,,,964.0,912.0,https://pypi.org/project/optuna,2020-11-04 04:29:39.000000,52.0,135594.0,136820.0,https://anaconda.org/conda-forge/optuna,2021-01-13 04:21:59.552000,17171.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
