,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id,new_addition
38,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-02-17 13:50:06.000000,2022-02-16 19:34:13,2470.0,222.0,5588,361.0,3301.0,650.0,1611.0,10869,"Datasets, Transforms and Models specific to Computer Vision.",461.0,41,True,2022-01-27 22:31:01.000,0.11.3,29.0,torchvision,conda-forge/torchvision,,,['pytorch'],3482.0,,https://pypi.org/project/torchvision,2022-01-27 20:36:45.000,3482.0,3062148.0,3065629.0,https://anaconda.org/conda-forge/torchvision,2022-02-06 13:13:27.836,174078.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
39,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-02-14 01:42:58.000000,2022-01-18 12:50:58,2814.0,6.0,1496,246.0,773.0,101.0,1865.0,9156,Statistical data visualization in Python.,162.0,41,True,2021-08-16 00:42:18.000,0.11.2,25.0,seaborn,conda-forge/seaborn,,,,148482.0,139640.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000,8842.0,7131493.0,7181979.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619,3331981.0,,,,,1.0,211.0,,,,,,,,,,,,,,,,,,,,
40,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-02-17 13:33:44.000000,2022-02-17 13:33:41,21555.0,2211.0,954,192.0,281.0,348.0,1384.0,6358,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",957.0,41,True,2022-01-14 11:45:18.000,1.0.4,101.0,catboost,conda-forge/catboost,,,,212.0,,https://pypi.org/project/catboost,2022-01-14 00:21:12.000,212.0,3298419.0,3320237.0,https://anaconda.org/conda-forge/catboost,2022-02-04 07:12:46.792,919126.0,,,,,2.0,73848.0,,,,,,,,,,,,,,,,,,,,
41,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-02-17 11:48:39.000000,2022-02-17 09:27:06,11792.0,57.0,6882,1098.0,10931.0,1953.0,7707.0,19857,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",973.0,40,True,2021-12-18 21:55:54.000,1.9.0,981.0,mxnet,mxnet,,,['mxnet'],286.0,,https://pypi.org/project/mxnet,2021-12-18 21:55:54.000,281.0,287766.0,288261.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007,6982.0,,,,,2.0,24566.0,,,,,,,,5.0,,,,,,,,,,,,
42,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-02-17 14:05:18.000000,2022-02-17 06:23:43,2500.0,143.0,2485,278.0,3337.0,984.0,1201.0,11302,Open source platform for the machine learning lifecycle.,354.0,40,True,2022-01-27 05:28:31.000,1.23.1,54.0,mlflow,conda-forge/mlflow,,,,278.0,,https://pypi.org/project/mlflow,2022-01-27 05:11:35.000,278.0,10469997.0,10484097.0,https://anaconda.org/conda-forge/mlflow,2022-01-27 09:59:52.670,479428.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
43,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-02-17 14:36:38.000000,2022-02-16 23:57:38,4377.0,152.0,586,67.0,3338.0,919.0,1711.0,1299,A distributed task scheduler for Dask.,262.0,40,True,2022-01-28 20:32:37.000,2022.1.1,167.0,distributed,conda-forge/distributed,,,,23279.0,22125.0,https://pypi.org/project/distributed,2022-02-11 17:53:23.000,1154.0,6723418.0,6813918.0,https://anaconda.org/conda-forge/distributed,2022-02-11 21:19:14.450,6244550.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
44,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-02-15 11:48:46.000000,2021-12-04 17:24:08,2011.0,3.0,2289,247.0,420.0,1259.0,571.0,15490,A game theoretic approach to explain the output of any machine learning model.,162.0,39,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,4742.0,4521.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4461638.0,4482701.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,884646.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-02-17 14:06:47.000000,2022-02-17 08:15:45,29861.0,463.0,3851,337.0,4428.0,979.0,5571.0,13571,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",527.0,39,True,2022-02-11 14:38:25.000,2.8.25,245.0,rasa,,,,['tensorflow'],57.0,,https://pypi.org/project/rasa,2022-02-11 14:26:24.000,57.0,242524.0,242524.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-02-16 12:51:35.000000,2022-02-16 10:06:12,4312.0,332.0,1769,201.0,879.0,88.0,1674.0,11251,A very simple framework for state-of-the-art Natural Language Processing (NLP).,218.0,39,True,2021-11-18 08:33:59.000,0.10,23.0,flair,conda-forge/python-flair,,,['pytorch'],1227.0,1161.0,https://pypi.org/project/flair,2021-11-18 08:22:02.000,66.0,82334.0,82686.0,https://anaconda.org/conda-forge/python-flair,2021-11-18 16:11:16.757,6706.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-02-17 14:40:32.000000,2022-02-17 12:00:58,14178.0,2647.0,1322,190.0,10676.0,237.0,4234.0,9475,An open-source vector database for scalable similarity search and AI applications.,187.0,39,True,2022-01-25 12:14:19.000,2.0.0,100.0,pymilvus,,milvusdb/milvus,,,15.0,,https://pypi.org/project/pymilvus,2022-01-25 10:52:10.000,15.0,31977.0,62173.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-01-25 10:07:04.034621,18.0,821684.0,1.0,7452.0,,,,,,,,,,,,,,,,,,,,
48,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-02-13 09:15:07.000000,2022-02-13 09:15:07,1622.0,10.0,1261,218.0,667.0,169.0,775.0,8143,Simple job queues for Python.,251.0,39,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,11370.0,9635.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,551260.0,552275.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,68035.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
49,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-02-09 00:47:44.000000,2022-02-07 13:53:02,3111.0,14.0,630,150.0,960.0,240.0,1355.0,7271,Declarative statistical visualization library for Python.,135.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,22503.0,22159.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,4927570.0,4943566.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1071745.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-02-17 14:38:56.000000,2022-02-17 05:01:07,34684.0,1023.0,3359,255.0,16864.0,191.0,,5298,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1223.0,39,True,2022-02-10 06:49:13.000,2.29.0,55.0,apache-beam,conda-forge/apache-beam-with-aws,,,,146.0,,https://pypi.org/project/apache-beam,2022-02-07 22:48:13.000,146.0,4867146.0,4867944.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-02-08 20:12:09.852,3990.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
51,h5py,h5py/h5py,data-containers,,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000,2022-02-11 20:48:55.000000,2022-02-11 20:46:20,3882.0,40.0,431,51.0,775.0,221.0,1066.0,1675,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,177.0,39,True,2021-11-16 13:35:22.000,3.6.0,31.0,h5py,conda-forge/h5py,,,,163031.0,149501.0,https://pypi.org/project/h5py,2021-11-16 13:35:22.000,13530.0,11841366.0,11940574.0,https://anaconda.org/conda-forge/h5py,2021-11-26 22:25:41.747,7041826.0,,,,,1.0,1705.0,-1.0,,,,,,,,,,,,,,,,,,,
52,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-02-17 06:34:57.000000,2022-02-16 17:02:49,4581.0,110.0,1580,255.0,2083.0,553.0,1724.0,17751,Streamlit The fastest way to build data apps in Python.,134.0,38,True,2022-02-09 16:13:01.000,1.5.1,149.0,streamlit,,,,,529.0,226.0,https://pypi.org/project/streamlit,2022-02-09 16:09:41.000,303.0,812788.0,812788.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
53,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-02-17 14:57:40.000000,2022-02-17 14:27:32,5678.0,113.0,1635,395.0,670.0,570.0,625.0,15929,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",105.0,38,True,2022-01-28 23:52:55.000,2.1.0,144.0,dash,conda-forge/dash,,,,1324.0,176.0,https://pypi.org/project/dash,2022-01-28 23:39:18.000,1148.0,932651.0,940602.0,https://anaconda.org/conda-forge/dash,2022-01-29 09:06:55.006,357822.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
54,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-02-04 10:21:49.000000,2022-01-16 15:01:41,4022.0,13.0,2314,489.0,2211.0,103.0,864.0,15384,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",580.0,38,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,,2048.0,1649.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,613507.0,613630.0,https://anaconda.org/anaconda/luigi,2022-01-20 12:21:28.388,8912.0,,,,,1.0,,,stable/luigi,,,,,,2.0,,,,,,,,,,,,
55,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-02-17 13:00:43.000000,2022-02-17 09:42:51,7064.0,353.0,1765,172.0,3030.0,79.0,1261.0,13438,Cloud-native neural search framework for kind of data.,137.0,38,True,2022-02-16 12:54:17.000,3.0.0,1590.0,jina,conda-forge/jina-core,jinaai/jina,,,224.0,224.0,https://pypi.org/project/jina,2022-02-17 09:45:34.000,,35173.0,78484.0,https://anaconda.org/conda-forge/jina-core,2021-11-01 13:29:05.596,2286.0,https://hub.docker.com/r/jinaai/jina,2022-02-17 10:06:25.873262,6.0,1028511.0,2.0,,,,,,,,,,,,,,,,,,,,,
56,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-02-17 13:13:58.000000,2022-02-13 17:06:04,8030.0,39.0,3024,479.0,523.0,38.0,1946.0,10926,A toolkit for making real world machine learning and data analysis applications in C++.,172.0,38,False,2022-01-25 03:42:43.000,19.23.0,30.0,dlib,conda-forge/dlib,,,,13782.0,13017.0,https://pypi.org/project/dlib,2022-01-25 03:42:43.000,765.0,112459.0,118688.0,https://anaconda.org/conda-forge/dlib,2021-04-03 09:47:47.788,384772.0,,,,,2.0,24878.0,-1.0,,,,,,,,,,,,,,,,,,,
57,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-02-15 13:03:58.000000,2022-02-14 17:23:00,2656.0,45.0,2156,281.0,3018.0,108.0,2399.0,10804,"An open-source NLP research library, built on PyTorch.",258.0,38,True,2022-01-27 18:12:46.000,2.9.0,260.0,allennlp,conda-forge/allennlp,,,['pytorch'],2411.0,2235.0,https://pypi.org/project/allennlp,2022-01-27 18:12:46.000,176.0,37155.0,38212.0,https://anaconda.org/conda-forge/allennlp,2022-02-06 21:44:10.661,40200.0,,,,,1.0,44.0,,,,,,,,,,,,,,,,,,,,
58,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-02-17 09:46:16.000000,2022-02-17 09:46:16,8415.0,193.0,1505,229.0,2893.0,217.0,2358.0,6361,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,364.0,38,True,2021-08-24 01:17:21.000,3.11.4,35.0,pymc3,conda-forge/pymc3,,,,817.0,587.0,https://pypi.org/project/pymc3,2021-08-24 01:17:21.000,230.0,304976.0,311009.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553,384875.0,,,,,1.0,1781.0,,,,,,,,,,,,,,,,,,,,
59,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-02-17 14:19:03.000000,2022-02-17 07:48:53,11620.0,546.0,653,129.0,2259.0,142.0,958.0,5970,A hyperparameter optimization framework.,175.0,38,True,2021-10-04 06:37:16.000,2.10.0,44.0,optuna,conda-forge/optuna,,,,2846.0,2666.0,https://pypi.org/project/optuna,2022-02-14 04:42:41.000,180.0,862946.0,867691.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,128137.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
60,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-02-17 13:46:14.000000,2022-02-17 07:37:43,24644.0,714.0,558,121.0,4850.0,387.0,1297.0,5758,NumPy & SciPy for GPU.,294.0,38,True,2022-01-20 08:11:40.000,10.1.0,107.0,cupy,conda-forge/cupy,cupy/cupy,,,1074.0,926.0,https://pypi.org/project/cupy,2022-01-20 07:46:45.000,148.0,84799.0,127589.0,https://anaconda.org/conda-forge/cupy,2022-02-03 02:22:51.812,1161032.0,https://hub.docker.com/r/cupy/cupy,2022-01-20 08:15:25.232919,7.0,54341.0,1.0,25015.0,,,,,,,,,,,,,,,,,,,,
61,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-02-17 15:02:23.000000,2022-02-08 08:20:22,1396.0,11.0,315,63.0,593.0,332.0,384.0,2685,Computing with Python functions.,108.0,38,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,166128.0,161237.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,22725366.0,22832208.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,7158468.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,
62,xarray,pydata/xarray,data-containers,,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000,2022-02-17 12:51:49.000000,2022-02-17 12:51:48,4024.0,108.0,763,106.0,2820.0,927.0,2245.0,2404,N-D labeled arrays and datasets in Python.,362.0,38,True,2022-02-01 05:41:40.000,0.21.1,65.0,xarray,conda-forge/xarray,,,,10419.0,9109.0,https://pypi.org/project/xarray,2022-02-01 05:41:40.000,1310.0,1047943.0,1112800.0,https://anaconda.org/conda-forge/xarray,2022-02-01 14:46:25.966,4604862.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
63,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-02-16 21:54:07.000000,2022-02-16 21:54:07,1871.0,21.0,7126,628.0,2019.0,96.0,1454.0,21939,The fastai deep learning library.,605.0,37,True,2021-10-23 07:16:08.000,2.5.3,126.0,fastai,,,,['pytorch'],288.0,,https://pypi.org/project/fastai,2021-10-23 07:16:08.000,288.0,234746.0,234746.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
64,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-02-17 12:04:06.000000,2022-02-16 12:12:35,1922.0,108.0,6635,351.0,1981.0,509.0,4707.0,18330,OpenMMLab Detection Toolbox and Benchmark.,305.0,37,True,2022-02-08 14:05:27.000,2.21.0,29.0,mmdet,,,,['pytorch'],260.0,254.0,https://pypi.org/project/mmdet,2022-02-08 14:05:27.000,6.0,36198.0,36198.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
65,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-02-17 14:04:22.000000,2022-02-17 13:07:00,30005.0,1096.0,10039,927.0,18810.0,690.0,,18198,Apache Flink Python API.,1468.0,37,True,2022-01-17 18:51:51.000,1.14.3,29.0,apache-flink,,,,,13.0,,https://pypi.org/project/apache-flink,2022-01-17 18:51:51.000,13.0,9301.0,9301.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
66,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-02-02 17:15:20.000000,2022-02-02 17:15:20,1266.0,81.0,2642,266.0,208.0,68.0,398.0,16491,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",65.0,37,True,2022-01-31 23:25:04.000,0.1-mit-weights,29.0,timm,conda-forge/timm,,,['pytorch'],2035.0,1968.0,https://pypi.org/project/timm,2022-01-17 04:57:50.000,67.0,609752.0,638036.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,12316.0,,,,,1.0,912008.0,,,,,,,,,,,,,,,,,,,,
67,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2021-12-01 00:24:43.000000,2021-11-23 08:52:10,28127.0,1.0,2509,561.0,4114.0,679.0,2086.0,9526,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,14944.0,12106.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,286950.0,314452.0,https://anaconda.org/conda-forge/theano,2021-11-10 16:59:17.809,1842673.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
68,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-02-17 14:43:01.000000,2022-02-16 16:24:47,14378.0,174.0,807,141.0,3003.0,428.0,1638.0,8286,The easiest way to automate your data.,295.0,37,True,2022-01-25 17:46:53.000,0.15.13,121.0,prefect,conda-forge/prefect,,,,642.0,602.0,https://pypi.org/project/prefect,2022-02-16 21:30:46.000,40.0,173344.0,180199.0,https://anaconda.org/conda-forge/prefect,2022-01-25 22:44:23.145,239957.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
69,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-02-17 07:19:02.000000,2022-02-17 06:24:40,9721.0,611.0,530,80.0,2845.0,923.0,2780.0,4348,"An orchestration platform for the development, production, and observation of data assets.",186.0,37,True,2022-02-11 20:47:12.000,0.13.19,424.0,dagster,conda-forge/dagster,,,,391.0,307.0,https://pypi.org/project/dagster,2022-02-11 01:47:28.000,84.0,194711.0,211351.0,https://anaconda.org/conda-forge/dagster,2022-02-16 15:07:21.162,449297.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-02-17 05:55:37.000000,2022-02-17 05:55:35,11295.0,132.0,967,172.0,390.0,550.0,642.0,3596,Probabilistic reasoning and statistical analysis in TensorFlow.,437.0,37,True,2022-02-14 17:24:33.000,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],311.0,,https://pypi.org/project/tensorflow-probability,2022-02-14 17:03:04.000,311.0,694521.0,695900.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,49671.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-02-16 23:45:33.000000,2022-02-11 21:16:09,1993.0,36.0,445,90.0,483.0,151.0,692.0,2643,Manipulation and analysis of geometric objects.,131.0,37,True,2022-02-16 23:45:33.000,1.8.1,106.0,shapely,conda-forge/shapely,,,,29963.0,26272.0,https://pypi.org/project/shapely,2022-02-16 23:45:33.000,3691.0,6633557.0,6675881.0,https://anaconda.org/conda-forge/shapely,2022-01-19 02:15:44.771,3216692.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-02-17 14:37:21.000000,2022-02-17 13:19:26,16671.0,223.0,973,77.0,6416.0,354.0,3581.0,1809,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,280.0,37,True,2021-12-01 22:27:11.000,0.24.1,58.0,mne,conda-forge/mne,,,,1589.0,1397.0,https://pypi.org/project/mne,2021-12-01 22:27:11.000,192.0,32727.0,35785.0,https://anaconda.org/conda-forge/mne,2022-02-16 08:27:25.932,183495.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-01-29 02:59:16.000000,2022-01-20 10:23:04,1132.0,230.0,173,30.0,33.0,6.0,120.0,1137,Simple Python interface for Graphviz.,18.0,37,True,2021-12-12 11:06:31.000,0.19.1,53.0,graphviz,anaconda/python-graphviz,,,,30992.0,28090.0,https://pypi.org/project/graphviz,2021-12-12 11:06:31.000,2902.0,9300276.0,9300576.0,https://anaconda.org/anaconda/python-graphviz,2021-02-04 16:09:32.067,17431.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
74,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-02-15 17:54:58.000000,2022-02-14 02:23:16,1339.0,45.0,198,30.0,333.0,69.0,353.0,986,Python library for reading and writing image data.,85.0,37,True,2022-02-14 02:23:30.000,2.16.0,49.0,imageio,conda-forge/imageio,,,,58555.0,55983.0,https://pypi.org/project/imageio,2022-02-14 02:23:27.000,2572.0,13594704.0,13636218.0,https://anaconda.org/conda-forge/imageio,2022-02-14 11:59:30.857,2532222.0,,,,,1.0,149.0,,,,,,,,,,,,,,,,,,,,
