,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
38,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-10-05 12:39:59.000000,2023-10-04 22:47:41,5833.0,247.0,2392.0,304.0,3788.0,662.0,2975.0,27667.0,Streamlit A faster way to build and share data apps.,199.0,41,True,2023-10-03 23:30:45.000,1.27.2,208.0,streamlit,,,,,2093.0,999.0,https://pypi.org/project/streamlit,2023-10-03 23:30:37.000,1094.0,2180639.0,2180639.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
39,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-10-05 14:25:17.000000,2023-10-05 13:06:53,2529.0,110.0,2990.0,260.0,720.0,1408.0,910.0,20202.0,A game theoretic approach to explain the output of any machine learning model.,223.0,41,True,2023-07-15 11:31:17.694,0.42.1,98.0,shap,conda-forge/shap,,,,13961.0,13547.0,https://pypi.org/project/shap,2023-07-15 11:31:17.694,414.0,7225878.0,7287942.0,https://anaconda.org/conda-forge/shap,2023-07-26 09:30:41.606,2110187.0,,,,,1.0,,,,,,,,,shap/shap,,,,,,,,,,,
40,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-10-01 14:51:01.000000,2023-10-01 14:51:00,4509.0,40.0,4376.0,434.0,1679.0,395.0,1442.0,14667.0,Topic Modelling for Humans.,447.0,41,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,53823.0,50708.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,3115.0,3980516.0,4017628.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1149075.0,,,,,1.0,4450.0,,,,,,,,,,,,,,,,,,,
41,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-10-05 15:01:15.000000,2023-10-05 14:49:25,7427.0,100.0,2929.0,277.0,3459.0,189.0,2869.0,13233.0,Network Analysis in Python.,677.0,41,False,2023-04-04 20:05:38.000,networkx-3.1,52.0,networkx,conda-forge/networkx,,,,189307.0,189307.0,https://pypi.org/project/networkx,,,27616396.0,27777051.0,https://anaconda.org/conda-forge/networkx,2023-06-16 13:18:51.990,13495067.0,,,,,1.0,65.0,,,,,,,-3.0,,,,,,,,,,,,
42,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-10-05 00:05:56.000000,2023-10-04 23:31:20,1363.0,303.0,862.0,157.0,1515.0,324.0,498.0,8402.0,Development repository for the Triton language and compiler.,171.0,41,True,2023-09-01 07:26:13.000,2.1.0,191.0,triton,,,,,8271.0,8214.0,https://pypi.org/project/triton,2023-09-01 07:26:13.000,57.0,4812045.0,4812045.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-10-05 13:01:52.000000,2023-10-05 13:01:48,46632.0,520.0,1139.0,196.0,368.0,514.0,1623.0,7377.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1175.0,41,True,2023-09-19 20:01:10.000,1.2.2,109.0,catboost,conda-forge/catboost,,,,346.0,11.0,https://pypi.org/project/catboost,2023-09-19 18:13:58.000,335.0,2014959.0,2057351.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1396340.0,,,,,2.0,182287.0,,,,,,,,,,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-10-05 14:18:36.000000,2023-10-05 06:15:43,5865.0,386.0,547.0,54.0,3649.0,735.0,2030.0,7285.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,159.0,41,True,2023-10-04 17:31:06.000,0.15.12,264.0,wandb,conda-forge/wandb,,,,30736.0,30141.0,https://pypi.org/project/wandb,2023-10-04 17:29:18.000,595.0,6647390.0,6657108.0,https://anaconda.org/conda-forge/wandb,2023-10-04 19:30:33.577,379028.0,,,,,1.0,,,,,,,,,wandb/wandb,,,,,,,,,,,
45,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-08-01 15:41:14.000000,2023-01-30 18:15:21,1757.0,,8561.0,1060.0,1448.0,68.0,1715.0,32808.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,48653.0,45987.0,https://pypi.org/project/gym,2022-10-04 23:58:42.348,2666.0,390758.0,396714.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,250161.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-10-05 09:04:10.000000,2023-09-27 17:27:47,2025.0,109.0,4269.0,302.0,391.0,67.0,735.0,26985.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",113.0,40,True,2023-09-02 19:49:58.000,0.9.7,50.0,timm,conda-forge/timm,,,['pytorch'],17056.0,16763.0,https://pypi.org/project/timm,2023-09-02 18:21:09.000,293.0,3580948.0,3687599.0,https://anaconda.org/conda-forge/timm,2023-09-05 19:27:45.010,98353.0,,,,,1.0,5518930.0,,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,
47,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-10-05 14:52:15.000000,2023-10-04 12:00:45,18102.0,655.0,2451.0,347.0,17041.0,674.0,8518.0,23259.0,"A cloud-native vector database, storage for next generation AI applications.",255.0,40,True,2023-09-22 13:37:36.000,2.3.1,100.0,pymilvus,,milvusdb/milvus,,,34.0,,https://pypi.org/project/pymilvus,2023-09-22 11:31:52.000,34.0,452546.0,581102.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-10-04 12:44:32.551143,37.0,6101176.0,1.0,44481.0,,,,,,,,,,,,,,,,,,,
48,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-10-05 15:38:08.000000,2023-09-28 15:16:31,7024.0,112.0,1866.0,413.0,991.0,737.0,830.0,19438.0,Data Apps & Dashboards for Python. No JavaScript Required.,140.0,40,True,2023-08-28 15:33:00.000,2.13.0,100.0,dash,conda-forge/dash,,,,52248.0,52248.0,https://pypi.org/project/dash,,,2151736.0,2179471.0,https://anaconda.org/conda-forge/dash,2023-08-29 07:58:10.918,1109419.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
49,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-10-04 23:04:13.000000,2023-10-04 23:04:06,8463.0,90.0,2157.0,206.0,4110.0,18.0,1891.0,19156.0,Build multimodal AI applications with cloud-native stack.,173.0,40,True,2023-10-04 12:18:21.000,3.22.0,2431.0,jina,conda-forge/jina-core,jinaai/jina,,,1149.0,1134.0,https://pypi.org/project/jina,2023-10-04 12:16:59.000,15.0,83276.0,114092.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,55670.0,https://hub.docker.com/r/jinaai/jina,2023-10-04 12:31:13.138626,8.0,1257960.0,2.0,,,,,,,,,,,,,,,,,,,,
50,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-10-05 14:27:37.000000,2023-10-02 07:10:48,32545.0,238.0,4420.0,349.0,6221.0,122.0,6642.0,17055.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",594.0,40,True,2023-10-03 10:25:21.000,3.8.0a9,359.0,rasa,,,,['tensorflow'],3754.0,3688.0,https://pypi.org/project/rasa,2023-10-03 10:25:04.000,66.0,117753.0,117753.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-10-04 15:21:32.000000,2023-09-30 11:11:13,8227.0,24.0,2796.0,480.0,676.0,41.0,2112.0,12284.0,A toolkit for making real world machine learning and data analysis applications in C++.,190.0,40,False,2023-05-14 13:10:44.000,19.24.2,26.0,dlib,conda-forge/dlib,,,,22335.0,22335.0,https://pypi.org/project/dlib,,,122879.0,130449.0,https://anaconda.org/conda-forge/dlib,2023-06-05 15:05:40.278,622028.0,,,,,2.0,25315.0,,,,,,,,,,,,,,,,,,,
52,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-10-05 13:37:52.000000,2023-10-04 20:12:52,9014.0,155.0,1077.0,135.0,5186.0,568.0,3914.0,12041.0,Data Version Control | Git for Data & Models | ML Experiments Management.,288.0,40,True,2023-10-04 23:25:54.000,3.24.0,476.0,dvc,conda-forge/dvc,,,,9752.0,9670.0,https://pypi.org/project/dvc,2023-10-04 23:27:20.000,82.0,699778.0,745358.0,https://anaconda.org/conda-forge/dvc,2023-09-24 23:15:48.537,1702348.0,,,,,1.0,39286.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,
53,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-10-05 13:50:39.000000,2023-10-04 16:14:09,9650.0,78.0,1800.0,229.0,3717.0,207.0,2914.0,7802.0,Bayesian Modeling in Python.,466.0,40,True,2023-10-04 10:21:32.000,5.9.0,71.0,pymc3,conda-forge/pymc3,,,,2303.0,2055.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,248.0,464995.0,471426.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,538795.0,,,,,1.0,1923.0,,,,,,,,,,,,,,,,,,,
54,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-10-05 15:03:39.000000,2023-10-05 12:34:19,5524.0,144.0,702.0,58.0,4731.0,1419.0,2250.0,1491.0,A distributed task scheduler for Dask.,317.0,40,True,2023-09-29 22:05:19.000,2023.9.3,213.0,distributed,conda-forge/distributed,,,,31977.0,30687.0,https://pypi.org/project/distributed,2023-09-29 22:05:19.000,1290.0,4516814.0,4814602.0,https://anaconda.org/conda-forge/distributed,2023-09-29 23:46:21.481,12209348.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-10-02 04:46:23.000000,2023-09-28 09:53:00,6106.0,65.0,6647.0,412.0,2744.0,837.0,7218.0,33530.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",184.0,39,True,2023-09-22 07:27:05.000,2.7.0,40.0,paddleocr,,,,['paddle'],1860.0,1830.0,https://pypi.org/project/paddleocr,2023-09-15 08:35:48.000,30.0,70418.0,70418.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-10-04 21:06:36.000000,2023-10-04 21:03:24,1076.0,95.0,2001.0,228.0,469.0,172.0,1007.0,10332.0,Download market data from Yahoo! Finances API.,93.0,39,True,2023-10-04 21:06:36.000,0.2.31,102.0,yfinance,ranaroussi/yfinance,,,,28131.0,27858.0,https://pypi.org/project/yfinance,2023-10-04 21:06:36.000,273.0,1187464.0,1190458.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,80856.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-10-05 05:44:15.000000,2023-10-05 05:44:15,16570.0,396.0,871.0,124.0,3256.0,128.0,1415.0,8709.0,A hyperparameter optimization framework.,247.0,39,False,2023-08-07 07:14:37.000,3.3.0,60.0,optuna,conda-forge/optuna,,,,10283.0,9891.0,https://pypi.org/project/optuna,2023-08-07 07:14:37.000,392.0,2034600.0,2047765.0,https://anaconda.org/conda-forge/optuna,2023-08-07 10:47:33.490,526636.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-10-05 15:01:13.000000,2023-10-04 21:50:23,3928.0,249.0,1134.0,104.0,3055.0,688.0,1265.0,6932.0,A unified framework for machine learning with time series.,289.0,39,True,2023-09-17 10:49:06.000,0.23.0,54.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1754.0,1704.0,https://pypi.org/project/sktime,2023-09-17 10:49:06.000,50.0,702291.0,735775.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-09-17 14:15:56.348,904061.0,,,,,1.0,84.0,,,,,,,,sktime/sktime,,,,,,,,,,,
59,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-09-29 19:35:26.000000,2023-09-21 11:32:23,1809.0,36.0,820.0,105.0,1451.0,352.0,1144.0,3858.0,Python tools for geographic data.,211.0,39,True,2023-09-15 08:26:19.000,0.14.0,32.0,geopandas,conda-forge/geopandas,,,['pandas'],26323.0,26323.0,https://pypi.org/project/geopandas,,,5917600.0,5997526.0,https://anaconda.org/conda-forge/geopandas,2023-09-15 09:56:01.050,3196070.0,,,,,1.0,2183.0,,,,,,,,,,,,,,,,,,,
60,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-10-03 18:40:37.000000,2023-06-30 07:37:44,2613.0,,8981.0,375.0,3039.0,1011.0,6536.0,25652.0,OpenMMLab Detection Toolbox and Benchmark.,411.0,38,True,2023-06-30 07:44:00.633,3.1.0,51.0,mmdet,,,,['pytorch'],1786.0,1759.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,27.0,156953.0,156953.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-09-28 07:16:15.000000,2023-09-18 20:50:48,2703.0,35.0,7429.0,613.0,2196.0,172.0,1579.0,24572.0,The fastai deep learning library.,654.0,38,True,2023-03-28 20:29:01.253,2.7.12,146.0,fastai,,,,['pytorch'],15163.0,14829.0,https://pypi.org/project/fastai,2023-03-28 20:29:01.253,334.0,273881.0,273881.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
62,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-09-29 17:07:57.000000,2023-01-26 21:28:45,11896.0,,6880.0,1078.0,11122.0,1803.0,7763.0,20574.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7061.0,6766.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,290.0,348759.0,349202.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10242.0,,,,,2.0,26441.0,,,,,,,,apache/mxnet,,,,5.0,,,,,,,
63,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2023-10-02 15:25:20.000000,2023-09-27 09:24:35,5680.0,131.0,2027.0,204.0,1141.0,77.0,2143.0,13114.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,249.0,38,True,2023-03-30 15:49:56.000,0.12.2,30.0,flair,conda-forge/python-flair,,,['pytorch'],2826.0,2739.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,87.0,80649.0,81185.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,20921.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-10-02 09:40:01.000000,2023-09-28 03:17:35,3457.0,291.0,2807.0,170.0,4007.0,326.0,2055.0,12248.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",278.0,38,True,2023-08-15 07:31:40.000,1.1.2,33.0,dgl,,,,,149.0,149.0,https://pypi.org/project/dgl,,,70005.0,70005.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-10-05 11:49:22.000000,2023-10-05 06:10:06,2562.0,90.0,861.0,124.0,1655.0,252.0,585.0,8652.0,Computer Vision and Robotics Library for AI.,230.0,38,True,2023-08-02 10:18:58.000,0.7.0,37.0,kornia,conda-forge/kornia,,,['pytorch'],6602.0,6496.0,https://pypi.org/project/kornia,2023-08-02 10:18:58.000,106.0,2198044.0,2201058.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,102061.0,,,,,1.0,837.0,,,,,,,,,,,,,,,,,,,
66,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-10-05 13:56:09.000000,2023-10-05 13:33:58,1735.0,60.0,633.0,118.0,524.0,263.0,572.0,7639.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,78.0,38,True,2023-09-07 14:18:00.000,0.14.0,81.0,tokenizers,conda-forge/tokenizers,,,,43951.0,43654.0,https://pypi.org/project/tokenizers,2023-09-07 14:18:00.000,297.0,13354837.0,13387790.0,https://anaconda.org/conda-forge/tokenizers,2023-06-16 19:20:53.569,1285182.0,,,,,1.0,32.0,,,,,,,,,,,,,,,,,,,
67,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-10-05 15:09:42.000000,2023-10-05 14:19:42,9518.0,757.0,1120.0,124.0,994.0,168.0,855.0,6638.0,A PyTorch-based Speech Toolkit.,222.0,38,True,2023-07-22 18:07:47.000,0.5.15,14.0,speechbrain,,,,['pytorch'],995.0,981.0,https://pypi.org/project/speechbrain,2023-07-22 18:08:45.000,14.0,182575.0,182575.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-10-04 17:31:12.000000,2023-10-04 17:26:23,1744.0,30.0,2155.0,170.0,776.0,59.0,970.0,6413.0,Python Data. Leaflet.js Maps.,154.0,38,True,2022-12-12 20:36:08.000,0.14.0,24.0,folium,conda-forge/folium,,,,29265.0,29265.0,https://pypi.org/project/folium,,,654446.0,680366.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2358743.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-10-05 14:45:04.000000,2023-10-03 16:04:01,1102.0,145.0,602.0,90.0,1020.0,109.0,897.0,5799.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",180.0,38,True,2023-09-14 19:23:12.000,0.23.0,34.0,accelerate,conda-forge/accelerate,,,['pytorch'],14921.0,14921.0,https://pypi.org/project/accelerate,,,7052493.0,7055444.0,https://anaconda.org/conda-forge/accelerate,2023-09-15 15:58:36.098,70845.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-10-05 13:11:14.000000,2023-10-05 13:11:06,6025.0,95.0,1459.0,112.0,3996.0,643.0,692.0,4015.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",294.0,38,True,2023-09-08 09:07:53.000,4.9.3,36.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],14753.0,14543.0,https://pypi.org/project/tensorflow-datasets,2023-09-08 09:07:47.000,210.0,1890094.0,1890898.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,23342.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-10-05 15:17:23.000000,2023-10-05 14:20:05,17646.0,183.0,1217.0,85.0,7486.0,531.0,4159.0,2353.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,354.0,38,True,2023-09-06 17:49:45.000,1.5.1,75.0,mne,conda-forge/mne,,,,3310.0,3035.0,https://pypi.org/project/mne,2023-09-06 17:48:48.000,275.0,107535.0,115582.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,329963.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-10-05 15:19:03.000000,2023-10-04 22:26:53,3286.0,120.0,1042.0,135.0,2664.0,489.0,888.0,1931.0,A library for training and deploying machine learning models on Amazon SageMaker.,397.0,38,True,2023-10-04 22:27:01.000,2.190.0,543.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3151.0,3067.0,https://pypi.org/project/sagemaker,2023-10-04 22:27:01.000,84.0,31610375.0,31628297.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-10-03 03:09:41.570,681037.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
73,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-10-04 02:59:25.000000,2023-10-02 02:15:11,1507.0,17.0,266.0,32.0,469.0,92.0,481.0,1315.0,Python library for reading and writing image data.,108.0,38,True,2023-10-02 02:15:24.000,2.31.5,85.0,imageio,conda-forge/imageio,,,,105805.0,102801.0,https://pypi.org/project/imageio,2023-10-02 02:15:21.000,3004.0,16946875.0,17017090.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5686283.0,,,,,1.0,855.0,,,,,,,,,,,,,,,,,,,
74,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-10-05 13:35:17.000000,2023-09-15 23:15:19,2316.0,4.0,6053.0,417.0,1306.0,1100.0,3024.0,27608.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,421.0,37,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2165.0,2101.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,64.0,596871.0,598135.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,49141.0,,,,,1.0,318.0,,,,,,,,,,,,,,,,,,,
