,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-09-25 02:06:02.000000,2023-09-25 02:06:02,3567.0,54.0,759.0,145.0,1263.0,181.0,1689.0,8474.0,Declarative statistical visualization library for Python.,157.0,41,True,2023-08-30 11:35:46.000,5.1.1,37.0,altair,conda-forge/altair,,,,76671.0,76069.0,https://pypi.org/project/altair,15366083.0,15462289.0,https://anaconda.org/conda-forge/altair,2023-08-30 19:10:45.196,2020324.0,,,,,1.0,88.0,2023-08-30 11:28:40.000,602.0,,,,,,,,,,,,,,,,,,
40,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-09-28 11:15:13.000000,2023-09-28 06:10:01,1338.0,301.0,860.0,157.0,1490.0,319.0,496.0,8353.0,Development repository for the Triton language and compiler.,170.0,41,True,2023-09-01 07:26:13.000,2.1.0,191.0,triton,,,,,7926.0,7873.0,https://pypi.org/project/triton,4824670.0,4824670.0,,,,,,,,1.0,,2023-09-01 07:26:13.000,53.0,,,,,,,,,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-09-28 14:45:43.000000,2023-09-27 19:46:51,5843.0,387.0,547.0,54.0,3623.0,731.0,2023.0,7265.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,158.0,41,True,2023-09-21 21:19:01.000,0.15.11,263.0,wandb,conda-forge/wandb,,,,30366.0,29782.0,https://pypi.org/project/wandb,6690427.0,6700199.0,https://anaconda.org/conda-forge/wandb,2023-09-22 14:14:38.035,371355.0,,,,,1.0,,2023-09-21 21:16:39.000,584.0,,,,,,,,wandb/wandb,,,,,,,,,,
42,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-08-01 15:41:14.000000,2023-01-30 18:15:21,1757.0,,8561.0,1060.0,1448.0,68.0,1715.0,32792.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,48480.0,45816.0,https://pypi.org/project/gym,385458.0,391534.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,249155.0,,,,,1.0,,2022-10-04 23:58:42.348,2664.0,,,,,,,,,,,,,,,,,,
43,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-09-28 09:25:13.000000,2023-09-27 17:27:47,2025.0,110.0,4212.0,307.0,386.0,65.0,734.0,26955.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",113.0,40,True,2023-09-02 19:49:58.000,0.9.7,49.0,timm,conda-forge/timm,,,['pytorch'],16496.0,16496.0,https://pypi.org/project/timm,3929012.0,4036980.0,https://anaconda.org/conda-forge/timm,2023-09-05 19:27:45.010,96765.0,,,,,1.0,5481994.0,,,,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,
44,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-09-28 12:14:32.000000,2023-09-28 11:01:27,18097.0,697.0,2451.0,347.0,17028.0,674.0,8492.0,23141.0,"A cloud-native vector database, storage for next generation AI applications.",255.0,40,True,2023-09-22 13:37:36.000,2.3.1,100.0,pymilvus,,milvusdb/milvus,,,34.0,,https://pypi.org/project/pymilvus,461807.0,588538.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-09-28 12:06:17.476312,36.0,5874552.0,1.0,43457.0,2023-09-22 11:31:52.000,34.0,,,,,,,,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-09-28 14:35:02.000000,2023-08-29 16:49:04,7007.0,98.0,1936.0,413.0,989.0,764.0,830.0,19404.0,Data Apps & Dashboards for Python. No JavaScript Required.,140.0,40,True,2023-08-28 15:33:00.000,2.13.0,171.0,dash,conda-forge/dash,,,,53376.0,51974.0,https://pypi.org/project/dash,2123999.0,2152259.0,https://anaconda.org/conda-forge/dash,2023-08-29 07:58:10.918,1102173.0,,,,,1.0,,2023-08-28 15:28:35.000,1402.0,,,,,,,,,,,,,,,,,,
46,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-09-28 13:48:28.000000,2023-09-27 06:59:27,8453.0,88.0,2119.0,205.0,4105.0,11.0,1888.0,19130.0,Build multimodal AI applications with cloud-native stack.,173.0,40,True,2023-09-26 15:55:40.000,3.21.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1107.0,1107.0,https://pypi.org/project/jina,73109.0,104661.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,55358.0,https://hub.docker.com/r/jinaai/jina,2023-09-27 07:13:51.679706,8.0,1257617.0,2.0,,,,,,,,,,,,,,,,,,,,,
47,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-09-28 14:14:44.000000,2023-09-27 13:13:33,32538.0,309.0,4287.0,348.0,6205.0,1.0,6642.0,17028.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2023-09-27 10:19:55.000,3.8.0a8.dev3,100.0,rasa,,,,['tensorflow'],3673.0,3673.0,https://pypi.org/project/rasa,123059.0,123059.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-09-28 08:36:01.000000,2023-09-28 08:36:01,14447.0,2.0,2659.0,466.0,1429.0,247.0,1484.0,12366.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,443.0,40,True,,,17.0,nltk,conda-forge/nltk,,,,221685.0,221685.0,https://pypi.org/project/nltk,12133304.0,12159582.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2233631.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-09-24 19:05:49.000000,2023-09-24 19:05:33,8226.0,23.0,3243.0,479.0,674.0,47.0,2109.0,12271.0,A toolkit for making real world machine learning and data analysis applications in C++.,190.0,40,False,2023-06-03 20:05:00.841,19.24.2,34.0,dlib,conda-forge/dlib,,,,23015.0,22223.0,https://pypi.org/project/dlib,124031.0,131674.0,https://anaconda.org/conda-forge/dlib,2023-06-05 15:05:40.278,620593.0,,,,,2.0,25294.0,2022-05-08 14:40:14.000,792.0,,,,,,,,,,,,,,,,,,
50,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-09-28 14:09:59.000000,2023-09-26 20:29:33,9005.0,174.0,1077.0,136.0,5177.0,568.0,3907.0,12014.0,Data Version Control | Git for Data & Models | ML Experiments Management.,288.0,40,True,2023-09-26 18:29:27.000,3.23.0,475.0,dvc,conda-forge/dvc,,,,9604.0,9522.0,https://pypi.org/project/dvc,697406.0,744152.0,https://anaconda.org/conda-forge/dvc,2023-09-24 23:15:48.537,1697232.0,,,,,1.0,38739.0,2023-09-26 18:30:47.000,82.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
51,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-09-27 19:18:43.000000,2023-09-25 20:27:29,9643.0,72.0,1800.0,228.0,3713.0,207.0,2910.0,7799.0,Bayesian Modeling in Python.,465.0,40,True,2023-09-21 12:47:28.000,5.8.2,70.0,pymc3,conda-forge/pymc3,,,,2270.0,2022.0,https://pypi.org/project/pymc3,453090.0,459584.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,537611.0,,,,,1.0,1923.0,2022-03-15 10:10:19.000,248.0,,,,,,,,,,,,,,,,,,
52,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-09-28 14:18:49.000000,2023-09-26 15:48:06,5507.0,137.0,702.0,58.0,4719.0,1419.0,2241.0,1489.0,A distributed task scheduler for Dask.,317.0,40,True,2023-09-15 20:51:01.000,2023.9.2,212.0,distributed,conda-forge/distributed,,,,31899.0,30610.0,https://pypi.org/project/distributed,5256350.0,5559892.0,https://anaconda.org/conda-forge/distributed,2023-09-16 00:08:40.621,12141700.0,,,,,1.0,,2023-09-15 20:51:01.000,1289.0,,,,,,,,,,,,,,,,,,
53,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-09-28 09:53:00.000000,2023-09-28 09:53:00,6106.0,67.0,6559.0,422.0,2742.0,812.0,7218.0,33463.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",149.0,39,True,2023-09-22 07:27:05.000,2.7.0,7.0,paddleocr,,,,['paddle'],1817.0,1817.0,https://pypi.org/project/paddleocr,70440.0,70440.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-09-28 13:23:15.000000,2023-09-28 03:17:35,3457.0,314.0,2884.0,171.0,4006.0,417.0,2055.0,12231.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",278.0,39,True,2023-08-15 07:31:40.000,1.1.2,448.0,dgl,,,,,223.0,147.0,https://pypi.org/project/dgl,83272.0,83272.0,,,,,,,,1.0,,2023-08-30 08:45:26.000,76.0,,,,,,,,,,,,,,,,,,
55,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-09-27 20:49:57.000000,2023-09-24 21:18:30,1058.0,80.0,1993.0,229.0,463.0,169.0,1003.0,10298.0,Download market data from Yahoo! Finances API.,93.0,39,True,2023-09-24 21:20:06.000,0.2.30,99.0,yfinance,ranaroussi/yfinance,,,,27881.0,27611.0,https://pypi.org/project/yfinance,1266405.0,1269509.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,80709.0,,,,,1.0,,2023-09-24 21:20:06.000,270.0,,,,,,,,,,,,,,,,,,
56,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-09-28 08:29:46.000000,2023-09-28 04:47:39,16463.0,347.0,859.0,124.0,3225.0,128.0,1403.0,8685.0,A hyperparameter optimization framework.,237.0,39,False,2023-08-07 07:14:37.000,3.3.0,60.0,optuna,conda-forge/optuna,,,,10191.0,9799.0,https://pypi.org/project/optuna,2022354.0,2035672.0,https://anaconda.org/conda-forge/optuna,2023-08-07 10:47:33.490,519406.0,,,,,1.0,,2023-08-07 07:14:37.000,392.0,,,,,,,,,,,,,,,,,,
57,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-09-28 13:51:48.000000,2023-09-28 13:51:44,46590.0,495.0,1101.0,196.0,368.0,504.0,1622.0,7366.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1174.0,39,True,2023-09-19 20:01:10.000,1.2.2,84.0,catboost,conda-forge/catboost,,,,10.0,10.0,https://pypi.org/project/catboost,2030666.0,2074124.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1392286.0,,,,,2.0,180700.0,,,,,,,,,,,,,,,,,,,,
58,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-09-28 10:13:39.000000,2023-09-26 20:48:47,3919.0,259.0,1134.0,104.0,3029.0,682.0,1261.0,6884.0,A unified framework for machine learning with time series.,289.0,39,True,2023-09-17 10:49:06.000,0.23.0,54.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1727.0,1677.0,https://pypi.org/project/sktime,709458.0,744116.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-09-17 14:15:56.348,901089.0,,,,,1.0,84.0,2023-09-17 10:49:06.000,50.0,,,,,,,,sktime/sktime,,,,,,,,,,
59,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-09-27 20:22:19.000000,2023-09-21 11:32:23,1809.0,37.0,872.0,105.0,1450.0,430.0,1141.0,3851.0,Python tools for geographic data.,211.0,39,True,2023-09-15 08:26:19.000,0.14.0,49.0,geopandas,conda-forge/geopandas,,,['pandas'],27765.0,26098.0,https://pypi.org/project/geopandas,5816521.0,5898025.0,https://anaconda.org/conda-forge/geopandas,2023-09-15 09:56:01.050,3177681.0,,,,,1.0,2177.0,2023-09-15 08:26:16.000,1667.0,,,,,,,,,,,,,,,,,,
60,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-09-28 07:16:15.000000,2023-09-18 20:50:48,2703.0,35.0,7240.0,612.0,2196.0,171.0,1579.0,24551.0,The fastai deep learning library.,242.0,38,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],14778.0,14778.0,https://pypi.org/project/fastai,271360.0,271360.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
61,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-09-07 08:17:05.000000,2023-01-26 21:28:45,11896.0,,6532.0,1078.0,11121.0,1802.0,7763.0,20570.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6756.0,6756.0,https://pypi.org/project/mxnet,356162.0,356608.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10171.0,,,,,2.0,26382.0,,,,,,,,,,apache/mxnet,,,,,,,,,,
62,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-09-28 11:34:36.000000,2023-09-28 11:21:21,3698.0,148.0,6608.0,394.0,5018.0,746.0,2218.0,14575.0,"Datasets, Transforms and Models specific to Computer Vision.",553.0,38,True,2023-05-08 20:12:27.000,0.15.2,34.0,torchvision,conda-forge/torchvision,,,['pytorch'],15.0,15.0,https://pypi.org/project/torchvision,7219578.0,7248735.0,https://anaconda.org/conda-forge/torchvision,2023-06-22 22:01:34.204,862721.0,,,,,1.0,30822.0,,,-4.0,,,,,,,,,,,,,,,,,
63,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-09-28 11:36:46.000000,2023-09-26 06:36:19,2547.0,84.0,857.0,125.0,1633.0,252.0,579.0,8630.0,Computer Vision and Robotics Library for AI.,226.0,38,True,2023-08-02 10:18:58.000,0.7.0,37.0,kornia,conda-forge/kornia,,,['pytorch'],6493.0,6387.0,https://pypi.org/project/kornia,2258497.0,2261572.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,101021.0,,,,,1.0,831.0,2023-08-02 10:18:58.000,106.0,,,,,,,,,,,,,,,,,,
64,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-09-22 00:25:38.000000,2023-09-21 06:10:16,1733.0,59.0,633.0,118.0,523.0,263.0,569.0,7617.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,78.0,38,True,2023-09-07 14:18:00.000,0.14.0,81.0,tokenizers,conda-forge/tokenizers,,,,43219.0,42922.0,https://pypi.org/project/tokenizers,13285477.0,13318924.0,https://anaconda.org/conda-forge/tokenizers,2023-06-16 19:20:53.569,1270992.0,,,,,1.0,32.0,2023-09-07 14:18:00.000,297.0,,,,,,,,,,,,,,,,,,
65,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-09-28 13:09:06.000000,2023-09-27 19:15:30,9203.0,618.0,1119.0,125.0,983.0,168.0,853.0,6617.0,A PyTorch-based Speech Toolkit.,220.0,38,True,2023-07-22 18:07:47.000,0.5.15,14.0,speechbrain,,,,['pytorch'],977.0,963.0,https://pypi.org/project/speechbrain,166395.0,166395.0,,,,,,,,1.0,,2023-07-22 18:08:45.000,14.0,,,,,,,,,,,,,,,,,,
66,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-09-08 13:17:29.000000,2023-09-06 11:17:10,1742.0,30.0,2195.0,170.0,774.0,59.0,970.0,6404.0,Python Data. Leaflet.js Maps.,153.0,38,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,29840.0,29057.0,https://pypi.org/project/folium,633138.0,659120.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2338435.0,,,,,1.0,,2022-12-12 20:39:34.303,783.0,,,,,,,,,,,,,,,,,,
67,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-09-27 14:03:50.000000,2023-09-27 14:03:43,6015.0,100.0,1459.0,112.0,3990.0,643.0,690.0,4015.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",294.0,38,True,2023-09-08 09:07:53.000,4.9.3,36.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],14683.0,14474.0,https://pypi.org/project/tensorflow-datasets,1895461.0,1896285.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,23080.0,,,,,1.0,,2023-09-08 09:07:47.000,209.0,,,,,,,,,,,,,,,,,,
68,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-09-28 14:12:11.000000,2023-09-28 09:45:02,17610.0,156.0,1217.0,86.0,7444.0,531.0,4083.0,2344.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,350.0,38,True,2023-09-06 17:49:45.000,1.5.1,75.0,mne,conda-forge/mne,,,,3297.0,3025.0,https://pypi.org/project/mne,105847.0,114041.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,327775.0,,,,,1.0,,2023-09-06 17:48:48.000,272.0,,,,,,,,,,,,,,,,,,
69,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-09-28 12:59:14.000000,2023-09-27 19:15:01,3272.0,119.0,1042.0,135.0,2644.0,489.0,878.0,1930.0,A library for training and deploying machine learning models on Amazon SageMaker.,396.0,38,True,2023-09-26 20:11:55.000,2.188.0,541.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3122.0,3038.0,https://pypi.org/project/sagemaker,32806347.0,32824698.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-09-27 05:35:16.138,679008.0,,,,,2.0,,2023-09-26 20:11:55.000,84.0,,,,,,,,,,,,,,,,,,
70,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-09-28 10:29:03.000000,2023-09-25 02:15:52,1505.0,15.0,265.0,32.0,468.0,86.0,480.0,1315.0,Python library for reading and writing image data.,107.0,38,True,2023-09-25 02:16:04.000,2.31.4,59.0,imageio,conda-forge/imageio,,,,102097.0,102097.0,https://pypi.org/project/imageio,16479854.0,16550488.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5649673.0,,,,,1.0,852.0,,,,,,,,,,,,,,,,,,,,
71,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-09-25 19:13:27.000000,2023-09-15 23:15:19,2316.0,5.0,6053.0,426.0,1306.0,1100.0,3022.0,27579.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,421.0,37,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2133.0,2069.0,https://pypi.org/project/fairseq,632843.0,634128.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,48642.0,,,,,1.0,318.0,2022-06-27 19:32:38.000,64.0,,,,,,,,,,,,,,,,,,
72,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-09-28 08:54:29.000000,2023-06-30 07:37:44,2613.0,,8014.0,375.0,3037.0,954.0,6536.0,25620.0,OpenMMLab Detection Toolbox and Benchmark.,411.0,37,True,2023-06-30 07:41:30.000,3.1.0,51.0,mmdet,,,,['pytorch'],1737.0,1737.0,https://pypi.org/project/mmdet,160992.0,160992.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-09-28 14:27:40.000000,2023-09-28 14:24:46,890.0,42.0,3089.0,466.0,801.0,345.0,1840.0,24627.0,A library for efficient similarity search and clustering of dense vectors.,138.0,37,True,2023-09-22 11:31:52.000,2.3.1,85.0,pymilvus,conda-forge/faiss,,,,3190.0,3156.0,https://pypi.org/project/pymilvus,461807.0,484320.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,900536.0,,,,,1.0,,2023-09-22 11:31:52.000,34.0,,,,,,,,,,,,,,,,,,
74,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-09-28 08:46:23.000000,2023-09-27 15:46:59,34077.0,485.0,12265.0,944.0,23461.0,1030.0,,22014.0,Apache Flink Python API.,1773.0,37,True,2023-05-25 09:34:01.691,1.17.1,42.0,apache-flink,,,,,37.0,15.0,https://pypi.org/project/apache-flink,116823.0,116823.0,,,,,,,,2.0,,2022-09-27 20:53:12.584,22.0,3.0,,,,,,,,,,,,,,,,,
75,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-09-28 13:07:32.000000,2023-09-28 07:59:38,6978.0,175.0,3349.0,256.0,2374.0,832.0,2442.0,18538.0,Graph Neural Network Library for PyTorch.,446.0,37,True,2023-04-27 10:39:41.624,2.3.1,39.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],104.0,,https://pypi.org/project/torch-geometric,222328.0,223144.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-06-16 19:20:42.736,31028.0,,,,,1.0,,2023-04-27 10:39:41.624,104.0,,,,,,,,,,,,,,,,,,
