,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
39,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-10-17 00:47:12.000000,2022-10-02 15:05:30,4391.0,8.0,4272,435.0,1625.0,396.0,1402.0,13619,Topic Modelling for Humans.,431.0,40,True,2022-05-01 16:17:56.000,4.2.0,90.0,gensim,conda-forge/gensim,,3831.0,4938116.0,40091.0,37190.0,https://pypi.org/project/gensim,2022-05-01 16:17:56.000,2901.0,4923311.0,https://anaconda.org/conda-forge/gensim,2022-07-29 07:43:10.680,900320.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
40,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-10-20 08:47:54.000000,2022-10-20 08:40:36,14036.0,435.0,763,125.0,2726.0,101.0,1200.0,7065,A hyperparameter optimization framework.,205.0,40,True,2022-10-11 07:19:02.279,3.0.3,52.0,optuna,conda-forge/optuna,,,1909130.0,4676.0,4436.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,240.0,1899427.0,https://anaconda.org/conda-forge/optuna,2022-10-13 04:36:59.724,339617.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
41,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-10-20 15:00:41.000000,2022-10-20 12:57:38,4974.0,179.0,653,60.0,4084.0,1262.0,2001.0,1408,A distributed task scheduler for Dask.,292.0,40,True,2022-10-14 22:25:58.539,2022.10.0,185.0,distributed,conda-forge/distributed,,,3964284.0,26508.0,25321.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,3855227.0,https://anaconda.org/conda-forge/distributed,2022-10-17 17:31:48.165,8397401.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-10-17 21:40:29.000000,2022-10-17 21:40:11,1581.0,129.0,3544,288.0,266.0,76.0,536.0,21513,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",82.0,39,True,2022-10-03 21:44:35.000,0.6.11,36.0,timm,conda-forge/timm,['pytorch'],2137462.0,1563813.0,5354.0,5248.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1510480.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,32408.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-10-19 14:47:04.000000,2022-10-18 20:25:27,2264.0,48.0,4887,347.0,1193.0,761.0,2916.0,19499,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,408.0,39,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],273.0,98464.0,1033.0,994.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,97721.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,19946.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
44,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-10-13 16:16:30.000000,2022-06-16 14:46:20,2277.0,,2610,257.0,488.0,1451.0,619.0,17729,A game theoretic approach to explain the output of any machine learning model.,205.0,39,True,2022-06-16 00:31:04.000,0.41.0,95.0,shap,conda-forge/shap,,,3846734.0,7226.0,6951.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,275.0,3815557.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1558892.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
45,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-10-20 14:32:46.000000,2022-10-20 13:52:14,7952.0,237.0,1976,183.0,3574.0,37.0,1642.0,16356,Build cross-modal and multimodal applications on the cloud Neural Search Creative AI Cloud Native MLOps.,157.0,39,True,2022-10-06 15:07:03.049,3.10.1,2066.0,jina,conda-forge/jina-core,,,103000.0,374.0,372.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,65712.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,27642.0,2.0,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2022-10-13 15:24:53.953059,7.0,1125215.0,,,,,,,,,,,,
46,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-10-16 14:20:41.000000,2022-09-03 21:04:49,4705.0,113.0,1951,201.0,978.0,120.0,1873.0,12126,A very simple framework for state-of-the-art Natural Language Processing (NLP).,233.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,208898.0,1725.0,1649.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,208422.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,12869.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-10-20 14:25:15.000000,2022-10-20 14:24:10,1138.0,122.0,1390,153.0,494.0,133.0,485.0,9732,Create HTML profiling reports from pandas DataFrame objects.,100.0,39,True,2022-09-07 14:35:41.482,3.3.0,33.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1108320.0,9479.0,9315.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,1104318.0,https://anaconda.org/conda-forge/pandas-profiling,2022-09-13 12:49:40.455,296148.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
48,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-10-20 15:14:46.000000,2022-10-20 14:46:26,8989.0,190.0,1684,226.0,3312.0,192.0,2664.0,7060,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,418.0,39,True,2022-10-10 19:32:09.000,4.2.2,48.0,pymc3,conda-forge/pymc3,,1904.0,334525.0,1040.0,802.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,328154.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,457403.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
49,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-10-20 13:38:51.000000,2022-10-20 13:38:50,5720.0,438.0,5203,385.0,2327.0,1088.0,4539.0,25522,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",135.0,38,True,2022-08-24 09:04:27.000,2.6.0,30.0,paddleocr,,['paddle'],,37614.0,900.0,891.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,37614.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
50,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-10-14 07:50:41.496000,2022-09-26 12:15:06,11893.0,18.0,6883,1091.0,11095.0,1988.0,7750.0,20119,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",980.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,['mxnet'],25644.0,372590.0,290.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,285.0,372114.0,https://anaconda.org/anaconda/mxnet,2022-10-14 07:50:41.496,8335.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,
51,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-10-20 13:32:39.000000,2022-10-20 11:22:08,5937.0,277.0,2874,241.0,1237.0,1052.0,1749.0,15850,Graph Neural Network Library for PyTorch.,331.0,38,True,2022-08-17 10:35:01.175,2.1.0,35.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,100206.0,50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,99749.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-08-19 23:46:40.777,12355.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-10-20 12:56:34.000000,2022-10-19 13:10:34,30575.0,211.0,4134,343.0,5059.0,736.0,5956.0,14969,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",557.0,38,True,2022-10-11 09:52:51.000,3.3.0a1,276.0,rasa,,['tensorflow'],,211956.0,60.0,,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,211956.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-10-20 15:00:24.645487,2022-10-20 14:49:28,15793.0,559.0,1854,308.0,12889.0,361.0,5843.0,14048,Vector database for scalable similarity search and AI applications.,225.0,38,True,2022-09-29 11:28:14.000,2.1.4,100.0,pymilvus,,,49969.0,253930.0,17.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,188022.0,,,,1.0,,,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2022-10-20 15:00:24.645487,22.0,2233206.0,,,,,,,,,,,,
54,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-10-19 11:44:48.000000,2022-10-19 08:42:30,1261.0,56.0,2122,331.0,1481.0,335.0,1761.0,12795,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",159.0,38,True,2022-10-14 08:23:01.251,0.26.1,74.0,horovod,,,,75413.0,713.0,683.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,75413.0,,,,1.0,,,stable/horovod,,,,,,,,,,,,,,,,,,,,,,
55,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-10-09 17:04:57.000000,2022-10-09 01:36:54,8124.0,25.0,3069,469.0,585.0,47.0,2049.0,11475,A toolkit for making real world machine learning and data analysis applications in C++.,178.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,25049.0,112191.0,17044.0,16275.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,105255.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,485655.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-10-20 11:24:09.000000,2022-10-20 11:24:07,24103.0,555.0,1054,194.0,311.0,443.0,1467.0,6763,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1029.0,38,True,2022-09-26 19:30:12.000,1.1,104.0,catboost,conda-forge/catboost,,91536.0,2497852.0,238.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,238.0,2474673.0,https://anaconda.org/conda-forge/catboost,2022-09-26 20:30:55.793,1148995.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-10-13 15:36:31.000000,2022-10-10 15:03:40,1547.0,19.0,2135,170.0,686.0,241.0,735.0,5931,Python Data. Leaflet.js Maps.,131.0,38,True,2022-10-07 19:35:37.609,0.13.0,27.0,folium,conda-forge/folium,,,954884.0,19199.0,18524.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,675.0,939228.0,https://anaconda.org/conda-forge/folium,2022-10-07 23:31:22.691,1236862.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-10-19 12:13:27.000000,2022-10-19 11:54:59,1627.0,33.0,756,106.0,1243.0,459.0,980.0,3377,Python tools for geographic data.,179.0,38,True,2022-07-24 11:20:27.908,0.11.1,42.0,geopandas,conda-forge/geopandas,['pandas'],1613.0,3562241.0,17271.0,16026.0,https://pypi.org/project/geopandas,2022-06-21 06:10:17.000,1245.0,3535713.0,https://anaconda.org/conda-forge/geopandas,2022-07-24 18:57:53.018,2094071.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-10-20 14:38:06.000000,2022-10-20 10:40:52,25436.0,4333.0,607,93.0,12113.0,52.0,683.0,2967,State of the Art Natural Language Processing.,131.0,38,True,2022-10-12 16:40:34.000,4.2.1,108.0,spark-nlp,,['spark'],,2801699.0,199.0,186.0,https://pypi.org/project/spark-nlp,2022-07-01 14:01:34.000,13.0,2801699.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-10-20 14:46:53.000000,2022-10-19 21:06:16,17192.0,200.0,1124,80.0,6978.0,457.0,3851.0,2045,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,318.0,38,True,2022-10-19 22:35:33.780,1.2.1,66.0,mne,conda-forge/mne,,,45312.0,2128.0,1906.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,222.0,41791.0,https://anaconda.org/conda-forge/mne,2022-10-20 05:11:32.881,239474.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
61,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-10-20 12:06:27.000000,2022-09-16 08:23:46,2132.0,25.0,7911,363.0,2498.0,711.0,5821.0,21753,OpenMMLab Detection Toolbox and Benchmark.,364.0,37,True,2022-09-20 02:19:34.460,2.25.2,38.0,mmdet,,['pytorch'],,76130.0,665.0,655.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,76130.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-10-20 14:29:12.000000,2022-10-20 10:54:07,32092.0,771.0,11266,945.0,21113.0,971.0,,19976,Apache Flink Python API.,1638.0,37,True,2022-08-23 12:20:22.952,1.15.2,35.0,apache-flink,,,,60535.0,16.0,,https://pypi.org/project/apache-flink,2022-07-05 17:28:53.000,16.0,60535.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
63,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-10-18 23:31:09.000000,2022-10-18 23:31:00,2718.0,7.0,2222,280.0,3094.0,93.0,2464.0,11245,"An open-source NLP research library, built on PyTorch.",264.0,37,True,2022-10-18 23:54:05.191,2.10.1,265.0,allennlp,conda-forge/allennlp,['pytorch'],47.0,90972.0,2982.0,2798.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,184.0,89094.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,86414.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
64,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-10-20 13:35:26.000000,2022-10-20 09:22:25,8052.0,285.0,987,136.0,4277.0,662.0,3307.0,10544,Data Version Control | Git for Data & Models | ML Experiments Management.,274.0,37,True,2022-10-10 10:30:06.975,2.30.0,379.0,dvc,conda-forge/dvc,,128413.0,1430665.0,47.0,,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1392638.0,https://anaconda.org/conda-forge/dvc,2022-10-10 17:05:15.539,1255461.0,1.0,,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
65,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-10-16 09:15:21.000000,2022-10-10 15:42:36,1084.0,5.0,1287,247.0,618.0,322.0,974.0,9700,Video editing with Python.,152.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,1830396.0,19459.0,18677.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,782.0,1828232.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,136369.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,550.0,4114.0,679.0,2086.0,9628,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,325770.0,15809.0,12971.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,296777.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2174513.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-10-20 05:25:42.000000,2022-10-19 17:55:07,1173.0,31.0,1695,111.0,186.0,806.0,744.0,8644,Multilingual Sentence & Image Embeddings with BERT.,101.0,37,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,['pytorch'],,1685473.0,4519.0,4392.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,127.0,1683914.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,38976.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-10-19 21:11:49.000000,2022-10-16 17:46:10,3238.0,9.0,695,153.0,1024.0,253.0,1419.0,7801,Declarative statistical visualization library for Python.,140.0,37,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,8645670.0,35105.0,34761.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,8626835.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1412684.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
69,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-10-20 15:33:04.000000,2022-10-20 05:12:59,4858.0,169.0,373,36.0,2356.0,519.0,1514.0,4871,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,131.0,37,True,2022-10-05 22:11:22.980,0.13.4,238.0,wandb,conda-forge/wandb,,,2054361.0,12831.0,12560.0,https://pypi.org/project/wandb,2022-07-05 19:33:55.000,271.0,2050255.0,https://anaconda.org/conda-forge/wandb,2022-10-06 21:34:19.473,110881.0,1.0,,,,,,,,,,,,,,,,,,wandb/wandb,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-10-20 01:16:10.000000,2022-10-19 16:12:03,11679.0,141.0,1024,169.0,418.0,591.0,697.0,3792,Probabilistic reasoning and statistical analysis in TensorFlow.,461.0,37,True,2022-09-19 18:56:12.656,0.18.0,44.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,1052354.0,339.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,339.0,1050606.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-08-08 13:42:52.189,76939.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
71,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-10-18 06:24:21.000000,2022-10-17 12:41:19,2092.0,52.0,487,84.0,612.0,181.0,775.0,3016,Manipulation and analysis of geometric objects.,136.0,37,True,2022-10-13 16:38:01.000,1.8.5.post1,110.0,shapely,conda-forge/shapely,,295.0,8442259.0,34049.0,34049.0,https://pypi.org/project/shapely,2022-08-03 10:59:58.000,,8386830.0,https://anaconda.org/conda-forge/shapely,2022-10-17 15:44:22.720,4654063.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
72,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-10-20 06:32:56.029000,2022-10-19 21:48:27,3611.0,37.0,487,154.0,970.0,151.0,1444.0,1836,Rasterio reads and writes geospatial raster datasets.,133.0,37,True,2022-10-19 21:49:30.000,1.3.3,143.0,rasterio,conda-forge/rasterio,,762.0,1412370.0,6483.0,5682.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,1389314.0,https://anaconda.org/conda-forge/rasterio,2022-10-20 06:32:56.029,1820849.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-10-20 05:48:35.000000,2022-10-19 22:43:10,2698.0,117.0,866,127.0,2165.0,415.0,732.0,1710,A library for training and deploying machine learning models on Amazon SageMaker.,290.0,37,True,2022-10-11 20:24:03.154,2.112.2,452.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,7426718.0,1775.0,1723.0,https://pypi.org/project/sagemaker,2022-07-05 18:31:54.000,52.0,7414653.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-09-09 21:43:04.016,422281.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-10-16 19:25:09.000000,2022-10-16 19:25:05,1428.0,34.0,227,31.0,404.0,68.0,420.0,1136,Python library for reading and writing image data.,92.0,37,True,2022-10-16 19:26:00.639,2.22.2,66.0,imageio,conda-forge/imageio,,391.0,12097583.0,72962.0,70313.0,https://pypi.org/project/imageio,2022-05-30 03:37:43.000,2649.0,12043025.0,https://anaconda.org/conda-forge/imageio,2022-09-19 07:30:20.061,3763965.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
