,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
38,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-04-22 14:56:43.843000,2025-04-16 22:53:44,5896.0,14.0,1665.0,187.0,5074.0,696.0,1243.0,6851.0,TensorFlows Visualization Toolkit.,325.0,43,True,2025-02-12 08:17:27.000,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],316605.0,314151.0,https://pypi.org/project/tensorboard,2025-02-12 08:17:27.000,2454.0,25837225.0,25931920.0,https://anaconda.org/conda-forge/tensorboard,2025-04-22 14:56:43.843,5492324.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
39,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2025-04-22 14:57:24.136000,2023-01-30 18:15:21,1757.0,,8614.0,1058.0,1459.0,121.0,1726.0,35851.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,42,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,66763.0,65215.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,26556201.0,26562538.0,https://anaconda.org/conda-forge/gym,2025-04-22 14:57:24.136,380272.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
40,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-04-24 14:38:40.959105,2025-04-24 13:06:37,22229.0,503.0,3165.0,302.0,25266.0,746.0,12598.0,34370.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",313.0,42,True,2025-04-23 13:14:33.000,2.5.7,117.0,pymilvus,,milvusdb/milvus,,,253.0,,https://pypi.org/project/pymilvus,2025-04-23 13:14:33.000,253.0,1807885.0,2840806.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-04-24 14:38:40.959105,78.0,68762227.0,1.0,344290.0,,,,,,,,,,,,,,,,,,,
41,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2025-04-19 19:47:43.000000,2025-04-19 19:47:43,2849.0,45.0,7590.0,607.0,2253.0,244.0,1596.0,26894.0,The fastai deep learning library.,674.0,42,True,2025-04-18 21:15:10.000,2.8.1,155.0,fastai,,,,['pytorch'],22294.0,21966.0,https://pypi.org/project/fastai,2025-04-18 21:15:10.000,328.0,501060.0,501060.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,
42,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-04-22 14:56:53.980000,2025-04-22 14:37:19,2828.0,40.0,3357.0,245.0,1050.0,673.0,1944.0,23773.0,A game theoretic approach to explain the output of any machine learning model.,267.0,42,True,2025-04-17 18:14:16.000,0.47.2,107.0,shap,conda-forge/shap,,,,30945.0,29986.0,https://pypi.org/project/shap,2025-04-17 18:14:16.000,959.0,7355698.0,7467179.0,https://anaconda.org/conda-forge/shap,2025-04-22 14:56:53.980,5797062.0,,,,,1.0,,,,,,,shap/shap,,,,,,,,,,,,,
43,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-04-24 14:50:50.000000,2025-04-23 13:45:20,3141.0,167.0,3725.0,437.0,3729.0,339.0,2641.0,18838.0,Open standard for machine learning interoperability.,345.0,42,True,2024-10-01 21:45:45.000,1.17.0,35.0,onnx,conda-forge/onnx,,,,45625.0,44361.0,https://pypi.org/project/onnx,2024-10-01 21:45:45.000,1264.0,6998903.0,7028837.0,https://anaconda.org/conda-forge/onnx,2025-04-22 14:56:43.974,1721177.0,,,,,1.0,23370.0,,,,,,,,,,,,,,,,,,,
44,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-04-24 13:58:56.000000,2025-04-24 13:58:56,3656.0,27.0,3873.0,436.0,3362.0,422.0,3123.0,17153.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",326.0,42,True,2025-02-15 04:02:50.000,4.6.0,39.0,lightgbm,conda-forge/lightgbm,,,,51303.0,50055.0,https://pypi.org/project/lightgbm,2025-02-15 04:02:50.000,1248.0,10076050.0,10141396.0,https://anaconda.org/conda-forge/lightgbm,2025-04-22 14:56:38.692,3428956.0,,,,,2.0,288228.0,,,,,,,,,,,,,,,,,,,
45,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-04-24 11:35:15.000000,2025-04-23 16:31:23,4050.0,67.0,7040.0,467.0,5568.0,1095.0,2585.0,16770.0,"Datasets, Transforms and Models specific to Computer Vision.",635.0,42,True,2025-04-23 16:03:55.000,0.22.0,51.0,torchvision,conda-forge/torchvision,,,['pytorch'],6995.0,21.0,https://pypi.org/project/torchvision,2025-04-23 14:41:49.000,6974.0,16934563.0,16987204.0,https://anaconda.org/conda-forge/torchvision,2025-04-22 14:56:44.476,2558824.0,,,,,1.0,40466.0,,,,,,,,,,,,,,,,,,,
46,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-04-24 14:29:53.000000,2025-04-23 18:37:58,7888.0,269.0,732.0,62.0,6197.0,634.0,2916.0,9780.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",211.0,42,True,2025-04-22 21:53:22.000,0.19.10,308.0,wandb,conda-forge/wandb,,,,76369.0,74557.0,https://pypi.org/project/wandb,2025-04-22 21:50:14.000,1812.0,17133224.0,17151281.0,https://anaconda.org/conda-forge/wandb,2025-04-23 18:02:45.083,1028504.0,,,,,1.0,693.0,,,,,,wandb/wandb,,,,,,,,,,,,,
47,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-04-22 14:56:25.338000,2025-04-22 06:53:11,3873.0,18.0,802.0,137.0,1576.0,136.0,1944.0,9722.0,Declarative visualization library for Python.,176.0,42,True,2024-11-24 00:12:10.000,5.5.0,43.0,altair,conda-forge/altair,,,,223282.0,222366.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,28138645.0,28205730.0,https://anaconda.org/conda-forge/altair,2025-04-22 14:56:25.338,2683344.0,,,,,1.0,231.0,,,,,,vega/altair,,,,,,,,,,,,,
48,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-04-24 10:19:51.000000,2025-04-24 10:19:49,1729.0,71.0,1059.0,98.0,1733.0,120.0,1682.0,8650.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",340.0,42,True,2025-04-01 13:48:21.000,1.6.0,72.0,accelerate,conda-forge/accelerate,,,['pytorch'],88990.0,86995.0,https://pypi.org/project/accelerate,2025-04-01 11:53:01.000,1995.0,10842316.0,10851073.0,https://anaconda.org/conda-forge/accelerate,2025-04-22 14:58:02.306,367802.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
49,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-04-24 11:09:06.000000,2025-04-24 11:09:01,49388.0,377.0,1215.0,189.0,411.0,614.0,1823.0,8363.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1319.0,42,True,2025-04-13 10:45:50.000,1.2.8,114.0,catboost,conda-forge/catboost,,,,670.0,16.0,https://pypi.org/project/catboost,2025-04-13 10:12:07.000,654.0,2925929.0,2967636.0,https://anaconda.org/conda-forge/catboost,2025-04-22 14:56:50.403,1990516.0,,,,,2.0,377816.0,,,,,,,,,,,,,,,,,,,
50,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-04-22 14:56:23.748000,2025-04-04 01:28:22,14320.0,68.0,2254.0,183.0,4641.0,809.0,2161.0,6233.0,Image processing in Python.,682.0,42,False,2025-02-18 18:05:27.000,0.25.2,74.0,scikit-image,conda-forge/scikit-image,,,,233577.0,226626.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,13600947.0,13736434.0,https://anaconda.org/conda-forge/scikit-image,2025-04-22 14:56:23.748,7858275.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-04-22 08:23:39.000000,2025-04-22 08:22:00,6451.0,57.0,8063.0,452.0,3284.0,93.0,9465.0,48617.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",284.0,41,True,2025-03-07 07:04:27.000,2.10.0,49.0,paddleocr,,,,['paddle'],5355.0,5220.0,https://pypi.org/project/paddleocr,2025-03-07 07:04:27.000,135.0,363350.0,395939.0,,,,,,,,1.0,1792425.0,,,,,,,,,,,,,,,,,,,
52,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-04-24 05:52:28.000000,2025-04-23 21:58:01,2762.0,104.0,4338.0,352.0,3273.0,1040.0,2025.0,38078.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",380.0,41,True,2025-04-18 15:37:44.000,0.16.7,106.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],12916.0,12644.0,https://pypi.org/project/deepspeed,2025-04-18 15:37:44.000,272.0,674103.0,674452.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,22038.0,1.0,,,,,,,deepspeedai/DeepSpeed,,,,,,,,,,,,,
53,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-04-24 06:14:22.000000,2025-04-24 06:11:27,1442.0,76.0,3763.0,481.0,1427.0,254.0,2385.0,34516.0,A library for efficient similarity search and clustering of dense vectors.,219.0,41,True,2025-04-23 13:14:33.000,2.5.7,117.0,pymilvus,conda-forge/faiss,,,,4986.0,4733.0,https://pypi.org/project/pymilvus,2025-04-23 13:14:33.000,253.0,1807885.0,1850140.0,https://anaconda.org/conda-forge/faiss,2025-04-22 14:57:26.087,2450832.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-04-22 15:50:11.000000,2025-04-22 15:50:11,2711.0,33.0,4867.0,316.0,603.0,50.0,917.0,33928.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",171.0,41,True,2025-02-23 05:07:06.000,1.0.15,66.0,timm,conda-forge/timm,,,['pytorch'],55101.0,54000.0,https://pypi.org/project/timm,2025-02-23 05:05:53.000,1101.0,6914478.0,7029264.0,https://anaconda.org/conda-forge/timm,2025-04-22 14:57:29.925,367093.0,,,,,1.0,7692617.0,,,,,,huggingface/pytorch-image-models,,-1.0,,,,,,,,,,,
55,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-04-23 21:31:56.000000,2025-04-23 21:31:56,1506.0,85.0,2620.0,251.0,717.0,174.0,1377.0,16784.0,Download market data from Yahoo! Finances API.,132.0,41,True,2025-04-23 21:26:33.000,0.2.56,128.0,yfinance,ranaroussi/yfinance,,,,74062.0,73126.0,https://pypi.org/project/yfinance,2025-04-23 21:26:33.000,936.0,3116369.0,3118546.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,97981.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-04-24 01:46:42.000000,2025-04-24 01:46:39,1289.0,86.0,1670.0,126.0,1210.0,232.0,1006.0,14843.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,168.0,41,True,2025-02-28 18:16:14.000,2.0.5,85.0,albumentations,conda-forge/albumentations,,,['pytorch'],36493.0,35837.0,https://pypi.org/project/albumentations,2025-02-28 18:16:35.000,656.0,6566696.0,6571447.0,https://anaconda.org/conda-forge/albumentations,2025-04-22 14:57:06.407,270834.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-04-24 00:34:28.000000,2025-04-24 00:34:28,9395.0,14.0,1202.0,135.0,5578.0,263.0,4510.0,14400.0,Data Versioning and ML Experiments.,310.0,41,True,2025-02-15 11:14:43.000,3.59.1,543.0,dvc,conda-forge/dvc,,,,22875.0,22738.0,https://pypi.org/project/dvc,2025-02-15 11:14:43.000,137.0,785367.0,832881.0,https://anaconda.org/conda-forge/dvc,2025-04-22 14:57:08.979,2755839.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
58,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-04-22 14:56:38.733000,2025-02-06 21:30:01,1425.0,24.0,1703.0,253.0,743.0,475.0,1569.0,13335.0,Video editing with Python.,182.0,41,True,2025-01-10 11:54:12.000,2.1.2,89.0,moviepy,conda-forge/moviepy,,,,61521.0,60473.0,https://pypi.org/project/moviepy,2025-01-10 11:54:12.000,1048.0,2966965.0,2970165.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,297605.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-04-22 14:56:28.348000,2025-04-20 20:10:01,10240.0,61.0,2073.0,223.0,4210.0,359.0,3104.0,8977.0,Bayesian Modeling and Probabilistic Programming in Python.,514.0,41,True,2025-04-03 15:02:31.000,5.21.2,100.0,pymc3,conda-forge/pymc3,,,,6777.0,6585.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,307663.0,319023.0,https://anaconda.org/conda-forge/pymc3,2025-04-22 14:56:28.348,658046.0,,,,,1.0,1971.0,,,,,,,,,,,,,,,,,,,
60,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-04-24 13:21:06.000000,2025-04-23 08:15:47,5373.0,230.0,1525.0,106.0,4886.0,1111.0,1744.0,8355.0,A unified framework for machine learning with time series.,460.0,41,True,2025-04-12 14:37:46.000,0.37.0,89.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4442.0,4297.0,https://pypi.org/project/sktime,2025-04-12 14:37:46.000,145.0,1018309.0,1042649.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-04-22 14:57:58.124,1095264.0,,,,,1.0,111.0,,,,,,sktime/sktime,,,,,,,,,,,,,
61,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-04-22 14:56:20.144000,2025-04-03 08:55:05,2386.0,56.0,582.0,89.0,946.0,257.0,1031.0,4090.0,Manipulation and analysis of geometric objects.,168.0,41,True,2025-04-03 09:13:56.000,2.1.0,128.0,shapely,conda-forge/shapely,,,,107370.0,103447.0,https://pypi.org/project/shapely,2025-04-03 09:13:56.000,3923.0,44559128.0,44771025.0,https://anaconda.org/conda-forge/shapely,2025-04-22 14:56:20.144,11861231.0,,,,,1.0,3818.0,,,,,,,,,,,,,,,,,,,
62,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-04-24 13:07:40.000000,2025-04-24 13:07:39,36756.0,288.0,13469.0,931.0,26486.0,1239.0,,24791.0,Apache Flink Python API.,2007.0,40,True,2025-02-12 19:13:03.000,1.19.2,52.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2025-02-12 19:13:03.000,35.0,5544432.0,5544432.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
63,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-04-24 00:48:37.000000,2025-04-23 08:01:28,7787.0,91.0,3801.0,255.0,3445.0,1180.0,2707.0,22256.0,Graph Neural Network Library for PyTorch.,542.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],9294.0,8939.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,621274.0,623899.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-04-22 14:57:29.443,149672.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-04-23 09:08:58.000000,2025-03-31 11:51:48,6652.0,105.0,2108.0,199.0,1287.0,115.0,2301.0,14143.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,40,True,2025-02-05 14:46:22.000,0.15.1,35.0,flair,conda-forge/python-flair,,,['pytorch'],4081.0,3932.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,149.0,105226.0,105953.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,41458.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-04-22 14:56:27.771000,2025-04-05 11:47:41,8308.0,14.0,3419.0,479.0,746.0,46.0,2192.0,13965.0,A toolkit for making real world machine learning and data analysis applications in C++.,203.0,40,False,2025-04-19 23:36:04.000,19.24.8,40.0,dlib,conda-forge/dlib,,,,37409.0,37176.0,https://pypi.org/project/dlib,2025-04-19 23:36:04.000,233.0,209453.0,228607.0,https://anaconda.org/conda-forge/dlib,2025-04-22 14:56:27.771,1098437.0,,,,,2.0,25572.0,,,,,,,,,,,,,,,,,,,
66,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-04-23 20:31:27.000000,2025-04-23 20:31:26,4150.0,123.0,1163.0,135.0,3383.0,334.0,1260.0,2155.0,A library for training and deploying machine learning models on Amazon SageMaker.,477.0,40,True,2025-04-23 13:36:09.000,2.243.3,629.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",5942.0,5763.0,https://pypi.org/project/sagemaker,2025-04-23 13:36:09.000,179.0,23185078.0,23211348.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-04-22 14:57:16.707,1471152.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
67,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2025-04-22 15:32:24.964000,2023-01-26 21:28:45,11896.0,,6788.0,1068.0,11124.0,1805.0,7758.0,20804.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",984.0,39,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7998.0,7872.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,120.0,659863.0,660262.0,https://anaconda.org/anaconda/mxnet,2025-04-22 15:32:24.964,11908.0,,,,,2.0,28329.0,,,,,,apache/mxnet,,,,,,6.0,,,,,,,
68,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-04-11 14:41:21.000000,2025-01-14 10:26:14,32383.0,,4767.0,360.0,6434.0,141.0,6644.0,20033.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21.000,3.6.21,374.0,rasa,,,,['tensorflow'],5180.0,5120.0,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,218790.0,218790.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-04-19 11:26:51.000000,2025-04-19 11:26:25,1990.0,160.0,2544.0,176.0,280.0,6.0,1177.0,18781.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",87.0,39,True,2024-08-17 07:30:49.000,0.0.93,92.0,deepface,,,,,7061.0,7017.0,https://pypi.org/project/deepface,2024-08-17 07:24:30.000,44.0,657418.0,657418.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-04-16 15:56:40.000000,2025-04-16 15:56:38,10503.0,71.0,1447.0,135.0,1350.0,146.0,1033.0,9735.0,A PyTorch-based Speech Toolkit.,257.0,39,True,2025-04-07 17:05:07.000,1.0.3,19.0,speechbrain,,,,['pytorch'],3389.0,3310.0,https://pypi.org/project/speechbrain,2025-04-07 17:17:04.000,79.0,1346482.0,1346482.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-04-22 14:57:31.323000,2025-03-18 16:33:44,1860.0,5.0,866.0,122.0,705.0,78.0,978.0,9620.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,106.0,39,True,2025-03-13 10:50:56.000,0.21.1,110.0,tokenizers,conda-forge/tokenizers,,,,161917.0,160623.0,https://pypi.org/project/tokenizers,2025-03-13 10:50:56.000,1294.0,50783117.0,50833327.0,https://anaconda.org/conda-forge/tokenizers,2025-04-22 14:57:31.323,2861917.0,,,,,1.0,74.0,,,,,,,,,,,,,,,,,,,
72,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2025-04-24 14:55:25.000000,2025-04-24 14:41:10,23236.0,645.0,617.0,65.0,4138.0,564.0,1114.0,9422.0,"Visualize, create, and debug image and video datasets and model predictions.",153.0,39,True,2025-04-04 20:25:17.000,1.4.1,157.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",958.0,932.0,https://pypi.org/project/fiftyone,2025-04-04 20:23:16.000,26.0,149492.0,149492.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
73,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-04-24 13:17:17.000000,2025-04-22 15:51:39,1979.0,40.0,2230.0,161.0,951.0,96.0,1091.0,7102.0,Python Data. Leaflet.js Maps.,174.0,39,True,2025-02-27 20:00:19.000,0.19.5,39.0,folium,conda-forge/folium,,,,58808.0,57945.0,https://pypi.org/project/folium,2025-02-27 20:00:19.000,863.0,2162212.0,2234304.0,https://anaconda.org/conda-forge/folium,2025-04-22 14:56:20.778,3676699.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
