,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
39,scikit-image,scikit-image/scikit-image,,image,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000000,2022-01-06 13:06:59.000000,2022-01-06 09:29:32.000000,1929,314.0,2032.0,4705.0,,Image processing in Python.,539.0,34,True,2021-12-15 17:06:01.000000,0.19.1,43.0,scikit-image,conda-forge/scikit-image,,,,104653.0,89879.0,https://pypi.org/project/scikit-image,2021-12-15 17:04:53.000000,14774.0,5940463.0,5985859.0,https://anaconda.org/conda-forge/scikit-image,2021-12-17 22:08:09.599000,3086946.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,Thinc,explosion/thinc,,ml-frameworks,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2022-01-04 15:57:05.000000,2021-12-21 12:40:42.000000,227,20.0,97.0,2430.0,5011.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",43.0,34,True,2021-11-05 12:27:02.000000,8.0.13,200.0,thinc,conda-forge/thinc,,,,19293.0,18155.0,https://pypi.org/project/thinc,2021-12-17 10:16:52.000000,1138.0,4891637.0,4921931.0,https://anaconda.org/conda-forge/thinc,2021-12-08 16:36:35.030000,1787360.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
41,TF Addons,tensorflow/addons,,tensorflow-utils,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000000,2022-01-06 14:44:09.000000,2022-01-03 15:51:36.000000,485,218.0,698.0,1429.0,1429.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,182.0,34,True,2021-11-10 21:09:55.000000,0.15.0,28.0,tensorflow-addons,,,,['tensorflow'],5055.0,5037.0,https://pypi.org/project/tensorflow-addons,2021-11-10 21:40:18.000000,18.0,6937220.0,6937220.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,Airflow,apache/airflow,,data-pipelines,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000000,2022-01-06 14:10:44.000000,2022-01-06 13:57:37.000000,9817,909.0,3908.0,24594.0,,"Platform to programmatically author, schedule, and monitor workflows.",2221.0,33,True,2021-12-21 17:25:57.000000,2.2.3,100.0,apache-airflow,conda-forge/airflow,apache/airflow,,,294.0,,https://pypi.org/project/apache-airflow,2021-12-21 16:23:13.000000,294.0,3825292.0,4553105.0,https://anaconda.org/conda-forge/airflow,2021-12-22 16:00:13.998000,519848.0,https://hub.docker.com/r/apache/airflow,2021-12-21 23:47:08.459338,309.0,57959701.0,1.0,229453.0,,stable/airflow,,,,,,,,,,,,,,,,,,
43,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2022-01-05 17:37:55.000000,2022-01-05 06:57:13.000000,6882,1953.0,7695.0,19811.0,11765.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",971.0,33,True,2021-12-18 21:55:54.000000,1.9.0,981.0,mxnet,mxnet,,,['mxnet'],444.0,,https://pypi.org/project/mxnet,2021-12-18 21:55:54.000000,444.0,277978.0,278476.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,6864.0,,,,,2.0,24410.0,,,,,,,,0.0,,,,,,,,,,,,
44,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2022-01-06 13:49:36.000000,2022-01-04 09:19:12.000000,3843,715.0,6107.0,15858.0,,"Interactive Data Visualization in the browser, from Python.",590.0,33,True,2021-11-22 17:49:14.000000,2.4.2,116.0,bokeh,conda-forge/bokeh,,,,48650.0,42778.0,https://pypi.org/project/bokeh,2021-12-09 00:55:55.000000,5872.0,1864630.0,1974930.0,https://anaconda.org/conda-forge/bokeh,2021-11-22 21:24:20.205000,6287113.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,dash,plotly/dash,,data-viz,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2022-01-06 14:36:10.000000,2021-12-24 23:36:39.000000,1608,553.0,617.0,15689.0,5518.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",103.0,33,True,2021-09-04 01:00:46.000000,2.0.0,143.0,dash,conda-forge/dash,,,,1773.0,165.0,https://pypi.org/project/dash,2021-09-04 00:32:40.000000,1608.0,1142189.0,1149910.0,https://anaconda.org/conda-forge/dash,2021-09-21 14:47:05.413000,339731.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,mlflow,mlflow/mlflow,,ml-experiments,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000000,2022-01-06 12:24:40.000000,2022-01-06 10:23:45.000000,2413,936.0,1182.0,11000.0,2426.0,Open source platform for the machine learning lifecycle.,347.0,33,True,2021-11-30 01:37:44.000000,1.22.0,52.0,mlflow,conda-forge/mlflow,,,,154.0,,https://pypi.org/project/mlflow,2021-11-30 00:54:31.000000,154.0,14594095.0,14608106.0,https://anaconda.org/conda-forge/mlflow,2021-12-08 06:29:58.220000,462389.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2022-01-06 14:03:48.000000,2022-01-06 14:03:48.000000,2987,36.0,1943.0,10842.0,7997.0,A toolkit for making real world machine learning and data analysis applications in C++.,171.0,33,False,2021-08-14 14:21:18.000000,19.22.1,29.0,dlib,conda-forge/dlib,,,,13948.0,12590.0,https://pypi.org/project/dlib,2021-08-14 14:21:18.000000,1358.0,115986.0,122237.0,https://anaconda.org/conda-forge/dlib,2021-04-03 09:47:47.788000,379996.0,,,,,2.0,24840.0,,,,,,,,,,,,,,,,,,,,
48,pandas-profiling,pandas-profiling/pandas-profiling,,data-viz,https://github.com/pandas-profiling/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,MIT,2016-01-09 23:47:55.000000,2022-01-04 02:35:02.000000,2022-01-01 10:43:58.000000,1195,95.0,434.0,8374.0,922.0,Create HTML profiling reports from pandas DataFrame objects.,83.0,33,True,2021-09-27 23:12:22.000000,3.1.0,31.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",6451.0,6291.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000000,160.0,1890069.0,1892877.0,https://anaconda.org/conda-forge/pandas-profiling,2021-09-28 13:50:05.966000,182557.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2022-01-03 03:44:42.000000,2022-01-03 03:44:42.000000,1261,169.0,772.0,8084.0,1619.0,Simple job queues for Python.,249.0,33,True,2021-12-07 12:48:17.000000,1.10.1,68.0,rq,conda-forge/rq,,,,12682.0,9358.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000000,3324.0,422762.0,423772.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099000,66672.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,
50,StatsModels,statsmodels/statsmodels,,ml-frameworks,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000000,2022-01-05 16:47:18.000000,2022-01-05 11:44:00.000000,2372,2242.0,2460.0,6985.0,,Statsmodels: statistical modeling and econometrics in Python.,349.0,33,True,2021-11-12 23:27:25.000000,0.13.1,29.0,statsmodels,conda-forge/statsmodels,,,,62236.0,55580.0,https://pypi.org/project/statsmodels,2021-12-15 13:56:38.577000,6656.0,6988523.0,7069783.0,https://anaconda.org/conda-forge/statsmodels,2021-11-13 01:23:06.115000,5444479.0,,,,,2.0,26.0,,,,,,,,,,,,,,,,,,,,
51,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2022-01-06 00:53:00.000000,2022-01-06 00:53:00.000000,631,142.0,905.0,5760.0,11214.0,A hyperparameter optimization framework.,172.0,33,True,2021-10-04 06:37:16.000000,2.10.0,42.0,optuna,conda-forge/optuna,,,,2505.0,2453.0,https://pypi.org/project/optuna,2021-12-06 06:45:58.000000,52.0,655843.0,657749.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864000,49567.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
52,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2022-01-01 15:57:53.000000,2022-01-01 15:57:43.000000,166,4.0,119.0,1120.0,1131.0,Simple Python interface for Graphviz.,17.0,33,True,2021-12-12 11:06:31.000000,0.19.1,53.0,graphviz,,,,,31278.0,26896.0,https://pypi.org/project/graphviz,2021-12-12 11:06:31.000000,4382.0,7964563.0,7964563.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
53,imageio,imageio/imageio,,image,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000000,2022-01-06 14:15:33.000000,2022-01-02 14:06:36.000000,193,72.0,335.0,973.0,1315.0,Python library for reading and writing image data.,83.0,33,True,2021-12-23 02:39:09.000000,2.13.5,45.0,imageio,conda-forge/imageio,,,,57608.0,53770.0,https://pypi.org/project/imageio,2021-12-23 02:39:06.000000,3838.0,17071299.0,17111985.0,https://anaconda.org/conda-forge/imageio,2021-12-29 11:44:58.030000,2441080.0,,,,,1.0,94.0,,,,,,,,,,,,,,,,,,,,
54,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-12-31 03:23:24.000000,2021-11-29 01:25:55.000000,7126,96.0,1447.0,21787.0,1851.0,The fastai deep learning library.,605.0,32,True,2021-10-23 07:16:08.000000,2.5.3,126.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-10-23 07:16:08.000000,368.0,199388.0,199388.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
55,PaddlePaddle,PaddlePaddle/Paddle,,ml-frameworks,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000000,2022-01-06 13:39:40.000000,2022-01-06 13:03:04.000000,4222,2777.0,12001.0,17398.0,15069.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,681.0,32,True,2021-12-08 05:04:30.000000,2.2.1,51.0,paddlepaddle,,,,['paddle'],102.0,86.0,https://pypi.org/project/paddlepaddle,2021-12-02 06:01:39.000000,16.0,94949.0,95184.0,,,,,,,,2.0,15307.0,,,,,,,,,,,,,,,,,,,,
56,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2021-12-31 00:20:29.231000,2020-06-01 14:58:26.000000,2167,256.0,219.0,12161.0,2913.0,Image augmentation for machine learning experiments.,36.0,32,False,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,9177.0,8621.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,556.0,224108.0,226026.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231000,59470.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
57,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2021-12-02 18:50:34.000000,2021-12-02 18:50:33.000000,2929,563.0,669.0,11912.0,4361.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,235.0,32,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1264.0,1100.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,164.0,252351.0,252351.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58,pyecharts,pyecharts/pyecharts,,data-viz,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2021-12-13 09:21:35.000000,2021-11-16 06:25:52.000000,2567,27.0,1505.0,11880.0,1522.0,Python Echarts Plotting Library.,30.0,32,True,2021-11-16 06:27:35.000000,1.9.1,67.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2259.0,1977.0,https://pypi.org/project/pyecharts,2021-11-16 06:27:35.000000,282.0,74233.0,74233.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
59,AllenNLP,allenai/allennlp,,nlp,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000000,2022-01-06 11:52:54.000000,2022-01-05 16:44:11.000000,2151,111.0,2383.0,10740.0,2357.0,"An open-source NLP research library, built on PyTorch.",255.0,32,True,2021-11-01 21:44:06.000000,2.8.0,247.0,allennlp,,,,['pytorch'],2391.0,2157.0,https://pypi.org/project/allennlp,2022-01-06 11:52:54.000000,234.0,31420.0,31420.0,,,,,,,,1.0,43.0,,,,,,,,,,,,,,,,,,,,
60,torchvision,pytorch/vision,,image,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000000,2022-01-06 13:53:08.000000,2022-01-06 12:31:44.000000,5438,584.0,1552.0,10652.0,,"Datasets, Transforms and Models specific to Computer Vision.",449.0,32,True,2021-12-16 10:07:38.000000,0.11.2,28.0,torchvision,conda-forge/torchvision,,,['pytorch'],4612.0,,https://pypi.org/project/torchvision,2021-12-15 22:24:28.000000,4612.0,2998124.0,3001378.0,https://anaconda.org/conda-forge/torchvision,2021-09-27 23:35:13.750000,159467.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2021-12-29 22:10:33.000000,2021-12-24 19:26:29.000000,1194,239.0,331.0,9447.0,698.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,100.0,32,True,2021-10-04 09:30:33.000000,1.1.0,49.0,albumentations,conda-forge/albumentations,,,['pytorch'],6315.0,6187.0,https://pypi.org/project/albumentations,2021-10-04 09:30:33.000000,128.0,182339.0,183291.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638000,29518.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,MoviePy,Zulko/moviepy,,image,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000000,2022-01-02 12:17:46.000000,2021-11-12 17:14:13.000000,1183,346.0,779.0,8849.0,1072.0,Video editing with Python.,145.0,32,True,2020-05-07 16:29:35.000000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,13783.0,12653.0,https://pypi.org/project/moviepy,2021-12-15 14:41:26.454000,1130.0,1425629.0,1427471.0,https://anaconda.org/conda-forge/moviepy,2020-02-23 19:57:49.975000,99490.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
63,TextBlob,sloria/TextBlob,,nlp,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05.000000,1057,101.0,154.0,8009.0,535.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,32,True,2021-10-22 03:18:24.000000,0.17.1,59.0,textblob,conda-forge/textblob,,,,19040.0,16548.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304000,2492.0,741979.0,744243.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233000,147166.0,,,,,1.0,97.0,,,,,,,,,,,,,,,,,,,,
64,tensorboardX,lanpa/tensorboardX,,ml-experiments,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000000,2021-12-26 14:56:05.000000,2021-12-26 14:56:05.000000,841,74.0,362.0,7196.0,479.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",70.0,32,True,2021-11-21 09:12:04.000000,2.4.1,16.0,tensorboardX,conda-forge/tensorboardx,,,,17662.0,16328.0,https://pypi.org/project/tensorboardX,2021-11-21 09:12:04.000000,1334.0,560099.0,573212.0,https://anaconda.org/conda-forge/tensorboardx,2021-08-10 02:00:22.589000,629166.0,,,,,1.0,341.0,,,,,,,,,,,,,,,,,,,,
65,Hyperopt,hyperopt/hyperopt,,hyperopt,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000000,2021-12-16 22:20:37.000000,2021-11-29 10:21:36.000000,924,357.0,231.0,6017.0,1194.0,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,32,True,2021-11-17 10:05:44.000000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,6014.0,5510.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000000,504.0,1743594.0,1751525.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292000,317254.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
66,CuPy,cupy/cupy,,gpu-utilities,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000000,2022-01-06 09:48:29.000000,2022-01-06 05:03:40.000000,534,360.0,1268.0,5667.0,24173.0,NumPy & SciPy for GPU.,293.0,32,True,2021-12-09 06:46:26.000000,10.0.0,105.0,cupy,conda-forge/cupy,cupy/cupy,,,1098.0,906.0,https://pypi.org/project/cupy,2021-12-09 03:55:11.000000,192.0,89933.0,132292.0,https://anaconda.org/conda-forge/cupy,2021-12-16 20:36:38.854000,1108452.0,https://hub.docker.com/r/cupy/cupy,2021-12-09 06:50:02.321705,7.0,53743.0,1.0,23802.0,,,,,,,,,,,,,,,,,,,,
67,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2022-01-05 05:33:36.000000,2022-01-05 04:28:43.000000,1374,18.0,2026.0,5666.0,30604.0,A flexible framework of neural networks for deep learning.,320.0,32,True,2022-01-05 05:33:36.000000,7.8.1,111.0,chainer,,,,,3205.0,2463.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000000,742.0,19007.0,19007.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
68,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,,sklearn-utils,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000000,2021-12-20 08:30:06.000000,2021-12-07 14:20:09.000000,1131,56.0,439.0,5648.0,757.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,61.0,32,True,2021-09-29 13:11:34.000000,0.8.1,28.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],9001.0,8721.0,https://pypi.org/project/imbalanced-learn,2021-09-29 12:58:22.000000,280.0,2730940.0,2734400.0,https://anaconda.org/conda-forge/imbalanced-learn,2021-09-29 14:10:14.261000,176507.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
69,UMAP,lmcinnes/umap,,data-viz,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2022-01-04 22:01:11.000000,2022-01-04 22:01:11.000000,602,305.0,285.0,5319.0,1561.0,Uniform Manifold Approximation and Projection.,97.0,32,True,2021-10-29 16:33:56.000000,0.5.2,36.0,umap-learn,,,,,4556.0,4330.0,https://pypi.org/project/umap-learn,2021-10-29 16:33:56.000000,226.0,1497378.0,1497378.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
70,MLxtend,rasbt/mlxtend,,sklearn-utils,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000000,2022-01-04 16:01:32.000000,2022-01-04 14:57:26.000000,729,99.0,299.0,3747.0,1253.0,A library of extension and helper modules for Python's data analysis and machine learning libraries.,85.0,32,True,2021-09-03 00:02:55.000000,0.19.0,47.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],5103.0,4913.0,https://pypi.org/project/mlxtend,2021-09-03 00:02:55.000000,190.0,1469032.0,1472582.0,https://anaconda.org/conda-forge/mlxtend,2021-09-03 13:27:33.719000,191740.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,SageMaker SDK,aws/sagemaker-python-sdk,,ml-experiments,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000000,2022-01-06 10:40:27.000000,2022-01-05 23:25:39.000000,724,324.0,638.0,1538.0,2305.0,A library for training and deploying machine learning models on Amazon SageMaker.,240.0,32,True,2021-12-20 16:35:39.000000,2.72.1,396.0,sagemaker,,,,"['mxnet', 'tensorflow']",1033.0,1005.0,https://pypi.org/project/sagemaker,2021-12-20 16:35:39.000000,28.0,2210185.0,2210185.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,dask.distributed,dask/distributed,,distributed-ml,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000000,2022-01-06 12:21:51.000000,2022-01-06 02:10:47.000000,581,881.0,1661.0,1285.0,,A distributed task scheduler for Dask.,258.0,32,True,2021-12-10 19:50:18.000000,2021.12.0,164.0,distributed,conda-forge/distributed,,,,23356.0,21578.0,https://pypi.org/project/distributed,2021-12-10 19:50:18.000000,1778.0,4889608.0,4978072.0,https://anaconda.org/conda-forge/distributed,2021-12-11 01:03:02.700000,6015589.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,Keras,keras-team/keras,,ml-frameworks,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000000,2022-01-06 09:31:23.000000,2022-01-06 05:40:19.000000,18898,247.0,10797.0,53615.0,6317.0,Deep Learning for humans.,1013.0,31,True,2021-11-03 16:24:54.000000,2.7.0,59.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],0.0,,https://pypi.org/project/keras,2021-12-21 23:41:49.000000,0.0,7179141.0,7209755.0,https://anaconda.org/conda-forge/keras,2021-11-25 20:30:37.739000,1989949.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
74,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2021-07-25 14:17:48.000000,2020-02-15 08:33:35.000000,6437,630.0,208.0,27672.0,523.0,Chinese Words Segmentation Utilities.,48.0,31,False,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,14582.0,12066.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,512246.0,513999.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597000,99938.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
75,ChatterBot,gunthercox/ChatterBot,,nlp,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2021-12-30 02:23:26.000000,2021-06-01 10:43:00.000000,3910,300.0,1247.0,11887.0,1848.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,31,True,2020-08-22 18:42:43.000000,1.0.8,86.0,chatterbot,,,,,4752.0,4072.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,680.0,30908.0,30908.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
