,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-03-20 23:22:09.000000,2024-03-20 23:22:08,2186.0,67.0,4533.0,307.0,449.0,72.0,777.0,29248.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",133.0,41,True,2024-02-19 19:35:21.000,0.9.16,56.0,timm,conda-forge/timm,,,['pytorch'],25308.0,24893.0,https://pypi.org/project/timm,4762723.0,4874392.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,126596.0,,,,,1.0,6309982.0,2024-02-19 19:33:42.000,415.0,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,
40,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-03-21 14:23:19.000000,2024-03-21 10:57:07,19376.0,689.0,2699.0,289.0,19380.0,612.0,9764.0,26181.0,"A cloud-native vector database, storage for next generation AI applications.",267.0,41,True,2024-03-20 11:14:39.000,2.4.0-rc.1,100.0,pymilvus,,milvusdb/milvus,,,89.0,,https://pypi.org/project/pymilvus,653757.0,877654.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-03-21 13:29:28.789220,43.0,11805103.0,1.0,79266.0,2024-03-20 10:41:55.000,89.0,,,,,,,,,,,,,,,,,,
41,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-03-21 13:07:50.000000,2024-03-21 13:07:45,7353.0,262.0,1967.0,418.0,1044.0,826.0,884.0,20318.0,Data Apps & Dashboards for Python. No JavaScript Required.,148.0,41,True,2024-03-06 20:00:34.000,2.16.1,176.0,dash,conda-forge/dash,,,,61478.0,59980.0,https://pypi.org/project/dash,2882169.0,2909152.0,https://anaconda.org/conda-forge/dash,2024-03-10 12:59:07.948,1214219.0,,,,,1.0,70.0,2024-03-06 19:54:50.000,1498.0,,,,,,,,,,,,,,,,,,
42,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-03-20 20:28:02.000000,2024-03-20 20:28:02,9236.0,110.0,1129.0,135.0,5413.0,300.0,4301.0,13006.0,ML Experiments and Data Management with Git.,292.0,41,True,2024-03-11 15:04:18.000,3.48.4,520.0,dvc,conda-forge/dvc,,,,13812.0,13717.0,https://pypi.org/project/dvc,548708.0,591714.0,https://anaconda.org/conda-forge/dvc,2024-03-17 03:30:44.568,1773520.0,,,,,1.0,43140.0,2024-03-11 15:04:18.000,95.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
43,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-03-19 11:25:23.000000,2024-01-29 09:04:39,14509.0,3.0,2722.0,469.0,1454.0,245.0,1513.0,12925.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,41,True,,,17.0,nltk,conda-forge/nltk,,,,259246.0,259246.0,https://pypi.org/project/nltk,17793786.0,17820566.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2437008.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
44,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-03-06 18:45:12.000000,2024-02-25 13:25:28,1189.0,54.0,2142.0,236.0,540.0,185.0,1127.0,11568.0,Download market data from Yahoo! Finances API.,108.0,41,True,2024-02-25 13:35:19.000,0.2.37,109.0,yfinance,ranaroussi/yfinance,,,,35353.0,35016.0,https://pypi.org/project/yfinance,1719800.0,1722540.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,87711.0,,,,,1.0,,2024-02-25 13:35:19.000,337.0,,,,,,,,,,,,,,,,,,
45,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-03-20 15:19:56.000000,2024-03-20 15:19:55,3643.0,33.0,723.0,140.0,1340.0,165.0,1758.0,8834.0,Declarative statistical visualization library for Python.,162.0,41,True,2023-11-28 06:23:39.000,5.2.0,27.0,altair,conda-forge/altair,,,,115606.0,115606.0,https://pypi.org/project/altair,22642384.0,22722494.0,https://anaconda.org/conda-forge/altair,2024-03-18 18:06:28.424,2162948.0,,,,,1.0,113.0,,,,,,,,,,,,,,,,,,,,
46,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-03-21 04:07:45.000000,2024-03-21 00:16:02,6220.0,194.0,588.0,57.0,4158.0,860.0,2172.0,8023.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,175.0,41,True,2024-03-05 21:28:02.000,0.16.4,269.0,wandb,conda-forge/wandb,,,,41624.0,40861.0,https://pypi.org/project/wandb,13365463.0,13376017.0,https://anaconda.org/conda-forge/wandb,2024-02-06 19:13:02.985,464378.0,,,,,1.0,,2024-03-05 21:19:33.000,763.0,wandb/wandb,,,,,,,,,,,,,,,,,
47,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-02-23 04:21:13.000000,2023-01-30 18:15:21,1757.0,,8542.0,1063.0,1450.0,87.0,1717.0,33719.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,53960.0,51247.0,https://pypi.org/project/gym,930627.0,936321.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,267650.0,,,,,1.0,,2023-07-20 15:30:49.667,2713.0,,,,,,,,,,,,,,,,,,
48,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-03-07 16:39:48.000000,2024-03-04 02:10:25,2754.0,13.0,7313.0,613.0,2219.0,191.0,1586.0,25443.0,The fastai deep learning library.,247.0,40,True,2024-02-01 00:26:04.000,2.7.14,51.0,fastai,,,,['pytorch'],16592.0,16592.0,https://pypi.org/project/fastai,443511.0,443511.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
49,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-03-21 12:40:27.000000,2024-03-06 15:19:44,32608.0,16.0,4494.0,348.0,6350.0,115.0,6641.0,17773.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2024-03-04 17:27:13.000,3.6.19,372.0,rasa,,,,['tensorflow'],4087.0,4020.0,https://pypi.org/project/rasa,134798.0,134798.0,,,,,,,,1.0,,2024-03-04 17:26:58.000,67.0,,,,,,,,,,,,,,,,,,
50,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-03-21 11:29:48.000000,2024-03-19 07:42:58,1350.0,59.0,2269.0,130.0,365.0,1010.0,914.0,13408.0,Multilingual Sentence & Image Embeddings with BERT.,146.0,40,True,2024-03-01 08:18:33.000,2.5.1,48.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],28075.0,27342.0,https://pypi.org/project/sentence-transformers,3711658.0,3716622.0,https://anaconda.org/conda-forge/sentence-transformers,2024-03-01 13:46:07.960,208489.0,,,,,1.0,,2024-03-01 08:18:32.000,733.0,,,,,,,,,,,,,,,,,,
51,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-03-13 12:15:00.000000,2024-03-13 12:14:59,8246.0,12.0,3268.0,476.0,696.0,47.0,2128.0,12908.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,40,False,2024-03-10 17:01:06.000,19.24.3,36.0,dlib,conda-forge/dlib,,,,26511.0,25708.0,https://pypi.org/project/dlib,401456.0,416441.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,663510.0,,,,,2.0,25402.0,2023-06-03 20:05:00.841,803.0,,,,,,,,,,,,,,,,,,
52,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-03-21 14:01:45.000000,2024-03-21 14:01:44,9786.0,72.0,1905.0,226.0,3866.0,253.0,2990.0,8094.0,Bayesian Modeling and Probabilistic Programming in Python.,482.0,40,True,2024-03-15 12:40:06.000,5.11.0,79.0,pymc3,conda-forge/pymc3,,,,3179.0,2929.0,https://pypi.org/project/pymc3,863061.0,869275.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,551608.0,,,,,1.0,1936.0,2022-03-15 10:10:19.000,250.0,,,,,,,,,,,,,,,,,,
53,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-03-21 14:14:58.000000,2024-03-21 13:42:03,1343.0,133.0,754.0,100.0,1282.0,127.0,1166.0,6751.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",233.0,40,True,2024-03-12 16:58:44.000,0.28.0,44.0,accelerate,conda-forge/accelerate,,,['pytorch'],30133.0,29516.0,https://pypi.org/project/accelerate,7714177.0,7717928.0,https://anaconda.org/conda-forge/accelerate,2024-03-13 13:00:50.817,108786.0,,,,,1.0,,2024-03-12 15:54:38.000,617.0,,,,,,,,,,,,,,,,,,
54,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-03-21 14:29:33.000000,2024-03-21 14:29:33,8920.0,4117.0,725.0,44.0,774.0,428.0,1414.0,6677.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",152.0,40,True,2024-03-21 00:53:42.000,1.32.9,701.0,litellm,,,,others,1243.0,1165.0,https://pypi.org/project/litellm,407118.0,407146.0,,,,,,,,1.0,28.0,2024-03-21 00:40:27.000,78.0,,,,,,,,,,,,,,,,,,
55,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-03-19 15:34:30.000000,2024-03-19 15:34:30,1898.0,58.0,855.0,107.0,1566.0,357.0,1201.0,4115.0,Python tools for geographic data.,221.0,40,True,2024-01-31 19:22:01.000,0.14.3,35.0,geopandas,conda-forge/geopandas,,,['pandas'],32622.0,32622.0,https://pypi.org/project/geopandas,6050106.0,6126778.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3449109.0,,,,,1.0,2464.0,,,,,,,,,,,,,,,,,,,,
56,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-03-21 08:29:21.000000,2024-03-20 13:46:07,5730.0,85.0,700.0,55.0,4968.0,1502.0,2318.0,1533.0,A distributed task scheduler for Dask.,323.0,40,True,2024-03-15 09:21:52.000,2024.3.1,224.0,distributed,conda-forge/distributed,,,,34683.0,33343.0,https://pypi.org/project/distributed,3716756.0,4002704.0,https://anaconda.org/conda-forge/distributed,2024-03-15 16:34:44.800,13153619.0,,,,,1.0,,2024-03-15 09:21:52.000,1340.0,,,,,,,,,,,,,,,,,,
57,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-03-21 03:28:49.000000,2024-03-20 21:28:42,1034.0,97.0,3302.0,475.0,879.0,428.0,1893.0,27502.0,A library for efficient similarity search and clustering of dense vectors.,160.0,39,True,2024-03-20 10:41:55.000,2.4.0,93.0,pymilvus,conda-forge/faiss,,,,3596.0,3507.0,https://pypi.org/project/pymilvus,653757.0,676552.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1048591.0,,,,,1.0,,2024-03-20 10:41:55.000,89.0,,,,,,,,,,,,,,,,,,
58,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-03-20 13:00:00.000000,2024-02-05 13:23:18,2706.0,12.0,8260.0,373.0,3128.0,1319.0,6650.0,27394.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,39,True,2024-01-05 06:24:15.000,3.3.0,53.0,mmdet,,,,['pytorch'],2296.0,2296.0,https://pypi.org/project/mmdet,202208.0,202208.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-03-20 23:04:00.000000,2024-03-20 23:03:58,8530.0,21.0,2171.0,206.0,4167.0,24.0,1920.0,19805.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2024-03-20 09:39:13.000,3.24.1,2459.0,jina,conda-forge/jina-core,jinaai/jina,,,1718.0,1701.0,https://pypi.org/project/jina,49693.0,78333.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60207.0,https://hub.docker.com/r/jinaai/jina,2024-03-20 09:52:49.929023,8.0,1305081.0,2.0,,2024-03-20 09:35:56.000,17.0,,,,,,,,,,,,,,,,,,
60,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-03-01 12:26:36.000000,2024-02-08 02:27:50,4512.0,3.0,4164.0,434.0,1687.0,379.0,1448.0,15101.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,57027.0,57027.0,https://pypi.org/project/gensim,4985853.0,5019616.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1213865.0,,,,,1.0,4555.0,,,piskvorky/gensim,,,,,,,,,,,,,,,,,
61,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-03-21 07:32:23.000000,2024-03-20 05:45:00,4018.0,265.0,2869.0,170.0,4602.0,374.0,2248.0,12885.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",287.0,39,True,2024-03-06 03:29:59.000,2.1.0,36.0,dgl,,,,,217.0,217.0,https://pypi.org/project/dgl,83038.0,83038.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-03-21 05:31:22.000000,2024-03-21 02:24:06,17410.0,548.0,945.0,119.0,3458.0,100.0,1508.0,9419.0,A hyperparameter optimization framework.,262.0,39,False,2024-03-18 06:02:12.000,3.6.0,63.0,optuna,conda-forge/optuna,,,,13653.0,13134.0,https://pypi.org/project/optuna,2434374.0,2450186.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,711563.0,,,,,1.0,,2024-03-18 06:02:12.000,519.0,,,,,,,,,,,,,,,,,,
63,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-03-21 11:39:29.000000,2024-03-21 11:39:25,47609.0,523.0,1129.0,192.0,380.0,486.0,1734.0,7685.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1218.0,39,True,2024-02-23 14:10:41.000,1.2.3,85.0,catboost,conda-forge/catboost,,,,13.0,13.0,https://pypi.org/project/catboost,2112872.0,2152225.0,https://anaconda.org/conda-forge/catboost,2024-02-24 13:08:44.587,1455850.0,,,,,2.0,230692.0,,,,,,,,,,,,,,,,,,,,
64,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-03-21 11:34:34.000000,2024-03-21 11:34:34,4386.0,276.0,1242.0,101.0,3573.0,787.0,1420.0,7310.0,A unified framework for machine learning with time series.,336.0,39,True,2024-02-28 12:02:55.000,0.27.0,63.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2439.0,2371.0,https://pypi.org/project/sktime,937316.0,966563.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-02-28 22:27:58.715,935895.0,,,,,1.0,84.0,2024-02-28 12:02:55.000,68.0,sktime/sktime,,,,,,,,,,,,,,,,,
65,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-03-14 11:11:14.000000,2024-03-08 12:03:11,1797.0,29.0,2174.0,164.0,823.0,82.0,994.0,6618.0,Python Data. Leaflet.js Maps.,165.0,39,True,2024-02-29 08:57:20.000,0.16.0,27.0,folium,conda-forge/folium,,,,35285.0,35285.0,https://pypi.org/project/folium,941615.0,1009595.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2583249.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
66,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-03-21 12:59:53.000000,2024-03-20 18:44:08,4279.0,200.0,579.0,84.0,2251.0,204.0,693.0,5360.0,Flax is a neural network library for JAX that is designed for flexibility.,217.0,39,True,2024-03-14 11:35:04.000,0.8.2,43.0,flax,conda-forge/flax,,,['jax'],6737.0,6506.0,https://pypi.org/project/flax,3273232.0,3274395.0,https://anaconda.org/conda-forge/flax,2024-03-14 12:49:40.118,41857.0,,,,,2.0,50.0,2024-03-14 11:35:04.000,231.0,,,,,,,,,,,,,,,,,,
67,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-03-21 05:32:53.000000,2024-03-20 16:02:21,3577.0,132.0,1074.0,132.0,2906.0,267.0,1166.0,2025.0,A library for training and deploying machine learning models on Amazon SageMaker.,431.0,39,True,2024-03-15 17:32:02.000,2.213.0,573.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3824.0,3727.0,https://pypi.org/project/sagemaker,27935980.0,27952650.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-03-06 22:10:37.385,716824.0,,,,,2.0,,2024-03-15 17:32:02.000,97.0,,,,,,,,,,,,,,,,,,
68,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-03-21 14:06:40.000000,2024-03-21 11:34:28,40231.0,930.0,26549.0,2034.0,45613.0,,,38095.0,Apache Spark Python API.,3033.0,38,True,,,34.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,29820495.0,29887703.0,https://anaconda.org/conda-forge/pyspark,2024-03-03 13:07:40.821,3024385.0,,,,,2.0,,,,,,,,,,stable/spark,-7.0,,,,,,,,,,
69,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-03-20 04:11:35.000000,2024-03-07 03:23:05,6131.0,10.0,7071.0,432.0,2846.0,1096.0,7560.0,37584.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",153.0,38,True,2023-10-18 12:32:48.000,2.7.1,8.0,paddleocr,,,,['paddle'],2346.0,2346.0,https://pypi.org/project/paddleocr,221382.0,221382.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
70,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6527.0,1072.0,11124.0,1805.0,7758.0,20709.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,False,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],7121.0,7121.0,https://pypi.org/project/mxnet,529675.0,530100.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10656.0,,,,,2.0,26682.0,,,apache/mxnet,,,,,,,,,,,,,,,,,
71,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,1.0,2511.0,543.0,4118.0,685.0,2087.0,9848.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17708.0,14869.0,https://pypi.org/project/theano,335115.0,361145.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2394841.0,,,,,2.0,,2020-07-27 16:13:54.000,2839.0,,,,,,,,,,,,,,,,,,
72,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-03-19 05:24:18.341000,2024-03-03 00:53:10,941.0,50.0,1071.0,123.0,278.0,24.0,685.0,9273.0,Unsupervised text tokenizer for Neural Network-based text generation.,84.0,38,True,2024-02-19 16:08:39.000,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,58682.0,58682.0,https://pypi.org/project/sentencepiece,17018829.0,17036019.0,https://anaconda.org/conda-forge/sentencepiece,2024-03-19 05:24:18.341,733254.0,,,,,1.0,35253.0,,,,,,,,,,,,,,,,,,,,
73,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-03-21 09:10:50.000000,2024-03-21 09:10:49,2703.0,84.0,905.0,128.0,1816.0,247.0,631.0,9218.0,Geometric Computer Vision Library for Spatial AI.,255.0,38,True,2024-03-14 09:13:46.000,0.7.2,38.0,kornia,conda-forge/kornia,,,['pytorch'],8936.0,8936.0,https://pypi.org/project/kornia,2327069.0,2330058.0,https://anaconda.org/conda-forge/kornia,2024-02-20 17:25:27.727,116023.0,,,,,1.0,1003.0,,,,,,,,,,,,,,,,,,,,
74,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-03-20 18:01:46.000000,2024-03-04 05:00:38,5194.0,109.0,1728.0,132.0,983.0,335.0,1925.0,8308.0,"An open-source, low-code machine learning library in Python.",134.0,38,True,2024-02-20 04:09:05.000,3.3.0,96.0,pycaret,conda-forge/pycaret,,,,5300.0,5282.0,https://pypi.org/project/pycaret,293976.0,294991.0,https://anaconda.org/conda-forge/pycaret,2024-03-10 21:35:37.045,43026.0,,,,,2.0,681.0,2024-02-20 04:08:49.000,18.0,,,,,,,,,,,,,,,,,,
75,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-03-16 22:50:57.000000,2024-03-12 10:24:21,1760.0,13.0,676.0,119.0,565.0,128.0,770.0,8258.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-02-12 02:35:06.000,0.15.2,84.0,tokenizers,conda-forge/tokenizers,,,,66186.0,66186.0,https://pypi.org/project/tokenizers,19836686.0,19870338.0,https://anaconda.org/conda-forge/tokenizers,2024-02-12 11:07:11.714,1480695.0,,,,,1.0,47.0,,,,,,,,,,,,,,,,,,,,
