,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
39,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-08-11 14:18:08.000000,2022-08-11 13:22:59,7395.0,437.0,2542,229.0,6729.0,571.0,4796.0,19682,"The most intuitive, flexible, way for researchers, ML engineers and data scientists to build models (with PyTorch),..",737.0,40,True,2022-08-09 20:55:21.993,1.7.1,215.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],7672.0,1809149.0,398.0,2.0,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,396.0,1789459.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-08-10 06:25:55.282,506569.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-08-11 02:53:24.000000,2022-05-06 00:53:28,4383.0,,4236,432.0,1616.0,383.0,1397.0,13437,Topic Modelling for Humans.,430.0,40,True,2022-05-01 16:17:56.000,4.2.0,90.0,gensim,conda-forge/gensim,,3831.0,4824875.0,38340.0,35439.0,https://pypi.org/project/gensim,2022-05-01 16:17:56.000,2901.0,4810377.0,https://anaconda.org/conda-forge/gensim,2022-07-29 07:43:10.680,852633.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-08-11 11:27:00.000000,2022-08-10 19:25:52,8822.0,195.0,1663,231.0,3204.0,202.0,2595.0,6898,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,405.0,40,True,2022-07-26 16:21:52.000,4.1.4,42.0,pymc3,conda-forge/pymc3,,1904.0,415386.0,918.0,680.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,409156.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,434749.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
42,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-08-11 13:39:40.000000,2022-08-11 11:16:42,4861.0,163.0,1815,272.0,2465.0,601.0,1998.0,20240,Streamlit The fastest way to build data apps in Python.,149.0,39,True,2022-07-27 21:22:03.770,1.11.1,173.0,streamlit,,,,888184.0,776.0,355.0,https://pypi.org/project/streamlit,2022-07-27 21:22:03.770,421.0,888184.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
43,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-08-06 00:29:29.000000,2022-08-06 00:28:56,1472.0,98.0,3293,276.0,251.0,66.0,504.0,20234,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",79.0,39,True,2022-07-27 21:12:16.000,0.6.7,33.0,timm,conda-forge/timm,['pytorch'],1582509.0,1073633.0,4193.0,4087.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1032054.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,25066.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-08-11 06:58:55.000000,2022-08-04 15:08:23,11881.0,49.0,6901,1094.0,11079.0,1989.0,7741.0,20050,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",977.0,39,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,['mxnet'],25357.0,379706.0,290.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,285.0,379226.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7959.0,2.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-08-11 14:03:41.000000,2022-08-02 17:11:12,6320.0,231.0,1743,403.0,796.0,648.0,687.0,17123,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",121.0,39,True,2022-08-02 18:10:36.000,2.6.1,153.0,dash,conda-forge/dash,,,1038086.0,1425.0,208.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1217.0,1026950.0,https://anaconda.org/conda-forge/dash,2022-08-03 10:34:17.016,567974.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-08-11 14:17:09.000000,2022-08-11 11:23:42,7743.0,287.0,1937,179.0,3429.0,30.0,1552.0,15300,Build cross-modal and multimodal applications on the cloud.,151.0,39,True,2022-08-10 10:20:19.263,3.7.5,1939.0,jina,conda-forge/jina-core,,,119362.0,335.0,333.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,81513.0,https://anaconda.org/conda-forge/jina-core,2022-08-10 13:32:14.979,17281.0,2.0,,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2022-08-11 11:59:19.442644,7.0,1088359.0,,,,,,,,,,,,
47,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-08-11 12:54:57.000000,2022-08-11 12:27:47,30423.0,296.0,4076,339.0,4831.0,886.0,5767.0,14672,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",548.0,39,True,2022-08-05 11:39:00.943,3.2.5,267.0,rasa,,['tensorflow'],,163755.0,60.0,,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,163755.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-08-11 12:12:42.000000,2022-08-10 13:41:05,4606.0,125.0,1893,203.0,965.0,110.0,1824.0,11922,A very simple framework for state-of-the-art Natural Language Processing (NLP).,232.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,198574.0,1613.0,1537.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,198153.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,10533.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-08-07 10:09:15.000000,2022-07-12 05:07:11,3229.0,79.0,665,151.0,1012.0,230.0,1414.0,7683,Declarative statistical visualization library for Python.,137.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,7471007.0,31355.0,31011.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,7453339.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1289774.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-08-11 13:34:13.000000,2022-08-11 13:34:11,23666.0,601.0,1016,194.0,300.0,409.0,1444.0,6681,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1014.0,39,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,84881.0,2628877.0,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2605972.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1094862.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-08-11 13:38:41.000000,2022-08-01 21:26:36,2222.0,48.0,4774,343.0,1120.0,680.0,2894.0,18860,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,399.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],260.0,43769.0,947.0,908.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,43066.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,17451.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-08-11 12:42:32.000000,2022-08-11 12:42:32,5714.0,197.0,2743,244.0,1002.0,999.0,1677.0,15235,Graph Neural Network Library for PyTorch.,295.0,38,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,105461.0,50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,105088.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,9340.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-08-11 13:23:32.000000,2022-08-11 12:22:38,15305.0,609.0,1616,207.0,12202.0,304.0,5390.0,11589,Vector database for scalable similarity search and AI applications.,219.0,38,True,2022-07-27 11:33:05.000,2.1.0,100.0,pymilvus,,,41625.0,137249.0,17.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,98532.0,,,,1.0,,,,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2022-08-11 12:30:07.668372,21.0,1173015.0,,,,,,,,,,,,
54,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-08-09 22:38:53.000000,2022-08-09 22:38:53,8110.0,29.0,3069,474.0,572.0,47.0,2024.0,11332,A toolkit for making real world machine learning and data analysis applications in C++.,177.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,25000.0,100466.0,16344.0,15575.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,93772.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,454691.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-08-01 13:11:42.000000,2022-07-15 23:01:06,2711.0,24.0,2188,281.0,3089.0,91.0,2449.0,11141,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-07-14 18:35:21.000,2.10.0,264.0,allennlp,conda-forge/allennlp,['pytorch'],47.0,79137.0,2859.0,2675.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,184.0,77370.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,77756.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-08-04 03:42:26.000000,2022-07-18 12:19:47,1140.0,48.0,1616,110.0,171.0,773.0,726.0,8228,Multilingual Sentence & Image Embeddings with BERT.,93.0,38,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,['pytorch'],,1313013.0,4028.0,3901.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,127.0,1311663.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,31052.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-08-10 19:06:24.000000,2022-08-10 08:41:02,25650.0,466.0,614,122.0,5220.0,440.0,1384.0,6248,NumPy & SciPy for GPU.,308.0,38,True,2022-07-28 07:58:34.000,11.0.0,119.0,cupy,conda-forge/cupy,,40437.0,75547.0,1305.0,1140.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,23092.0,https://anaconda.org/conda-forge/cupy,2022-07-29 02:06:47.365,1730949.0,1.0,,,,,,,,,,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2022-07-28 08:01:43.084374,7.0,55049.0,,,,,,,,,,,,
58,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-08-11 08:29:25.000000,2022-08-11 08:29:21,3972.0,353.0,1406,114.0,736.0,274.0,1417.0,6082,"An open-source, low-code machine learning library in Python.",97.0,38,True,2022-04-10 22:13:37.000,2.3.10,82.0,pycaret,conda-forge/pycaret,,604.0,515297.0,2413.0,2400.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,514633.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,15366.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-08-11 11:10:59.000000,2022-07-28 06:57:27,2113.0,42.0,7578,360.0,2309.0,647.0,5615.0,20844,OpenMMLab Detection Toolbox and Benchmark.,350.0,37,True,2022-07-28 16:04:00.658,2.25.1,35.0,mmdet,,['pytorch'],,73014.0,529.0,519.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,73014.0,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,
60,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-08-11 09:38:16.000000,2022-08-11 09:38:15,1217.0,33.0,2102,334.0,1431.0,329.0,1729.0,12644,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",152.0,37,True,2022-06-21 09:28:07.000,0.25.0,72.0,horovod,,,,103231.0,672.0,642.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,103231.0,,,,1.0,,,stable/horovod,,,,,,,,,,,,,,,,,,,,,,,
61,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-08-11 12:54:43.000000,2022-08-11 12:54:42,7819.0,312.0,965,135.0,4086.0,640.0,3191.0,10140,Data Version Control | Git for Data & Models | ML Experiments Management.,271.0,37,True,2022-08-05 15:24:01.399,2.17.0,356.0,dvc,conda-forge/dvc,,110836.0,492823.0,47.0,,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,456699.0,https://anaconda.org/conda-forge/dvc,2022-08-05 21:24:09.152,1158344.0,1.0,,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,,,
62,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,555.0,4114.0,679.0,2086.0,9602,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,305392.0,15602.0,12764.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,276889.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2080780.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
63,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-08-03 13:54:35.000000,2022-08-03 13:54:31,1023.0,19.0,1321,153.0,421.0,117.0,465.0,9352,Create HTML profiling reports from pandas DataFrame objects.,89.0,37,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1237729.0,8860.0,8702.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1234140.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,258458.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,
64,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-08-09 16:20:14.000000,2022-08-09 16:20:14,809.0,94.0,835,111.0,234.0,31.0,518.0,6099,Unsupervised text tokenizer for Neural Network-based text generation.,67.0,37,True,2022-08-07 07:57:04.639,0.1.97,32.0,sentencepiece,conda-forge/sentencepiece,,21434.0,5471754.0,17454.0,17043.0,https://pypi.org/project/sentencepiece,2021-06-18 09:34:31.000,411.0,5462597.0,https://anaconda.org/conda-forge/sentencepiece,2022-04-08 22:58:03.701,217777.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-08-11 14:22:17.000000,2022-08-11 02:24:20,4739.0,162.0,346,36.0,2190.0,455.0,1434.0,4495,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,120.0,37,True,2022-08-05 22:14:20.000,0.13.1,234.0,wandb,conda-forge/wandb,,,1600786.0,11260.0,10989.0,https://pypi.org/project/wandb,2022-07-05 19:33:55.000,271.0,1597439.0,https://anaconda.org/conda-forge/wandb,2022-08-06 04:22:31.208,83691.0,1.0,,,,,,,,,,,,,,,,,,wandb/wandb,,,,,,,,
66,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-08-10 15:00:40.000000,2022-08-09 19:04:46,11561.0,119.0,1011,168.0,411.0,568.0,686.0,3753,Probabilistic reasoning and statistical analysis in TensorFlow.,457.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,985452.0,339.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,339.0,983832.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-08-08 13:42:52.189,68061.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-08-10 22:31:03.000000,2022-08-08 08:28:17,2049.0,38.0,470,86.0,552.0,180.0,731.0,2918,Manipulation and analysis of geometric objects.,134.0,37,True,2022-05-03 21:29:09.000,1.8.2,109.0,shapely,conda-forge/shapely,,164.0,7839616.0,31966.0,31966.0,https://pypi.org/project/shapely,2022-08-03 10:59:58.000,,7788698.0,https://anaconda.org/conda-forge/shapely,2022-08-04 07:46:25.252,4173998.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-08-11 09:25:59.000000,2022-08-05 11:46:12,5153.0,58.0,255,84.0,621.0,25.0,105.0,2567,"A refreshing functional take on deep learning, compatible with your favorite libraries.",53.0,37,True,2022-07-08 13:54:53.000,8.1.0,209.0,thinc,conda-forge/thinc,,,4035789.0,23732.0,23112.0,https://pypi.org/project/thinc,2022-06-22 20:24:21.000,620.0,4002677.0,https://anaconda.org/conda-forge/thinc,2022-07-08 17:40:18.742,2185453.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-08-09 23:17:28.000000,2022-08-06 02:47:25,2615.0,128.0,837,116.0,2079.0,387.0,720.0,1676,A library for training and deploying machine learning models on Amazon SageMaker.,275.0,37,True,2022-08-05 19:45:15.547,2.103.0,441.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,9565196.0,1632.0,1580.0,https://pypi.org/project/sagemaker,2022-07-05 18:31:54.000,52.0,9554619.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-08-05 23:37:04.312,349041.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6593,1295.0,164.0,644.0,212.0,29054,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,485903.0,15769.0,14210.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1559.0,484109.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,114859.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-08-11 13:52:18.000000,2022-08-08 09:00:17,5053.0,142.0,4896,373.0,2092.0,1344.0,3753.0,23888,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",118.0,36,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,['paddle'],,36291.0,770.0,761.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,36291.0,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,
72,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-08-11 13:37:41.000000,2022-08-11 12:38:40,31622.0,773.0,10990,938.0,20542.0,980.0,,19525,Apache Flink Python API.,1600.0,36,True,2022-07-05 17:28:53.000,1.15.1,33.0,apache-flink,,,,55504.0,16.0,,https://pypi.org/project/apache-flink,2022-07-05 17:28:53.000,16.0,55504.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
73,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-08-03 21:53:09.000000,2021-06-01 10:43:00,1848.0,,4105,556.0,699.0,340.0,1254.0,12461,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,67101.0,4876.0,4525.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,351.0,67101.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-08-11 12:57:30.000000,2022-08-11 01:57:49,2766.0,90.0,1637,274.0,3202.0,311.0,1374.0,11787,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",179.0,36,True,2022-06-22 04:57:13.000,2.8,50.0,nni,,,,9428.0,286.0,256.0,https://pypi.org/project/nni,2022-06-22 05:07:14.000,30.0,9428.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
