,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
38,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-04-02 12:57:38.000000,2025-04-02 12:56:01,6447.0,62.0,8051.0,451.0,3276.0,93.0,9449.0,48016.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",284.0,42,True,2025-03-07 07:04:27.000,2.10.0,49.0,paddleocr,,,,['paddle'],5034.0,4899.0,https://pypi.org/project/paddleocr,2025-03-07 07:04:27.000,135.0,429896.0,459523.0,,,,,,,,1.0,1629510.0,,,,,,,,,,,,,,,,,,,
39,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-04-03 13:03:15.241402,2025-04-03 09:48:21,22097.0,526.0,3132.0,301.0,25066.0,793.0,12395.0,33899.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",307.0,42,True,2025-04-01 09:24:23.000,2.5.8,116.0,pymilvus,,milvusdb/milvus,,,242.0,,https://pypi.org/project/pymilvus,2025-03-21 07:38:38.000,242.0,1755334.0,2777830.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-04-03 13:03:15.241402,78.0,68114761.0,1.0,333917.0,,,,,,,,,,,,,,,,,,,
40,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-03-25 16:01:13.852000,2025-02-23 05:04:13,2705.0,74.0,4867.0,317.0,596.0,50.0,914.0,33670.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",169.0,42,True,2025-02-23 05:07:06.000,1.0.15,66.0,timm,conda-forge/timm,,,['pytorch'],52820.0,51719.0,https://pypi.org/project/timm,2025-02-23 05:05:53.000,1101.0,7533845.0,7647553.0,https://anaconda.org/conda-forge/timm,2025-03-25 16:01:13.852,348955.0,,,,,1.0,7638650.0,,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-04-01 15:16:11.000000,2025-03-28 19:30:16,2820.0,40.0,3347.0,244.0,1041.0,683.0,1927.0,23652.0,A game theoretic approach to explain the output of any machine learning model.,264.0,42,True,2025-03-22 21:04:49.000,0.47.1,106.0,shap,conda-forge/shap,,,,29030.0,28102.0,https://pypi.org/project/shap,2025-03-22 21:04:49.000,928.0,7174792.0,7281182.0,https://anaconda.org/conda-forge/shap,2025-03-25 16:01:01.086,5532318.0,,,,,1.0,,,shap/shap,,,,,,,,,,,,,,,,,
42,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-04-03 13:38:57.000000,2025-04-03 13:07:48,3109.0,154.0,3716.0,438.0,3687.0,344.0,2627.0,18734.0,Open standard for machine learning interoperability.,344.0,42,True,2024-10-01 21:45:45.000,1.17.0,35.0,onnx,conda-forge/onnx,,,,44272.0,43008.0,https://pypi.org/project/onnx,2024-10-01 21:45:45.000,1264.0,6499251.0,6528543.0,https://anaconda.org/conda-forge/onnx,2025-03-25 16:00:27.476,1684002.0,,,,,1.0,23265.0,,,,,,,,,,,,,,,,,,,
43,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-03-30 16:13:25.000000,2025-03-30 16:13:10,3651.0,26.0,3873.0,436.0,3358.0,422.0,3118.0,17088.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",326.0,42,True,2025-02-15 04:02:50.000,4.6.0,39.0,lightgbm,conda-forge/lightgbm,,,,49264.0,48016.0,https://pypi.org/project/lightgbm,2025-02-15 04:02:50.000,1248.0,9983087.0,10046466.0,https://anaconda.org/conda-forge/lightgbm,2025-03-26 01:35:30.757,3321930.0,,,,,2.0,286248.0,,,,,,,,,,,,,,,,,,,
44,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-04-03 11:35:35.000000,2025-04-01 11:35:09,4040.0,61.0,7022.0,466.0,5555.0,1103.0,2574.0,16728.0,"Datasets, Transforms and Models specific to Computer Vision.",634.0,42,True,2025-01-29 17:46:46.000,0.21.0,50.0,torchvision,conda-forge/torchvision,,,['pytorch'],6718.0,21.0,https://pypi.org/project/torchvision,2025-01-29 16:28:54.000,6697.0,17033207.0,17084500.0,https://anaconda.org/conda-forge/torchvision,2025-03-25 16:00:27.956,2492832.0,,,,,1.0,40275.0,,,,,,,,,,,,,,,,,,,
45,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-03-25 16:00:22.309000,2025-02-06 21:30:01,1425.0,103.0,1678.0,252.0,739.0,475.0,1567.0,13239.0,Video editing with Python.,182.0,42,True,2025-01-10 11:54:12.000,2.1.2,89.0,moviepy,conda-forge/moviepy,,,,59362.0,58314.0,https://pypi.org/project/moviepy,2025-01-10 11:54:12.000,1048.0,2818233.0,2821399.0,https://anaconda.org/conda-forge/moviepy,2025-03-25 16:00:22.309,294473.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-04-02 04:22:05.000000,2025-04-02 04:22:05,19002.0,183.0,1072.0,117.0,3894.0,61.0,1664.0,11673.0,A hyperparameter optimization framework.,291.0,42,True,2025-02-12 07:57:23.000,4.2.1,72.0,optuna,conda-forge/optuna,,,,25411.0,24255.0,https://pypi.org/project/optuna,2025-02-12 07:57:23.000,1156.0,3828816.0,3871148.0,https://anaconda.org/conda-forge/optuna,2025-03-25 16:01:00.378,2455286.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-04-03 03:37:09.000000,2025-04-03 03:37:07,7836.0,315.0,725.0,62.0,6126.0,643.0,2890.0,9699.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",211.0,42,True,2025-04-01 21:25:35.000,0.19.9,307.0,wandb,conda-forge/wandb,,,,73500.0,71726.0,https://pypi.org/project/wandb,2025-04-01 21:21:39.000,1774.0,17508902.0,17526496.0,https://anaconda.org/conda-forge/wandb,2025-04-02 21:17:31.637,1002101.0,,,,,1.0,676.0,,wandb/wandb,,,,,,,,,,,,,,,,,
48,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-03-25 16:00:07.783000,2025-03-08 18:49:42,3870.0,29.0,802.0,137.0,1572.0,136.0,1943.0,9683.0,Declarative visualization library for Python.,175.0,42,True,2024-11-24 00:12:10.000,5.5.0,43.0,altair,conda-forge/altair,,,,215319.0,214403.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,27484594.0,27551030.0,https://anaconda.org/conda-forge/altair,2025-03-25 16:00:07.783,2657393.0,,,,,1.0,224.0,,vega/altair,,,,,,,,,,,,,,,,,
49,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-04-03 15:08:29.000000,2025-04-02 13:08:22,1705.0,67.0,1059.0,98.0,1706.0,120.0,1657.0,8574.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",333.0,42,True,2025-04-01 13:48:21.000,1.6.0,72.0,accelerate,conda-forge/accelerate,,,['pytorch'],83439.0,81444.0,https://pypi.org/project/accelerate,2025-04-01 11:53:01.000,1995.0,10997906.0,11006086.0,https://anaconda.org/conda-forge/accelerate,2025-03-25 16:01:52.693,343577.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-03-25 16:00:05.989000,2025-03-18 18:06:28,14319.0,88.0,2254.0,183.0,4633.0,809.0,2159.0,6210.0,Image processing in Python.,682.0,42,False,2025-02-18 18:05:27.000,0.25.2,74.0,scikit-image,conda-forge/scikit-image,,,,229359.0,222408.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,13842094.0,13976010.0,https://anaconda.org/conda-forge/scikit-image,2025-03-25 16:00:05.989,7767154.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-04-03 00:08:59.000000,2025-04-02 16:21:25,2742.0,112.0,4319.0,347.0,3252.0,1026.0,2017.0,37743.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",379.0,41,True,2025-03-27 21:48:09.000,0.16.5,104.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],12437.0,12171.0,https://pypi.org/project/deepspeed,2025-03-27 21:48:09.000,266.0,654744.0,655091.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,21886.0,1.0,,,deepspeedai/DeepSpeed,,,,,,,,,,,,,,,,,
52,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2025-03-25 16:01:07.664000,2023-01-30 18:15:21,1757.0,,8614.0,1059.0,1459.0,121.0,1726.0,35723.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,41,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,65550.0,64002.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,9227739.0,9233991.0,https://anaconda.org/conda-forge/gym,2025-03-25 16:01:07.664,375129.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
53,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-04-03 07:30:08.000000,2025-04-03 07:27:37,1430.0,76.0,3743.0,482.0,1408.0,254.0,2373.0,34088.0,A library for efficient similarity search and clustering of dense vectors.,217.0,41,True,2025-03-21 07:38:38.000,2.5.6,116.0,pymilvus,conda-forge/faiss,,,,4894.0,4652.0,https://pypi.org/project/pymilvus,2025-03-21 07:38:38.000,242.0,1755334.0,1796179.0,https://anaconda.org/conda-forge/faiss,2025-03-25 16:01:09.690,2369053.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-04-02 17:59:02.000000,2025-03-22 13:21:44,1475.0,72.0,2595.0,249.0,711.0,170.0,1369.0,16539.0,Download market data from Yahoo! Finances API.,132.0,41,True,2025-03-20 20:42:47.000,0.2.55,127.0,yfinance,ranaroussi/yfinance,,,,69352.0,68460.0,https://pypi.org/project/yfinance,2025-03-20 20:42:47.000,892.0,2895199.0,2897374.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,97890.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-03-29 16:14:27.000000,2025-03-29 16:14:24,1282.0,134.0,1670.0,126.0,1199.0,237.0,999.0,14771.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,167.0,41,True,2025-02-28 18:16:14.000,2.0.5,85.0,albumentations,conda-forge/albumentations,,,['pytorch'],35214.0,34558.0,https://pypi.org/project/albumentations,2025-02-28 18:16:35.000,656.0,6822658.0,6827161.0,https://anaconda.org/conda-forge/albumentations,2025-03-25 16:00:50.259,256704.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-03-25 16:00:52.691000,2025-03-25 04:03:50,9389.0,16.0,1202.0,133.0,5571.0,260.0,4507.0,14332.0,Data Versioning and ML Experiments.,309.0,41,True,2025-02-15 11:14:43.000,3.59.1,543.0,dvc,conda-forge/dvc,,,,22363.0,22226.0,https://pypi.org/project/dvc,2025-02-15 11:14:43.000,137.0,1223134.0,1269841.0,https://anaconda.org/conda-forge/dvc,2025-03-25 16:00:52.691,2709022.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
57,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-04-03 12:31:48.000000,2025-04-02 20:34:16,10233.0,81.0,2073.0,223.0,4202.0,359.0,3102.0,8950.0,Bayesian Modeling and Probabilistic Programming in Python.,514.0,41,True,2025-04-03 12:31:49.000,5.22.0,100.0,pymc3,conda-forge/pymc3,,,,6372.0,6180.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,291951.0,303226.0,https://anaconda.org/conda-forge/pymc3,2025-03-25 16:00:11.839,653134.0,,,,,1.0,1971.0,,,,,,,,,,,,,,,,,,,
58,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-04-03 14:19:41.000000,2025-04-03 14:10:14,49307.0,352.0,1212.0,189.0,411.0,602.0,1808.0,8333.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1315.0,41,True,2024-12-07 11:22:32.000,node-package-v1.26.0,113.0,catboost,conda-forge/catboost,,,,551.0,16.0,https://pypi.org/project/catboost,2024-09-07 16:51:57.000,535.0,3141835.0,3182932.0,https://anaconda.org/conda-forge/catboost,2025-03-25 16:00:34.057,1962255.0,,,,,2.0,370759.0,,,,,,,,,,,,,,,,,,,
59,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-04-03 13:54:28.000000,2025-04-03 06:57:41,5336.0,214.0,1494.0,106.0,4833.0,1087.0,1736.0,8303.0,A unified framework for machine learning with time series.,456.0,41,True,2025-02-05 08:20:19.000,0.36.0,87.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4305.0,4174.0,https://pypi.org/project/sktime,2025-02-05 08:20:19.000,131.0,982439.0,1006575.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-03-25 16:01:48.384,1086109.0,,,,,1.0,111.0,1.0,sktime/sktime,,,,,,,,,,,,,,,,,
60,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-04-03 11:36:32.721000,2025-04-03 08:55:05,2386.0,59.0,582.0,89.0,944.0,257.0,1010.0,4071.0,Manipulation and analysis of geometric objects.,168.0,41,True,2025-04-03 09:13:56.000,2.1.0,128.0,shapely,conda-forge/shapely,,,,104273.0,100350.0,https://pypi.org/project/shapely,2025-04-03 09:13:56.000,3923.0,41597048.0,41805612.0,https://anaconda.org/conda-forge/shapely,2025-04-03 11:36:32.721,11674582.0,,,,,1.0,3793.0,,,,,,,,,,,,,,,,,,,
61,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2025-04-02 23:06:07.000000,2025-04-02 23:06:03,2843.0,40.0,7589.0,606.0,2252.0,243.0,1596.0,26823.0,The fastai deep learning library.,673.0,40,True,2025-03-18 05:35:05.000,2.8.0,154.0,fastai,,,,['pytorch'],21848.0,21523.0,https://pypi.org/project/fastai,2025-03-18 05:35:05.000,325.0,419108.0,419108.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
62,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-04-03 09:39:20.000000,2025-04-03 09:39:20,36703.0,423.0,13469.0,929.0,26380.0,1239.0,,24706.0,Apache Flink Python API.,1999.0,40,True,2025-02-12 19:13:03.000,1.19.2,52.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2025-02-12 19:13:03.000,35.0,3484549.0,3484549.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
63,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-04-03 02:38:38.000000,2025-04-02 01:02:35,7757.0,89.0,3790.0,254.0,3391.0,1184.0,2701.0,22146.0,Graph Neural Network Library for PyTorch.,539.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],8909.0,8554.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,540989.0,543560.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-03-25 16:01:13.312,146586.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-04-01 10:07:31.000000,2025-04-01 10:07:31,1969.0,214.0,2518.0,174.0,276.0,7.0,1166.0,18491.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",86.0,40,True,2024-08-17 07:30:49.000,0.0.93,92.0,deepface,,,,,6485.0,6441.0,https://pypi.org/project/deepface,2024-08-17 07:24:30.000,44.0,695996.0,695996.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
65,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-04-01 14:15:38.000000,2025-03-31 11:51:48,6652.0,124.0,2108.0,200.0,1287.0,115.0,2301.0,14126.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,40,True,2025-02-05 14:46:22.000,0.15.1,35.0,flair,conda-forge/python-flair,,,['pytorch'],4043.0,3894.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,149.0,140587.0,141299.0,https://anaconda.org/conda-forge/python-flair,2025-03-25 16:01:16.928,40595.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
66,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-03-25 16:00:10.577000,2025-03-24 01:23:33,8307.0,17.0,3366.0,479.0,746.0,53.0,2189.0,13917.0,A toolkit for making real world machine learning and data analysis applications in C++.,202.0,40,False,2025-03-03 13:27:01.000,19.24.8,39.0,dlib,conda-forge/dlib,,,,36352.0,36139.0,https://pypi.org/project/dlib,2024-08-09 19:21:06.000,213.0,194324.0,213069.0,https://anaconda.org/conda-forge/dlib,2025-03-25 16:00:10.577,1074703.0,,,,,2.0,25569.0,,,,,,,,,,,,,,,,,,,
67,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-03-25 16:01:15.286000,2025-03-18 16:33:44,1860.0,12.0,857.0,121.0,701.0,78.0,978.0,9556.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,106.0,40,True,2025-03-13 10:50:56.000,0.21.1,110.0,tokenizers,conda-forge/tokenizers,,,,154016.0,152722.0,https://pypi.org/project/tokenizers,2025-03-13 10:50:56.000,1294.0,45611384.0,45660131.0,https://anaconda.org/conda-forge/tokenizers,2025-03-25 16:01:15.286,2778557.0,,,,,1.0,74.0,,,,,,,,,,,,,,,,,,,
68,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-04-01 02:28:20.000000,2025-04-01 02:28:20,4125.0,110.0,1160.0,137.0,3359.0,337.0,1252.0,2148.0,A library for training and deploying machine learning models on Amazon SageMaker.,476.0,40,True,2025-03-27 22:49:09.000,2.243.0,626.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",5789.0,5615.0,https://pypi.org/project/sagemaker,2025-03-27 22:49:09.000,174.0,23451201.0,23476809.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-03-28 08:16:38.105,1434048.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-04-03 08:12:21.000000,2025-04-01 08:20:31,5998.0,43.0,728.0,56.0,5257.0,1543.0,2437.0,1619.0,A distributed task scheduler for Dask.,334.0,40,True,2025-03-21 21:56:37.000,2025.3.0,249.0,distributed,conda-forge/distributed,,,,40375.0,39432.0,https://pypi.org/project/distributed,2025-03-21 21:56:37.000,943.0,4136509.0,4425278.0,https://anaconda.org/conda-forge/distributed,2025-03-25 16:00:05.356,17037392.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
70,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2025-03-25 16:22:20.052000,2023-01-26 21:28:45,11896.0,,6788.0,1068.0,11124.0,1805.0,7758.0,20794.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,39,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7961.0,7835.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,120.0,740171.0,740569.0,https://anaconda.org/anaconda/mxnet,2025-03-25 16:22:20.052,11801.0,,,,,2.0,28280.0,,apache/mxnet,,,,,,,,,,6.0,,,,,,,
71,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-03-31 17:18:31.000000,2025-01-14 10:26:14,32383.0,6.0,4750.0,359.0,6434.0,141.0,6644.0,19897.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21.000,3.6.21,374.0,rasa,,,,['tensorflow'],5078.0,5018.0,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,275385.0,275385.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2025-04-03 14:59:02.000000,2025-04-03 14:59:00,23101.0,721.0,608.0,65.0,4063.0,553.0,1111.0,9331.0,"Visualize, create, and debug image and video datasets and model predictions.",152.0,39,True,2025-03-22 00:28:03.000,1.4.0,156.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",917.0,891.0,https://pypi.org/project/fiftyone,2025-03-21 22:49:42.000,26.0,87425.0,87425.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
73,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-03-25 16:00:02.785000,2025-03-22 13:38:03,1959.0,29.0,2230.0,162.0,938.0,96.0,1077.0,7077.0,Python Data. Leaflet.js Maps.,174.0,39,True,2025-02-27 20:00:19.000,0.19.5,39.0,folium,conda-forge/folium,,,,56481.0,55618.0,https://pypi.org/project/folium,2025-02-27 20:00:19.000,863.0,2108437.0,2178873.0,https://anaconda.org/conda-forge/folium,2025-03-25 16:00:02.785,3592282.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
