,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
38,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-06-12 14:03:45.000000,2025-06-12 14:00:55,5178.0,56.0,2122.0,1664.0,5105.0,437.0,2784.0,12767.0,WebGL2 powered visualization framework.,290.0,43,True,2025-05-14 09:09:29.844,9.1.12,697.0,pydeck,conda-forge/pydeck,,,['jupyter'],9654.0,9148.0,https://pypi.org/project/pydeck,2025-03-21 15:25:17.000,157.0,9388053.0,9960959.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,767942.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2025-06-04 11:25:44.027,349.0,559891.0,,,,,,,,,,,,,
39,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-05-23 11:56:04.000000,2025-05-23 11:56:04,15700.0,35.0,3091.0,286.0,4011.0,2851.0,2831.0,10727.0,Statsmodels: statistical modeling and econometrics in Python.,456.0,43,True,2024-10-03 16:13:31.000,0.14.4,39.0,statsmodels,conda-forge/statsmodels,,,,180610.0,176141.0,https://pypi.org/project/statsmodels,2024-10-03 16:13:31.000,4469.0,17307279.0,17634971.0,https://anaconda.org/conda-forge/statsmodels,2025-04-22 14:56:24.492,19661573.0,,,,,2.0,35.0,,,,,,,,,,,,,,,,,,,
40,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-06-12 01:16:35.000000,2025-06-11 23:49:55,8065.0,283.0,748.0,61.0,6408.0,650.0,2949.0,9964.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",213.0,43,True,2025-06-05 00:11:36.000,0.20.1,313.0,wandb,conda-forge/wandb,,,,83954.0,82028.0,https://pypi.org/project/wandb,2025-06-04 23:59:55.000,1926.0,18298155.0,18316682.0,https://anaconda.org/conda-forge/wandb,2025-06-05 19:46:12.782,1092173.0,,,,,1.0,774.0,,,,,,,wandb/wandb,,,,,,,,,,,,
41,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-06-12 14:53:45.000000,2025-06-12 14:27:32,1781.0,98.0,1107.0,98.0,1795.0,105.0,1733.0,8825.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",353.0,43,True,2025-05-15 12:33:48.000,1.7.0,73.0,accelerate,conda-forge/accelerate,,,['pytorch'],103196.0,101035.0,https://pypi.org/project/accelerate,2025-05-15 10:00:49.000,2161.0,11495874.0,11505478.0,https://anaconda.org/conda-forge/accelerate,2025-05-15 15:07:37.157,422610.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-06-05 21:09:37.000000,2025-06-05 21:09:37,5903.0,12.0,1668.0,187.0,5083.0,697.0,1243.0,6898.0,TensorFlows Visualization Toolkit.,327.0,43,True,2025-02-12 08:17:27.000,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],332240.0,329786.0,https://pypi.org/project/tensorboard,2025-02-12 08:17:27.000,2454.0,26250642.0,26343978.0,https://anaconda.org/conda-forge/tensorboard,2025-04-22 14:56:43.843,5600208.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-06-12 13:01:48.000000,2025-06-12 13:00:47,6620.0,184.0,8281.0,456.0,3537.0,172.0,9562.0,50325.0,"Awesome multilingual OCR and Document Parsing toolkits based on PaddlePaddle (practical ultra lightweight OCR system,..",299.0,42,True,2025-06-05 03:27:30.000,3.0.1,52.0,paddleocr,,,,['paddle'],6127.0,5977.0,https://pypi.org/project/paddleocr,2025-06-05 03:27:30.000,150.0,404367.0,439266.0,,,,,,,,1.0,1989295.0,,,,,,,,,,,,,,,,,,,
44,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2025-04-22 14:57:24.136000,2023-01-30 18:15:21,1757.0,,8670.0,1058.0,1462.0,125.0,1726.0,36085.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,42,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,69446.0,67898.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,49170951.0,49177272.0,https://anaconda.org/conda-forge/gym,2025-04-22 14:57:24.136,391947.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
45,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-06-12 13:59:05.404208,2025-06-12 13:14:36,22525.0,528.0,3246.0,305.0,25737.0,751.0,12947.0,35395.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",315.0,42,True,2025-06-10 00:41:52.000,2.5.11,121.0,pymilvus,,milvusdb/milvus,,,287.0,,https://pypi.org/project/pymilvus,2025-06-10 00:41:52.000,287.0,2045175.0,3057102.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-06-12 13:59:05.404208,81.0,69309775.0,1.0,364505.0,,,,,,,,,,,,,,,,,,,
46,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-06-12 04:12:19.000000,2025-06-12 04:12:19,2812.0,107.0,4867.0,316.0,622.0,54.0,926.0,34427.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",173.0,42,True,2025-02-23 05:07:06.000,1.0.15,66.0,timm,conda-forge/timm,,,['pytorch'],61090.0,59989.0,https://pypi.org/project/timm,2025-02-23 05:05:53.000,1101.0,7754909.0,7869716.0,https://anaconda.org/conda-forge/timm,2025-04-22 14:57:29.925,399143.0,,,,,1.0,7887133.0,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,,
47,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-06-12 13:04:48.000000,2025-06-12 09:51:04,2845.0,36.0,3362.0,245.0,1075.0,660.0,1971.0,23990.0,A game theoretic approach to explain the output of any machine learning model.,271.0,42,True,2025-06-12 11:38:58.000,0.48.0,108.0,shap,conda-forge/shap,,,,35588.0,34629.0,https://pypi.org/project/shap,2025-06-12 13:04:48.000,959.0,6916603.0,7033804.0,https://anaconda.org/conda-forge/shap,2025-04-22 14:56:53.980,6328854.0,,,,,1.0,,,,,,,,shap/shap,,,,,,,,,,,,
48,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-06-12 09:55:18.000000,2025-05-27 02:07:46,3670.0,20.0,3880.0,434.0,3385.0,444.0,3136.0,17295.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",329.0,42,True,2025-02-15 04:02:50.000,4.6.0,39.0,lightgbm,conda-forge/lightgbm,,,,56336.0,54958.0,https://pypi.org/project/lightgbm,2025-02-15 04:02:50.000,1378.0,10560734.0,10627703.0,https://anaconda.org/conda-forge/lightgbm,2025-05-31 19:04:02.431,3646715.0,,,,,2.0,293229.0,,,,,,,,,,,,,,,,,,,
49,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-06-12 11:35:23.000000,2025-06-11 15:33:28,4066.0,51.0,7077.0,472.0,5593.0,1113.0,2615.0,16900.0,"Datasets, Transforms and Models specific to Computer Vision.",646.0,42,True,2025-06-04 18:18:47.000,0.22.1,52.0,torchvision,conda-forge/torchvision,,,['pytorch'],7316.0,21.0,https://pypi.org/project/torchvision,2025-06-04 17:42:58.000,7295.0,17410625.0,17464327.0,https://anaconda.org/conda-forge/torchvision,2025-05-30 04:48:43.516,2717631.0,,,,,1.0,40779.0,,,,,,,,,,,,,,,,,,,
50,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-05-21 19:31:50.000000,2025-05-21 17:57:45,1435.0,10.0,1779.0,254.0,751.0,43.0,1582.0,13544.0,Video editing with Python.,182.0,42,True,2025-05-21 19:31:50.000,2.2.1,91.0,moviepy,conda-forge/moviepy,,,,66743.0,65551.0,https://pypi.org/project/moviepy,2025-05-21 19:31:50.000,1192.0,3567282.0,3570491.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,304909.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-06-12 11:35:08.000000,2025-06-12 11:35:04,49495.0,279.0,1215.0,190.0,414.0,614.0,1832.0,8425.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1329.0,42,True,2025-04-13 10:45:50.000,1.2.8,114.0,catboost,conda-forge/catboost,,,,672.0,18.0,https://pypi.org/project/catboost,2025-04-13 10:12:07.000,654.0,2737989.0,2779705.0,https://anaconda.org/conda-forge/catboost,2025-05-19 13:19:55.807,2060315.0,,,,,2.0,395893.0,,,,,,,,,,,,,,,,,,,
52,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-06-11 17:01:00.000000,2025-06-11 17:00:58,2810.0,88.0,4412.0,349.0,3325.0,1065.0,2046.0,38831.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",391.0,41,True,2025-06-09 22:53:11.000,0.17.1,110.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],14275.0,13989.0,https://pypi.org/project/deepspeed,2025-06-09 22:53:11.000,286.0,722333.0,722673.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,22117.0,1.0,,,,,,,,deepspeedai/DeepSpeed,,,,,,,,,,,,
53,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-06-12 06:43:45.000000,2025-06-12 00:45:33,1469.0,60.0,3823.0,484.0,1467.0,254.0,2412.0,35498.0,A library for efficient similarity search and clustering of dense vectors.,227.0,41,True,2025-06-10 00:41:52.000,2.5.11,121.0,pymilvus,conda-forge/faiss,,,,5211.0,4924.0,https://pypi.org/project/pymilvus,2025-06-10 00:41:52.000,287.0,2045175.0,2088804.0,https://anaconda.org/conda-forge/faiss,2025-04-22 14:57:26.087,2617781.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2025-06-05 22:32:37.000000,2025-06-05 22:32:37,2859.0,34.0,7601.0,608.0,2255.0,246.0,1598.0,27039.0,The fastai deep learning library.,674.0,41,True,2025-05-24 03:52:57.000,2.8.2,156.0,fastai,,,,['pytorch'],23430.0,23099.0,https://pypi.org/project/fastai,2025-05-24 03:52:57.000,331.0,686002.0,686002.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
55,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-06-08 02:10:42.000000,2025-06-08 02:10:40,1323.0,50.0,1686.0,126.0,1249.0,211.0,1046.0,14985.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,172.0,41,True,2025-05-27 21:22:56.000,2.0.8,88.0,albumentations,conda-forge/albumentations,,,['pytorch'],39768.0,39042.0,https://pypi.org/project/albumentations,2025-05-27 21:23:15.000,726.0,5105199.0,5110227.0,https://anaconda.org/conda-forge/albumentations,2025-05-28 13:47:29.423,296661.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-06-12 14:09:26.846000,2025-06-12 08:34:30,9422.0,34.0,1218.0,135.0,5608.0,259.0,4532.0,14539.0,Data Versioning and ML Experiments.,312.0,41,True,2025-06-12 08:54:00.000,3.60.1,546.0,dvc,conda-forge/dvc,,,,24291.0,24149.0,https://pypi.org/project/dvc,2025-06-12 08:54:44.000,142.0,731757.0,779671.0,https://anaconda.org/conda-forge/dvc,2025-06-12 14:09:26.846,2874888.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
57,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-06-11 16:36:45.000000,2025-06-11 16:36:45,14336.0,21.0,2254.0,183.0,4662.0,809.0,2168.0,6264.0,Image processing in Python.,683.0,41,False,2025-02-18 18:05:27.000,0.25.2,74.0,scikit-image,conda-forge/scikit-image,,,,244039.0,237088.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,13461481.0,13596033.0,https://anaconda.org/conda-forge/scikit-image,2025-05-18 03:52:23.497,8073161.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-06-12 14:18:15.000000,2025-06-10 20:37:53,4202.0,98.0,1179.0,134.0,3429.0,326.0,1281.0,2162.0,A library for training and deploying machine learning models on Amazon SageMaker.,486.0,41,True,2025-06-04 23:10:29.000,2.246.0,635.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",6313.0,6127.0,https://pypi.org/project/sagemaker,2025-06-04 23:10:29.000,186.0,24816340.0,24843316.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-05-29 06:13:27.772,1564656.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-06-11 22:53:41.000000,2025-06-11 22:53:40,7828.0,75.0,3829.0,254.0,3513.0,1188.0,2714.0,22458.0,Graph Neural Network Library for PyTorch.,550.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],10375.0,10020.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,593422.0,596141.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-04-22 14:57:29.443,160466.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
60,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-06-11 16:44:48.000000,2025-06-11 16:16:46,6681.0,82.0,2114.0,199.0,1294.0,75.0,2310.0,14201.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,276.0,40,True,2025-02-05 14:46:22.000,0.15.1,35.0,flair,conda-forge/python-flair,,,['pytorch'],4189.0,4035.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,154.0,106104.0,106851.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,44124.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-06-09 01:06:54.000000,2025-06-09 01:06:54,8321.0,18.0,3428.0,480.0,755.0,45.0,2196.0,14029.0,A toolkit for making real world machine learning and data analysis applications in C++.,205.0,40,False,2025-05-28 01:22:16.000,20.0.0,42.0,dlib,conda-forge/dlib,,,,39724.0,39486.0,https://pypi.org/project/dlib,2025-05-28 01:22:16.000,238.0,210686.0,230225.0,https://anaconda.org/conda-forge/dlib,2025-06-02 04:17:54.187,1159596.0,,,,,2.0,25583.0,,,,,,,,,,,,,,,,,,,
62,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-06-10 13:24:15.000000,2025-06-10 13:24:15,10538.0,66.0,1479.0,133.0,1383.0,146.0,1037.0,9965.0,A PyTorch-based Speech Toolkit.,262.0,40,True,2025-04-07 17:05:07.000,1.0.3,19.0,speechbrain,,,,['pytorch'],3866.0,3787.0,https://pypi.org/project/speechbrain,2025-04-07 17:17:04.000,79.0,906091.0,906091.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
63,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-06-01 13:44:12.000000,2025-05-23 17:25:23,3874.0,4.0,802.0,137.0,1579.0,143.0,1945.0,9834.0,Declarative visualization library for Python.,176.0,40,True,2024-11-24 00:12:10.000,5.5.0,43.0,altair,conda-forge/altair,,,,241273.0,240357.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,29444620.0,29510061.0,https://anaconda.org/conda-forge/altair,2025-04-22 14:56:25.338,2748462.0,,,,,1.0,241.0,,,,,,,vega/altair,,,,,,,,,,,,
64,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-06-11 21:18:01.000000,2025-05-27 15:19:15,1869.0,10.0,894.0,123.0,719.0,78.0,995.0,9792.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,112.0,40,True,2025-03-13 10:50:56.000,0.21.1,110.0,tokenizers,conda-forge/tokenizers,,,,180878.0,179584.0,https://pypi.org/project/tokenizers,2025-03-13 10:50:56.000,1294.0,51485380.0,51537351.0,https://anaconda.org/conda-forge/tokenizers,2025-04-22 14:57:31.323,3066275.0,,,,,1.0,76.0,,,,,,,,,,,,,,,,,,,
65,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-06-12 14:39:13.000000,2025-06-11 23:16:06,5422.0,171.0,1610.0,109.0,4993.0,1117.0,1779.0,9085.0,A unified framework for machine learning with time series.,465.0,40,True,2025-04-12 14:37:46.000,0.37.0,89.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4748.0,4603.0,https://pypi.org/project/sktime,2025-04-12 14:37:46.000,145.0,1116683.0,1140466.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-05-31 20:17:15.852,1117781.0,,,,,1.0,111.0,,,,,,,sktime/sktime,,,,,,,,,,,,
66,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-06-09 17:10:25.000000,2025-06-08 08:49:16,10258.0,32.0,2096.0,224.0,4243.0,379.0,3113.0,9068.0,Bayesian Modeling and Probabilistic Programming in Python.,526.0,40,True,2025-05-28 05:45:17.000,5.23.0,100.0,pymc3,conda-forge/pymc3,,,,7743.0,7551.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,263878.0,275077.0,https://anaconda.org/conda-forge/pymc3,2025-04-22 14:56:28.348,671831.0,,,,,1.0,245.0,,,,,,,,,,,,,,,,,,,
67,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-05-27 00:08:02.000000,2025-05-27 00:08:02,2398.0,25.0,587.0,89.0,957.0,237.0,1042.0,4146.0,Manipulation and analysis of geometric objects.,170.0,40,True,2025-05-19 11:03:43.000,2.1.1,129.0,shapely,conda-forge/shapely,,,,115541.0,111380.0,https://pypi.org/project/shapely,2025-05-19 11:03:43.000,4161.0,53309841.0,53522959.0,https://anaconda.org/conda-forge/shapely,2025-05-19 14:51:52.024,12355778.0,,,,,1.0,3876.0,,,,,,,,,,,,,,,,,,,
68,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-06-12 08:13:01.000000,2025-06-10 21:00:24,6035.0,45.0,733.0,54.0,5298.0,1545.0,2452.0,1631.0,A distributed task scheduler for Dask.,336.0,40,True,2025-05-20 19:54:21.000,2025.5.1,253.0,distributed,conda-forge/distributed,,,,42280.0,41308.0,https://pypi.org/project/distributed,2025-05-20 19:54:21.000,972.0,4298898.0,4592805.0,https://anaconda.org/conda-forge/distributed,2025-05-20 21:11:35.143,17928350.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-06-12 12:17:49.000000,2025-06-12 12:17:49,36865.0,219.0,13576.0,932.0,26657.0,192.0,,24942.0,Apache Flink Python API.,2021.0,39,True,2025-02-12 19:13:03.000,1.19.2,52.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2025-02-12 19:13:03.000,35.0,1714702.0,1714702.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
70,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2025-04-22 15:32:24.964000,2023-01-26 21:28:45,11896.0,,6788.0,1067.0,11124.0,1805.0,7758.0,20809.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",985.0,39,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],8113.0,7987.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,120.0,779765.0,780161.0,https://anaconda.org/anaconda/mxnet,2025-04-22 15:32:24.964,12188.0,,,,,2.0,28491.0,,,,,,,apache/mxnet,,,,,6.0,,,,,,,
71,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-06-09 12:47:52.000000,2025-01-14 10:26:14,32383.0,,4798.0,358.0,6441.0,142.0,6644.0,20281.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21.000,3.6.21,374.0,rasa,,,,['tensorflow'],5460.0,5400.0,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,125240.0,125240.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2025-06-10 11:10:04.000000,2025-06-10 11:10:03,4537.0,1.0,4379.0,424.0,1719.0,396.0,1466.0,16058.0,Topic Modelling for Humans.,460.0,39,True,2024-07-19 14:39:26.000,4.3.3,94.0,gensim,conda-forge/gensim,,,,78546.0,77169.0,https://pypi.org/project/gensim,2024-07-19 14:39:26.000,1377.0,5049770.0,5081583.0,https://anaconda.org/conda-forge/gensim,2025-04-22 14:56:41.039,1619856.0,,,,,1.0,6053.0,-1.0,,,,,,piskvorky/gensim,,,,,,,,,,,,
73,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2025-06-12 14:58:19.000000,2025-06-12 14:11:01,23506.0,506.0,633.0,67.0,4363.0,572.0,1120.0,9580.0,"Visualize, create, and debug image and video datasets and model predictions.",155.0,39,True,2025-05-09 13:28:22.000,1.5.2,160.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",1029.0,1002.0,https://pypi.org/project/fiftyone,2025-05-09 13:09:15.000,27.0,91763.0,91763.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
