,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-10-02 15:05:30.000000,2022-10-02 15:05:30,4391.0,8.0,4263,435.0,1625.0,393.0,1402.0,13577,Topic Modelling for Humans.,431.0,40,True,2022-05-01 16:17:56.000,4.2.0,90.0,gensim,conda-forge/gensim,,3831.0,4795018.0,39727.0,36826.0,https://pypi.org/project/gensim,2022-05-01 16:17:56.000,2901.0,4780380.0,https://anaconda.org/conda-forge/gensim,2022-07-29 07:43:10.680,890126.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
40,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-10-06 08:13:55.000000,2022-10-05 21:23:02,8960.0,192.0,1670,226.0,3285.0,182.0,2653.0,7039,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,416.0,40,True,2022-09-30 13:53:26.000,4.2.1,47.0,pymc3,conda-forge/pymc3,,1904.0,356416.0,998.0,760.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,350112.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,452582.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
41,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-10-06 08:44:20.000000,2022-10-06 06:09:28,13999.0,542.0,750,123.0,2706.0,92.0,1191.0,6980,A hyperparameter optimization framework.,204.0,40,True,2022-09-20 00:18:11.622,3.0.2,51.0,optuna,conda-forge/optuna,,,1798434.0,4561.0,4321.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,240.0,1788900.0,https://anaconda.org/conda-forge/optuna,2022-09-16 07:21:40.481,333710.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-10-06 15:09:59.000000,2022-10-06 15:09:56,4948.0,176.0,650,59.0,4056.0,1255.0,1989.0,1401,A distributed task scheduler for Dask.,291.0,40,True,2022-09-30 18:57:47.288,2022.9.2,184.0,distributed,conda-forge/distributed,,,4172967.0,26344.0,25157.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,4066552.0,https://anaconda.org/conda-forge/distributed,2022-10-01 02:31:38.034,8193981.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-10-05 17:58:25.000000,2022-10-05 15:59:37,1529.0,96.0,3511,285.0,261.0,82.0,531.0,21219,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",80.0,39,True,2022-10-03 21:44:35.000,0.6.11,36.0,timm,conda-forge/timm,['pytorch'],2000870.0,1273507.0,5024.0,4918.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1223574.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,30581.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-10-05 04:21:22.000000,2022-06-16 14:46:20,2277.0,,2603,257.0,487.0,1438.0,618.0,17625,A game theoretic approach to explain the output of any machine learning model.,205.0,39,True,2022-06-16 00:31:04.000,0.41.0,95.0,shap,conda-forge/shap,,,3803818.0,7068.0,6793.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,275.0,3773310.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1525440.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
45,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-10-06 14:32:34.000000,2022-10-06 13:41:44,7928.0,248.0,1968,182.0,3546.0,44.0,1622.0,16232,Build cross-modal and multimodal applications on the cloud Neural Search Creative AI Cloud Native MLOps.,156.0,39,True,2022-09-29 16:52:07.682,3.10.0,2046.0,jina,conda-forge/jina-core,,,118520.0,366.0,364.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,81502.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,26295.0,2.0,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2022-10-06 14:02:41.277555,7.0,1119897.0,,,,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-10-06 13:43:01.000000,2022-10-04 18:17:54,30559.0,249.0,4119,341.0,5002.0,884.0,5797.0,14914,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",554.0,39,True,2022-09-29 13:55:23.525,3.2.10,275.0,rasa,,['tensorflow'],,201051.0,60.0,,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,201051.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-09-28 09:19:23.000000,2022-09-03 21:04:49,4705.0,119.0,1893,203.0,976.0,118.0,1860.0,12085,A very simple framework for state-of-the-art Natural Language Processing (NLP).,233.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,184391.0,1699.0,1623.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,183930.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,12461.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
48,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-10-06 09:44:44.000000,2022-10-06 08:37:16,1121.0,105.0,1371,154.0,481.0,130.0,482.0,9682,Create HTML profiling reports from pandas DataFrame objects.,96.0,39,True,2022-09-07 14:35:41.482,3.3.0,33.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1156024.0,9369.0,9205.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,1152109.0,https://anaconda.org/conda-forge/pandas-profiling,2022-09-13 12:49:40.455,289759.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-10-03 00:53:34.000000,2022-09-29 09:14:50,5675.0,452.0,5160,384.0,2267.0,1083.0,4465.0,25138,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",132.0,38,True,2022-08-24 09:04:27.000,2.6.0,29.0,paddleocr,,['paddle'],,36024.0,867.0,858.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,36024.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
50,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-09-26 12:15:07.000000,2022-09-26 12:15:06,11893.0,28.0,6883,1093.0,11095.0,1988.0,7745.0,20095,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",980.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,['mxnet'],25561.0,370507.0,290.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,285.0,370035.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,8221.0,2.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,
51,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-10-06 14:37:39.000000,2022-10-06 09:18:47,2241.0,29.0,4887,349.0,1153.0,761.0,2913.0,19345,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,406.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],266.0,104371.0,1002.0,963.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,103648.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,19398.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-10-06 13:03:08.000000,2022-10-05 20:27:31,5853.0,229.0,2845,242.0,1150.0,1029.0,1739.0,15731,Graph Neural Network Library for PyTorch.,314.0,38,True,2022-08-17 10:35:01.175,2.1.0,35.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,107897.0,50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,107459.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-08-19 23:46:40.777,11833.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-10-06 06:54:45.483120,2022-10-06 06:46:56,15635.0,465.0,1821,306.0,12710.0,365.0,5714.0,13878,Vector database for scalable similarity search and AI applications.,223.0,38,True,2022-09-29 11:28:14.000,2.1.4,100.0,pymilvus,,,47050.0,230110.0,18.0,1.0,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,181405.0,,,,1.0,,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2022-10-06 06:54:45.483120,22.0,1608720.0,,,,,,,,,,,,,
54,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-10-05 22:35:17.000000,2022-10-04 08:27:02,1248.0,45.0,2102,332.0,1470.0,329.0,1754.0,12758,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",158.0,38,True,2022-06-21 09:28:07.000,0.25.0,72.0,horovod,,,,74635.0,704.0,674.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,74635.0,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,,,,,,,
55,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-10-02 14:57:28.000000,2022-09-19 12:18:39,8123.0,34.0,3069,470.0,584.0,47.0,2049.0,11437,A toolkit for making real world machine learning and data analysis applications in C++.,178.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,25027.0,109345.0,16890.0,16121.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,102501.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,478912.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-10-06 12:03:53.000000,2022-10-06 12:03:51,24012.0,550.0,1053,194.0,309.0,438.0,1459.0,6744,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1026.0,38,True,2022-09-26 19:30:12.000,1.1,104.0,catboost,conda-forge/catboost,,88589.0,2392850.0,238.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,238.0,2369922.0,https://anaconda.org/conda-forge/catboost,2022-09-26 20:30:55.793,1138257.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-10-06 08:45:36.000000,2022-10-06 08:12:00,25895.0,413.0,633,123.0,5302.0,446.0,1406.0,6378,NumPy & SciPy for GPU.,313.0,38,True,2022-10-06 07:15:07.000,11.2.0,122.0,cupy,conda-forge/cupy,,46184.0,74179.0,1383.0,1218.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,18992.0,https://anaconda.org/conda-forge/cupy,2022-09-11 05:41:35.220,1927972.0,1.0,,,,,,,,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2022-10-06 08:15:29.464754,8.0,55257.0,,13.0,,,,,,,,,,,
58,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-10-03 13:49:20.000000,2022-10-03 07:33:03,2084.0,52.0,485,84.0,603.0,182.0,766.0,2996,Manipulation and analysis of geometric objects.,135.0,38,True,2022-08-17 21:23:55.000,1.8.4,110.0,shapely,conda-forge/shapely,,285.0,8442310.0,33596.0,33596.0,https://pypi.org/project/shapely,2022-08-03 10:59:58.000,,8388075.0,https://anaconda.org/conda-forge/shapely,2022-08-18 05:54:21.849,4553859.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-10-06 09:22:41.000000,2022-09-16 08:23:46,2132.0,28.0,7822,364.0,2459.0,676.0,5763.0,21593,OpenMMLab Detection Toolbox and Benchmark.,364.0,37,True,2022-09-20 02:19:34.460,2.25.2,38.0,mmdet,,['pytorch'],,74825.0,637.0,627.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,74825.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-10-06 14:38:19.000000,2022-10-06 12:17:06,31986.0,766.0,11266,940.0,20964.0,971.0,,19880,Apache Flink Python API.,1629.0,37,True,2022-08-23 12:20:22.952,1.15.2,35.0,apache-flink,,,,62057.0,16.0,,https://pypi.org/project/apache-flink,2022-07-05 17:28:53.000,16.0,62057.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
61,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-10-05 00:59:24.000000,2022-09-28 01:05:21,2714.0,8.0,2188,280.0,3093.0,91.0,2458.0,11224,"An open-source NLP research library, built on PyTorch.",264.0,37,True,2022-07-14 18:35:21.000,2.10.0,264.0,allennlp,conda-forge/allennlp,['pytorch'],47.0,81804.0,2947.0,2763.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,184.0,79971.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,84320.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-10-06 15:09:24.000000,2022-10-06 09:20:03,8016.0,370.0,985,137.0,4247.0,643.0,3294.0,10450,Data Version Control | Git for Data & Models | ML Experiments Management.,274.0,37,True,2022-10-04 20:55:20.934,2.29.0,378.0,dvc,conda-forge/dvc,,125912.0,2273023.0,47.0,,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,2235660.0,https://anaconda.org/conda-forge/dvc,2022-09-30 09:18:11.359,1233968.0,1.0,,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
63,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-10-02 19:22:10.000000,2022-06-01 11:58:49,1079.0,,1270,249.0,615.0,316.0,905.0,9662,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,2175846.0,19184.0,18402.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,782.0,2173721.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,133919.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
64,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,551.0,4114.0,679.0,2086.0,9624,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,343564.0,15765.0,12927.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,314795.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2157704.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-10-05 22:41:58.000000,2022-09-30 08:14:14,1164.0,25.0,1695,112.0,184.0,806.0,743.0,8552,Multilingual Sentence & Image Embeddings with BERT.,101.0,37,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,['pytorch'],,1512343.0,4389.0,4262.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,127.0,1510855.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,37200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
66,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-10-02 22:45:23.000000,2022-08-23 02:54:34,3232.0,8.0,695,151.0,1019.0,253.0,1418.0,7772,Declarative statistical visualization library for Python.,138.0,37,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,8428905.0,34336.0,33992.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,8410393.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1388427.0,2.0,,,,,,,,,,,,,,-2.0,,,,,,,,,,,
67,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-10-04 11:12:22.000000,2022-10-04 11:09:19,470.0,46.0,1662,209.0,243.0,464.0,378.0,7727,Download market data from Yahoo! Finances API.,60.0,37,True,2022-10-04 11:10:44.000,0.1.75,39.0,yfinance,ranaroussi/yfinance,,,574601.0,14260.0,14117.0,https://pypi.org/project/yfinance,2022-06-16 15:33:16.000,143.0,570855.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,56191.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-10-04 22:35:53.000000,2022-10-04 22:35:52,4093.0,193.0,1448,117.0,761.0,294.0,1478.0,6359,"An open-source, low-code machine learning library in Python.",101.0,37,True,2022-04-10 22:13:37.000,2.3.10,83.0,pycaret,conda-forge/pycaret,,610.0,920336.0,2603.0,2590.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,919559.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,19648.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
69,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-10-06 14:46:12.000000,2022-10-05 22:14:51,4846.0,179.0,367,36.0,2339.0,520.0,1499.0,4799,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,131.0,37,True,2022-10-05 22:11:22.980,0.13.4,238.0,wandb,conda-forge/wandb,,,1800753.0,12435.0,12164.0,https://pypi.org/project/wandb,2022-07-05 19:33:55.000,271.0,1796866.0,https://anaconda.org/conda-forge/wandb,2022-08-06 04:22:31.208,104965.0,1.0,,,,,,,,,,,,,,,,,,wandb/wandb,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-10-06 00:18:59.000000,2022-10-06 00:18:56,11669.0,155.0,1020,170.0,417.0,590.0,692.0,3781,Probabilistic reasoning and statistical analysis in TensorFlow.,460.0,37,True,2022-09-19 18:56:12.656,0.18.0,44.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,1241592.0,339.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,339.0,1239886.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-08-08 13:42:52.189,75102.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
71,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-10-05 09:46:12.000000,2022-10-03 12:32:44,1619.0,28.0,741,106.0,1232.0,446.0,973.0,3356,Python tools for geographic data.,177.0,37,True,2022-07-24 11:20:27.908,0.11.1,42.0,geopandas,conda-forge/geopandas,['pandas'],1606.0,3599995.0,17027.0,15782.0,https://pypi.org/project/geopandas,2022-06-21 06:10:17.000,1245.0,3574090.0,https://anaconda.org/conda-forge/geopandas,2022-07-24 18:57:53.018,2044857.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-10-05 23:31:59.000000,2022-10-05 23:31:58,17166.0,193.0,1092,79.0,6952.0,459.0,3842.0,2035,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,314.0,37,True,2022-08-24 15:29:00.997,1.1.1,64.0,mne,conda-forge/mne,,,49793.0,2111.0,1889.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,222.0,46326.0,https://anaconda.org/conda-forge/mne,2022-08-24 16:35:15.426,235762.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-09-28 14:16:53.000000,2022-09-27 00:58:42,3593.0,25.0,478,154.0,964.0,143.0,1436.0,1826,Rasterio reads and writes geospatial raster datasets.,132.0,37,True,2022-08-19 18:48:01.000,1.3.2,142.0,rasterio,conda-forge/rasterio,,761.0,1319970.0,6395.0,5594.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,1297287.0,https://anaconda.org/conda-forge/rasterio,2022-08-19 22:33:35.528,1791385.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-10-06 14:44:25.000000,2022-10-05 20:28:41,2682.0,114.0,860,129.0,2142.0,415.0,729.0,1705,A library for training and deploying machine learning models on Amazon SageMaker.,285.0,37,True,2022-10-05 20:30:16.081,2.111.0,449.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,7513700.0,1740.0,1688.0,https://pypi.org/project/sagemaker,2022-07-05 18:31:54.000,52.0,7502040.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-09-09 21:43:04.016,408104.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
