,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,updated_github_id
38,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-05-12 14:14:41.000000,2022-05-12 06:35:37,2733.0,240.0,2681,272.0,3642.0,1017.0,1332.0,11805,Open source platform for the machine learning lifecycle.,403.0,41,True,2022-04-13 17:02:54.000,1.25.1,57.0,mlflow,conda-forge/mlflow,,,,310.0,,https://pypi.org/project/mlflow,2022-04-13 16:01:34.000,310.0,10243524.0,10258577.0,https://anaconda.org/conda-forge/mlflow,2022-04-13 23:51:35.810,556995.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
39,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-05-12 14:29:36.000000,2022-05-12 10:53:46,4589.0,229.0,623,60.0,3620.0,1080.0,1787.0,1351,A distributed task scheduler for Dask.,270.0,41,True,2022-05-02 18:26:43.000,2022.5.0,173.0,distributed,conda-forge/distributed,,,,24533.0,23363.0,https://pypi.org/project/distributed,2022-05-02 18:26:43.000,1170.0,4868977.0,4963466.0,https://anaconda.org/conda-forge/distributed,2022-05-02 20:30:48.144,6803247.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-05-12 06:36:58.000000,2022-04-28 11:32:58,11832.0,45.0,6907,1099.0,11019.0,1974.0,7725.0,19975,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,40,True,2022-05-10 20:10:05.000,1.9.1,982.0,mxnet,mxnet,,,['mxnet'],289.0,,https://pypi.org/project/mxnet,2022-03-25 17:06:28.000,284.0,279072.0,279557.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7405.0,,,,,2.0,24923.0,,1.0,,,,,,5.0,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-05-04 23:39:51.000000,2022-04-01 19:36:07,2142.0,105.0,2411,248.0,451.0,1350.0,583.0,16277,A game theoretic approach to explain the output of any machine learning model.,182.0,40,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,5547.0,5326.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4321835.0,4347219.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,1142300.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-05-10 16:48:01.000000,2022-05-09 19:58:08,8627.0,226.0,1562,230.0,3054.0,213.0,2466.0,6557,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,383.0,40,True,2022-03-15 10:10:19.000,3.11.5,36.0,pymc3,conda-forge/pymc3,,,,856.0,621.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,235.0,358445.0,364501.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553,404475.0,,,,,1.0,1903.0,,1.0,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-05-12 12:23:02.000000,2022-05-12 12:23:00,23050.0,1645.0,998,194.0,292.0,378.0,1422.0,6506,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",992.0,40,True,2022-04-07 07:35:23.000,1.0.5,102.0,catboost,conda-forge/catboost,,,,220.0,,https://pypi.org/project/catboost,2022-04-07 05:23:24.000,220.0,2575190.0,2596852.0,https://anaconda.org/conda-forge/catboost,2022-04-07 19:25:52.486,971923.0,,,,,2.0,79230.0,,,,,,,,,,,,,,,,,,,,
44,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-05-11 22:44:22.000000,2022-05-11 22:44:22,2248.0,380.0,7233,626.0,2047.0,117.0,1483.0,22243,The fastai deep learning library.,613.0,39,True,2022-05-01 02:04:54.000,2.6.3,133.0,fastai,,,,['pytorch'],298.0,,https://pypi.org/project/fastai,2022-05-01 02:04:54.000,298.0,257046.0,257046.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-05-12 13:35:08.000000,2022-05-12 13:35:08,5994.0,324.0,1694,401.0,731.0,598.0,660.0,16433,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",113.0,39,True,2022-05-11 22:45:43.000,2.4.1,149.0,dash,conda-forge/dash,,,,1389.0,190.0,https://pypi.org/project/dash,2022-05-11 22:44:03.000,1199.0,842707.0,851811.0,https://anaconda.org/conda-forge/dash,2022-05-12 04:19:37.189,437037.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-05-12 13:24:41.000000,2022-05-12 08:49:14,30110.0,242.0,3926,339.0,4574.0,987.0,5688.0,13964,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",538.0,39,True,2022-04-05 14:41:42.000,2.8.27,250.0,rasa,,,,['tensorflow'],57.0,,https://pypi.org/project/rasa,2022-04-05 14:41:31.000,57.0,164377.0,164377.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-05-12 09:47:13.000000,2022-05-09 03:36:32,4478.0,165.0,1856,201.0,919.0,90.0,1754.0,11572,A very simple framework for state-of-the-art Natural Language Processing (NLP).,224.0,39,True,2022-05-09 03:37:25.000,0.11.2,26.0,flair,conda-forge/python-flair,,,['pytorch'],1420.0,1349.0,https://pypi.org/project/flair,2022-05-09 03:37:25.000,71.0,80978.0,81309.0,https://anaconda.org/conda-forge/python-flair,2021-11-18 16:11:16.757,7284.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-04-20 04:58:00.000000,2022-03-25 20:01:52,3150.0,16.0,665,153.0,974.0,230.0,1403.0,7477,Declarative statistical visualization library for Python.,136.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,26722.0,26378.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,7028197.0,7044722.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1156797.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-05-12 14:49:28.000000,2022-05-12 14:37:27,35912.0,1038.0,3464,257.0,17618.0,135.0,,5499,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1268.0,39,True,2022-04-20 23:03:40.000,2.38.0,61.0,apache-beam,conda-forge/apache-beam-with-aws,,,,149.0,,https://pypi.org/project/apache-beam,2022-04-20 20:51:29.000,149.0,7170685.0,7171733.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-04-21 05:29:42.235,8384.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-05-12 14:52:58.000000,2022-05-11 21:21:25,4696.0,123.0,1704,263.0,2254.0,579.0,1813.0,18932,Streamlit The fastest way to build data apps in Python.,140.0,38,True,2022-05-04 16:36:28.000,1.9.0,159.0,streamlit,,,,,657.0,289.0,https://pypi.org/project/streamlit,2022-05-04 16:36:19.000,368.0,1000709.0,1000709.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
51,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-05-12 13:46:07.000000,2022-05-12 12:16:56,7448.0,440.0,1919,182.0,3269.0,67.0,1400.0,14563,Cloud-native neural search framework for kind of data.,145.0,38,True,2022-05-10 14:34:23.000,3.4.0,1790.0,jina,conda-forge/jina-core,jinaai/jina,,,281.0,281.0,https://pypi.org/project/jina,2022-05-12 12:18:54.000,,51442.0,91112.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,4619.0,https://hub.docker.com/r/jinaai/jina,2022-05-12 12:39:42.010329,7.0,1055511.0,2.0,,,,,,,,,,,,,,,,,,,,,
52,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-05-08 19:10:58.732000,2022-05-08 14:53:24,8081.0,54.0,3069,478.0,552.0,47.0,1985.0,11127,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,14881.0,14112.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,136885.0,143190.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,408389.0,,,,,2.0,24955.0,,-1.0,,,,,,,,,,,,,,,,,,
53,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-05-12 14:26:44.000000,2022-05-12 11:23:53,14683.0,524.0,1495,198.0,11319.0,300.0,4734.0,10326,An open-source vector database for scalable similarity search and AI applications.,205.0,38,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,39505.0,73629.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-04-02 06:39:20.199435,18.0,936887.0,1.0,24238.0,,,,,,,,,,,,,,,,,,,,
54,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,557.0,4114.0,679.0,2086.0,9570,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15297.0,12459.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,245890.0,273896.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,1960427.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
55,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-05-12 03:41:28.000000,2022-05-09 20:45:39,998.0,55.0,1306,149.0,402.0,111.0,461.0,8907,Create HTML profiling reports from pandas DataFrame objects.,86.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",7897.0,7739.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1050258.0,1053179.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,201581.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
56,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-05-09 16:33:43.000000,2022-04-02 01:06:55,1628.0,7.0,1264,216.0,679.0,180.0,778.0,8287,Simple job queues for Python.,256.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,11998.0,10263.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,526717.0,527727.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,70723.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
57,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-05-12 04:57:55.000000,2022-05-12 04:26:33,25123.0,464.0,594,121.0,5022.0,390.0,1345.0,6000,NumPy & SciPy for GPU.,303.0,38,True,2022-04-27 07:44:39.000,10.4.0,114.0,cupy,conda-forge/cupy,cupy/cupy,,,1182.0,1023.0,https://pypi.org/project/cupy,2022-04-27 01:15:30.000,159.0,23804.0,68326.0,https://anaconda.org/conda-forge/cupy,2022-05-04 10:15:12.738,1336669.0,https://hub.docker.com/r/cupy/cupy,2022-04-27 07:48:42.139200,7.0,54679.0,1.0,30537.0,,,,,,,,,,,,,,,,,,,,
58,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-05-12 12:07:19.000000,2022-05-12 11:46:15,4902.0,790.0,4420,357.0,1878.0,1100.0,3350.0,21330,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",108.0,37,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,,,['paddle'],632.0,626.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,6.0,51198.0,51198.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
59,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-05-12 12:56:21.000000,2022-05-11 14:46:29,2056.0,131.0,7200,355.0,2167.0,539.0,5271.0,19653,OpenMMLab Detection Toolbox and Benchmark.,335.0,37,True,2022-04-30 14:57:36.000,2.24.1,33.0,mmdet,,,,['pytorch'],368.0,359.0,https://pypi.org/project/mmdet,2022-04-30 14:57:36.000,9.0,43133.0,43133.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
60,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-05-12 13:28:21.000000,2022-05-12 13:28:21,30844.0,980.0,10666,928.0,19697.0,882.0,,18874,Apache Flink Python API.,1534.0,37,True,2022-04-26 08:03:16.000,1.15.0,31.0,apache-flink,,,,,15.0,,https://pypi.org/project/apache-flink,2022-04-26 08:03:16.000,15.0,13847.0,13847.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
61,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-05-11 19:07:07.000000,2022-05-10 03:42:43,1367.0,73.0,3020,273.0,226.0,57.0,438.0,18400,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",74.0,37,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],2981.0,2891.0,https://pypi.org/project/timm,2022-01-17 04:57:50.000,90.0,2210470.0,2243928.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,16017.0,,,,,1.0,1178286.0,,,,,,,,,,,,,,,,,,,,
62,fairseq,pytorch/fairseq,nlp,,https://github.com/pytorch/fairseq,https://github.com/pytorch/fairseq,MIT,2017-08-29 16:26:12.000,2022-05-12 12:08:19.000000,2022-05-12 01:33:28,2171.0,49.0,4454,328.0,1044.0,563.0,2839.0,16912,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,385.0,37,True,2021-01-05 20:26:45.000,0.10.2,13.0,fairseq,conda-forge/fairseq,,,['pytorch'],816.0,779.0,https://pypi.org/project/fairseq,2021-01-05 20:26:45.000,37.0,67103.0,67746.0,https://anaconda.org/conda-forge/fairseq,2021-04-28 18:08:39.753,14054.0,,,,,1.0,235.0,,,,,,,,,,,,,,,,,,,,
63,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-05-12 12:19:33.000000,2022-05-12 12:19:33,4036.0,14.0,2314,489.0,2225.0,103.0,870.0,15666,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",588.0,37,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,,2133.0,1734.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,552462.0,552595.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,9985.0,,,,,1.0,,stable/luigi,,,,,,,2.0,,,,,,,,,,,,
64,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-05-11 01:27:22.000000,2022-05-09 23:48:45,2687.0,33.0,2180,277.0,3053.0,88.0,2429.0,10981,"An open-source NLP research library, built on PyTorch.",262.0,37,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,,,['pytorch'],2646.0,2468.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,178.0,37281.0,38649.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,56118.0,,,,,1.0,46.0,,,,,,,,,,,,,,,,,,,,
65,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-05-12 13:07:39.000000,2022-05-11 21:39:41,7496.0,203.0,927,136.0,3876.0,648.0,3034.0,9703,Data Version Control | Git for Data & Models | ML Experiments Management.,266.0,37,True,2022-04-28 13:08:05.000,2.10.2,349.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-04-28 13:08:05.000,47.0,481996.0,516443.0,https://anaconda.org/conda-forge/dvc,2022-05-01 22:39:34.305,1041523.0,,,,,1.0,80110.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,
66,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-05-11 16:44:51.000000,2022-05-11 14:54:43,14506.0,117.0,870,146.0,3121.0,510.0,1717.0,8836,The easiest way to automate your data.,323.0,37,True,2022-04-27 21:09:20.000,1.2.1,129.0,prefect,conda-forge/prefect,,,,810.0,751.0,https://pypi.org/project/prefect,2022-04-27 21:09:20.000,59.0,223593.0,230417.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,259345.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
67,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2022-05-12 14:32:20.000000,2022-05-12 13:35:10,8886.0,683.0,943,62.0,3803.0,217.0,1107.0,6572,Always know what to expect from your data.,291.0,37,True,2022-05-05 22:33:23.000,0.15.4,158.0,great_expectations,conda-forge/great-expectations,,,,31.0,,https://pypi.org/project/great_expectations,2022-05-05 22:28:25.000,31.0,5177329.0,5184813.0,https://anaconda.org/conda-forge/great-expectations,2022-05-06 00:00:09.357,374202.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-05-12 10:00:00.000000,2022-05-12 09:40:38,12467.0,766.0,699,127.0,2398.0,142.0,1041.0,6382,A hyperparameter optimization framework.,189.0,37,True,2021-10-04 06:37:16.000,2.10.0,45.0,optuna,conda-forge/optuna,,,,3450.0,3248.0,https://pypi.org/project/optuna,2022-04-12 04:16:37.000,202.0,2537389.0,2546483.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,272836.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
69,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-05-12 09:47:49.000000,2022-05-01 13:54:15,2292.0,118.0,1276,114.0,669.0,256.0,1265.0,5634,"An open-source, low-code machine learning library in Python.",78.0,37,True,2022-04-10 22:13:37.000,2.3.10,79.0,pycaret,conda-forge/pycaret,,,,2107.0,2095.0,https://pypi.org/project/pycaret,2022-04-10 22:13:37.000,12.0,476526.0,476997.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,9378.0,,,,,1.0,561.0,,,,,,,,,,,,,,,,,,,,
70,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-05-12 14:33:48.000000,2022-05-12 12:17:58,10387.0,753.0,590,85.0,3617.0,949.0,3126.0,4693,"An orchestration platform for the development, production, and observation of data assets.",204.0,37,True,2022-05-06 00:32:11.000,0.14.14,449.0,dagster,conda-forge/dagster,,,,451.0,364.0,https://pypi.org/project/dagster,2022-05-05 23:46:09.000,87.0,242145.0,258671.0,https://anaconda.org/conda-forge/dagster,2022-05-06 13:59:40.605,495809.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-05-11 18:18:07.000000,2022-05-11 18:18:05,11431.0,137.0,967,167.0,398.0,550.0,675.0,3684,Probabilistic reasoning and statistical analysis in TensorFlow.,446.0,37,True,2022-02-14 17:24:33.000,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],311.0,,https://pypi.org/project/tensorflow-probability,2022-02-14 17:03:04.000,311.0,877682.0,879109.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,55682.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-12 14:50:34.000000,2022-04-30 13:07:35,1406.0,10.0,318,63.0,602.0,332.0,396.0,2785,Computing with Python functions.,110.0,37,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,187602.0,182711.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,23975500.0,24097824.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,8562746.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-05-09 20:09:15.000000,2022-05-09 20:09:15,2009.0,16.0,455,87.0,503.0,162.0,718.0,2777,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,,,32949.0,29172.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,6879543.0,6925076.0,https://anaconda.org/conda-forge/shapely,2022-05-05 23:56:28.313,3596795.0,,,,,1.0,30.0,,,,,,,,,,,,,,,,,,,,
74,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-05-12 09:36:27.000000,2022-05-12 07:36:46,5095.0,75.0,254,84.0,546.0,22.0,103.0,2519,"A refreshing functional take on deep learning, compatible with your favorite libraries.",51.0,37,True,2022-03-15 13:37:06.000,8.0.15,202.0,thinc,conda-forge/thinc,,,,21786.0,21170.0,https://pypi.org/project/thinc,2022-03-15 13:37:06.000,616.0,4419239.0,4450806.0,https://anaconda.org/conda-forge/thinc,2022-03-15 17:15:05.102,1988735.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
