,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
38,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-03-03 12:45:15.000000,2022-03-02 14:17:08,11797.0,47.0,6882,1099.0,10956.0,1953.0,7709.0,19882,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,40,True,2021-12-18 21:55:54.000,1.9.0,981.0,mxnet,mxnet,['mxnet'],24619.0,280996.0,286.0,,https://pypi.org/project/mxnet,2021-12-18 21:55:54.000,281.0,280508.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007,7003.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,
39,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2022-02-28 15:24:00.000000,2022-02-26 07:29:26,4305.0,18.0,4094,432.0,1584.0,380.0,1364.0,12963,Topic Modelling for Humans.,418.0,40,True,2021-09-18 14:21:47.000,4.1.2,89.0,gensim,conda-forge/gensim,,3505.0,5157718.0,33715.0,30894.0,https://pypi.org/project/gensim,2021-09-17 00:24:57.000,2821.0,5143420.0,https://anaconda.org/conda-forge/gensim,2021-11-09 13:39:50.380,769655.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
40,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-03-03 11:21:29.000000,2022-03-03 08:29:48,2527.0,139.0,2518,280.0,3379.0,1002.0,1219.0,11377,Open source platform for the machine learning lifecycle.,361.0,40,True,2022-02-28 09:33:08.000,1.24.0,55.0,mlflow,conda-forge/mlflow,,,9889606.0,279.0,,https://pypi.org/project/mlflow,2022-02-28 07:17:09.000,279.0,9875711.0,https://anaconda.org/conda-forge/mlflow,2022-02-28 12:03:58.138,486336.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
41,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-03-03 02:39:16.000000,2022-01-18 12:50:58,2814.0,2.0,1498,248.0,772.0,104.0,1872.0,9192,Statistical data visualization in Python.,161.0,40,True,2021-08-16 00:42:18.000,0.11.2,25.0,seaborn,conda-forge/seaborn,,211.0,7459873.0,151062.0,142220.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000,8842.0,7409469.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619,3376938.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,h5py,h5py/h5py,data-containers,,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000,2022-02-28 17:41:00.000000,2022-02-28 17:38:33,3893.0,50.0,431,51.0,776.0,221.0,1069.0,1684,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,178.0,40,True,2021-11-16 13:35:22.000,3.6.0,31.0,h5py,conda-forge/h5py,,1722.0,11927785.0,165197.0,151667.0,https://pypi.org/project/h5py,2021-11-16 13:35:22.000,13530.0,11828865.0,https://anaconda.org/conda-forge/h5py,2021-11-26 22:25:41.747,7120292.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-03-03 14:39:36.000000,2022-03-03 12:26:02,4407.0,165.0,594,65.0,3369.0,926.0,1725.0,1308,A distributed task scheduler for Dask.,263.0,40,True,2022-02-11 17:53:23.000,2022.2.0,168.0,distributed,conda-forge/distributed,,,5372427.0,23499.0,22343.0,https://pypi.org/project/distributed,2022-02-25 17:40:49.000,1156.0,5282064.0,https://anaconda.org/conda-forge/distributed,2022-02-25 20:05:48.412,6325423.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-03-03 12:15:03.000000,2022-03-01 10:09:09,29921.0,426.0,3851,336.0,4464.0,979.0,5578.0,13651,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",528.0,39,True,2022-02-21 09:53:54.000,3.0.7,246.0,rasa,,['tensorflow'],,247698.0,57.0,,https://pypi.org/project/rasa,2022-02-11 14:26:24.000,57.0,247698.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
45,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-03-03 11:50:10.000000,2022-02-25 14:32:35,4336.0,310.0,1769,203.0,884.0,88.0,1688.0,11310,A very simple framework for state-of-the-art Natural Language Processing (NLP).,218.0,39,True,2021-11-18 08:33:59.000,0.10,23.0,flair,conda-forge/python-flair,['pytorch'],,80645.0,1251.0,1185.0,https://pypi.org/project/flair,2021-11-18 08:22:02.000,66.0,80307.0,https://anaconda.org/conda-forge/python-flair,2021-11-18 16:11:16.757,6771.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
46,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-03-03 13:54:10.000000,2022-03-03 12:20:24,8043.0,51.0,3038,480.0,532.0,43.0,1951.0,10966,A toolkit for making real world machine learning and data analysis applications in C++.,174.0,39,False,2022-01-25 03:42:43.000,19.23.0,30.0,dlib,conda-forge/dlib,,24889.0,123908.0,13969.0,13203.0,https://pypi.org/project/dlib,2022-01-25 03:42:43.000,766.0,117736.0,https://anaconda.org/conda-forge/dlib,2022-02-21 22:15:12.630,387147.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-03-03 14:35:00.000000,2022-03-03 13:57:56,14263.0,2319.0,1440,193.0,10776.0,280.0,4279.0,9638,An open-source vector database for scalable similarity search and AI applications.,193.0,39,True,2022-02-23 10:39:40.000,2.0.1,100.0,pymilvus,,,9725.0,63532.0,15.0,,https://pypi.org/project/pymilvus,2022-02-23 08:41:19.000,15.0,33191.0,,,,1.0,,milvusdb/milvus,,https://hub.docker.com/r/milvusdb/milvus,2022-02-23 06:45:57.476160,18.0,851888.0,,,,,,,,,,,,,,,,,,
48,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-03-03 01:48:01.000000,2022-03-02 01:25:46,1624.0,11.0,1261,217.0,671.0,169.0,777.0,8165,Simple job queues for Python.,252.0,39,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,549956.0,11481.0,9746.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,548951.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,68373.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-03-02 00:24:59.000000,2022-02-24 20:28:26,3113.0,15.0,630,151.0,961.0,240.0,1359.0,7306,Declarative statistical visualization library for Python.,136.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,5412844.0,23183.0,22839.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,5396972.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1079339.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
50,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-03-03 14:49:31.000000,2022-03-03 13:38:41,34785.0,997.0,3394,256.0,16981.0,127.0,,5330,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1224.0,39,True,2022-02-10 06:49:13.000,2.29.0,58.0,apache-beam,conda-forge/apache-beam-with-aws,,,19979576.0,147.0,,https://pypi.org/project/apache-beam,2022-03-01 01:43:42.000,147.0,19978867.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-02-08 20:12:09.852,4258.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-03-03 06:34:57.000000,2022-03-02 23:54:23,4613.0,129.0,1595,257.0,2124.0,553.0,1732.0,17914,Streamlit The fastest way to build data apps in Python.,137.0,38,True,2022-03-02 20:42:23.000,1.7.0,153.0,streamlit,,,,851552.0,557.0,235.0,https://pypi.org/project/streamlit,2022-03-02 20:42:16.000,322.0,851552.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-03-02 21:37:48.000000,2022-03-02 14:51:20,5712.0,143.0,1647,398.0,684.0,584.0,631.0,16008,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",107.0,38,True,2022-02-18 20:34:34.000,2.2.0,145.0,dash,conda-forge/dash,,,867683.0,1339.0,179.0,https://pypi.org/project/dash,2022-02-18 20:30:12.000,1160.0,859698.0,https://anaconda.org/conda-forge/dash,2022-02-19 13:46:45.593,367333.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-03-01 17:13:57.000000,2021-12-04 17:24:08,2011.0,1.0,2302,248.0,425.0,1272.0,572.0,15619,A game theoretic approach to explain the output of any machine learning model.,162.0,38,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,4289224.0,4856.0,4635.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4267076.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,952383.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
54,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-02-28 14:17:41.000000,2022-01-16 15:01:41,4022.0,11.0,2314,488.0,2214.0,103.0,864.0,15430,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",580.0,38,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,636645.0,2057.0,1658.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,636523.0,https://anaconda.org/anaconda/luigi,2022-01-20 12:21:28.388,8948.0,1.0,,,stable/luigi,,,,,,,,,,,2.0,,,,,,,,,,,
55,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-03-03 13:14:00.000000,2022-03-03 08:27:05,7119.0,323.0,1804,182.0,3075.0,33.0,1287.0,13883,Cloud-native neural search framework for kind of data.,139.0,38,True,2022-03-02 13:31:53.000,3.0.4,1615.0,jina,conda-forge/jina-core,,,98558.0,232.0,232.0,https://pypi.org/project/jina,2022-03-02 13:31:07.000,,56635.0,https://anaconda.org/conda-forge/jina-core,2022-03-02 17:25:55.115,2487.0,2.0,,jinaai/jina,,https://hub.docker.com/r/jinaai/jina,2022-03-02 13:51:16.595154,6.0,1037745.0,,,,,,,,,,,,,,,,,,
56,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-02-28 21:42:06.000000,2022-02-28 21:42:04,2663.0,43.0,2156,280.0,3025.0,108.0,2411.0,10832,"An open-source NLP research library, built on PyTorch.",260.0,38,True,2022-01-27 18:12:46.000,2.9.0,260.0,allennlp,conda-forge/allennlp,['pytorch'],44.0,44996.0,2444.0,2268.0,https://pypi.org/project/allennlp,2022-01-27 18:12:46.000,176.0,43940.0,https://anaconda.org/conda-forge/allennlp,2022-02-06 21:44:10.661,41195.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-03-03 14:43:51.000000,2022-03-03 14:43:51,14434.0,209.0,813,144.0,3021.0,429.0,1651.0,8354,The easiest way to automate your data.,301.0,38,True,2022-02-23 22:06:49.000,1.0.0,123.0,prefect,conda-forge/prefect,,,198311.0,671.0,628.0,https://pypi.org/project/prefect,2022-03-01 00:18:22.000,43.0,191545.0,https://anaconda.org/conda-forge/prefect,2022-01-25 22:44:23.145,243597.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-03-03 13:38:43.000000,2022-03-03 12:04:25,8462.0,222.0,1505,230.0,2935.0,217.0,2370.0,6403,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,374.0,38,True,2021-08-24 01:17:21.000,3.11.4,35.0,pymc3,conda-forge/pymc3,,1889.0,316391.0,823.0,593.0,https://pypi.org/project/pymc3,2021-08-24 01:17:21.000,230.0,310408.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553,387552.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-03-03 07:52:57.000000,2022-03-03 06:30:24,11682.0,530.0,661,131.0,2281.0,142.0,973.0,6027,A hyperparameter optimization framework.,182.0,38,True,2021-10-04 06:37:16.000,2.10.0,44.0,optuna,conda-forge/optuna,,,1030266.0,2918.0,2738.0,https://pypi.org/project/optuna,2022-02-14 04:42:41.000,180.0,1023986.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,175861.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-03-03 08:51:29.000000,2022-03-03 07:32:53,24709.0,652.0,577,121.0,4885.0,397.0,1304.0,5823,NumPy & SciPy for GPU.,297.0,38,True,2022-02-25 07:05:52.000,10.2.0,109.0,cupy,conda-forge/cupy,,25404.0,107696.0,1095.0,943.0,https://pypi.org/project/cupy,2022-02-25 02:05:13.000,152.0,65546.0,https://anaconda.org/conda-forge/cupy,2022-02-27 03:39:45.931,1184090.0,1.0,,cupy/cupy,,https://hub.docker.com/r/cupy/cupy,2022-02-25 07:09:30.024501,7.0,54435.0,,,,,,,,,,,,,,,,,,
61,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-03-01 15:56:42.000000,2022-03-01 15:56:42,1403.0,18.0,315,63.0,599.0,332.0,391.0,2695,Computing with Python functions.,109.0,38,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,22599437.0,170249.0,165358.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,22491467.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,7342014.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,xarray,pydata/xarray,data-containers,,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000,2022-03-03 09:43:35.000000,2022-03-03 09:43:35,4043.0,118.0,775,106.0,2833.0,942.0,2245.0,2423,N-D labeled arrays and datasets in Python.,366.0,38,True,2022-03-02 15:57:11.000,2022.3.0,66.0,xarray,conda-forge/xarray,,,1137982.0,10615.0,9269.0,https://pypi.org/project/xarray,2022-03-02 15:57:11.000,1346.0,1072953.0,https://anaconda.org/conda-forge/xarray,2022-03-02 20:58:31.246,4682105.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
63,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-03-03 13:32:20.000000,2022-03-02 23:23:10,1877.0,26.0,7126,629.0,2027.0,102.0,1459.0,21998,The fastai deep learning library.,605.0,37,True,2021-10-23 07:16:08.000,2.5.3,126.0,fastai,,['pytorch'],,258130.0,288.0,,https://pypi.org/project/fastai,2021-10-23 07:16:08.000,288.0,258130.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
64,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-03-03 13:31:09.000000,2022-03-03 13:31:09,1960.0,122.0,6733,353.0,2016.0,494.0,4797.0,18483,OpenMMLab Detection Toolbox and Benchmark.,315.0,37,True,2022-02-26 02:28:30.000,2.22.0,30.0,mmdet,,['pytorch'],,38631.0,279.0,271.0,https://pypi.org/project/mmdet,2022-02-26 03:06:59.000,8.0,38631.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-03-03 14:06:55.000000,2022-03-03 12:29:19,30179.0,1112.0,10105,929.0,18958.0,690.0,,18270,Apache Flink Python API.,1477.0,37,True,2022-01-17 18:51:51.000,1.14.3,29.0,apache-flink,,,,11742.0,13.0,,https://pypi.org/project/apache-flink,2022-01-17 18:51:51.000,13.0,11742.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
66,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-03-01 01:08:49.000000,2022-02-02 17:15:20,1266.0,51.0,2700,266.0,209.0,68.0,400.0,16775,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",65.0,37,True,2022-01-31 23:25:04.000,0.1-mit-weights,29.0,timm,conda-forge/timm,['pytorch'],947737.0,911495.0,2153.0,2086.0,https://pypi.org/project/timm,2022-01-17 04:57:50.000,67.0,882984.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,12743.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-03-03 12:10:45.000000,2022-03-02 21:33:46,1150.0,44.0,2016,334.0,1338.0,296.0,1684.0,12175,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",140.0,37,True,2022-03-02 15:58:47.000,0.24.0,68.0,horovod,,,,62508.0,546.0,517.0,https://pypi.org/project/horovod,2022-03-02 15:58:47.000,29.0,62508.0,,,,1.0,,,stable/horovod,,,,,2.0,,,,,,,,,,,,,,,,,
68,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-03-03 13:22:17.000000,2022-03-03 09:16:05,2511.0,108.0,1565,271.0,2938.0,277.0,1249.0,11073,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",159.0,37,True,2022-02-18 09:41:45.000,2.6.1,48.0,nni,,,,29779.0,226.0,198.0,https://pypi.org/project/nni,2022-02-18 09:41:45.000,28.0,29779.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
69,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2021-12-01 00:24:43.000000,2021-11-23 08:52:10,28127.0,,2509,561.0,4114.0,679.0,2086.0,9533,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,328974.0,14993.0,12155.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,301675.0,https://anaconda.org/conda-forge/theano,2021-11-10 16:59:17.809,1856332.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-03-03 14:03:14.000000,2022-03-02 14:02:23,2186.0,192.0,1180,107.0,603.0,214.0,1140.0,5204,"An open-source, low-code machine learning library in Python.",74.0,37,True,2022-01-12 14:42:28.000,2.3.6,75.0,pycaret,conda-forge/pycaret,,525.0,323097.0,1863.0,1851.0,https://pypi.org/project/pycaret,2022-01-12 14:42:28.000,12.0,322677.0,https://anaconda.org/conda-forge/pycaret,2022-01-12 19:29:46.287,7493.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
71,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-03-03 14:28:41.000000,2022-03-03 01:13:59,9830.0,632.0,537,80.0,2989.0,913.0,2850.0,4420,"An orchestration platform for the development, production, and observation of data assets.",189.0,37,True,2022-02-25 01:31:39.000,0.14.2,430.0,dagster,conda-forge/dagster,,,219481.0,403.0,318.0,https://pypi.org/project/dagster,2022-02-24 23:57:45.000,85.0,203189.0,https://anaconda.org/conda-forge/dagster,2022-02-26 16:29:19.780,456196.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
72,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-03-02 12:50:31.000000,2022-03-02 12:50:29,11308.0,132.0,967,171.0,394.0,550.0,645.0,3609,Probabilistic reasoning and statistical analysis in TensorFlow.,438.0,37,True,2022-02-14 17:24:33.000,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,763288.0,311.0,,https://pypi.org/project/tensorflow-probability,2022-02-14 17:03:04.000,311.0,761931.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,50243.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-03-02 17:50:26.000000,2022-03-02 09:00:32,1549.0,48.0,682,108.0,1149.0,400.0,901.0,3031,Python tools for geographic data.,165.0,37,True,2021-10-16 06:59:55.000,0.10.2,40.0,geopandas,conda-forge/geopandas,['pandas'],1439.0,2260324.0,13414.0,12324.0,https://pypi.org/project/geopandas,2021-10-16 06:59:50.000,1090.0,2241187.0,https://anaconda.org/conda-forge/geopandas,2021-12-01 18:19:27.710,1376375.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-03-03 13:31:09.000000,2022-03-02 21:56:25,16704.0,207.0,973,78.0,6455.0,354.0,3606.0,1844,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,280.0,37,True,2021-12-01 22:27:11.000,0.24.1,58.0,mne,conda-forge/mne,,,37337.0,1606.0,1414.0,https://pypi.org/project/mne,2021-12-01 22:27:11.000,192.0,34304.0,https://anaconda.org/conda-forge/mne,2022-02-28 08:14:19.439,185036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
