,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
38,psycopg2,psycopg/psycopg2,psycopg2,psycopg2,,db-clients,,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000000,2020-12-25 15:42:39.583000,2020-12-16 23:41:45.000000,361.0,44.0,926.0,2019.0,2871.0,2020-12-25 13:51:59.000000,2.8.6,45.0,PostgreSQL database adapter for the Python programming language.,406209.0,286997.0,111.0,35,https://pypi.org/project/psycopg2,2020-09-06 22:41:27.000000,119212.0,5282519.0,5282971.0,https://anaconda.org/anaconda/psycopg2,2020-12-16 23:03:43.011000,28051.0,False,1,,,,,,,,,,,,,,0.0,,,,,,,,,,
39,MXNet,apache/incubator-mxnet,mxnet,mxnet,,ml-frameworks,['mxnet'],https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2020-12-31 00:47:32.000000,2020-12-31 00:47:27.000000,6790.0,1807.0,7541.0,19197.0,11493.0,2020-08-28 05:08:24.000000,1.7.0,976.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",2132.0,1688.0,947.0,34,https://pypi.org/project/mxnet,2020-08-28 06:18:15.000000,444.0,138340.0,138908.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,5649.0,True,2,23307.0,,,,,,,,,,,,,0.0,,,,,,,,,,
40,dash,plotly/dash,dash,conda-forge/dash,,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2020-12-30 18:03:21.000000,2020-12-18 15:14:48.000000,1377.0,387.0,550.0,13609.0,3542.0,2020-12-09 22:01:52.000000,1.18.1,136.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",17654.0,16046.0,68.0,34,https://pypi.org/project/dash,2020-12-09 21:34:25.000000,1608.0,248007.0,254358.0,https://anaconda.org/conda-forge/dash,2020-12-11 15:37:58.126000,203261.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,
41,nltk,nltk/nltk,nltk,conda-forge/nltk,,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000000,2020-12-30 17:24:09.000000,2020-12-23 09:08:06.000000,2397.0,243.0,1219.0,9521.0,,2019-08-20 10:55:21.000000,3.4.5,39.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,105264.0,84272.0,384.0,34,https://pypi.org/project/nltk,2020-04-12 23:46:10.000000,20992.0,4556792.0,4568279.0,https://anaconda.org/conda-forge/nltk,2019-08-08 17:07:46.504000,608843.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,
42,Theano,Theano/Theano,theano,conda-forge/theano,,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000000,2020-11-01 11:19:03.292000,2020-09-05 10:39:50.000000,2501.0,674.0,2081.0,9319.0,28123.0,2020-07-27 16:13:54.000000,1.0.5,45.0,"Theano is a Python library that allows you to define, optimize, and evaluate mathematical expressions involving multi-..",15366.0,9892.0,382.0,34,https://pypi.org/project/theano,2020-07-27 16:13:54.000000,5474.0,227012.0,250233.0,https://anaconda.org/conda-forge/theano,2020-11-01 11:19:03.292000,1253950.0,True,2,,,,,,,,,,,,,,,-1.0,,,,,,,,,
43,kafka-python,dpkp/kafka-python,kafka-python,conda-forge/kafka-python,,db-clients,,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000000,2020-12-23 14:52:53.000000,2020-12-02 14:45:13.000000,1099.0,135.0,1148.0,4154.0,2152.0,2020-09-30 07:33:37.000000,2.0.1,36.0,Python client for Apache Kafka.,7605.0,5585.0,202.0,34,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000000,2020.0,1977370.0,1982674.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284000,232482.0,True,2,1666.0,,,,,,,,,,,,,,,,,,,,,,,
44,Bokeh,bokeh/bokeh,bokeh,conda-forge/bokeh,,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-01-01 11:54:19.000000,2020-12-31 12:28:24.000000,3591.0,591.0,5714.0,14459.0,,2020-10-21 02:39:03.000000,2.2.3,81.0,"Interactive Data Visualization in the browser, from Python.",35209.0,29337.0,541.0,33,https://pypi.org/project/bokeh,2020-12-08 11:21:40.000000,5872.0,1053716.0,1131591.0,https://anaconda.org/conda-forge/bokeh,2020-11-23 14:37:30.508000,3504418.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
45,Ray,ray-project/ray,ray,,,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-01-01 06:34:06.000000,2020-12-31 22:25:38.000000,2258.0,1173.0,4398.0,14244.0,6818.0,2020-12-24 10:13:39.000000,1.1.0,43.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",1566.0,1406.0,411.0,33,https://pypi.org/project/ray,2020-12-24 10:13:39.000000,160.0,201962.0,201962.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,
46,luigi,spotify/luigi,luigi,luigi,,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2020-12-31 04:41:24.000000,2020-12-29 12:23:53.000000,2208.0,67.0,835.0,14061.0,3940.0,2020-09-23 11:57:43.000000,3.0.2,72.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",1971.0,1295.0,547.0,33,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,393818.0,393923.0,https://anaconda.org/anaconda/luigi,2020-07-21 19:50:10.849000,6222.0,True,1,,stable/luigi,,,,,,,,,,,,,,,,,,,,,,
47,shap,slundberg/shap,shap,conda-forge/shap,,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2020-12-30 23:06:07.000000,2020-12-24 23:28:15.000000,1611.0,871.0,490.0,11271.0,1743.0,2020-11-04 21:38:32.000000,0.37.0,92.0,A game theoretic approach to explain the output of any machine learning model.,1947.0,1811.0,141.0,33,https://pypi.org/project/shap,2020-11-04 21:38:32.000000,136.0,775634.0,787405.0,https://anaconda.org/conda-forge/shap,2020-12-16 19:26:39.477000,341367.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,
48,pytorch-lightning,PyTorchLightning/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,ml-frameworks,['pytorch'],https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-01-01 11:23:20.000000,2020-12-31 16:24:33.000000,1273.0,351.0,2313.0,11127.0,4018.0,2020-12-23 09:49:58.000000,1.1.2,144.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",1561.0,1547.0,352.0,33,https://pypi.org/project/pytorch-lightning,2020-12-23 09:49:58.000000,14.0,103225.0,105037.0,https://anaconda.org/conda-forge/pytorch-lightning,2020-12-23 13:11:44.339000,12689.0,True,2,17.0,,,,,,,,,,,,,,,,,,,,,,,
49,dlib,davisking/dlib,dlib,conda-forge/dlib,,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2020-12-30 17:28:55.000000,2020-12-30 17:28:53.000000,2832.0,46.0,1799.0,9766.0,7896.0,2020-12-04 19:23:04.000000,19.21.1,28.0,A toolkit for making real world machine learning and data analysis applications in C++.,9118.0,7760.0,162.0,33,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,78955.0,84255.0,https://anaconda.org/conda-forge/dlib,2020-12-05 11:14:31.456000,256805.0,False,2,24282.0,,,,,,,,,,,,,,,,,,,,,,,
50,onnx,onnx/onnx,onnx,conda-forge/onnx,,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,MIT,2017-09-07 04:53:45.000000,2021-01-01 05:42:46.000000,2020-12-20 04:37:49.000000,1723.0,501.0,909.0,9574.0,1653.0,2020-11-07 00:55:30.000000,1.8.0,19.0,Open standard for machine learning interoperability.,2604.0,2308.0,188.0,33,https://pypi.org/project/onnx,2020-11-06 22:46:10.000000,296.0,333032.0,337961.0,https://anaconda.org/conda-forge/onnx,2020-11-10 11:04:34.755000,178062.0,True,1,9528.0,,,,,,,,,,,,,,,,,,,,,,,
51,mlflow,mlflow/mlflow,mlflow,conda-forge/mlflow,,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000000,2020-12-31 14:14:06.094000,2020-12-31 14:08:58.000000,1827.0,656.0,1019.0,8090.0,1829.0,2020-12-31 09:17:41.000000,1.13.1,40.0,Open source platform for the machine learning lifecycle.,1888.0,1734.0,269.0,33,https://pypi.org/project/mlflow,2020-12-31 08:55:08.000000,154.0,2566686.0,2575851.0,https://anaconda.org/conda-forge/mlflow,2020-12-31 14:14:06.094000,192481.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,
52,peewee,coleifer/peewee,peewee,conda-forge/peewee,,db-clients,,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000000,2020-12-29 14:56:49.000000,2020-12-29 14:56:31.000000,1254.0,1.0,1910.0,8045.0,4283.0,2020-11-07 18:48:43.000000,3.14.0,165.0,"a small, expressive orm -- supports postgresql, mysql and sqlite.",18132.0,11668.0,144.0,33,https://pypi.org/project/peewee,2020-11-07 18:47:45.000000,6464.0,175871.0,180845.0,https://anaconda.org/conda-forge/peewee,2020-11-11 21:24:13.453000,268616.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
53,python-bigquery,googleapis/python-bigquery,google-cloud-bigquery,,,db-clients,,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000000,2020-12-30 21:27:30.000000,2020-12-22 22:20:48.000000,1333.0,43.0,162.0,3426.0,1068.0,2020-12-09 21:06:40.000000,2.6.1,74.0,Google BigQuery API client library.,7433.0,6183.0,86.0,33,https://pypi.org/project/google-cloud-bigquery,2020-12-09 21:06:40.000000,1250.0,8864915.0,8864915.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
54,geopy,geopy/geopy,geopy,conda-forge/geopy,,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2020-12-31 17:30:28.000000,2020-12-27 16:15:28.000000,524.0,24.0,211.0,3137.0,1004.0,2020-12-27 13:15:23.000000,2.1.0,57.0,Geocoding library for Python.,22294.0,15050.0,117.0,33,https://pypi.org/project/geopy,2020-12-27 13:12:21.000000,7244.0,3492523.0,3501004.0,https://anaconda.org/conda-forge/geopy,2020-12-27 14:22:55.127000,491905.0,True,1,,,,,,,,,,,,,,,1.0,,,,,,,,,
55,xlrd,python-excel/xlrd,xlrd,conda-forge/xlrd,,data-loading,,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2020-12-12 15:24:26.000000,2020-12-12 15:24:25.000000,406.0,3.0,,1837.0,502.0,2020-12-11 10:14:20.000000,2.0.1,24.0,Please use openpyxl where you can...,73947.0,60373.0,50.0,33,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,5618975.0,5643338.0,https://anaconda.org/conda-forge/xlrd,2020-07-25 21:25:25.518000,1120724.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,
56,Fastai,fastai/fastai,fastai,,,ml-frameworks,['pytorch'],https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2020-12-31 04:53:20.000000,2020-12-29 03:30:45.000000,6874.0,59.0,1280.0,20208.0,1619.0,2020-12-22 20:02:47.000000,2.1.10,110.0,"The fastai deep learning library, plus lessons and tutorials.",368.0,,472.0,32,https://pypi.org/project/fastai,2020-12-22 20:02:53.000000,368.0,121885.0,121885.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
57,jax,google/jax,jax,conda-forge/jaxlib,,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2020-12-31 17:31:38.000000,2020-12-31 17:31:27.000000,897.0,685.0,1329.0,10889.0,6430.0,2020-12-05 06:20:45.000000,0.2.7,86.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",976.0,930.0,240.0,32,https://pypi.org/project/jax,2020-12-05 06:20:45.000000,46.0,85868.0,89477.0,https://anaconda.org/conda-forge/jaxlib,2020-10-14 04:33:18.732000,64974.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
58,tensor2tensor,tensorflow/tensor2tensor,tensor2tensor,,,tensorflow-utils,['tensorflow'],https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2020-12-15 01:23:04.000000,2020-11-16 14:28:10.000000,2690.0,545.0,662.0,10745.0,4345.0,2020-06-17 16:15:36.000000,1.15.7,79.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,954.0,872.0,230.0,32,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,82.0,76152.0,76152.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,
59,Rasa,RasaHQ/rasa,rasa,,,nlp,['tensorflow'],https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000000,2021-01-01 02:42:26.000000,2020-12-31 16:14:05.000000,3157.0,499.0,4299.0,10433.0,24097.0,2020-12-21 18:34:10.000000,2.2.2,174.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",64.0,,452.0,32,https://pypi.org/project/rasa,2020-12-21 18:34:01.000000,64.0,78343.0,78343.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,
60,PyMC3,pymc-devs/pymc3,pymc3,conda-forge/pymc3,,probabilistics,,https://github.com/pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,Apache-2.0,2009-05-05 09:43:50.000000,2021-01-01 11:00:47.000000,2020-12-31 18:50:24.000000,1316.0,153.0,1947.0,5460.0,7612.0,2020-12-07 15:59:43.000000,3.10.0,30.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Theano.,2178.0,1892.0,301.0,32,https://pypi.org/project/pymc3,2020-12-07 15:45:00.000000,286.0,127775.0,132430.0,https://anaconda.org/conda-forge/pymc3,2020-12-07 20:54:14.048000,237372.0,True,1,145.0,,,,,,,,,,,,,,,,,,,,,,,
61,Beam,apache/beam,apache-beam,,,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-01-01 07:51:55.000000,2020-12-31 13:59:24.000000,2739.0,115.0,,4480.0,30094.0,2020-12-11 21:24:20.000000,2.26.0,29.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",186.0,,987.0,32,https://pypi.org/project/apache-beam,2020-12-11 19:58:03.000000,186.0,1768181.0,1768181.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
62,xmltodict,martinblech/xmltodict,xmltodict,conda-forge/xmltodict,,data-loading,,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2020-11-05 01:54:38.000000,2020-04-26 05:15:03.000000,394.0,63.0,134.0,4218.0,205.0,2019-02-11 07:00:26.000000,0.12.0,27.0,Python module that makes working with XML feel like you are working with JSON.,28001.0,19767.0,41.0,32,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000000,8234.0,4116028.0,4126979.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,580446.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
63,Tablib,jazzband/tablib,tablib,conda-forge/tablib,,data-loading,,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2020-12-13 06:03:08.000000,2020-12-11 07:22:54.000000,557.0,34.0,197.0,3828.0,1123.0,2020-12-05 14:56:28.000000,3.0.0,38.0,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",11254.0,8896.0,110.0,32,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,586809.0,587921.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,55618.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
64,tensorflow-hub,tensorflow/hub,tensorflow-hub,conda-forge/tensorflow-hub,,tensorflow-utils,['tensorflow'],https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2020-12-30 20:54:48.000000,2020-12-30 20:54:44.000000,1412.0,44.0,490.0,2668.0,811.0,2020-10-29 15:10:15.000000,0.10.0,13.0,A library for transfer learning by reusing parts of TensorFlow models.,5163.0,4849.0,65.0,32,https://pypi.org/project/tensorflow-hub,2020-10-29 14:53:02.000000,314.0,1024199.0,1025751.0,https://anaconda.org/conda-forge/tensorflow-hub,2020-08-24 16:43:36.561000,48128.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,
65,TensorFlow Datasets,tensorflow/datasets,tensorflow-datasets,,,data-loading,['tensorflow'],https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2020-12-30 14:00:09.000000,2020-12-29 22:01:30.000000,892.0,380.0,508.0,2590.0,3641.0,2020-11-04 12:02:52.000000,4.1.0,19.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",3337.0,3235.0,177.0,32,https://pypi.org/project/tensorflow-datasets,2020-10-09 17:47:49.000000,102.0,570937.0,570937.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
66,Thinc,explosion/thinc,thinc,conda-forge/thinc,,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2020-12-27 20:32:54.000000,2020-12-27 20:32:53.000000,185.0,14.0,80.0,2136.0,4866.0,2020-12-11 09:45:43.000000,7.4.5,182.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",11459.0,10321.0,34.0,32,https://pypi.org/project/thinc,2020-12-16 23:18:41.000000,1138.0,888326.0,906088.0,https://anaconda.org/conda-forge/thinc,2020-12-18 09:40:27.092000,834847.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
67,xarray,pydata/xarray,xarray,conda-forge/xarray,,data-containers,,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2020-12-31 23:56:17.000000,2020-12-31 19:59:52.000000,610.0,766.0,1854.0,1882.0,3447.0,2020-11-30 21:28:55.000000,0.16.2,55.0,N-D labeled arrays and datasets in Python.,5878.0,4746.0,287.0,32,https://pypi.org/project/xarray,2020-11-30 21:26:20.000000,1132.0,295207.0,333205.0,https://anaconda.org/conda-forge/xarray,2020-12-01 04:59:09.242000,2203894.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
68,DeepSpeech,mozilla/DeepSpeech,deepspeech,,,audio,['tensorflow'],https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2020-12-30 18:12:38.000000,2020-12-19 09:28:21.000000,2971.0,85.0,1821.0,16170.0,3329.0,2020-12-10 17:22:09.000000,0.9.3,100.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",403.0,374.0,152.0,31,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,29.0,15780.0,29533.0,,,,True,1,385086.0,,,,,,,,,,,,,,,,,,,,,,,
69,fairseq,pytorch/fairseq,fairseq,,,nlp,['pytorch'],https://github.com/pytorch/fairseq,https://github.com/pytorch/fairseq,MIT,2017-08-29 16:26:12.000000,2020-12-31 18:23:57.000000,2020-12-31 04:16:56.000000,2737.0,595.0,1719.0,10845.0,1691.0,2020-11-21 20:52:43.000000,0.10.1,12.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,278.0,258.0,282.0,31,https://pypi.org/project/fairseq,2020-11-21 20:52:43.000000,20.0,8808.0,8809.0,,,,True,1,53.0,,,,,,,,,,,,,,1.0,,,,,,,,,
70,ChatterBot,gunthercox/ChatterBot,chatterbot,,,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2021-01-01 02:42:03.000000,2020-08-20 21:16:14.000000,3563.0,201.0,1218.0,10677.0,1847.0,2020-08-22 18:42:43.000000,1.0.8,86.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",3689.0,3009.0,103.0,31,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,680.0,24203.0,24203.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,
71,imgaug,aleju/imgaug,imgaug,conda-forge/imgaug,,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2020-10-19 12:23:22.000000,2020-06-01 14:58:26.000000,1945.0,213.0,203.0,10471.0,2913.0,2020-02-06 06:18:40.000000,0.4.0,11.0,Image augmentation for machine learning experiments.,5195.0,4917.0,36.0,31,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,278.0,151238.0,152831.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,30279.0,True,1,,,,,,,,,,,,,,,-1.0,,,,,,,,,
72,pyecharts,pyecharts/pyecharts,pyecharts,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,data-viz,['jupyter'],https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2020-12-23 04:48:43.000000,2020-12-23 04:48:42.000000,2302.0,22.0,1327.0,10300.0,1510.0,2020-10-29 15:14:08.000000,1.9.0,66.0,Python Echarts Plotting Library.,1684.0,1402.0,29.0,31,https://pypi.org/project/pyecharts,2020-10-29 15:14:08.000000,282.0,35514.0,35514.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
73,wordcloud,amueller/word_cloud,wordcloud,conda-forge/wordcloud,,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000000,2020-12-30 05:21:08.000000,2020-11-11 21:35:51.000000,2001.0,91.0,343.0,7760.0,540.0,2020-11-11 21:41:02.000000,1.8.1,16.0,A little word cloud generator in Python.,9276.0,8172.0,58.0,31,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000000,1104.0,243773.0,247154.0,https://anaconda.org/conda-forge/wordcloud,2020-11-16 19:55:57.630000,179195.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
74,Catboost,catboost/catboost,catboost,conda-forge/catboost,,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000000,2021-01-01 08:39:39.000000,2021-01-01 08:39:34.000000,854.0,298.0,1027.0,5619.0,14113.0,2020-12-27 09:12:53.000000,0.24.4,91.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",162.0,,712.0,31,https://pypi.org/project/catboost,2020-12-27 06:58:33.000000,162.0,752606.0,770792.0,https://anaconda.org/conda-forge/catboost,2020-12-29 11:38:06.128000,544759.0,True,2,46546.0,,,,,,,,,,,,,,,,,,,,,,,
