,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
39,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-07-07 14:33:06.000000,2022-07-06 16:50:08,4762.0,270.0,629,58.0,3835.0,1147.0,1874.0,1373,A distributed task scheduler for Dask.,278.0,41,True,2022-06-24 16:00:19.000,2022.6.1,177.0,distributed,conda-forge/distributed,,,4809322.0,25366.0,24179.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1187.0,4710525.0,https://anaconda.org/conda-forge/distributed,2022-06-24 21:24:11.359,7311031.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
40,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-07-07 13:33:00.000000,2022-07-05 07:34:18,7132.0,319.0,2472,225.0,6395.0,473.0,4657.0,19281,Build high-performance AI models with PyTorch Lightning (organized PyTorch). Deploy models with Lightning Apps..,699.0,40,True,2022-06-01 14:43:53.000,1.6.4,210.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],7170.0,2066504.0,388.0,,https://pypi.org/project/pytorch-lightning,2022-06-01 14:43:53.000,388.0,2047308.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-06-07 13:19:15.354,474932.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
41,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-07-07 11:38:48.000000,2022-07-07 11:38:48,2210.0,58.0,4630,338.0,1089.0,638.0,2870.0,17871,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,396.0,39,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],247.0,59978.0,901.0,862.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,39.0,59307.0,https://anaconda.org/conda-forge/fairseq,2022-05-28 17:39:59.245,16002.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
42,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-07-07 15:05:57.000000,2022-07-07 15:05:56,6240.0,358.0,1714,403.0,765.0,614.0,675.0,16783,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",117.0,39,True,2022-06-13 18:21:02.000,2.5.1,151.0,dash,conda-forge/dash,,,928241.0,1407.0,198.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1209.0,917866.0,https://anaconda.org/conda-forge/dash,2022-06-14 01:55:09.921,518768.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
43,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-07-07 08:57:10.000000,2022-07-06 04:20:01,7680.0,396.0,1928,179.0,3395.0,54.0,1528.0,15046,Build cross-modal and multi-modal applications on the cloud.,151.0,39,True,2022-06-29 15:23:37.000,3.6.9,1905.0,jina,conda-forge/jina-core,,,123502.0,311.0,309.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,85149.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,11642.0,2.0,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2022-07-06 04:43:33.051316,7.0,1078500.0,,,,,,,,,,,
44,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-07-07 13:31:49.000000,2022-07-06 15:57:46,30285.0,193.0,4040,340.0,4731.0,865.0,5754.0,14518,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",544.0,39,True,2022-07-06 04:03:08.000,3.0.12,262.0,rasa,,['tensorflow'],,199986.0,60.0,,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,199986.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-07-06 20:05:48.000000,2022-07-04 08:39:17,4585.0,154.0,1889,200.0,954.0,99.0,1807.0,11776,A very simple framework for state-of-the-art Natural Language Processing (NLP).,231.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,['pytorch'],,151241.0,1541.0,1466.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,75.0,150853.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,9318.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
46,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-07-07 04:17:30.000000,2022-07-07 04:17:30,3224.0,74.0,665,151.0,1005.0,230.0,1408.0,7618,Declarative statistical visualization library for Python.,137.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,7295134.0,29712.0,29368.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,7277949.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1237326.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
47,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-07-07 14:39:06.000000,2022-07-07 14:39:06,8767.0,187.0,1629,229.0,3151.0,203.0,2560.0,6771,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,392.0,39,True,2022-07-04 15:48:28.000,4.1.1,39.0,pymc3,conda-forge/pymc3,,1903.0,392515.0,891.0,653.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,386349.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,424109.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
48,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-07-07 10:57:52.000000,2022-07-07 10:57:49,23446.0,690.0,1016,193.0,299.0,409.0,1432.0,6624,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",997.0,39,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,83024.0,2360459.0,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2337633.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1069786.0,2.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,
49,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-07-07 12:49:46.000000,2022-07-07 12:49:46,11864.0,38.0,6901,1093.0,11059.0,1989.0,7735.0,20013,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,['mxnet'],25199.0,335054.0,289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,334573.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7757.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,
50,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-07-07 14:40:39.000000,2022-07-07 07:01:13,4767.0,121.0,1764,266.0,2357.0,599.0,1904.0,19819,Streamlit The fastest way to build data apps in Python.,142.0,38,True,2022-06-02 17:46:00.000,1.10.0,167.0,streamlit,,,,847367.0,734.0,336.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,398.0,847367.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
51,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-07-05 21:09:48.000000,2022-06-29 20:44:13,2706.0,24.0,2188,279.0,3085.0,91.0,2439.0,11088,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,['pytorch'],46.0,79316.0,2794.0,2615.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,179.0,77615.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,73174.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
52,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-07-07 10:33:48.000000,2022-06-03 15:43:48,1006.0,46.0,1306,154.0,415.0,111.0,465.0,9194,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1289259.0,8524.0,8366.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1286144.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,221189.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
53,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-07-07 10:11:54.000000,2022-07-07 06:34:44,25430.0,424.0,603,121.0,5134.0,413.0,1364.0,6151,NumPy & SciPy for GPU.,305.0,38,True,2022-06-30 06:53:59.000,10.6.0,118.0,cupy,conda-forge/cupy,,36419.0,198631.0,1248.0,1083.0,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,148596.0,https://anaconda.org/conda-forge/cupy,2022-07-04 00:37:32.410,1602254.0,1.0,,,,,,,,,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2022-06-30 06:57:22.472169,7.0,54944.0,,,,,,,,,,,
54,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-07-07 02:16:46.000000,2022-07-07 01:46:48,3568.0,65.0,468,153.0,933.0,150.0,1405.0,1762,Rasterio reads and writes geospatial raster datasets.,127.0,38,True,2022-07-06 01:50:13.000,1.3.0,139.0,rasterio,conda-forge/rasterio,,756.0,786133.0,5946.0,5145.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,764894.0,https://anaconda.org/conda-forge/rasterio,2022-07-06 11:11:40.160,1613510.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
55,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-07-07 10:42:17.000000,2022-07-07 02:33:50,5018.0,618.0,4739,370.0,2028.0,1199.0,3651.0,23155,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",117.0,37,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,['paddle'],,47611.0,729.0,720.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,47611.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
56,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-07-07 12:24:10.000000,2022-06-29 03:06:58,2092.0,68.0,7417,360.0,2221.0,634.0,5435.0,20394,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,['pytorch'],,48608.0,463.0,454.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,9.0,48608.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
57,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-07-05 05:26:38.000000,2022-06-25 14:37:59,1400.0,55.0,3166,278.0,240.0,64.0,469.0,19496,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",76.0,37,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,['pytorch'],1409073.0,1335457.0,3717.0,3623.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,94.0,1297463.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,21958.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-07-07 12:02:45.000000,2022-07-07 11:45:00,5620.0,145.0,2626,239.0,905.0,948.0,1639.0,14979,Graph Neural Network Library for PyTorch.,280.0,37,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,88250.0,43.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,43.0,87915.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,8062.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
59,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-07-07 09:16:37.000000,2022-07-07 09:16:37,1203.0,34.0,2076,332.0,1411.0,312.0,1720.0,12573,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",150.0,37,True,2022-06-21 09:28:07.000,0.25.0,72.0,horovod,,,,80800.0,649.0,619.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,80800.0,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,,,,,,
60,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-07-07 11:59:04.000000,2022-07-07 00:05:22,8089.0,32.0,3069,477.0,563.0,47.0,2006.0,11251,A toolkit for making real world machine learning and data analysis applications in C++.,176.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,24981.0,123075.0,15931.0,15162.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,116501.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,439695.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
61,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-07-07 14:06:08.756453,2022-07-07 13:58:22,15159.0,673.0,1548,205.0,11970.0,286.0,5175.0,11245,Vector database for scalable similarity search and AI applications.,213.0,37,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,,35347.0,58408.0,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,23698.0,,,,1.0,,,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2022-07-07 14:06:08.756453,21.0,1008495.0,,,,,,,,,,,
62,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-07-07 13:37:39.000000,2022-07-07 09:20:30,7645.0,261.0,950,135.0,4021.0,630.0,3129.0,9972,Data Version Control | Git for Data & Models | ML Experiments Management.,269.0,37,True,2022-07-05 20:46:57.000,2.12.1,351.0,dvc,conda-forge/dvc,,97544.0,640826.0,47.0,,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,605527.0,https://anaconda.org/conda-forge/dvc,2022-07-07 11:30:31.419,1118116.0,1.0,,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,
63,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2509,555.0,4114.0,679.0,2086.0,9592,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,289955.0,15518.0,12680.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,261655.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2037613.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
64,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-07-06 10:06:00.000000,2022-06-01 11:58:49,1079.0,5.0,1238,244.0,614.0,286.0,891.0,9373,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,1156112.0,17540.0,16790.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,750.0,1154107.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,120313.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
65,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-07-06 20:28:08.000000,2022-06-14 17:20:53,3799.0,394.0,1349,114.0,721.0,245.0,1381.0,5910,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:13:37.000,2.3.10,81.0,pycaret,conda-forge/pycaret,,589.0,440089.0,2275.0,2262.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,439499.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,13028.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
66,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-07-07 04:03:24.000000,2022-06-29 00:33:39,11492.0,100.0,990,165.0,403.0,552.0,684.0,3723,Probabilistic reasoning and statistical analysis in TensorFlow.,452.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,853641.0,333.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,333.0,852089.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-06-09 10:00:06.955,63636.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
67,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-07-07 01:58:51.000000,2022-07-07 01:27:07,2031.0,29.0,455,87.0,535.0,162.0,723.0,2838,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,60.0,7291425.0,34729.0,30952.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,7242497.0,https://anaconda.org/conda-forge/shapely,2022-07-02 17:46:15.161,3962684.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
68,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-07-07 11:25:29.000000,2022-07-07 11:25:29,5136.0,66.0,253,84.0,601.0,22.0,105.0,2540,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08.000,8.0.17,208.0,thinc,conda-forge/thinc,,,4041718.0,23091.0,22472.0,https://pypi.org/project/thinc,2022-06-22 20:24:21.000,619.0,4008707.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2145726.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
69,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-07-07 14:37:00.000000,2022-07-07 14:37:00,16971.0,202.0,1073,79.0,6754.0,451.0,3735.0,1967,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,298.0,37,True,2022-05-12 13:39:57.000,1.0.3,62.0,mne,conda-forge/mne,,,43198.0,1938.0,1716.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,222.0,39964.0,https://anaconda.org/conda-forge/mne,2022-06-19 00:52:47.756,210261.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
70,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-07-07 12:20:18.000000,2022-07-06 17:25:03,2558.0,116.0,810,99.0,2030.0,369.0,711.0,1656,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-07-05 18:31:50.000,2.98.0,437.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,10074812.0,1559.0,1507.0,https://pypi.org/project/sagemaker,2022-07-05 18:31:54.000,52.0,10064912.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-07-06 00:44:44.336,316820.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
71,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-07-07 13:38:30.000000,2022-07-07 13:22:27,31206.0,612.0,10893,938.0,20189.0,942.0,,19276,Apache Flink Python API.,1567.0,36,True,2022-07-05 17:28:53.000,1.15.1,33.0,apache-flink,,,,55710.0,16.0,,https://pypi.org/project/apache-flink,2022-07-05 17:28:53.000,16.0,55710.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
72,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-07-05 01:27:09.000000,2021-06-01 10:43:00,1848.0,,4077,555.0,697.0,330.0,1253.0,12384,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,70047.0,4817.0,4467.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,350.0,70047.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
73,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-07-07 12:12:57.000000,2022-07-01 09:03:41,2732.0,120.0,1637,276.0,3164.0,300.0,1357.0,11665,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",172.0,36,True,2022-06-22 04:57:13.000,2.8,50.0,nni,,,,8558.0,272.0,242.0,https://pypi.org/project/nni,2022-06-22 05:07:14.000,30.0,8558.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
74,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-07-07 13:38:22.000000,2022-07-07 06:52:10,2346.0,148.0,2285,174.0,2676.0,238.0,1385.0,9932,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",218.0,36,True,2022-05-30 15:06:10.000,0.8.2,439.0,dgl,,,,30245.0,66.0,21.0,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,45.0,30245.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
75,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2022-07-07 08:54:07.000000,2022-06-21 19:50:51,4545.0,77.0,3673,375.0,563.0,476.0,1163.0,9256,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",179.0,36,False,2022-04-09 06:23:40.000,2.5.3,45.0,glfw,conda-forge/glfw,,2806803.0,95331.0,150.0,1.0,https://pypi.org/project/glfw,2022-04-09 06:23:40.000,149.0,61933.0,https://anaconda.org/conda-forge/glfw,2022-06-22 21:43:30.520,61634.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
