,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
38,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-02-17 23:52:19.000000,2025-02-17 23:50:12,2697.0,129.0,4812.0,320.0,591.0,48.0,907.0,33220.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",169.0,42,True,2025-01-19 23:08:56.000,1.0.14,65.0,timm,conda-forge/timm,,,['pytorch'],48519.0,47450.0,https://pypi.org/project/timm,2025-01-19 23:08:56.000,1069.0,6528438.0,6643283.0,https://anaconda.org/conda-forge/timm,2025-01-20 17:34:15.209,318347.0,,,,,1.0,7524963.0,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,,
39,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-02-20 14:31:53.000000,2025-02-20 14:31:53,21835.0,543.0,3036.0,289.0,24503.0,733.0,12128.0,32642.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",305.0,42,True,2025-02-18 07:17:29.000,2.4.22,113.0,pymilvus,,milvusdb/milvus,,,207.0,,https://pypi.org/project/pymilvus,2025-01-22 07:29:16.000,207.0,1619036.0,2666218.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-02-20 06:19:45.791208,72.0,67718536.0,1.0,310847.0,,,,,,,,,,,,,,,,,,,
40,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-02-14 10:12:52.000000,2025-02-14 10:12:51,1649.0,52.0,2533.0,144.0,649.0,1222.0,1106.0,16019.0,State-of-the-Art Text Embeddings.,208.0,42,True,2025-01-29 14:26:29.000,3.4.1,61.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],74881.0,72801.0,https://pypi.org/project/sentence-transformers,2025-01-29 14:25:53.000,2080.0,7358109.0,7368432.0,https://anaconda.org/conda-forge/sentence-transformers,2025-01-30 04:29:36.337,547143.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-02-18 22:19:19.000000,2025-02-18 22:16:14,1444.0,73.0,2541.0,240.0,687.0,136.0,1332.0,15823.0,Download market data from Yahoo! Finances API.,130.0,42,True,2025-02-18 22:19:19.000,0.2.54,126.0,yfinance,ranaroussi/yfinance,,,,62703.0,61857.0,https://pypi.org/project/yfinance,2025-02-18 22:19:19.000,846.0,4511125.0,4513397.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,97708.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-02-06 21:30:02.000000,2025-02-06 21:30:01,1425.0,185.0,1637.0,252.0,734.0,475.0,1564.0,13047.0,Video editing with Python.,182.0,42,True,2025-01-10 11:54:12.000,2.1.2,89.0,moviepy,conda-forge/moviepy,,,,55804.0,54756.0,https://pypi.org/project/moviepy,2025-01-10 11:54:12.000,1048.0,2671623.0,2674783.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,287647.0,,,,,1.0,,,,,,,,,-1.0,,,,,,,,,,,
43,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-01-26 16:55:15.000000,2025-01-26 16:55:13,3242.0,5.0,1949.0,263.0,1136.0,168.0,2447.0,12870.0,Statistical data visualization in Python.,215.0,42,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,578930.0,568087.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,22248710.0,22457175.0,https://anaconda.org/conda-forge/seaborn,2024-12-09 07:42:09.249,11673911.0,,,,,1.0,466.0,,,,,,,,,,,,,,,,,,,
44,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-02-17 16:44:42.000000,2025-02-17 16:44:41,3865.0,42.0,794.0,138.0,1565.0,133.0,1941.0,9593.0,Declarative visualization library for Python.,175.0,42,True,2024-11-24 00:12:10.000,5.5.0,43.0,altair,conda-forge/altair,,,,201564.0,200648.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,24972313.0,25040866.0,https://anaconda.org/conda-forge/altair,2024-12-15 06:41:29.283,2604964.0,,,,,1.0,224.0,,,,,,,vega/altair,-1.0,,,,,,,,,,,
45,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-02-20 04:38:10.000000,2025-02-20 02:43:28,7732.0,378.0,702.0,63.0,5990.0,622.0,2867.0,9513.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",208.0,42,True,2025-02-05 01:11:39.000,0.19.6,304.0,wandb,conda-forge/wandb,,,,68280.0,66631.0,https://pypi.org/project/wandb,2025-02-05 01:08:46.000,1649.0,16381164.0,16398513.0,https://anaconda.org/conda-forge/wandb,2025-02-06 20:15:58.706,953503.0,,,,,1.0,624.0,,,,,,,wandb/wandb,,,,,,,,,,,,
46,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-02-18 20:58:43.000000,2025-02-18 20:58:42,5888.0,13.0,1663.0,189.0,5064.0,693.0,1242.0,6794.0,TensorFlows Visualization Toolkit.,322.0,42,True,2025-02-12 08:17:27.000,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],297213.0,294759.0,https://pypi.org/project/tensorboard,2025-02-12 08:17:27.000,2454.0,23457980.0,23553554.0,https://anaconda.org/conda-forge/tensorboard,2024-12-10 08:54:23.547,5352190.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-02-19 08:45:36.562000,2025-02-18 17:58:29,14270.0,57.0,2254.0,184.0,4595.0,809.0,2148.0,6180.0,Image processing in Python.,680.0,42,False,2025-02-18 18:05:27.000,0.25.2,74.0,scikit-image,conda-forge/scikit-image,,,,222134.0,215183.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,11792979.0,11928280.0,https://anaconda.org/conda-forge/scikit-image,2025-02-19 08:45:36.562,7576881.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-02-20 02:17:30.000000,2025-02-20 02:15:12,6414.0,55.0,7917.0,450.0,3233.0,169.0,9416.0,46569.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",266.0,41,True,2024-10-22 05:57:58.000,2.9.1,48.0,paddleocr,,,,['paddle'],4486.0,4378.0,https://pypi.org/project/paddleocr,2024-10-22 05:57:58.000,108.0,326753.0,350887.0,,,,,,,,1.0,1279127.0,,,,,,,,,,,,,,,,,,,
49,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-02-20 13:36:57.000000,2025-02-19 22:15:03,2689.0,112.0,4204.0,347.0,3184.0,1099.0,1974.0,36873.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",372.0,41,True,2025-01-21 22:31:21.000,0.16.3,102.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],11411.0,11168.0,https://pypi.org/project/deepspeed,2025-01-21 22:31:21.000,243.0,585448.0,585804.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,21723.0,1.0,,,,,,,,deepspeedai/DeepSpeed,,,,,,,,,,,,
50,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-02-20 05:47:30.000000,2025-02-20 05:44:03,1387.0,75.0,3675.0,482.0,1367.0,254.0,2346.0,33110.0,A library for efficient similarity search and clustering of dense vectors.,206.0,41,True,2025-01-31 23:29:10.000,1.10.0,113.0,pymilvus,conda-forge/faiss,,,,4655.0,4448.0,https://pypi.org/project/pymilvus,2025-01-22 07:29:16.000,207.0,1619036.0,1659007.0,https://anaconda.org/conda-forge/faiss,2024-12-20 08:17:21.787,2238406.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-02-14 17:29:24.000000,2025-02-14 17:29:24,2800.0,25.0,3289.0,245.0,1019.0,693.0,1892.0,23409.0,A game theoretic approach to explain the output of any machine learning model.,258.0,41,True,2024-06-27 10:16:34.000,0.46.0,104.0,shap,conda-forge/shap,,,,26272.0,25524.0,https://pypi.org/project/shap,2024-06-27 10:16:34.000,748.0,8333867.0,8436741.0,https://anaconda.org/conda-forge/shap,2024-12-10 12:59:40.676,5143728.0,,,,,1.0,,,,,,,,shap/shap,,,,,,,,,,,,
52,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-02-20 03:43:33.000000,2025-02-20 03:43:31,7722.0,67.0,3759.0,254.0,3317.0,1144.0,2692.0,21904.0,Graph Neural Network Library for PyTorch.,536.0,41,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],8288.0,7933.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,535842.0,538397.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-12-19 10:54:16.536,140548.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
53,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-02-20 13:43:12.000000,2025-02-20 13:04:00,3997.0,40.0,7001.0,455.0,5500.0,1107.0,2538.0,16562.0,"Datasets, Transforms and Models specific to Computer Vision.",623.0,41,True,2025-01-29 17:46:46.000,0.21.0,50.0,torchvision,conda-forge/torchvision,,,['pytorch'],6499.0,21.0,https://pypi.org/project/torchvision,2025-01-29 16:28:54.000,6478.0,14540437.0,14591090.0,https://anaconda.org/conda-forge/torchvision,2025-02-16 02:15:29.172,2360780.0,,,,,1.0,39914.0,,,,,,,,,,,,,,,,,,,
54,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-02-18 23:18:07.000000,2025-02-18 23:18:04,1237.0,129.0,1663.0,129.0,1147.0,160.0,991.0,14605.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,163.0,41,True,2025-02-11 21:50:25.000,2.0.4,84.0,albumentations,conda-forge/albumentations,,,['pytorch'],33027.0,32379.0,https://pypi.org/project/albumentations,2025-02-11 21:50:44.000,648.0,6173799.0,6178060.0,https://anaconda.org/conda-forge/albumentations,2025-02-12 01:13:45.760,234405.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-02-15 13:56:28.714000,2025-02-09 06:31:53,9387.0,27.0,1200.0,134.0,5568.0,251.0,4500.0,14174.0,Data Versioning and ML Experiments.,309.0,41,True,2025-02-15 11:14:43.000,3.59.1,543.0,dvc,conda-forge/dvc,,,,21350.0,21213.0,https://pypi.org/project/dvc,2025-02-15 11:14:43.000,137.0,961390.0,1008250.0,https://anaconda.org/conda-forge/dvc,2025-02-15 13:56:28.714,2624202.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
56,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-02-17 20:11:35.000000,2025-02-05 20:21:39,6578.0,404.0,2108.0,202.0,1265.0,115.0,2239.0,14070.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,276.0,41,True,2025-02-05 14:46:22.000,0.15.1,35.0,flair,conda-forge/python-flair,,,['pytorch'],3942.0,3793.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,149.0,147006.0,147713.0,https://anaconda.org/conda-forge/python-flair,2024-12-26 18:30:16.572,38938.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-02-10 21:00:17.000000,2025-02-10 21:00:13,10188.0,70.0,2050.0,225.0,4160.0,347.0,3092.0,8879.0,Bayesian Modeling and Probabilistic Programming in Python.,510.0,41,True,2025-02-06 11:51:17.000,5.20.1,97.0,pymc3,conda-forge/pymc3,,,,5759.0,5567.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,297023.0,308538.0,https://anaconda.org/conda-forge/pymc3,2024-12-21 13:26:06.624,644027.0,,,,,1.0,1968.0,,,,,,,,,,,,,,,,,,,
58,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-02-20 14:42:58.000000,2025-02-17 16:51:47,1668.0,49.0,1038.0,97.0,1671.0,122.0,1625.0,8352.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",315.0,41,True,2025-02-17 17:18:10.000,1.4.0,68.0,accelerate,conda-forge/accelerate,,,['pytorch'],74228.0,72373.0,https://pypi.org/project/accelerate,2025-02-17 17:10:14.000,1855.0,9273586.0,9281172.0,https://anaconda.org/conda-forge/accelerate,2025-02-18 16:49:36.527,303467.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-02-20 08:28:39.000000,2025-02-20 08:28:33,49099.0,302.0,1189.0,190.0,407.0,575.0,1797.0,8252.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1305.0,41,True,2024-12-07 11:22:32.000,node-package-v1.26.0,113.0,catboost,conda-forge/catboost,,,,551.0,16.0,https://pypi.org/project/catboost,2024-09-07 16:51:57.000,535.0,2959860.0,3001434.0,https://anaconda.org/conda-forge/catboost,2025-01-29 22:51:25.556,1916245.0,,,,,2.0,356120.0,,,,,,,,,,,,,,,,,,,
60,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-02-20 11:56:35.000000,2025-02-20 08:59:51,36551.0,434.0,13511.0,930.0,26171.0,1220.0,,24544.0,Apache Flink Python API.,1984.0,40,True,2025-02-12 18:41:59.000,1.20.1,51.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2025-02-12 19:13:03.000,35.0,10520802.0,10520802.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-02-16 16:36:34.000000,2025-02-11 09:57:05,1858.0,15.0,823.0,123.0,690.0,62.0,971.0,9390.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,106.0,40,True,2024-11-27 13:11:07.000,0.21.0,108.0,tokenizers,conda-forge/tokenizers,,,,139826.0,138730.0,https://pypi.org/project/tokenizers,2024-11-27 13:11:07.000,1096.0,37499042.0,37546864.0,https://anaconda.org/conda-forge/tokenizers,2024-11-27 19:20:00.476,2630204.0,,,,,1.0,73.0,,,,,,,,,,,,,,,,,,,
62,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-02-13 22:06:21.000000,2025-02-13 22:06:21,10389.0,60.0,1404.0,136.0,1324.0,146.0,1023.0,9377.0,A PyTorch-based Speech Toolkit.,257.0,40,True,2024-10-31 10:06:07.000,1.0.2,18.0,speechbrain,,,,['pytorch'],2941.0,2874.0,https://pypi.org/project/speechbrain,2024-10-30 18:31:32.000,67.0,3852186.0,3852186.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-02-20 09:45:40.000000,2025-02-20 09:45:40,5211.0,189.0,1455.0,109.0,4677.0,1049.0,1678.0,8214.0,A unified framework for machine learning with time series.,445.0,40,True,2025-02-05 08:20:19.000,0.36.0,87.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4071.0,3940.0,https://pypi.org/project/sktime,2025-02-05 08:20:19.000,131.0,833335.0,858236.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-02-18 07:45:48.283,1070700.0,,,,,1.0,111.0,,,,,,,sktime/sktime,,,,,,,,,,,,
64,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-02-20 05:40:16.000000,2025-02-20 05:40:16,2350.0,25.0,573.0,89.0,912.0,294.0,997.0,4011.0,Manipulation and analysis of geometric objects.,167.0,40,True,2025-01-31 02:55:48.000,2.0.7,126.0,shapely,conda-forge/shapely,,,,98308.0,94721.0,https://pypi.org/project/shapely,2025-01-31 01:10:20.000,3587.0,39882132.0,40092638.0,https://anaconda.org/conda-forge/shapely,2025-01-31 07:52:57.392,11362289.0,,,,,1.0,3763.0,,,,,,,,,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-02-20 14:18:10.000000,2025-02-19 21:50:13,4070.0,172.0,1155.0,138.0,3310.0,342.0,1236.0,2130.0,A library for training and deploying machine learning models on Amazon SageMaker.,474.0,40,True,2025-02-19 21:50:19.000,2.239.3,621.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",5483.0,5316.0,https://pypi.org/project/sagemaker,2025-02-19 21:50:19.000,167.0,23180720.0,23206009.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-02-20 04:08:51.263,1365613.0,,,,,2.0,,,,,,,,,-1.0,,,,,,,,,,,
66,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-02-20 08:10:34.000000,2025-02-13 23:01:09,5984.0,44.0,726.0,57.0,5245.0,1546.0,2429.0,1603.0,A distributed task scheduler for Dask.,332.0,40,True,2025-02-13 23:03:41.000,2025.2.0,248.0,distributed,conda-forge/distributed,,,,39387.0,38472.0,https://pypi.org/project/distributed,2025-02-13 23:03:41.000,915.0,4072750.0,4362648.0,https://anaconda.org/conda-forge/distributed,2025-02-14 00:09:47.645,16524195.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
67,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-10-11 20:07:05.000000,2023-01-30 18:15:21,1757.0,,8614.0,1057.0,1458.0,121.0,1726.0,35425.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,63613.0,62065.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,1243316.0,1249613.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,365261.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-12-14 04:24:44.000000,2024-12-14 04:24:41,2802.0,2.0,7565.0,604.0,2242.0,226.0,1594.0,26648.0,The fastai deep learning library.,670.0,39,True,2024-10-19 03:20:25.000,2.7.18,152.0,fastai,,,,['pytorch'],21080.0,20772.0,https://pypi.org/project/fastai,2024-10-19 03:20:25.000,308.0,451229.0,451229.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-02-12 03:13:59.000000,2025-01-14 10:26:14,32383.0,8.0,4705.0,357.0,6419.0,137.0,6642.0,19466.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21.000,3.6.21,374.0,rasa,,,,['tensorflow'],4885.0,4825.0,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,252957.0,252957.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
70,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-02-19 11:43:16.000000,2025-02-19 11:43:16,1862.0,176.0,2443.0,166.0,269.0,8.0,1155.0,17803.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",82.0,39,True,2024-08-17 07:30:49.000,0.0.93,92.0,deepface,,,,,5655.0,5611.0,https://pypi.org/project/deepface,2024-08-17 07:24:30.000,44.0,474414.0,474414.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
71,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-02-03 17:02:25.000000,2025-02-03 16:57:44,1942.0,30.0,2229.0,162.0,923.0,89.0,1060.0,7040.0,Python Data. Leaflet.js Maps.,173.0,39,True,2025-01-06 09:17:10.000,0.19.4,38.0,folium,conda-forge/folium,,,,52684.0,51867.0,https://pypi.org/project/folium,2025-01-06 09:17:10.000,817.0,1740878.0,1811599.0,https://anaconda.org/conda-forge/folium,2025-01-07 11:07:31.883,3465340.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2025-02-19 14:22:48.000000,2025-02-19 14:22:22,6655.0,56.0,1564.0,109.0,4620.0,700.0,766.0,4362.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",439.0,39,True,2024-10-30 12:58:53.000,4.9.7,40.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],22130.0,21801.0,https://pypi.org/project/tensorflow-datasets,2024-10-30 12:58:48.000,329.0,1776900.0,1777863.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,43369.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
73,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-02-17 15:17:05.000000,2025-02-17 15:17:04,18279.0,87.0,1331.0,83.0,8179.0,552.0,4424.0,2842.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,387.0,39,True,2024-12-18 21:23:23.000,1.9.0,81.0,mne,conda-forge/mne,,,,5546.0,5127.0,https://pypi.org/project/mne,2024-12-18 21:23:23.000,419.0,145799.0,154515.0,https://anaconda.org/conda-forge/mne,2025-01-07 16:17:58.654,496857.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
