,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,new_addition,updated_github_id
38,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-02-04 02:19:36.000000,2022-01-18 12:50:58,2814.0,6.0,1494,246.0,773.0,99.0,1864.0,9146,Statistical data visualization in Python.,162.0,41,True,2021-08-16 00:42:18.000,0.11.2,25.0,seaborn,conda-forge/seaborn,,,,147131.0,138289.0,https://pypi.org/project/seaborn,2021-08-16 00:42:18.000,8842.0,6902516.0,6952640.0,https://anaconda.org/conda-forge/seaborn,2021-08-16 06:42:17.619,3308070.0,,,,,1.0,211.0,,,,,,,,,,,,,,,,,,,,
39,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-02-10 13:08:26.000000,2022-02-10 13:08:24,21373.0,2191.0,954,192.0,280.0,348.0,1384.0,6343,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",952.0,41,True,2022-01-14 11:45:18.000,1.0.4,101.0,catboost,conda-forge/catboost,,,,212.0,,https://pypi.org/project/catboost,2022-01-14 00:21:12.000,212.0,3321556.0,3343276.0,https://anaconda.org/conda-forge/catboost,2022-02-04 07:12:46.792,915024.0,,,,,2.0,73523.0,,,,,,,,,,,,,,,,,,,,
40,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-02-10 11:43:35.000000,2022-02-09 07:07:19,11784.0,57.0,6882,1098.0,10927.0,1953.0,7706.0,19851,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",972.0,40,True,2021-12-18 21:55:54.000,1.9.0,981.0,mxnet,mxnet,,,['mxnet'],286.0,,https://pypi.org/project/mxnet,2021-12-18 21:55:54.000,281.0,286379.0,286873.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007,6962.0,,,,,2.0,24547.0,,,,,,,5.0,,,,,,,,,,,,,
41,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2022-02-10 14:03:12.000000,2022-02-10 00:50:00,10453.0,803.0,1478,256.0,5749.0,969.0,2082.0,16254,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",364.0,40,True,2022-02-04 04:56:35.000,test-jaxlib,106.0,jax,conda-forge/jaxlib,,,,3666.0,3411.0,https://pypi.org/project/jax,2022-01-18 19:35:52.000,255.0,286581.0,295379.0,https://anaconda.org/conda-forge/jaxlib,2021-12-10 12:52:23.006,272747.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
42,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-02-10 13:19:33.000000,2022-02-09 21:01:25,2489.0,146.0,2485,278.0,3323.0,984.0,1197.0,11255,Open source platform for the machine learning lifecycle.,353.0,40,True,2022-01-27 05:28:31.000,1.23.1,54.0,mlflow,conda-forge/mlflow,,,,278.0,,https://pypi.org/project/mlflow,2022-01-27 05:11:35.000,278.0,14229259.0,14243255.0,https://anaconda.org/conda-forge/mlflow,2022-01-27 09:59:52.670,475869.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
43,h5py,h5py/h5py,data-containers,,https://github.com/h5py/h5py,https://github.com/h5py/h5py,BSD-3-Clause,2012-09-21 00:40:02.000,2022-02-10 14:27:25.000000,2022-02-10 14:27:25,3880.0,50.0,431,51.0,774.0,221.0,1063.0,1669,HDF5 for Python -- The h5py package is a Pythonic interface to the HDF5 binary data format.,176.0,40,True,2021-11-16 13:35:22.000,3.6.0,31.0,h5py,conda-forge/h5py,,,,162002.0,148472.0,https://pypi.org/project/h5py,2021-11-16 13:35:22.000,13530.0,11829194.0,11927727.0,https://anaconda.org/conda-forge/h5py,2021-11-26 22:25:41.747,6993901.0,,,,,1.0,1689.0,,,,,,,,,,,,,,,,,,,,
44,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-02-10 14:00:39.000000,2022-02-09 19:06:50,4348.0,135.0,586,67.0,3310.0,919.0,1685.0,1298,A distributed task scheduler for Dask.,262.0,40,True,2022-01-14 20:40:27.000,2022.1.0,166.0,distributed,conda-forge/distributed,,,,23168.0,22018.0,https://pypi.org/project/distributed,2022-01-28 20:32:37.000,1150.0,6606109.0,6695991.0,https://anaconda.org/conda-forge/distributed,2022-01-29 01:07:45.900,6201893.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-02-04 00:16:48.000000,2021-12-04 17:24:08,2011.0,3.0,2277,247.0,418.0,1251.0,571.0,15424,A game theoretic approach to explain the output of any machine learning model.,162.0,39,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,4676.0,4455.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4555836.0,4575791.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,838127.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-02-10 13:56:39.000000,2022-02-10 11:51:20,29848.0,566.0,3851,338.0,4393.0,979.0,5558.0,13538,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",527.0,39,True,2022-02-01 18:02:21.000,2.8.23,242.0,rasa,,,,['tensorflow'],57.0,,https://pypi.org/project/rasa,2022-01-28 18:20:51.000,57.0,233306.0,233306.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-02-09 20:47:53.000000,2022-02-09 20:38:26,4310.0,439.0,1769,201.0,877.0,88.0,1671.0,11233,A very simple framework for state-of-the-art Natural Language Processing (NLP).,218.0,39,True,2021-11-18 08:33:59.000,0.10,23.0,flair,conda-forge/python-flair,,,['pytorch'],1218.0,1152.0,https://pypi.org/project/flair,2021-11-18 08:22:02.000,66.0,75906.0,76257.0,https://anaconda.org/conda-forge/python-flair,2021-11-18 16:11:16.757,6672.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-02-07 14:49:20.000000,2022-02-07 03:26:31,8027.0,43.0,3024,479.0,519.0,37.0,1946.0,10909,A toolkit for making real world machine learning and data analysis applications in C++.,172.0,39,False,2022-01-25 03:42:43.000,19.23.0,30.0,dlib,conda-forge/dlib,,,,13699.0,12934.0,https://pypi.org/project/dlib,2022-01-25 03:42:43.000,765.0,108027.0,114244.0,https://anaconda.org/conda-forge/dlib,2021-04-03 09:47:47.788,383986.0,,,,,2.0,24869.0,,,,,,,,,,,,,,,,,,,,
49,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-02-10 12:00:52.000000,2022-02-10 12:00:51,14152.0,2902.0,1322,190.0,10637.0,237.0,4218.0,9397,An open-source vector database for scalable similarity search and AI applications.,185.0,39,True,2022-01-25 12:14:19.000,2.0.0,100.0,pymilvus,,milvusdb/milvus,,,15.0,,https://pypi.org/project/pymilvus,2022-01-25 10:52:10.000,15.0,32188.0,61369.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-01-25 10:07:04.034621,18.0,797109.0,1.0,6781.0,,,,,,,,,,,,,,,,,,,,
50,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-02-09 00:47:44.000000,2022-02-07 13:53:02,3111.0,16.0,630,150.0,960.0,240.0,1355.0,7257,Declarative statistical visualization library for Python.,134.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,22127.0,21783.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,4698891.0,4714821.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1067325.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
51,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-02-10 14:44:51.000000,2022-02-10 02:54:03,34601.0,1022.0,3359,254.0,16790.0,191.0,,5275,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1217.0,39,True,2022-02-10 06:49:13.000,2.29.0,55.0,apache-beam,conda-forge/apache-beam-with-aws,,,,146.0,,https://pypi.org/project/apache-beam,2022-02-07 22:48:13.000,146.0,15058673.0,15059445.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-02-08 20:12:09.852,3860.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
52,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-02-10 08:09:19.000000,2022-02-08 08:20:22,1396.0,11.0,315,63.0,593.0,332.0,383.0,2672,Computing with Python functions.,108.0,39,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,164341.0,159450.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,27374932.0,27480235.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,7055328.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
53,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-02-10 06:34:58.000000,2022-02-08 20:19:15,4573.0,106.0,1575,256.0,2076.0,553.0,1722.0,17650,Streamlit The fastest way to build data apps in Python.,134.0,38,True,2022-02-09 16:13:01.000,1.5.1,149.0,streamlit,,,,,524.0,221.0,https://pypi.org/project/streamlit,2022-02-09 16:09:41.000,303.0,856793.0,856793.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-02-10 14:50:00.000000,2022-01-31 20:23:12,5653.0,92.0,1635,395.0,658.0,570.0,624.0,15896,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",105.0,38,True,2022-01-28 23:52:55.000,2.1.0,144.0,dash,conda-forge/dash,,,,1324.0,176.0,https://pypi.org/project/dash,2022-01-28 23:39:18.000,1148.0,930025.0,937865.0,https://anaconda.org/conda-forge/dash,2022-01-29 09:06:55.006,352801.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
55,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-02-04 10:21:49.000000,2022-01-16 15:01:41,4022.0,13.0,2314,489.0,2211.0,103.0,864.0,15373,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",580.0,38,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,,2040.0,1641.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,618136.0,618259.0,https://anaconda.org/anaconda/luigi,2022-01-20 12:21:28.388,8911.0,,,,,1.0,,stable/luigi,,,,,,2.0,,,,,,,,,,,,,
56,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-02-10 12:24:34.000000,2022-02-09 23:08:35,7003.0,333.0,1765,171.0,2941.0,79.0,1252.0,13396,Cloud-native neural search framework for kind of data.,136.0,38,True,2022-01-04 08:43:20.000,2.6.4,1570.0,jina,conda-forge/jina-core,jinaai/jina,,,223.0,223.0,https://pypi.org/project/jina,2022-02-07 08:30:01.000,,36423.0,79391.0,https://anaconda.org/conda-forge/jina-core,2021-11-01 13:29:05.596,2230.0,https://hub.docker.com/r/jinaai/jina,2022-02-07 08:54:42.362537,6.0,1020529.0,2.0,,,,,,,,,,,,,,,,,,,,,
57,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-02-10 02:33:16.000000,2022-02-10 02:33:14,2651.0,43.0,2156,281.0,3016.0,108.0,2396.0,10794,"An open-source NLP research library, built on PyTorch.",255.0,38,True,2022-01-27 18:12:46.000,2.9.0,260.0,allennlp,conda-forge/allennlp,,,['pytorch'],2390.0,2214.0,https://pypi.org/project/allennlp,2022-01-27 18:12:46.000,176.0,37392.0,38436.0,https://anaconda.org/conda-forge/allennlp,2022-02-06 21:44:10.661,39694.0,,,,,1.0,44.0,,,,,,,,,,,,,,,,,,,,
58,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-02-07 13:14:34.000000,2022-02-07 13:00:11,1621.0,9.0,1261,218.0,667.0,169.0,774.0,8135,Simple job queues for Python.,250.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,11321.0,9586.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,541653.0,542665.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,67812.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-02-10 06:07:56.000000,2022-02-09 16:36:06,8401.0,208.0,1505,230.0,2880.0,217.0,2346.0,6346,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,361.0,38,True,2021-08-24 01:17:21.000,3.11.4,35.0,pymc3,conda-forge/pymc3,,,,814.0,584.0,https://pypi.org/project/pymc3,2021-08-24 01:17:21.000,230.0,316008.0,322015.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553,383244.0,,,,,1.0,1727.0,,,,,,,,,,,,,,,,,,,,
60,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-02-10 14:07:05.000000,2022-02-10 04:45:25,11541.0,509.0,650,130.0,2250.0,142.0,947.0,5926,A hyperparameter optimization framework.,175.0,38,True,2021-10-04 06:37:16.000,2.10.0,43.0,optuna,conda-forge/optuna,,,,2809.0,2631.0,https://pypi.org/project/optuna,2022-02-07 06:51:49.000,178.0,832820.0,836372.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,95930.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-02-10 08:31:59.000000,2022-02-10 04:57:32,24611.0,754.0,558,121.0,4835.0,387.0,1292.0,5753,NumPy & SciPy for GPU.,294.0,38,True,2022-01-20 08:11:40.000,10.1.0,107.0,cupy,conda-forge/cupy,cupy/cupy,,,1065.0,917.0,https://pypi.org/project/cupy,2022-01-20 07:46:45.000,148.0,88455.0,130946.0,https://anaconda.org/conda-forge/cupy,2022-02-03 02:22:51.812,1152751.0,https://hub.docker.com/r/cupy/cupy,2022-01-20 08:15:25.232919,7.0,54245.0,1.0,24910.0,,,,,,,,,,,,,,,,,,,,
62,xarray,pydata/xarray,data-containers,,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000,2022-02-10 14:22:42.000000,2022-02-09 15:12:31,4017.0,107.0,763,106.0,2815.0,927.0,2240.0,2398,N-D labeled arrays and datasets in Python.,360.0,38,True,2022-02-01 05:41:40.000,0.21.1,65.0,xarray,conda-forge/xarray,,,,10323.0,9013.0,https://pypi.org/project/xarray,2022-02-01 05:41:40.000,1310.0,1044267.0,1108685.0,https://anaconda.org/conda-forge/xarray,2022-02-01 14:46:25.966,4573713.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
63,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-02-10 05:36:37.000000,2022-02-09 22:21:18,1864.0,14.0,7126,630.0,2013.0,96.0,1453.0,21917,The fastai deep learning library.,605.0,37,True,2021-10-23 07:16:08.000,2.5.3,126.0,fastai,,,,['pytorch'],288.0,,https://pypi.org/project/fastai,2021-10-23 07:16:08.000,288.0,233472.0,233472.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
64,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-02-10 13:14:40.000000,2022-02-08 10:54:03,1920.0,115.0,6635,350.0,1967.0,509.0,4688.0,18248,OpenMMLab Detection Toolbox and Benchmark.,305.0,37,True,2022-02-08 14:05:27.000,2.21.0,29.0,mmdet,,,,['pytorch'],254.0,248.0,https://pypi.org/project/mmdet,2022-02-08 14:05:27.000,6.0,33370.0,33370.0,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,
65,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-02-02 17:15:20.000000,2022-02-02 17:15:20,1266.0,95.0,2617,266.0,208.0,68.0,396.0,16368,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",65.0,37,True,2022-01-31 23:25:04.000,0.1-mit-weights,29.0,timm,conda-forge/timm,,,['pytorch'],1984.0,1917.0,https://pypi.org/project/timm,2022-01-17 04:57:50.000,67.0,532978.0,560735.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,12018.0,,,,,1.0,895144.0,,,,,,,,,,,,,,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2021-12-01 00:24:43.000000,2021-11-23 08:52:10,28127.0,1.0,2509,561.0,4114.0,679.0,2086.0,9523,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,14904.0,12066.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,270634.0,298031.0,https://anaconda.org/conda-forge/theano,2021-11-10 16:59:17.809,1835654.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
67,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-02-10 14:46:59.000000,2022-02-09 23:34:10,14366.0,167.0,801,142.0,2988.0,422.0,1633.0,8256,The easiest way to automate your data.,292.0,37,True,2022-01-25 17:46:53.000,0.15.13,119.0,prefect,conda-forge/prefect,,,,631.0,591.0,https://pypi.org/project/prefect,2022-02-09 00:08:32.000,40.0,174109.0,180924.0,https://anaconda.org/conda-forge/prefect,2022-01-25 22:44:23.145,238558.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
68,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-02-10 07:36:23.000000,2022-02-03 13:23:40,2171.0,198.0,1145,105.0,582.0,205.0,1101.0,5105,"An open-source, low-code machine learning library in Python.",72.0,37,True,2022-01-12 14:42:28.000,2.3.6,75.0,pycaret,conda-forge/pycaret,,,,1795.0,1783.0,https://pypi.org/project/pycaret,2022-01-12 14:42:28.000,12.0,324166.0,324595.0,https://anaconda.org/conda-forge/pycaret,2022-01-12 19:29:46.287,7238.0,,,,,1.0,521.0,,,,,,,,,,,,,,,,,,,,
69,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-02-10 06:48:53.000000,2022-02-10 06:22:46,9622.0,573.0,528,79.0,2750.0,910.0,2760.0,4330,"An orchestration platform for the development, production, and observation of data assets.",186.0,37,True,2022-02-07 15:53:25.000,0.13.18,422.0,dagster,conda-forge/dagster,,,,389.0,305.0,https://pypi.org/project/dagster,2022-02-03 20:56:00.000,84.0,179572.0,196093.0,https://anaconda.org/conda-forge/dagster,2022-02-04 01:49:39.103,446091.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-02-09 21:48:10.000000,2022-02-09 21:48:06,11286.0,134.0,961,173.0,387.0,543.0,639.0,3589,Probabilistic reasoning and statistical analysis in TensorFlow.,435.0,37,True,2021-11-18 15:49:59.000,0.15.0,41.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],306.0,,https://pypi.org/project/tensorflow-probability,2021-11-17 17:40:22.000,306.0,706176.0,707544.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,49265.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-02-10 05:01:34.000000,2022-02-07 11:25:47,1990.0,39.0,440,89.0,482.0,152.0,672.0,2633,Manipulation and analysis of geometric objects.,131.0,37,True,2021-10-25 16:52:16.000,1.8.0,105.0,shapely,conda-forge/shapely,,,,29689.0,26054.0,https://pypi.org/project/shapely,2021-10-25 16:26:07.000,3635.0,6550273.0,6592236.0,https://anaconda.org/conda-forge/shapely,2022-01-19 02:15:44.771,3189237.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-02-10 14:39:59.000000,2022-02-10 14:39:59,16648.0,213.0,973,77.0,6387.0,354.0,3573.0,1804,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,279.0,37,True,2021-12-01 22:27:11.000,0.24.1,58.0,mne,conda-forge/mne,,,,1577.0,1385.0,https://pypi.org/project/mne,2021-12-01 22:27:11.000,192.0,30114.0,33154.0,https://anaconda.org/conda-forge/mne,2021-12-18 15:46:02.719,182448.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-02-10 03:51:02.000000,2022-02-01 21:38:31,1434.0,21.0,489,58.0,1775.0,218.0,702.0,1443,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,185.0,37,True,2021-11-10 21:09:55.000,0.15.0,28.0,tensorflow-addons,,,,['tensorflow'],5464.0,5325.0,https://pypi.org/project/tensorflow-addons,2021-11-10 21:40:18.000,139.0,6402024.0,6402024.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
