,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_latest_release_published_at,npm_dependent_project_count,dnf_id,yay_id,snap_id
39,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-01-02 19:26:30.000000,2024-01-02 19:26:30,3616.0,42.0,709.0,141.0,1316.0,161.0,1729.0,8638.0,Declarative statistical visualization library for Python.,160.0,41,True,2023-11-28 06:23:39.000,5.2.0,27.0,altair,conda-forge/altair,,,,97801.0,97801.0,https://pypi.org/project/altair,15043071.0,15127700.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2115713.0,,,,,1.0,96.0,,,,,,,,,,,,,,,,,,,,,
40,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-01-04 04:09:59.000000,2024-01-04 04:09:56,47144.0,505.0,1139.0,198.0,374.0,529.0,1648.0,7524.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1193.0,41,True,2023-09-19 20:01:10.000,1.2.2,109.0,catboost,conda-forge/catboost,,,,367.0,12.0,https://pypi.org/project/catboost,1612349.0,1652754.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1432016.0,,,,,2.0,206827.0,2023-09-19 18:13:58.000,355.0,,,,,,,,,,,,,,,,,,,
41,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-01-04 07:49:26.000000,2024-01-03 21:27:06,2020.0,162.0,3671.0,307.0,2388.0,875.0,1474.0,30518.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",275.0,40,True,2023-12-21 00:47:46.000,0.12.6,81.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],5376.0,5285.0,https://pypi.org/project/deepspeed,325366.0,325727.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17372.0,1.0,,2023-12-21 00:47:46.000,91.0,,,,,,,,,,,,,,,,,,,
42,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-01-04 14:23:03.000000,2024-01-03 21:17:43,5995.0,144.0,2662.0,303.0,3991.0,700.0,3118.0,29361.0,Streamlit A faster way to build and share data apps.,213.0,40,True,2023-11-30 20:05:51.000,1.29.0,212.0,streamlit,,,,,1303.0,,https://pypi.org/project/streamlit,2870757.0,2870757.0,,,,,,,,1.0,,2023-11-30 20:05:42.000,1303.0,,,,,5.0,,,,,,,,,,,,,,
43,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-01-02 16:44:55.000000,2023-12-14 23:03:21,8509.0,44.0,2151.0,206.0,4153.0,12.0,1910.0,19533.0,Build multimodal AI applications with cloud-native stack.,176.0,40,True,2023-12-14 15:31:33.000,3.23.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1434.0,1434.0,https://pypi.org/project/jina,106663.0,135591.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,58916.0,https://hub.docker.com/r/jinaai/jina,2023-12-14 15:39:49.833835,8.0,1260762.0,2.0,,,,,,,,,,,,,,,,,,,,,,
44,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-01-02 11:04:37.000000,2023-11-29 14:40:08,32592.0,27.0,4331.0,350.0,6309.0,2.0,6641.0,17414.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,40,True,2023-12-05 16:10:28.000,3.5.17,100.0,rasa,,,,['tensorflow'],3862.0,3862.0,https://pypi.org/project/rasa,153651.0,153651.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-01-01 12:37:49.000000,2023-10-01 14:51:00,4509.0,,4152.0,434.0,1685.0,375.0,1444.0,14899.0,Topic Modelling for Humans.,449.0,40,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,54299.0,54299.0,https://pypi.org/project/gensim,3658991.0,3694002.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1188812.0,,,,,1.0,4553.0,,,piskvorky/gensim,,,,,,,,,,,,,,,,,,
46,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-01-03 06:55:29.000000,2024-01-02 10:43:49,9715.0,65.0,1904.0,227.0,3790.0,250.0,2952.0,7954.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,40,True,2023-12-21 11:15:57.000,5.10.3,77.0,pymc3,conda-forge/pymc3,,,,2806.0,2557.0,https://pypi.org/project/pymc3,544889.0,551189.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,546666.0,,,,,1.0,1935.0,2022-03-15 10:10:19.000,249.0,,,,,,,,,,,,,,,,,,,
47,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-01-04 07:15:37.000000,2024-01-04 00:49:52,6035.0,169.0,568.0,55.0,3880.0,810.0,2098.0,7654.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,168.0,40,True,2023-12-05 18:58:08.000,0.16.1,100.0,wandb,conda-forge/wandb,,,,35837.0,35837.0,https://pypi.org/project/wandb,10395862.0,10406299.0,https://anaconda.org/conda-forge/wandb,2023-12-05 22:51:30.208,438378.0,,,,,1.0,,,,wandb/wandb,,,,,,,,,,,,,,,,,,
48,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-01-04 02:46:30.000000,2024-01-02 21:22:57,3454.0,163.0,1098.0,132.0,2785.0,263.0,1140.0,1991.0,A library for training and deploying machine learning models on Amazon SageMaker.,417.0,40,True,2023-12-28 23:57:50.000,2.203.0,560.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3513.0,3423.0,https://pypi.org/project/sagemaker,51066422.0,51083521.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,701074.0,,,,,1.0,,2023-12-28 23:57:50.000,90.0,,,,,,,,,,,,,,,,,,,
49,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-01-04 13:38:09.000000,2024-01-04 13:38:09,5646.0,118.0,706.0,56.0,4868.0,1461.0,2293.0,1512.0,A distributed task scheduler for Dask.,319.0,40,True,2023-12-15 20:45:45.000,2023.12.1,218.0,distributed,conda-forge/distributed,,,,33464.0,32145.0,https://pypi.org/project/distributed,3305864.0,3597220.0,https://anaconda.org/conda-forge/distributed,2023-12-15 21:59:40.423,12819671.0,,,,,1.0,,2023-12-15 20:45:45.000,1319.0,,,,,,,,,,,,,,,,,,,
50,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-10-22 22:49:37.000000,2023-01-30 18:15:21,1757.0,,8561.0,1062.0,1449.0,76.0,1716.0,33346.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,51698.0,49002.0,https://pypi.org/project/gym,1092989.0,1098796.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,261325.0,,,,,1.0,,2023-07-20 15:30:49.667,2696.0,,,,,,,,,,,,,,,,,,,
51,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-01-04 04:09:20.000000,2023-10-12 07:43:04,2677.0,11.0,9070.0,376.0,3095.0,1302.0,6598.0,26615.0,OpenMMLab Detection Toolbox and Benchmark.,466.0,39,True,2023-10-12 07:46:52.000,3.2.0,52.0,mmdet,,,,['pytorch'],2068.0,2035.0,https://pypi.org/project/mmdet,145637.0,145637.0,,,,,,,,1.0,,2023-10-12 07:46:52.000,33.0,,,,,,,,,,,,,,,,,,,
52,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-12-30 21:17:29.000000,2023-12-02 00:09:58,2731.0,26.0,7453.0,620.0,2215.0,183.0,1582.0,25036.0,The fastai deep learning library.,662.0,39,True,2023-10-15 04:04:44.000,2.7.13,147.0,fastai,,,,['pytorch'],16150.0,15809.0,https://pypi.org/project/fastai,362948.0,362948.0,,,,,,,,2.0,,2023-10-15 04:04:44.000,341.0,,,,,,,,,,,,,,,,,,,
53,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-01-01 00:28:18.000000,2023-12-16 18:16:41,7091.0,41.0,2018.0,414.0,1006.0,806.0,849.0,19882.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,39,True,2023-11-28 00:56:54.000,2.14.2,174.0,dash,conda-forge/dash,,,,57942.0,56493.0,https://pypi.org/project/dash,2043152.0,2070351.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1169577.0,,,,,1.0,43.0,2023-11-28 00:51:13.000,1449.0,,,,,,,,,,,,,,,,,,,
54,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-01-04 05:27:16.000000,2024-01-04 05:27:15,16850.0,243.0,910.0,121.0,3357.0,81.0,1477.0,9089.0,A hyperparameter optimization framework.,255.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,12060.0,11598.0,https://pypi.org/project/optuna,1982552.0,1996478.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,598853.0,,,,,1.0,,2023-12-11 05:05:36.000,462.0,,,,,,,,,,,,,,,,,,,
55,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-01-04 13:55:13.000000,2024-01-02 21:48:54,4143.0,211.0,1185.0,102.0,3267.0,735.0,1325.0,7123.0,A unified framework for machine learning with time series.,314.0,39,True,2023-12-27 02:41:28.000,0.25.0,59.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2097.0,2039.0,https://pypi.org/project/sktime,696460.0,727311.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,925527.0,,,,,1.0,84.0,2023-12-27 02:41:28.000,58.0,sktime/sktime,,,,,,,,,,,,,,,,,,
56,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-03 10:29:46.000000,2024-01-02 16:42:29,1775.0,31.0,2168.0,167.0,798.0,65.0,987.0,6524.0,Python Data. Leaflet.js Maps.,159.0,39,True,2023-12-04 11:11:32.000,0.15.1,26.0,folium,conda-forge/folium,,,,32627.0,32627.0,https://pypi.org/project/folium,718699.0,788229.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2503104.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
57,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-01-04 14:37:14.000000,2023-12-28 18:29:26,1215.0,111.0,675.0,94.0,1147.0,114.0,1051.0,6279.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",203.0,39,True,2023-12-01 15:24:43.000,0.25.0,38.0,accelerate,conda-forge/accelerate,,,['pytorch'],22767.0,22317.0,https://pypi.org/project/accelerate,6628280.0,6631772.0,https://anaconda.org/conda-forge/accelerate,2023-12-01 17:19:39.752,94302.0,,,,,1.0,,2023-12-01 14:33:27.000,450.0,,,,,,,,,,,,,,,,,,,
58,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-01-04 08:58:58.000000,2024-01-03 20:55:16,1846.0,37.0,898.0,108.0,1498.0,463.0,1161.0,3991.0,Python tools for geographic data.,215.0,39,True,2023-11-11 09:30:40.000,0.14.1,50.0,geopandas,conda-forge/geopandas,,,['pandas'],31701.0,29868.0,https://pypi.org/project/geopandas,5574121.0,5651985.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3347075.0,,,,,1.0,2363.0,2023-11-11 09:30:36.000,1833.0,,,,,,,,,,,,,,,,,,,
59,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-01-04 13:32:53.000000,2024-01-04 12:16:42,39416.0,1071.0,26385.0,2033.0,44568.0,,,37511.0,Apache Spark Python API.,2994.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,27397311.0,27466183.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2961501.0,,,,,2.0,,,,,,,,-7.0,stable/spark,,,,,,,,,,,,,
60,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-04 03:17:00.000000,2024-01-02 02:55:36,6124.0,18.0,6833.0,415.0,2809.0,1089.0,7294.0,35583.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48.000,2.7.1,8.0,paddleocr,,,,['paddle'],2119.0,2119.0,https://pypi.org/project/paddleocr,108427.0,108427.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
61,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-01-03 22:57:14.000000,2024-01-03 22:53:08,941.0,44.0,3158.0,470.0,840.0,387.0,1862.0,26092.0,A library for efficient similarity search and clustering of dense vectors.,150.0,38,True,2024-01-03 03:52:59.000,2.3.5,90.0,pymilvus,conda-forge/faiss,,,,3425.0,3345.0,https://pypi.org/project/pymilvus,377318.0,400031.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,999399.0,,,,,1.0,,2024-01-03 03:52:59.000,80.0,,,,,,,,,,,,,,,,,,,
62,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-01-04 12:32:10.000000,2024-01-03 07:05:29,7289.0,284.0,3459.0,253.0,2727.0,906.0,2527.0,19297.0,Graph Neural Network Library for PyTorch.,475.0,38,True,2023-10-12 08:28:59.000,2.4.0,40.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],135.0,,https://pypi.org/project/torch-geometric,212423.0,213254.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-11-08 13:56:02.983,34937.0,,,,,1.0,,2023-10-12 08:27:10.000,135.0,,,,,,,,,,,,,,,,,,,
63,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-01-04 11:34:35.000000,2023-12-28 12:12:57,3766.0,58.0,6648.0,397.0,5124.0,754.0,2298.0,14973.0,"Datasets, Transforms and Models specific to Computer Vision.",564.0,38,True,2023-12-15 02:04:19.000,0.16.2,37.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9655099.0,9683547.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,952357.0,,,,,1.0,35531.0,,,,,,,-4.0,,,,,,,,,,,,,,
64,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-01-04 12:58:00.000000,2023-12-18 15:04:52,1291.0,76.0,2154.0,129.0,298.0,985.0,830.0,12771.0,Multilingual Sentence & Image Embeddings with BERT.,130.0,38,True,2022-06-26 19:52:06.000,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],21607.0,21607.0,https://pypi.org/project/sentence-transformers,2754759.0,2759555.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,191877.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
65,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-01-04 08:28:49.000000,2024-01-04 08:28:49,3825.0,368.0,2831.0,169.0,4384.0,347.0,2156.0,12607.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,38,True,2023-12-11 09:43:07.000,1.1.3,34.0,dgl,,,,,175.0,175.0,https://pypi.org/project/dgl,66208.0,66208.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
66,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-12-19 03:56:23.792000,2023-12-08 03:28:12,8234.0,7.0,3295.0,480.0,681.0,44.0,2120.0,12510.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,,24981.0,24184.0,https://pypi.org/project/dlib,312385.0,327623.0,https://anaconda.org/conda-forge/dlib,2023-12-19 03:56:23.792,644672.0,,,,,2.0,25359.0,2023-06-03 20:05:00.841,797.0,,,,,,,,,,,,,,,,,,,
67,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-01-03 14:49:35.000000,2023-12-16 13:36:40,1094.0,18.0,2058.0,237.0,513.0,177.0,1048.0,10975.0,Download market data from Yahoo! Finances API.,96.0,38,True,2023-12-06 19:50:59.000,0.2.33,105.0,yfinance,ranaroussi/yfinance,,,,31752.0,31456.0,https://pypi.org/project/yfinance,1110296.0,1113093.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,83919.0,,,,,1.0,,2023-12-06 19:50:59.000,296.0,,,,,,,,,,,,,,,,,,,
68,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2023-07-01 12:19:02.000000,2022-12-20 16:49:55,28132.0,,2511.0,543.0,4118.0,685.0,2088.0,9825.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,False,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17468.0,14630.0,https://pypi.org/project/theano,350603.0,377128.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2387320.0,,,,,2.0,,2020-07-27 16:13:54.000,2838.0,,,,,,,,,,,,,,,,,,,
69,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-01-03 11:56:15.000000,2024-01-03 11:56:14,2624.0,59.0,889.0,126.0,1718.0,242.0,602.0,8975.0,Geometric Computer Vision Library for AI.,245.0,38,True,2023-12-27 10:47:21.000,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],7827.0,7827.0,https://pypi.org/project/kornia,1927719.0,1930728.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,110830.0,,,,,1.0,887.0,,,,,,,,,,,,,,,,,,,,,
70,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-01-04 10:06:37.000000,2024-01-04 10:06:31,4092.0,239.0,552.0,82.0,2129.0,165.0,674.0,5078.0,Flax is a neural network library for JAX that is designed for flexibility.,214.0,38,True,2023-10-28 02:08:03.000,0.7.5,40.0,flax,conda-forge/flax,,,['jax'],5778.0,5578.0,https://pypi.org/project/flax,2888424.0,2889558.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,38553.0,,,,,2.0,50.0,2023-10-28 02:08:03.000,200.0,,,,,,,,,,,,,,,,,,,
71,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-01-03 19:35:57.000000,2024-01-03 11:11:28,6130.0,100.0,1499.0,109.0,4102.0,657.0,701.0,4083.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",301.0,38,True,2023-12-18 13:28:11.000,4.9.4,37.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15999.0,15784.0,https://pypi.org/project/tensorflow-datasets,2107447.0,2108250.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25717.0,,,,,1.0,,2023-12-18 13:28:06.000,215.0,,,,,,,,,,,,,,,,,,,
72,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-01-04 10:22:14.000000,2024-01-04 10:02:48,2233.0,22.0,539.0,88.0,777.0,227.0,895.0,3542.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:13.000,2.0.2,27.0,shapely,conda-forge/shapely,,,,59285.0,59285.0,https://pypi.org/project/shapely,14847842.0,15061893.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8771803.0,,,,,2.0,2844.0,,,,,,,,,,,,,,,,,,,,,
73,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-01-04 09:10:53.000000,2024-01-02 19:17:33,17795.0,139.0,1294.0,84.0,7655.0,471.0,4215.0,2430.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,360.0,38,True,2023-11-20 20:29:52.000,1.6.0,76.0,mne,conda-forge/mne,,,,3636.0,3346.0,https://pypi.org/project/mne,80691.0,88491.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,343231.0,,,,,1.0,,2023-11-20 20:29:52.000,290.0,,,,,,,,,,,,,,,,,,,
74,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,12.0,270.0,32.0,475.0,88.0,488.0,1356.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46.000,2.33.1,64.0,imageio,conda-forge/imageio,,,,112096.0,112096.0,https://pypi.org/project/imageio,18595392.0,18737576.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,5971131.0,,,,,1.0,944.0,,,,,,,,,,,,,,,,,,,,,
75,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6891.0,1074.0,11124.0,1805.0,7763.0,20659.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,37,True,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7262.0,6963.0,https://pypi.org/project/mxnet,382130.0,382562.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10546.0,,,,,2.0,26525.0,2022-05-17 21:11:13.000,294.0,apache/mxnet,,,,,,,,,5.0,,,,,,,,,
