,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,dnf_id,yay_id
39,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-06-19 10:30:38.000000,2022-06-17 00:00:43,2835,277.0,2768,274.0,3785.0,906.0,1483.0,12070,Open source platform for the machine learning lifecycle.,434.0,41,True,2022-05-28 01:18:34.000,1.26.1,59.0,mlflow,conda-forge/mlflow,,,,317.0,,https://pypi.org/project/mlflow,2022-05-28 01:10:58.000,317.0,11009165.0,11024990.0,https://anaconda.org/conda-forge/mlflow,2022-05-28 13:03:41.958,601377.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
40,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-06-19 20:14:21.000000,2022-06-17 17:30:09,4711,280.0,626,59.0,3772.0,1142.0,1854.0,1370,A distributed task scheduler for Dask.,276.0,41,True,2022-06-10 21:53:31.000,2022.6.0,176.0,distributed,conda-forge/distributed,,,,25078.0,23895.0,https://pypi.org/project/distributed,2022-06-10 21:53:31.000,1183.0,4755310.0,4853182.0,https://anaconda.org/conda-forge/distributed,2022-06-10 23:03:47.479,7144664.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
41,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-17 21:23:00.000000,2022-06-13 11:49:57,23311,1071.0,1016,193.0,298.0,409.0,1429.0,6584,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",995.0,40,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,,,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2442226.0,2465236.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1057296.0,,,,,2.0,81734.0,,,,,,,,,,,,,,,,,,
42,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-06-19 05:26:06.000000,2022-06-19 05:26:06,13073,1089.0,704,127.0,2495.0,125.0,1080.0,6544,A hyperparameter optimization framework.,199.0,40,True,2022-06-13 05:38:25.000,2.10.1,47.0,optuna,conda-forge/optuna,,,,3756.0,3526.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,230.0,4035676.0,4044835.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,283949.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
43,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-06-17 14:15:36.000000,2022-06-16 21:24:29,2194,55.0,4535,330.0,1071.0,604.0,2860.0,17261,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,388.0,39,True,2022-06-13 15:07:55.000,0.12.1,15.0,fairseq,conda-forge/fairseq,,,['pytorch'],877.0,839.0,https://pypi.org/project/fairseq,2022-06-13 15:07:37.000,38.0,65656.0,66336.0,https://anaconda.org/conda-forge/fairseq,2022-05-28 17:39:59.245,15554.0,,,,,1.0,239.0,,,,,,,,,,,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-06-19 18:44:19.000000,2022-06-17 20:17:56,6165,333.0,1714,402.0,756.0,614.0,668.0,16667,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",117.0,39,True,2022-06-13 18:21:02.000,2.5.1,151.0,dash,conda-forge/dash,,,,1405.0,196.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1209.0,865520.0,875563.0,https://anaconda.org/conda-forge/dash,2022-06-14 01:55:09.921,492151.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
45,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-06-19 11:26:02.000000,2022-06-19 11:21:59,7629,415.0,1921,179.0,3353.0,66.0,1489.0,14939,Build cross-modal and multi-modal applications on the cloud.,149.0,39,True,2022-06-13 18:40:19.000,3.6.3,1872.0,jina,conda-forge/jina-core,jinaai/jina,,,305.0,303.0,https://pypi.org/project/jina,2022-06-17 11:10:17.000,2.0,79588.0,118709.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,7560.0,https://hub.docker.com/r/jinaai/jina,2022-06-17 11:31:46.522315,7.0,1071895.0,2.0,,,,,,,,,,,,,,,,,,,
46,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-06-19 20:01:49.000000,2022-06-18 05:10:38,4511,127.0,1865,201.0,939.0,110.0,1780.0,11708,A very simple framework for state-of-the-art Natural Language Processing (NLP).,229.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,,,['pytorch'],1509.0,1437.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,72.0,113064.0,113433.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,8494.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
47,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-06-19 19:04:08.000000,2022-06-18 09:32:00,8721,185.0,1596,231.0,3125.0,200.0,2535.0,6712,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,387.0,39,True,2022-06-03 15:55:47.000,4.0.0,36.0,pymc3,conda-forge/pymc3,,,,875.0,638.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,237.0,370593.0,376759.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,417970.0,,,,,1.0,1903.0,,,,,,,,,,,,,,,,,,
48,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-06-17 18:02:20.000000,2022-06-17 18:02:20,11847,36.0,6901,1093.0,11047.0,1989.0,7729.0,20006,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,38,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,341080.0,341565.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7676.0,,,,,2.0,25044.0,,,,,,,5.0,,,,,,,,,,,
49,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-06-19 18:41:34.000000,2022-06-19 18:41:34,4755,125.0,1742,266.0,2335.0,583.0,1879.0,19590,Streamlit The fastest way to build data apps in Python.,142.0,38,True,2022-06-02 17:46:00.000,1.10.0,167.0,streamlit,,,,,720.0,322.0,https://pypi.org/project/streamlit,2022-06-02 17:45:51.000,398.0,914315.0,914315.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
50,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-06-17 15:47:59.000000,2022-06-17 10:33:22,30220,155.0,3992,340.0,4640.0,942.0,5744.0,14457,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",543.0,38,True,2022-06-17 15:39:17.000,3.2.1,256.0,rasa,,,,['tensorflow'],60.0,,https://pypi.org/project/rasa,2022-06-17 15:39:06.000,60.0,178360.0,178360.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
51,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-17 23:23:26.000000,2022-06-17 22:48:10,2692,19.0,2188,279.0,3079.0,91.0,2434.0,11050,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,,,['pytorch'],2747.0,2568.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,179.0,80480.0,82123.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,69036.0,,,,,1.0,46.0,,,,,,,,,,,,,,,,,,
52,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-18 13:53:05.000000,2022-06-03 15:43:48,1006,58.0,1306,154.0,414.0,111.0,465.0,9117,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",8354.0,8196.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1188901.0,1191955.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,213839.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-06-14 03:30:50.000000,2022-03-25 20:01:52,3150,10.0,665,150.0,980.0,230.0,1403.0,7567,Declarative statistical visualization library for Python.,136.0,38,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,28773.0,28429.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,8508291.0,8525342.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1210665.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
54,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-19 14:01:50.000000,2022-06-16 10:10:38,25263,415.0,598,120.0,5080.0,402.0,1356.0,6087,NumPy & SciPy for GPU.,306.0,38,True,2022-05-26 07:35:42.000,10.5.0,116.0,cupy,conda-forge/cupy,cupy/cupy,,,1227.0,1065.0,https://pypi.org/project/cupy,2022-05-26 05:27:01.000,162.0,26662.0,76173.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1537165.0,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54844.0,1.0,35495.0,,,,,,,,,,,,,,,,,,
55,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-06-18 16:28:42.000000,2022-06-17 07:53:17,4972,678.0,4592,369.0,1972.0,1119.0,3562.0,22826,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",108.0,37,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,,,['paddle'],693.0,687.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,6.0,52942.0,52942.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
56,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-18 15:10:54.000000,2022-06-01 14:14:31,2091,111.0,7297,357.0,2210.0,559.0,5409.0,20119,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,,,['pytorch'],430.0,421.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,9.0,36222.0,36222.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
57,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-06-13 05:39:41.000000,2022-06-13 05:39:41,1390,68.0,3104,274.0,236.0,64.0,455.0,19109,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",76.0,37,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],3450.0,3356.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,94.0,2983989.0,3020819.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,19558.0,,,,,1.0,1331272.0,,,,,,,,,,,,,,,,,,
58,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-06-18 08:01:54.000000,2022-06-15 15:01:43,5573,151.0,2613,239.0,850.0,948.0,1620.0,14843,Graph Neural Network Library for PyTorch.,272.0,37,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],43.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,43.0,83822.0,84137.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,7253.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
59,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-06-18 10:09:45.000000,2022-06-18 02:19:11,8085,37.0,3069,477.0,556.0,47.0,2002.0,11208,A toolkit for making real world machine learning and data analysis applications in C++.,176.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,15655.0,14886.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,132543.0,139087.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,431096.0,,,,,2.0,24973.0,,,,,,,,,,,,,,,,,,
60,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-06-19 12:12:11.000000,2022-06-19 12:12:11,14976,618.0,1548,202.0,11661.0,286.0,5020.0,10625,Vector database for scalable similarity search and AI applications.,210.0,37,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,22588.0,57645.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,21.0,976590.0,1.0,32785.0,,,,,,,,,,,,,,,,,,
61,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-06-19 18:16:09.000000,2022-06-19 18:16:08,7599,259.0,939,136.0,3983.0,655.0,3087.0,9891,Data Version Control | Git for Data & Models | ML Experiments Management.,268.0,37,True,2022-06-07 21:15:21.000,2.11.0,350.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-06-07 21:15:21.000,47.0,532276.0,567742.0,https://anaconda.org/conda-forge/dvc,2022-06-08 11:15:03.873,1096689.0,,,,,1.0,90928.0,,,,,,,,dvc,dvc,dvc,,,,,,,,
62,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127,,2509,555.0,4114.0,679.0,2086.0,9585,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15458.0,12620.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,259874.0,288296.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2018032.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
63,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-06-16 23:02:13.000000,2022-06-14 17:20:53,3799,463.0,1322,114.0,707.0,245.0,1346.0,5824,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:13:37.000,2.3.10,81.0,pycaret,conda-forge/pycaret,,,,2217.0,2204.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,426235.0,426781.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,11486.0,,,,,1.0,574.0,,,,,,,,,,,,,,,,,,
64,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-06-18 15:49:15.000000,2022-06-17 22:04:29,11483,132.0,990,166.0,402.0,552.0,683.0,3721,Probabilistic reasoning and statistical analysis in TensorFlow.,452.0,37,True,2022-06-07 18:01:34.000,0.17.0,43.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],333.0,,https://pypi.org/project/tensorflow-probability,2022-06-07 18:00:50.000,333.0,830101.0,831619.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-06-09 10:00:06.955,60724.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
65,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-06-19 15:24:03.000000,2022-06-19 15:24:03,2029,33.0,455,86.0,527.0,162.0,722.0,2813,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,,,34161.0,30384.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,6933178.0,6981239.0,https://anaconda.org/conda-forge/shapely,2022-06-04 20:23:43.749,3844434.0,,,,,1.0,50.0,,,,,,,,,,,,,,,,,,
66,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-17 17:07:43.000000,2022-06-15 13:25:44,5125,65.0,253,83.0,585.0,21.0,104.0,2536,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08.000,8.0.17,207.0,thinc,conda-forge/thinc,,,,22694.0,22075.0,https://pypi.org/project/thinc,2022-06-16 08:17:06.000,619.0,5542594.0,5575435.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2101829.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
67,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-18 17:29:08.000000,2022-06-17 18:25:22,2541,138.0,801,100.0,2007.0,360.0,703.0,1639,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-06-16 18:37:52.000,2.95.0,434.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1522.0,1471.0,https://pypi.org/project/sagemaker,2022-06-16 18:37:52.000,51.0,10248293.0,10257961.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-17 01:18:20.625,299728.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
68,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523,,6557,1294.0,163.0,642.0,210.0,28766,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,15140.0,13600.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1540.0,654840.0,656617.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,110190.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
69,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-06-19 14:57:07.000000,2022-06-18 11:01:44,31050,662.0,10666,932.0,20004.0,882.0,,19139,Apache Flink Python API.,1552.0,36,True,2022-04-26 08:03:16.000,1.15.0,31.0,apache-flink,,,,,15.0,,https://pypi.org/project/apache-flink,2022-04-26 08:03:16.000,15.0,25669.0,25669.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
70,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-06-17 14:37:54.000000,2022-06-17 08:19:34,1193,34.0,2072,334.0,1402.0,318.0,1717.0,12510,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",147.0,36,True,2022-04-21 08:29:28.000,0.24.3,71.0,horovod,,,,,637.0,607.0,https://pypi.org/project/horovod,2022-04-21 08:29:28.000,30.0,72234.0,72234.0,,,,,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,
71,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848,,4077,555.0,695.0,330.0,1253.0,12341,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,True,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,4788.0,4438.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,350.0,79309.0,79309.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
72,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-06-17 09:37:11.000000,2022-06-17 08:36:36,2722,170.0,1637,276.0,3145.0,300.0,1342.0,11607,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",171.0,36,True,2022-04-18 13:06:42.000,2.7,49.0,nni,,,,,267.0,237.0,https://pypi.org/project/nni,2022-04-18 13:14:25.000,30.0,10055.0,10055.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
73,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-06-19 10:08:03.000000,2022-06-17 10:51:44,2304,133.0,2256,176.0,2626.0,238.0,1355.0,9815,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",213.0,36,True,2022-05-30 15:06:10.000,0.8.2,439.0,dgl,,,,,58.0,13.0,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,45.0,26024.0,26024.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
74,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-06-04 16:37:32.000000,2022-06-01 11:58:49,1079,6.0,1238,243.0,613.0,286.0,890.0,9326,Video editing with Python.,149.0,36,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,17145.0,16395.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,750.0,851222.0,853131.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,112651.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
75,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2022-06-17 11:41:17.000000,2022-06-09 22:14:05,4499,55.0,3568,375.0,562.0,464.0,1154.0,9192,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",179.0,36,False,2022-04-09 06:23:40.000,2.5.3,45.0,glfw,conda-forge/glfw,,,,150.0,1.0,https://pypi.org/project/glfw,2022-04-09 06:23:40.000,149.0,78700.0,112185.0,https://anaconda.org/conda-forge/glfw,2022-04-05 23:26:20.177,58840.0,,,,,1.0,2785278.0,,,,,,,,,,,,,,,,,,
