,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
39,TF Addons,tensorflow/addons,,tensorflow-utils,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000000,2021-11-16 10:44:45.000000,2021-11-16 10:44:45.000000,480,218.0,689.0,1413.0,1417.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,181.0,34,True,2021-11-10 21:09:55.000000,0.15.0,28.0,tensorflow-addons,,,,['tensorflow'],4654.0,4636.0,https://pypi.org/project/tensorflow-addons,2021-11-10 21:40:18.000000,18.0,8885576.0,8885576.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
40,Airflow,apache/airflow,,data-pipelines,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000000,2021-11-17 18:58:49.000000,2021-11-17 18:49:46.000000,9588,939.0,3637.0,24081.0,,"Platform to programmatically author, schedule, and monitor workflows.",2147.0,33,True,2021-11-15 18:37:15.000000,2.2.2,97.0,apache-airflow,conda-forge/airflow,apache/airflow,,,294.0,,https://pypi.org/project/apache-airflow,2021-11-15 16:45:23.000000,294.0,3025318.0,3681833.0,https://anaconda.org/conda-forge/airflow,2021-11-15 23:14:59.448000,470761.0,https://hub.docker.com/r/apache/airflow,2021-11-16 16:55:54.259054,299.0,50958620.0,1.0,206537.0,,stable/airflow,,,,,,,,,,,,,,,,,,,
41,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-11-07 21:14:07.000000,2021-11-07 21:14:06.000000,7126,96.0,1433.0,21637.0,1850.0,The fastai deep learning library.,605.0,33,True,2021-10-23 07:16:08.000000,2.5.3,126.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-10-23 07:16:08.000000,368.0,486412.0,486412.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
42,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2021-11-17 18:16:47.000000,2021-11-17 13:19:39.000000,6875,1944.0,7688.0,19746.0,11729.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",969.0,33,True,2021-03-21 14:56:00.000000,1.8.0,980.0,mxnet,mxnet,,,['mxnet'],444.0,,https://pypi.org/project/mxnet,2021-03-31 20:05:38.000000,444.0,675084.0,675594.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,6742.0,,,,,2.0,24256.0,,,,,,,,0.0,,,,,,,,,,,,,
43,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-11-17 18:18:29.000000,2021-11-17 18:00:17.000000,3804,704.0,6076.0,15727.0,,"Interactive Data Visualization in the browser, from Python.",581.0,33,True,2021-10-13 17:43:33.000000,2.4.1,112.0,bokeh,conda-forge/bokeh,,,,46821.0,40949.0,https://pypi.org/project/bokeh,2021-10-28 21:10:44.000000,5872.0,2030621.0,2140089.0,https://anaconda.org/conda-forge/bokeh,2021-11-12 14:48:19.805000,6020750.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
44,dash,plotly/dash,,data-viz,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000000,2021-11-17 14:33:17.000000,2021-11-17 13:37:24.000000,1589,541.0,611.0,15411.0,5518.0,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",101.0,33,True,2021-09-04 01:00:46.000000,2.0.0,142.0,dash,conda-forge/dash,,,,1761.0,153.0,https://pypi.org/project/dash,2021-09-04 00:32:40.000000,1608.0,870970.0,878696.0,https://anaconda.org/conda-forge/dash,2021-09-21 14:47:05.413000,324525.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2021-11-17 13:14:39.000000,2021-11-17 13:14:39.000000,2987,36.0,1931.0,10703.0,7990.0,A toolkit for making real world machine learning and data analysis applications in C++.,170.0,33,False,2021-08-14 14:21:18.000000,19.22.1,29.0,dlib,conda-forge/dlib,,,,13502.0,12144.0,https://pypi.org/project/dlib,2021-08-14 14:21:18.000000,1358.0,120329.0,126639.0,https://anaconda.org/conda-forge/dlib,2021-04-03 09:47:47.788000,371331.0,,,,,2.0,24781.0,,,,,,,,,,,,,,,,,,,,,
46,mlflow,mlflow/mlflow,,ml-experiments,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000000,2021-11-17 15:06:30.000000,2021-11-17 07:05:36.000000,2359,932.0,1159.0,10648.0,2352.0,Open source platform for the machine learning lifecycle.,332.0,33,True,2021-10-25 21:20:30.000000,1.21.0,51.0,mlflow,conda-forge/mlflow,,,,154.0,,https://pypi.org/project/mlflow,2021-10-25 20:48:18.000000,154.0,15914902.0,15929095.0,https://anaconda.org/conda-forge/mlflow,2021-11-12 08:17:15.693000,439996.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
47,torchvision,pytorch/vision,,image,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000000,2021-11-17 16:51:29.000000,2021-11-17 15:56:12.000000,5283,568.0,1513.0,10248.0,,"Datasets, Transforms and Models specific to Computer Vision.",442.0,33,True,2021-10-21 16:58:04.000000,0.11.1,27.0,torchvision,conda-forge/torchvision,,,['pytorch'],4612.0,,https://pypi.org/project/torchvision,2021-10-21 16:53:30.000000,4612.0,3406303.0,3409398.0,https://anaconda.org/conda-forge/torchvision,2021-09-27 23:35:13.750000,145470.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
48,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-11-16 15:24:10.000000,2021-10-27 11:52:17.000000,1254,169.0,765.0,7989.0,1612.0,Simple job queues for Python.,247.0,33,True,2021-09-09 11:33:34.000000,1.10,67.0,rq,conda-forge/rq,,,,12415.0,9091.0,https://pypi.org/project/rq,2021-09-09 11:32:32.000000,3324.0,517526.0,518524.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099000,63879.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
49,Altair,altair-viz/altair,,data-viz,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000000,2021-11-17 10:31:21.000000,2021-11-12 18:42:43.000000,630,240.0,1341.0,7054.0,3095.0,Declarative statistical visualization library for Python.,133.0,33,True,2020-04-01 13:29:16.000000,4.1.0,26.0,altair,conda-forge/altair,,,,18511.0,18141.0,https://pypi.org/project/altair,2020-04-01 13:23:10.000000,370.0,3426290.0,3442310.0,https://anaconda.org/conda-forge/altair,2020-04-01 16:49:36.519000,1025343.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
50,StatsModels,statsmodels/statsmodels,,ml-frameworks,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000000,2021-11-17 18:01:35.000000,2021-11-15 14:50:38.000000,2358,2216.0,2429.0,6839.0,,Statsmodels: statistical modeling and econometrics in Python.,344.0,33,True,2021-11-12 23:27:25.000000,0.13.1,28.0,statsmodels,conda-forge/statsmodels,,,,59701.0,53045.0,https://pypi.org/project/statsmodels,2021-11-12 23:27:25.000000,6656.0,6995013.0,7076286.0,https://anaconda.org/conda-forge/statsmodels,2021-11-13 01:23:06.115000,5282804.0,,,,,2.0,26.0,,,,,,,,,,,,,,,,,,,,,
51,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2021-11-17 14:17:39.000000,2021-11-17 08:46:40.000000,598,142.0,857.0,5516.0,10901.0,A hyperparameter optimization framework.,164.0,33,True,2021-10-04 06:37:16.000000,2.10.0,41.0,optuna,conda-forge/optuna,,,,2244.0,2192.0,https://pypi.org/project/optuna,2021-10-04 06:37:16.000000,52.0,964263.0,966183.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864000,46098.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
52,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-11-17 17:31:46.000000,2021-11-17 17:27:35.000000,3253,191.0,,5085.0,33616.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1170.0,33,True,2021-11-11 20:03:02.000000,2.34.0,45.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-11-11 18:47:17.000000,186.0,2958001.0,2958001.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
53,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2021-11-16 19:52:29.000000,2021-11-11 23:49:12.000000,641,397.0,825.0,2872.0,1496.0,Python tools for geographic data.,154.0,33,True,2021-10-16 06:59:55.000000,0.10.2,40.0,geopandas,conda-forge/geopandas,,,['pandas'],12050.0,10884.0,https://pypi.org/project/geopandas,2021-10-16 06:59:50.000000,1166.0,1706324.0,1724304.0,https://anaconda.org/conda-forge/geopandas,2021-10-16 09:37:12.331000,1221393.0,,,,,1.0,1259.0,,,,,,,,,,,,,,,,,,,,,
54,imageio,imageio/imageio,,image,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000000,2021-11-17 14:53:22.000000,2021-11-17 14:53:22.000000,191,72.0,321.0,952.0,1292.0,Python library for reading and writing image data.,83.0,33,True,2021-11-17 08:41:30.000000,2.10.5,36.0,imageio,conda-forge/imageio,,,,55028.0,51190.0,https://pypi.org/project/imageio,2021-11-17 08:41:26.000000,3838.0,12499750.0,12540508.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:25.518000,2364021.0,,,,,1.0,13.0,,,,,,,,,,,,,,,,,,,,,
55,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-11-17 18:39:43.000000,2021-11-17 18:27:00.000000,3033,2057.0,6612.0,18172.0,10437.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",593.0,32,True,2021-11-02 18:33:14.000000,ray-1.8.0,57.0,ray,,,,,160.0,,https://pypi.org/project/ray,2021-11-02 18:23:04.000000,160.0,716619.0,716619.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
56,PaddlePaddle,PaddlePaddle/Paddle,,ml-frameworks,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000000,2021-11-17 17:53:16.000000,2021-11-17 15:26:29.000000,4117,2903.0,11624.0,16957.0,15069.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,661.0,32,True,2021-11-10 09:45:49.000000,2.2.0,50.0,paddlepaddle,,,,['paddle'],93.0,77.0,https://pypi.org/project/paddlepaddle,2021-11-03 06:51:33.000000,16.0,71296.0,71538.0,,,,,,,,2.0,15306.0,,,,,,,,,,,,,,,,,,,,,
57,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2021-10-27 15:54:07.000000,2020-06-01 14:58:26.000000,2137,252.0,219.0,11990.0,2913.0,Image augmentation for machine learning experiments.,36.0,32,False,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,8686.0,8130.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,556.0,261589.0,263567.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,57376.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
58,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2021-11-05 20:07:42.000000,2021-11-05 20:07:41.000000,2929,563.0,668.0,11763.0,4360.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,235.0,32,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1228.0,1064.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,164.0,352794.0,352794.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
59,pyecharts,pyecharts/pyecharts,,data-viz,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2021-11-16 07:17:28.000000,2021-11-16 06:25:52.000000,2559,24.0,1478.0,11664.0,1522.0,Python Echarts Plotting Library.,30.0,32,True,2021-11-16 06:27:35.000000,1.9.1,67.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2189.0,1907.0,https://pypi.org/project/pyecharts,2021-11-16 06:27:35.000000,282.0,74806.0,74806.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
60,flair,flairNLP/flair,,nlp,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000000,2021-11-17 16:40:21.000000,2021-11-16 10:42:08.000000,1703,86.0,1606.0,10965.0,3902.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,213.0,32,True,2021-08-29 23:23:01.000000,0.9,22.0,flair,,,,['pytorch'],1065.0,1017.0,https://pypi.org/project/flair,2021-08-29 22:33:59.000000,48.0,74020.0,74020.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
61,AllenNLP,allenai/allennlp,,nlp,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000000,2021-11-17 13:05:26.000000,2021-11-15 18:38:08.000000,2139,100.0,2359.0,10622.0,2357.0,"An open-source NLP research library, built on PyTorch.",253.0,32,True,2021-11-01 21:44:06.000000,2.8.0,236.0,allennlp,,,,['pytorch'],2302.0,2068.0,https://pypi.org/project/allennlp,2021-11-01 21:44:06.000000,234.0,47753.0,47753.0,,,,,,,,1.0,43.0,,,,,,,,,,,,,,,,,,,,,
62,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2021-11-17 05:05:20.000000,2021-11-06 05:17:40.000000,1165,239.0,318.0,9151.0,683.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,96.0,32,True,2021-10-04 09:30:33.000000,1.1.0,49.0,albumentations,conda-forge/albumentations,,,['pytorch'],5804.0,5676.0,https://pypi.org/project/albumentations,2021-10-04 09:30:33.000000,128.0,214030.0,214989.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638000,27824.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
63,MoviePy,Zulko/moviepy,,image,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000000,2021-11-14 16:13:10.000000,2021-11-12 17:14:13.000000,1163,340.0,762.0,8720.0,1072.0,Video editing with Python.,144.0,32,True,2020-05-07 16:29:35.000000,1.0.3,84.0,moviepy,conda-forge/moviepy,,,,12819.0,11689.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000000,1130.0,1586474.0,1588340.0,https://anaconda.org/conda-forge/moviepy,2020-02-23 19:57:49.975000,97045.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
64,TextBlob,sloria/TextBlob,,nlp,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000000,2021-10-22 03:18:24.000000,2021-10-22 03:17:05.000000,1042,97.0,154.0,7944.0,535.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,32,True,2021-10-22 03:18:24.000000,0.17.1,57.0,textblob,conda-forge/textblob,,,,18148.0,15656.0,https://pypi.org/project/textblob,2021-10-22 03:18:24.000000,2492.0,779397.0,781654.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233000,142227.0,,,,,1.0,97.0,,,,,,,,,,,,,,,,,,,,,
65,Hyperopt,hyperopt/hyperopt,,hyperopt,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000000,2021-11-17 10:05:44.000000,2021-11-17 10:02:00.000000,924,353.0,230.0,5952.0,1191.0,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,32,True,2021-11-17 10:05:44.000000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,5672.0,5168.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000000,504.0,1433240.0,1440826.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292000,288283.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
66,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,,sklearn-utils,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000000,2021-10-29 18:12:42.000000,2021-10-21 20:41:12.000000,1131,56.0,436.0,5570.0,745.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,58.0,32,True,2021-09-29 13:11:34.000000,0.8.1,28.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],8290.0,8010.0,https://pypi.org/project/imbalanced-learn,2021-09-29 12:58:22.000000,280.0,2187863.0,2191302.0,https://anaconda.org/conda-forge/imbalanced-learn,2021-09-29 14:10:14.261000,168551.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
67,CuPy,cupy/cupy,,gpu-utilities,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000000,2021-11-17 13:55:11.000000,2021-11-17 13:54:37.000000,514,362.0,1231.0,5544.0,23845.0,NumPy & SciPy for GPU.,281.0,32,True,2021-11-11 07:02:21.000000,9.6.0,104.0,cupy,conda-forge/cupy,cupy/cupy,,,1060.0,868.0,https://pypi.org/project/cupy,2021-11-10 08:22:49.000000,192.0,102699.0,144961.0,https://anaconda.org/conda-forge/cupy,2021-11-12 15:11:06.183000,1023653.0,https://hub.docker.com/r/cupy/cupy,2021-11-11 07:05:26.114315,7.0,52933.0,1.0,22583.0,,,,,,,,,,,,,,,,,,,,,
68,UMAP,lmcinnes/umap,,data-viz,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2021-11-16 01:06:48.000000,2021-11-16 01:06:48.000000,579,303.0,283.0,5193.0,1501.0,Uniform Manifold Approximation and Projection.,93.0,32,True,2021-10-29 16:33:56.000000,0.5.2,36.0,umap-learn,,,,,4263.0,4037.0,https://pypi.org/project/umap-learn,2021-10-29 16:33:56.000000,226.0,1615433.0,1615433.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
69,MLxtend,rasbt/mlxtend,,sklearn-utils,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000000,2021-11-01 16:34:42.000000,2021-09-02 23:52:39.000000,729,99.0,295.0,3690.0,1232.0,A library of extension and helper modules for Python's data analysis and machine learning libraries.,85.0,32,True,2021-09-03 00:02:55.000000,0.19.0,47.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],4751.0,4561.0,https://pypi.org/project/mlxtend,2021-09-03 00:02:55.000000,190.0,1393200.0,1396821.0,https://anaconda.org/conda-forge/mlxtend,2021-09-03 13:27:33.719000,188292.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
70,geopy,geopy/geopy,,geospatial-data,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2021-11-08 14:42:04.000000,2021-09-26 10:28:21.000000,555,24.0,227.0,3483.0,1072.0,Geocoding library for Python.,123.0,32,True,2021-07-11 12:18:10.000000,2.2.0,58.0,geopy,conda-forge/geopy,,,,36388.0,29144.0,https://pypi.org/project/geopy,2021-07-11 12:15:26.000000,7244.0,2942101.0,2951239.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605000,621449.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
71,opencv-python,opencv/opencv-python,,image,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000000,2021-11-17 08:22:26.000000,2021-11-17 08:22:26.000000,468,37.0,451.0,2354.0,809.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",35.0,32,True,2021-11-15 11:00:25.551000,3.1.0,57.0,opencv-python,,,,,12560.0,,https://pypi.org/project/opencv-python,2021-11-15 11:00:25.551000,12560.0,5344606.0,5344606.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
72,SageMaker SDK,aws/sagemaker-python-sdk,,ml-experiments,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000000,2021-11-16 19:37:11.000000,2021-11-12 23:16:20.000000,702,303.0,636.0,1508.0,2265.0,A library for training and deploying machine learning models on Amazon SageMaker.,233.0,32,True,2021-11-12 23:16:29.000000,2.69.0,392.0,sagemaker,,,,"['mxnet', 'tensorflow']",958.0,930.0,https://pypi.org/project/sagemaker,2021-11-12 23:16:29.000000,28.0,1796585.0,1796585.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
73,dask.distributed,dask/distributed,,distributed-ml,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000000,2021-11-17 18:34:57.000000,2021-11-16 20:14:48.000000,571,878.0,1630.0,1267.0,,A distributed task scheduler for Dask.,253.0,32,True,2021-11-05 22:04:14.000000,2021.11.0,162.0,distributed,conda-forge/distributed,,,,22700.0,20922.0,https://pypi.org/project/distributed,2021-11-08 17:52:26.000000,1778.0,8848353.0,8935357.0,https://anaconda.org/conda-forge/distributed,2021-11-09 03:19:17.814000,5742313.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
74,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2021-11-14 01:29:07.000000,2021-11-14 01:25:25.000000,166,10.0,444.0,678.0,1272.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,44.0,32,True,2021-09-18 01:14:55.000000,3.2.1,38.0,pyproj,conda-forge/pyproj,,,,14346.0,11884.0,https://pypi.org/project/pyproj,2021-09-18 01:14:55.000000,2462.0,3580621.0,3618396.0,https://anaconda.org/conda-forge/pyproj,2021-11-10 13:19:54.552000,2682092.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
