,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-03-24 00:14:42.000000,2024-03-21 20:13:53,2188.0,65.0,4533.0,306.0,453.0,73.0,779.0,29387.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",133.0,41,True,2024-02-19 19:35:21.000,0.9.16,56.0,timm,conda-forge/timm,,,['pytorch'],25770.0,25349.0,https://pypi.org/project/timm,2024-02-19 19:33:42.000,421.0,4686330.0,4798450.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,128305.0,,,,,1.0,6333881.0,,,huggingface/pytorch-image-models,,,,,,,,,,,,,,,
40,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-03-28 14:56:31.000000,2024-03-28 09:37:10,19426.0,685.0,2699.0,280.0,19514.0,612.0,9819.0,26337.0,"A cloud-native vector database, storage for next generation AI applications.",268.0,41,True,2024-03-20 11:14:39.000,2.4.0-rc.1,100.0,pymilvus,,milvusdb/milvus,,,89.0,,https://pypi.org/project/pymilvus,2024-03-20 10:41:55.000,89.0,632096.0,860562.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-03-28 11:36:17.127724,43.0,12045844.0,1.0,80932.0,,,,,,,,,,,,,,,,,,
41,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-03-28 08:07:07.000000,2024-03-21 13:07:45,7353.0,262.0,1974.0,418.0,1047.0,829.0,886.0,20354.0,Data Apps & Dashboards for Python. No JavaScript Required.,148.0,41,True,2024-03-06 20:00:34.000,2.16.1,177.0,dash,conda-forge/dash,,,,61806.0,60308.0,https://pypi.org/project/dash,2024-03-06 19:54:50.000,1498.0,2896193.0,2923329.0,https://anaconda.org/conda-forge/dash,2024-03-10 12:59:07.948,1221115.0,,,,,1.0,70.0,,,,,,,,,,,,,,,,,,
42,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-03-28 01:45:13.000000,2024-03-28 01:45:12,9246.0,111.0,1130.0,136.0,5423.0,234.0,4370.0,13033.0,ML Experiments and Data Management with Git.,292.0,41,True,2024-03-26 08:40:01.000,3.49.0,521.0,dvc,conda-forge/dvc,,,,13972.0,13875.0,https://pypi.org/project/dvc,2024-03-26 08:40:01.000,97.0,541899.0,584950.0,https://anaconda.org/conda-forge/dvc,2024-03-26 09:56:58.374,1776151.0,,,,,1.0,42980.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
43,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-03-25 08:13:19.000000,2024-01-29 09:04:39,14509.0,1.0,2832.0,468.0,1455.0,266.0,1513.0,12938.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,41,True,2023-07-20 15:52:53.307,0.9.9,59.0,nltk,conda-forge/nltk,,,,273934.0,260920.0,https://pypi.org/project/nltk,2023-07-20 15:52:53.307,13014.0,18109825.0,18136724.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2447842.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
44,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-03-06 18:45:12.000000,2024-02-25 13:25:28,1189.0,54.0,2142.0,236.0,540.0,185.0,1128.0,11615.0,Download market data from Yahoo! Finances API.,108.0,41,True,2024-02-25 13:35:19.000,0.2.37,109.0,yfinance,ranaroussi/yfinance,,,,35651.0,35314.0,https://pypi.org/project/yfinance,2024-02-25 13:35:19.000,337.0,1795611.0,1798361.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,88000.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
45,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-03-26 22:45:34.000000,2024-03-26 22:45:33,3646.0,31.0,778.0,140.0,1348.0,175.0,1762.0,8853.0,Declarative statistical visualization library for Python.,163.0,41,True,2024-03-23 15:30:00.000,4.0.1,39.0,altair,conda-forge/altair,,,,117986.0,117308.0,https://pypi.org/project/altair,2023-11-28 05:41:35.000,678.0,22852799.0,22933245.0,https://anaconda.org/conda-forge/altair,2024-03-18 18:06:28.424,2172035.0,,,,,1.0,118.0,,,,,,,,,,,,,,,,,,
46,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-03-28 15:20:59.000000,2024-03-27 18:10:17,6252.0,223.0,597.0,57.0,4199.0,863.0,2178.0,8062.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,175.0,41,True,2024-03-25 19:03:45.000,0.16.5,270.0,wandb,conda-forge/wandb,,,,42128.0,41359.0,https://pypi.org/project/wandb,2024-03-25 19:01:38.000,769.0,13207498.0,13218151.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,468732.0,,,,,1.0,,,,wandb/wandb,,,,,,,,,,,,,,,
47,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-03-28 13:09:47.000000,2024-03-24 06:24:33,13884.0,93.0,2191.0,186.0,4374.0,760.0,2058.0,5838.0,Image processing in Python.,657.0,41,False,2024-03-22 22:52:50.000,0.23.0rc0,60.0,scikit-image,conda-forge/scikit-image,,,,185358.0,174734.0,https://pypi.org/project/scikit-image,2024-03-22 22:51:56.000,10624.0,14249043.0,14383301.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6041645.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
48,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-02-23 04:21:13.000000,2023-01-30 18:15:21,1757.0,,8542.0,1062.0,1450.0,87.0,1718.0,33753.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,54161.0,51446.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2715.0,684946.0,690660.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,268599.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
49,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-03-21 15:10:40.000000,2024-03-21 15:05:22,32610.0,18.0,4496.0,348.0,6350.0,115.0,6641.0,17802.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2024-03-04 17:27:13.000,3.6.19,372.0,rasa,,,,['tensorflow'],4106.0,4039.0,https://pypi.org/project/rasa,2024-03-04 17:26:58.000,67.0,140930.0,140930.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
50,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-03-26 11:59:18.003000,2024-03-26 07:38:41,1356.0,65.0,2299.0,131.0,370.0,1034.0,914.0,13486.0,Multilingual Sentence & Image Embeddings with BERT.,147.0,40,True,2024-03-26 09:01:26.000,2.6.1,50.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],28783.0,28008.0,https://pypi.org/project/sentence-transformers,2024-03-26 08:53:20.000,775.0,3816301.0,3821339.0,https://anaconda.org/conda-forge/sentence-transformers,2024-03-26 11:59:18.003,211604.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
51,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-03-26 23:15:43.000000,2024-03-26 23:15:42,8247.0,13.0,3268.0,476.0,696.0,47.0,2128.0,12933.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,40,False,2024-03-10 17:01:06.000,19.24.3,36.0,dlib,conda-forge/dlib,,,,26650.0,25847.0,https://pypi.org/project/dlib,2023-06-03 20:05:00.841,803.0,414808.0,429828.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,665070.0,,,,,2.0,25406.0,,,,,,,,,,,,,,,,,,
52,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-03-28 10:35:41.000000,2024-03-27 21:30:46,9805.0,91.0,1905.0,226.0,3878.0,253.0,2997.0,8103.0,Bayesian Modeling and Probabilistic Programming in Python.,484.0,40,True,2024-03-15 12:40:06.000,5.11.0,79.0,pymc3,conda-forge/pymc3,,,,3210.0,2960.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,871223.0,877442.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,552025.0,,,,,1.0,1936.0,,,,,,,,,,,,,,,,,,
53,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-03-28 16:29:10.000000,2024-03-28 16:14:50,9177.0,4141.0,762.0,46.0,833.0,456.0,1427.0,6999.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",158.0,40,True,2024-03-28 16:29:10.000,pr-litellm-spend-logs-db,720.0,litellm,,,,others,1310.0,1229.0,https://pypi.org/project/litellm,2024-03-28 14:27:47.000,81.0,456729.0,456802.0,,,,,,,,1.0,73.0,,,,,,,,,,,,,,,,,,
54,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-03-28 16:40:23.000000,2024-03-28 14:32:44,1355.0,140.0,762.0,100.0,1295.0,128.0,1178.0,6798.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",235.0,40,True,2024-03-12 16:58:44.000,0.28.0,44.0,accelerate,conda-forge/accelerate,,,['pytorch'],30886.0,30248.0,https://pypi.org/project/accelerate,2024-03-12 15:54:38.000,638.0,7594781.0,7598613.0,https://anaconda.org/conda-forge/accelerate,2024-03-13 13:00:50.817,111143.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
55,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-03-28 14:25:49.000000,2024-03-27 08:00:40,1900.0,60.0,884.0,107.0,1572.0,454.0,1203.0,4122.0,Python tools for geographic data.,221.0,40,True,2024-01-31 19:22:01.000,0.14.3,52.0,geopandas,conda-forge/geopandas,,,['pandas'],34858.0,32897.0,https://pypi.org/project/geopandas,2024-01-31 19:21:57.000,1961.0,6140046.0,6217052.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3464118.0,,,,,1.0,2469.0,,,,,,,,,,,,,,,,,,
56,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-03-28 09:09:46.952000,2024-03-27 22:23:57,3590.0,137.0,1076.0,133.0,2923.0,269.0,1173.0,2030.0,A library for training and deploying machine learning models on Amazon SageMaker.,433.0,40,True,2024-03-27 22:24:02.000,2.214.1,575.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3845.0,3748.0,https://pypi.org/project/sagemaker,2024-03-27 22:24:02.000,97.0,28708809.0,28725536.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-03-28 09:09:46.952,719298.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
57,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-03-28 13:44:07.000000,2024-03-28 13:44:06,5737.0,92.0,701.0,55.0,4972.0,1505.0,2321.0,1533.0,A distributed task scheduler for Dask.,323.0,40,True,2024-03-15 09:21:52.000,2024.3.1,224.0,distributed,conda-forge/distributed,,,,34779.0,33439.0,https://pypi.org/project/distributed,2024-03-15 09:21:52.000,1340.0,3634520.0,3921625.0,https://anaconda.org/conda-forge/distributed,2024-03-15 16:34:44.800,13206843.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
58,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-03-28 14:46:33.000000,2024-03-28 10:38:02,1043.0,103.0,3302.0,475.0,893.0,428.0,1905.0,27632.0,A library for efficient similarity search and clustering of dense vectors.,163.0,39,True,2024-03-20 10:41:55.000,2.4.0,93.0,pymilvus,conda-forge/faiss,,,,3608.0,3519.0,https://pypi.org/project/pymilvus,2024-03-20 10:41:55.000,89.0,632096.0,655101.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1058248.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
59,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-03-28 12:33:28.000000,2024-02-05 13:23:18,2706.0,10.0,9147.0,372.0,3129.0,1484.0,6651.0,27469.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,39,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],2352.0,2313.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,39.0,215241.0,215241.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
60,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-03-07 16:39:48.000000,2024-03-04 02:10:25,2754.0,13.0,7311.0,612.0,2219.0,191.0,1586.0,25492.0,The fastai deep learning library.,247.0,39,True,2024-02-01 00:26:04.000,2.7.14,51.0,fastai,,,,['pytorch'],16655.0,16655.0,https://pypi.org/project/fastai,,,385356.0,385356.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
61,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-03-20 23:04:00.000000,2024-03-20 23:03:58,8530.0,21.0,2171.0,206.0,4167.0,24.0,1920.0,19828.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2024-03-20 09:39:13.000,3.24.1,2459.0,jina,conda-forge/jina-core,jinaai/jina,,,1721.0,1704.0,https://pypi.org/project/jina,2024-03-20 09:35:56.000,17.0,31609.0,60255.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60291.0,https://hub.docker.com/r/jinaai/jina,2024-03-20 09:52:49.929023,8.0,1305229.0,2.0,,,,,,,,,,,,,,,,,,,
62,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-03-01 12:26:36.000000,2024-02-08 02:27:50,4512.0,3.0,4375.0,434.0,1687.0,380.0,1449.0,15128.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,60476.0,57288.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,3188.0,5112260.0,5146113.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1217116.0,,,,,1.0,4556.0,,,piskvorky/gensim,,,,,,,,,,,,,,,
63,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-03-26 17:09:10.000000,2024-03-25 18:19:56,5903.0,117.0,2066.0,203.0,1183.0,73.0,2182.0,13506.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,258.0,39,True,2023-12-18 09:34:55.000,0.13.1,32.0,flair,conda-forge/python-flair,,,['pytorch'],3201.0,3102.0,https://pypi.org/project/flair,2023-12-18 09:34:55.000,99.0,151230.0,151750.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22895.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
64,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-03-28 05:45:56.000000,2024-03-28 05:38:14,4024.0,225.0,2943.0,170.0,4609.0,479.0,2248.0,12913.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",287.0,39,True,2024-03-06 03:29:59.000,2.1.0,451.0,dgl,,,,,307.0,218.0,https://pypi.org/project/dgl,2024-03-05 07:16:21.000,89.0,87629.0,87629.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
65,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-03-28 11:36:53.000000,2024-03-28 02:57:30,17427.0,552.0,945.0,120.0,3470.0,100.0,1511.0,9476.0,A hyperparameter optimization framework.,262.0,39,False,2024-03-18 06:02:12.000,3.6.0,63.0,optuna,conda-forge/optuna,,,,13799.0,13280.0,https://pypi.org/project/optuna,2024-03-18 06:02:12.000,519.0,2469799.0,2486194.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,737791.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
66,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-03-28 13:45:17.000000,2024-03-28 13:45:13,47649.0,526.0,1128.0,192.0,380.0,489.0,1735.0,7694.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1221.0,39,True,2024-02-23 14:10:41.000,1.2.3,85.0,catboost,conda-forge/catboost,,,,13.0,13.0,https://pypi.org/project/catboost,,,2129624.0,2169068.0,https://anaconda.org/conda-forge/catboost,2024-02-24 13:08:44.587,1458318.0,,,,,2.0,232998.0,,,,,,,,,,,,,,,,,,
67,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-03-28 15:25:09.000000,2024-03-27 21:35:38,4421.0,282.0,1265.0,101.0,3609.0,787.0,1431.0,7335.0,A unified framework for machine learning with time series.,345.0,39,True,2024-03-28 01:36:35.000,0.28.0,65.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2473.0,2403.0,https://pypi.org/project/sktime,2024-03-28 01:36:35.000,70.0,921206.0,950501.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-03-28 10:15:16.543,937437.0,,,,,1.0,84.0,,,sktime/sktime,,,,,,,,,,,,,,,
68,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-03-14 11:11:14.000000,2024-03-08 12:03:11,1797.0,28.0,2202.0,164.0,823.0,86.0,994.0,6631.0,Python Data. Leaflet.js Maps.,165.0,39,True,2024-02-29 08:58:17.000,0.16.0,31.0,folium,conda-forge/folium,,,,36356.0,35505.0,https://pypi.org/project/folium,2024-02-29 08:58:17.000,851.0,965168.0,1033498.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2596564.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
69,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-03-28 06:15:18.000000,2024-03-26 10:44:03,17896.0,103.0,1302.0,84.0,7766.0,512.0,4265.0,2516.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,367.0,39,True,2024-01-16 18:38:53.000,1.6.1,77.0,mne,conda-forge/mne,,,,3937.0,3636.0,https://pypi.org/project/mne,2024-01-16 18:38:53.000,301.0,106730.0,114360.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,351004.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
70,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-03-28 12:31:53.000000,2024-03-28 03:43:15,6136.0,13.0,7156.0,434.0,2853.0,1188.0,7574.0,37746.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",191.0,38,True,2024-03-28 03:46:32.000,2.7.3,41.0,paddleocr,,,,['paddle'],2426.0,2380.0,https://pypi.org/project/paddleocr,2024-03-25 09:31:54.000,46.0,217796.0,217796.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
71,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-03-28 14:07:13.000000,2024-03-28 14:06:13,35101.0,575.0,12856.0,949.0,24573.0,1139.0,,23039.0,Apache Flink Python API.,1840.0,38,True,2024-01-15 16:28:13.000,1.18.1,47.0,apache-flink,,,,,45.0,21.0,https://pypi.org/project/apache-flink,2024-03-15 08:32:38.000,24.0,110214.0,110214.0,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,
72,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6523.0,1072.0,11124.0,1805.0,7758.0,20715.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,False,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],7132.0,7132.0,https://pypi.org/project/mxnet,,,559041.0,559467.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10671.0,,,,,2.0,26710.0,,,apache/mxnet,,,,,,,,,,,,,,,
73,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,1.0,2511.0,543.0,4118.0,685.0,2087.0,9849.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17724.0,14885.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2839.0,304216.0,330257.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2395774.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
74,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-03-28 13:13:09.000000,2024-03-27 23:57:42,2708.0,85.0,924.0,128.0,1826.0,263.0,631.0,9247.0,Geometric Computer Vision Library for Spatial AI.,256.0,38,True,2024-03-14 09:18:15.000,0.7.2,39.0,kornia,conda-forge/kornia,,,['pytorch'],9150.0,9011.0,https://pypi.org/project/kornia,2024-03-14 09:18:15.000,139.0,2212674.0,2215686.0,https://anaconda.org/conda-forge/kornia,2024-02-20 17:25:27.727,116893.0,,,,,1.0,1012.0,,,,,,,,,,,,,,,,,,
