,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-02-28 18:07:07.000000,2024-02-28 12:10:44,2615.0,52.0,3127.0,245.0,812.0,1424.0,983.0,21238.0,A game theoretic approach to explain the output of any machine learning model.,234.0,41,True,2024-01-25 13:23:34.000,0.44.1,101.0,shap,conda-forge/shap,,,,16444.0,15976.0,https://pypi.org/project/shap,2024-01-25 13:23:34.000,468.0,7911529.0,7972862.0,https://anaconda.org/conda-forge/shap,2024-01-08 16:40:58.890,2330661.0,,,,,1.0,,,,shap/shap,,,,,,,,,,,,,,,
40,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-02-29 13:47:52.000000,2024-02-28 21:03:48,7291.0,208.0,2034.0,418.0,1029.0,818.0,863.0,20187.0,Data Apps & Dashboards for Python. No JavaScript Required.,147.0,41,True,2024-01-31 18:19:00.000,2.15.0,175.0,dash,conda-forge/dash,,,,60365.0,58882.0,https://pypi.org/project/dash,2024-01-31 18:15:05.000,1483.0,2738323.0,2765634.0,https://anaconda.org/conda-forge/dash,2024-02-01 06:48:09.240,1201664.0,,,,,1.0,70.0,,,,,,,,,,,,,,,,,,
41,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-02-28 18:17:22.000000,2024-02-28 13:43:29,9201.0,120.0,1128.0,135.0,5393.0,517.0,4075.0,12929.0,ML Experiments Management with Git.,290.0,41,True,2024-02-27 14:28:34.000,3.48.0,516.0,dvc,conda-forge/dvc,,,,13221.0,13126.0,https://pypi.org/project/dvc,2024-02-27 14:28:34.000,95.0,698838.0,743006.0,https://anaconda.org/conda-forge/dvc,2024-02-27 19:14:40.656,1769562.0,,,,,1.0,43470.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
42,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-02-27 13:10:24.000000,2024-02-27 13:10:23,3624.0,18.0,717.0,141.0,1324.0,163.0,1748.0,8796.0,Declarative statistical visualization library for Python.,161.0,41,True,2023-11-28 06:23:39.000,5.2.0,27.0,altair,conda-forge/altair,,,,110123.0,110123.0,https://pypi.org/project/altair,,,21530582.0,21613196.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2147952.0,,,,,1.0,106.0,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-02-29 11:55:10.000000,2024-02-29 11:55:05,47511.0,546.0,1175.0,195.0,379.0,532.0,1697.0,7620.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1213.0,41,True,2024-02-23 14:10:41.000,1.2.3,110.0,catboost,conda-forge/catboost,,,,384.0,13.0,https://pypi.org/project/catboost,2024-02-23 10:17:27.000,371.0,1859370.0,1899471.0,https://anaconda.org/conda-forge/catboost,2024-02-24 13:08:44.587,1450387.0,,,,,2.0,224227.0,2.0,,,,,,,,,,,,,,,,,
44,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-02-23 04:21:13.000000,2023-01-30 18:15:21,1757.0,,8561.0,1063.0,1450.0,79.0,1717.0,33588.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,53250.0,50542.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,2708.0,1006227.0,1012006.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,265877.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
45,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-02-29 14:49:51.000000,2024-02-29 14:49:46,1339.0,103.0,2269.0,129.0,350.0,1010.0,908.0,13211.0,Multilingual Sentence & Image Embeddings with BERT.,143.0,40,True,2024-02-29 14:07:11.000,2.5.0,47.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],26356.0,25626.0,https://pypi.org/project/sentence-transformers,2024-02-29 14:05:54.000,730.0,3724967.0,3729928.0,https://anaconda.org/conda-forge/sentence-transformers,2024-02-23 14:51:38.253,203435.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
46,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-02-27 03:10:09.000000,2024-02-25 13:25:28,1189.0,95.0,2142.0,238.0,537.0,185.0,1066.0,11375.0,Download market data from Yahoo! Finances API.,108.0,40,True,2024-02-25 13:35:19.000,0.2.37,109.0,yfinance,ranaroussi/yfinance,,,,34316.0,33979.0,https://pypi.org/project/yfinance,2024-02-25 13:35:19.000,337.0,1679670.0,1682473.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,86915.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
47,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-02-29 09:06:03.000000,2024-02-29 09:06:02,9770.0,68.0,1929.0,227.0,3848.0,263.0,2986.0,8045.0,Bayesian Modeling and Probabilistic Programming in Python.,480.0,40,True,2024-02-14 10:23:42.000,5.10.4,78.0,pymc3,conda-forge/pymc3,,,,3060.0,2810.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,250.0,779035.0,785307.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,550515.0,,,,,1.0,1936.0,,,,,,,,,,,,,,,,,,
48,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-02-29 05:53:52.000000,2024-02-29 02:02:01,6156.0,187.0,575.0,57.0,4074.0,851.0,2147.0,7925.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,174.0,40,True,2024-02-06 18:50:34.000,0.16.3,100.0,wandb,conda-forge/wandb,,,,39316.0,39316.0,https://pypi.org/project/wandb,,,11679496.0,11690151.0,https://anaconda.org/conda-forge/wandb,2024-02-06 19:13:02.985,458168.0,,,,,1.0,,,,wandb/wandb,,,,,,,,,,,,,,,
49,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-02-29 14:33:59.000000,2024-02-29 14:32:59,1312.0,128.0,738.0,100.0,1253.0,132.0,1132.0,6607.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",220.0,40,True,2024-02-13 15:16:50.000,0.27.2,43.0,accelerate,conda-forge/accelerate,,,['pytorch'],27925.0,27332.0,https://pypi.org/project/accelerate,2024-02-13 15:16:50.000,593.0,7437672.0,7441419.0,https://anaconda.org/conda-forge/accelerate,2024-02-09 18:05:07.779,104928.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
50,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-02-29 13:53:12.000000,2024-02-29 13:53:11,1887.0,55.0,914.0,107.0,1550.0,440.0,1193.0,4078.0,Python tools for geographic data.,219.0,40,True,2024-01-31 19:22:01.000,0.14.3,52.0,geopandas,conda-forge/geopandas,,,['pandas'],33728.0,31807.0,https://pypi.org/project/geopandas,2024-01-31 19:21:57.000,1921.0,6046396.0,6124174.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3421094.0,,,,,1.0,2451.0,,,,,,,,,,,,,,,,,,
51,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-02-29 08:10:03.000000,2024-02-28 10:03:59,5708.0,96.0,698.0,55.0,4940.0,1484.0,2309.0,1523.0,A distributed task scheduler for Dask.,323.0,40,True,2024-02-23 18:13:48.000,2024.2.1,222.0,distributed,conda-forge/distributed,,,,34333.0,33001.0,https://pypi.org/project/distributed,2024-02-23 18:13:48.000,1332.0,4789351.0,5079611.0,https://anaconda.org/conda-forge/distributed,2024-02-26 17:07:39.761,13061720.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
52,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-02-29 11:57:28.000000,2024-02-05 13:23:18,2706.0,17.0,8230.0,372.0,3122.0,1268.0,6640.0,27140.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,39,True,2024-01-05 06:24:15.000,3.3.0,53.0,mmdet,,,,['pytorch'],2209.0,2209.0,https://pypi.org/project/mmdet,,,169794.0,169794.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-02-28 02:44:42.000000,2024-02-21 19:38:57,1022.0,102.0,3302.0,476.0,869.0,428.0,1885.0,27080.0,A library for efficient similarity search and clustering of dense vectors.,154.0,39,True,2024-01-24 02:49:14.000,2.3.6,91.0,pymilvus,conda-forge/faiss,,,,3543.0,3461.0,https://pypi.org/project/pymilvus,2024-01-24 02:49:14.000,82.0,655267.0,678228.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1033273.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
54,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-02-27 16:32:48.000000,2024-02-01 00:26:01,2738.0,8.0,7517.0,617.0,2218.0,202.0,1585.0,25273.0,The fastai deep learning library.,665.0,39,True,2024-02-01 00:30:31.000,2.7.14,148.0,fastai,,,,['pytorch'],16721.0,16375.0,https://pypi.org/project/fastai,2024-02-01 00:30:31.000,346.0,466860.0,466860.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
55,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-02-29 13:53:26.911516,2024-02-29 13:41:15,8519.0,17.0,2152.0,207.0,4161.0,13.0,1916.0,19725.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2024-02-27 09:39:51.000,3.23.4,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1610.0,1610.0,https://pypi.org/project/jina,,,136588.0,165837.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60118.0,https://hub.docker.com/r/jinaai/jina,2024-02-29 13:53:26.911516,8.0,1304467.0,2.0,,,,,,,,,,,,,,,,,,,
56,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-02-28 08:30:26.000000,2024-02-20 16:16:19,32599.0,7.0,4350.0,348.0,6342.0,2.0,6641.0,17663.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,39,True,2024-02-23 15:15:42.000,3.6.18,100.0,rasa,,,,['tensorflow'],3976.0,3976.0,https://pypi.org/project/rasa,,,145241.0,145241.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
57,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-02-08 03:02:42.101000,2024-02-08 02:27:50,4512.0,3.0,4163.0,434.0,1685.0,378.0,1445.0,15037.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,56176.0,56176.0,https://pypi.org/project/gensim,,,4076458.0,4110996.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1207222.0,,,,,1.0,4554.0,,,piskvorky/gensim,,,,,,,,,,,,,,,
58,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-02-28 20:23:46.000000,2024-02-12 08:30:01,5869.0,99.0,2067.0,203.0,1176.0,65.0,2177.0,13432.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,257.0,39,True,2023-12-18 09:34:55.000,0.13.1,32.0,flair,conda-forge/python-flair,,,['pytorch'],3138.0,3041.0,https://pypi.org/project/flair,2023-12-18 09:34:55.000,97.0,113181.0,113709.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22741.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-02-29 08:03:35.000000,2024-02-29 08:03:34,3984.0,328.0,2942.0,170.0,4564.0,470.0,2240.0,12801.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",286.0,39,True,2024-01-12 03:51:43.000,2.0.0,450.0,dgl,,,,,293.0,206.0,https://pypi.org/project/dgl,2024-01-12 03:38:25.000,87.0,71505.0,71505.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
60,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2024-02-29 14:50:24.000000,2024-02-29 14:50:23,1796.0,280.0,1120.0,176.0,2074.0,459.0,607.0,10112.0,Development repository for the Triton language and compiler.,215.0,39,True,2024-01-10 03:11:56.000,2.2.0,192.0,triton,,,,,119.0,21.0,https://pypi.org/project/triton,2024-01-10 03:11:56.000,98.0,9476502.0,9476502.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
61,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-02-29 11:56:53.000000,2024-02-29 07:09:21,17216.0,392.0,942.0,120.0,3423.0,95.0,1495.0,9320.0,A hyperparameter optimization framework.,260.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,13190.0,12685.0,https://pypi.org/project/optuna,2023-12-11 05:05:36.000,505.0,2258260.0,2273260.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,660010.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-02-29 14:35:27.000000,2024-02-29 14:09:44,4329.0,255.0,1207.0,101.0,3478.0,764.0,1394.0,7233.0,A unified framework for machine learning with time series.,324.0,39,True,2024-02-28 12:02:55.000,0.27.0,63.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2336.0,2274.0,https://pypi.org/project/sktime,2024-02-28 12:02:55.000,62.0,841418.0,871519.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-02-28 22:27:58.715,933104.0,,,,,1.0,84.0,,,sktime/sktime,,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-02-29 12:23:49.642000,2024-02-29 12:11:50,1789.0,27.0,2202.0,164.0,814.0,86.0,990.0,6604.0,Python Data. Leaflet.js Maps.,163.0,39,True,2024-02-29 08:58:17.000,0.16.0,31.0,folium,conda-forge/folium,,,,35360.0,34517.0,https://pypi.org/project/folium,2024-02-29 08:58:17.000,843.0,940892.0,1010080.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2559976.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
64,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-02-28 22:48:11.000000,2024-02-28 22:01:43,4217.0,198.0,587.0,84.0,2215.0,191.0,685.0,5254.0,Flax is a neural network library for JAX that is designed for flexibility.,217.0,39,True,2024-02-07 21:53:16.000,0.8.1,42.0,flax,conda-forge/flax,,,['jax'],6439.0,6218.0,https://pypi.org/project/flax,2024-02-07 21:53:16.000,221.0,3563409.0,3564568.0,https://anaconda.org/conda-forge/flax,2024-02-08 03:12:06.588,40546.0,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-02-29 14:31:55.000000,2024-02-28 20:37:38,3532.0,140.0,1042.0,133.0,2863.0,246.0,1159.0,2016.0,A library for training and deploying machine learning models on Amazon SageMaker.,425.0,39,True,2024-02-28 19:54:47.000,2.210.0,169.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3651.0,3651.0,https://pypi.org/project/sagemaker,,,25724879.0,25741903.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-02-28 22:16:12.036,715022.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
66,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-02-29 14:09:35.000000,2024-02-29 12:52:34,40005.0,983.0,26500.0,2034.0,45308.0,,,37930.0,Apache Spark Python API.,3017.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,28619358.0,28687619.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,3003511.0,,,,,2.0,,,stable/spark,,,,,,,,,,,,,,,,
67,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-02-29 13:53:47.000000,2024-02-29 10:15:00,19166.0,619.0,2699.0,305.0,19055.0,612.0,9570.0,25733.0,"A cloud-native vector database, storage for next generation AI applications.",265.0,38,True,2024-02-24 03:46:51.000,2.3.10,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,,,655267.0,874551.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-02-29 13:46:43.526000,40.0,11337848.0,1.0,75084.0,-3.0,,,,,,,,,,,,,,,,,
68,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-02-29 13:52:38.000000,2024-02-29 13:52:37,7403.0,232.0,3480.0,252.0,2853.0,934.0,2566.0,19670.0,Graph Neural Network Library for PyTorch.,484.0,38,True,2024-02-16 07:16:56.000,2.5.0,41.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],148.0,,https://pypi.org/project/torch-geometric,2024-02-16 07:13:42.000,148.0,225892.0,226754.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-02-22 16:44:15.527,37088.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
69,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-02-29 13:50:42.000000,2024-02-29 00:44:24,8239.0,7.0,3268.0,478.0,690.0,47.0,2127.0,12665.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,,26058.0,25255.0,https://pypi.org/project/dlib,2023-06-03 20:05:00.841,803.0,372535.0,387777.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,659933.0,,,,,2.0,25387.0,,,,,,,,,,,,,,,,,,
70,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,1.0,2511.0,543.0,4118.0,685.0,2087.0,9846.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17643.0,14804.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2839.0,320170.0,346467.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2393046.0,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,
71,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-02-29 13:59:12.000000,2024-02-29 01:37:31,2682.0,73.0,922.0,128.0,1795.0,264.0,628.0,9139.0,Geometric Computer Vision Library for Spatial AI.,251.0,38,True,2023-12-27 11:10:14.000,0.7.1,38.0,kornia,conda-forge/kornia,,,['pytorch'],8697.0,8561.0,https://pypi.org/project/kornia,2023-12-27 11:10:14.000,136.0,2156639.0,2159664.0,https://anaconda.org/conda-forge/kornia,2024-02-20 17:25:27.727,114395.0,,,,,1.0,960.0,,,,,,,,,,,,,,,,,,
72,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-02-26 13:02:10.000000,2024-02-26 13:01:58,939.0,49.0,1096.0,123.0,276.0,36.0,683.0,9108.0,Unsupervised text tokenizer for Neural Network-based text generation.,84.0,38,True,2024-02-19 17:03:42.000,0.2.0,35.0,sentencepiece,conda-forge/sentencepiece,,,,57473.0,56457.0,https://pypi.org/project/sentencepiece,2024-02-19 17:03:42.000,1016.0,13807075.0,13824404.0,https://anaconda.org/conda-forge/sentencepiece,2024-02-22 23:32:36.661,722661.0,,,,,1.0,34558.0,,,,,,,,,,,,,,,,,,
73,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-02-28 20:23:23.000000,2024-02-20 12:55:07,5164.0,105.0,1728.0,132.0,981.0,333.0,1918.0,8236.0,"An open-source, low-code machine learning library in Python.",132.0,38,True,2024-02-20 04:09:05.000,3.3.0,96.0,pycaret,conda-forge/pycaret,,,,5210.0,5192.0,https://pypi.org/project/pycaret,2024-02-20 04:08:49.000,18.0,285693.0,286725.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42722.0,,,,,2.0,679.0,,,,,,,,,,,,,,,,,,
74,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-02-28 17:40:28.000000,2024-02-13 03:05:43,1759.0,15.0,693.0,119.0,563.0,183.0,733.0,8178.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-02-12 02:35:06.000,0.15.2,84.0,tokenizers,conda-forge/tokenizers,,,,62622.0,62622.0,https://pypi.org/project/tokenizers,,,18724493.0,18758430.0,https://anaconda.org/conda-forge/tokenizers,2024-02-12 11:07:11.714,1459312.0,,,,,1.0,33.0,,,,,,,,,,,,,,,,,,
75,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-02-29 14:45:27.000000,2024-02-27 20:18:20,20847.0,584.0,1959.0,179.0,3230.0,222.0,2058.0,7655.0,End-to-End Speech Processing Toolkit.,414.0,38,True,2024-02-06 03:28:17.000,.202402,52.0,espnet,,,,,295.0,295.0,https://pypi.org/project/espnet,,,100001.0,100002.0,,,,,,,,1.0,79.0,,,,,,,,,,,,,,,,,,
