,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
38,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-05-12 17:44:05.000000,2021-05-11 09:37:44.000000,1534,84.0,2039.0,8679,3628.0,WebGL2 powered geospatial visualization layers.,164.0,34,True,2021-05-07 16:22:03.508000,8.4.16,467.0,pydeck,conda-forge/pydeck,,,['jupyter'],2127.0,1565.0,https://pypi.org/project/pydeck,2021-04-13 02:26:45.000000,2.0,249829.0,460839.0,https://anaconda.org/conda-forge/pydeck,2021-04-13 20:41:22.066000,29628.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-05-10 22:09:18.861000,560.0,209035.0,,,,,,,,,,,,,,,,
39,dask,dask/dask,,distributed-ml,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000000,2021-05-13 14:57:37.000000,2021-05-11 18:30:07.000000,1267,750.0,3004.0,8316,,Parallel computing with task scheduling.,444.0,34,True,2021-04-23 19:06:45.000000,2021.4.1,116.0,dask,conda-forge/dask,,,,31357.0,27441.0,https://pypi.org/project/dask,2021-04-23 19:06:45.000000,3916.0,4175664.0,4231919.0,https://anaconda.org/conda-forge/dask,2021-04-24 02:17:38.124000,3375317.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,,,,,,,,,
40,scikit-image,scikit-image/scikit-image,,image,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,BSD-2-Clause,2011-07-07 22:07:20.000000,2021-05-13 12:35:58.000000,2021-05-12 05:15:31.000000,1794,690.0,1526.0,4335,,Image processing in Python.,488.0,34,True,2021-01-19 08:17:34.000000,0.18.1,36.0,scikit-image,conda-forge/scikit-image,,,,83012.0,68238.0,https://pypi.org/project/scikit-image,2021-05-06 06:29:38.000000,14774.0,5010192.0,5051277.0,https://anaconda.org/conda-forge/scikit-image,2021-01-21 20:53:16.554000,2465133.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
41,Shapely,Toblerity/Shapely,,geospatial-data,https://github.com/Toblerity/Shapely,https://github.com/Toblerity/Shapely,BSD-3-Clause,2011-12-31 19:43:11.000000,2021-05-03 14:31:50.000000,2021-05-03 14:31:50.000000,397,125.0,613.0,2265,1514.0,Manipulation and analysis of geometric objects.,114.0,34,True,2020-12-15 18:27:01.000000,1.7.1,100.0,shapely,conda-forge/shapely,,,,24087.0,18629.0,https://pypi.org/project/shapely,2021-03-04 00:27:13.000000,5458.0,4101736.0,4136533.0,https://anaconda.org/conda-forge/shapely,2021-03-05 11:50:12.482000,2331423.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
42,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2021-05-13 12:31:53.000000,2021-05-13 09:40:51.000000,8772,499.0,,16194,26890.0,Apache Flink Python API.,1270.0,33,True,2021-04-29 13:21:18.000000,1.13.0,16.0,apache-flink,,,,,281.0,281.0,https://pypi.org/project/apache-flink,2021-04-29 13:21:18.000000,0.0,5336.0,5336.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
43,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-05-13 11:20:28.000000,2021-05-13 11:20:25.000000,3708,678.0,5890.0,15094,,"Interactive Data Visualization in the browser, from Python.",558.0,33,True,2021-05-10 16:59:13.000000,2.3.2,96.0,bokeh,conda-forge/bokeh,,,,39853.0,33981.0,https://pypi.org/project/bokeh,2021-05-10 16:59:13.000000,5872.0,1423870.0,1513770.0,https://anaconda.org/conda-forge/bokeh,2021-05-11 13:20:48.298000,4405127.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
44,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-05-13 14:01:49.000000,2021-05-13 10:18:03.000000,1589,273.0,3060.0,13428,4916.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",450.0,33,True,2021-05-11 09:40:35.000000,1.3.1,169.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],2928.0,2914.0,https://pypi.org/project/pytorch-lightning,2021-05-11 09:40:35.000000,14.0,420058.0,431733.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-05-11 13:14:00.715000,126756.0,,,,,2.0,3347.0,,,,,,,,,,,,,,,,,,,,,,
45,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2021-05-11 16:44:05.000000,2021-05-11 16:44:00.000000,2872,559.0,666.0,11251,4350.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,232.0,33,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1132.0,968.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,164.0,443608.0,443608.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
46,mlflow,mlflow/mlflow,,ml-experiments,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000000,2021-05-13 13:27:53.000000,2021-05-13 01:56:17.000000,2022,801.0,1075.0,9320,1996.0,Open source platform for the machine learning lifecycle.,288.0,33,True,2021-05-08 17:36:31.000000,1.17.0,45.0,mlflow,conda-forge/mlflow,,,,154.0,,https://pypi.org/project/mlflow,2021-05-08 17:03:08.000000,154.0,4716167.0,4728204.0,https://anaconda.org/conda-forge/mlflow,2021-05-10 09:07:52.517000,300932.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
47,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-05-13 08:35:31.000000,2021-05-07 04:11:11.000000,1227,152.0,701.0,7697,1565.0,Simple job queues for Python.,236.0,33,True,2020-11-29 09:48:18.000000,1.7.0,63.0,rq,conda-forge/rq,,,,11239.0,7915.0,https://pypi.org/project/rq,2020-11-29 09:47:08.000000,3324.0,488639.0,489525.0,https://anaconda.org/conda-forge/rq,2021-03-31 04:46:34.734000,51414.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
48,StatsModels,statsmodels/statsmodels,,ml-frameworks,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000000,2021-05-11 04:47:00.000000,2021-05-07 14:46:10.000000,2202,2088.0,2315.0,6303,,Statsmodels: statistical modeling and econometrics in Python.,314.0,33,True,2021-02-02 11:08:49.000000,0.12.2,25.0,statsmodels,conda-forge/statsmodels,,,,48800.0,42144.0,https://pypi.org/project/statsmodels,2021-02-02 11:08:49.000000,6656.0,4041010.0,4108246.0,https://anaconda.org/conda-forge/statsmodels,2021-02-15 17:38:00.380000,3966948.0,,,,,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,
49,geopy,geopy/geopy,,geospatial-data,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2021-05-09 12:07:12.000000,2021-04-17 15:44:06.000000,535,25.0,223.0,3311,1061.0,Geocoding library for Python.,122.0,33,True,2020-12-27 13:15:23.000000,2.1.0,57.0,geopy,conda-forge/geopy,,,,27837.0,20593.0,https://pypi.org/project/geopy,2020-12-27 13:12:21.000000,7244.0,4349247.0,4357997.0,https://anaconda.org/conda-forge/geopy,2020-12-27 14:22:55.127000,542535.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
50,TensorFlow Datasets,tensorflow/datasets,,data-loading,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2021-05-13 00:43:15.000000,2021-05-13 00:32:52.000000,1032,454.0,565.0,2817,3956.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",203.0,33,True,2021-05-07 13:09:09.000000,4.3.0,22.0,tensorflow-datasets,,,,['tensorflow'],4712.0,4610.0,https://pypi.org/project/tensorflow-datasets,2021-05-07 11:42:04.000000,102.0,1730154.0,1730154.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
51,xarray,pydata/xarray,,data-containers,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2021-05-13 13:33:32.000000,2021-05-11 08:21:25.000000,663,805.0,2030.0,2042,3665.0,N-D labeled arrays and datasets in Python.,315.0,33,True,2021-05-06 18:52:30.000000,0.18.0,57.0,xarray,conda-forge/xarray,,,,7258.0,6126.0,https://pypi.org/project/xarray,2021-05-06 18:52:30.000000,1132.0,556878.0,602352.0,https://anaconda.org/conda-forge/xarray,2021-05-06 21:22:13.129000,2819403.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
52,xlrd,python-excel/xlrd,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-01-09 20:35:27.639000,2020-12-12 15:24:25.000000,414,3.0,,1888,502.0,Please use openpyxl where you can...,50.0,33,True,2020-12-11 10:14:20.000000,2.0.1,24.0,xlrd,conda-forge/xlrd,,,,84812.0,71238.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,9662959.0,9690749.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1389515.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
53,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-05-12 18:53:04.000000,2021-05-04 22:45:48.000000,7002,80.0,1371.0,20864,1743.0,The fastai deep learning library.,472.0,32,True,2021-05-04 02:11:31.000000,2.3.1,120.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-05-04 02:13:56.000000,368.0,187924.0,187924.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
54,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-05-13 15:08:29.000000,2021-05-13 11:26:01.000000,2602,1565.0,5230.0,15908,8021.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",479.0,32,True,2021-04-22 22:28:01.000000,ray-1.3.0,45.0,ray,,,,,2247.0,2087.0,https://pypi.org/project/ray,2021-04-22 20:25:11.000000,160.0,373001.0,373001.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
55,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2021-04-15 01:52:46.000000,2020-06-01 14:58:26.000000,2017,232.0,211.0,11099,2913.0,Image augmentation for machine learning experiments.,36.0,32,True,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,6811.0,6255.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,556.0,280667.0,282406.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,40010.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
56,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2021-05-12 11:05:44.000000,2021-05-12 11:05:44.000000,2903,58.0,1866.0,10147,7944.0,A toolkit for making real world machine learning and data analysis applications in C++.,166.0,32,False,2021-03-28 13:36:18.000000,19.22,28.0,dlib,conda-forge/dlib,,,,11062.0,9704.0,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,112661.0,118516.0,https://anaconda.org/conda-forge/dlib,2021-04-03 09:47:47.788000,308610.0,,,,,2.0,24533.0,,,,,,,,,,,,,,,,,,,,,,
57,AllenNLP,allenai/allennlp,,nlp,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000000,2021-05-13 13:02:43.000000,2021-05-13 01:06:36.000000,2049,111.0,2255.0,10012,2357.0,"An open-source NLP research library, built on PyTorch.",242.0,32,True,2021-04-23 00:31:09.000000,2.4.0,190.0,allennlp,,,,['pytorch'],1883.0,1649.0,https://pypi.org/project/allennlp,2021-04-23 00:31:09.000000,234.0,37596.0,37596.0,,,,,,,,1.0,39.0,,,,,,,,,,,,,,,,,,,,,,
58,PyMC3,pymc-devs/pymc3,,probabilistics,https://github.com/pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,Apache-2.0,2009-05-05 09:43:50.000000,2021-05-13 14:52:11.000000,2021-04-05 13:26:07.000000,1371,193.0,2048.0,5733,7691.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,312.0,32,True,2021-03-14 22:31:10.000000,3.11.2,33.0,pymc3,conda-forge/pymc3,,,,2746.0,2460.0,https://pypi.org/project/pymc3,2021-03-14 22:31:10.000000,286.0,214474.0,219524.0,https://anaconda.org/conda-forge/pymc3,2021-03-15 13:12:28.868000,277740.0,,,,,1.0,155.0,,,,,,,,,,,,,,,,,,,,,,
59,folium,python-visualization/folium,,geospatial-data,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000000,2021-04-26 04:54:37.000000,2021-03-09 08:53:19.000000,1951,167.0,696.0,5260,1474.0,Python Data. Leaflet.js Maps.,121.0,32,True,2021-01-18 17:29:40.000000,0.12.1,25.0,folium,conda-forge/folium,,,,10863.0,9895.0,https://pypi.org/project/folium,2021-01-18 17:29:40.000000,968.0,427139.0,432917.0,https://anaconda.org/conda-forge/folium,2021-03-12 17:41:57.124000,358250.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
60,CuPy,cupy/cupy,,gpu-utilities,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000000,2021-05-13 08:24:56.000000,2021-05-12 02:50:05.000000,469,341.0,1020.0,5120,21787.0,A NumPy-compatible array library accelerated by CUDA.,262.0,32,True,2021-04-22 05:59:48.000000,9.0.0,92.0,cupy,conda-forge/cupy,cupy/cupy,,,923.0,731.0,https://pypi.org/project/cupy,2021-04-22 01:30:04.000000,192.0,85403.0,117195.0,https://anaconda.org/conda-forge/cupy,2021-04-30 19:12:57.847000,580427.0,https://hub.docker.com/r/cupy/cupy,2021-05-12 02:56:38.282166,6.0,50150.0,1.0,16151.0,,,,,,,,,,,,,,,,,,,,,,
61,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-05-13 13:45:14.000000,2021-05-12 22:51:20.000000,2997,166.0,,4792,31985.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1053.0,32,True,2021-02-22 21:19:14.000000,2.28.0,33.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-04-27 17:14:41.000000,186.0,2918477.0,2918477.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
62,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2021-05-13 14:50:10.000000,2021-05-13 07:23:03.000000,499,188.0,632.0,4536,9920.0,A hyperparameter optimization framework.,135.0,32,True,2021-04-05 03:39:39.000000,2.7.0,37.0,optuna,conda-forge/optuna,,,,1327.0,1275.0,https://pypi.org/project/optuna,2021-04-05 03:39:39.000000,52.0,504931.0,506350.0,https://anaconda.org/conda-forge/optuna,2021-04-05 06:39:55.179000,25549.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
63,Tablib,jazzband/tablib,,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2021-03-01 12:38:44.000000,2021-03-01 12:38:44.000000,565,33.0,198.0,3953,1124.0,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",111.0,32,True,2020-12-05 14:56:28.000000,3.0.0,38.0,tablib,conda-forge/tablib,,,,12610.0,10252.0,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,957588.0,958728.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,61588.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
64,tensorflow-probability,tensorflow/probability,,probabilistics,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000000,2021-05-13 06:04:42.000000,2021-05-13 06:04:39.000000,884,461.0,575.0,3301,10574.0,Probabilistic reasoning and statistical analysis in TensorFlow.,411.0,32,True,2021-04-19 23:03:58.000000,0.12.2,36.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],254.0,2.0,https://pypi.org/project/tensorflow-probability,2020-12-29 17:46:08.000000,252.0,1197348.0,1198652.0,https://anaconda.org/conda-forge/tensorflow-probability,2021-04-30 15:17:15.055000,35211.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
65,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2021-04-30 12:45:16.000000,2021-04-30 12:45:05.000000,1496,34.0,544.0,2802,878.0,A library for transfer learning by reusing parts of TensorFlow models.,69.0,32,True,2021-04-14 13:17:26.000000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],6911.0,6597.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000000,314.0,2143788.0,2145283.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779000,52347.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
66,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2021-05-12 19:24:44.000000,2021-05-12 07:40:37.000000,594,324.0,732.0,2617,1387.0,Python tools for geographic data.,140.0,32,True,2021-02-28 21:10:46.000000,0.9.0,37.0,geopandas,conda-forge/geopandas,,,['pandas'],9553.0,8387.0,https://pypi.org/project/geopandas,2021-02-28 21:10:43.000000,1166.0,1036908.0,1052665.0,https://anaconda.org/conda-forge/geopandas,2021-03-01 09:07:56.799000,975933.0,,,,,2.0,1013.0,,,,,,,,,,,,,,,,,,,,,,
67,Thinc,explosion/thinc,,ml-frameworks,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2021-05-06 12:38:41.000000,2021-05-06 08:24:34.000000,207,16.0,90.0,2285,4927.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",38.0,32,True,2021-04-19 13:57:59.000000,8.0.3,189.0,thinc,conda-forge/thinc,,,,14269.0,13131.0,https://pypi.org/project/thinc,2021-03-09 12:42:58.000000,1138.0,1891324.0,1919067.0,https://anaconda.org/conda-forge/thinc,2021-04-23 21:53:35.709000,1414923.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
68,python-magic,ahupp/python-magic,,data-loading,https://github.com/ahupp/python-magic,https://github.com/ahupp/python-magic,MIT,2010-03-31 22:40:33.000000,2021-05-10 22:56:49.000000,2021-05-10 22:56:49.000000,218,28.0,133.0,1882,284.0,A python wrapper for libmagic.,51.0,32,True,2021-02-17 06:19:13.000000,0.4.22,22.0,python-magic,conda-forge/python-magic,,,,19263.0,14131.0,https://pypi.org/project/python-magic,2021-02-17 06:19:13.000000,5132.0,2551253.0,2553049.0,https://anaconda.org/conda-forge/python-magic,2021-03-05 04:33:25.716000,88028.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
69,Rasterio,mapbox/rasterio,,geospatial-data,https://github.com/mapbox/rasterio,https://github.com/mapbox/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000000,2021-05-11 16:30:06.000000,2021-05-03 18:53:09.000000,406,141.0,1245.0,1488,3317.0,Rasterio reads and writes geospatial raster datasets.,109.0,32,True,2021-04-27 01:33:11.000000,1.2.3,124.0,rasterio,conda-forge/rasterio,,,,4005.0,3155.0,https://pypi.org/project/rasterio,2021-04-27 01:33:11.000000,850.0,482707.0,499326.0,https://anaconda.org/conda-forge/rasterio,2021-05-01 23:02:31.257000,1029781.0,,,,,2.0,732.0,,,,,,,,,,,,,,,,,,,,,,
70,TF Addons,tensorflow/addons,,tensorflow-utils,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000000,2021-05-13 14:53:58.000000,2021-05-13 13:30:05.000000,425,172.0,648.0,1277,1357.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,161.0,32,True,2021-01-30 13:59:33.000000,0.12.1,25.0,tensorflow-addons,,,,['tensorflow'],2981.0,2963.0,https://pypi.org/project/tensorflow-addons,2021-01-30 13:59:33.000000,18.0,2265515.0,2265515.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
71,imageio,imageio/imageio,,image,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000000,2021-05-13 12:23:02.000000,2021-05-12 08:45:27.000000,177,71.0,284.0,872,1147.0,Python library for reading and writing image data.,77.0,32,True,2020-07-10 07:45:22.000000,2.9.0,31.0,imageio,conda-forge/imageio,,,,44994.0,41156.0,https://pypi.org/project/imageio,2020-07-06 13:20:41.000000,3838.0,5479670.0,5516965.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:25.518000,1939352.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
72,fastText,facebookresearch/fastText,,nlp,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000000,2021-04-29 08:33:10.000000,2020-07-18 00:20:40.000000,4350,452.0,594.0,22560,379.0,Library for fast text representation and classification.,58.0,31,True,2020-04-28 09:54:50.000000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,1908.0,1718.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000000,190.0,542102.0,542556.0,https://anaconda.org/conda-forge/fasttext,2020-10-12 14:55:45.199000,19554.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
73,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-05-13 15:12:57.000000,2021-04-28 19:14:46.000000,3125,103.0,1898.0,17297,3460.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",161.0,31,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,,,['tensorflow'],528.0,470.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,58.0,10645.0,27561.0,,,,,,,,1.0,541339.0,,,,,,,,5.0,,,,,,,,,,,,,,
74,PaddlePaddle,PaddlePaddle/Paddle,,ml-frameworks,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000000,2021-05-13 13:24:56.000000,2021-05-13 13:24:56.000000,3714,2507.0,10775.0,15203,15069.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,541.0,31,True,2021-04-16 06:47:11.000000,2.0.2,44.0,paddlepaddle,,,,['paddle'],59.0,43.0,https://pypi.org/project/paddlepaddle,2021-03-05 07:28:12.000000,16.0,12538.0,12806.0,,,,,,,,2.0,15281.0,,,,,,,,,,,,,,,,,,,,,,
