,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-12-14 07:38:11.000000,2023-12-11 20:17:19,2112.0,94.0,4412.0,306.0,429.0,67.0,754.0,28010.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",125.0,41,True,2023-11-24 19:09:08.000,0.9.12,55.0,timm,conda-forge/timm,,,['pytorch'],20404.0,20057.0,https://pypi.org/project/timm,2023-11-24 18:56:31.000,347.0,3509070.0,3619646.0,https://anaconda.org/conda-forge/timm,2023-11-25 15:42:55.281,115335.0,,,,,1.0,5927000.0,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,
40,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-12-14 14:10:21.000000,2023-12-14 12:46:41,18635.0,635.0,2451.0,348.0,18058.0,674.0,9041.0,24647.0,"A cloud-native vector database, storage for next generation AI applications.",259.0,41,True,2023-12-04 09:02:10.000,2.3.4,100.0,pymilvus,,milvusdb/milvus,,,76.0,,https://pypi.org/project/pymilvus,2023-12-04 09:02:10.000,76.0,502489.0,696535.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-12-14 11:49:53.397603,38.0,9665986.0,1.0,58724.0,,,,,,,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-12-12 16:37:22.000000,2023-12-08 12:55:11,2582.0,77.0,2985.0,253.0,781.0,1407.0,954.0,20728.0,A game theoretic approach to explain the output of any machine learning model.,229.0,41,True,2023-12-07 12:14:26.000,0.44.0,51.0,shap,conda-forge/shap,,,,14800.0,14800.0,https://pypi.org/project/shap,,,7392685.0,7454542.0,https://anaconda.org/conda-forge/shap,2023-12-11 22:59:58.514,2226881.0,,,,,1.0,,shap/shap,,,,,,,,,,,,,,,,,
42,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-12-14 10:26:06.000000,2023-12-14 04:04:54,9108.0,124.0,1131.0,136.0,5289.0,518.0,4020.0,12635.0,ML Experiments Management with Git.,289.0,41,True,2023-12-13 11:47:25.000,3.33.4,497.0,dvc,conda-forge/dvc,,,,11242.0,11155.0,https://pypi.org/project/dvc,2023-12-13 11:47:25.000,87.0,819801.0,865156.0,https://anaconda.org/conda-forge/dvc,2023-12-13 14:29:10.363,1739411.0,,,,,1.0,47296.0,,,,,,,,,dvc,dvc,dvc,,,,,,,
43,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-12-14 07:58:59.000000,2023-12-14 07:17:07,6006.0,206.0,582.0,54.0,3843.0,791.0,2081.0,7590.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,168.0,41,True,2023-12-05 18:58:08.000,0.16.1,266.0,wandb,conda-forge/wandb,,,,35274.0,34606.0,https://pypi.org/project/wandb,2023-12-05 18:51:59.000,668.0,8685875.0,8696429.0,https://anaconda.org/conda-forge/wandb,2023-12-05 22:51:30.208,432727.0,,,,,1.0,,wandb/wandb,,,,,,,,,,,,,,,,,
44,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-12-14 12:58:17.000000,2023-12-13 17:36:15,1984.0,172.0,3629.0,306.0,2352.0,860.0,1457.0,30136.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",269.0,40,True,2023-12-01 19:34:03.000,0.12.4,79.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],5166.0,5079.0,https://pypi.org/project/deepspeed,2023-12-01 19:34:03.000,87.0,387615.0,387984.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17343.0,1.0,,,,,,,,,,,,,,,,,,,
45,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-12-11 01:18:40.000000,2023-12-02 00:09:58,2731.0,29.0,7453.0,617.0,2211.0,183.0,1582.0,24929.0,The fastai deep learning library.,662.0,40,True,2023-10-15 04:04:44.000,2.7.13,147.0,fastai,,,,['pytorch'],15939.0,15598.0,https://pypi.org/project/fastai,2023-10-15 04:04:44.000,341.0,516220.0,516220.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
46,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-12-14 02:26:04.000000,2023-12-01 19:07:19,7083.0,65.0,2018.0,413.0,1006.0,806.0,844.0,19771.0,Data Apps & Dashboards for Python. No JavaScript Required.,142.0,40,True,2023-11-28 00:56:54.000,2.14.2,174.0,dash,conda-forge/dash,,,,57154.0,55711.0,https://pypi.org/project/dash,2023-11-28 00:51:13.000,1443.0,2331749.0,2359410.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1161782.0,,,,,1.0,14.0,,,,,,,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-12-14 11:31:03.666779,2023-12-14 11:10:13,8506.0,69.0,2143.0,206.0,4150.0,13.0,1909.0,19447.0,Build multimodal AI applications with cloud-native stack.,176.0,40,True,2023-12-01 09:27:38.000,3.23.1,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1368.0,1368.0,https://pypi.org/project/jina,,,66834.0,96393.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,58478.0,https://hub.docker.com/r/jinaai/jina,2023-12-14 11:31:03.666779,8.0,1260156.0,2.0,,,,,,,,,,,,,,,,,,,
48,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-12-11 22:41:10.000000,2023-11-29 14:40:08,32592.0,90.0,4327.0,350.0,6303.0,2.0,6641.0,17336.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",591.0,40,True,2023-12-05 16:10:28.000,3.5.17,100.0,rasa,,,,['tensorflow'],3824.0,3824.0,https://pypi.org/project/rasa,,,149493.0,149493.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
49,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-12-02 15:25:20.000000,2023-10-01 14:51:00,4509.0,3.0,4375.0,433.0,1682.0,375.0,1444.0,14860.0,Topic Modelling for Humans.,449.0,40,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,56673.0,53531.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,3142.0,4026358.0,4062277.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1183827.0,,,,,1.0,4553.0,piskvorky/gensim,,,,,,,,,,,,,,,,,
50,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-12-13 19:24:13.000000,2023-12-13 14:01:03,9711.0,76.0,1898.0,229.0,3785.0,249.0,2949.0,7926.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,40,True,2023-12-13 14:06:59.000,5.10.2,76.0,pymc3,conda-forge/pymc3,,,,2712.0,2463.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,249.0,520309.0,526671.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,545734.0,,,,,1.0,1935.0,,,,,,,,,,,,,,,,,,
51,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-12-14 13:44:24.000000,2023-12-14 10:34:35,5622.0,126.0,705.0,56.0,4850.0,1468.0,2283.0,1503.0,A distributed task scheduler for Dask.,318.0,40,True,2023-12-01 23:25:48.000,2023.12.0,217.0,distributed,conda-forge/distributed,,,,33176.0,31860.0,https://pypi.org/project/distributed,2023-12-01 23:25:48.000,1316.0,3900111.0,4196598.0,https://anaconda.org/conda-forge/distributed,2023-12-02 00:25:08.957,12748944.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
52,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-12-13 15:16:04.000000,2023-10-12 07:43:04,2677.0,25.0,8104.0,376.0,3085.0,1137.0,6587.0,26384.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,39,True,2023-10-12 07:45:00.000,3.2.0,52.0,mmdet,,,,['pytorch'],1983.0,1983.0,https://pypi.org/project/mmdet,,,175067.0,175067.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-12-13 03:41:51.000000,2023-12-08 03:28:12,8234.0,14.0,3295.0,480.0,681.0,44.0,2120.0,12461.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,39,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,,24555.0,23761.0,https://pypi.org/project/dlib,2023-06-03 20:05:00.841,794.0,167749.0,183184.0,https://anaconda.org/conda-forge/dlib,2023-10-17 10:36:07.545,637872.0,,,,,2.0,25351.0,,,,,,,,,,,,,,,,,,
54,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-12-14 00:45:51.000000,2023-12-12 21:16:39,1093.0,50.0,2058.0,233.0,502.0,177.0,1036.0,10826.0,Download market data from Yahoo! Finances API.,96.0,39,True,2023-12-06 19:50:59.000,0.2.33,105.0,yfinance,ranaroussi/yfinance,,,,30949.0,30653.0,https://pypi.org/project/yfinance,2023-12-06 19:50:59.000,296.0,1142738.0,1145596.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,82907.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
55,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-12-12 05:28:04.000000,2023-12-08 06:05:15,16829.0,372.0,910.0,121.0,3345.0,81.0,1467.0,9020.0,A hyperparameter optimization framework.,253.0,39,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,11689.0,11227.0,https://pypi.org/project/optuna,2023-12-11 05:05:36.000,462.0,2369557.0,2383440.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,583097.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
56,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-12-14 10:53:10.000000,2023-12-14 10:53:06,47037.0,541.0,1114.0,197.0,374.0,522.0,1645.0,7501.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1188.0,39,True,2023-09-19 20:01:10.000,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,,,1973094.0,2014338.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1426832.0,,,,,2.0,201116.0,,,,,,,,,,,,,,,,,,
57,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-12-14 10:16:28.000000,2023-12-13 22:08:40,4079.0,197.0,1170.0,104.0,3214.0,730.0,1308.0,7081.0,A unified framework for machine learning with time series.,306.0,39,True,2023-11-06 00:08:12.000,0.24.1,57.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2039.0,1982.0,https://pypi.org/project/sktime,2023-11-06 00:08:12.000,57.0,780422.0,812273.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-11-06 08:49:23.870,923658.0,,,,,1.0,84.0,sktime/sktime,,,,,,,,,,,,,,,,,
58,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-12-07 10:37:58.000000,2023-12-07 07:22:09,1768.0,26.0,2239.0,167.0,792.0,67.0,982.0,6502.0,Python Data. Leaflet.js Maps.,157.0,39,True,2023-12-04 11:12:36.000,0.15.1,30.0,folium,conda-forge/folium,,,,32834.0,32018.0,https://pypi.org/project/folium,2023-12-04 11:12:36.000,816.0,836593.0,907689.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2488364.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
59,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-12-14 14:12:06.000000,2023-12-13 17:31:51,1201.0,109.0,672.0,94.0,1127.0,114.0,1012.0,6163.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",202.0,39,True,2023-12-01 15:24:43.000,0.25.0,38.0,accelerate,conda-forge/accelerate,,,['pytorch'],21058.0,20608.0,https://pypi.org/project/accelerate,2023-12-01 14:33:27.000,450.0,8327629.0,8331148.0,https://anaconda.org/conda-forge/accelerate,2023-12-01 17:19:39.752,91496.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
60,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-12-11 08:35:53.000000,2023-12-11 08:35:50,1836.0,28.0,898.0,106.0,1491.0,463.0,1159.0,3968.0,Python tools for geographic data.,213.0,39,True,2023-11-11 09:30:40.000,0.14.1,50.0,geopandas,conda-forge/geopandas,,,['pandas'],30985.0,29186.0,https://pypi.org/project/geopandas,2023-11-11 09:30:36.000,1799.0,6290301.0,6369544.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3327164.0,,,,,1.0,2277.0,,,,,,,,,,,,,,,,,,
61,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-12-14 13:59:15.000000,2023-12-14 11:20:48,39208.0,1112.0,26360.0,2032.0,44327.0,,,37410.0,Apache Spark Python API.,2987.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,,,27351670.0,27421954.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2951963.0,,,,,2.0,,,,,,-7.0,stable/spark,,,,,,,,,,,,
62,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-12-14 06:44:33.000000,2023-12-11 03:41:57,6121.0,24.0,6794.0,414.0,2788.0,1063.0,7254.0,35169.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,38,True,2023-10-18 12:32:48.000,2.7.1,8.0,paddleocr,,,,['paddle'],2056.0,2056.0,https://pypi.org/project/paddleocr,,,105318.0,105318.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
63,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-12-13 19:00:20.000000,2023-12-12 17:51:05,933.0,50.0,3132.0,468.0,838.0,380.0,1857.0,25829.0,A library for efficient similarity search and clustering of dense vectors.,148.0,38,True,2023-12-04 09:02:10.000,2.3.4,89.0,pymilvus,conda-forge/faiss,,,,3386.0,3310.0,https://pypi.org/project/pymilvus,2023-12-04 09:02:10.000,76.0,502489.0,525523.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,990502.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
64,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6532.0,1074.0,11124.0,1805.0,7763.0,20652.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6916.0,6916.0,https://pypi.org/project/mxnet,,,324550.0,324986.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10507.0,,,,,2.0,26501.0,apache/mxnet,,,,,,,,,,,,,,,,,
65,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2023-12-14 14:41:47.000000,2023-12-14 11:58:00,1280.0,72.0,2132.0,129.0,291.0,1029.0,813.0,12625.0,Multilingual Sentence & Image Embeddings with BERT.,127.0,38,True,2022-06-26 19:52:06.000,2.2.2,43.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],20866.0,20273.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,593.0,2978738.0,2983589.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,189196.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
66,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-12-14 10:08:45.000000,2023-12-14 04:49:42,3704.0,287.0,2827.0,170.0,4263.0,338.0,2141.0,12539.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",282.0,38,True,2023-12-11 09:43:07.000,1.1.3,34.0,dgl,,,,,172.0,172.0,https://pypi.org/project/dgl,,,74661.0,74661.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
67,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2023-07-01 12:19:02.000000,2022-12-20 16:49:55,28132.0,,2511.0,543.0,4118.0,685.0,2088.0,9817.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17394.0,14556.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,361748.0,388556.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2385927.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
68,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-12-14 13:42:12.000000,2023-12-14 04:45:33,1546.0,264.0,946.0,167.0,1749.0,379.0,556.0,9138.0,Development repository for the Triton language and compiler.,195.0,38,True,2023-09-01 07:26:13.000,2.1.0,191.0,triton,,,,,96.0,21.0,https://pypi.org/project/triton,2023-09-01 07:26:13.000,75.0,7263302.0,7263302.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
69,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-12-14 11:52:55.000000,2023-12-14 11:52:54,2616.0,85.0,882.0,127.0,1709.0,230.0,601.0,8918.0,Geometric Computer Vision Library for AI.,244.0,38,True,2023-08-02 09:57:58.000,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],7534.0,7534.0,https://pypi.org/project/kornia,,,2025907.0,2028970.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,109789.0,,,,,1.0,878.0,,,,,,,,,,,,,,,,,,
70,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-12-13 21:48:57.000000,2023-12-12 23:10:21,4036.0,241.0,538.0,84.0,2097.0,96.0,671.0,5007.0,Flax is a neural network library for JAX that is designed for flexibility.,212.0,38,True,2023-10-28 02:07:21.000,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],5325.0,5325.0,https://pypi.org/project/flax,,,2414343.0,2415496.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,38029.0,,,,,2.0,50.0,,,,,,,,,,,,,,,,,,
71,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-12-14 11:06:51.000000,2023-12-14 11:06:43,6114.0,110.0,1493.0,111.0,4076.0,647.0,701.0,4068.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",301.0,38,True,2023-09-08 09:07:53.000,4.9.3,36.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15729.0,15515.0,https://pypi.org/project/tensorflow-datasets,2023-09-08 09:07:47.000,214.0,1748813.0,1749634.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25458.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
72,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-12-12 08:21:14.000000,2023-12-12 08:21:10,2229.0,23.0,543.0,88.0,771.0,229.0,894.0,3517.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:19.000,2.0.2,121.0,shapely,conda-forge/shapely,,,,59225.0,58007.0,https://pypi.org/project/shapely,2023-10-12 20:37:19.000,1218.0,16392354.0,16610787.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8733010.0,,,,,2.0,2827.0,,,,,,,,,,,,,,,,,,
73,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-12-14 14:11:53.000000,2023-12-13 18:08:17,17773.0,176.0,1294.0,85.0,7627.0,471.0,4208.0,2417.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,359.0,38,True,2023-11-20 20:29:52.000,1.6.0,76.0,mne,conda-forge/mne,,,,3570.0,3284.0,https://pypi.org/project/mne,2023-11-20 20:29:52.000,286.0,93022.0,100965.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,341589.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
74,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-12-14 08:56:03.000000,2023-12-14 06:10:04,3414.0,156.0,1093.0,135.0,2758.0,461.0,953.0,1973.0,A library for training and deploying machine learning models on Amazon SageMaker.,412.0,38,True,2023-12-13 18:40:51.000,2.200.0,555.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3444.0,3354.0,https://pypi.org/project/sagemaker,2023-12-13 18:40:51.000,90.0,41218720.0,41236168.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,697943.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
75,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 13:11:16.787000,2023-12-11 02:26:35,1519.0,17.0,270.0,32.0,475.0,93.0,486.0,1351.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46.000,2.33.1,89.0,imageio,conda-forge/imageio,,,,113205.0,110127.0,https://pypi.org/project/imageio,2023-12-11 02:26:42.000,3078.0,18003681.0,18148577.0,https://anaconda.org/conda-forge/imageio,2023-12-14 13:11:16.787,5940136.0,,,,,1.0,938.0,,,,,,,,,,,,,,,,,,
