,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
38,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-05-19 11:55:38.000000,2022-05-19 09:41:12,2753,250.0,2699,272.0,3670.0,1024.0,1341.0,11844,Open source platform for the machine learning lifecycle.,406.0,41,True,2022-05-16 11:03:08.000,1.26.0,58.0,mlflow,conda-forge/mlflow,,,,313.0,,https://pypi.org/project/mlflow,2022-05-16 08:48:25.000,313.0,10446826.0,10462081.0,https://anaconda.org/conda-forge/mlflow,2022-05-16 13:59:36.818,564436.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
39,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-05-19 14:03:14.000000,2022-05-19 08:18:48,4610,230.0,623,59.0,3650.0,1080.0,1794.0,1355,A distributed task scheduler for Dask.,272.0,41,True,2022-05-02 18:26:43.000,2022.5.0,173.0,distributed,conda-forge/distributed,,,,24628.0,23458.0,https://pypi.org/project/distributed,2022-05-02 18:26:43.000,1170.0,5087964.0,5183275.0,https://anaconda.org/conda-forge/distributed,2022-05-02 20:30:48.144,6862410.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-05-19 09:11:10.000000,2022-05-19 06:59:07,11837,45.0,6901,1098.0,11023.0,1989.0,7725.0,19980,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,40,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,310842.0,311328.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7436.0,,,,,2.0,24940.0,,,,,,,,5.0,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-05-19 13:58:07.000000,2022-04-01 19:36:07,2142,104.0,2420,248.0,455.0,1354.0,586.0,16355,A game theoretic approach to explain the output of any machine learning model.,182.0,40,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,5614.0,5393.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4964747.0,4990561.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,1161663.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-05-19 14:14:27.000000,2022-05-19 05:48:12,8638,220.0,1577,230.0,3066.0,209.0,2475.0,6578,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,384.0,40,True,2022-03-15 10:10:19.000,3.11.5,36.0,pymc3,conda-forge/pymc3,,,,861.0,624.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,237.0,354721.0,360804.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553,406275.0,,,,,1.0,1903.0,,,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-05-19 13:58:21.000000,2022-05-19 13:58:19,23111,1508.0,1003,193.0,293.0,396.0,1424.0,6519,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",991.0,40,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,,,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2567626.0,2589393.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,976383.0,,,,,2.0,79895.0,,,,,,,,,,,,,,,,,,,,
44,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-05-19 05:30:23.000000,2022-05-16 01:50:06,2261,357.0,7231,623.0,2057.0,110.0,1483.0,22284,The fastai deep learning library.,613.0,39,True,2022-05-01 02:04:54.000,2.6.3,133.0,fastai,,,,['pytorch'],299.0,,https://pypi.org/project/fastai,2022-05-01 02:04:54.000,299.0,275373.0,275373.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-05-18 19:05:47.000000,2022-05-12 13:35:08,5994,275.0,1694,400.0,736.0,598.0,660.0,16476,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",113.0,39,True,2022-05-11 22:45:43.000,2.4.1,149.0,dash,conda-forge/dash,,,,1391.0,192.0,https://pypi.org/project/dash,2022-05-11 22:44:03.000,1199.0,859260.0,868572.0,https://anaconda.org/conda-forge/dash,2022-05-12 04:19:37.189,447007.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-05-19 14:01:39.000000,2022-05-19 14:01:38,30118,241.0,3992,338.0,4586.0,942.0,5688.0,13996,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",539.0,39,True,2022-04-05 14:41:42.000,2.8.27,250.0,rasa,,,,['tensorflow'],59.0,,https://pypi.org/project/rasa,2022-04-05 14:41:31.000,59.0,156854.0,156854.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-05-18 19:48:08.000000,2022-05-17 08:45:09,4487,162.0,1859,201.0,925.0,100.0,1759.0,11597,A very simple framework for state-of-the-art Natural Language Processing (NLP).,225.0,39,True,2022-05-09 03:37:25.000,0.11.2,26.0,flair,conda-forge/python-flair,,,['pytorch'],1433.0,1361.0,https://pypi.org/project/flair,2022-05-09 03:37:25.000,72.0,83919.0,84257.0,https://anaconda.org/conda-forge/python-flair,2022-05-16 10:36:40.281,7443.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-05-17 01:23:48.000000,2022-03-25 20:01:52,3150,16.0,665,153.0,975.0,230.0,1403.0,7495,Declarative statistical visualization library for Python.,136.0,39,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,27111.0,26767.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,7701745.0,7718408.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1166438.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-05-19 14:31:45.000000,2022-05-19 08:32:09,35979,1024.0,3484,257.0,17697.0,136.0,,5514,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1270.0,39,True,2022-04-20 23:03:40.000,2.38.0,62.0,apache-beam,conda-forge/apache-beam-with-aws,,,,154.0,,https://pypi.org/project/apache-beam,2022-05-14 01:31:55.000,154.0,7187688.0,7188761.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-04-21 05:29:42.235,8588.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-05-19 07:06:50.000000,2022-05-18 08:19:03,4710,126.0,1704,265.0,2271.0,579.0,1831.0,19005,Streamlit The fastest way to build data apps in Python.,141.0,38,True,2022-05-04 16:36:28.000,1.9.0,159.0,streamlit,,,,,660.0,292.0,https://pypi.org/project/streamlit,2022-05-04 16:36:19.000,368.0,1006416.0,1006416.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
51,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-05-19 13:39:33.000000,2022-05-19 13:10:48,5537,191.0,2613,242.0,814.0,948.0,1600.0,14636,Graph Neural Network Library for PyTorch.,265.0,38,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],43.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,43.0,84021.0,84309.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,6354.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
52,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-05-19 14:03:59.000000,2022-05-19 10:46:06,7469,400.0,1921,179.0,3286.0,66.0,1408.0,14600,Cloud-native neural search framework for kind of data.,145.0,38,True,2022-05-18 12:54:51.000,3.4.4,1804.0,jina,conda-forge/jina-core,jinaai/jina,,,285.0,283.0,https://pypi.org/project/jina,2022-05-19 10:49:18.000,2.0,57556.0,97322.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,4794.0,https://hub.docker.com/r/jinaai/jina,2022-05-19 11:13:56.843604,7.0,1057517.0,2.0,,,,,,,,,,,,,,,,,,,,,
53,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-05-15 01:29:43.000000,2022-05-08 14:53:24,8081,50.0,3069,479.0,552.0,47.0,1987.0,11143,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,14996.0,14227.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,137542.0,143896.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,411693.0,,,,,2.0,24957.0,,,,,,,,,,,,,,,,,,,,
54,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-05-19 13:54:59.000000,2022-05-19 12:05:57,14739,552.0,1548,199.0,11391.0,286.0,4811.0,10363,An open-source vector database for scalable similarity search and AI applications.,208.0,38,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,41773.0,76592.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,18.0,945011.0,1.0,26440.0,,,,,,,,,,,,,,,,,,,,
55,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127,,2509,556.0,4114.0,679.0,2086.0,9571,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15333.0,12495.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,248750.0,276883.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,1969369.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
56,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-05-18 15:49:11.000000,2022-05-15 16:38:43,1001,58.0,1306,150.0,406.0,111.0,462.0,8953,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",7979.0,7821.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1066300.0,1069251.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,203678.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
57,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-05-16 08:25:31.000000,2022-05-16 08:25:31,1631,9.0,1263,216.0,679.0,180.0,778.0,8304,Simple job queues for Python.,259.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,12039.0,10304.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,567085.0,568098.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,70946.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-05-19 09:39:57.000000,2022-05-18 07:23:36,25149,466.0,594,121.0,5032.0,390.0,1348.0,6014,NumPy & SciPy for GPU.,303.0,38,True,2022-04-27 07:44:39.000,10.4.0,114.0,cupy,conda-forge/cupy,cupy/cupy,,,1185.0,1026.0,https://pypi.org/project/cupy,2022-04-27 01:15:30.000,159.0,23478.0,68630.0,https://anaconda.org/conda-forge/cupy,2022-05-04 10:15:12.738,1355890.0,https://hub.docker.com/r/cupy/cupy,2022-04-27 07:48:42.139200,7.0,54763.0,1.0,31022.0,,,,,,,,,,,,,,,,,,,,
59,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-12 15:57:16.000000,2022-04-30 13:07:35,1406,10.0,321,63.0,602.0,332.0,397.0,2792,Computing with Python functions.,110.0,38,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,189181.0,184290.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,24354184.0,24478663.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,8713595.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
60,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-05-19 12:58:44.000000,2022-05-19 03:40:44,4924,763.0,4457,361.0,1898.0,1115.0,3375.0,21950,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",108.0,37,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,,,['paddle'],644.0,638.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,6.0,56294.0,56294.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-05-19 09:48:30.000000,2022-05-11 14:46:29,2056,123.0,7235,355.0,2177.0,534.0,5311.0,19731,OpenMMLab Detection Toolbox and Benchmark.,335.0,37,True,2022-04-30 14:57:36.000,2.24.1,33.0,mmdet,,,,['pytorch'],379.0,370.0,https://pypi.org/project/mmdet,2022-04-30 14:57:36.000,9.0,41328.0,41328.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-05-18 15:05:49.000000,2022-05-15 21:29:57,1378,84.0,3064,273.0,229.0,64.0,440.0,18560,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",74.0,37,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],3065.0,2971.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,94.0,2778677.0,2812883.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,16511.0,,,,,1.0,1204422.0,,,,,,,,,,,,,,,,,,,,
63,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-05-12 12:19:33.000000,2022-05-12 12:19:33,4036,14.0,2314,489.0,2225.0,103.0,870.0,15683,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",588.0,37,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,,2140.0,1741.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,580579.0,580712.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10010.0,,,,,2.0,,stable/luigi,,,,,,,2.0,,,,,,,,,,,,
64,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2022-05-19 01:27:21.000000,2022-05-19 01:27:21,1185,46.0,2050,335.0,1386.0,308.0,1712.0,12431,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",145.0,37,True,2022-04-21 08:29:28.000,0.24.3,71.0,horovod,,,,,616.0,586.0,https://pypi.org/project/horovod,2022-04-21 08:29:28.000,30.0,62658.0,62658.0,,,,,,,,1.0,,stable/horovod,,,,,,,,,,,,,,,,,,,
65,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-05-13 13:04:29.000000,2022-05-09 23:48:45,2687,31.0,2188,277.0,3055.0,91.0,2429.0,10991,"An open-source NLP research library, built on PyTorch.",262.0,37,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,,,['pytorch'],2670.0,2491.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,179.0,46351.0,47736.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,56794.0,,,,,1.0,46.0,,,,,,,,,,,,,,,,,,,,
66,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-05-19 13:49:17.000000,2022-05-19 12:53:21,7533,227.0,927,135.0,3911.0,648.0,3042.0,9719,Data Version Control | Git for Data & Models | ML Experiments Management.,266.0,37,True,2022-04-28 13:08:05.000,2.10.2,349.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-04-28 13:08:05.000,47.0,503422.0,538144.0,https://anaconda.org/conda-forge/dvc,2022-05-01 22:39:34.305,1047669.0,,,,,1.0,82104.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,
67,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-05-12 19:46:42.000000,2022-05-12 19:46:42,1077,5.0,1238,243.0,609.0,286.0,885.0,9232,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,16462.0,15712.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,750.0,5456483.0,5458372.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,109593.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-05-18 20:09:10.000000,2022-05-18 16:30:22,14517,108.0,889,147.0,3138.0,536.0,1722.0,9078,The easiest way to automate your data.,324.0,37,True,2022-04-27 21:09:20.000,1.2.1,131.0,prefect,conda-forge/prefect,,,,824.0,763.0,https://pypi.org/project/prefect,2022-05-17 22:11:57.000,61.0,241698.0,248573.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,261280.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
69,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2022-05-19 14:15:03.000000,2022-05-19 13:57:16,8925,698.0,942,62.0,3855.0,204.0,1107.0,6600,Always know what to expect from your data.,294.0,37,True,2022-05-12 18:46:30.000,0.15.5,159.0,great_expectations,conda-forge/great-expectations,,,,32.0,,https://pypi.org/project/great_expectations,2022-05-12 18:43:37.000,32.0,5799043.0,5806582.0,https://anaconda.org/conda-forge/great-expectations,2022-05-12 23:44:38.510,376951.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
70,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-05-19 08:07:47.000000,2022-05-19 08:07:47,12587,820.0,698,127.0,2410.0,142.0,1051.0,6409,A hyperparameter optimization framework.,190.0,37,True,2021-10-04 06:37:16.000,2.10.0,45.0,optuna,conda-forge/optuna,,,,3503.0,3301.0,https://pypi.org/project/optuna,2022-04-12 04:16:37.000,202.0,3069497.0,3078649.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,274587.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-05-19 12:31:40.000000,2022-05-01 13:54:15,2292,114.0,1288,114.0,680.0,238.0,1293.0,5682,"An open-source, low-code machine learning library in Python.",78.0,37,True,2022-04-10 22:13:37.000,2.3.10,79.0,pycaret,conda-forge/pycaret,,,,2127.0,2115.0,https://pypi.org/project/pycaret,2022-04-10 22:13:37.000,12.0,464393.0,464878.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,9666.0,,,,,1.0,565.0,,,,,,,,,,,,,,,,,,,,
72,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-05-19 14:39:58.000000,2022-05-19 14:31:31,10446,702.0,595,86.0,3697.0,972.0,3137.0,4732,"An orchestration platform for the development, production, and observation of data assets.",205.0,37,True,2022-05-13 01:31:53.000,0.14.15,453.0,dagster,conda-forge/dagster,,,,464.0,376.0,https://pypi.org/project/dagster,2022-05-18 13:56:38.000,88.0,264125.0,280801.0,https://anaconda.org/conda-forge/dagster,2022-05-18 01:02:18.404,500296.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
73,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-05-18 22:54:30.000000,2022-05-18 22:54:28,11442,135.0,967,166.0,398.0,550.0,678.0,3688,Probabilistic reasoning and statistical analysis in TensorFlow.,447.0,37,True,2022-02-14 17:24:33.000,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],311.0,,https://pypi.org/project/tensorflow-probability,2022-02-14 17:03:04.000,311.0,919561.0,921006.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,56377.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
74,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-05-18 15:43:04.000000,2022-05-16 09:21:03,2013,20.0,455,87.0,507.0,162.0,718.0,2788,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,,,33172.0,29395.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,6803108.0,6849137.0,https://anaconda.org/conda-forge/shapely,2022-05-05 23:56:28.313,3635932.0,,,,,1.0,35.0,,,,,,,,,,,,,,,,,,,,
