,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
39,MXNet,apache/incubator-mxnet,,ml-frameworks,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000000,2021-02-04 06:19:08.000000,2021-02-03 20:00:09.000000,6803,1833.0,7556.0,19255,11510.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",948.0,33,True,2020-08-28 05:08:24.000000,1.7.0,976.0,mxnet,mxnet,,,['mxnet'],2235.0,1791.0,https://pypi.org/project/mxnet,2020-08-28 06:18:15.000000,444.0,78367.0,78930.0,https://anaconda.org/anaconda/mxnet,2020-02-29 00:58:31.007000,5779.0,,,,,2.0,23445.0,,,,,,,0.0,,,,,,,,,,,,,,
40,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2021-02-04 14:15:05.000000,2021-02-04 11:29:47.000000,8542,499.0,,15448,25554.0,Apache Flink Python API.,1190.0,33,True,2021-01-15 01:51:44.000000,1.12.1,12.0,apache-flink,,,,,249.0,249.0,https://pypi.org/project/apache-flink,2021-01-15 01:51:44.000000,0.0,1797.0,1797.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
41,Ray,ray-project/ray,,distributed-ml,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000000,2021-02-04 14:21:30.000000,2021-02-04 12:10:56.000000,2358,1254.0,4652.0,14709,7156.0,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged..",430.0,33,True,2020-12-24 10:13:39.000000,1.1.0,43.0,ray,,,,,1730.0,1570.0,https://pypi.org/project/ray,2020-12-24 10:13:39.000000,160.0,143122.0,143122.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
42,Bokeh,bokeh/bokeh,,data-viz,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000000,2021-02-04 07:08:35.000000,2021-02-01 18:46:19.000000,3621,605.0,5753.0,14611,,"Interactive Data Visualization in the browser, from Python.",546.0,33,True,2020-10-21 02:39:03.000000,2.2.3,83.0,bokeh,conda-forge/bokeh,,,,36202.0,30330.0,https://pypi.org/project/bokeh,2021-01-19 00:27:21.000000,5872.0,684267.0,764376.0,https://anaconda.org/conda-forge/bokeh,2021-01-13 10:22:16.472000,3685023.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
43,luigi,spotify/luigi,,data-pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000000,2021-02-02 10:15:31.000000,2021-02-02 10:15:28.000000,2207,63.0,839.0,14166,3944.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",551.0,33,True,2020-09-23 11:57:43.000000,3.0.2,72.0,luigi,luigi,,,,1996.0,1320.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000000,676.0,311812.0,311920.0,https://anaconda.org/anaconda/luigi,2020-07-21 19:50:10.849000,6534.0,,,,,1.0,,stable/luigi,,,,,,,,,,,,,,,,,,,,
44,pytorch-lightning,PyTorchLightning/pytorch-lightning,,ml-frameworks,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000000,2021-02-04 13:35:10.000000,2021-02-04 13:20:38.000000,1361,335.0,2513.0,11791,4126.0,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.",376.0,33,True,2021-02-03 18:22:29.000000,1.1.7,150.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],1841.0,1827.0,https://pypi.org/project/pytorch-lightning,2021-02-03 18:22:29.000000,14.0,90860.0,94306.0,https://anaconda.org/conda-forge/pytorch-lightning,2021-02-03 20:16:14.866000,27542.0,,,,,2.0,79.0,,,,,,,,,,,,,,,,,,,,,
45,shap,slundberg/shap,,interpretability,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000000,2021-01-31 16:14:23.000000,2021-01-26 16:41:15.000000,1668,935.0,501.0,11597,1785.0,A game theoretic approach to explain the output of any machine learning model.,142.0,33,True,2021-01-15 18:02:54.000000,0.38.1,92.0,shap,conda-forge/shap,,,,2102.0,1966.0,https://pypi.org/project/shap,2020-11-04 21:38:32.000000,136.0,612063.0,624644.0,https://anaconda.org/conda-forge/shap,2020-12-16 19:26:39.477000,377431.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
46,onnx,onnx/onnx,,model-serialisation,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000000,2021-02-04 11:54:56.000000,2021-02-04 06:09:50.000000,1791,506.0,941.0,9725,1676.0,Open standard for machine learning interoperability.,191.0,33,True,2021-01-30 01:25:24.000000,1.8.1,20.0,onnx,conda-forge/onnx,,,,2779.0,2483.0,https://pypi.org/project/onnx,2021-01-29 23:57:20.000000,296.0,237365.0,242367.0,https://anaconda.org/conda-forge/onnx,2021-02-03 21:06:56.548000,185150.0,,,,,1.0,10238.0,,,,,,,,,,,,,,,,,,,,,
47,pydeck,visgl/deck.gl,,geospatial-data,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000000,2021-02-04 07:17:22.000000,2021-02-04 00:31:00.000000,1511,88.0,1960.0,8400,3537.0,WebGL2 powered geospatial visualization layers.,151.0,33,True,2021-02-04 00:44:01.531000,8.4.1,448.0,pydeck,conda-forge/pydeck,,,['jupyter'],1970.0,1408.0,https://pypi.org/project/pydeck,2020-10-26 06:55:35.000000,2.0,82300.0,262106.0,https://anaconda.org/conda-forge/pydeck,2020-10-26 12:26:44.805000,13421.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,2021-02-04 00:44:01.531000,560.0,178688.0,,,,,,,,,,,,,,,
48,rq,rq/rq,,data-pipelines,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000000,2021-02-03 00:50:48.000000,2021-02-03 00:50:47.000000,1192,139.0,673.0,7508,1553.0,Simple job queues for Python.,226.0,33,True,2020-11-29 09:48:18.000000,1.7.0,63.0,rq,conda-forge/rq,,,,10551.0,7227.0,https://pypi.org/project/rq,2020-11-29 09:47:08.000000,3324.0,177718.0,178515.0,https://anaconda.org/conda-forge/rq,2020-11-29 15:11:15.371000,43851.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
49,xlrd,python-excel/xlrd,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-01-09 20:35:27.639000,2020-12-12 15:24:25.000000,406,3.0,,1856,502.0,Please use openpyxl where you can...,50.0,33,True,2020-12-11 10:14:20.000000,2.0.1,24.0,xlrd,conda-forge/xlrd,,,,76757.0,63183.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,3788524.0,3813815.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1188715.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
50,Fastai,fastai/fastai,,ml-frameworks,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000000,2021-02-04 05:04:21.000000,2021-02-03 18:38:02.000000,6926,61.0,1316.0,20374,1663.0,The fastai deep learning library.,472.0,32,True,2021-01-13 19:38:43.000000,2.2.5,116.0,fastai,,,,['pytorch'],368.0,,https://pypi.org/project/fastai,2021-01-13 19:38:43.000000,368.0,81895.0,81895.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
51,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2021-02-01 15:36:46.000000,2020-11-16 14:28:10.000000,2728,546.0,663.0,10881,4345.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,230.0,32,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],981.0,899.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,82.0,67111.0,67111.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
52,dlib,davisking/dlib,,ml-frameworks,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000000,2021-02-04 08:42:45.000000,2021-01-28 13:35:17.000000,2870,40.0,1816.0,9858,7911.0,A toolkit for making real world machine learning and data analysis applications in C++.,164.0,32,False,2020-12-04 19:23:04.000000,19.21.1,28.0,dlib,conda-forge/dlib,,,,9588.0,8230.0,https://pypi.org/project/dlib,2020-12-04 19:23:04.000000,1358.0,40862.0,46222.0,https://anaconda.org/conda-forge/dlib,2021-01-14 21:24:20.585000,265117.0,,,,,2.0,24347.0,,,,,,,,,,,,,,,,,,,,,
53,AllenNLP,allenai/allennlp,,nlp,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000000,2021-02-04 12:11:51.000000,2021-02-03 19:08:36.000000,1989,110.0,2138.0,9653,2357.0,"An open-source NLP research library, built on PyTorch.",232.0,32,True,2021-01-29 23:34:22.000000,1.4.1,163.0,allennlp,,,,['pytorch'],1653.0,1419.0,https://pypi.org/project/allennlp,2021-02-04 12:11:51.000000,234.0,12938.0,12938.0,,,,,,,,1.0,36.0,,,,,,,,,,,,,,,,,,,,,
54,PyMC3,pymc-devs/pymc3,,probabilistics,https://github.com/pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,Apache-2.0,2009-05-05 09:43:50.000000,2021-02-04 05:41:39.000000,2021-02-03 17:39:12.000000,1338,148.0,1988.0,5537,7658.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Theano.,305.0,32,True,2021-01-21 08:37:19.000000,3.11.0,31.0,pymc3,conda-forge/pymc3,,,,2310.0,2024.0,https://pypi.org/project/pymc3,2021-01-21 08:37:19.000000,286.0,89343.0,94044.0,https://anaconda.org/conda-forge/pymc3,2021-01-21 21:05:06.553000,244436.0,,,,,1.0,149.0,,,,,,,,,,,,,,,,,,,,,
55,folium,python-visualization/folium,,geospatial-data,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000000,2021-01-18 18:15:18.000000,2021-01-18 17:35:27.000000,1899,148.0,689.0,5123,1473.0,Python Data. Leaflet.js Maps.,120.0,32,True,2021-01-18 17:29:40.000000,0.12.1,25.0,folium,conda-forge/folium,,,,9267.0,8299.0,https://pypi.org/project/folium,2021-01-18 17:29:40.000000,968.0,155592.0,161042.0,https://anaconda.org/conda-forge/folium,2021-01-06 21:06:10.173000,321582.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
56,Beam,apache/beam,,data-pipelines,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000000,2021-02-04 12:36:25.000000,2021-02-04 09:58:22.000000,2844,129.0,,4554,30511.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1012.0,32,True,2021-01-08 20:56:28.000000,2.27.0,30.0,apache-beam,,,,,186.0,,https://pypi.org/project/apache-beam,2021-01-08 20:08:17.000000,186.0,1001528.0,1001528.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
57,geopy,geopy/geopy,,geospatial-data,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000000,2021-02-02 02:15:32.000000,2020-12-27 16:15:28.000000,535,25.0,212.0,3200,1004.0,Geocoding library for Python.,117.0,32,True,2020-12-27 13:15:23.000000,2.1.0,57.0,geopy,conda-forge/geopy,,,,23483.0,16239.0,https://pypi.org/project/geopy,2020-12-27 13:12:21.000000,7244.0,2694814.0,2703387.0,https://anaconda.org/conda-forge/geopy,2020-12-27 14:22:55.127000,505856.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
58,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2021-01-28 11:48:22.000000,2021-01-28 11:48:18.000000,1439,45.0,505.0,2703,828.0,A library for transfer learning by reusing parts of TensorFlow models.,67.0,32,True,2021-01-06 16:20:30.000000,0.11.0,14.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],5565.0,5251.0,https://pypi.org/project/tensorflow-hub,2021-01-06 16:20:30.000000,314.0,576940.0,578469.0,https://anaconda.org/conda-forge/tensorflow-hub,2020-08-24 16:43:36.561000,48942.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
59,Thinc,explosion/thinc,,ml-frameworks,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000000,2021-02-03 12:19:56.063000,2021-02-01 03:00:47.000000,197,9.0,87.0,2178,4902.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",36.0,32,True,2021-01-24 04:05:27.000000,8.0.1,188.0,thinc,conda-forge/thinc,,,,12141.0,11003.0,https://pypi.org/project/thinc,2021-01-24 04:05:27.000000,1138.0,637583.0,655621.0,https://anaconda.org/conda-forge/thinc,2021-02-03 12:19:56.063000,865862.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
60,Shapely,Toblerity/Shapely,,geospatial-data,https://github.com/Toblerity/Shapely,https://github.com/Toblerity/Shapely,BSD-3-Clause,2011-12-31 19:43:11.000000,2021-02-04 04:39:16.000000,2021-02-04 04:39:15.000000,377,140.0,573.0,2133,1486.0,Manipulation and analysis of geometric objects.,105.0,32,True,2020-08-20 23:31:01.000000,1.7.1,99.0,shapely,conda-forge/shapely,,,,21481.0,16023.0,https://pypi.org/project/shapely,2020-08-20 23:31:01.000000,5458.0,1516060.0,1547662.0,https://anaconda.org/conda-forge/shapely,2021-01-24 21:27:29.350000,2022537.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
61,xarray,pydata/xarray,,data-containers,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2021-02-04 08:11:44.000000,2021-01-30 16:26:03.000000,625,785.0,1891.0,1918,3495.0,N-D labeled arrays and datasets in Python.,289.0,32,True,2020-11-30 21:28:55.000000,0.16.2,55.0,xarray,conda-forge/xarray,,,,6203.0,5071.0,https://pypi.org/project/xarray,2020-11-30 21:26:20.000000,1132.0,206657.0,247056.0,https://anaconda.org/conda-forge/xarray,2020-12-01 04:59:09.242000,2383585.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
62,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2020-12-05 18:32:32.000000,2020-02-15 08:33:35.000000,6065,592.0,196.0,25451,523.0,Chinese Words Segmentation Utilities.,48.0,31,True,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,11704.0,9188.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,98959.0,100401.0,https://anaconda.org/conda-forge/jieba,2020-03-25 20:57:40.090000,66345.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
63,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-02-02 16:20:03.000000,2021-02-01 15:54:06.000000,3058,98.0,1834.0,16480,3355.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",156.0,31,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,,,['tensorflow'],423.0,394.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,29.0,6624.0,21201.0,,,,,,,,1.0,422749.0,,,,,,,,6.0,,,,,,,,,,,,,
64,jax,google/jax,,ml-frameworks,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000000,2021-02-04 14:28:08.000000,2021-02-04 14:27:51.000000,971,729.0,1404.0,11247,6807.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",253.0,31,True,2021-01-27 04:52:22.000000,0.2.9,88.0,jax,conda-forge/jaxlib,,,,1101.0,1055.0,https://pypi.org/project/jax,2021-01-27 04:52:22.000000,46.0,55811.0,59664.0,https://anaconda.org/conda-forge/jaxlib,2021-01-18 19:48:22.594000,73214.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
65,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2020-10-19 12:23:22.000000,2020-06-01 14:58:26.000000,1957,216.0,204.0,10641,2913.0,Image augmentation for machine learning experiments.,36.0,31,True,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,5504.0,5226.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,278.0,94322.0,95956.0,https://anaconda.org/conda-forge/imgaug,2020-02-14 16:06:53.525000,32694.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
66,pyecharts,pyecharts/pyecharts,,data-viz,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2021-01-19 10:14:14.000000,2021-01-19 10:14:13.000000,2349,30.0,1337.0,10523,1512.0,Python Echarts Plotting Library.,30.0,31,True,2020-10-29 15:14:08.000000,1.9.0,66.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],1753.0,1471.0,https://pypi.org/project/pyecharts,2020-10-29 15:14:08.000000,282.0,13909.0,13909.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
67,wordcloud,amueller/word_cloud,,data-viz,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000000,2021-01-21 10:00:39.000000,2020-11-11 21:35:51.000000,2025,97.0,343.0,7849,540.0,A little word cloud generator in Python.,58.0,31,True,2020-11-11 21:41:02.000000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,9854.0,8750.0,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000000,1104.0,165356.0,168783.0,https://anaconda.org/conda-forge/wordcloud,2021-01-14 18:03:24.960000,185089.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
68,Altair,altair-viz/altair,,data-viz,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000000,2021-01-31 18:42:25.000000,2021-01-12 16:59:02.000000,570,287.0,1205.0,6383,3047.0,Declarative statistical visualization library for Python.,121.0,31,True,2020-04-01 13:29:16.000000,4.1.0,26.0,altair,conda-forge/altair,,,,8194.0,7824.0,https://pypi.org/project/altair,2020-04-01 13:23:10.000000,370.0,458504.0,469408.0,https://anaconda.org/conda-forge/altair,2020-04-01 16:49:36.519000,599768.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
69,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2021-02-04 08:52:06.000000,2021-02-03 07:53:52.000000,1370,18.0,2016.0,5526,30566.0,A flexible framework of neural networks for deep learning.,318.0,31,True,2021-01-13 10:14:54.000000,7.0.0.post1,109.0,chainer,,,,,2605.0,1863.0,https://pypi.org/project/chainer,2021-01-13 09:29:55.000000,742.0,13147.0,13147.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
70,sentencepiece,google/sentencepiece,,nlp,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000000,2021-01-12 17:23:26.000000,2021-01-12 17:23:24.000000,633,24.0,390.0,4779,662.0,Unsupervised text tokenizer for Neural Network-based text generation.,48.0,31,True,2021-01-10 06:29:42.000000,0.1.95,30.0,sentencepiece,conda-forge/sentencepiece,,,,5928.0,5688.0,https://pypi.org/project/sentencepiece,2021-01-10 06:29:42.000000,240.0,700692.0,704813.0,https://anaconda.org/conda-forge/sentencepiece,2021-01-08 22:01:24.349000,26465.0,,,,,1.0,10257.0,,,,,,,,,,,,,,,,,,,,,
71,Optuna,optuna/optuna,,hyperopt,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000000,2021-02-04 14:19:14.000000,2021-02-04 06:23:15.000000,454,212.0,477.0,4031,8936.0,A hyperparameter optimization framework.,122.0,31,True,2021-02-01 06:18:14.000000,2.5.0,35.0,optuna,conda-forge/optuna,,,,983.0,931.0,https://pypi.org/project/optuna,2021-02-01 06:18:14.000000,52.0,128593.0,129773.0,https://anaconda.org/conda-forge/optuna,2021-02-02 01:24:13.010000,17711.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
72,Tablib,jazzband/tablib,,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2020-12-13 06:03:08.000000,2020-12-11 07:22:54.000000,559,34.0,197.0,3857,1123.0,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",110.0,31,True,2020-12-05 14:56:28.000000,3.0.0,38.0,tablib,conda-forge/tablib,,,,11638.0,9280.0,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,382888.0,383992.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,56350.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
73,tensorflow-probability,tensorflow/probability,,probabilistics,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000000,2021-02-04 12:26:58.000000,2021-02-04 01:10:36.000000,846,430.0,519.0,3222,10238.0,Probabilistic reasoning and statistical analysis in TensorFlow.,400.0,31,True,2020-12-29 18:40:25.000000,0.12.1,35.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],253.0,1.0,https://pypi.org/project/tensorflow-probability,2020-12-29 17:46:08.000000,252.0,274230.0,275474.0,https://anaconda.org/conda-forge/tensorflow-probability,2020-03-13 21:04:53.147000,29874.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
74,TensorFlow Datasets,tensorflow/datasets,,data-loading,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2021-02-04 09:36:21.000000,2021-02-04 09:03:27.000000,955,396.0,536.0,2654,3765.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",182.0,31,True,2021-01-07 09:50:58.000000,4.2.0,21.0,tensorflow-datasets,,,,['tensorflow'],3658.0,3556.0,https://pypi.org/project/tensorflow-datasets,2021-01-07 09:50:58.000000,102.0,382148.0,382148.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
75,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2021-02-01 12:18:27.000000,2021-01-30 17:17:39.000000,528,294.0,675.0,2454,1323.0,Python tools for geographic data.,131.0,31,True,2021-01-25 20:51:26.000000,0.8.2,36.0,geopandas,conda-forge/geopandas,,,['pandas'],8282.0,7116.0,https://pypi.org/project/geopandas,2021-01-25 20:51:23.000000,1166.0,338654.0,352849.0,https://anaconda.org/conda-forge/geopandas,2021-01-25 21:28:29.004000,836642.0,,,,,2.0,877.0,,,,,,,,,,,,,,,,,,,,,
