,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
38,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-05-05 20:52:36.000000,2025-05-05 20:52:36,5898.0,15.0,1668.0,187.0,5076.0,696.0,1243.0,6865.0,TensorFlows Visualization Toolkit.,326.0,43,True,2025-02-12 08:17:27.000,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],321125.0,318671.0,https://pypi.org/project/tensorboard,2025-02-12 08:17:27.000,2454.0,25952269.0,26045880.0,https://anaconda.org/conda-forge/tensorboard,2025-04-22 14:56:43.843,5523063.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
39,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-05-08 08:32:01.000000,2025-05-08 08:30:31,6461.0,59.0,8173.0,456.0,3295.0,95.0,9466.0,48949.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",284.0,42,True,2025-03-07 07:04:27.000,2.10.0,49.0,paddleocr,,,,['paddle'],5565.0,5430.0,https://pypi.org/project/paddleocr,2025-03-07 07:04:27.000,135.0,356752.0,390448.0,,,,,,,,1.0,1887026.0,,,,,,,,,,,,,,,,,,,,
40,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2025-04-22 14:57:24.136000,2023-01-30 18:15:21,1757.0,,8614.0,1057.0,1459.0,121.0,1726.0,35936.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,42,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,67573.0,66025.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,29669851.0,29676136.0,https://anaconda.org/conda-forge/gym,2025-04-22 14:57:24.136,383437.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-05-06 19:14:56.000000,2025-05-06 19:14:56,2833.0,36.0,3357.0,246.0,1054.0,669.0,1953.0,23833.0,A game theoretic approach to explain the output of any machine learning model.,267.0,42,True,2025-04-17 18:14:16.000,0.47.2,107.0,shap,conda-forge/shap,,,,32364.0,31405.0,https://pypi.org/project/shap,2025-04-17 18:14:16.000,959.0,7260131.0,7373168.0,https://anaconda.org/conda-forge/shap,2025-04-22 14:56:53.980,5990978.0,,,,,1.0,,,,,,,,shap/shap,,,,,,,,,,,,,
42,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-05-06 18:24:09.000000,2025-05-05 23:27:39,3161.0,166.0,3729.0,438.0,3754.0,338.0,2651.0,18901.0,Open standard for machine learning interoperability.,344.0,42,True,2024-10-01 21:45:45.000,1.17.0,35.0,onnx,conda-forge/onnx,,,,46548.0,45284.0,https://pypi.org/project/onnx,2024-10-01 21:45:45.000,1264.0,6839922.0,6869868.0,https://anaconda.org/conda-forge/onnx,2025-04-22 14:56:43.974,1751683.0,,,,,1.0,23441.0,,,,,,,,,,,,,,,,,,,,
43,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-05-06 17:12:56.000000,2025-05-03 01:58:14,3661.0,23.0,3873.0,436.0,3373.0,422.0,3129.0,17185.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",327.0,42,True,2025-02-15 04:02:50.000,4.6.0,39.0,lightgbm,conda-forge/lightgbm,,,,52695.0,51447.0,https://pypi.org/project/lightgbm,2025-02-15 04:02:50.000,1248.0,10607653.0,10673384.0,https://anaconda.org/conda-forge/lightgbm,2025-04-22 14:56:38.692,3513705.0,,,,,2.0,289746.0,,,,,,,,,,,,,,,,,,,,
44,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-05-07 08:47:14.000000,2025-05-07 08:45:35,1531.0,91.0,2641.0,251.0,735.0,177.0,1399.0,17117.0,Download market data from Yahoo! Finances API.,132.0,42,True,2025-05-07 08:47:14.000,0.2.59,131.0,yfinance,ranaroussi/yfinance,,,,77201.0,76244.0,https://pypi.org/project/yfinance,2025-05-07 08:47:14.000,957.0,3232179.0,3234309.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,98010.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-05-08 11:35:08.000000,2025-04-23 16:31:23,4050.0,62.0,7046.0,473.0,5571.0,1099.0,2589.0,16810.0,"Datasets, Transforms and Models specific to Computer Vision.",635.0,42,True,2025-04-23 16:03:55.000,0.22.0,51.0,torchvision,conda-forge/torchvision,,,['pytorch'],7068.0,21.0,https://pypi.org/project/torchvision,2025-04-23 14:41:49.000,7047.0,16865020.0,16917547.0,https://anaconda.org/conda-forge/torchvision,2025-04-22 14:56:44.476,2605526.0,,,,,1.0,40538.0,,,,,,,,,,,,,,,,,,,,
46,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-04-22 14:56:26.328000,2025-01-26 16:55:13,3242.0,,1949.0,260.0,1142.0,168.0,2460.0,13103.0,Statistical data visualization in Python.,215.0,42,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,658797.0,647954.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,23769598.0,23985243.0,https://anaconda.org/conda-forge/seaborn,2025-04-22 14:56:26.328,12722899.0,,,,,1.0,473.0,,,,,,,,,,,,,,,,,,,,
47,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-05-08 12:10:12.000000,2025-05-08 12:10:12,1737.0,75.0,1073.0,98.0,1744.0,120.0,1697.0,8691.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",342.0,42,True,2025-04-01 13:48:21.000,1.6.0,72.0,accelerate,conda-forge/accelerate,,,['pytorch'],92709.0,90714.0,https://pypi.org/project/accelerate,2025-04-01 11:53:01.000,1995.0,11402607.0,11411561.0,https://anaconda.org/conda-forge/accelerate,2025-04-22 14:58:02.306,385025.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-05-07 22:25:26.000000,2025-05-07 22:25:22,49418.0,354.0,1215.0,190.0,411.0,614.0,1829.0,8381.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1321.0,42,True,2025-04-13 10:45:50.000,1.2.8,114.0,catboost,conda-forge/catboost,,,,671.0,17.0,https://pypi.org/project/catboost,2025-04-13 10:12:07.000,654.0,2643353.0,2684720.0,https://anaconda.org/conda-forge/catboost,2025-04-22 14:56:50.403,2009449.0,,,,,2.0,382324.0,,,,,,,,,,,,,,,,,,,,
49,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-05-02 21:05:32.000000,2025-05-02 21:05:31,14330.0,51.0,2254.0,183.0,4648.0,809.0,2164.0,6242.0,Image processing in Python.,683.0,42,False,2025-02-18 18:05:27.000,0.25.2,74.0,scikit-image,conda-forge/scikit-image,,,,236413.0,229462.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,13051778.0,13185995.0,https://anaconda.org/conda-forge/scikit-image,2025-04-22 14:56:23.748,7918859.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-05-08 04:32:43.000000,2025-05-07 20:09:56,2765.0,91.0,4338.0,352.0,3282.0,1051.0,2029.0,38265.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",381.0,41,True,2025-04-18 15:37:44.000,0.16.7,106.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],13255.0,12983.0,https://pypi.org/project/deepspeed,2025-04-18 15:37:44.000,272.0,715447.0,715791.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,22072.0,1.0,,,,,,,,deepspeedai/DeepSpeed,,,,,,,,,,,,,
51,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-05-07 20:53:40.000000,2025-05-07 20:50:30,1452.0,68.0,3779.0,480.0,1441.0,254.0,2393.0,34755.0,A library for efficient similarity search and clustering of dense vectors.,220.0,41,True,2025-04-28 09:27:53.000,2.5.8,118.0,pymilvus,conda-forge/faiss,,,,5048.0,4793.0,https://pypi.org/project/pymilvus,2025-04-28 09:27:53.000,255.0,1788887.0,1831351.0,https://anaconda.org/conda-forge/faiss,2025-04-22 14:57:26.087,2505418.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
52,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-05-08 13:18:37.248831,2025-05-08 12:02:58,22288.0,540.0,3189.0,304.0,25356.0,732.0,12684.0,34655.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",313.0,41,True,2025-04-30 07:18:23.000,client/v2.5.3,118.0,pymilvus,,milvusdb/milvus,,,255.0,,https://pypi.org/project/pymilvus,2025-04-28 09:27:53.000,255.0,1788887.0,2809248.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-05-08 13:18:37.248831,80.0,68918140.0,1.0,349815.0,,,,,,,,,,,,,,,,,,,,
53,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-05-08 14:17:19.000000,2025-05-08 14:17:19,2727.0,33.0,4867.0,315.0,607.0,51.0,918.0,34065.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",170.0,41,True,2025-02-23 05:07:06.000,1.0.15,66.0,timm,conda-forge/timm,,,['pytorch'],56705.0,55604.0,https://pypi.org/project/timm,2025-02-23 05:05:53.000,1101.0,7374775.0,7488629.0,https://anaconda.org/conda-forge/timm,2025-04-22 14:57:29.925,378450.0,,,,,1.0,7727756.0,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,,,
54,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2025-04-19 19:47:43.000000,2025-04-19 19:47:43,2849.0,39.0,7590.0,609.0,2251.0,244.0,1596.0,26928.0,The fastai deep learning library.,674.0,41,True,2025-04-18 21:15:10.000,2.8.1,155.0,fastai,,,,['pytorch'],22648.0,22320.0,https://pypi.org/project/fastai,2025-04-18 21:15:10.000,328.0,530755.0,530755.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
55,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-05-05 23:17:15.000000,2025-05-05 23:17:13,1297.0,69.0,1681.0,126.0,1219.0,232.0,1007.0,14895.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,169.0,41,True,2025-04-29 01:37:09.000,2.0.6,86.0,albumentations,conda-forge/albumentations,,,['pytorch'],37448.0,36745.0,https://pypi.org/project/albumentations,2025-04-29 01:37:34.000,703.0,6362735.0,6367565.0,https://anaconda.org/conda-forge/albumentations,2025-04-22 14:57:06.407,280163.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
56,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-05-07 08:49:28.000000,2025-05-07 08:49:27,9404.0,18.0,1209.0,135.0,5586.0,260.0,4519.0,14433.0,Data Versioning and ML Experiments.,311.0,41,True,2025-05-06 10:58:56.000,3.59.2,544.0,dvc,conda-forge/dvc,,,,23218.0,23076.0,https://pypi.org/project/dvc,2025-05-06 10:58:56.000,142.0,674610.0,721907.0,https://anaconda.org/conda-forge/dvc,2025-05-06 12:44:09.242,2790535.0,,,,,1.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,,,
57,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-05-07 23:51:35.000000,2025-04-22 06:53:11,3873.0,11.0,802.0,137.0,1577.0,141.0,1944.0,9751.0,Declarative visualization library for Python.,176.0,41,True,2024-11-24 00:12:10.000,5.5.0,43.0,altair,conda-forge/altair,,,,228669.0,227753.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,28099653.0,28165533.0,https://anaconda.org/conda-forge/altair,2025-04-22 14:56:25.338,2701031.0,,,,,1.0,231.0,,,,,,,vega/altair,,,,,,,,,,,,,
58,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-05-05 17:12:01.000000,2025-05-05 13:59:46,10250.0,65.0,2073.0,223.0,4220.0,359.0,3106.0,9003.0,Bayesian Modeling and Probabilistic Programming in Python.,525.0,41,True,2025-04-03 15:02:31.000,5.21.2,100.0,pymc3,conda-forge/pymc3,,,,7092.0,6900.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,292670.0,303901.0,https://anaconda.org/conda-forge/pymc3,2025-04-22 14:56:28.348,661763.0,,,,,1.0,1971.0,,,,,,,,,,,,,,,,,,,,
59,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-05-08 11:22:19.000000,2025-05-08 11:22:19,5383.0,193.0,1525.0,106.0,4899.0,1117.0,1749.0,8373.0,A unified framework for machine learning with time series.,459.0,41,True,2025-04-12 14:37:46.000,0.37.0,89.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4521.0,4376.0,https://pypi.org/project/sktime,2025-04-12 14:37:46.000,145.0,987174.0,1011139.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-04-22 14:57:58.124,1102360.0,,,,,1.0,111.0,,,,,,,sktime/sktime,,,,,,,,,,,,,
60,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-05-06 09:43:18.000000,2025-05-06 09:43:10,2390.0,54.0,582.0,89.0,952.0,257.0,1041.0,4105.0,Manipulation and analysis of geometric objects.,169.0,41,True,2025-04-03 09:13:56.000,2.1.0,128.0,shapely,conda-forge/shapely,,,,109609.0,105686.0,https://pypi.org/project/shapely,2025-04-03 09:13:56.000,3923.0,45741735.0,45952023.0,https://anaconda.org/conda-forge/shapely,2025-04-22 14:56:20.144,11981395.0,,,,,1.0,3827.0,,,,,,,,,,,,,,,,,,,,
61,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-05-08 06:27:48.000000,2025-05-08 06:27:48,36777.0,278.0,13469.0,932.0,26524.0,1239.0,,24836.0,Apache Flink Python API.,2011.0,40,True,2025-02-12 19:13:03.000,1.19.2,52.0,apache-flink,,,,,56.0,21.0,https://pypi.org/project/apache-flink,2025-02-12 19:13:03.000,35.0,7746537.0,7746537.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
62,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-05-07 02:02:57.000000,2025-05-05 19:38:34,7801.0,95.0,3813.0,255.0,3467.0,1184.0,2711.0,22314.0,Graph Neural Network Library for PyTorch.,543.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],9582.0,9227.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,658653.0,661285.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-04-22 14:57:29.443,152661.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
63,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-05-05 22:12:05.000000,2025-04-27 18:08:38,6658.0,80.0,2114.0,199.0,1290.0,75.0,2306.0,14160.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,276.0,40,True,2025-02-05 14:46:22.000,0.15.1,35.0,flair,conda-forge/python-flair,,,['pytorch'],4122.0,3968.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,154.0,93549.0,94275.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,42129.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
64,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-05-03 15:17:38.000000,2025-05-03 15:17:38,8309.0,14.0,3419.0,480.0,749.0,46.0,2193.0,13981.0,A toolkit for making real world machine learning and data analysis applications in C++.,204.0,40,False,2025-04-19 23:36:04.000,19.24.8,40.0,dlib,conda-forge/dlib,,,,38139.0,37906.0,https://pypi.org/project/dlib,2025-04-19 23:36:04.000,233.0,216689.0,235809.0,https://anaconda.org/conda-forge/dlib,2025-04-22 14:56:27.771,1115464.0,,,,,2.0,25577.0,,,,,,,,,,,,,,,,,,,,
65,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-04-22 14:56:38.733000,2025-02-06 21:30:01,1425.0,,1722.0,253.0,745.0,475.0,1570.0,13384.0,Video editing with Python.,182.0,40,True,2025-01-10 11:54:12.000,2.1.2,89.0,moviepy,conda-forge/moviepy,,,,62928.0,61880.0,https://pypi.org/project/moviepy,2025-01-10 11:54:12.000,1048.0,3085506.0,3088693.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,299587.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
66,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-05-07 18:27:07.000000,2025-05-06 00:50:44,4162.0,115.0,1168.0,135.0,3397.0,333.0,1265.0,2160.0,A library for training and deploying machine learning models on Amazon SageMaker.,477.0,40,True,2025-05-07 18:27:07.000,2.243.4,631.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",6056.0,5872.0,https://pypi.org/project/sagemaker,2025-05-07 18:27:07.000,184.0,23841786.0,23868056.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-05-02 19:31:30.381,1497433.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
67,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2025-04-22 15:32:24.964000,2023-01-26 21:28:45,11896.0,,6788.0,1068.0,11124.0,1805.0,7758.0,20803.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",984.0,39,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],8022.0,7896.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,120.0,623736.0,624133.0,https://anaconda.org/anaconda/mxnet,2025-04-22 15:32:24.964,12047.0,,,,,2.0,28375.0,,,,,,,apache/mxnet,,,,,6.0,,,,,,,,
68,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-04-28 14:08:51.000000,2025-01-14 10:26:14,32383.0,,4773.0,360.0,6437.0,141.0,6644.0,20100.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21.000,3.6.21,374.0,rasa,,,,['tensorflow'],5263.0,5203.0,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,176554.0,176554.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
69,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-05-02 11:05:43.000000,2025-05-02 11:05:43,1996.0,155.0,2557.0,176.0,281.0,6.0,1179.0,18942.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",88.0,39,True,2024-08-17 07:30:49.000,0.0.93,92.0,deepface,,,,,7416.0,7372.0,https://pypi.org/project/deepface,2024-08-17 07:24:30.000,44.0,629494.0,629494.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
70,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-04-26 16:29:21.000000,2025-04-26 16:29:21,10505.0,70.0,1455.0,135.0,1355.0,146.0,1034.0,9793.0,A PyTorch-based Speech Toolkit.,257.0,39,True,2025-04-07 17:05:07.000,1.0.3,19.0,speechbrain,,,,['pytorch'],3512.0,3433.0,https://pypi.org/project/speechbrain,2025-04-07 17:17:04.000,79.0,1170508.0,1170508.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-04-22 14:57:31.323000,2025-03-18 16:33:44,1860.0,4.0,872.0,122.0,709.0,78.0,978.0,9664.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,106.0,39,True,2025-03-13 10:50:56.000,0.21.1,110.0,tokenizers,conda-forge/tokenizers,,,,167173.0,165879.0,https://pypi.org/project/tokenizers,2025-03-13 10:50:56.000,1294.0,52897000.0,52947326.0,https://anaconda.org/conda-forge/tokenizers,2025-04-22 14:57:31.323,2918901.0,,,,,1.0,74.0,,,,,,,,,,,,,,,,,,,,
72,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2025-05-08 15:04:17.000000,2025-05-07 19:21:39,23368.0,597.0,625.0,65.0,4251.0,577.0,1115.0,9459.0,"Visualize, create, and debug image and video datasets and model predictions.",153.0,39,True,2025-05-08 13:52:18.000,1.5.1,159.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",980.0,953.0,https://pypi.org/project/fiftyone,2025-05-08 13:42:02.000,27.0,121770.0,121770.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
73,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-05-08 13:18:07.000000,2025-04-22 15:51:39,1979.0,37.0,2230.0,161.0,952.0,96.0,1091.0,7120.0,Python Data. Leaflet.js Maps.,174.0,39,True,2025-02-27 20:00:19.000,0.19.5,39.0,folium,conda-forge/folium,,,,60441.0,59578.0,https://pypi.org/project/folium,2025-02-27 20:00:19.000,863.0,2164362.0,2236023.0,https://anaconda.org/conda-forge/folium,2025-04-22 14:56:20.778,3726385.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
