,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
40,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-05-18 11:51:05.000000,2023-05-18 11:51:05,8718.0,277.0,1058,135.0,4888.0,580.0,3714.0,11522,Data Version Control | Git for Data & Models | ML Experiments Management.,283.0,41,True,2023-05-18 08:05:40.587,2.57.2,427.0,dvc,conda-forge/dvc,,,,7527.0,7433.0,https://pypi.org/project/dvc,712086.0,750662.0,https://anaconda.org/conda-forge/dvc,2023-05-02 16:16:47.633,1533484.0,,,,,1.0,110047.0,2023-03-06 21:00:01.192,94.0,,,,,,,,dvc,dvc,dvc,,,,,,,,,
41,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-05-18 13:34:55.000000,2023-01-30 18:15:21,1757.0,,8421,1036.0,1441.0,52.0,1711.0,31618,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,44412.0,41737.0,https://pypi.org/project/gym,533604.0,539626.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,222818.0,,,,,1.0,,2022-10-04 23:58:42.348,2675.0,,,,,,,,,,,,,,,,,,,
42,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2023-05-16 14:32:54.000000,2023-05-12 12:28:30,5531.0,405.0,2006,200.0,1115.0,76.0,2063.0,12784,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,40,True,2023-03-30 15:49:56.000,0.12.2,30.0,flair,conda-forge/python-flair,,,['pytorch'],2551.0,2461.0,https://pypi.org/project/flair,76357.0,76884.0,https://anaconda.org/conda-forge/python-flair,2023-04-13 03:14:21.111,17945.0,,,,,1.0,,2022-05-20 04:39:30.000,90.0,,,,,,,,,,,,,,,,,,,
43,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-05-16 11:52:10.000000,2023-05-06 13:54:43,1752.0,52.0,818,107.0,1375.0,408.0,1111.0,3683,Python tools for geographic data.,199.0,40,True,2023-05-06 12:24:05.140,0.13.0,46.0,geopandas,conda-forge/geopandas,,,['pandas'],23657.0,22134.0,https://pypi.org/project/geopandas,4276486.0,4309260.0,https://anaconda.org/conda-forge/geopandas,2023-05-06 14:44:04.133,2816709.0,,,,,1.0,1830.0,2022-12-10 18:41:03.313,1523.0,,,,,,,,,,,,,,,,,,,
44,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-05-18 13:24:17.000000,2023-05-18 01:19:40,5304.0,147.0,688,58.0,4476.0,1389.0,2163.0,1463,A distributed task scheduler for Dask.,310.0,40,True,2023-05-12 15:55:44.393,2023.5.0,202.0,distributed,conda-forge/distributed,,,,29963.0,28692.0,https://pypi.org/project/distributed,4714111.0,4840639.0,https://anaconda.org/conda-forge/distributed,2023-05-12 17:03:02.764,10628360.0,,,,,1.0,,2023-01-27 23:28:03.605,1271.0,,,,,,,,,,,,,,,,,,,
45,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-17 09:58:33.000000,2023-03-28 21:27:25,2659.0,26.0,7361,613.0,2177.0,146.0,1573.0,23914,The fastai deep learning library.,654.0,39,True,2023-03-28 20:29:01.253,2.7.12,146.0,fastai,,,,['pytorch'],13772.0,13443.0,https://pypi.org/project/fastai,271104.0,271104.0,,,,,,,,2.0,,2023-02-15 02:49:01.880,329.0,,,,,,,,,,,,,,,,,,,
46,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-05-18 13:29:09.000000,2023-05-18 12:00:41,17102.0,564.0,2064,320.0,15295.0,490.0,7280.0,18663,"A cloud-native vector database, storage for next generation AI applications.",242.0,39,True,2023-05-02 12:50:11.000,2.2.8,100.0,pymilvus,,milvusdb/milvus,,,24.0,,https://pypi.org/project/pymilvus,557181.0,640254.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-05-18 11:40:04.470656,28.0,3498809.0,1.0,35551.0,2022-12-15 08:27:00.978,24.0,,,,,,,,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-05-18 11:02:38.000000,2023-05-18 08:08:31,8319.0,116.0,2071,198.0,3977.0,24.0,1826.0,18366,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-05-15 09:27:43.000,3.16.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,535.0,535.0,https://pypi.org/project/jina,211085.0,245213.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,44962.0,https://hub.docker.com/r/jinaai/jina,2023-05-18 08:21:07.173336,8.0,1243345.0,2.0,,,,,,,,,,,,,,,,,,,,,,
48,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-05-18 10:46:48.000000,2023-05-17 21:05:47,5129.0,346.0,1170,120.0,1794.0,315.0,1808.0,17609,"Wrap UIs around any model, share with anyone.",158.0,39,True,2023-05-16 23:59:01.443,3.31.0,467.0,gradio,,,,,96.0,,https://pypi.org/project/gradio,3815969.0,3815969.0,,,,,,,,1.0,,2023-02-20 00:20:01.258,96.0,-3.0,,,,,,,,,,,,,,,,,,
49,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-05-17 20:05:22.000000,2023-05-17 20:05:22,9513.0,128.0,1774,228.0,3588.0,191.0,2861.0,7560,Bayesian Modeling in Python.,455.0,39,True,2023-04-26 17:34:17.000,5.3.1,59.0,pymc3,conda-forge/pymc3,,,,1760.0,1511.0,https://pypi.org/project/pymc3,335997.0,342497.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,512153.0,,,,,1.0,1910.0,2022-03-15 10:10:19.000,249.0,,,,,,,,,,,,,,,,,,,
50,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-05-18 08:56:36.000000,2023-05-18 08:37:52,1666.0,18.0,2176,167.0,755.0,52.0,954.0,6234,Python Data. Leaflet.js Maps.,150.0,39,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,25741.0,24981.0,https://pypi.org/project/folium,775132.0,798058.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1971713.0,,,,,1.0,,2022-12-12 20:39:34.303,760.0,,,,,,,,,,,,,,,,,,,
51,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-05-18 01:38:04.735000,2023-05-17 23:16:59,5342.0,255.0,482,48.0,3082.0,600.0,1887.0,6058,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,147.0,39,True,2023-05-17 23:02:07.000,0.15.3,254.0,wandb,conda-forge/wandb,,,,23188.0,22735.0,https://pypi.org/project/wandb,2205233.0,2212122.0,https://anaconda.org/conda-forge/wandb,2023-05-18 01:38:04.735,234236.0,,,,,1.0,,2023-03-07 21:24:03.627,453.0,,,,,,,,,,,wandb/wandb,,,,,,,,
52,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-05-18 08:52:20.000000,2023-05-18 05:18:27,3069.0,195.0,976,131.0,2472.0,450.0,795.0,1835,A library for training and deploying machine learning models on Amazon SageMaker.,362.0,39,True,2023-05-17 02:30:02.098,2.156.0,507.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2652.0,2576.0,https://pypi.org/project/sagemaker,28517956.0,28532012.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-11-03 16:48:39.476,590391.0,,,,,1.0,,2023-01-31 01:06:02.086,76.0,,,,,,,,,,,,,,,,,,,
53,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-05-18 12:11:09.000000,2023-05-18 08:00:37,36746.0,871.0,25827,2050.0,41189.0,,,35761,Apache Spark Python API.,2872.0,38,True,,,31.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,24361931.0,24396289.0,https://anaconda.org/conda-forge/pyspark,2023-04-16 06:33:25.403,2542557.0,,,,,2.0,,,,-7.0,stable/spark,,,,,,,,,,,,,,,,,
54,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-05-18 08:51:39.000000,2023-05-16 21:57:19,1534.0,190.0,2935,278.0,1768.0,849.0,909.0,24755,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",193.0,38,True,2023-05-03 17:33:56.000,0.9.2,64.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1460.0,1419.0,https://pypi.org/project/deepspeed,323808.0,324218.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16421.0,1.0,,2023-01-17 18:45:01.408,41.0,,,,,,,,,,,,,,,,,,,
55,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-05-18 12:46:45.000000,2023-05-18 12:46:44,9259.0,443.0,2821,232.0,8901.0,610.0,5515.0,23146,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",872.0,38,True,2023-04-24 13:56:07.000,2.0.2,100.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],,,https://pypi.org/project/pytorch-lightning,4308885.0,4332208.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-04-24 18:49:45.463,802104.0,,,,,2.0,11777.0,,,,,,,,,,,,,,,,,,,,,
56,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-05-17 22:07:00.000000,2023-05-17 10:17:48,817.0,71.0,2937,448.0,727.0,314.0,1762.0,21766,A library for efficient similarity search and clustering of dense vectors.,130.0,38,True,2023-04-28 13:29:01.044,2.2.8,75.0,pymilvus,conda-forge/faiss,,,,1093.0,1069.0,https://pypi.org/project/pymilvus,557181.0,577747.0,https://anaconda.org/conda-forge/faiss,2023-01-10 05:31:46.982,740376.0,,,,,1.0,,2022-12-15 08:27:00.978,24.0,,,,,,,,,,,,,,,,,,,
57,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-05-15 07:24:27.000000,2023-01-26 21:28:45,11896.0,,6515,1082.0,11115.0,1795.0,7761.0,20408,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6388.0,6388.0,https://pypi.org/project/mxnet,372894.0,373347.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,9485.0,,,,,2.0,25925.0,,,,,,,,,,,,,apache/mxnet,,,,,,,,
58,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-05-16 08:57:12.000000,2022-06-16 14:46:20,2277.0,,2816,261.0,522.0,1568.0,633.0,19231,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:43:28.000,0.41.0,96.0,shap,conda-forge/shap,,,,11575.0,11194.0,https://pypi.org/project/shap,3887871.0,3921523.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1918171.0,,,,,1.0,,2022-06-16 00:43:28.000,381.0,,,,,,,,,,,,,,,,,,,
59,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-05-18 14:09:04.000000,2023-05-18 14:09:03,6676.0,287.0,3231,254.0,2016.0,690.0,2359.0,17644,Graph Neural Network Library for PyTorch.,414.0,38,True,2023-04-27 10:39:41.624,2.3.1,39.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],77.0,,https://pypi.org/project/torch-geometric,184273.0,184976.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-04-28 15:41:29.223,23931.0,,,,,1.0,,2022-12-01 06:49:00.984,77.0,,,,,,,,,,,,,,,,,,,
60,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-05-17 21:21:20.000000,2023-05-10 09:18:29,1319.0,21.0,2181,329.0,1550.0,337.0,1831.0,13284,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",167.0,38,True,2023-05-10 09:15:00.705,0.28.0,76.0,horovod,,,,,925.0,890.0,https://pypi.org/project/horovod,78959.0,78959.0,,,,,,,,1.0,,2022-06-21 09:28:07.000,35.0,,stable/horovod,,,,,,,,,,,,,,,,,
61,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2023-03-30 13:02:05.000000,2022-12-20 16:49:55,28132.0,,2511,549.0,4117.0,685.0,2087.0,9727,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,16696.0,13852.0,https://pypi.org/project/theano,230779.0,259198.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2330413.0,,,,,2.0,,2020-07-27 16:13:54.000,2844.0,,,,,,,,,,,,,,,,,,,
62,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-05-17 17:44:52.000000,2023-05-12 11:11:14,875.0,30.0,1887,224.0,405.0,179.0,906.0,9499,Download market data from Yahoo! Finances API.,80.0,38,True,2023-04-16 18:05:37.780,0.2.18,85.0,yfinance,ranaroussi/yfinance,,,,23079.0,22844.0,https://pypi.org/project/yfinance,637496.0,640960.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,76228.0,,,,,1.0,,2022-06-16 15:33:16.000,235.0,,,,,,,,,,,,,,,,,,,
63,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-05-18 09:08:57.000000,2023-05-17 00:19:35,2439.0,95.0,826,125.0,1511.0,239.0,543.0,8180,Differentiable Computer Vision Library.,217.0,38,True,2023-04-20 21:04:01.752,0.6.12,36.0,kornia,conda-forge/kornia,,,['pytorch'],4389.0,4294.0,https://pypi.org/project/kornia,2641280.0,2643505.0,https://anaconda.org/conda-forge/kornia,2023-04-21 03:46:10.761,79731.0,,,,,1.0,635.0,2022-12-21 21:48:01.308,95.0,,,,,,,,,,,,,,,,,,,
64,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-05-18 12:07:19.000000,2023-05-18 09:59:30,15851.0,681.0,821,123.0,3088.0,118.0,1302.0,8097,A hyperparameter optimization framework.,228.0,38,False,2023-04-06 07:39:03.000,3.1.1,58.0,optuna,conda-forge/optuna,,,,7759.0,7759.0,https://pypi.org/project/optuna,1522476.0,1532881.0,https://anaconda.org/conda-forge/optuna,2023-04-10 08:33:36.791,437045.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
65,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-05-18 13:50:56.000000,2023-05-18 11:04:10,3577.0,207.0,1073,106.0,2607.0,585.0,1111.0,6475,A unified framework for machine learning with time series.,254.0,38,True,2023-04-29 03:00:46.570,0.18.0,43.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1258.0,1217.0,https://pypi.org/project/sktime,1079989.0,1101859.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-05-14 14:53:16.872,481136.0,,,,,1.0,79.0,2023-01-30 10:01:15.197,41.0,,,,,,,,,,,sktime/sktime,,,,,,,,
66,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2023-05-17 17:12:23.000000,2023-05-16 17:31:56,8750.0,672.0,1493,149.0,1828.0,457.0,1188.0,4316,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",216.0,38,True,2022-12-01 14:00:47.111,2.7.1,608.0,deepchem,conda-forge/deepchem,,,['tensorflow'],208.0,200.0,https://pypi.org/project/deepchem,17693.0,20248.0,https://anaconda.org/conda-forge/deepchem,2022-12-02 15:08:43.839,99649.0,,,,,1.0,,2022-07-06 16:36:45.000,8.0,,,,,,,,,,,,,,,,,,,
67,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-05-18 11:01:33.000000,2023-05-17 16:18:09,17416.0,108.0,1194,86.0,7236.0,494.0,3994.0,2240,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,337.0,38,True,2023-05-10 15:42:01.798,1.4.0,71.0,mne,conda-forge/mne,,,,2933.0,2661.0,https://pypi.org/project/mne,62326.0,66200.0,https://anaconda.org/conda-forge/mne,2023-05-16 20:18:13.598,290572.0,,,,,1.0,,2022-12-22 16:38:01.174,272.0,,,,,,,,,,,,,,,,,,,
68,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-05-16 04:21:52.000000,2023-05-16 04:21:52,1479.0,28.0,253,32.0,449.0,82.0,464.0,1245,Python library for reading and writing image data.,100.0,38,True,2023-05-01 07:48:08.445,2.28.1,77.0,imageio,conda-forge/imageio,,,,92775.0,89872.0,https://pypi.org/project/imageio,15455033.0,15519783.0,https://anaconda.org/conda-forge/imageio,2023-05-02 12:56:29.829,4920237.0,,,,,1.0,618.0,2023-01-23 02:51:38.269,2903.0,,,,,,,,,,,,,,,,,,,
69,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-05-18 10:58:04.000000,2023-04-06 06:55:28,2539.0,48.0,8643,369.0,2884.0,758.0,6374.0,24207,OpenMMLab Detection Toolbox and Benchmark.,394.0,37,True,2023-04-06 07:30:01.752,3.0.0,50.0,mmdet,,,,['pytorch'],28.0,,https://pypi.org/project/mmdet,183232.0,183232.0,,,,,,,,1.0,,2022-06-01 16:40:25.000,28.0,,,,,,,,,,,,,,,,,,,
70,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-05-17 04:19:28.000000,2023-05-08 21:31:22,2288.0,5.0,5248,371.0,1253.0,885.0,2961.0,22057,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,414.0,37,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1476.0,1476.0,https://pypi.org/project/fairseq,488847.0,489779.0,https://anaconda.org/conda-forge/fairseq,2023-05-12 10:37:16.727,31546.0,,,,,1.0,307.0,,,,,,,,,,,,,,,,,,,,,
71,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-04-10 01:17:15.000000,2023-04-10 01:12:31,1618.0,35.0,2776,382.0,452.0,4.0,1716.0,13533,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59.000,2.0.3,71.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3327.0,3087.0,https://pypi.org/project/pyecharts,95201.0,95201.0,,,,,,,,2.0,,2023-01-09 20:22:33.734,240.0,,,,,,,,,,,,,,,,,,,
72,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-05-18 11:07:03.000000,2023-05-18 11:06:43,2987.0,101.0,1786,284.0,3469.0,276.0,1645.0,12885,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",190.0,37,True,2023-05-16 23:50:39.741,2.10.1,54.0,nni,,,,,428.0,390.0,https://pypi.org/project/nni,15587.0,15587.0,,,,,,,,1.0,,2022-11-14 11:09:01.154,38.0,,,,,,,,,,,,,,,,,,,
73,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-05-18 14:23:20.000000,2023-05-18 12:28:43,3037.0,190.0,2732,169.0,3492.0,313.0,1898.0,11738,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",259.0,37,True,2023-05-05 08:50:34.000,1.1.0,31.0,dgl,,,,,91.0,91.0,https://pypi.org/project/dgl,68674.0,68674.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
74,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-05-09 01:10:09.000000,2023-04-22 12:27:35,1090.0,3.0,1362,248.0,640.0,322.0,995.0,10465,Video editing with Python.,156.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,25572.0,24702.0,https://pypi.org/project/moviepy,1247617.0,1250151.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,177407.0,,,,,1.0,,2020-10-05 00:26:29.000,870.0,,,,,,,,,,,,,,,,,,,
75,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-05-17 18:09:52.000000,2023-05-16 20:50:49,10365.0,63.0,1923,351.0,3348.0,137.0,1120.0,8215,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,329.0,37,True,2023-03-15 21:02:03.563,9.8.0,28.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,32.0,,https://pypi.org/project/vowpalwabbit,84330.0,86821.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-03-15 10:43:24.558,114592.0,,,,,2.0,,2022-11-09 15:43:07.686,32.0,,,,,,,,,,,,,,,,,,,
76,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-05-14 14:35:39.000000,2023-05-14 14:35:14,877.0,44.0,948,116.0,249.0,13.0,602.0,7413,Unsupervised text tokenizer for Neural Network-based text generation.,76.0,37,True,2023-05-02 04:26:07.683,0.1.99,34.0,sentencepiece,conda-forge/sentencepiece,,,,29955.0,29333.0,https://pypi.org/project/sentencepiece,10348066.0,10361453.0,https://anaconda.org/conda-forge/sentencepiece,2023-02-15 11:50:30.178,439046.0,,,,,1.0,27065.0,2022-08-07 07:57:04.639,622.0,,,,,,,,,,,,,,,,,,,
