,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
38,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-01-19 10:09:46.000000,2023-01-19 10:09:45,8316.0,260.0,1019,137.0,4494.0,622.0,3463.0,10931,Data Version Control | Git for Data & Models | ML Experiments Management.,276.0,41,True,2023-01-11 01:15:03.629,2.41.1,401.0,dvc,conda-forge/dvc,,,,6070.0,6023.0,https://pypi.org/project/dvc,2022-07-05 20:50:17.000,47.0,1588156.0,1626175.0,https://anaconda.org/conda-forge/dvc,2022-12-16 11:26:34.758,1374848.0,,,,,1.0,116284.0,,,,,,,,dvc,dvc,dvc,,,,,,,,,,
39,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-01-10 04:23:43.036000,2022-10-25 17:01:14,1755.0,1.0,8137,1005.0,1433.0,33.0,1701.0,29738,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,38605.0,36135.0,https://pypi.org/project/gym,2022-06-07 21:55:01.000,2470.0,826251.0,831771.0,https://anaconda.org/conda-forge/gym,2023-01-10 04:23:43.036,182189.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
40,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-01-19 11:16:57.000000,2023-01-19 00:50:09,5197.0,163.0,1992,287.0,2925.0,599.0,2376.0,22213,Streamlit The fastest way to build data apps in Python.,164.0,40,True,2023-01-12 20:46:01.810,1.17.0,192.0,streamlit,,,,,982.0,561.0,https://pypi.org/project/streamlit,2022-07-27 21:22:03.770,421.0,924246.0,924246.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
41,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-01-18 00:24:59.000000,2023-01-18 00:24:59,6521.0,82.0,1834,411.0,882.0,740.0,729.0,17956,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",132.0,40,True,2022-12-12 16:06:19.000,2.7.1,156.0,dash,conda-forge/dash,,,,40887.0,39670.0,https://pypi.org/project/dash,2022-06-13 18:17:06.000,1217.0,909817.0,923722.0,https://anaconda.org/conda-forge/dash,2022-12-13 01:45:25.956,778722.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-01-19 13:58:26.000000,2023-01-19 10:49:10,8154.0,199.0,2012,185.0,3790.0,41.0,1740.0,17158,Build multimodal AI services via cloud native technologies Neural Search Generative AI Cloud Native.,162.0,40,True,2023-01-02 17:00:34.299,3.13.2,2224.0,jina,conda-forge/jina-core,jinaai/jina,,,443.0,441.0,https://pypi.org/project/jina,2022-07-06 04:21:41.000,2.0,67182.0,103130.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,35678.0,https://hub.docker.com/r/jinaai/jina,2023-01-19 13:20:43.544281,7.0,1180173.0,2.0,,,,,,,,,,,,,,,,,,,,,
43,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-01-19 13:55:44.000000,2023-01-19 12:42:13,31007.0,268.0,4199,347.0,5277.0,111.0,6638.0,15364,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",571.0,40,True,2023-01-18 15:31:04.000,3.5.0a1.dev1,285.0,rasa,,,,['tensorflow'],2972.0,2912.0,https://pypi.org/project/rasa,2022-07-06 04:02:56.000,60.0,91143.0,91143.0,,,,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,
44,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-01-19 13:50:58.000000,2023-01-19 12:47:04,3365.0,105.0,695,149.0,1088.0,253.0,1495.0,8008,Declarative statistical visualization library for Python.,150.0,40,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,42560.0,42216.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,9949727.0,9969827.0,https://anaconda.org/conda-forge/altair,2023-01-16 12:29:21.431,1567803.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
45,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2023-01-19 14:31:37.000000,2023-01-19 11:41:26,14869.0,725.0,797,120.0,2900.0,100.0,1246.0,7460,A hyperparameter optimization framework.,227.0,40,True,2023-01-18 05:41:08.855,3.1.0,56.0,optuna,conda-forge/optuna,,,,5592.0,5352.0,https://pypi.org/project/optuna,2022-06-13 05:39:20.000,240.0,1534955.0,1544908.0,https://anaconda.org/conda-forge/optuna,2022-12-20 01:55:52.642,378246.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-01-19 13:31:27.000000,2023-01-18 13:17:06,5129.0,155.0,671,59.0,4270.0,1320.0,2076.0,1436,A distributed task scheduler for Dask.,305.0,40,True,2023-01-13 20:56:03.357,2023.1.0,192.0,distributed,conda-forge/distributed,,,,27783.0,26598.0,https://pypi.org/project/distributed,2022-06-24 16:00:19.000,1185.0,4600549.0,4715476.0,https://anaconda.org/conda-forge/distributed,2023-01-13 21:39:17.663,9194185.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-01-17 22:58:55.000000,2023-01-17 22:58:55,2614.0,42.0,7327,611.0,2155.0,132.0,1566.0,23272,The fastai deep learning library.,647.0,39,True,2022-11-02 03:05:36.811,2.7.10,144.0,fastai,,,,['pytorch'],12456.0,12155.0,https://pypi.org/project/fastai,2022-07-04 04:05:22.000,301.0,389592.0,389592.0,,,,,,,,2.0,,-1.0,,,,,,,,,,,,,,,,,,,
48,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-01-15 22:38:02.000000,2023-01-15 06:53:56,1675.0,94.0,3828,292.0,299.0,97.0,570.0,23089,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",91.0,39,True,2022-11-23 22:11:26.000,0.6.12,39.0,timm,conda-forge/timm,,,['pytorch'],7269.0,7163.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,106.0,1304132.0,1370178.0,https://anaconda.org/conda-forge/timm,2022-11-24 16:33:10.061,43660.0,,,,,1.0,2842024.0,,,,,,,,,,,,,,,,,,,,
49,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-01-19 10:32:17.000000,2023-01-05 07:27:03,2173.0,29.0,8228,364.0,2680.0,631.0,6123.0,22703,OpenMMLab Detection Toolbox and Benchmark.,384.0,39,True,2023-01-05 10:45:00.913,2.27.0,45.0,mmdet,,,,['pytorch'],857.0,847.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,10.0,78911.0,78911.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
50,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-01-12 15:32:37.000000,2023-01-12 15:31:22,11895.0,2.0,6881,1089.0,11104.0,1787.0,7755.0,20241,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",980.0,39,True,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],4043.0,3753.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,285.0,617186.0,617650.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,8783.0,,,,,2.0,25729.0,,,,,,,,,,,apache/mxnet,5.0,,,,,,,,
51,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2023-01-08 21:29:16.000000,2023-01-06 10:36:12,1216.0,75.0,1419,150.0,589.0,138.0,497.0,10039,Create HTML profiling reports from pandas DataFrame objects.,106.0,39,True,2023-01-02 21:54:41.797,3.6.2,38.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",10629.0,10465.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,993403.0,997651.0,https://anaconda.org/conda-forge/pandas-profiling,2023-01-02 15:57:51.198,327126.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
52,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-01-19 04:21:04.000000,2023-01-14 22:58:53,746.0,215.0,1777,210.0,349.0,216.0,732.0,8535,Download market data from Yahoo! Finances API.,72.0,39,True,2023-01-14 23:03:01.670,0.2.4,66.0,yfinance,ranaroussi/yfinance,,,,16666.0,16523.0,https://pypi.org/project/yfinance,2022-06-16 15:33:16.000,143.0,551371.0,555234.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,69540.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
53,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-01-18 19:16:25.000000,2023-01-14 01:27:44,9341.0,173.0,1711,225.0,3435.0,169.0,2767.0,7266,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with PyTensor.,434.0,39,True,2022-12-21 09:52:07.000,5.0.1,52.0,pymc3,conda-forge/pymc3,,,,1285.0,1047.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,238.0,340465.0,346944.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,484541.0,,,,,1.0,1905.0,,,,,,,,,,,,,,,,,,,,
54,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-01-17 23:08:27.000000,2023-01-11 14:12:45,1634.0,83.0,2156,164.0,730.0,45.0,924.0,6065,Python Data. Leaflet.js Maps.,148.0,39,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,21378.0,20703.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,675.0,792165.0,810925.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1538341.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-01-14 09:28:52.000000,2022-06-16 14:46:20,2277.0,,2697,264.0,506.0,1512.0,627.0,18351,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:31:04.000,0.41.0,95.0,shap,conda-forge/shap,,,,8449.0,8174.0,https://pypi.org/project/shap,2022-06-16 00:43:28.000,275.0,6198801.0,6231373.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1726361.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
56,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-01-19 13:43:53.000000,2023-01-19 13:41:45,6221.0,276.0,3026,250.0,1531.0,693.0,2239.0,16568,Graph Neural Network Library for PyTorch.,363.0,38,True,2022-12-01 07:31:52.000,2.2.0,36.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],50.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,50.0,73530.0,74048.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-01-04 22:19:58.105,15546.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
57,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-01-19 13:37:54.236426,2023-01-19 13:31:44,16402.0,593.0,1932,307.0,13935.0,341.0,6562.0,14749,Vector database for scalable similarity search and AI applications.,230.0,38,True,2022-12-22 11:00:02.000,2.2.2,100.0,pymilvus,,milvusdb/milvus,,,17.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,236409.0,305976.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-01-19 13:37:54.236426,23.0,2675345.0,1.0,26843.0,,,,,,,,,,,,,,,,,,,,
58,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2023-01-19 08:37:35.000000,2023-01-19 08:26:02,4972.0,188.0,1960,204.0,1019.0,96.0,1977.0,12380,A very simple framework for state-of-the-art Natural Language Processing (NLP).,238.0,38,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,,,['pytorch'],1900.0,1824.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,76.0,73960.0,74467.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,15233.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-01-18 21:48:11.000000,2023-01-04 12:38:36,8139.0,15.0,3159,475.0,599.0,38.0,2063.0,11661,A toolkit for making real world machine learning and data analysis applications in C++.,180.0,38,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,18382.0,17613.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,106292.0,113422.0,https://anaconda.org/conda-forge/dlib,2022-12-03 02:02:47.387,520979.0,,,,,2.0,25141.0,,,,,,,,,,,,,,,,,,,,
60,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-12-20 16:49:55.000000,2022-12-20 16:49:55,28132.0,5.0,2509,551.0,4116.0,679.0,2086.0,9648,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,16219.0,13381.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,256003.0,285332.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2287722.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
61,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-01-19 04:40:22.000000,2023-01-13 09:57:41,1687.0,59.0,776,107.0,1306.0,401.0,1075.0,3498,Python tools for geographic data.,188.0,38,True,2022-12-10 18:41:03.313,0.12.2,45.0,geopandas,conda-forge/geopandas,,,['pandas'],19178.0,17933.0,https://pypi.org/project/geopandas,2022-06-21 06:10:17.000,1245.0,2471112.0,2500307.0,https://anaconda.org/conda-forge/geopandas,2022-12-10 19:00:54.177,2392262.0,,,,,1.0,1721.0,,,,,,,,,,,,,,,,,,,,
62,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-01-17 16:32:42.000000,2023-01-14 18:49:00,2160.0,68.0,506,84.0,689.0,202.0,817.0,3144,Manipulation and analysis of geometric objects.,143.0,38,True,2022-12-12 13:18:01.253,2.0.0,115.0,shapely,conda-forge/shapely,,,,37695.0,37695.0,https://pypi.org/project/shapely,2022-08-03 10:59:58.000,,7422015.0,7482862.0,https://anaconda.org/conda-forge/shapely,2022-12-12 15:00:24.005,5291565.0,,,,,1.0,384.0,,,,,,,,,,,,,,,,,,,,
63,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2023-01-18 23:35:03.000000,2023-01-18 16:44:47,3657.0,46.0,496,152.0,1018.0,133.0,1494.0,1867,Rasterio reads and writes geospatial raster datasets.,141.0,38,True,2022-11-17 03:51:43.000,1.3.4,144.0,rasterio,conda-forge/rasterio,,,,7096.0,6295.0,https://pypi.org/project/rasterio,2022-07-06 00:22:41.000,801.0,740359.0,764868.0,https://anaconda.org/conda-forge/rasterio,2022-11-17 03:45:10.234,2009123.0,,,,,1.0,766.0,,,,,,,,,,,,,,,,,,,,
64,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-01-19 12:50:18.000000,2023-01-09 02:50:57,1446.0,18.0,239,31.0,422.0,76.0,436.0,1187,Python library for reading and writing image data.,95.0,38,True,2023-01-09 21:43:50.394,2.24.0,70.0,imageio,conda-forge/imageio,,,,79625.0,76976.0,https://pypi.org/project/imageio,2022-05-30 03:37:43.000,2649.0,11236812.0,11295029.0,https://anaconda.org/conda-forge/imageio,2023-01-09 12:12:34.216,4190989.0,,,,,1.0,453.0,,,,,,,,,,,,,,,,,,,,
65,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-01-19 14:14:31.000000,2023-01-19 14:14:31,5974.0,82.0,5716,402.0,2457.0,1386.0,4993.0,27738,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",142.0,37,True,2022-08-24 09:04:27.000,2.6.0,34.0,paddleocr,,,,['paddle'],1090.0,1081.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,9.0,37953.0,37953.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
66,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-01-13 14:49:21.000000,2023-01-13 14:46:58,726.0,46.0,2763,448.0,629.0,271.0,1726.0,18908,A library for efficient similarity search and clustering of dense vectors.,120.0,37,True,2022-12-15 08:27:00.978,2.2.1,67.0,pymilvus,conda-forge/faiss,,,,886.0,869.0,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,17.0,236409.0,255719.0,https://anaconda.org/conda-forge/faiss,2023-01-10 05:31:46.982,617921.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
67,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-01-08 05:46:25.000000,2023-01-08 05:45:53,1583.0,24.0,2756,382.0,441.0,4.0,1662.0,13127,Python Echarts Plotting Library.,38.0,37,True,2023-01-09 20:22:33.734,2.0.1,69.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2970.0,2750.0,https://pypi.org/project/pyecharts,2021-11-16 06:27:35.000,220.0,98766.0,98766.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
68,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-01-18 18:43:02.000000,2023-01-16 09:56:31,1282.0,21.0,2145,331.0,1507.0,342.0,1786.0,12962,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",163.0,37,True,2022-10-14 08:23:01.251,0.26.1,74.0,horovod,,,,,780.0,750.0,https://pypi.org/project/horovod,2022-06-21 09:28:07.000,30.0,69461.0,69461.0,,,,,,,,1.0,,,stable/horovod,,,,,,,,,,,,,,,,,,
69,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-01-19 14:30:11.000000,2023-01-19 14:28:04,2790.0,247.0,2648,174.0,3217.0,345.0,1741.0,10996,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",244.0,37,True,2022-09-20 07:13:00.000,0.9.1,441.0,dgl,,,,,94.0,48.0,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,46.0,34770.0,34770.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
70,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-01-17 15:09:12.000000,2022-10-10 15:42:36,1084.0,,1305,246.0,625.0,273.0,983.0,10013,Video editing with Python.,152.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,21549.0,20767.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,782.0,503813.0,506110.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,151659.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2023-01-19 13:01:04.000000,2023-01-13 09:11:41,5830.0,113.0,2683,240.0,1301.0,828.0,3401.0,8719,Open-source simulator for autonomous driving research.,151.0,37,True,2022-12-24 18:31:33.838,0.9.14,25.0,carla,,,,,332.0,329.0,https://pypi.org/project/carla,2021-11-17 08:28:27.000,3.0,22229.0,22229.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-01-19 01:14:17.000000,2023-01-17 20:41:29,10275.0,185.0,1819,357.0,3242.0,135.0,1102.0,8111,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,325.0,37,True,2022-11-09 15:43:07.686,9.6.0,26.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,31.0,,https://pypi.org/project/vowpalwabbit,2022-04-06 16:26:31.000,31.0,139189.0,141505.0,https://anaconda.org/conda-forge/vowpalwabbit,2022-11-09 21:04:39.465,97277.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
73,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-01-19 13:36:59.000000,2023-01-17 10:36:05,4421.0,290.0,1549,126.0,821.0,267.0,1639.0,6803,"An open-source, low-code machine learning library in Python.",110.0,37,True,2022-04-10 22:13:37.000,2.3.10,87.0,pycaret,conda-forge/pycaret,,,,3051.0,3038.0,https://pypi.org/project/pycaret,2022-06-06 15:35:50.000,13.0,728578.0,729498.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,26121.0,,,,,1.0,622.0,,,,,,,,,,,,,,,,,,,,
74,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-01-19 11:16:45.000000,2023-01-18 00:48:52,5010.0,144.0,406,38.0,2607.0,602.0,1602.0,5330,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,136.0,37,True,2023-01-12 19:45:02.326,0.13.9,243.0,wandb,conda-forge/wandb,,,,15746.0,15475.0,https://pypi.org/project/wandb,2022-07-05 19:33:55.000,271.0,1337889.0,1342733.0,https://anaconda.org/conda-forge/wandb,2023-01-13 12:40:27.698,145335.0,,,,,1.0,,,,,,,,,,,,wandb/wandb,,,,,,,,,
