,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,dnf_id,yay_id,snap_id,new_addition
41,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-05-18 13:34:55.000000,2023-01-30 18:15:21,1757.0,,8452,1038.0,1441.0,52.0,1711.0,32069,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,45200.0,42517.0,https://pypi.org/project/gym,487484.0,493440.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,226347.0,,,,,1.0,,2022-10-04 23:58:42.348,2683.0,,,,,,,,,,,,,,,,,,
42,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-06-01 12:58:34.000000,2023-05-25 15:50:03,4469.0,39.0,4136,432.0,1671.0,367.0,1436.0,14368,Topic Modelling for Humans.,446.0,40,True,2022-12-21 00:42:57.000,4.3.0,42.0,gensim,conda-forge/gensim,,,,46441.0,46441.0,https://pypi.org/project/gensim,3822488.0,3837974.0,https://anaconda.org/conda-forge/gensim,2023-03-28 02:35:38.702,1065267.0,,,,,1.0,4370.0,,,,,,,,,,,,,,,,,,,,
43,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2023-05-25 18:08:34.000000,2023-05-12 12:28:30,5531.0,258.0,2006,200.0,1121.0,76.0,2071.0,12836,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,40,True,2023-03-30 15:49:56.000,0.12.2,30.0,flair,conda-forge/python-flair,,,['pytorch'],2596.0,2506.0,https://pypi.org/project/flair,75400.0,75924.0,https://anaconda.org/conda-forge/python-flair,2023-04-13 03:14:21.111,18358.0,,,,,1.0,,2022-05-20 04:39:30.000,90.0,,,,,,,,,,,,,,,,,,
44,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-05-31 20:10:55.000000,2023-05-27 01:55:41,1754.0,47.0,818,107.0,1384.0,408.0,1113.0,3703,Python tools for geographic data.,200.0,40,True,2023-05-06 12:24:05.140,0.13.0,46.0,geopandas,conda-forge/geopandas,,,['pandas'],24204.0,22662.0,https://pypi.org/project/geopandas,4796215.0,4829110.0,https://anaconda.org/conda-forge/geopandas,2023-05-06 14:44:04.133,2859905.0,,,,,1.0,1927.0,2022-12-10 18:41:03.313,1542.0,,,,,,,,,,,,,,,,,,
45,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-06-01 10:19:49.000000,2023-05-31 19:13:25,5323.0,133.0,693,58.0,4494.0,1388.0,2171.0,1468,A distributed task scheduler for Dask.,310.0,40,True,2023-05-26 20:10:45.778,2023.5.1,203.0,distributed,conda-forge/distributed,,,,30278.0,29004.0,https://pypi.org/project/distributed,4848231.0,4975271.0,https://anaconda.org/conda-forge/distributed,2023-05-26 21:16:58.434,10798438.0,,,,,1.0,,2023-01-27 23:28:03.605,1274.0,,,,,,,,,,,,,,,,,,
46,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-26 22:59:26.000000,2023-05-26 22:59:26,2668.0,25.0,7361,613.0,2179.0,145.0,1575.0,23969,The fastai deep learning library.,654.0,39,True,2023-03-28 20:29:01.253,2.7.12,146.0,fastai,,,,['pytorch'],13960.0,13627.0,https://pypi.org/project/fastai,295184.0,295184.0,,,,,,,,2.0,,2023-02-15 02:49:01.880,333.0,,,,,,,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-05-31 13:11:47.000000,2023-05-31 06:12:02,8331.0,104.0,2074,199.0,3990.0,19.0,1835.0,18474,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-05-23 15:01:26.000,3.16.1,100.0,jina,conda-forge/jina-core,jinaai/jina,,,597.0,597.0,https://pypi.org/project/jina,395259.0,428647.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,46295.0,https://hub.docker.com/r/jinaai/jina,2023-05-29 16:39:27.062616,8.0,1247366.0,2.0,,,,,,,,,,,,,,,,,,,,,
48,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-06-01 09:42:29.000000,2023-05-29 03:26:54,15950.0,636.0,823,123.0,3108.0,116.0,1309.0,8155,A hyperparameter optimization framework.,230.0,39,False,2023-05-30 05:59:24.000,3.2.0,59.0,optuna,conda-forge/optuna,,,,8036.0,8036.0,https://pypi.org/project/optuna,1561043.0,1571364.0,https://anaconda.org/conda-forge/optuna,2023-05-30 09:42:55.678,443815.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
49,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-06-01 13:08:45.000000,2023-05-30 09:42:52,9522.0,114.0,1788,227.0,3604.0,192.0,2866.0,7596,Bayesian Modeling in Python.,455.0,39,True,2023-05-30 09:43:35.000,5.4.1,61.0,pymc3,conda-forge/pymc3,,,,1816.0,1567.0,https://pypi.org/project/pymc3,389502.0,395966.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,515751.0,,,,,1.0,1911.0,2022-03-15 10:10:19.000,249.0,,,,,,,,,,,,,,,,,,
50,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-06-01 00:22:08.000000,2023-05-31 19:55:51,5375.0,242.0,482,48.0,3127.0,617.0,1901.0,6130,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,147.0,39,True,2023-05-17 23:02:07.000,0.15.3,254.0,wandb,conda-forge/wandb,,,,24183.0,23722.0,https://pypi.org/project/wandb,2335167.0,2342239.0,https://anaconda.org/conda-forge/wandb,2023-05-18 01:38:04.735,247523.0,,,,,1.0,,2023-03-07 21:24:03.627,461.0,,,,,,,,,,,wandb/wandb,,,,,,,
51,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-06-01 14:14:43.000000,2023-06-01 08:26:49,36910.0,869.0,25857,2042.0,41395.0,,,35873,Apache Spark Python API.,2880.0,38,True,,,31.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,24515351.0,24549655.0,https://anaconda.org/conda-forge/pyspark,2023-04-16 06:33:25.403,2572832.0,,,,,2.0,,,,,,,,,,,,,stable/spark,,,,,,,,
52,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-05-31 17:03:45.000000,2023-05-31 17:03:41,2306.0,22.0,5605,411.0,1275.0,912.0,2990.0,25973,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,417.0,38,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1550.0,1550.0,https://pypi.org/project/fairseq,548220.0,549185.0,https://anaconda.org/conda-forge/fairseq,2023-05-12 10:37:16.727,33616.0,,,,,1.0,314.0,,,,,,,,,,,,,,,,,,,,
53,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-06-01 13:06:06.000000,2023-05-31 18:00:57,1548.0,186.0,2913,280.0,1807.0,739.0,938.0,25308,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",198.0,38,True,2023-05-03 17:33:56.000,0.9.2,48.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1551.0,1551.0,https://pypi.org/project/deepspeed,299273.0,299676.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16553.0,1.0,,,,,,,,,,,,,,,,,,,,,
54,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-05-31 20:41:10.000000,2023-05-31 20:00:30,827.0,71.0,2885,449.0,736.0,292.0,1787.0,22136,A library for efficient similarity search and clustering of dense vectors.,130.0,38,True,2023-04-20 13:45:29.000,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,1111.0,1111.0,https://pypi.org/project/pymilvus,523492.0,544027.0,https://anaconda.org/conda-forge/faiss,2023-05-29 16:35:58.793,759828.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-05-15 07:24:27.000000,2023-01-26 21:28:45,11896.0,,6872,1082.0,11115.0,1794.0,7762.0,20417,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-10-24 07:38:03.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6467.0,6462.0,https://pypi.org/project/mxnet,339269.0,339719.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,9541.0,,,,,2.0,26093.0,,,,,,,,,,,,,apache/mxnet,5.0,,,,,,
56,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-06-01 11:50:52.000000,2022-06-16 14:46:20,2277.0,,2829,261.0,526.0,1576.0,634.0,19342,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:43:28.000,0.41.0,96.0,shap,conda-forge/shap,,,,11953.0,11562.0,https://pypi.org/project/shap,3827978.0,3861334.0,https://anaconda.org/conda-forge/shap,2023-05-20 07:01:50.614,1934680.0,,,,,1.0,,2022-06-16 00:43:28.000,391.0,,,,,,,,,,,,,,,,,,
57,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-06-01 13:51:33.000000,2023-06-01 13:51:32,1321.0,21.0,2189,332.0,1554.0,343.0,1833.0,13315,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",167.0,38,True,2023-05-10 09:15:00.705,0.28.0,76.0,horovod,,,,,944.0,909.0,https://pypi.org/project/horovod,72719.0,72719.0,,,,,,,,1.0,,2022-06-21 09:28:07.000,35.0,,,,,,,,,,stable/horovod,,,,,,,,
58,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-05-31 20:51:17.000000,2023-05-23 16:11:31,878.0,32.0,1833,221.0,408.0,168.0,913.0,9579,Download market data from Yahoo! Finances API.,80.0,38,True,2023-04-16 18:04:55.000,0.2.18,54.0,yfinance,ranaroussi/yfinance,,,,23453.0,23453.0,https://pypi.org/project/yfinance,638058.0,641395.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,76772.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-06-01 04:25:49.000000,2023-05-30 20:32:55,2444.0,83.0,838,125.0,1519.0,247.0,546.0,8234,Differentiable Computer Vision Library.,218.0,38,True,2023-04-20 21:04:01.752,0.6.12,36.0,kornia,conda-forge/kornia,,,['pytorch'],4633.0,4532.0,https://pypi.org/project/kornia,2704510.0,2706732.0,https://anaconda.org/conda-forge/kornia,2023-04-21 03:46:10.761,81807.0,,,,,1.0,653.0,2022-12-21 21:48:01.308,101.0,,,,,,,,,,,,,,,,,,
60,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-05-31 21:22:11.000000,2023-05-31 21:22:09,3615.0,227.0,1094,106.0,2642.0,588.0,1119.0,6512,A unified framework for machine learning with time series.,259.0,38,True,2023-05-31 23:55:41.939,0.19.1,46.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1317.0,1273.0,https://pypi.org/project/sktime,1356767.0,1379442.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-05-31 12:50:59.857,521509.0,,,,,1.0,80.0,2023-01-30 10:01:15.197,44.0,,,,,,,,,,,sktime/sktime,,,,,,,
61,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-05-28 19:34:26.000000,2023-05-24 13:16:11,1672.0,24.0,2176,167.0,759.0,52.0,957.0,6262,Python Data. Leaflet.js Maps.,151.0,38,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,26318.0,25548.0,https://pypi.org/project/folium,731803.0,754985.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,2016905.0,,,,,1.0,,2022-12-12 20:39:34.303,770.0,,,,,,,,,,,,,,,,,,
62,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-06-01 12:02:15.000000,2023-05-31 09:10:41,17425.0,101.0,1194,86.0,7246.0,494.0,3998.0,2250,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,339.0,38,True,2023-05-10 15:42:01.798,1.4.0,71.0,mne,conda-forge/mne,,,,2983.0,2711.0,https://pypi.org/project/mne,62925.0,66799.0,https://anaconda.org/conda-forge/mne,2023-05-16 20:18:13.598,294454.0,,,,,1.0,,2022-12-22 16:38:01.174,272.0,,,,,,,,,,,,,,,,,,
63,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2023-06-01 10:19:49.402000,2023-05-31 23:31:45,3756.0,59.0,520,149.0,1069.0,130.0,1555.0,1965,Rasterio reads and writes geospatial raster datasets.,148.0,38,True,2023-05-22 22:47:26.000,1.3.7,149.0,rasterio,conda-forge/rasterio,,,,8759.0,7812.0,https://pypi.org/project/rasterio,1504949.0,1531582.0,https://anaconda.org/conda-forge/rasterio,2023-06-01 10:19:49.402,2316417.0,,,,,1.0,797.0,2023-02-13 17:19:04.179,947.0,,,,,,,,,,,,,,,,,,
64,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-06-01 12:02:41.000000,2023-05-31 22:27:16,3091.0,185.0,981,130.0,2487.0,454.0,798.0,1854,A library for training and deploying machine learning models on Amazon SageMaker.,366.0,38,True,2023-05-31 22:28:15.243,2.160.0,511.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2706.0,2630.0,https://pypi.org/project/sagemaker,24809890.0,24824014.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-06-01 01:20:11.747,607338.0,,,,,2.0,,2023-01-31 01:06:02.086,76.0,,,,,,,,,,,,,,,,,,
65,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-06-01 06:36:54.000000,2023-05-31 18:55:44,1485.0,30.0,255,32.0,452.0,75.0,467.0,1257,Python library for reading and writing image data.,100.0,38,True,2023-05-29 02:48:38.000,2.30.0,54.0,imageio,conda-forge/imageio,,,,91667.0,91667.0,https://pypi.org/project/imageio,15284433.0,15349450.0,https://anaconda.org/conda-forge/imageio,2023-05-02 12:56:29.829,5005433.0,,,,,1.0,691.0,,,,,,,,,,,,,,,,,,,,
66,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-06-01 13:37:56.000000,2023-06-01 10:14:32,17203.0,590.0,1971,324.0,15518.0,501.0,7394.0,19204,"A cloud-native vector database, storage for next generation AI applications.",244.0,37,True,2023-05-02 12:50:11.000,2.2.8,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,523492.0,607623.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-06-01 13:19:44.653208,28.0,3649202.0,1.0,30382.0,,,,,,,,,,,,,,,,,,,,
67,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-04-10 01:17:15.000000,2023-04-10 01:12:31,1618.0,24.0,2745,382.0,452.0,7.0,1716.0,13584,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59.000,2.0.3,2.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3158.0,3158.0,https://pypi.org/project/pyecharts,98779.0,98779.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-06-01 12:03:51.000000,2023-06-01 10:07:32,2995.0,82.0,1786,283.0,3481.0,276.0,1649.0,12953,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",191.0,37,True,2023-05-16 23:50:39.741,2.10.1,54.0,nni,,,,,437.0,399.0,https://pypi.org/project/nni,13750.0,13750.0,,,,,,,,1.0,,2022-11-14 11:09:01.154,38.0,,,,,,,,,,,,,,,,,,
69,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-06-01 13:59:20.000000,2023-06-01 13:20:47,3068.0,164.0,2742,169.0,3534.0,313.0,1909.0,11805,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",263.0,37,True,2023-05-05 08:50:34.000,1.1.0,31.0,dgl,,,,,95.0,95.0,https://pypi.org/project/dgl,64248.0,64248.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
70,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-05-26 02:38:21.000000,2023-05-26 02:38:21,1093.0,5.0,1332,250.0,641.0,312.0,997.0,10515,Video editing with Python.,158.0,37,True,2020-05-07 16:29:35.000,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,25262.0,25262.0,https://pypi.org/project/moviepy,649771.0,652313.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,180533.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
71,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-05-27 17:58:20.987000,2023-05-25 07:31:30,882.0,48.0,965,117.0,251.0,16.0,605.0,7502,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,37,True,2023-05-02 04:26:07.683,0.1.99,34.0,sentencepiece,conda-forge/sentencepiece,,,,31316.0,30650.0,https://pypi.org/project/sentencepiece,10527058.0,10540606.0,https://anaconda.org/conda-forge/sentencepiece,2023-05-27 17:58:20.987,457794.0,,,,,1.0,27217.0,2022-08-07 07:57:04.639,666.0,,,,,,,,,,,,,,,,,,
72,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-05-31 17:32:25.000000,2023-05-31 17:32:24,4833.0,219.0,1608,129.0,899.0,279.0,1794.0,7345,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-05-18 16:48:01.811,3.0.2,91.0,pycaret,conda-forge/pycaret,,,,3762.0,3748.0,https://pypi.org/project/pycaret,228043.0,229033.0,https://anaconda.org/conda-forge/pycaret,2023-03-16 01:07:14.896,33059.0,,,,,2.0,640.0,2023-01-09 23:06:25.903,14.0,,,,,,,,,,,,,,,,,,
73,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-06-01 14:38:06.000000,2023-05-31 17:09:18,17991.0,835.0,1899,177.0,2947.0,457.0,1708.0,6621,End-to-End Speech Processing Toolkit.,349.0,37,True,2023-05-01 12:53:04.000,.202304,49.0,espnet,,,,,191.0,186.0,https://pypi.org/project/espnet,22260.0,22261.0,,,,,,,,1.0,78.0,2022-05-28 02:21:31.000,5.0,,,,,,,,,,,,,,,,,,
74,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-06-01 08:22:11.000000,2023-05-26 00:10:15,11900.0,80.0,1074,170.0,443.0,634.0,720.0,3916,Probabilistic reasoning and statistical analysis in TensorFlow.,476.0,37,True,2023-05-16 16:00:03.696,0.20.1,47.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],409.0,,https://pypi.org/project/tensorflow-probability,1079428.0,1081419.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-02-16 21:27:29.767,103548.0,,,,,1.0,,2022-12-06 22:30:03.065,409.0,,,,,,,,,,,,,,,,,,
75,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6679,1288.0,164.0,658.0,216.0,30681,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,24131.0,22499.0,https://pypi.org/project/jieba,565620.0,567512.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,140080.0,,,,,1.0,,2020-01-20 14:27:23.000,1632.0,,,,,,,,,,,,,,,,,,
76,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-06-01 11:58:15.000000,2023-04-06 06:55:28,2539.0,38.0,8664,371.0,2899.0,788.0,6403.0,24360,OpenMMLab Detection Toolbox and Benchmark.,394.0,36,True,2023-04-06 07:30:01.752,3.0.0,50.0,mmdet,,,,['pytorch'],29.0,,https://pypi.org/project/mmdet,165857.0,165857.0,,,,,,,,1.0,,2022-06-01 16:40:25.000,29.0,,,,,,,,,,,,,,,,,,
77,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-05-31 04:43:34.000000,2023-05-31 04:43:34,772.0,12.0,4407,419.0,420.0,335.0,1671.0,15942,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,167.0,36,True,2023-05-29 15:12:28.000,1.1.4,15.0,fbprophet,conda-forge/prophet,,,,129.0,,https://pypi.org/project/fbprophet,1168521.0,1194755.0,https://anaconda.org/conda-forge/prophet,2023-01-21 14:54:27.313,681554.0,,,,,1.0,1638.0,2020-09-05 16:12:50.000,129.0,,,,,,,,,,,,,,,,,,
