,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
40,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-04-02 11:28:15.000000,2023-01-30 18:15:21,1757.0,,8334,1032.0,1439.0,52.0,1711.0,31384,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,40,True,2022-10-04 23:58:42.348,0.26.2,107.0,gym,conda-forge/gym,,,,44052.0,41386.0,https://pypi.org/project/gym,527774.0,533721.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,220075.0,,,,,1.0,,2022-10-04 23:58:42.348,2666.0,,,,,,,,,,,,,,,,,,
41,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-05 14:37:08.000000,2023-03-28 21:27:25,2659.0,43.0,7182,614.0,2176.0,147.0,1572.0,23893,The fastai deep learning library.,236.0,40,True,2023-03-28 20:28:42.000,2.7.12,49.0,fastai,,,,['pytorch'],13351.0,13351.0,https://pypi.org/project/fastai,254765.0,254765.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
42,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2023-05-11 14:17:41.000000,2023-05-11 09:15:41,15723.0,632.0,817,122.0,3075.0,120.0,1301.0,8070,A hyperparameter optimization framework.,228.0,40,True,2023-04-07 08:24:04.210,3.1.1,58.0,optuna,conda-forge/optuna,,,,7967.0,7617.0,https://pypi.org/project/optuna,1501964.0,1512292.0,https://anaconda.org/conda-forge/optuna,2023-04-10 08:33:36.791,433783.0,,,,,1.0,,2023-01-18 05:41:08.855,350.0,,,,,,,,,,,,,,,,,,
43,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-05-07 00:41:27.000000,2023-05-06 13:54:43,1752.0,55.0,818,107.0,1375.0,408.0,1111.0,3678,Python tools for geographic data.,199.0,40,True,2023-05-06 12:24:05.140,0.13.0,46.0,geopandas,conda-forge/geopandas,,,['pandas'],23421.0,21898.0,https://pypi.org/project/geopandas,4349298.0,4381837.0,https://anaconda.org/conda-forge/geopandas,2023-05-06 14:44:04.133,2796544.0,,,,,1.0,1819.0,2022-12-10 18:41:03.313,1523.0,,,,,,,,,,,,,,,,,,
44,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-05-11 12:56:09.000000,2023-05-11 12:56:09,5296.0,147.0,687,57.0,4470.0,1391.0,2155.0,1463,A distributed task scheduler for Dask.,310.0,40,True,2023-04-28 17:33:06.658,2023.4.1,201.0,distributed,conda-forge/distributed,,,,29833.0,28564.0,https://pypi.org/project/distributed,4612119.0,4737627.0,https://anaconda.org/conda-forge/distributed,2023-04-28 18:44:40.911,10542726.0,,,,,1.0,,2023-01-27 23:28:03.605,1269.0,,,,,,,,,,,,,,,,,,
45,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-05-11 13:08:00.000000,2023-05-11 12:00:51,17045.0,542.0,2064,316.0,15189.0,476.0,7222.0,18402,"A cloud-native vector database, storage for next generation AI applications.",240.0,39,True,2023-05-02 12:50:11.000,2.2.8,100.0,pymilvus,,milvusdb/milvus,,,24.0,,https://pypi.org/project/pymilvus,519285.0,600476.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-05-11 12:09:42.506615,28.0,3423956.0,1.0,33748.0,2022-12-15 08:27:00.978,24.0,,,,,,,,,,,,,,,,,,
46,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-05-11 14:16:20.217648,2023-05-11 14:15:36,8306.0,116.0,2066,198.0,3964.0,26.0,1823.0,18324,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-05-05 06:36:38.000,3.15.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,519.0,519.0,https://pypi.org/project/jina,122114.0,156118.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,44310.0,https://hub.docker.com/r/jinaai/jina,2023-05-11 14:16:20.217648,8.0,1239790.0,2.0,,,,,,,,,,,,,,,,,,,,,
47,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-05-11 04:07:46.000000,2023-05-10 19:30:22,20096.0,151.0,4004,448.0,5694.0,686.0,6581.0,17560,"Interactive Data Visualization in the browser, from Python.",653.0,39,True,,,50.0,bokeh,conda-forge/bokeh,,,,216.0,216.0,https://pypi.org/project/bokeh,3419000.0,3570902.0,https://anaconda.org/conda-forge/bokeh,2023-05-10 15:00:00.656,11088886.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-05-11 08:45:02.000000,2023-05-11 08:45:02,9507.0,131.0,1774,227.0,3586.0,191.0,2857.0,7541,Bayesian Modeling in Python.,454.0,39,True,2023-04-26 17:34:17.000,5.3.1,59.0,pymc3,conda-forge/pymc3,,,,1734.0,1485.0,https://pypi.org/project/pymc3,320211.0,326689.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,510406.0,,,,,1.0,1910.0,2022-03-15 10:10:19.000,249.0,,,,,,,,,,,,,,,,,,
49,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-05-05 08:03:11.000000,2023-04-09 08:13:02,1663.0,25.0,2176,167.0,753.0,52.0,948.0,6225,Python Data. Leaflet.js Maps.,150.0,39,True,2022-12-12 20:39:34.303,0.14.0,28.0,folium,conda-forge/folium,,,,25445.0,24685.0,https://pypi.org/project/folium,758885.0,781563.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1950381.0,,,,,1.0,,2022-12-12 20:39:34.303,760.0,,,,,,,,,,,,,,,,,,
50,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-05-11 14:02:39.000000,2023-05-11 03:58:53,5331.0,261.0,473,48.0,3062.0,591.0,1879.0,6017,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,147.0,39,True,2023-05-05 21:40:54.755,0.15.2,253.0,wandb,conda-forge/wandb,,,,22641.0,22195.0,https://pypi.org/project/wandb,2070146.0,2076845.0,https://anaconda.org/conda-forge/wandb,2023-05-06 01:17:38.621,227767.0,,,,,1.0,,2023-03-07 21:24:03.627,446.0,,,,,,,,,,,wandb/wandb,,,,,,,
51,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-05-11 11:36:52.000000,2023-05-11 02:29:08,1518.0,187.0,2813,275.0,1748.0,824.0,877.0,24384,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",192.0,38,True,2023-05-03 17:33:56.000,0.9.2,64.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1407.0,1368.0,https://pypi.org/project/deepspeed,330347.0,330755.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16353.0,1.0,,2023-01-17 18:45:01.408,39.0,,,,,,,,,,,,,,,,,,
52,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-05-11 12:38:08.000000,2023-05-09 19:13:25,9247.0,478.0,2810,230.0,8880.0,592.0,5507.0,22973,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",871.0,38,True,2023-04-24 13:56:07.000,2.0.2,100.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],,,https://pypi.org/project/pytorch-lightning,4338966.0,4362054.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-04-24 18:49:45.463,794024.0,,,,,2.0,11671.0,,,,,,,,,,,,,,,,,,,,
53,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-05-09 19:23:46.000000,2023-05-09 19:20:54,812.0,74.0,2884,448.0,722.0,310.0,1759.0,21560,A library for efficient similarity search and clustering of dense vectors.,130.0,38,True,2023-04-28 13:29:01.044,2.2.8,75.0,pymilvus,conda-forge/faiss,,,,1068.0,1044.0,https://pypi.org/project/pymilvus,519285.0,539659.0,https://anaconda.org/conda-forge/faiss,2023-01-10 05:31:46.982,733469.0,,,,,1.0,,2022-12-15 08:27:00.978,24.0,,,,,,,,,,,,,,,,,,
54,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-05-11 01:54:33.000000,2023-01-26 21:28:45,11896.0,,6513,1083.0,11113.0,1795.0,7761.0,20408,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05.000,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6353.0,6353.0,https://pypi.org/project/mxnet,391716.0,392169.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,9449.0,,,,,2.0,25918.0,,,,,,,,,,,,,apache/mxnet,,,,,,,
55,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-05-11 07:28:00.000000,2022-06-16 14:46:20,2277.0,,2807,262.0,519.0,1565.0,633.0,19181,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:43:28.000,0.41.0,96.0,shap,conda-forge/shap,,,,11413.0,11032.0,https://pypi.org/project/shap,4540040.0,4573539.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1909461.0,,,,,1.0,,2022-06-16 00:43:28.000,381.0,,,,,,,,,,,,,,,,,,
56,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-05-11 13:21:51.000000,2023-05-11 13:21:49,6655.0,320.0,3223,254.0,1992.0,770.0,2354.0,17587,Graph Neural Network Library for PyTorch.,412.0,38,True,2023-04-27 10:39:41.624,2.3.1,39.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],76.0,,https://pypi.org/project/torch-geometric,184737.0,185424.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-04-28 15:41:29.223,23374.0,,,,,1.0,,2022-12-01 06:49:00.984,76.0,,,,,,,,,,,,,,,,,,
57,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-05-10 13:00:41.000000,2023-05-10 09:18:29,1319.0,23.0,2181,329.0,1548.0,336.0,1831.0,13264,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",167.0,38,True,2023-05-10 09:15:00.705,0.28.0,76.0,horovod,,,,,913.0,878.0,https://pypi.org/project/horovod,79494.0,79494.0,,,,,,,,1.0,,2022-06-21 09:28:07.000,35.0,,stable/horovod,,,,,,,,,,,,,,,,
58,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-05-10 10:10:57.000000,2023-04-29 19:08:19,5522.0,449.0,1681,199.0,1114.0,58.0,2063.0,12759,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,38,False,2023-03-30 15:49:56.000,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2441.0,2441.0,https://pypi.org/project/flair,79230.0,79752.0,https://anaconda.org/conda-forge/python-flair,2023-04-13 03:14:21.111,17748.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-05-11 10:07:52.000000,2023-05-11 10:07:52,3024.0,200.0,2804,172.0,3475.0,393.0,1894.0,11700,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",259.0,38,True,2023-05-05 08:50:34.000,1.1.0,444.0,dgl,,,,,154.0,88.0,https://pypi.org/project/dgl,68270.0,68270.0,,,,,,,,1.0,,2022-09-20 03:47:24.680,66.0,,,,,,,,,,,,,,,,,,
60,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2023-03-30 13:02:05.000000,2022-12-20 16:49:55,28132.0,,2511,549.0,4117.0,685.0,2087.0,9722,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,16664.0,13820.0,https://pypi.org/project/theano,225750.0,254145.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2328425.0,,,,,2.0,,2020-07-27 16:13:54.000,2844.0,,,,,,,,,,,,,,,,,,
61,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-05-11 13:04:55.000000,2023-04-26 20:29:33,874.0,34.0,1824,223.0,404.0,164.0,903.0,9465,Download market data from Yahoo! Finances API.,80.0,38,True,2023-04-16 18:04:55.000,0.2.18,53.0,yfinance,ranaroussi/yfinance,,,,22532.0,22532.0,https://pypi.org/project/yfinance,638266.0,641716.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,75917.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-05-11 13:56:44.000000,2023-05-09 20:49:04,2435.0,99.0,817,124.0,1506.0,212.0,541.0,8160,Differentiable Computer Vision Library.,216.0,38,True,2023-04-20 21:02:06.000,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],4182.0,4182.0,https://pypi.org/project/kornia,2645298.0,2647494.0,https://anaconda.org/conda-forge/kornia,2023-04-21 03:46:10.761,78690.0,,,,,1.0,624.0,,,,,,,,,,,,,,,,,,,,
63,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-05-11 09:33:07.000000,2023-05-11 02:09:36,26839.0,249.0,678,128.0,5627.0,488.0,1499.0,6895,NumPy & SciPy for GPU.,337.0,38,True,2023-03-30 06:17:34.000,12.0.0,132.0,cupy,conda-forge/cupy,cupy/cupy,,,1771.0,1584.0,https://pypi.org/project/cupy,22146.0,86115.0,https://anaconda.org/conda-forge/cupy,2023-04-18 05:11:58.408,2654456.0,https://hub.docker.com/r/cupy/cupy,2023-03-30 06:21:02.487303,11.0,56604.0,1.0,86247.0,2023-01-19 07:50:52.374,187.0,13.0,,,,,,,,,,,,,,,,,
64,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-05-11 12:59:17.000000,2023-05-11 01:13:49,3554.0,200.0,1073,106.0,2579.0,577.0,1106.0,6457,A unified framework for machine learning with time series.,249.0,38,True,2023-04-29 03:00:46.570,0.18.0,43.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1229.0,1188.0,https://pypi.org/project/sktime,936740.0,957651.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-04-25 06:22:02.500,460036.0,,,,,1.0,79.0,2023-01-30 10:01:15.197,41.0,,,,,,,,,,,sktime/sktime,,,,,,,
65,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2023-05-11 12:58:03.000000,2023-05-10 16:24:54,8693.0,641.0,1492,149.0,1820.0,455.0,1188.0,4306,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",216.0,38,True,2022-12-01 14:00:47.111,2.7.1,602.0,deepchem,conda-forge/deepchem,,,['tensorflow'],201.0,193.0,https://pypi.org/project/deepchem,19530.0,22079.0,https://anaconda.org/conda-forge/deepchem,2022-12-02 15:08:43.839,99433.0,,,,,1.0,,2022-07-06 16:36:45.000,8.0,,,,,,,,,,,,,,,,,,
66,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-05-10 21:50:03.000000,2023-05-10 21:49:47,17411.0,115.0,1194,86.0,7231.0,494.0,3990.0,2231,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,337.0,38,True,2023-05-10 15:42:01.798,1.4.0,71.0,mne,conda-forge/mne,,,,2907.0,2635.0,https://pypi.org/project/mne,64222.0,68068.0,https://anaconda.org/conda-forge/mne,2023-05-10 16:59:53.636,288488.0,,,,,1.0,,2022-12-22 16:38:01.174,272.0,,,,,,,,,,,,,,,,,,
67,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-05-11 05:09:50.000000,2023-05-10 15:49:27,3046.0,179.0,973,133.0,2460.0,461.0,791.0,1831,A library for training and deploying machine learning models on Amazon SageMaker.,358.0,38,True,2023-05-09 17:31:01.509,2.153.0,504.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2609.0,2536.0,https://pypi.org/project/sagemaker,26263171.0,26277057.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-11-03 16:48:39.476,583215.0,,,,,2.0,,2023-01-31 01:06:02.086,73.0,,,,,,,,,,,,,,,,,,
68,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-05-08 09:42:24.000000,2023-05-06 05:02:08,1478.0,28.0,253,32.0,448.0,72.0,464.0,1240,Python library for reading and writing image data.,101.0,38,True,2023-05-01 07:47:46.000,2.28.1,52.0,imageio,conda-forge/imageio,,,,88955.0,88955.0,https://pypi.org/project/imageio,17354652.0,17418807.0,https://anaconda.org/conda-forge/imageio,2023-05-02 12:56:29.829,4874949.0,,,,,1.0,609.0,,,,,,,,,,,,,,,,,,,,
69,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-05-11 07:49:11.000000,2023-04-06 06:55:28,2539.0,53.0,8583,369.0,2870.0,690.0,6366.0,24116,OpenMMLab Detection Toolbox and Benchmark.,394.0,37,True,2023-04-06 07:30:01.752,3.0.0,50.0,mmdet,,,,['pytorch'],26.0,,https://pypi.org/project/mmdet,196342.0,196342.0,,,,,,,,1.0,,2022-06-01 16:40:25.000,26.0,,,,,,,,,,,,,,,,,,
70,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-05-11 14:15:34.000000,2023-05-08 21:31:22,2288.0,5.0,5239,369.0,1252.0,881.0,2960.0,21983,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,414.0,37,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1436.0,1436.0,https://pypi.org/project/fairseq,450356.0,451252.0,https://anaconda.org/conda-forge/fairseq,2023-03-28 02:53:47.526,30306.0,,,,,1.0,307.0,,,,,,,,,,,,,,,,,,,,
71,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-04-10 01:17:15.000000,2023-04-10 01:12:31,1618.0,35.0,2744,381.0,452.0,3.0,1715.0,13515,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59.000,2.0.3,2.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3069.0,3069.0,https://pypi.org/project/pyecharts,102275.0,102275.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-05-09 01:10:09.000000,2023-04-22 12:27:35,1090.0,3.0,1326,248.0,640.0,302.0,994.0,10436,Video editing with Python.,156.0,37,True,2020-05-07 16:29:35.000,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,24404.0,24404.0,https://pypi.org/project/moviepy,2708809.0,2711321.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,175875.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-05-11 13:27:57.000000,2023-05-11 01:11:49,10361.0,61.0,1923,350.0,3340.0,137.0,1120.0,8210,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,329.0,37,True,2023-03-15 21:02:03.563,9.8.0,28.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,32.0,,https://pypi.org/project/vowpalwabbit,75251.0,77719.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-03-15 10:43:24.558,113543.0,,,,,2.0,,2022-11-09 15:43:07.686,32.0,,,,,,,,,,,,,,,,,,
74,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-05-11 09:20:22.000000,2023-05-11 09:20:20,4814.0,256.0,1591,128.0,894.0,270.0,1778.0,7287,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-03-18 23:05:00.482,3.0.0,89.0,pycaret,conda-forge/pycaret,,,,3618.0,3604.0,https://pypi.org/project/pycaret,220519.0,221507.0,https://anaconda.org/conda-forge/pycaret,2023-03-16 01:07:14.896,32023.0,,,,,2.0,638.0,2023-01-09 23:06:25.903,14.0,,,,,,,,,,,,,,,,,,
75,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-05-10 21:21:01.000000,2023-05-10 21:20:59,11877.0,81.0,1070,169.0,440.0,633.0,718.0,3907,Probabilistic reasoning and statistical analysis in TensorFlow.,473.0,37,True,2023-05-08 20:13:58.000,0.20.0,46.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],403.0,,https://pypi.org/project/tensorflow-probability,1062264.0,1064252.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-02-16 21:27:29.767,101423.0,,,,,1.0,,2022-12-06 22:30:03.065,403.0,,,,,,,,,,,,,,,,,,
76,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-05-10 11:43:44.000000,2023-05-01 12:53:18,2189.0,14.0,520,87.0,717.0,212.0,856.0,3285,Manipulation and analysis of geometric objects.,144.0,37,True,2023-01-30 08:58:01.143,2.0.1,120.0,shapely,conda-forge/shapely,,,,45754.0,44985.0,https://pypi.org/project/shapely,11624522.0,11698332.0,https://anaconda.org/conda-forge/shapely,2023-03-17 20:19:14.578,6710435.0,,,,,2.0,1315.0,2023-01-30 08:58:01.143,769.0,,,,,,,,,,,,,,,,,,
