,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
39,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-06-02 13:23:29.000000,2022-06-02 10:49:25,2804,274.0,2723,274.0,3745.0,1032.0,1441.0,11954,Open source platform for the machine learning lifecycle.,424.0,41,True,2022-05-28 01:18:34.000,1.26.1,59.0,mlflow,conda-forge/mlflow,,,,313.0,,https://pypi.org/project/mlflow,2022-05-28 01:10:58.000,313.0,10807191.0,10822475.0,https://anaconda.org/conda-forge/mlflow,2022-05-28 13:03:41.958,580826.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
40,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2022-06-02 13:42:02.000000,2022-06-02 01:49:46,4658,251.0,623,59.0,3715.0,1126.0,1819.0,1364,A distributed task scheduler for Dask.,272.0,41,True,2022-05-26 22:05:44.000,2022.5.2,175.0,distributed,conda-forge/distributed,,,,24813.0,23637.0,https://pypi.org/project/distributed,2022-05-26 22:05:44.000,1176.0,5000907.0,5096609.0,https://anaconda.org/conda-forge/distributed,2022-05-26 23:34:01.893,6986293.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2022-06-01 20:30:14.000000,2022-05-24 21:22:03,2151,105.0,2436,249.0,459.0,1361.0,589.0,16478,A game theoretic approach to explain the output of any machine learning model.,182.0,40,True,2021-10-20 18:36:57.000,0.40.0,94.0,shap,conda-forge/shap,,,,5738.0,5517.0,https://pypi.org/project/shap,2021-10-20 19:13:31.000,221.0,4900407.0,4926439.0,https://anaconda.org/conda-forge/shap,2022-01-23 08:45:26.945,1197490.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
42,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2022-06-02 14:55:50.000000,2022-06-02 14:22:05,8676,208.0,1588,230.0,3097.0,202.0,2505.0,6617,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,384.0,40,True,2022-03-15 10:10:19.000,3.11.5,36.0,pymc3,conda-forge/pymc3,,,,866.0,629.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,237.0,353359.0,359425.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,411163.0,,,,,1.0,1903.0,,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-02 14:02:34.000000,2022-06-02 14:02:32,23231,1314.0,1004,193.0,294.0,397.0,1429.0,6545,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",994.0,40,True,2022-05-19 07:31:43.000,1.0.6,103.0,catboost,conda-forge/catboost,,,,229.0,,https://pypi.org/project/catboost,2022-05-19 06:17:02.000,229.0,2613793.0,2636434.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1039976.0,,,,,2.0,80810.0,,,,,,,,,,,,,,,,,,,
44,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-06-02 06:40:49.000000,2022-06-02 06:40:48,11842,43.0,6901,1095.0,11037.0,1989.0,7727.0,19990,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,39,True,2022-05-17 21:11:13.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],289.0,,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,284.0,353273.0,353755.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7567.0,,,,,2.0,24970.0,-1.0,,,,,,,5.0,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-06-02 14:54:23.000000,2022-06-01 14:40:11,6025,270.0,1694,402.0,742.0,598.0,663.0,16577,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",116.0,39,True,2022-05-11 22:45:43.000,2.4.1,149.0,dash,conda-forge/dash,,,,1392.0,193.0,https://pypi.org/project/dash,2022-05-11 22:44:03.000,1199.0,875095.0,884620.0,https://anaconda.org/conda-forge/dash,2022-05-12 04:19:37.189,466761.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-06-02 13:25:18.000000,2022-06-02 07:34:02,30151,197.0,3992,339.0,4605.0,942.0,5696.0,14068,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",539.0,39,True,2022-05-20 13:24:18.000,2.8.28,251.0,rasa,,,,['tensorflow'],59.0,,https://pypi.org/project/rasa,2022-05-20 13:24:06.000,59.0,162172.0,162172.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
47,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2022-05-31 11:57:27.000000,2022-05-20 02:30:38,4489,140.0,1865,202.0,927.0,110.0,1768.0,11659,A very simple framework for state-of-the-art Natural Language Processing (NLP).,226.0,39,True,2022-05-20 04:39:30.000,0.11.3,27.0,flair,conda-forge/python-flair,,,['pytorch'],1455.0,1383.0,https://pypi.org/project/flair,2022-05-20 04:39:30.000,72.0,92015.0,92357.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,7876.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2022-06-02 12:11:45.000000,2022-06-02 00:22:13,12866,1007.0,704,127.0,2446.0,125.0,1063.0,6471,A hyperparameter optimization framework.,195.0,39,True,2021-10-04 06:37:16.000,2.10.0,45.0,optuna,conda-forge/optuna,,,,3603.0,3401.0,https://pypi.org/project/optuna,2022-04-12 04:16:37.000,202.0,3912655.0,3921640.0,https://anaconda.org/conda-forge/optuna,2021-10-04 08:58:48.864,278535.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
49,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-06-02 14:54:58.000000,2022-06-02 13:28:10,36091,980.0,3496,258.0,17794.0,136.0,,5545,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1278.0,39,True,2022-05-25 18:47:33.000,2.39.0,64.0,apache-beam,conda-forge/apache-beam-with-aws,,,,154.0,,https://pypi.org/project/apache-beam,2022-05-25 18:33:27.000,154.0,6933120.0,6934307.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-05-27 15:46:39.689,10685.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-06-02 11:00:59.000000,2022-06-02 05:16:23,4948,702.0,4530,363.0,1937.0,1129.0,3447.0,22412,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",108.0,38,True,2022-05-09 11:48:13.000,2.5.0,27.0,paddleocr,,,,['paddle'],669.0,663.0,https://pypi.org/project/paddleocr,2022-05-10 06:17:14.000,6.0,60744.0,60744.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2022-06-02 14:43:23.000000,2022-06-02 00:44:15,4736,122.0,1738,266.0,2310.0,577.0,1858.0,19419,Streamlit The fastest way to build data apps in Python.,141.0,38,True,2022-05-27 18:22:37.000,1.9.2,166.0,streamlit,,,,,704.0,307.0,https://pypi.org/project/streamlit,2022-06-01 20:21:06.000,397.0,973174.0,973174.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
52,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-05-28 10:46:44.000000,2022-05-24 17:40:23,1385,78.0,3064,272.0,235.0,64.0,448.0,18805,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",75.0,38,True,2022-04-03 22:14:28.000,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],3219.0,3125.0,https://pypi.org/project/timm,2022-05-15 21:31:51.000,94.0,3773510.0,3808379.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,17884.0,,,,,1.0,1261409.0,,,,,,,,,,,,,,,,,,,
53,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-06-02 14:00:24.000000,2022-06-02 10:03:56,5566,196.0,2613,245.0,840.0,948.0,1613.0,14751,Graph Neural Network Library for PyTorch.,271.0,38,True,2022-03-12 16:46:16.000,2.0.4,33.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],43.0,,https://pypi.org/project/torch-geometric,2022-03-12 16:46:16.000,43.0,86705.0,86996.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,6709.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-06-02 13:11:14.273817,2022-06-02 12:50:26,7510,383.0,1921,180.0,3314.0,66.0,1430.0,14705,Cloud-native neural search framework for kind of data.,147.0,38,True,2022-05-30 07:01:30.000,3.4.10,1837.0,jina,conda-forge/jina-core,jinaai/jina,,,292.0,290.0,https://pypi.org/project/jina,2022-06-02 12:52:17.000,2.0,60138.0,98789.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,5785.0,https://hub.docker.com/r/jinaai/jina,2022-06-02 13:11:14.273817,7.0,1064277.0,2.0,,,,,,,,,,,,,,,,,,,,
55,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-02 00:19:11.000000,2022-06-02 00:19:11,2691,27.0,2188,277.0,3068.0,91.0,2430.0,11016,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 22:03:15.000,2.9.3,263.0,allennlp,conda-forge/allennlp,,,['pytorch'],2699.0,2520.0,https://pypi.org/project/allennlp,2022-04-14 22:03:15.000,179.0,67822.0,69280.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,61252.0,,,,,1.0,46.0,,,,,,,,,,,,,,,,,,,
56,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-06-02 12:43:06.000000,2022-06-02 11:48:04,14856,583.0,1548,201.0,11516.0,286.0,4916.0,10491,Vector database for scalable similarity search and AI applications.,209.0,38,True,2022-04-02 10:12:24.000,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,16.0,,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,37602.0,71866.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,19.0,963946.0,1.0,30329.0,,,,,,,,,,,,,,,,,,,
57,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-06-02 11:19:11.000000,2022-05-27 17:08:48,14529,92.0,898,147.0,3157.0,539.0,1735.0,9198,The easiest way to automate your data.,328.0,38,True,2022-05-24 22:39:13.000,1.2.2,132.0,prefect,conda-forge/prefect,,,,867.0,803.0,https://pypi.org/project/prefect,2022-05-24 22:39:13.000,64.0,245188.0,252038.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,267152.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
58,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-05-27 17:20:07.000000,2022-05-27 17:20:04,1005,57.0,1306,154.0,411.0,111.0,465.0,9037,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44.000,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",8189.0,8031.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1113447.0,1116419.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,208064.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,BSD-3-Clause,2011-11-14 10:53:48.000,2022-05-30 06:19:23.000000,2022-05-30 06:19:22,1641,17.0,1268,214.0,688.0,181.0,778.0,8334,Simple job queues for Python.,262.0,38,True,2021-12-07 12:48:17.000,1.10.1,68.0,rq,conda-forge/rq,,,,12125.0,10390.0,https://pypi.org/project/rq,2021-12-07 12:46:58.000,1735.0,575296.0,576305.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,71662.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,
60,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-06-02 04:02:29.000000,2022-03-25 20:01:52,3150,11.0,665,153.0,978.0,230.0,1403.0,7535,Declarative statistical visualization library for Python.,136.0,38,True,2021-12-29 13:30:58.000,4.2.0,28.0,altair,conda-forge/altair,,,,27879.0,27535.0,https://pypi.org/project/altair,2021-12-29 13:25:37.000,344.0,8929593.0,8946295.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1185867.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,
61,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-02 11:34:57.000000,2022-06-02 11:34:23,25198,425.0,598,120.0,5064.0,402.0,1353.0,6058,NumPy & SciPy for GPU.,303.0,38,True,2022-05-26 07:35:42.000,10.5.0,116.0,cupy,conda-forge/cupy,cupy/cupy,,,1208.0,1046.0,https://pypi.org/project/cupy,2022-05-26 05:27:01.000,162.0,25536.0,72489.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1457618.0,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54786.0,1.0,31663.0,,,,,,,,,,,,,,,,,,,
62,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-02 11:44:04.000000,2022-06-01 14:14:31,2091,131.0,7297,355.0,2194.0,559.0,5363.0,19910,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 16:40:25.000,2.25.0,34.0,mmdet,,,,['pytorch'],400.0,391.0,https://pypi.org/project/mmdet,2022-06-01 16:40:25.000,9.0,35195.0,35195.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-05-30 11:40:58.000000,2022-05-12 12:19:33,4036,14.0,2314,490.0,2227.0,103.0,870.0,15732,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",588.0,37,True,2021-11-06 14:59:15.000,3.0.3,73.0,luigi,luigi,,,,2143.0,1744.0,https://pypi.org/project/luigi,2020-09-23 11:57:12.000,397.0,576950.0,577085.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10298.0,,,,,2.0,,,stable/luigi,,,,,,2.0,,,,,,,,,,,
64,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-05-29 14:53:01.000000,2022-05-29 14:53:01,8082,38.0,3069,479.0,553.0,47.0,1996.0,11171,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,37,False,2022-05-08 14:48:09.000,19.24,32.0,dlib,conda-forge/dlib,,,,15413.0,14644.0,https://pypi.org/project/dlib,2022-05-08 14:40:14.000,769.0,144685.0,151065.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,419749.0,,,,,2.0,24967.0,,,,,,,,,,,,,,,,,,,
65,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-06-02 12:22:06.000000,2022-06-02 09:46:14,7559,241.0,931,138.0,3943.0,650.0,3059.0,9787,Data Version Control | Git for Data & Models | ML Experiments Management.,267.0,37,True,2022-04-28 13:08:05.000,2.10.2,349.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-04-28 13:08:05.000,47.0,486063.0,520405.0,https://anaconda.org/conda-forge/dvc,2022-05-01 22:39:34.305,1064370.0,,,,,1.0,86514.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,
66,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127,,2509,556.0,4114.0,679.0,2086.0,9579,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15395.0,12557.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,2838.0,247881.0,275895.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,1988997.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
67,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-06-01 11:58:49.000000,2022-06-01 11:58:49,1079,7.0,1238,242.0,611.0,286.0,886.0,9274,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,16813.0,16063.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000,750.0,3655608.0,3657486.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,110820.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2022-06-02 14:31:53.000000,2022-06-02 02:58:15,8970,669.0,954,64.0,3918.0,210.0,1116.0,6664,Always know what to expect from your data.,294.0,37,True,2022-05-26 18:24:46.000,0.15.7,161.0,great_expectations,conda-forge/great-expectations,,,,32.0,,https://pypi.org/project/great_expectations,2022-05-26 18:24:15.000,32.0,6978664.0,6986204.0,https://anaconda.org/conda-forge/great-expectations,2022-05-26 23:57:15.380,384547.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-06-02 14:39:29.000000,2022-06-02 14:04:53,10560,707.0,606,85.0,3829.0,989.0,3162.0,4812,"An orchestration platform for the development, production, and observation of data assets.",212.0,37,True,2022-05-26 20:30:42.000,0.14.17,465.0,dagster,conda-forge/dagster,,,,482.0,392.0,https://pypi.org/project/dagster,2022-05-31 16:47:31.000,90.0,294373.0,311036.0,https://anaconda.org/conda-forge/dagster,2022-05-27 18:16:47.207,516573.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
70,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-06-02 03:52:07.000000,2022-06-02 03:52:04,11458,138.0,967,166.0,399.0,550.0,679.0,3701,Probabilistic reasoning and statistical analysis in TensorFlow.,448.0,37,True,2022-02-14 17:24:33.000,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],311.0,,https://pypi.org/project/tensorflow-probability,2022-02-14 17:03:04.000,311.0,938839.0,940295.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,58263.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-20 16:57:04.000000,2022-05-20 16:57:04,1407,4.0,321,63.0,603.0,332.0,398.0,2813,Computing with Python functions.,110.0,37,True,2021-10-07 14:42:42.000,1.1.0,102.0,joblib,conda-forge/joblib,,,,193056.0,188165.0,https://pypi.org/project/joblib,2021-10-07 14:42:42.000,4891.0,25398944.0,25525837.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,9009411.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
72,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-05-31 01:37:52.000000,2022-05-31 01:34:59,2016,20.0,455,87.0,515.0,162.0,720.0,2795,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 21:29:09.000,1.8.2,108.0,shapely,conda-forge/shapely,,,,33564.0,29787.0,https://pypi.org/project/shapely,2022-05-03 21:29:09.000,3777.0,6896188.0,6942733.0,https://anaconda.org/conda-forge/shapely,2022-05-05 23:56:28.313,3723220.0,,,,,1.0,45.0,,,,,,,,,,,,,,,,,,,
73,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-02 14:03:39.000000,2022-06-02 07:10:46,5116,80.0,253,84.0,575.0,22.0,104.0,2528,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08.000,8.0.17,205.0,thinc,conda-forge/thinc,,,,22288.0,21670.0,https://pypi.org/project/thinc,2022-06-02 14:03:39.000,618.0,6221052.0,6253008.0,https://anaconda.org/conda-forge/thinc,2022-03-15 17:15:05.102,2045246.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
74,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-02 04:42:16.000000,2022-06-02 01:23:42,2520,143.0,782,100.0,1992.0,355.0,700.0,1631,A library for training and deploying machine learning models on Amazon SageMaker.,260.0,37,True,2022-05-31 18:41:28.000,2.92.2,431.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1437.0,1386.0,https://pypi.org/project/sagemaker,2022-05-31 18:41:28.000,51.0,9945282.0,9954209.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-01 02:27:39.077,276764.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
